 5872 ; Облигация в 500 рейхсмарок. Третий Рейх ; 1937 ;  ;  ;  ; 9 ; rem16 ; 349 
 4303 ; 2 злотых. Польша. 60 лет победы во II МВ. В буклете ; 2005 ;  ; Латунь ; Unc ; 23 ; buynyi76 ; 303 
 4304 ; 2 злотых. Польша. Станислав Август Пониатовский. В буклете ; 2005 ;  ; Латунь ; Unc ; 11 ; 7755 ; 126 
 4305 ; 2 злотых. Польша. 350-летие обороны Ясной горы.  В буклете ; 2005 ;  ; Латунь ; Unc ; 31 ; 7755 ; 189 
 4306 ; 2 злотых. Польша. 500-летие статуса Яна Ласки. В буклете ; 2006 ;  ; Латунь ; Unc ; 21 ; LEXAI ; 186 
 4307 ; 2 злотых. Польша. Чемпионат мира по футболу 2013г. Польские стадионы. Вроцлав. В буклете ; 2012 ;  ; Латунь ; Unc ; 13 ; buynyi76 ; 206 
 4308 ; 2 злотых. Польша. Чемпионат мира по футболу 2013г. Польские стадионы. Гданьск. В буклете ; 2012 ;  ; Латунь ; Unc ; 7 ; buynyi76 ; 206 
 4309 ; 2 злотых. Польша. Чемпионат мира по футболу 2013г. Польские стадионы. Познань. В буклете ; 2012 ;  ; Латунь ; Unc ; 13 ; buynyi76 ; 206 
 4310 ; 2 злотых. Польша. Чемпионат мира по футболу 2013г. Польские стадионы. Варшава. Буклете ; 2012 ;  ; Латунь ; Unc ; 9 ; buynyi76 ; 206 
 4311 ; 2 злотых. Польша. 150-летие Шляхетскому январскому восстанию. В буклете ; 2013 ;  ; Латунь ; Unc ; 36 ; лесной ; 180 
 4312 ; Набор монет Южной Кореи: 2000,1000 вон (2шт). В коробке, с сертифкатом ; 1988 ;  ; Cu-Ni ; Proof ; 23 ; boroda ; 400 
 4213 ; 200 лир. Италия. ФАО ; 1980 ;  ; Al/Br ; XF+ ; 17 ; Viskar ; 41 
 4214 ; 5 франков. Люксембург ; 1987 ;  ; Al/Br ; XF+ ; 10 ; t_v_v ; 35 
 4215 ; 2 динара. Сербия ; 2009 ;  ; Al/Br ; AU ; 11 ; спартак-чемпион ; 89 
 4216 ; 20 лир. Италия ; 1990 ;  ; Al/Br ; AU ; 7 ; Viskar ; 28 
 4217 ; 5 грошей. Польша ; 1923 ;  ; Al/Br ; VF-XF ; 17 ; коллега ; 227 
 4218 ; 5 пфеннигов. Германия ; 1938D ;  ; Al/Br ; XF ; 18 ; bondars ; 181 
 4219 ; 5 марок. Финляндия ; 1973 ;  ; Al/Br ; AU ; 7 ; mishael07 ; 72 
 4220 ; 50 франков. Франция ; 1952 ;  ; Al/Br ; XF+ ; 13 ; gusar ; 128 
 4221 ; 200 лир. Италия ; 1996 ;  ; Al/Br ; XF+ ; 7 ; mefody73 ; 76 
 4222 ; 5 марок. Финляндия ; 1930 ;  ; Al/Br ; VF ; 12 ; jur77 ; 137 
 4223 ; 1 эскудо. Кабо-Верде ; 1994 ;  ; Al/Br ; XF+ ; 5 ; derevnya22 ; 46 
 4224 ; 10 франков. Франция ; 1985 ;  ; Al/Br ; XF+ ; 9 ; denisok69 ; 102 
 4225 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; VF+ ; 42 ; Nik74 ; 201 
 4226 ; 100 песет. Испания ; 1999 ;  ; Al/Br ; VF-XF ; 5 ; Враг ; 37 
 4227 ; 100 песет. Испания ; 1994 ;  ; Al/Br ; VF-XF ; 5 ; Враг ; 38 
 4228 ; 1 крона. Исландия ; 1966 ;  ; Al/Br ; XF ; 13 ; Viskar ; 33 
 4229 ; 10 пфеннигов. Германия ; 1937D ;  ; Al/Br ; XF- ; 29 ; Jauho ; 216 
 4230 ; 10 пиастров. Ливан ; 1955 ;  ; Al/Br ; VF+ ; 17 ; трутень ; 140 
 4231 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 12 ; Алёша ; 114 
 4232 ; 2 евро. Финляндия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; XF+ ; 9 ; Алёша ; 136 
 4233 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF+ ; 8 ; Алёша ; 115 
 4234 ; 250 риалов. Иран ; 1381 ;  ; Би/м ; XF ; 12 ; VOLAT ; 40 
 4235 ; 10 рупий. Шри-Ланка ; 1998 ;  ; Би/м ; VF+ ; 9 ; наташа2712 ; 60 
 4236 ; 1000 лир. Италия ; 1997 ;  ; Би/м ; XF+ ; 11 ; Враг ; 57 
 4237 ; 200 эскудо. Португалия. ЮНИСЕФ ; 1999 ;  ; Би/м ; XF ; 15 ; jj ; 193 
 4238 ; 50 крон. Чехословакия ; 1993 ;  ; Би/м ; VF+ ; 11 ; Юбер ; 91 
 4239 ; 1 пфенниг. ФРГ. В кольце ; 1950 ;  ; Br ; VF ; 28 ; ВМШ ; 184 
 4240 ; 10 грошенов. Австрия ; 1925 ;  ; Cu-Ni ; VF+ ; 7 ; Graphic ; 123 
 4241 ; 50 сантимов. Франция ; 1928 ;  ; Cu-Ni ; XF- ; 23 ; Searcher ; 194 
 4242 ; 50 центов. Восточная Африка ; 1949 ;  ; Cu-Ni ; VF+ ; 17 ; gavrosh ; 159 
 4243 ; 1 франк. Швейцария ; 1963 ;  ; Ag ; XF+ ; 10 ; Rusik ; 184 
 4244 ; 10 лир. Сан Марино ; 1974 ;  ; Al ; AU ; 7 ; Враг ; 36 
 4245 ; 10 марок. ГДР. Бухенвальд ; 1972 ;  ; Cu-Ni ; XF ; 26 ; aurin1 ; 130 
 4246 ; 1 эскудо. Кабо-Верде. В конверте, с маркой ;  ;  ; Ni/Br ; AU ; 3 ; banks ; 180 
 4247 ; 5 миллим. Тунис. В конверте, с маркой ; 1983 ;  ; Al ; AU ; 13 ; salim ; 136 
 4248 ; 1 пайса. Непал. В конверте, с маркой ;  ;  ; Al ; XF ; 5 ; michael ; 136 
 4249 ; 1 риал. Иран (монета в кольце). В конверте, с маркой ; 1351 ;  ; Cu-Ni ; AU ; 25 ; banks ; 246 
 4250 ; 10 вон. Южная Корея. В конверте, с маркой ; 1983 ;  ; Латунь ; AU ; 10 ; sonegr ; 159 
 4251 ; 2 джао. Китай. В конверте, с маркой ; 1981 ;  ; Латунь ; AU ; 31 ; DVZ ; 453 
 4252 ; 10 донг. Вьетнам. В конверте, с маркой ; 1974 ;  ; Латунь ; AU ; 31 ; Стрепет ; 217 
 4253 ; 5 фен. Китай. В конверте, с маркой ; 1989 ;  ; Al ; AU ; 11 ; Harlock ; 138 
 4254 ; 20 пайс. Индия. ФАО. В конверте, с маркой ; 1983 ;  ; Al ; AU ; 17 ; ship-nik ; 181 
 4255 ; 1 крона. Чехословакия. В конверте, с маркой ; 1977 ;  ; Латунь ; AU ; 7 ; salim ; 138 
 4256 ; 1 крона. Чехословакия. В конверте, с маркой ; 1977 ;  ; Латунь ; AU ; 32 ; brat52 ; 101 
 4257 ; 1 фунт. Великобритания. В конверте, с маркой ; 1990 ;  ; Латунь ; AU ; 19 ; sonegr ; 368 
 4258 ; 50 соль. Перу. В конверте, с маркой ; 1982 ;  ; Латунь ; AU ; 15 ; salim ; 136 
 4259 ; 5 центов. Тринидад и Тобаго. В конверте, с маркой ; 1983 ;  ; Br ; AU ; 7 ; sonegr ; 136 
 4260 ; 5 гуарани. Парагвай. В конверте, с маркой ; 1978 ;  ; St ; AU ; 9 ; salim ; 134 
 4261 ; 1 песо. Мексика. В конверте, с маркой ; 1981 ;  ; Cu-Ni ; AU ; 18 ; d1t ; 220 
 4262 ; 5 центов. Нидерландские Антиллы. В конверте, с маркой ; 1985 ;  ; Cu-Ni ; AU ; 5 ; sonegr ; 159 
 4163 ; 20 чентезимо. Италия ; 1894 ;  ; Cu-Ni ; VF ; 21 ; велес ; 114 
 4164 ; 1 франк. Бельгия ; 1923 ;  ; Cu-Ni ; XF ; 23 ; av ; 44 
 4165 ; 1 колон. Сальвадор ; 1991 ;  ; Cu-Ni ; VF+ ; 15 ; vb96 ; 94 
 4166 ; 10 центов. Гон-Конг ; 1937 ;  ; Cu-Ni ; XF ; 26 ; Olegas ; 131 
 4167 ; 25 цекнтов. Восточные Карибские Штаты ; 1981 ;  ; Cu-Ni ; XF- ; 7 ; Drill ; 55 
 4168 ; 100 лир. Италия ; 1995 ;  ; Cu-Ni ; AU ; 12 ; v_bond ; 114 
 4169 ; 10 центов. Багамы ; 1973 ;  ; Cu-Ni ; VF+ ; 26 ; gavrosh ; 117 
 4170 ; 50 чертам. Бутан ; 1979 ;  ; Cu-Ni ; XF ; 12 ; Graphic ; 159 
 4171 ; 1 шиллинг. Нигерия ; 1961 ;  ; Cu-Ni ; VF ; 11 ; Александр007 ; 99 
 4172 ; 2 анны. Британская Индия ; 1923 ;  ; Cu-Ni ; VF ; 25 ; murka1973 ; 363 
 4173 ; 1 ливр. Ливан ; 1968 ;  ; Cu-Ni ; XF ; 33 ; banks ; 252 
 4174 ; 20 сен. Бруней ; 1988 ;  ; Cu-Ni ; VF ; 12 ; ИЮМов1 ; 108 
 4175 ; 1 доллар. США ; 1980 ;  ; Cu-Ni ; AU ; 8 ; derevnya22 ; 79 
 4176 ; 10 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 19 ; Враг ; 44 
 4177 ; 2 динара. Югославия ; 1925 ;  ; Cu-Ni ; VF ; 15 ; спартак-чемпион ; 73 
 4178 ; 1 франк. Франция ; 1988 ;  ; Cu-Ni ; XF+ ; 5 ; Юбер ; 40 
 4179 ; 10 ариари. Малагаси ; 1983 ;  ; Cu-Ni ; VF ; 5 ; велес ; 60 
 4180 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; XF ; 18 ; vladimir-sirke ; 27 
 4181 ; 5 центов. Багамские острова ; 1969 ;  ; Cu-Ni ; VF+ ; 25 ; Drill ; 114 
 4182 ; 5 центов. США ; 2005 ;  ; Cu-Ni ; XF ; 7 ; Враг ; 8 
 4183 ; 100 песет. Испания ; 1980 ;  ; Cu-Ni ; AU ; 5 ; salim ; 101 
 4184 ; Монета. Непал ;  ;  ; Cu-Ni ; AU ; 11 ; banks ; 70 
 4185 ; 5 центов. США ; 1908 ;  ; Cu-Ni ; F+ ; 8 ; Враг ; 55 
 4186 ; 20 чентезимо. Италия ; 1922 ;  ; Cu-Ni ; VF ; 21 ; Враг ; 42 
 4187 ; 6 пенсов. Южная Родезия ; 1950 ;  ; Cu-Ni ; XF ; 32 ; sax ; 278 
 4188 ; 25 эре. Дания ; 1926 ;  ; Cu-Ni ; VF ; 13 ; magarich ; 49 
 4189 ; 50 сентимо. Испания ; 1963 ;  ; Cu-Ni ; XF ; 43 ; magarich ; 67 
 4190 ; 1 франк. Монако ; 1968 ;  ; Cu-Ni ; XF ; 11 ; Юбер ; 71 
 4191 ; 50 сентаво. Португалия ; 1968 ;  ; Cu-Ni ; VF ; 14 ; Александр007 ; 53 
 4192 ; 2 франка. Франция ; 1993 ;  ; Cu-Ni ; XF+ ; 7 ; Юбер ; 48 
 4193 ; 25 сантимов. Бельгия ; 1929 ;  ; Cu-Ni ; VF ; 9 ; magarich ; 30 
 4194 ; 10 пеест. Испания ; 1983 ;  ; Cu-Ni ; XF ; 3 ; Враг ; 18 
 4195 ; 5 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; XF ; 10 ; jj ; 81 
 4196 ; 5 сантимов. Бельгия ; 1894 ;  ; Cu-Ni ; VF+ ; 18 ; Юбер ; 160 
 4197 ; 200 песет. Испания ; 1988 ;  ; Cu-Ni ; VF-XF ; 19 ; Юбер ; 34 
 4198 ; 10 пфеннигов. Германия ; 1876 ;  ; Cu-Ni ; VF ; 28 ; Jauho ; 65 
 4199 ; 1 лира. Ватикан ; 1942 ;  ; St ; XF ; 32 ; riga1979 ; 1377 
 4200 ; 100 лир. Ватикан ; 1962 ;  ; St ; XF+ ; 18 ; derevnya22 ; 96 
 4201 ; 20 тетри. Грузия ; 1993 ;  ; St ; XF+ ; 8 ; sonegr ; 33 
 4202 ; 2 лиры. Италия ; 1940 ;  ; St ; VF+ ; 18 ; DVZ ; 123 
 4203 ; 20 чентезимо. Италия ; 1942 ;  ; St ; XF ; 4 ; mefody73 ; 26 
 4204 ; 50 чентезимо. Италия ; 1942 ;  ; St ; XF ; 10 ; Esaul M ; 36 
 4205 ; 10 пенни. Финляндия ; 1944 ;  ; St ; AU ; 31 ; magarich ; 113 
 4206 ; 5 лир. Ватикан ; 1952 ;  ; Al ; XF- ; 11 ; гоша334 ; 76 
 4207 ; 2 песеты. Испания ; 1984 ;  ; Al ; XF- ; 11 ; Стрепет ; 68 
 4208 ; 200 марок. Веймар ; 1923D ;  ; Al ; VF+ ; 11 ; derevnya22 ; 73 
 4209 ; 50 пфеннигов. Германия ; 1935A ;  ; Al ; VF+ ; 36 ; AnvlaSar6216 ; 104 
 4210 ; 2 лиры. Италия ; 1959R ;  ; Al ; AU ; 5 ; smel ; 60 
 4211 ; 50 пфеннигов. Германия. Нотгельд. Бармен ; 1917 ;  ; Zn ; VF ; 24 ; RusScat ; 300 
 4212 ; 25 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; VF- ; 17 ; RusScat ; 221 
 4113 ; 5 лир. Ватикан ; 1978 ;  ; Ag ; AU ; 31 ; СТРЕКОЗА ; 602 
 4114 ; 10 сантимов. Франция. Деформация ; 1887 ;  ; Br ; F-VF ; 10 ; DVZ ; 44 
 4115 ; 1 цент. Канада ; 1900 ;  ; Br ; VF- ; 11 ; bilfox ; 138 
 4116 ; 5 эре. Швеция ; 1901 ;  ; Br ; VF+ ; 12 ; Viskar ; 45 
 4117 ; 1/2 пенни. Великобритания ; 1914 ;  ; Br ; VF-XF ; 9 ; gavrosh ; 62 
 4118 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF ; 18 ; taa ; 51 
 4119 ; 10 центов. Восточная африка ; 1941 ;  ; Br ; XF ; 41 ; Olegas ; 146 
 4120 ; 2 сантима. Латвия ; 1939 ;  ; Br ; VF-XF ; 31 ; musik ; 189 
 4121 ; 1 эре. Швеция ; 1905 ;  ; Br ; VF+ ; 11 ; Враг ; 49 
 4122 ; 5 мазунас. Марокко ; 1330 ;  ; Br ; VF+ ; 33 ; Olegas ; 366 
 4123 ; 1 цент. Канада ; 1928 ;  ; Br ; VF+ ; 5 ; Враг ; 46 
 4124 ; 2 сантима. Франция ; 1862 ;  ; Br ; VF ; 15 ; solder13 ; 181 
 4125 ; 1 пфенниг. Германия ; 1899 ;  ; Br ; VF+ ; 13 ; Graphic ; 98 
 4126 ; 2 эре. Швеция ; 1861 ;  ; Br ; F+ ; 7 ; DVZ ; 61 
 4127 ; 10 пенни. Финляндия ; 1920 ;  ; Br ; XF+ ; 16 ; лесной ; 104 
 4128 ; 1/6 скиллинга. Швеция ; 1830 ;  ; Br ; VF+ ; 21 ; SPQR ; 477 
 4129 ; 1 раппен. Швейцария ; 1949 ;  ; Br ; XF- ; 16 ; vladimir-sirke ; 36 
 4130 ; 10 сантимов. Тунис ; 1914 ;  ; Br ; XF- ; 22 ; Серж PirGS ; 204 
 4131 ; 1 сен. Япония ;  ;  ; Br ; XF- ; 12 ; advokatx ; 164 
 4132 ; 5 эре. Дания ; 1930 ;  ; Br ; XF- ; 23 ; av ; 102 
 4133 ; 2 пфеннига. Веймар ; 1924 ;  ; Br ; VF ; 40 ; Magger ; 123 
 4134 ; 1 эре. Дания ; 1921 ;  ; Br ; VF+ ; 16 ; ВЕПРЬ ; 189 
 4135 ; 2 чентезимо. Италия ; 1900 ;  ; Br ; VF ; 15 ; кве ; 263 
 4136 ; 1 цент. Нидерланды ; 1878 ;  ; Br ; VF ; 5 ; banks ; 60 
 4137 ; 2 пфеннига. Германия ; 1939 ;  ; Br ; VF+ ; 16 ; Graphic ; 102 
 4138 ; 1 сентаво. Аргентина ; 1894 ;  ; Br ; F-VF ; 7 ; Александр007 ; 102 
 4139 ; 1 эре. Дания ; 1910 ;  ; Br ; VF- ; 11 ; DVZ ; 138 
 4140 ; 1 цент. Гон-Конг ; 1933 ;  ; Br ; VF- ; 17 ; Серж PirGS ; 97 
 4141 ; 5 сенти. Эстония ; 1931 ;  ; Br ; VF+ ; 20 ; av45621 ; 100 
 4142 ; 2 пфеннига. Германия ; 1916 ;  ; Br ; VF+ ; 21 ; Magger ; 123 
 4143 ; Монетовидный жетон. Дания. D-26мм ;  ;  ; Br ; VF+ ; 15 ; TOP-T6 ; 94 
 4144 ; 2 эре. Норвегия ; 1902 ;  ; Br ; VF+ ; 23 ; Klin ; 206 
 4145 ; 5 эре. Норвегия ; 1931 ;  ; Br ; VF ; 22 ; Klin ; 42 
 4146 ; 2 грошена. Австрия ; 1929 ;  ; Br ; VF+ ; 9 ; Graphic ; 101 
 4147 ; 10 чентезимо. Италия ; 1866 ;  ; Br ; VF+ ; 20 ; DVZ ; 159 
 4148 ; 1 пенни. Финляндия ; 1923 ;  ; Br ; XF+ ; 10 ; Esaul M ; 45 
 4149 ; 1 цент. США ; 1899 ;  ; Br ; VF- ; 11 ; aniki-niki ; 82 
 4150 ; 1/2 скиллинга. Дания ; 1857 ;  ; Br ; XF ; 15 ; кве ; 378 
 4151 ; Монетовидный жетон. Германия. D-22мм ;  ;  ; Br ; VF+ ; 26 ; Graphic ; 200 
 4152 ; 1 пенни. Токен. Англия. Отверстие ; 1812 ;  ; Br ; F ; 12 ; banks ; 227 
 4153 ; 10 кэш. Китай ;  ;  ; Br ; F-VF ; 30 ; Harlock ; 232 
 4154 ; 25 центов. Эфиопия ; 1936 ;  ; Br ; F-VF ; 7 ; Враг ; 61 
 4155 ; 10 пенни. Финляндия ; 1941 ;  ; Br ; AU ; 47 ; Esaul M ; 117 
 4156 ; 1 пенни. Гибралтар ; 1992 ;  ; Br ; AU ; 15 ; Князь Игорь ; 70 
 4157 ; Монета Азия ; 1280 ;  ; Br ; F ; 32 ; lestes ; 384 
 4158 ; 50 центов. Зимбабве ; 1980 ;  ; Cu-Ni ; VF+ ; 4 ; Александр007 ; 56 
 4159 ; 1 рупия. Сейшеллы ; 1992 ;  ; Cu-Ni ; VF ; 4 ; Александр007 ; 40 
 4160 ; 50 эре. Норвегия ; 1946 ;  ; Cu-Ni ; VF ; 22 ; magarich ; 125 
 4161 ; 50 пфеннигов. Веймар ; 1927A ;  ; Cu-Ni ; XF ; 25 ; vesta78 ; 184 
 4162 ; 5 раппен. Швейцария ; 1938 ;  ; Cu-Ni ; XF ; 7 ; derevnya22 ; 24 
 4063 ; 1 динар. Югославия ; 1996 ;  ; Cu/Ni ; AU ; 25 ; Oleht ; 242 
 4064 ; 5 динар. Югославия. 30 лет победы над фашизмом ; 1975 ;  ; Cu/Ni ; AU ; 26 ; asternox ; 429 
 4065 ; 5 сантимов. Панама ; 1980 ;  ; Cu/Ni ; AU ; 6 ; Александр007 ; 42 
 4066 ; 2 1/2 сантима. Панама ; 1973 ;  ; Cu/Ni ; AU ; 6 ; Александр007 ; 62 
 4067 ; 1 крузейро. Бразилия ; 1985 ;  ; St ; AU ; 7 ; banks ; 45 
 4068 ; 1 лат. Латвия ; 2009 ;  ; Cu/Ni ; AU ; 13 ; ges ; 96 
 4069 ; 1 писо. Филиппины ; 2011 ;  ; Ni/Fe ; AU ; 11 ; I am ; 82 
 4070 ; 50000 лир. Турция. F.A.O. ; 1999 ;  ; Al ; AU ; 18 ; 542 ; 90 
 4071 ; 1 пенни. Гернси ; 1985 ;  ; Br ; VF+ ; 5 ; Князь Игорь ; 28 
 4072 ; 1 соль. Перу ; 2011 ;  ; Латунь ; AU ; 10 ; Graphic ; 77 
 4073 ; 1 лат. Латвия ; 2011 ;  ; Cu/Ni ; AU ; 11 ; molodes ; 94 
 4074 ; 1 доллар. Австралия ; 2011 ;  ; Лат ; AU ; 11 ; bv812 ; 113 
 4075 ; 10 динар. Югославия. Неретва ; 1983 ;  ; Cu/Ni ; XF+ ; 8 ; krugerrand ; 32 
 4076 ; 1 пиастр. Ливан ; 1955 ;  ; Латунь ; XF+ ; 42 ; vb96 ; 160 
 4077 ; 5 пара. Югославия ; 1979 ;  ; Латунь ; XF+ ; 3 ; спартак-чемпион ; 23 
 4078 ; 1 пиастр. Судан ; 2006 ;  ; Латунь ; XF+ ; 21 ; mkm1968 ; 114 
 4079 ; 1 лира. Сан Марино. F.A.O. ; 1977 ;  ; Al ; AU ; 9 ; !NDY ; 57 
 4080 ; 10 рупий. Шри Ланка ; 2011 ;  ; Ni/Fe ; AU ; 13 ; v_bond ; 77 
 4081 ; 2 рупии. Шри Ланка. F.A.O. ; 1995 ;  ; Cu/Ni ; AU ; 7 ; pac262 ; 53 
 4082 ; 5 рупий. Шри Ланка. Чемпионат мира по крикету ; 2007 ;  ; Латунь ; AU ; 10 ; mkm1968 ; 63 
 4083 ; 1 цент. Барбадос ; 2005 ;  ; Cu ; AU ; 5 ; banks ; 10 
 4084 ; 1 лек. Албания ; 1964 ;  ; Al ; VF ; 9 ; av45621 ; 45 
 4085 ; 1 лит. Литва ; 2010 ;  ; Cu/Ni ; AU ; 7 ; aleantf ; 43 
 4086 ; 1 лит. Литва. Вильнюс ; 2009 ;  ; Cu/Ni ; AU ; 11 ; bv812 ; 51 
 4087 ; 10 франков. Центральная Африка ; 1981 ;  ; Латунь ; AU ; 9 ; Graphic ; 147 
 4088 ; 500 сом. Узбекистан ; 2011 ;  ; Cu/Ni ; AU ; 9 ; mkm1968 ; 86 
 4089 ; 10 юаней. Китай ; 1999 ;  ; Cu/Ni ; AU ; 27 ; Harlock ; 255 
 4090 ; 10 юаней. Китай ; 21в ;  ; Cu/Ni ; AU ; 13 ; Harlock ; 150 
 4091 ; 20 рупий. Пакистан. 60 лет Китайско-Пакистанской дружбе ; 2011 ;  ; Cu/Ni ; XF ; 12 ; Harlock ; 130 
 4092 ; 20 рупий. Пакистан ; 2011 ;  ; Cu/Ni ; XF+ ; 9 ; Алек ; 89 
 4093 ; 10 рупий. Пакистан ; 2009 ;  ; Cu/Ni ; XF+ ; 13 ; Алек ; 113 
 4094 ; 10 рупий. Пакистан ; 2008 ;  ; Cu/Ni ; XF+ ; 13 ; vb96 ; 102 
 4095 ; Монета иностранная. Пакистан ; 21в ;  ; Cu/Ni ; XF+ ; 11 ; smel ; 70 
 4096 ; 5 пиастров. Египет ; 2005 ;  ; Латунь ; AU ; 5 ; gusar ; 24 
 4097 ; 5 сентимес Алжир ; 1985 ;  ; Al ; AU ; 7 ; Olegas ; 38 
 4098 ; 10 рупий. Индия ; 2011 ;  ; Би/м ; AU ; 24 ; DVZ ; 97 
 4099 ; 10 рупий. Индия ; 2010 ;  ; Би/м ; AU ; 21 ; Спанчбоб ; 97 
 4100 ; 5 рупий. Индия. F.A.O. ; 1995 ;  ; Cu/Ni ; AU ; 18 ; Серж PirGS ; 100 
 4101 ; 50 лева. Болгария ; 1934 ;  ; Ag ; XF- ; 12 ; Magger ; 289 
 4102 ; 2 стотинки. Болгария ; 1912 ;  ; Cu ; VF ; 14 ; Magger ; 102 
 4103 ; 5 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF-XF ; 19 ; vladimir-sirke ; 75 
 4104 ; 10 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF-XF ; 36 ; Magger ; 160 
 4105 ; 20 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF+ ; 6 ; off ; 102 
 4106 ; 5 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF+ ; 30 ; derevnya22 ; 101 
 4107 ; 10 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF+ ; 28 ; derevnya22 ; 102 
 4108 ; 50 стотинок. Болгария. Универсиада ; 1977 ;  ; Cu-Ni ; XF ; 18 ; aurin1 ; 63 
 4109 ; Пара. Османская империя. Баязед ; 792 ;  ; Ag ; F ; 35 ; priwet ; 368 
 4110 ; Пара. Османская империя. Абдул Хамид I ; 1187 ;  ; Ag ; F+ ; 40 ; Гордиан ; 463 
 4111 ; 2-1/2 куруш. Османская империя. Махмуд II ; 1223/25 ;  ; Ag ; VF- ; 34 ; priwet ; 276 
 4112 ; 5 чентезимо. Сан-Марино ; 1935 ;  ; Cu ; VF-XF ; 34 ; кве ; 561 
 4013 ; 10 злотых. Польша. 600 лет университету ; 1964 ;  ; Cu/Ni ; XF ; 22 ; СЁМА ; 309 
 4014 ; 10 злотых. Польша. Тодеуш Костюшко ; 1971 ;  ; Cu/Ni ; XF ; 12 ; MDV ; 126 
 4015 ; 10 злотых. Польша. 25 лет провинциям ; 1970 ;  ; Cu/Ni ; VF-XF ; 14 ; MDV ; 215 
 4016 ; 10 злотых. Польша. 50 лет порту Гдыня ; 1972 ;  ; Cu/Ni ; VF-XF ; 7 ; jur77 ; 123 
 4017 ; 10 злотых. Польша.25 лет народной республике ; 1969 ;  ; Cu/Ni ; XF ; 15 ; jur77 ; 149 
 4018 ; 10 злотых. Польша. F.A.O. ; 1971 ;  ; Cu/Ni ; XF ; 20 ; Юбер ; 79 
 4019 ; 10 злотых. Польша.25 лет народной армии ; 1968 ;  ; Cu/Ni ; XF ; 18 ; jur77 ; 155 
 4020 ; 10 злотых. Польша.50 лет битве под Силезией ; 1971 ;  ; Cu/Ni ; XF ; 7 ; jur77 ; 123 
 4021 ; 10 злотых. Польша. Генерал Свирчевский ; 1967 ;  ; Cu/Ni ; XF ; 21 ; jur77 ; 101 
 4022 ; 50 тенге. Казахстан. Богомол ; 2012 ;  ; Cu/Ni ; AU ; 26 ; Graphic ; 108 
 4023 ; 50 тенге. Казахстан. Навруз ; 2012 ;  ; Cu/Ni ; AU ; 9 ; 7755 ; 59 
 4024 ; 50 тое. Папуа Новой Гвинеи. 35 лет банку ; 2008 ;  ; Ni/Fe ; AU ; 8 ; magarich ; 59 
 4025 ; 1 писо. Филиппины. Визит папы Павла VI ; 1970 ;  ; Ni ; AU ; 20 ; avs ; 306 
 4026 ; 50 бат. Тайланд. F.A.O. ; 1996 ;  ; Cu/Ni ; AU ; 9 ; v_bond ; 136 
 4027 ; 10 бат. Тайланд. F.A.O. ; 1996 ;  ; Би/м ; AU ; 11 ; v_bond ; 87 
 4028 ; 2 фунта. Остров Мен. Содружественные молодежные игры ; 2011 ;  ; Би/м ; AU ; 16 ; vc57 ; 281 
 4029 ; 1 лиланген. Свазиленд. F.A.O. ; 1981 ;  ; Cu/Ni ; XF+ ; 8 ; banks ; 130 
 4030 ; 1 песо. Куба. Сахар ; 1981 ;  ; Cu/Ni ; AU ; 10 ; bv812 ; 196 
 4031 ; 1 рупия. Пакистан. Исламский саммит ; 1977 ;  ; Cu/Ni ; XF ; 22 ; Graphic ; 140 
 4032 ; 2 1/2 эскудо. Португалия. F.A.O. ; 1983 ;  ; Cu/Ni ; XF+ ; 5 ; jj ; 62 
 4033 ; 2 песо. Аргентина. Национальный герой ; 2007 ;  ; Cu/Ni ; AU ; 5 ; v_bond ; 82 
 4034 ; 2 песо. Аргентина ; 2010 ;  ; Би/м ; AU ; 7 ; Алек ; 64 
 4035 ; 10 писо. Филиппины ; 1993 ;  ; Би/м ; AU ; 9 ; kwacha_dm ; 74 
 4036 ; 1 бальбоа. Панама ; 2011 ;  ; Би/м ; AU ; 23 ; Спанчбоб ; 184 
 4037 ; 500 лир. Сан Марино. F.A.O. ; 1995 ;  ; Би/м ; AU ; 11 ; v_bond ; 100 
 4038 ; 500 лир. Сан Марино ; 1982 ;  ; Би/м ; AU ; 9 ; jj ; 99 
 4039 ; 10 долларов. Намибия. 20 лет Банку ; 2010 ;  ; Би/м ; AU ; 15 ; LEXAI ; 136 
 4040 ; 100 вату. Вануату ; 2002 ;  ; Al/Br ; AU ; 14 ; ВЕПРЬ ; 53 
