 6621 ; Крест нательный, серебро. ;  ;  ; Ag925 ;  ; 26 ; vit2503 ; 4162 
 5282 ; Лот иностранных бон (2 штуки) США ; 2017 ;  ;  ; AU ; 11 ; Александр-78 ; 227 
 5283 ; 2 доллара США ; 1976 ;  ;  ;  ; 16 ; огонь71 ; 261 
 5284 ; 5 долларов США ; 1995 ;  ;  ;  ; 23 ; Qvest ; 694 
 5285 ; 5 долларов США ; 1981 ;  ;  ;  ; 26 ; Flak16 ; 618 
 5286 ; 10 долларов США ; 1995 ;  ;  ;  ; 24 ; Qvest ; 1200 
 5287 ; 10 долларов США ; 1985 ;  ;  ;  ; 15 ; Flak16 ; 943 
 5288 ; Бона иностранная. США. Сувенирная бона ;  ;  ;  ; AU ; 15 ; svin ; 114 
 5289 ; Подарочный альбом с иностранными бонами. Польша (21 банкнота, разные номиналы и разновидности с 1975-1996 гг) ;  ;  ;  ; AU ; 55 ; Sammler ; 10230 
 5290 ; 1 марка. Финляндия ; 1918 ;  ;  ;  ; 26 ; tss ; 510 
 5191 ; 10 рублей ; 1961 ; билет ;  ; AU ; 32 ; severov ; 189 
 5192 ; 50 рублей ; 1961 ; билет ;  ;  ; 15 ; Pilot-1 ; 150 
 5193 ; Лот бон (2 штуки) ; 1961 ;  ;  ;  ; 15 ; Аргонавт ; 36 
 5194 ; 500 рублей ; 1991 ; билет ;  ;  ; 18 ; vasek ; 204 
 5195 ; 100 рублей ; 1991 ; билет ;  ;  ; 14 ; Pilot-1 ; 59 
 5196 ; 100 рублей ; 1991 ; билет ;  ;  ; 15 ; rad22 ; 100 
 5197 ; 50 рублей ; 1991 ; билет ;  ;  ; 12 ; друзья ; 153 
 5198 ; 200 рублей ; 1991 ; билет ;  ;  ; 22 ; vasek ; 204 
 5199 ; 1000 рублей ; 1991 ; билет ;  ;  ; 23 ; Pilot-1 ; 192 
 5200 ; 200 рублей (Серия "АА") ; 1991 ; билет ;  ; AU ; 38 ; gdrg2 ; 1328 
 5201 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 26 ; Holder31 ; 459 
 5202 ; 500 рублей ; 1992 ; билет ;  ; AU ; 38 ; Mozila_59 ; 328 
 5203 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 28 ; Mozila_59 ; 295 
 5204 ; 200 рублей ; 1992 ; билет ;  ; AU ; 38 ; Mozila_59 ; 227 
 5205 ; 50 рублей ; 1992 ; билет ;  ;  ; 32 ; 1gold ; 51 
 5206 ; Лот бон (2 штуки, номера подряд) ; 1992 ;  ;  ; AU ; 49 ; Holder31 ; 357 
 5207 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 5 ; друзья ; 100 
 5208 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 32 ; Мухич ; 258 
 5209 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 47 ; Vova1950 ; 612 
 5210 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 25 ; Holder31 ; 324 
 5211 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 24 ; л842 ; 344 
 5212 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 30 ; Спар ; 286 
 5213 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 38 ; Holder31 ; 663 
 5214 ; Лот бон: 5000 руб (2шт) ; 1994 ;  ;  ;  ; 19 ; Мухич ; 326 
 5215 ; 50000 рублей ; 1995 ; банкнота ;  ; AU ; 26 ; DormiDont ; 750 
 5216 ; 100000 рублей ; 1995 ; банкнота ;  ; AU ; 42 ; DormiDont ; 1045 
 5217 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 26 ; Unknоwn ; 333 
 5218 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 29 ; Unknоwn ; 327 
 5219 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 20 ; Спар ; 204 
 5220 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 33 ; Спар ; 235 
 5221 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 12 ; Shundr ; 173 
 5222 ; 500 рублей. Модификация 2001 года ; 1997 ; банкнота ;  ;  ; 22 ; Vova1950 ; 726 
 5223 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 17 ; Shundr ; 177 
 5224 ; 500 рублей ; 1997 ; банкнота ;  ;  ; 31 ; Shundr ; 906 
 5225 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 7 ; Сhatsky ; 148 
 5226 ; 1000 рублей ; 1997 ; банкнота ;  ; AU ; 12 ; alex09-63 ; 1020 
 5227 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 27 ; severov ; 1587 
 5228 ; Лот бон (3 штуки, красивые номера) ;  ;  ;  ;  ; 19 ; Bal@Mond ; 251 
 5229 ; Лот бон (3 штуки, красивые номера) ;  ;  ;  ;  ; 22 ; sokol-6060 ; 512 
 5230 ; Лот бон: 10 рублей (20шт) ;  ;  ;  ; AU ; 11 ; 2pok ; 513 
 5231 ; Лот бон (3 штуки по 100 рублей "Сочи", номера подряд) ; 2014 ;  ;  ; AU ; 29 ; Vova1950 ; 612 
 5232 ; Индивидуальное платёжное средство. 50 эквивалентов (БРАК портрета) ;  ;  ;  ;  ; 25 ; Happy Lady ; 115 
 5233 ; Индивидуальное платёжное средство. 50 эквивалентов ;  ;  ;  ;  ; 20 ; Happy Lady ; 115 
 5234 ; Талон "Арктикуголь". 5 рублей ;  ;  ;  ;  ; 27 ; Dimitr1 ; 383 
 5235 ; Талон "Арктикуголь". 5 рублей ;  ;  ;  ;  ; 22 ; guzubala ; 201 
 5236 ; Разменный чек на сумму 2 копейки. "Внешпосылторг" ; 1976 ;  ;  ;  ; 9 ; БерегСлоновойКости ; 68 
 5237 ; Чек на получение товаров на сумму 20 рублей. " Внешпосылторг" ; 1976 ;  ;  ;  ; 63 ; serg2018 ; 459 
 5238 ; Чек на получение товаров на сумму 10 рублей. " Внешпосылторг" ; 1976 ;  ;  ;  ; 58 ; Dimitr1 ; 259 
 5239 ; Чек на получение товаров на сумму 3 рубля. " Внешпосылторг" ; 1976 ;  ;  ;  ; 40 ; Holder31 ; 192 
 5240 ; Чек на получение товаров на сумму 1 рубль. " Внешпосылторг" ; 1976 ;  ;  ;  ; 15 ; Мухич ; 102 
 5141 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; electra ; 408 
 5142 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 44 ; VG ; 830 
 5143 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 5 ; t_v_v ; 70 
 5144 ; 5 рублей. Лист расчетных знаков, полный лист (20 штук) В холдере ZG ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ; AU ; 75 ; Sky2 ; 15005 
 5145 ; 500 рублей ; 1920 ;  ;  ;  ; 20 ; Сhatsky ; 267 
 5146 ; Обязательство на 250 рублей. Кубанское Краевое Правительство ; 1920 ;  ;  ;  ; 21 ; torus72 ; 1530 
 5147 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 86 ; VG ; 1020 
 5148 ; 3 рубля (связанные звёзды) ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 28 ; Meshok ; 5080 
 5149 ; 250 рублей ; 1920 ;  ;  ;  ; 18 ; AVLid ; 347 
 5150 ; 100 рублей. В/З  "100"  вертикально снизу вверх ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; gos ; 1224 
 5151 ; Лот бон (сцепка из 2х штук, В/з- звёзды) ; 1921 ;  ;  ;  ; 23 ; Alexdav ; 653 
 5152 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 46 ; vasilekd ; 701 
 5153 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; XF+ ; 27 ; garikms ; 1894 
 5154 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ; AU ; 37 ; 001951 ; 1473 
 5155 ; 10000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 82 ; lupus47 ; 20403 
 5156 ; 1000000 рублей ; 1921 ; Обязательства РСФСР 1921 г. ;  ;  ; 46 ; zima ; 9025 
 5157 ; 1000 рублей. В/З "1000" - горизонтально ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; wiqi ; 187 
 5158 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 19 ; служба тяги ; 271 
 5159 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 36 ; gos ; 799 
 5160 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; Kara1982igor ; 234 
 5161 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; Kara1982igor ; 1713 
 5162 ; 1000000 рублей ; 1922 ; Грузия ;  ; XF+ ; 38 ; lupus47 ; 7429 
 5163 ; 250000 рублей. Расчетный ордер (Грозненское центральное нефтяное управление) ; 1922 ;  ;  ;  ; 59 ; lupus47 ; 2373 
 5164 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 39 ; Ksn ; 3810 
 5165 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 42 ; psrjdf1863 ; 1785 
 5166 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF+ ; 48 ; bobbar ; 1370 
 5167 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; AU ; 93 ; sax ; 18453 
 5168 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 51 ; bobbar ; 3059 
 5169 ; 1 червонец. перфорация: ОБРАЗЕЦ ; 1922 ; Банковские билеты ;  ;  ; 58 ; Nexus ; 31913 
 5170 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 14 ; Sky2 ; 1479 
 5171 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 40 ; Dinar02 ; 1824 
 5172 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 10 ; Sky2 ; 2042 
 5173 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 25 ; DNK981 ; 1275 
 5174 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 18 ; Sky2 ; 1530 
 5175 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 42 ; DNK981 ; 1683 
 5176 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ; AU ; 29 ; Sky2 ; 2123 
 5177 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; AU ; 48 ; Dinar02 ; 2821 
 5178 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 5 ; ВС ; 1836 
 5179 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 16 ; ВС ; 263 
 5180 ; 25000000 рублей ; 1924 ; Закавказье ;  ;  ; 38 ; VG ; 1440 
 5181 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 51 ; 001951 ; 6123 
 5182 ; 1 червонец ; 1937 ; Билет ;  ;  ; 27 ; Аргонавт ; 954 
 5183 ; 3 червонца ; 1937 ; Билет ;  ;  ; 54 ; svin ; 2210 
 5184 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 42 ; баргузин ; 704 
 5185 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ; XF+ ; 35 ; 001951 ; 1632 
 5186 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 36 ; 2pok ; 556 
 5187 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 21 ; psrjdf1863 ; 1134 
 5188 ; 100 рублей ; 1947 ; билет ;  ;  ; 34 ; баргузин ; 1644 
 5189 ; 5 рублей ; 1961 ; Гос.казначейский билет ;  ;  ; 7 ; Деник ; 102 
 5190 ; 25 рублей ; 1961 ; билет ;  ; AU ; 18 ; garikms ; 204 
 5091 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; VG ; 306 
 5092 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 67 ; plushka123 ; 1006 
 5093 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; XF+ ; 33 ; VG ; 612 
 5094 ; 1000 рублей (В/З "1000" - горизонтально) ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; XF+ ; 19 ; Sky2 ; 707 
 5095 ; 1000 рублей (В/З "1000" - вертикально) ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 37 ; rom11 ; 769 
 5096 ; 500 рублей (Срок 1 июля 1919 года. Акцепт- Новочеркасское ОГБ) ; 1918 ;  ;  ;  ; 59 ; gdrg2 ; 5100 
 5097 ; 10 рублей ; 1918 ; Денежн.знаки.Северо-кавказская ССРБилеты(без наименования) ;  ;  ; 41 ; torus72 ; 2823 
 5098 ; 500 рублей ; 1918 ;  ;  ;  ; 30 ; огонь71 ; 789 
 5099 ; 1000 рублей ; 1918 ;  ;  ;  ; 40 ; Alexdav ; 1509 
 5100 ; 25 рублей. Временный Кредитный Юилет Царицынского Городского Самоуправления ;  ;  ;  ;  ; 34 ; gdrg2 ; 2074 
 5101 ; 25 рублей. Разменный знак крымского краевого казначейства ;  ;  ;  ;  ; 16 ; Семён ; 1026 
 5102 ; 50 копеек. Екатеринодарская краевая контора ГБ ;  ;  ;  ;  ; 13 ; Hellsten ; 400 
 5103 ; 25 рублей. Разменный билет. Елисаветградское Отделение Народного банка ;  ;  ;  ;  ; 43 ; gdrg2 ; 1237 
 5104 ; 3 рубля. Казначейский знак. Пятиногр. Окр ;  ;  ;  ;  ; 49 ; oleg61 ; 3000 
 5105 ; 50 копеек ;  ;  ;  ;  ; 4 ; varelgi ; 239 
 5106 ; 50 копеек ;  ;  ;  ;  ; 13 ; Russman ; 260 
 5107 ; Разменная марка г.Одессы. 50 копеек ;  ;  ;  ;  ; 34 ; Полюбому ; 517 
 5108 ; 20 копеек. Разменная марка г. Одессы ;  ;  ;  ;  ; 24 ; etwar55 ; 442 
 5109 ; 1 копейка. "Пятигорский городской трамвай" ;  ;  ;  ;  ; 39 ; gdrg2 ; 2176 
 5110 ; 1000 рублей ; 1919 ;  ;  ; AU ; 62 ; sax ; 2859 
 5111 ; 25 рублей ; 1919 ;  ;  ; AU ; 71 ; sax ; 1019 
 5112 ; 25 рублей ; 1919 ;  ;  ;  ; 24 ; guzubala ; 260 
 5113 ; 25 рублей ; 1919 ;  ;  ;  ; 18 ; guzubala ; 252 
 5114 ; 50 рублей ; 1919 ;  ;  ;  ; 19 ; огонь71 ; 344 
 5115 ; 50 рублей ; 1919 ;  ;  ;  ; 28 ; Sky2 ; 1500 
 5116 ; 100 рублей ; 1919 ;  ;  ;  ; 74 ; ЛАВ-13 ; 4001 
 5117 ; 250 рублей ; 1919 ;  ;  ;  ; 35 ; oleg61 ; 1095 
 5118 ; 500 рублей ; 1919 ;  ;  ;  ; 14 ; oleg61 ; 2101 
 5119 ; 500 рублей ; 1919 ;  ;  ;  ; 19 ; salim ; 713 
 5120 ; 500 рублей ; 1919 ;  ;  ;  ; 33 ; Dimitr1 ; 873 
 5121 ; 25 рублей ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 50 ; oleg61 ; 2436 
 5122 ; 3 рубля ; 1919 ;  ;  ;  ; 60 ; антоша ; 4491 
 5123 ; 100 рублей ; 1919 ; Грузия ;  ;  ; 9 ; огонь71 ; 266 
 5124 ; 250 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 13 ; salim ; 207 
 5125 ; 100 рублей ; 1919 ;  ;  ;  ; 22 ; Sxron ; 459 
 5126 ; 50 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 18 ; Ok13 ; 487 
 5127 ; 5000 рублей ; 1919 ;  ;  ;  ; 21 ; VG ; 417 
 5128 ; 10000 рублей ; 1919 ;  ;  ;  ; 20 ; Сhatsky ; 451 
 5129 ; 10000 рублей ; 1919 ;  ;  ;  ; 48 ; AVLid ; 516 
 5130 ; 1000 рублей ; 1919 ;  ;  ;  ; 24 ; Serjd ; 561 
 5131 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 53 ; gos ; 1734 
 5132 ; 5000 рублей ; 1919 ;  ;  ;  ; 17 ; Serjd ; 356 
 5133 ; 10000 рублей ; 1919 ;  ;  ;  ; 51 ; Сhatsky ; 438 
 5134 ; 1000 рублей ; 1919 ;  ;  ;  ; 32 ; psrjdf1863 ; 833 
 5135 ; 1000 рублей ; 1919 ;  ;  ;  ; 14 ; Сhatsky ; 429 
 5136 ; 1000 рублей ; 1919 ;  ;  ; AU ; 63 ; sax ; 3570 
 5137 ; 5000 рублей ; 1919 ;  ;  ;  ; 28 ; Egor77 ; 344 
 5138 ; 100 рублей ; 1919 ;  ;  ;  ; 18 ; ЛАВ-13 ; 257 
 5139 ; 5000 рублей ; 1919 ;  ;  ;  ; 23 ; Сhatsky ; 330 
 5140 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 61 ; vasek ; 1229 
 5041 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; cr5400 ; 467 
 5042 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 7 ; 1972 ; 555 
 5043 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; search ; 175 
 5044 ; Лот деньги-марки (лист из 40 штук) ;  ;  ;  ;  ; 61 ; kbk ; 1507 
 5045 ; 25 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 44 ; VG ; 703 
 5046 ; 1 марка золотом. Финляндия ; 1915 ;  ;  ;  ; 34 ; varelgi ; 500 
 5047 ; Лот деньги - марки (сцепка из 6ти штук) ; 1915 ; Деньги-марки ;  ;  ; 40 ; kbk ; 378 
 5048 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 34 ; VG ; 363 
 5049 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 61 ; VG ; 793 
 5050 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 19 ; Pilot-1 ; 300 
 5051 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 10 ; es72. ; 75 
 5052 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 4 ; Танзан ; 500 
 5053 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 10 ; Pilot-1 ; 91 
 5054 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 4 ; Hellsten ; 41 
 5055 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 31 ; oleg61 ; 765 
 5056 ; 50 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 25 ; oleg61 ; 942 
 5057 ; Лот деньги-марки (3 штуки) ;  ;  ;  ;  ; 11 ; t_v_v ; 80 
 5058 ; Лот бон (4 штуки) ;  ;  ;  ;  ; 23 ; Блюхер ; 426 
 5059 ; 1 марка. Финляндия ; 1916 ;  ;  ;  ; 44 ; VG ; 900 
 5060 ; 500 рублей ; 1916 ; 4% билет гос.казначейства ;  ;  ; 66 ; oleg61 ; 2004 
 5061 ; 1000 рублей ; 1917 ; Денежные знаки ;  ; XF+ ; 34 ; VG ; 805 
 5062 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 27 ; es72. ; 172 
 5063 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; VG ; 254 
 5064 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; STANDART ; 101 
 5065 ; Лот Государственных кредитных билетов (2 штуки по 250 рублей) ; 1917 ;  ;  ;  ; 47 ; огонь71 ; 263 
 5066 ; Лот бон (4 штуки) ;  ;  ;  ;  ; 13 ; Vox ; 49 
 5067 ; Лот бон ( 50шт.) ;  ;  ;  ;  ; 14 ; ГРР ; 512 
 5068 ; 5 рублей ; 1918 ;  ;  ;  ; 38 ; Serjd ; 765 
 5069 ; 1 рубль ; 1918 ;  ;  ;  ; 31 ; oleg61 ; 1122 
 5070 ; 25 рублей ; 1918 ;  ;  ;  ; 9 ; 312 ; 156 
 5071 ; 250 рублей ; 1918 ;  ;  ;  ; 29 ; VG ; 297 
 5072 ; 500 рублей ; 1918 ;  ;  ;  ; 14 ; огонь71 ; 456 
 5073 ; 50 рублей. Совета народ. Комиссров Терской республики ; 1918 ;  ;  ;  ; 22 ; torus72 ; 1385 
 5074 ; 5 карбованцев. Разменный билет г. Житомира ; 1918 ;  ;  ;  ; 43 ; Serjd ; 1250 
 5075 ; 3 рубля. Разменный знак Совета Народных Комиссаров Терской Республики ; 1918 ;  ;  ;  ; 45 ; etwar55 ; 986 
 5076 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 35 ; gdrg2 ; 772 
 5077 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; VG ; 113 
 5078 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 26 ; kent01 ; 459 
 5079 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 43 ; Serjd ; 650 
 5080 ; 250 рублей ; 1918 ;  ;  ;  ; 30 ; Сhatsky ; 351 
 5081 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 53 ; psrjdf1863 ; 1587 
 5082 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 55 ; Kudma ; 1755 
 5083 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 34 ; Manul ; 928 
 5084 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 27 ; gdrg2 ; 714 
 5085 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; sharapov.s21 ; 2550 
 5086 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 40 ; vasek ; 1546 
 5087 ; 5 рублей ; 1918 ;  ;  ;  ; 50 ; AVLid ; 487 
 5088 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 38 ; Manul ; 1224 
 5089 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 32 ; Sky2 ; 1257 
 5090 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 36 ; Sky2 ; 1530 
 3743 ; Лот монет США: 1 цент (77шт) ;  ;  ; Br ; VF/XF ; 10 ; Svs1989 ; 148 
 3744 ; Лот монет ЧССР, ВНР, Швеции, Швейцарии. Греции, Франции, дании, Израиля, Хорватии и Украины: 21шт ;  ;  ; Ag St Лат ; VF/AU ; 44 ; Rober ; 518 
 3745 ; Лот монет Франции: 35 шт. Все разные ;  ;  ; Al/Br,Cu-Ni,Ni ; VF+/XF ; 45 ; Атлантик ; 146 
 3746 ; Лот монет Турции: 1 куруш (16 шт.) ; 2015 ;  ; Cu-Ni ; AU ; 38 ; ag58 ; 658 
 3747 ; Лот монет мира: 54 шт. ;  ;  ; Cu-Ni,Би/м,Br, ; XF/AU ; 69 ; Balagur ; 872 
 3748 ; Лот монет мира: 165 шт. ;  ;  ; Cu-Ni,Al,Al/Br, ; F/XF+ ; 59 ; bobbar ; 2358 
 3749 ; Лот монет мира:  100шт ;  ;  ; Br Al/Br Cu-Ni ; VF/AU ; 30 ; Александр-78 ; 201 
 3750 ; Лот евроцентов: 200шт ;  ;  ; Cu/St ; VF/XF ; 19 ; 8888888АЛЕКС888888 ; 305 
 3751 ; Лот евроцентов: 100шт ;  ;  ; Cu/St ; VF/XF ; 8 ; nik110850 ; 237 
 3752 ; Лот монет мира: 110 шт. В некоторых монетах отверстия ;  ;  ; Cu-Ni,Al,Al/Br, ; F/XF ; 43 ; aaaaa1971 ; 1632 
 5001 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 40 ; ЛАВ-13 ; 1440 
 5002 ; 100 рублей ; 1898 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; Plot ; 10202 
 5003 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 19 ; Plot ; 10202 
 5004 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 38 ; 1879 ; 318 
 5005 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 26 ; 1879 ; 178 
 5006 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 41 ; DVD67 ; 308 
 5007 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 25 ; ЛАВ-13 ; 517 
 5008 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; Wvratar ; 50 
 5009 ; Лот Государственных Кредитных Билетов (8 штук, разные кассиры, шестизначные номера) ; 1898 ;  ;  ;  ; 11 ; сортам70 ; 112 
 5010 ; Лот Государственных Кредитных Билетов (9 штук, разные кассиры) ; 1898 ;  ;  ;  ; 28 ; Бигль ; 232 
 5011 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 41 ; 1879 ; 521 
 5012 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; Sky2 ; 255 
 5013 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; огонь71 ; 122 
 5014 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 67 ; Dell013 ; 3253 
 5015 ; Лот Государственных Кредитных Билетов (2 штуки, номера подряд) ; 1905 ;  ;  ; AU ; 10 ; Танзан ; 684 
 5016 ; Лот Государственных Кредитных Билетов (3 штуки, Коншин) ; 1905 ;  ;  ;  ; 15 ; 1gold ; 124 
 5017 ; Лот Государственных Кредитных Билетов (10 штук, разные кассиры) ; 1905 ;  ;  ;  ; 49 ; Russman ; 268 
 5018 ; Лот Государственных Кредитных Билетов (14 штук, разные кассиры) ; 1905 ;  ;  ;  ; 21 ; огонь71 ; 277 
 5019 ; 5 марок золотом ; 1909 ; Финляндия билет ;  ;  ; 26 ; VG ; 579 
 5020 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; Wvratar ; 32 
 5021 ; Лот Государственных Кредитных Билетов (4 штуки, разные кассиры) ; 1909 ;  ;  ;  ; 33 ; cr5400 ; 201 
 5022 ; Лот Государственных Кредитных Билетов (7 штук, разные кассиры) ; 1909 ;  ;  ;  ; 16 ; VG ; 184 
