 6613 ; Ложка чайная, серебро. Финляндия. ;  ;  ; Ag813 ;  ; 20 ; Csenotaf ; 906 
 5141 ; 1000 рублей ; 1919 ;  ;  ;  ; 37 ; ИНКОГНИТО ; 309 
 5142 ; 5 рублей ; 1919 ;  ;  ; AU ; 39 ; Dinar02 ; 2144 
 5143 ; 1 рубль ; 1919 ;  ;  ;  ; 30 ; ЛАВ-13 ; 1416 
 5144 ; 5 рублей ; 1919 ;  ;  ; AU ; 30 ; oscar_gold ; 2042 
 5145 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; elac ; 340 
 5146 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; ИНКОГНИТО ; 306 
 5147 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 36 ; баргузин ; 155 
 5148 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 33 ; elion3 ; 561 
 5149 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; Kara1982igor ; 128 
 5150 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; Блюхер ; 128 
 5151 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; vasilekd ; 128 
 5152 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 63 ; electra ; 252 
 5153 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; es72. ; 120 
 5154 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; psrjdf1863 ; 368 
 5155 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 37 ; electra ; 138 
 5156 ; Лот бон (4 штуки) ;  ;  ;  ;  ; 27 ; 3457896 ; 228 
 5157 ; 500 рублей ; 1920 ;  ;  ;  ; 11 ; ИНКОГНИТО ; 283 
 5158 ; 500 рублей ; 1920 ;  ;  ;  ; 9 ; ястреб ; 227 
 5159 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 34 ; rom11 ; 714 
 5160 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ; XF+ ; 37 ; ASTA ; 1077 
 5161 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 10 ; lesnik1 ; 420 
 5162 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 41 ; elion3 ; 770 
 5163 ; 10000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 42 ; VG ; 2142 
 5164 ; 20000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 14 ; lesnik1 ; 1247 
 5165 ; 10000 рублей ; 1921 ; Армения ;  ;  ; 13 ; bonist-3A ; 816 
 5166 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 19 ; vlad77 ; 833 
 5167 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 43 ; VG ; 2010 
 5168 ; 5000 рублей ; 1921 ; Азербайджан ;  ;  ; 31 ; lesnik1 ; 1658 
 5169 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 7 ; 1972 ; 429 
 5170 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 20 ; wiqi ; 151 
 5171 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 26 ; Копеечка ; 261 
 5172 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 22 ; VG ; 918 
 5173 ; 10000 рублей ; 1922 ;  ;  ;  ; 46 ; oleg61 ; 2042 
 5174 ; 10000 рублей. Обязательство РСФСР ; 1922 ;  ;  ;  ; 45 ; ЛАВ-13 ; 12390 
 5175 ; 25000 рублей ; 1923 ; Закавказье ;  ;  ; 19 ; ЛАВ-13 ; 874 
 5176 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 27 ; elac ; 5001 
 5177 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 25 ; Kara1982igor ; 2039 
 5178 ; 1 червонец ; 1937 ; Билет ;  ;  ; 7 ; MONGOL64 ; 237 
 5179 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 2 ; ГРР ; 153 
 5180 ; 50 рублей ; 1947 ; билет ;  ;  ; 51 ; Ритм ; 2607 
 5181 ; 100 рублей ; 1947 ; билет ;  ;  ; 39 ; svet67 ; 1082 
 5182 ; Лот бон (3 штуки) ; 1947 ;  ;  ;  ; 51 ; Smoki ; 1314 
 5183 ; Лот бон ( 5шт.) ;  ;  ;  ;  ; 27 ; бриз87 ; 157 
 5184 ; 10 рублей ; 1961 ; билет ;  ;  ; 8 ; KVictorA ; 14 
 5185 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ; AU ; 41 ; Unknоwn ; 201 
 5186 ; 10 рублей ; 1961 ; билет ;  ;  ; 7 ; kvs ; 22 
 5187 ; 50 рублей ; 1961 ; билет ;  ;  ; 47 ; electra ; 107 
 5188 ; 100 рублей ; 1961 ;  ;  ;  ; 65 ; Dzmitry ; 300 
 5189 ; 50 рублей ; 1961 ; билет ;  ;  ; 12 ; kompman ; 102 
 5090 ; 3 рубля ; 1918 ;  ;  ; AU ; 30 ; Dinar02 ; 1275 
 5091 ; 5 рублей ; 1918 ;  ;  ; AU ; 32 ; DA2015 ; 933 
 5092 ; 25 рублей ; 1918 ;  ;  ;  ; 21 ; VG ; 517 
 5093 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 45 ; Dinar02 ; 1849 
 5094 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 33 ; Sky2 ; 3277 
 5095 ; 3 рубля ; 1918 ; Туркестан ;  ;  ; 19 ; Alexxis0207 ; 261 
 5096 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; DA2015 ; 239 
 5097 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; vasilekd ; 227 
 5098 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; svet67 ; 122 
 5099 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 59 ; guzubala ; 455 
 5100 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 21 ; electra ; 294 
 5101 ; 3 рубля. Касса Прод.отд. Таганрог ;  ;  ;  ;  ; 31 ; lupus47 ; 1326 
 5102 ; 10 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 20 ; Alexxis0207 ; 2198 
 5103 ; Ордер на 10 рублей ;  ;  ;  ;  ; 34 ; gdrg2 ; 816 
 5104 ; Бона. Новороссийский Ц.Р.К. ;  ;  ;  ;  ; 34 ; gdrg2 ; 1032 
 5105 ; 50 копеек. Виндавское Городское самоуправление ;  ;  ;  ;  ; 34 ; Alexdav ; 2142 
 5106 ; Квитанция на 50 рублей. Армавирский Городской Муниципалитет ;  ;  ;  ;  ; 41 ; Alexdav ; 1591 
 5107 ; 1 рубль. Оренбургское Отд. ГБ ;  ;  ;  ;  ; 11 ; Лесникк ; 1548 
 5108 ; 500 рублей. Азербайджан ;  ;  ;  ;  ; 27 ; lesnik1 ; 479 
 5109 ; Обязательство на 250 рублей  Кубанского Краевого Правительства ;  ;  ;  ;  ; 43 ; torus72 ; 2119 
 5110 ; 25 рублей. Латвия ; 1919 ;  ;  ;  ; 25 ; lesnik1 ; 1748 
 5111 ; 3 рубля. Областной союз "Амурский кооператор" ; 1919 ;  ;  ;  ; 16 ; сochu ; 860 
 5112 ; 50 копеек. Областной союз "Амурский кооператор" ; 1919 ;  ;  ;  ; 30 ; lupus47 ; 1540 
 5113 ; 5 рублей ; 1919 ; Армения ;  ;  ; 11 ; salim ; 453 
 5114 ; 100 рублей ; 1919 ; Армения ;  ;  ; 31 ; salim ; 616 
 5115 ; 3 рубля ; 1919 ; Грузия ;  ;  ; 32 ; lesnik1 ; 603 
 5116 ; 3 рубля. Кунст и Альберс (Благовещенское отделение) ; 1919 ;  ;  ;  ; 51 ; vladpsy ; 1095 
 5117 ; 10 марок ; 1919 ;  ;  ; XF+ ; 36 ; VG ; 4080 
 5118 ; 10 рублей ; 1919 ; Латвия. Обязательство гос.казначейства ;  ;  ; 40 ; lesnik1 ; 2184 
 5119 ; 50 рублей ; 1919 ; Туркестан ;  ;  ; 50 ; Serjd ; 677 
 5120 ; 10 рублей ; 1919 ;  ;  ;  ; 29 ; DA2015 ; 2016 
 5121 ; 3 рубля ; 1919 ;  ;  ; XF+ ; 34 ; svokich ; 2202 
 5122 ; 500 рублей ; 1919 ; Туркестан ;  ;  ; 41 ; Serjd ; 1451 
 5123 ; 500 рублей ; 1919 ; Туркестан ;  ;  ; 35 ; torus72 ; 2958 
 5124 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 16 ; Dimitr1 ; 675 
 5125 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; Leshy77 ; 219 
 5126 ; 1000 рублей ; 1919 ;  ;  ; XF+ ; 46 ; ЛАВ-13 ; 3264 
 5127 ; 250 рублей ; 1919 ; Туркестан ;  ;  ; 22 ; psrjdf1863 ; 1519 
 5128 ; 200 рублей ; 1919 ;  ;  ;  ; 29 ; lesnik1 ; 1073 
 5129 ; 1000 рублей ; 1919 ;  ;  ; AU ; 58 ; Happy Lady ; 4590 
 5130 ; 500 рублей ; 1919 ;  ;  ; AU ; 49 ; hhmm ; 8160 
 5131 ; 25 рублей ; 1919 ;  ;  ; AU ; 37 ; Alekss_27 ; 3062 
 5132 ; 100 рублей ; 1919 ;  ;  ;  ; 47 ; прохожий ; 2000 
 5133 ; 25 рублей ; 1919 ;  ;  ;  ; 24 ; psrjdf1863 ; 1700 
 5134 ; 10 рублей ; 1919 ;  ;  ; AU ; 33 ; Sky2 ; 3062 
 5135 ; 25 рублей ; 1919 ;  ;  ;  ; 7 ; AGAT ; 305 
 5136 ; 3 рубля ; 1919 ;  ;  ; AU ; 47 ; Dinar02 ; 2652 
 5137 ; 10000 рублей ; 1919 ;  ;  ;  ; 30 ; VG ; 384 
 5138 ; 200 рублей ; 1919 ;  ;  ;  ; 39 ; Сhatsky ; 922 
 5139 ; 1000 рублей ; 1919 ;  ;  ;  ; 61 ; Сhatsky ; 1561 
 5040 ; Деньги-марки ; 1915 ;  ;  ;  ; 43 ; Plot ; 987 
 5041 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 40 ; Alexxis0207 ; 246 
 5042 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 11 ; Инструктор ; 58 
 5043 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 25 ; oleg61 ; 528 
 5044 ; Лот бон (4 штуки) ; 1915 ;  ;  ; AU ; 38 ; sharapov.s21 ; 1132 
 5045 ; 1 марка золотом. Финляндия ; 1916 ;  ;  ;  ; 23 ; psrjdf1863 ; 391 
 5046 ; 250 рублей ; 1917 ; Денежные знаки ;  ; XF+ ; 29 ; ASTA ; 345 
 5047 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; баргузин ; 257 
 5048 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; Сhatsky ; 159 
 5049 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; Инструктор ; 138 
 5050 ; Лот бон (10 штук) ;  ;  ;  ;  ; 17 ; Копеечка ; 181 
 5051 ; 5 рублей. Разменный билет Могилевской губернии ; 1918 ;  ;  ;  ; 38 ; gdrg2 ; 3178 
 5052 ; 50 рублей. Пятигорск ; 1918 ;  ;  ;  ; 11 ; stabah ; 2193 
 5053 ; 250 рублей ; 1918 ;  ;  ;  ; 9 ; 1972 ; 184 
 5054 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 45 ; Serjd ; 2040 
 5055 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 25 ; Сhatsky ; 459 
 5056 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 16 ; DA2015 ; 966 
 5057 ; 100 рублей ; 1918 ; Туркестан ;  ; XF+ ; 53 ; torus72 ; 2591 
 5058 ; 50 рублей ; 1918 ; Закавказье ;  ;  ; 24 ; VG ; 860 
 5059 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 27 ; 1972 ; 702 
 5060 ; 50 копеек ; 1918 ; Туркестан ;  ;  ; 11 ; 1972 ; 635 
 5061 ; 10 рублей ; 1918 ; Туркестан ;  ;  ; 23 ; Sky2 ; 1842 
 5062 ; 5 рублей ; 1918 ; Туркестан ;  ;  ; 30 ; lesnik1 ; 2042 
 5063 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 57 ; svet67 ; 168 
 5064 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 46 ; Sky2 ; 1500 
 5065 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 37 ; bobbar ; 497 
 5066 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; DA2015 ; 483 
 5067 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 33 ; bobbar ; 479 
 5068 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; VG ; 169 
 5069 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 29 ; bobbar ; 380 
 5070 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 40 ; bobbar ; 498 
 5071 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 8 ; svet67 ; 153 
 5072 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; vasilekd ; 221 
 5073 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; bobbar ; 261 
 5074 ; 1000 рублей ; 1918 ; Краткоср.обязательства КОМУЧ ;  ;  ; 43 ; psrjdf1863 ; 3446 
 5075 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 36 ; Sky2 ; 1229 
 5076 ; 500 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 41 ; von_Schwarz ; 2300 
 5077 ; 5 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; AU ; 33 ; sharapov.s21 ; 4016 
 5078 ; 10 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; AU ; 36 ; lesnik1 ; 3883 
 5079 ; 25 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; XF+ ; 39 ; sharapov.s21 ; 4101 
 5080 ; 100 рублей. Читинское Отделение ГБ ; 1918 ;  ;  ;  ; 48 ; lupus47 ; 4688 
 5081 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ; AU ; 34 ; zima ; 1387 
 5082 ; 1 рубль. Разменный билет Могилевской Губернии ; 1918 ;  ;  ;  ; 13 ; svokich ; 2001 
 5083 ; 3 рубля.  Разменный билет Могилевской Губернии ; 1918 ;  ;  ;  ; 19 ; lesnik1 ; 2313 
 5084 ; 25 рублей.  Разменный билет Могилевской Губернии ; 1918 ;  ;  ;  ; 19 ; 1972 ; 1720 
 5085 ; 100 рублей.  Разменный билет Могилевской Губернии ; 1918 ;  ;  ;  ; 23 ; ЛАВ-13 ; 3253 
 5086 ; 1 рубль. Игуменский Городской Общественный Банк ; 1918 ;  ;  ;  ; 59 ; Nexus ; 4690 
 5087 ; 3 рубля. Игуменский Городской Общественный Банк ; 1918 ;  ;  ;  ; 22 ; Nexus ; 4080 
 5088 ; 5 рублей. Игуменский Городской Общественный Банк ; 1918 ;  ;  ;  ; 19 ; Nexus ; 4162 
 5089 ; 10 рублей. Игуменский Городской Общественный Банк ; 1918 ;  ;  ;  ; 53 ; Nexus ; 4649 
 3826 ; Лот монет Югославии 6(шт) ; 1982-1987 ;  ; Cu-Ni,ж/м ; VF+/XF ; 25 ; fandrius ; 57 
 3827 ; Лот монет мира: 9шт ;  ;  ; Cu-Ni Al/Br Al ; VF/VF-XF ; 19 ; d-master ; 62 
 3828 ; Лот иностранных монет: 20 шт. ;  ;  ; Al/Br,Би/м,Br ; VF/XF ; 43 ; bobbar ; 166 
 3829 ; Лот монет Италии (3шт) ; 1930-1942 ;  ; St,Br ; VF ; 19 ; double ; 47 
 3830 ; Лот монет Северной Кореи: 5 шт. ; 2002-2008 ;  ; Al ; AU ; 22 ; garrymoore ; 153 
 3831 ; Лот монет Румынии: 50,10,5,1 бани (4 шт.) ; 2005,2015 ;  ; St/Ni,St/Лат, ; XF/AU ; 10 ; js0000 ; 26 
 3832 ; Лот монет Финляндии (7шт) ; 1963-1994 ;  ; Cu-Ni,Al,Al/Br ; VF/XF ; 6 ; Wvratar ; 21 
 3833 ; Лот монет Нидерландов: 1 гульден 25,10,5 центов (4 шт.) ; 2000 ;  ; Ni,Br ; AU ; 9 ; Whosaid ; 46 
 3834 ; Лот монет Зимбабве: 2шт ;  ;  ; Cu-Ni ; XF/AU ; 20 ; спарта ; 156 
 3835 ; Лот иностранных монет (30шт) ;  ;  ; Cu-Ni,Al,Al/Br ; VF+/AU ; 23 ; fandrius ; 114 
 3836 ; Лот монет Великобритании: 35шт ;  ;  ; Cu-Ni Br Лат ; VF/XF ; 37 ; ЛОПАТИНиКО ; 937 
 5001 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; vasek ; 5566 
 5002 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 55 ; 1879 ; 3385 
 5003 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 35 ; ИНКОГНИТО ; 1053 
 5004 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; Сармат80 ; 199 
 5005 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; ИНКОГНИТО ; 102 
 5006 ; 1 рубль (6тизначный , имперский номер) ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; guzubala ; 125 
 5007 ; 1 рубль (6тизначный , имперский номер) ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; guzubala ; 57 
 5008 ; Лот Государственных Кредитных Билетов (2 штуки) ; 1898 ;  ;  ;  ; 26 ; 1gold ; 104 
 5009 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 52 ; svet67 ; 227 
 5010 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Dell013 ; 82 
 5011 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; fandrius ; 138 
 5012 ; Лот Государственных Кредитных Билетов (2 штуки) ; 1905 ;  ;  ;  ; 29 ; 1gold ; 102 
 5013 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; to-to ; 57 
 5014 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; папашаГарпагон ; 62 
 5015 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; uhfvv7 ; 83 
 5016 ; Лот Государственных Кредитных Билетов (3 штуки) ; 1909 ;  ;  ;  ; 43 ; 1gold ; 115 
 5017 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 20 ; 1879 ; 152 
 5018 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; Sky2 ; 239 
 5019 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; 1gold ; 57 
 5020 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; ИНКОГНИТО ; 145 
 5021 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 54 ; 1879 ; 148 
 5022 ; Лот Государственных Кредитных Билетов (3 штуки, разные кассиры) ; 1909 ;  ;  ;  ; 18 ; Smoki ; 77 
 5023 ; 100 марок. Финляндия ; 1909 ;  ;  ;  ; 29 ; NNN ; 1996 
 5024 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 47 ; ИНКОГНИТО ; 250 
 5025 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; ИНКОГНИТО ; 227 
 5026 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; реставрация ; 34 ; Мерен ; 203 
 5027 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; реставрация ; 15 ; Мерен ; 125 
 5028 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; реставрация ; 11 ; Мерен ; 153 
 5029 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; Dell013 ; 225 
 5030 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; uhfvv7 ; 153 
 5031 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Smoki ; 128 
 5032 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; ИНКОГНИТО ; 257 
 5033 ; Лот банкнот Российской Империи: 9 шт. ;  ;  ;  ;  ; 35 ; Краснодар ; 150 
 5034 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; leonardo2010 ; 570 
 5035 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; 1gold ; 444 
 5036 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; Сhatsky ; 763 
 5037 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; giwi ; 447 
 5038 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; ИНКОГНИТО ; 471 
 5039 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 33 ; to-to ; 988 
 3776 ; Лот монет мира: 14шт ;  ;  ; Cu-Ni Al/Br Br ; VF/AU ; 35 ; bobbar ; 81 
 3777 ; Лот монет Израиль (6шт) ;  ;  ; Cu-Ni,Al,ж/м ; VF/XF ; 16 ; bobbar ; 79 
 3778 ; Лот монет Германии: 20шт ;  ;  ; Al/Br ; F-VF/VF ; 32 ; WhiteMouse ; 408 
 3779 ; Лот монет Испании (4шт) ;  ;  ; Cu-Ni,ж/м ; VF/VF+ ; 30 ; dailinet ; 30 
 3780 ; Лот монет Сан-Марино: 17шт ;  ;  ; St Al/Br Al ; AU ; 36 ; nemand ; 1317 
 3781 ; Лот монет Бурундии: 5 франков (6шт) Экзотические птицы ; 2014 ;  ; Al ; XF+/AU ; 38 ; металлург9 ; 310 
 3782 ; Лот монет Эфиопии: 4 шт. ; 1936 ;  ; Br ; F/VF ; 44 ; SpAi ; 303 
 3783 ; Лот монет Филиппины (5шт) ;  ;  ; Cu-Ni,би/м,ж/м ; VF/XF ; 13 ; GAV1970 ; 56 
 3784 ; Лот монет мира: 15шт ;  ;  ; Ag,Cu-Ni,Би/М ; F-VF/XF ; 41 ; БерегСлоновойКости ; 189 
 3785 ; Лот монет ФРГ: 10,5,2,1 пфенниг (4 шт.) ; 1950-1996 ;  ; St/Cu,St/Лат ; VF/XF+ ; 6 ; WhiteMouse ; 21 
 3786 ; Лот иностранных монет (8шт) ;  ;  ; Cu-Ni,Al,ж/м ; VF-/XF ; 28 ; Flagman ; 71 
 3787 ; Лот монет мира: 10 шт. ;  ;  ; Al,Al/Br,Br, ; VF/AU ; 28 ; ВЕПРЬ ; 126 
 3788 ; Лот монет ФРГ: 5 марок (3 шт.) ; 1975-1991 ;  ; Cu-Ni ; VF/XF ; 34 ; cr5046 ; 561 
 3789 ; Лот монет Европы: 1 евроцент (15 шт.) ;  ;  ; St/Cu ; VF+/XF+ ; 10 ; Wvratar ; 41 
 3790 ; Лот монет Румынии: 3 шт. ;  ;  ; Cu-Ni ; F ; 13 ; ТАТ72 ; 102 
 3791 ; Лот монет Швейцарии: 10 раппен (6 шт.) ;  ;  ; Cu-Ni ; VF+/XF ; 9 ; Снежный Барс ; 45 
 3792 ; Лот монет Уругвай (4шт) ; 2012,20144 ;  ; Би/м,ж/м ; AU ; 31 ; Eymund ; 227 
 3793 ; Лот монет Сербии (3шт) ; 2013 ;  ; St/Лат ; AU ; 11 ; krai ; 36 
 3794 ; Лот монет США: 1/4 доллара (3 шт.) ;  ;  ; Cu-Ni ; XF- ; 16 ; von_Schwarz ; 50 
 3795 ; Лот монет США: 1/4 доллара (3 шт.) Национальные парки ;  ;  ; Cu-Ni ; AU ; 47 ; electra ; 224 
 3796 ; Лот монет Греции (4шт): 10,5,2,1 драхма ; 1986,1988,1990,2000 ;  ; Cu/Ni, Cu/Fe ; AU/XF ; 16 ; maorly ; 50 
 3797 ; Лот монет США: 1/4 доллара (3 шт.) Национальные парки ;  ;  ; Cu-Ni ; AU ; 31 ; vanya ; 151 
 3798 ; Лот монет Туркмении (7шт) ; 1993-1999 ;  ; St/Br,St/Ni ; XF-/AU ; 25 ; garrymoore ; 148 
 3799 ; Лот иностранных монет (8шт) ;  ;  ; Cu-Ni,ж/м ; VF/XF ; 12 ; double ; 120 
 3800 ; Лот монет Cеверная Корея (5шт) ; 2002,2008 ;  ; Al ; AU ; 29 ; Rjym gtlfkmysq ; 177 
 3801 ; Лот иностранных монет (8шт) ;  ;  ; Cu-Ni,St,St/Ni ; VF/AU ; 19 ; teso ; 119 
 3802 ; Лот монет Бельгии (5шт) ; 1942-1946 ;  ; Zn ; VF ; 10 ; corsar ; 68 
 3803 ; Лот монет Румынии: 1 лей, 25,15,5 бани (6 шт.) ; 1963-1982 ;  ; Al,St/Ni ; VF/XF ; 17 ; bobbar ; 63 
 3804 ; Лот монет Таиланда (6шт) ;  ;  ; Cu-Ni,ж/м ; VF+/AU ; 13 ; Eymund ; 41 
 3805 ; Лот монет Египта (5шт) ;  ;  ; Би/м,St/Лат,St ; AU ; 34 ; Копеечка ; 102 
 3806 ; Лот монет мира: 17шт ;  ;  ; Cu-Ni Al/Br Al ; VF/VF+ ; 14 ; fandrius ; 51 
