 4808 ; 1 доллар. США. Надорвана, подклеена ; 1923 ;  ;  ;  ; 40 ; Опятор ; 63 
 3153 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 33 ; nikitin782 ; 255 
 3154 ; 1 лев. Болгария. Дружба навеки ; 1981 ;  ; Cu-Ni ; AU ; 64 ; Vahid ; 249 
 3155 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF ; 23 ; garsn ; 843 
 3156 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF- ; 39 ; golg_2M ; 216 
 3157 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 51 ; Germanfox ; 206 
 3158 ; 50 пенсов. Остров Святой Елены. Королевское посещение ; 1984 ;  ; Cu-Ni ; AU ; 40 ; Сакович ; 313 
 3159 ; 5 шиллингов. Джерси. 900 лет завоевания Англии Норманами ; 1966 ;  ; Cu-Ni ; AU ; 40 ; Lena6975 ; 135 
 3160 ; 25 пенсов. Тристан-да-Кунья. Королева-мать ; 1980 ;  ; Cu-Ni ; AU ; 32 ; vc57 ; 197 
 3161 ; 1 рубль. Беларусь. Олимпийские игры. Фристайл ; 2002 ;  ; Cu-Ni ; Proof ; 60 ; десант ; 168 
 3162 ; 10 пенсов. Гернси ; 1985 ;  ; Cu-Ni ; XF ; 30 ; Dander ; 31 
 3163 ; 50 евроцентов. Образец. Болгария ; 2003 ;  ; Латунь ; AU ; 48 ; bondars ; 104 
 3164 ; 50 евроцентов. Образец. Сербия ; 2003 ;  ; Латунь ; AU ; 34 ; lamazo ; 101 
 3165 ; 10 евроцентов. Образец. Андора ; 2003 ;  ; Латунь ; AU ; 20 ; lamazo ; 101 
 3166 ; 2 евроцента. Образец. Сербия ; 2003 ;  ; Cu ; AU ; 51 ; Gell13 ; 53 
 3167 ; 2 евроцента. Образец. Дания ; 2003 ;  ; Cu ; AU ; 55 ; Gell13 ; 61 
 3168 ; 1 цент. США ; 1959D ;  ; Cu-Zn ; VF- ; 5 ; Сакович ; 20 
 3169 ; 50 тенге. Казахстан. Пеликан ; 2010 ;  ; Cu/Ni ; XF- ; 41 ; asparagus ; 77 
 3170 ; 50 тенге. Казахстан. Знак Ордена ; 2010 ;  ; Cu/Ni ; AU ; 9 ; alesel ; 51 
 3171 ; 50 тенге. Казахстан. Луноход-1 ; 2010 ;  ; Cu/Ni ; AU ; 12 ; Brabus ; 85 
 3172 ; 50 тенге. Казахстан. 20 лет (1986-2006) ; 2006 ;  ; Cu/Ni ; AU ; 11 ; vic2 ; 50 
 3173 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF- ; 32 ; vitapool ; 803 
 3174 ; 20 чентезимо. Италия ; 1919R ;  ; Cu-Ni ; F-VF ; 5 ; Юбер ; 46 
 3175 ; 1 пенни. Австралия. Георг V ; 1922 ;  ; Br ; VF- ; 45 ; Sterh ; 48 
 3176 ; 1 пенни. Австралия. Георг VI ; 1943 ;  ; Br ; VF- ; 4 ; Юбер ; 55 
 3177 ; 50 сентаво. Испанские Филиппины. Альфонсо XII ; 1885 ;  ; Ag ; VF+ ; 82 ; basmach ; 561 
 3178 ; 5 центов. Британское Северное Борнео ; 1903 ;  ; Cu-Ni ; VF ; 72 ; vb96 ; 420 
 3179 ; 1 киппинг. Нидерландская Восточная Индия (Сингапур). Петух ; 1247 ;  ; Cu ; F+ ; 44 ; Sterh ; 230 
 3180 ; 1 пе. Камбоджа ; ND (1847) ;  ; Cu ; F ; 29 ; Sterh ; 156 
 3181 ; 1/8 тикаль. Камбоджа ; ND (1847) ;  ; Ag ; F-VF ; 49 ; WikiLeaks ; 316 
 3182 ; 1/2 анны. Индия. Штат Мевар ; 1999 (1942) ;  ; Cu ; F-VF ; 20 ; shest ; 351 
 3183 ; 10 кэш. Британская Индия. Штат Майсор ; 1838 ;  ; Cu ; F+ ; 54 ; Slava O ; 616 
 3184 ; 1 тангка. Тибет ; ND(1912-1922) ;  ; Ag ; VF- ; 50 ; саров ; 507 
 3185 ; 1 сен. Япония. Мейдзин ; 10(1877) ;  ; Cu ; VF- ; 38 ; Igor V ; 126 
 3186 ; 1 рупия. Афганистан. Абдул Рахман ; 1312 ;  ; Ag ; F+ ; 58 ; Dahan ; 308 
 3187 ; 5 пиастров. Египет. Фарух ; 1939 ;  ; Ag ; VF- ; 63 ; ВМШ ; 322 
 3188 ; 2 гирша. Египет (Османская Империя). Абдул Хамид II ; 27/1293 ;  ; Ag ; F-VF ; 29 ; shest ; 206 
 3189 ; 4 пара. Египет (Османская Империя). Абдул Азиз ; 4/1277 ;  ; Br ; VF- ; 66 ; shest ; 363 
 3190 ; 20 пара. Египет (Османская Империя). Абдул Азиз ; 10/1277 ;  ; Br ; F-VF ; 33 ; himik-58 ; 147 
 3191 ; 5 пара. Египет (Османская Империя). Абдул Азиз ; 4/1277 ;  ; Br ; F-VF ; 37 ; Sterh ; 66 
 3192 ; 20 гирш. Египет (Османская Империя). Абдул Хамид II ; 1/1293 ;  ; Ag ; VF- ; 86 ; чуток накину ; 365 
 3193 ; 20 эскудо. Португальская Ангола ; 1971 ;  ; Ni ; AU ; 38 ; vb96 ; 368 
 3194 ; 5 эскудо. Португальское Сан-Томе и Принсипи ; 1951 ;  ; Ag ; VF ; 54 ; чуток накину ; 336 
 3195 ; 50 центов. Канада. Елизавета II ; 1958 ;  ; Ag ; VF+ ; 42 ; дитрих11 ; 278 
 3096 ; 1 лит. Литва. 600-летие Грюнвальдской битвы ; 2010 ;  ; Cu-Ni ; AU ; 8 ; salim ; 42 
 3097 ; 1 лит. Литва. 36-й чемпионат Европы по баскетболу ; 2011 ;  ; Cu-Ni ; AU ; 28 ; ИЮМов1 ; 230 
 3098 ; 1 кырш. Турецкий Египет, Абдул Хамид II (1876-1909) ; 1879 (1293/3 л.х.) ;  ; Ag ; VF ; 75 ; Vasya ; 692 
 3099 ; 5 центов. Белиз ; 1974 ;  ; Ag ; Proof ; 63 ; omahalov ; 773 
 3100 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; AU ; 52 ; 199z ; 450 
 3101 ; 3 пфеннига (дрейлинг). Германия, Росток ; 1761 IHB ;  ; Cu ; F ; 74 ; vvr ; 193 
 3102 ; 1 пфенниг. Германия, Брауншвейг-Вольфенбюттель-Люненбург-Ганновер ; 1781 IWS ;  ; Cu ; F+ ; 30 ; митька ; 149 
 3103 ; 25 пфеннигов. Веймар. Нотгельд города Ахен ; 1920 ;  ; St ; F-VF ; 45 ; М662 ; 153 
 3104 ; 10 пфеннигов. Веймар. Нотгельд. Бонн. Бетховен ; 1920 ;  ; St ; VF- ; 50 ; murew ; 153 
 3105 ; 5 пфеннигов. Веймар. Нотгельд общины Винкель ; 1918 ;  ; St ; VF- ; 34 ; murew ; 152 
 3106 ; 1 пенни. Великобритания, Елизавета II ; 1953 ;  ; Br ; XF ; 80 ; Болгарин ; 189 
 3107 ; 1/2 пенни. Великобритания, Елизавета II ; 1953 ;  ; Br ; XF- ; 39 ; Болгарин ; 173 
 3108 ; 1 пенни. Британская Австралия, Елизавета II ; 1961 ;  ; Br ; VF+ ; 21 ; Юбер ; 62 
 3109 ; 1 цент. Британский Цейлон, Георг V ; 1928 ;  ; Br ; F+ ; 20 ; Юбер ; 124 
 3110 ; 1/2 цента. Британский Цейлон, Георг V ; 1914 ;  ; Br ; VF ; 24 ; Dander ; 139 
 3111 ; 2 цзяо (20 центов). Китай, Республика. Провинция Гуандун ; 1919 ;  ; Ag ; XF+ ; 27 ; Slava O ; 479 
 3112 ; 50 сен. Япония. 12-й год Тайсё ; 1923 ;  ; Ag ; F-VF ; 20 ; vitapool ; 179 
 3113 ; 10 сен. Япония. 2-й год Сёва ; 1927 ;  ; Ni ; VF ; 49 ; Болгарин ; 165 
 3114 ; 5 сен. Япония. 9-й год Тайсё ; 1920 ;  ; Ni ; VF ; 35 ; Болгарин ; 113 
 3115 ; 1 форинт. Венгрия ; 1881 ;  ; Ag ; VF+ ; 133 ; balakmisha ; 729 
 3116 ; 500 марок. Финляндия. XV Олимпиада в Хельсинки ; 1952 ;  ; Ag ; VF-XF ; 136 ; AnvlaSar6216 ; 988 
 3117 ; 20 марок. Финляндия ; 1939 ;  ; Al/Br ; VF+ ; 28 ; golg_2M ; 135 
 3118 ; 25 сентимо. Испания ; 1934 ;  ; Cu-Ni ; VF ; 21 ; E.C. ; 140 
 3119 ; 100 песет. Испания. Кубок по футболу ; 1980 ;  ; Cu-Ni ; XF+ ; 26 ; Sky2 ; 53 
 3120 ; 50 песет. Испания ; 1975 ;  ; Cu-Ni ; XF+ ; 34 ; Dander ; 42 
 3121 ; 50 песет. Испания ; 1957 ;  ; Cu-Ni ; VF+ ; 13 ; дитрих11 ; 12 
 3122 ; 2 кроны. Швеция ; 1968 ;  ; Cu-Ni ; AU ; 12 ; xct ; 32 
 3123 ; 50 марок. Финляндия. 80 лет со дня рождения президента Кекконена ; 1981 ;  ; Ag ; AU ; 14 ; maremark ; 615 
 3124 ; 50 марок. Финляндия. Чемпионат мира по хоккею ; 1982 ;  ; Ag ; AU ; 26 ; serggei ; 521 
 3125 ; 10 грошей. Польша ; 1813IB ;  ; Ag ; F ; 79 ; митька ; 380 
 3126 ; 1 эре. Швеция ; 1706 ;  ; Ag ; F-VF ; 98 ; wolikaz ; 355 
 3127 ; Монета иностранная. Польша, Август III ; 1756 ;  ; Cu ; F ; 5 ; 995953 ; 58 
 3128 ; 3 гроша. Польша ; 1789 ;  ; Cu ; F ; 10 ; митька ; 60 
 3129 ; 1 грош. Польша ; 1767 ;  ; Cu ; F ; 5 ; andrej888 ; 76 
 3130 ; 1 рубль. Белоруссия. Минск ; 2008 ;  ; Cu/Ni ; Proof ; 55 ; luidor-gold ; 260 
 3131 ; 1 рубль. Белоруссия. Корабль "Седов" ; 2008 ;  ; Cu/Ni ; Unc ; 10 ; spstudio ; 262 
 3132 ; 1 рубль. Белоруссия. 65 лет независимости ; 2009 ;  ; Cu/Ni ; Proof ; 46 ; spstudio ; 204 
 3133 ; 50 франков. Франция ; 1976 ;  ; Ag ; AU ; 58 ; maremark ; 2156 
 3134 ; 10 эскудо. Португальский Мозамбик ; 1960 ;  ; Ag ; AU ; 76 ; hugo ; 633 
 3135 ; 1/2 кроны. Остров Мэн ; 2000 ;  ; Cu-Ni ; AU ; 53 ; vc57 ; 263 
 3136 ; 5 пиастров. Турция. 25 год правления. М-14,43г ; 1223лх ;  ; Ag ; F+ ; 85 ; kijoy ; 326 
 3137 ; 100 лева. Болгария ; 1937 ;  ; Ag ; VF-XF ; 68 ; leo1978 ; 477 
 3138 ; 50 стотинок. Болгария ; 1912 ;  ; Ag ; VF+ ; 71 ; stivenson ; 203 
 3139 ; 5 лат. Латвия ; 1931 ;  ; Ag ; VF-XF ; 109 ; garsn ; 925 
 3140 ; 5 злотых. Польша. Легионерский орел ; 1934 ;  ; Ag ; XF- ; 124 ; дитрих11 ; 1227 
 3141 ; 20 рублей. Беларусь. Хоккей ; 2005 ;  ; Ag ; Proof ; 44 ; soouo ; 974 
 3142 ; 10 рублей. Беларусь. Валожинская Иешуа. С сертификатом ; 2010 ;  ; Ag ; Proof ; 13 ; Leonid-82 ; 850 
 3143 ; 10 рублей. Беларусь. Птица года. Обыкновенная пустельга. С сертификатом ; 2010 ;  ; Ag ; Proof ; 53 ; Leonid-82 ; 854 
 3144 ; 1 рубль. Беларусь. Несвиж. Фарный костер ; 2005 ;  ; Cu-Ni ; Proof ; 24 ; AB ; 312 
 3145 ; 1 рубль. Беларусь. 90 лет финансовой системе ; 2008 ;  ; Cu-Ni ; Proof ; 57 ; Brabus ; 235 
 3046 ; 2 сентимос. Уругвай ; 1953 ;  ; Cu-Ni ; VF+ ; 14 ; temichek ; 38 
 3047 ; 2 эре. Норвегия ; 1936 ;  ; Br ; VF- ; 12 ; alex995 ; 19 
 3048 ; 2 эре. Норвегия ; 1947 ;  ; Br ; VF- ; 9 ; alex995 ; 19 
 3049 ; 10 сентимос. Уругвай ; 1960 ;  ; Латунь ; VF+ ; 16 ; badiba-coin ; 33 
 3050 ; 1 эре. Норвегия ; 1942 ;  ; Fe ; VF ; 14 ; MC17 ; 21 
 3051 ; 1 эре. Норвегия ; 1929 ;  ; Br ; VF ; 12 ; alex995 ; 19 
 3052 ; 1 эре. Норвегия ; 1951 ;  ; Br ; VF ; 12 ; alex995 ; 18 
 3053 ; 10 эре. Норвегия ; 1940 ;  ; Cu-Ni ; XF ; 12 ; alex995 ; 19 
 3054 ; 10 эре. Норвегия ; 1951 ;  ; Cu-Ni ; XF ; 16 ; alex995 ; 19 
 3055 ; 1 сентим. Франция ; 1970 ;  ; Хром/St ; AU ; 14 ; flYUGgerr ; 20 
 3056 ; 1 крона. Дания ; 1982 ;  ; Cu-Ni ; XF ; 38 ; Dander ; 37 
 3057 ; 1/2 доллара. США ; 1957 ;  ; Ag ; VF ; 55 ; Сакович ; 286 
 3058 ; 1/2 доллара. США ; 1961 ;  ; Ag ; VF ; 57 ; lamazo ; 286 
 3059 ; 1/4 доллара. США ; 1908 ;  ; Ag ; F-VF ; 57 ; Сакович ; 204 
 3060 ; 1/4 доллара. США ; 1943 ;  ; Ag ; VF ; 59 ; samurai 969 ; 151 
 3061 ; 1/4 доллара. США ; XX в ;  ; Ag ; F-VF ; 44 ; mvn223 ; 216 
 3062 ; 1 дайм. США ; 1940 ;  ; Ag ; VF ; 22 ; lamazo ; 102 
 3063 ; 1 дайм. США ; 1944 ;  ; Ag ; VF ; 19 ; maremark ; 107 
 3064 ; 1 дайм. США ; 1961 ;  ; Ag ; VF-XF ; 12 ; lamazo ; 122 
 3065 ; 3 пенса. Великобритания ; 1914 ;  ; Ag ; VF ; 23 ; Pushan ; 216 
 3066 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF+ ; 32 ; Болгарин ; 211 
 3067 ; 1 крона. Австрия ; 1915 ;  ; Ag ; XF ; 41 ; rahmn ; 260 
 3068 ; 20 динар. Югославия ; 1938 ;  ; Ag ; VF-XF ; 19 ; leo1978 ; 300 
 3069 ; 50 сантммов. Франция ; 1915 ;  ; Ag ; VF-XF ; 33 ; Юбер ; 93 
 3070 ; 10 центов. Канада ; 1967 ;  ; Ag ; XF- ; 20 ; 100924 ; 79 
 3071 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; XF ; 51 ; макс75 ; 201 
 3072 ; 2 лата. Латвия ; 1925 ;  ; Ag ; F-VF ; 34 ; rekaSvir ; 204 
 3073 ; 50 пфеннигов. Веймар ; 1920А ;  ; Al ; VF ; 6 ; esacsa ; 28 
 3074 ; 2 злотых. Польша. Иоанн Павел II ; 2005 ;  ; Al/Br ; AU ; 8 ; aleksey-m2 ; 73 
 3075 ; 2 бу. Япония ; 1837-1854 ;  ; Ag ; VF+ ; 108 ; alex1974 ; 2000 
 3076 ; 1 рубль. Беларусь. Горнолыжный центр "Силичи" ; 2006 ;  ; Cu-Ni ; Proof ; 25 ; десант ; 206 
 3077 ; 1 рубль. Беларусь. Серия "Корабли". Корабль "Седов" ; 2008 ;  ; Cu-Ni ; Proof ; 29 ; wolikaz ; 279 
 3078 ; 1 рубль. Беларусь. Чарняховский ; 2010 ;  ; Cu-Ni ; Proof ; 75 ; Sky2 ; 272 
 3079 ; 1 рубль. Беларусь. Захаров ; 2010 ;  ; Cu-Ni ; Proof ; 55 ; Sky2 ; 272 
 3080 ; 1 рубль. Беларусь. Баграмян ; 2010 ;  ; Cu-Ni ; Proof ; 29 ; Sky2 ; 272 
 3081 ; 1 рубль. Беларусь. Ракасовский ; 2010 ;  ; Cu-Ni ; Proof ; 85 ; Sky2 ; 272 
 3082 ; 1 рубль. Беларусь. Птица года. Пустельга ; 2010 ;  ; Cu-Ni ; Proof ; 16 ; 100924 ; 285 
 3083 ; 1 рубль. Беларусь. Легенда про черепаху ; 2010 ;  ; Cu-Ni ; Proof ; 52 ; десант ; 209 
 3084 ; 1 рубль. Беларусь. Серия "Корабли". Корабль "Cutty Sark" ; 2011 ;  ; Cu-Ni ; Proof ; 46 ; Сухов ; 333 
 3085 ; 1 шиллинг. Великобритания ; 1963 ;  ; Cu/Ni ; VF+ ; 29 ; Pushan ; 36 
 3086 ; 1 пенни. Ирландия ; 1942 ;  ; Br ; VF ; 17 ; temichek ; 33 
 3087 ; 50 эре. Норвегия ; 1927 ;  ; Cu/Ni ; VF ; 21 ; 199z ; 46 
 3088 ; 25 эре. Швеция ; 1918 ;  ; Ag ; VF- ; 33 ; митька ; 71 
 3089 ; 25 эре. Швеция ; 1937 ;  ; Ag ; VF ; 20 ; Dbrnjh ; 72 
 3090 ; 1 крона. Швеция ; 1966 ;  ; Ag ; VF+ ; 18 ; Wolchara ; 82 
 3091 ; 25 центов. Цейлон ; 1943 ;  ; Ni/лат ; VF ; 44 ; WikiLeaks ; 85 
 3092 ; 1 шиллинг. Британская Западная Африка ; 1943 ;  ; Ni/лат ; VF- ; 48 ; Сакович ; 117 
 3093 ; 3 пенса. Южная Африка ; 1949 ;  ; Ag ; VF- ; 31 ; Сакович ; 318 
 3094 ; 25 сентаво. Мексика ; 1950 ;  ; Ag ; VF+ ; 51 ; vitapool ; 126 
 3095 ; 1 лит. Литва. Вильнус - культурная столица Европы ; 2009 ;  ; Cu-Ni ; AU ; 8 ; alskr ; 42 
 2996 ; 5 гривен. Украина. Морская история Украины. Корабль ; 2010 ;  ; Cu-Ni ; AU ; 84 ; AIK60 ; 348 
 2997 ; 1/2 доллара. США ; 1951 ;  ; Ag ; VF+ ; 24 ; lamazo ; 357 
 2998 ; 1/4 доллара. США ; 1914 ;  ; Ag ; F-VF ; 41 ; Сакович ; 450 
 2999 ; 1/4 доллара. США ; 1925 ;  ; Ag ; VF- ; 72 ; kgu ; 304 
 3000 ; 1 дайм. США ; 1940S ;  ; Ag ; AU ; 65 ; turner ; 728 
 3001 ; 1 дайм. США ; 1942 ;  ; Ag ; XF+ ; 33 ; mirumir ; 211 
 3002 ; 1 дайм. США ; 1942 ;  ; Ag ; AU ; 47 ; maremark ; 524 
 3003 ; 1 дайм. США ; 1944 ;  ; Ag ; AU ; 26 ; hugo ; 376 
 3004 ; 5 центов. США ; 1942P ;  ; Cu-Ag-Марганец ; XF ; 28 ; Sky2 ; 151 
 3005 ; 5 центов. США ; 1943P ;  ; Cu-Ag-Марганец ; XF ; 24 ; Сакович ; 211 
 3006 ; 5 центов. США ; 1943S ;  ; Cu-Ag-Марганец ; AU ; 15 ; Sky2 ; 188 
 3007 ; 5 центов. США ; 1944D ;  ; Cu-Ag-Марганец ; AU ; 35 ; Sky2 ; 201 
 3008 ; 5 центов. США ; 1945P ;  ; Cu-Ag-Марганец ; AU ; 67 ; Sky2 ; 272 
 3009 ; 5 центов. США ; 1883 ;  ; Cu-Ni ; VF+ ; 100 ; Vahid ; 452 
 3010 ; 6 пенсов. ЮАР ; 1896 ;  ; Ag ; VF+ ; 10 ; гарик ; 308 
 3011 ; 2 лата. Латвия ; 1925 ;  ; Ag ; VF-XF ; 43 ; Germanfox ; 245 
 3012 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF+ ; 19 ; vitapool ; 165 
 3013 ; 1 франгар. Албания ; 1937R ;  ; Ag ; VF-XF ; 51 ; Sky2 ; 543 
 3014 ; 5 лек. Албания ; 1939R ;  ; Ag ; XF+ ; 82 ; galaktika ; 951 
 3015 ; 100 крон. Чехославакия ; 1949 ;  ; Ag ; VF-XF ; 69 ; Sky2 ; 861 
 3016 ; 50 крон. Чехославакия ; 1949 ;  ; Ag ; XF+ ; 61 ; Sky2 ; 713 
 3017 ; 5 центов. США ; 1883 ;  ; Cu-Ni ; VF-XF ; 42 ; kont ; 687 
 3018 ; 500 лей. Румыния. Михай I ; 1945 ;  ; Латунь ; XF+ ; 44 ; Lena6975 ; 246 
 3019 ; 10 рублей. Беларусь. Иудаизм. Воложинская иешива ; 2010 ;  ; Ag ; Proof ; 40 ; kgu ; 750 
 3020 ; 5 фунтов. Великобритания. 90 лет Королеве-Матери ; 1990 ;  ; Cu-Ni ; AU ; 41 ; kgu ; 443 
 3021 ; 5 фунтов. Великобритания. В памят Дианы принцессы Уэльской ; 1997 ;  ; Cu-Ni ; AU ; 27 ; vol ; 503 
 3022 ; 1 рубль. Беларусь. Теннис ; 2005 ;  ; Cu-Ni ; Proof ; 35 ; десант ; 228 
 3023 ; 1 рубль. Беларусь. Свадьба ; 2006 ;  ; Cu-Ni ; Proof ; 28 ; десант ; 209 
 3024 ; 1 рубль. Беларусь. Знаки зодиака. Водолей ; 2009 ;  ; Cu-Ni ; Proof ; 87 ; Brabus ; 245 
 3025 ; 1 рубль. Беларусь. Знаки зодиака. Рыбы ; 2009 ;  ; Cu-Ni ; Proof ; 28 ; SEVER-14 ; 271 
 3026 ; 1 рубль. Беларусь. Знаки зодиака. Овен ; 2009 ;  ; Cu-Ni ; Proof ; 65 ; Павлов75 ; 377 
 3027 ; 1 рубль. Беларусь. Знаки зодиака. Телец ; 2009 ;  ; Cu-Ni ; Proof ; 28 ; Brabus ; 266 
 3028 ; 1 рубль. Беларусь. Знаки зодиака. Близнецы ; 2009 ;  ; Cu-Ni ; Proof ; 56 ; SEVER-14 ; 301 
 3029 ; 1 рубль. Беларусь. Знаки зодиака. Дева ; 2009 ;  ; Cu-Ni ; Proof ; 44 ; Sky2 ; 356 
 3030 ; 1 рубль. Беларусь. Знаки зодиака. Скорпион ; 2009 ;  ; Cu-Ni ; Proof ; 36 ; zhivoy68 ; 359 
 3031 ; 1 рубль. Беларусь. 600 лет заповедному режиму Беловежской пущи ; 2009 ;  ; Cu-Ni ; Proof ; 26 ; luidor-gold ; 237 
 3032 ; 1 рубль. Беларусь.  Соломоплетение ; 2009 ;  ; Cu-Ni ; Proof ; 20 ; десант ; 208 
 3033 ; 1 рубль. Беларусь. Легенда о жаворонке ; 2009 ;  ; Cu-Ni ; Proof ; 21 ; десант ; 199 
 3034 ; 1 рубль. Беларусь. Крещение ; 2009 ;  ; Cu-Ni ; Proof ; 27 ; десант ; 204 
 3035 ; 1 рубль. Беларусь. Совершеннолетие ; 2010 ;  ; Cu-Ni ; Proof ; 44 ; RuByLa ; 255 
 3036 ; 1 рубль. Беларусь. 10 лет ЕврАзЭС ; 2010 ;  ; Cu-Ni ; Proof ; 19 ; kgu ; 204 
 3037 ; 1 рубль. Беларусь. Обыкновенная пустельга ; 2010 ;  ; Cu-Ni ; Proof ; 43 ; wolikaz ; 272 
 3038 ; 1 рубль. Беларусь. Корабль. Катти Сарк ; 2011 ;  ; Cu-Ni ; Proof ; 43 ; wolikaz ; 315 
 3039 ; 1 рубль. Беларусь. Международный фестиваль искусств. Славянский базар в Витебске ; 2011 ;  ; Cu-Ni ; Proof ; 42 ; salim ; 255 
 3040 ; 500 лей. Румыния. Михай I ; 1945 ;  ; Латунь ; XF+ ; 66 ; av ; 313 
 3041 ; 20 сентавос. Португалия ; 1942 ;  ; Br ; VF+ ; 27 ; ВМШ ; 131 
 3042 ; 10 сентавос. Португалия ; 1950 ;  ; Br ; VF- ; 26 ; Dbrnjh ; 32 
 3043 ; 50 сентимес. Бельгия ; 1923 ;  ; Cu-Ni ; VF+ ; 11 ; Болгарин ; 31 
 3044 ; 50 сентимес. Бельгия ; 1923 ;  ; Cu-Ni ; VF+ ; 5 ; опричник ; 26 
 3045 ; 50 сентимес. Бельгия ; 1932 ;  ; Cu-Ni ; VF+ ; 18 ; опричник ; 26 
 2946 ; 100 злотых. Польша. Памятник польским женщинам ; 1985 ;  ; Cu-Ni ; XF+ ; 6 ; aleksey-m2 ; 51 
 2947 ; 100 злотых. Польша. Пшемыслав II ; 1985 ;  ; Cu-Ni ; XF+ ; 17 ; aleksey-m2 ; 110 
 2948 ; 100 злотых. Польша. Казимир III Великий ; 1987 ;  ; Cu-Ni ; AU ; 16 ; aleksey-m2 ; 51 
 2949 ; 100 злотых. Польша. 70 лет со дня Великопольского восстания ; 1988 ;  ; Cu-Ni ; AU ; 14 ; AIK60 ; 143 
 2950 ; 50 злотых. Польша. Казимир I ; 1980 ;  ; Cu-Ni ; XF- ; 14 ; aleksey-m2 ; 110 
 2951 ; 50 злотых. Польша. Всемирный день еды ; 1981 ;  ; Cu-Ni ; AU ; 7 ; aleksey-m2 ; 51 
 2952 ; 20 злотых. Польша. Международный женский год ; 1975 ;  ; Cu-Ni ; XF- ; 7 ; aleksey-m2 ; 51 
 2953 ; 20 злотых. Польша. Новотко ; 1976 ;  ; Cu-Ni ; XF ; 23 ; aleksey-m2 ; 51 
 2954 ; 20 злотых. Польша. 50 лет корабляю "Дары Поморья" ; 1980 ;  ; Cu-Ni ; AU ; 7 ; ANDREYMAG ; 147 
 2955 ; 20 злотых. Польша. XXII Олимпида ; 1980 ;  ; Cu-Ni ; AU ; 15 ; aleksey-m2 ; 77 
 2956 ; 10 злотых. Польша. Адам Мицкевич ; 1975 ;  ; Cu-Ni ; VF-XF ; 17 ; aleksey-m2 ; 51 
 2957 ; 10 злотых. Польша. Болеслав Прус ; 1975 ;  ; Cu-Ni ; VF+ ; 22 ; aleksey-m2 ; 51 
 2958 ; 1 гульден. Нидерландская Индия ; 1840 ;  ; Ag ; VF ; 74 ; kuauatemok ; 2267 
 2959 ; 9 пиастров. Кипр, Георг VI ; 1940 ;  ; Ag ; VF ; 54 ; гарик ; 1230 
 2960 ; 3 пенса. Великобритания, Георг V ; 1915 ;  ; Ag ; VF+ ; 85 ; Pushan ; 129 
 2961 ; 5 центов. Восточная Африка ; 1964 ;  ; Br ; AU ; 70 ; temichek ; 119 
 2962 ; 1 пенни. Великобритания, Елизавета II ; 1967 ;  ; Br ; XF ; 29 ; alskr ; 28 
 2963 ; 2 шиллинга (25 центов). Родезия, Елизавета II ; 1964 ;  ; Cu/Ni ; VF- ; 48 ; Leon17 ; 187 
 2964 ; 50 пенсов. Гибралтар, Елизавета II ; 1988 ;  ; Cu/Ni ; XF+ ; 15 ; temichek ; 159 
 2965 ; 20 пенсов. Остров Мен, Елизавета II ; 2009 ;  ; Cu/Ni ; AU ; 49 ; andrej888 ; 89 
 2966 ; 5 пенсов. Остров Мен, Елизавета II ; 1994 ;  ; Cu/Ni ; AU ; 31 ; vc57 ; 90 
 2967 ; 1 рупия. Сейшельские о-ва, Елизавета II ; 1954 ;  ; Cu/Ni ; AU ; 30 ; Сакович ; 273 
 2968 ; 50 центов. Бермуды, Елизавета II ; 1970 ;  ; Cu/Ni ; XF ; 50 ; Сакович ; 487 
 2969 ; 50 центов. Бермуды, Елизавета II. Другой тип ; 1986 ;  ; Cu/Ni ; XF+ ; 68 ; vengriya ; 661 
 2970 ; 50 пенсов. Гернси, Елизавета II ; 2006 ;  ; Cu/Ni ; AU ; 30 ; Юбер ; 47 
 2971 ; 1 шиллинг. Восточная Африка, Георг VI ; 1949 ;  ; Cu/Ni ; VF ; 37 ; Сакович ; 146 
 2972 ; 1/2 рупии. Индия, Георг VI ; 1946 ;  ; Ni ; VF ; 62 ; Slava O ; 265 
 2973 ; 2 кэш. Китай (Министерство Финансов) ; 1906 ;  ; Cu ; VF- ; 43 ; shest ; 490 
 2974 ; 10 кэш. Китай Респуьлика ; ND(1912) ;  ; Cu ; F-VF ; 18 ; Юбер ; 153 
 2975 ; 2 хеллера. Австрия ; 1897 ;  ; Br ; VF- ; 20 ; Igor V ; 24 
 2976 ; Мангир. Крым ; XVIII в ;  ; Cu ; F-VF ; 34 ; макс75 ; 306 
 2977 ; 2 сена. Япония ; 1877 ;  ; Br ; VF+ ; 39 ; maxell ; 340 
 2978 ; 1 пиастр. Французский Индо-Китай ; 1907 ;  ; Ag ; VF+ ; 79 ; vengriya ; 1700 
