 5594 ; Почтовая карточка Каунас ; 1927 ;  ;  ;  ; 12 ; to-to ; 124 
 4131 ; Набор монет Швейцарии: 5, 10, 20 раппен, 1/2, 1, 2, 5, 10 франков. В пластиковой упаковке ; 2009 ;  ; Cu-Ni,Cu-Al-Ni ; Unc/Proof ; 38 ; Flagman ; 1501 
 4132 ; Набор евро монет Бельгии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт)+ жетон Ag 925 D-38.5mm. Буклет.  ; 1999-2000 ;  ; Cu/St/Би/мЛат/Ag ; AU/Proof ; 49 ; se170661 ; 765 
 4133 ; Набор евро монет Австрии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт)+ жетон  925 D-38.5mm. Буклет.  ; 2002 ;  ; Cu/StБи/мЛат/Ag ; AU/Proof ; 8 ; Жигурда ; 410 
 4134 ; Набор евро монет Германии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт)+ жетон Ag 925 D-38.5mm. Буклет.  ; 2002 ;  ; Cu/St/Би/мЛат/Ag ; AU/Proof ; 14 ; Жигурда ; 509 
 4135 ; Набор монет ФРГ: 1, 2, 5,10, 50 пфенниг, 1, 2, 5 марок (10шт). Упаковка ; 2001A ;  ; Cu-NiSt/ЛатSt/B ; Unc ; 23 ; dizdigator ; 565 
 4136 ; Набор монет ФРГ: 1, 2, 5,10, 50 пфенниг, 1, 2, 5 марок (10шт). Упаковка ; 2000A ;  ; Cu-NiSt/ЛатSt/B ; Unc ; 20 ; Holder31 ; 556 
 4137 ; Набор монет ФРГ: 1, 2, 5,10, 50 пфенниг, 1, 2, 5 марок (10шт). Упаковка ; 1999А ;  ; Cu-NiSt/ЛатSt/B ; Unc ; 29 ; ВМШ ; 909 
 4138 ; Набор монет ФРГ: 1, 2, 5,10, 50 пфенниг, 1, 2, 5 марок (10шт). Упаковка ; 1998А ;  ; Cu-NiSt/ЛатSt/B ; Unc ; 25 ; tpls ; 918 
 4139 ; 5 евро. Финляндия. Председательство Финляндии в ЕС. Буклет ; 2006 ;  ; Би/м ; AU ; 66 ; serg901 ; 879 
 4140 ; Набор монет Мальдивских островов (6шт) ;  ;  ; ж/м,б/м ; XF+ ; 17 ; юрий73 ; 144 
 4141 ; Набор монет Турции (27шт) ;  ;  ; ж/м,б/м ; F-/AU ; 19 ; se170661 ; 106 
 4142 ; Набор монет ОАЭ (10шт) ;  ;  ; ж/м,б/м ; XF/AU ; 11 ; viv007 ; 57 
 4143 ; 1 доллар. Ниуэ. Ласточкино гнездо. Крым. Буклет ; 2012 ;  ; Ag ; Proof ; 59 ; DeusEx ; 2914 
 4144 ; Набор монет Финляндии 5шт). Буклет ; 1992 ;  ; б/м,жм ; AU ; 29 ; нехочуха ; 238 
 4145 ; Лот евромонет Сан-Марино (5шт): 1 евро ; 2013 ;  ; би/м ; AU ; 16 ; Матроскин ; 353 
 4146 ; Набор монет Финляндии (6шт + жетон). Упаковка, сертификат ; 1990 ;  ; б/м,жм ; AU ; 24 ; tpls ; 692 
 4147 ; Лот иностранных монет (60шт) ;  ;  ; Cu-NiBrZnAl,ж/м ; F/XF ; 20 ; Пуккынсон-3 ; 320 
 4148 ; Лот иностранных монет (60шт) ;  ;  ; Cu-NiBrZnAl,ж/м ; F-/XF ; 8 ; viv007 ; 247 
 4149 ; Лот иностранных монет (60шт) ;  ;  ; Cu-NiBrNiAl,ж/м ; F/XF ; 14 ; Вадим Скифский ; 270 
 4150 ; Лот иностранных монет (60шт) ;  ;  ; Cu-NiBrZnAl,ж/м ; F/XF ; 27 ; MAPKu3 ; 324 
 4151 ; Лот монет Бразилии (6шт) ;  ;  ; St ; XF+ ; 22 ; t_v_v ; 53 
 4152 ; Лот монет США (3шт): 1 доллар ; 2008-2009 ;  ; Cu-St ; AU ; 19 ; trio ; 317 
 4153 ; Лот монет иностранных (3шт) ;  ;  ; ж/м ; AU ; 10 ; cr2952 ; 147 
 4154 ; Лот монет Украины (2шт): 1 гривна ; 2012-2015 ;  ; ж/м ; XF+ ; 4 ; prius ; 44 
 4155 ; Лот монет США (3шт): 1/4 доллара ; 2000 ;  ; Cu-Ni ; AU ; 28 ; loguten ; 88 
 4156 ; Лот монет Франции, Нидерланды, Веймар (3шт) ; 1924,1943,1950 ;  ; Al/Br,Zn ; VF/VF+ ; 37 ; rik ; 53 
 4157 ; Лот монет США (3шт): 1 доллар ; 2008 ;  ; Cu-St ; AU ; 33 ; trio ; 311 
 4158 ; Лот монет США (3шт): 1/4 доллара ; 2000 ;  ; Cu-Ni ; AU ; 23 ; ialaiola ; 94 
 4159 ; Лот монет США (3шт): 1/4 доллара ; 1999 ;  ; Cu-Ni ; AU ; 11 ; Boxing ; 92 
 4160 ; Лот монет США (3шт): 1/4 доллара ; 2009 ;  ; Cu-Ni ; XF ; 15 ; ialaiola ; 82 
 4161 ; Лот монет США (3шт): 1 доллар ; 2008-2011 ;  ; Cu-St ; AU ; 28 ; Матроскин ; 258 
 4162 ; Лот монет США: 1 цент (20шт) ;  ;  ; Br ; F-/VF ; 27 ; bubel ; 227 
 4163 ; Набор монет Финляндии (4шт). Буклет ; 1991 ;  ; б/м,жм ; AU ; 13 ; Звездолёты ; 134 
 4164 ; Лот монет Узбекистана: 1 сом (23шт) ; 2008 ;  ; Cu-Ni ; XF ; 14 ; Maxnum ; 39 
 4165 ; Лот евромонет Сан-Марино (5шт): 2 евро ; 2016 ;  ; би/м ; AU ; 13 ; Матроскин ; 722 
 4166 ; Лот монет Монголии: 6шт ;  ;  ; Al,Cu-Ni ; VF ; 36 ; El dinero ; 161 
 4167 ; Лот монет Мексики: 5шт ; 1927-1974 ;  ; Cu-Ni,Br ; F-/XF+ ; 21 ; first ; 79 
 4168 ; Лот монет США: 5шт ; 1926-1993 ;  ; Cu-Ni,Br ; F/VF ; 14 ; Масясик ; 318 
 4169 ; Лот монет Испании: 4шт ;  ;  ; Лат ; AU ; 40 ; v_bond ; 73 
 4170 ; Лот монет Великобритании: 9шт ;  ;  ; Br,Cu-Ni ; VF/XF ; 14 ; baik25 ; 92 
 4171 ; Лот монет Узбекистана: 3 сом (33шт) ; 2008 ;  ; Cu-Ni ; XF ; 13 ; Maxnum ; 81 
 4172 ; Лот монет мира: 5шт ; 1837-1965 ;  ; Cu-Ni,Br,Zn ; F/VF ; 31 ; Markgraf ; 257 
 4173 ; Лот монет Индии: 11шт ;  ;  ; St ; XF ; 12 ; t_v_v ; 45 
 4174 ; Лот монет островов Кука: 2шт ; 2010 ;  ; Br ; AU ; 35 ; teso ; 363 
 4175 ; Лот монет острова Гоф: 2шт ; 2009 ;  ; Br ; AU ; 55 ; teso ; 198 
 4176 ; Лот монет Португалии: 10шт ;  ;  ; Би/м,Cu-Ni ; VF/XF+ ; 17 ; Markgraf ; 73 
 4077 ; 20 тетри. Грузия ; 1993 ;  ; St ; XF ; 5 ; DJPurplexion ; 20 
 4078 ; 2 эре. Дания ; 1928 ;  ; Br ; VF ; 4 ; 54заза ; 21 
 4079 ; 2 эре. Дания ; 1939 ;  ; Br ; VF+ ; 6 ; SER 888 ; 21 
 4080 ; 1 эре. Дания ; 1935 ;  ; Br ; VF+ ; 6 ; SER 888 ; 21 
 4081 ; 50 сентаво. Мексика ; 2005 ;  ; Ж/м ; VF ; 13 ; страус ; 30 
 4082 ; 25 пиастров. Египет ;  ;  ; Cu-Ni ; VF+ ; 5 ; vel2010 ; 30 
 4083 ; 1 сент. Нидерланды ; 1942 ;  ; Zn ; VF- ; 8 ; rik ; 31 
 4084 ; 1 цент. Мальта ; 1972 ;  ; Br ; XF ; 9 ; alehandr ; 31 
 4085 ; 10 сентимес. Франция ; 1902 ;  ; Br ; VF+ ; 5 ; 54заза ; 26 
 4086 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; VF ; 5 ; 54заза ; 22 
 4087 ; 50 тенге. Казахстан ; 2012 ;  ; Cu-Ni ; AU ; 16 ; Foxes ; 55 
 4088 ; 50 тенге. Казахстан ; 2012 ;  ; Cu-Ni ; AU ; 9 ; 54заза ; 54 
 4089 ; 50 тенге. Казахстан ; 2014 ;  ; Cu-Ni ; AU ; 12 ; SER 888 ; 62 
 4090 ; 50 тенге. Казахстан ; 2015 ;  ; Cu-Ni ; AU ; 11 ; alex241 ; 62 
 4091 ; 100 тенге. Казахстан ; 2016 ;  ; Cu-Ni ; AU ; 9 ; Foxes ; 67 
 4092 ; 100 тенге. Казахстан ; 2016 ;  ; Cu-Ni ; AU ; 10 ; alex241 ; 82 
 4093 ; 1 доллар. США ; 1979D ;  ; Cu-Ni ; AU ; 10 ; Спец ; 120 
 4094 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; XF ; 9 ; nikolaev ; 60 
 4095 ; 1/2 доллара. США. 200 лет независимости ; 1976D ;  ; Cu-Ni ; XF ; 25 ; Valera G ; 133 
 4096 ; 1/4 доллара. США ; 2001P ;  ; Cu-Ni ; XF+ ; 21 ; Regent21v ; 36 
 4097 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 20 ; u10257 ; 67 
 4098 ; 50 тенге. Казахстан ; 2000 ;  ; Cu-Ni ; XF ; 9 ; А.А.Д ; 21 
 4099 ; 10 грошен. Австрия ; 1928 ;  ; Cu-Ni ; VF ; 13 ; магаз ; 28 
 4100 ; 10 грошен. Австрия ; 1925 ;  ; Cu-Ni ; VF ; 11 ; магаз ; 22 
 4101 ; 20 филлер. Венгрия ; 1893 ;  ; Ni ; F-VF ; 11 ; nikolaev ; 30 
 4102 ; 10 филлер. Венгрия ; 1894 ;  ; Ni ; VF ; 11 ; nikolaev ; 30 
 4103 ; 10 филлер. Венгрия ; 1924 ;  ; Cu-Ni ; VF ; 13 ; магаз ; 28 
 4104 ; 2 филлер. Венгрия ; 1926 ;  ; Br ; VF ; 9 ; Oleg73 ; 30 
 4105 ; 2 филлер. Венгрия ; 1904 ;  ; Br ; VF ; 26 ; Flagman ; 189 
 4106 ; 2 филлер. Венгрия ; 1915 ;  ; Br ; VF ; 14 ; qver ; 66 
 4107 ; 2 филлер. Венгрия ; 1929 ;  ; Br ; VF ; 9 ; nikolaev ; 40 
 4108 ; 2 филлер. Венгрия ; 1905 ;  ; Br ; VF ; 10 ; nikolaev ; 45 
 4109 ; 2 филлер. Венгрия ; 1901 ;  ; Br ; VF ; 7 ; магаз ; 22 
 4110 ; 10 филлер. Венгрия ; 1909 ;  ; Ni ; VF ; 14 ; nikolaev ; 40 
 4111 ; 20 геллеров. Австрия ; 1894 ;  ; Ni ; VF ; 16 ; nikolaev ; 40 
 4112 ; 10 геллеров. Австрия ; 1893 ;  ; Ni ; VF+ ; 12 ; nikolaev ; 40 
 4113 ; 10 геллеров. Австрия ; 1894 ;  ; Ni ; VF+ ; 9 ; nikolaev ; 40 
 4114 ; 10 геллеров. Австрия ; 1895 ;  ; Ni ; VF+ ; 19 ; nikolaev ; 40 
 4115 ; 20 грошей. Польша ; 1923 ;  ; Ni ; VF+ ; 5 ; loguten ; 34 
 4116 ; 10 грошей. Польша ; 1923 ;  ; Ni ; VF+ ; 10 ; SER 888 ; 20 
 4117 ; 20 сантими. Латвия ; 1922 ;  ; Ni ; VF+ ; 24 ; lva08 ; 77 
 4118 ; 10 сантими. Латвия ; 1922 ;  ; Ni ; VF+ ; 14 ; lva08 ; 55 
 4119 ; 2 сантими. Латвия ; 1932 ;  ; Br ; VF ; 16 ; sibirian ; 79 
 4120 ; 2 сантими. Латвия ; 1922 ;  ; Br ; VF ; 14 ; sibirian ; 76 
 4121 ; 20 хеллеров. Чехословакия ; 1928 ;  ; Cu-Ni ; VF ; 6 ; S5S1 ; 31 
 4122 ; 5 сентимес. Бельгия ; 1862 ;  ; Cu-Ni ; VF ; 11 ; v132132 ; 50 
 4123 ; 1 пайс. Индия ; 1953 ;  ; Br ; XF ; 22 ; зоопарк ёжиков ; 57 
 4124 ; 500 лир. Италия. Олимпийские игры. Упаковка ; 1988 ;  ; Ag ; Unc ; 18 ; hugo ; 805 
 4125 ; 2 евро. Греция. Олимпийские игры. Буклет ; 2004 ;  ; Би/м ; AU ; 22 ; Serg7921 ; 432 
 4126 ; Набор монет Японии: 500,100,50,10,5,1 йена (6шт)+ жетон. В пластиковой упаковке ; 2009 ;  ; Ni/ЛатCu-NiBrAl ; Unc ; 56 ; Dinar02 ; 695 
 4027 ; 5 гривен. Украина. Геодезическая дуга ; 2016 ;  ; Cu-Ni ; AU ; 13 ; 54заза ; 189 
 4028 ; 5 гривен. Украина. 150 лет Национальной парламентской библиотеке ; 2016 ;  ; Cu-Ni ; AU ; 9 ; Хромосян ; 252 
 4029 ; 5 гривен. Украина. 260 лет Киевскому военному госпиталю ; 2015 ;  ; Cu-Ni ; AU ; 7 ; пара ; 161 
 4030 ; 5 гривен. Украина. Щедрик ; 2016 ;  ; Cu-Ni ; AU ; 7 ; v_bond ; 203 
 4031 ; 5 гривен. Украина. Киевский фуникулер ; 2015 ;  ; Cu-Ni ; AU ; 14 ; Valera G ; 203 
 4032 ; 5 гривен. Украина. 500 лет казацким поселениям ; 2005 ;  ; Cu-Ni ; AU ; 24 ; кс ; 295 
 4033 ; 5 гривен. Украина. День Св. Николая ; 2016 ;  ; Cu-Ni ; AU ; 9 ; baik25 ; 215 
 4034 ; 5 гривен. Украина. Конный трамвай ; 2016 ;  ; Cu-Ni ; AU ; 20 ; Парарам ; 202 
 4035 ; 5 гривен. Украина. Сороченская ярмарка ; 2005 ;  ; Cu-Ni ; XF+ ; 10 ; Sky2 ; 283 
 4036 ; 5 гривен. Украина. Древний Дрогобич ; 2016 ;  ; Cu-Ni ; AU ; 18 ; Vol4en0k ; 255 
 4037 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu-Ni ; AU ; 12 ; Valera G ; 202 
 4038 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu-Ni ; AU ; 13 ; Sky2 ; 283 
 4039 ; 5 гривен. Украина. 70 лет Корсунь-Шевченская операция ; 2014 ;  ; Cu-Ni ; AU ; 11 ; 54заза ; 192 
 4040 ; 2 гривны. Украина. Киевский зоопарк ; 2008 ;  ; Cu-Ni ; AU ; 14 ; Valera G ; 220 
 4041 ; 2 гривны. Украина. Харьковский зоопарк ; 2015 ;  ; Cu-Ni ; AU ; 16 ; Valera G ; 220 
 4042 ; 2 гривны. Украина. Спортивное ориентирование ; 2007 ;  ; Cu-Ni ; AU ; 13 ; кс ; 267 
 4043 ; 2 гривны. Украина. 200 лет ЛТЭК ; 2016 ;  ; Cu-Ni ; AU ; 17 ; Vol4en0k ; 507 
 4044 ; 2 гривны. Украина. 50 лет ТНЭУ ; 2016 ;  ; Cu-Ni ; AU ; 17 ; v_bond ; 138 
 4045 ; 2 гривны. Украина. Владимир Сергеев ; 2014 ;  ; Cu-Ni ; AU ; 18 ; Sky2 ; 171 
 4046 ; 2 гривны. Украина. Михаил Грушевский ; 2016 ;  ; Cu-Ni ; AU ; 15 ; jj ; 352 
 4047 ; 2 гривны. Украина. Олена Телига ; 2007 ;  ; Cu-Ni ; AU ; 17 ; Парарам ; 132 
 4048 ; 2 гривны. Украина. 80 лет провозглашения независимости УНР ; 1998 ;  ; Cu-Ni ; XF ; 22 ; Emv ; 188 
 4049 ; 5 гривен. Украина. Успенский собор Киево-Печерской лавры ; 1998 ;  ; Cu-Ni ; XF+ ; 14 ; Valera G ; 233 
 4050 ; 5 гривен. Украина. 988 лет крещения Киевской Руси ; 2008 ;  ; Cu-Ni ; XF+ ; 13 ; alex241 ; 341 
 4051 ; 5 гривен. Украина.  10 лет Антарктической станции Академик Вернадский ; 2006 ;  ; Cu-Ni ; XF+ ; 14 ; нехочуха ; 203 
 4052 ; 200 марок. Веймар ; 1923D ;  ; Al ; VF ; 9 ; пара ; 22 
 4053 ; 200 марок. Веймар ; 1923J ;  ; Al ; VF+ ; 22 ; first ; 50 
 4054 ; 50 пфенниг. Веймар ; 1920A ;  ; Al ; VF+ ; 10 ; пара ; 20 
 4055 ; 50 пфенниг. Веймар ; 1921J ;  ; Al ; VF+ ; 14 ; flutter ; 30 
 4056 ; 50 пфенниг. Веймар ; 1922G ;  ; Al ; VF+ ; 8 ; пара ; 21 
 4057 ; 10 пфенниг. Германия ; 1875A ;  ; Cu-Ni ; VF- ; 11 ; пара ; 27 
 4058 ; 10 пфенниг. Германия ; 1941D ;  ; Zn ; F+ ; 27 ; benosa ; 155 
 4059 ; 1 пфенниг. Германия ; 1942A ;  ; Zn ; F ; 15 ; benosa ; 43 
 4060 ; 10 пфенниг. Германия ; 1921 ;  ; Zn ; F ; 11 ; пара ; 21 
 4061 ; 100 лир. Турция ; 1988 ;  ; Cu-Ni ; VF+ ; 5 ; prostor.71 ; 15 
 4062 ; 100 бин лир. Турция ; 2003 ;  ; Cu-Ni ; XF ; 9 ; kvl9293 ; 33 
 4063 ; 10 бин лир. Турция ; 1994 ;  ; Cu-Ni ; XF ; 7 ; kvl9293 ; 33 
 4064 ; 2 1/2  лира. Турция ; 1977 ;  ; St ; XF ; 17 ; chief com ; 102 
 4065 ; 25 курушей. Турция ; 2005 ;  ; Cu-Ni ; XF ; 8 ; teso ; 20 
 4066 ; 1 пенни. Фолклендские острова ; 2011 ;  ; St/Br ; AU ; 17 ; kuzun ; 159 
 4067 ; 1 пенни. Остров Мэн ; 2008 ;  ; St/Br ; AU ; 13 ; Lena6975 ; 37 
 4068 ; 2 пенса. Остров Мэн ; 2008 ;  ; St/Br ; XF+ ; 13 ; Lena6975 ; 37 
 4069 ; 20 раппен. Швейцария ; 1985 ;  ; Cu-Ni ; VF+ ; 7 ; СВТ69 ; 30 
 4070 ; 1 новая лира. Турция ; 2005 ;  ; Би/м ; XF ; 9 ; 54заза ; 21 
 4071 ; 1 сенити. Тонга ; 2005 ;  ; St/Br ; XF- ; 15 ; 312 ; 36 
 4072 ; 5 тхебе. Ботсвана ; 1976 ;  ; Br ; VF ; 11 ; птичка16 ; 100 
 4073 ; 20 теннеси. Туркменистан ; 1993 ;  ; St/Ni ; XF ; 12 ; HARDCOROV ; 55 
 4074 ; 1 цент. Южная Африка ; 1978 ;  ; Br ; XF ; 7 ; птичка16 ; 100 
 4075 ; 1 цент. Южная Африка ; 1996 ;  ; Br ; XF ; 7 ; птичка16 ; 100 
 4076 ; 5 лей. Румыния ; 1942 ;  ; Zn ; VF- ; 15 ; orex ; 31 
 3977 ; 1 пфенниг. Германия ; 1917 ;  ; Al ; VF+ ; 12 ; Mike! ; 55 
 3978 ; 1 пфенниг. Германия ; 1917 ;  ; Al ; XF ; 10 ; zoom30 ; 114 
 3979 ; 50 пфеннигов. Веймар ; 1920 ;  ; Al ; XF ; 10 ; flutter ; 34 
 3980 ; 3 марки. Веймар ; 1922A ;  ; Al ; XF ; 19 ; Numismatist ; 120 
 3981 ; 3 марки. Веймар ; 1922A ;  ; Al ; XF ; 10 ; graff36alex ; 89 
 3982 ; 10 пайс. Индия ; 1974 ;  ; Al ; VF+ ; 23 ; Banderas ; 120 
 3983 ; 200 марок. Веймар ; 1923A ;  ; Al ; VF ; 15 ; Mike! ; 55 
 3984 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF ; 7 ; Mike! ; 57 
 3985 ; 10 киндарка. Албания ; 1964 ;  ; Al ; AU ; 18 ; Mike! ; 78 
 3986 ; 5 франков. Бельгия ; 1941 ;  ; Zn ; F+ ; 33 ; Mike! ; 41 
 3987 ; 5 франков. Бельгия ; 1941 ;  ; Zn ; F+ ; 19 ; Mike! ; 47 
 3988 ; 25 сантимов. Бельгия ; 1915 ;  ; Zn ; VF- ; 15 ; Awesome ; 90 
 3989 ; 10 сантимов. Бельгия ; 1916 ;  ; Zn ; F ; 14 ; Alexdav ; 59 
 3990 ; 1 франк. Бельгия ; 1942 ;  ; Zn ; F-VF ; 10 ; Mike! ; 22 
 3991 ; 10 центов. Нидерланды ; 1941 ;  ; Zn ; F+ ; 6 ; Mike! ; 21 
 3992 ; 10 сантимов. Бельгия ; 1944 ;  ; Zn ; F ; 10 ; Mike! ; 21 
 3993 ; 10 сантимов. Бельгия ; 1942 ;  ; Zn ; F ; 9 ; Mike! ; 21 
 3994 ; 1 цент. Нидерланды ; 1942 ;  ; Zn ; VF- ; 9 ; marysuper ; 34 
 3995 ; 10 сантимов. Бельгия ; 1916 ;  ; Zn ; F ; 32 ; marysuper ; 46 
 3996 ; 20 хеллеров. Австрия ; 1916 ;  ; Fe ; VF+ ; 19 ; Awesome ; 114 
 3997 ; 1/2 пенни. Великобритания ; 1953 ;  ; Br ; AU ; 15 ; лексан 98 ; 163 
 3998 ; 2 пфеннига. Саксония ; 1864 ;  ; Br ; F-VF ; 4 ; Mike! ; 101 
 3999 ; 1 сентаво. Перу ; 1936 ;  ; Br ; VF ; 12 ; heavy_fly ; 126 
 4000 ; 1 крейцер. Баден ; 1847 ;  ; Br ; F ; 4 ; Mike! ; 101 
 4001 ; 2 пфеннига. Пруссия ; 1858 ;  ; Br ; VF ; 14 ; Mike! ; 90 
 4002 ; 1 пфенниг. Саксония ; 1777 ;  ; Br ; F ; 15 ; DIMA 57 ; 168 
 4003 ; 2 хеллера. Австрия ; 1896 ;  ; Br ; XF ; 43 ; Броник ; 126 
 4004 ; Фартинг. Великобритания ; 1906 ;  ; Br ; VF ; 18 ; ВЕПРЬ ; 175 
 4005 ; 1 скиллинг. Дания ; 1856 ;  ; Br ; VF+ ; 16 ; Mike! ; 102 
 4006 ; 1 крейцер. Австрия ; 1861 ;  ; Br ; VF ; 15 ; Mike! ; 100 
 4007 ; 1 крейцер. Австрия ; 1885 ;  ; Br ; VF ; 12 ; Mike! ; 51 
 4008 ; 1/2 пенни Родезия и Ньясаленд ; 1955 ;  ; Br ; VF ; 24 ; juceser ; 114 
 4009 ; 1 сентаво. Перу ; 1939 ;  ; Br ; VF+ ; 14 ; heavy_fly ; 134 
 4010 ; 1 цент. Нидерланды ; 1898 ;  ; Br ; VF ; 8 ; Икстаб ; 50 
 4011 ; Фартинг. Великобритания ; 1912 ;  ; Br ; VF ; 11 ; ВЕПРЬ ; 152 
 4012 ; 50 сентаво. Португальская Англа ; 1961 ;  ; Br ; XF ; 8 ; Mike! ; 80 
 4013 ; 1/2 крейцера. Германия ; 1803 ;  ; Br ; F+ ; 13 ; etwar55 ; 203 
 4014 ; 1 цент Нидерланды ; 1901 ;  ; Br ; VF ; 16 ; Броник ; 45 
 4015 ; 1 цент Нидерланды ; 1927 ;  ; Br ; XF- ; 14 ; Mike! ; 57 
 4016 ; Фартинг. Великобритания ; 1953 ;  ; Br ; XF+ ; 14 ; Mike! ; 204 
 4017 ; Фартинг. Великобритания ; 1951 ;  ; Br ; XF ; 13 ; Jeff ; 72 
 4018 ; 2-1/2 цента. Нидерланды ; 1883 ;  ; Br ; VF+ ; 30 ; v132132 ; 150 
 4019 ; 2 эре. Дания ; 1881 ;  ; Br ; VF ; 15 ; Mike! ; 102 
 4020 ; 1 крона. Швеция ; 2016 ;  ; Br ; XF+ ; 9 ; t_v_v ; 73 
 4021 ; 1 сантим. Бельгия ; 1912 ;  ; Br ; XF+ ; 10 ; Броник ; 100 
 4022 ; 1 сантим. Бельгия ; 1902 ;  ; Br ; VF ; 14 ; Mike! ; 53 
 4023 ; 1/4 пенса. ЮАР ; 1956 ;  ; Br ; VF+ ; 24 ; Drill ; 134 
 4024 ; 1 сантим Французский Индо-Китай ; 1923 ;  ; Br ; VF ; 8 ; Mike! ; 111 
 4025 ; 1 дуит Нидерланды. Утрехт ; 1752 ;  ; Cu ; VF ; 21 ; ВЕПРЬ ; 308 
 4026 ; 1/24 талера. Пруссия ; 1782 ;  ; Cu ; F ; 26 ; Mike! ; 173 
 3927 ; 2 динара Сербия ; 1942 ;  ; Zn ; F+ ; 16 ; antoniounh ; 256 
 3928 ; 10 сантимов. Бельгия ; 1943 ;  ; Zn ; F+ ; 6 ; Mike! ; 21 
 3929 ; 5 сантимов. Бельгия ; 1916 ;  ; Zn ; F+ ; 8 ; Jon Snow ; 44 
 3930 ; Монетовидный жетон Нидерланды ; 2000 ;  ; Лат ; AU ; 8 ; Mike! ; 21 
 3931 ; 2 филлера. Венгрия ; 1947 ;  ; Br ; VF+ ; 26 ; Alexdav ; 272 
 3932 ; 10 хеллеров. Чехословакия ; 1927 ;  ; Br ; XF ; 10 ; qver ; 57 
 3933 ; 1/2 крейцера. Баден ; 1849 ;  ; Br ; F ; 6 ; Mike! ; 101 
 3934 ; 1 пфенниг. Саксония. Деформация ; 1777 ;  ; Br ; F ; 6 ; Mike! ; 101 
 3935 ; 25 куруш. Турция ; 1955 ;  ; Br ; VF- ; 14 ; Mike! ; 46 
 3936 ; 1 пфенниг. Германия ; 1819 ;  ; Br ; F ; 10 ; Mike! ; 101 
 3937 ; 5 эре. Дания ; 1928 ;  ; Br ; XF ; 24 ; MAPKu3 ; 45 
 3938 ; 2 хеллера. Венгрия ; 1899 ;  ; Br ; XF ; 40 ; Angal ; 192 
 3939 ; 1 хеллер. Немецкая Ост-Африка ; 1904A ;  ; Br ; VF ; 23 ; велко ; 340 
 3940 ; 1/2 пенни. Великобритания ; 1951 ;  ; Br ; XF ; 34 ; Jeff ; 120 
 3941 ; 2 сантима. Бельгия ; 1836 ;  ; Br ; VF ; 14 ; Mike! ; 73 
 3942 ; Фартинг. Великобритания ; 1931 ;  ; Br ; XF ; 25 ; Mike! ; 96 
 3943 ; 1 хеллер. Австрия ; 1901 ;  ; Br ; VF ; 15 ; Икстаб ; 45 
 3944 ; 1/2 крейцера. Германия ; 1845 ;  ; Br ; F ; 12 ; Mike! ; 153 
 3945 ; 1 цент. Гон-Конг ; 1919 ;  ; Br ; F+ ; 15 ; Mike! ; 101 
 3946 ; 1/2 пенни. Великобритания ; 1928 ;  ; Br ; VF+ ; 8 ; Mike! ; 72 
 3947 ; 1 цент. США ; 1897 ;  ; Br ; VF ; 15 ; нв1975 ; 170 
 3948 ; 100 крон. Австрия ; 1924 ;  ; Br ; VF+ ; 16 ; DeusEx ; 113 
 3949 ; 1 цент. Британская Малайя ; 1941 ;  ; Br ; VF+ ; 21 ; Drill ; 114 
 3950 ; 1 сентаво. Перу ; 1937 ;  ; Br ; VF ; 16 ; heavy_fly ; 126 
 3951 ; 3 пфеннига. Пруссия ; 1864A ;  ; Br ; VF ; 10 ; vihufa ; 255 
 3952 ; 5 сантимов. Франция ; 1854 ;  ; Br ; VF+ ; 21 ; Flagman ; 160 
 3953 ; 1/2 пенни. Великобритания ; 1959 ;  ; Br ; XF+ ; 10 ; Mike! ; 62 
 3954 ; 2 сантима. Бельгия ; 1873 ;  ; Br ; VF+ ; 10 ; Mike! ; 51 
 3955 ; 2 сантима. Бельгия ; 1859 ;  ; Br ; VF+ ; 8 ; Mike! ; 57 
 3956 ; Фартинг. Великобритания ; 1937 ;  ; Br ; XF ; 14 ; nikolaev ; 57 
 3957 ; 2 сантима. Бельгия ; 1863 ;  ; Br ; VF- ; 16 ; Икстаб ; 114 
 3958 ; 1/4 анны. Британская Индия ; 1862 ;  ; Br ; F-VF ; 35 ; Артем1973 ; 254 
 3959 ; 5 сантимов. Франция ; 1862 ;  ; Br ; VF+ ; 20 ; batuke ; 261 
 3960 ; 2 сантима. Бельгия ; 1911 ;  ; Br ; VF+ ; 11 ; Mike! ; 51 
 3961 ; 2 хеллера. Швейцария ; 1886 ;  ; Br ; VF ; 34 ; русман ; 403 
 3962 ; 1/2 пенни. Великобритания ; 1910 ;  ; Br ; VF ; 6 ; S5S1 ; 114 
 3963 ; 200 крон. Австрия ; 1924 ;  ; Br ; VF+ ; 14 ; dim66 ; 57 
 3964 ; 2 эре. Швеция ; 1907 ;  ; Br ; VF+ ; 6 ; Mike! ; 102 
