 6217 ; Коробка на 20 монет D-42мм. Размер коробки: 350х230х30мм ;  ;  ;  ;  ; 42 ; Zakhapisty ; 1351 
 5252 ; Лот Государственных казначейских билетов (100 штук по 5 рублей) ; 1961 ;  ;  ;  ; 12 ; arsenich-s ; 567 
 5253 ; 1000 рублей ; 1991 ; билет ;  ;  ; 6 ; Ok13 ; 25 
 5254 ; 500 рублей ; 1991 ; билет ;  ;  ; 17 ; arsenich-s ; 84 
 5255 ; 200 рублей ; 1991 ; билет ;  ;  ; 18 ; Dim1410 ; 104 
 5256 ; 100 рублей ; 1991 ; билет ;  ;  ; 7 ; ialaiola ; 25 
 5257 ; 100 рублей ; 1991 ; билет ;  ;  ; 9 ; ialaiola ; 35 
 5258 ; 100 рублей ; 1991 ; билет ;  ;  ; 7 ; ialaiola ; 27 
 5259 ; 100 рублей ; 1991 ; билет ;  ;  ; 10 ; Ok13 ; 36 
 5260 ; 50 рублей ; 1991 ; билет ;  ;  ; 3 ; ialaiola ; 34 
 5261 ; 50 рублей ; 1991 ; билет ;  ;  ; 11 ; ialaiola ; 38 
 5262 ; 200 рублей.  В холдере PCGS ; 1991 ; билет ;  ;  ; 23 ; froloff ; 2031 
 5263 ; 100 рублей.  В холдере ZG ; 1991 ; билет ;  ;  ; 33 ; froloff ; 1246 
 5264 ; 200 рублей ; 1991 ; билет ;  ;  ; 28 ; Степан_81 ; 239 
 5265 ; 500 рублей ; 1991 ; билет ;  ;  ; 10 ; Holder31 ; 147 
 5266 ; 100 рублей ; 1991 ; билет ;  ;  ; 39 ; В1951 ; 114 
 5267 ; 100 рублей ; 1991 ; билет ;  ;  ; 7 ; Bubble gum ; 114 
 5268 ; 50 рублей ; 1991 ; билет ;  ;  ; 12 ; bezop144 ; 50 
 5269 ; 1000 рублей ; 1991 ; билет ;  ;  ; 21 ; Dim1410 ; 115 
 5270 ; 50 рублей ; 1991 ; билет ;  ; AU ; 20 ; fadeev.dima ; 510 
 5271 ; Лот билетов Государственного Банка СССР  (3 штуки по 3 рубля) ; 1991 ;  ;  ;  ; 16 ; Сhatsky ; 170 
 5272 ; Лот Билетов Государственного Банка СССР ( 2 штуки по 50 рублей) ; 1991 ;  ;  ; AU ; 37 ; Волчек ; 569 
 5273 ; Лот Билетов Государственного Банка СССР (2 штуки по 100 рублей) ; 1991 ;  ;  ;  ; 10 ; Ok13 ; 39 
 5174 ; 1000 рублей ; 1920 ; Туркестан ;  ;  ; 22 ; sovmin ; 283 
 5175 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 9 ; alfagam ; 100 
 5176 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 31 ; огонь71 ; 340 
 5177 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 12 ; Alex1 ; 277 
 5178 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 24 ; ialaiola ; 279 
 5179 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; ialaiola ; 114 
 5180 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 36 ; огонь71 ; 357 
 5181 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; огонь71 ; 357 
 5182 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; бриз33 ; 59 
 5183 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; Sedoi ; 400 
 5184 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; alfagam ; 680 
 5185 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 44 ; TITAN1 ; 2054 
 5186 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; alfagam ; 1032 
 5187 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 16 ; vladimirV ; 466 
 5188 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; Aleksey 76 ; 906 
 5189 ; 50000 рублей ; 1921 ; Азербайджан ;  ;  ; 17 ; DAndy-2003 ; 214 
 5190 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 46 ; DAndy-2003 ; 762 
 5191 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 18 ; огонь71 ; 357 
 5192 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 35 ; Alex1 ; 510 
 5193 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 21 ; вэл ; 404 
 5194 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 50 ; TITAN1 ; 2244 
 5195 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 29 ; M A V ; 3151 
 5196 ; 1000000 рублей ; 1922 ; Азербайджан ;  ;  ; 13 ; lenohota ; 510 
 5197 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 16 ; DAndy-2003 ; 408 
 5198 ; 100000 рублей ; 1922 ; Азербайджан ;  ;  ; 16 ; DAndy-2003 ; 388 
 5199 ; Лот бон (1 копейка. Грознефть и 50 рублей. Крымский союз) ; 1922 ;  ;  ;  ; 26 ; sovmin ; 2133 
 5200 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 39 ; Степан_81 ; 660 
 5201 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 36 ; Maksim92 ; 680 
 5202 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 49 ; Serjd ; 1307 
 5203 ; 25000 рублей ; 1923 ; Закавказье ;  ;  ; 17 ; alfagam ; 374 
 5204 ; 100 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 30 ; Степан_81 ; 618 
 5205 ; 50 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 33 ; VAZ-2107 ; 765 
 5206 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; alfagam ; 669 
 5207 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 37 ; огонь71 ; 612 
 5208 ; 10000 рублей ; 1923 ; Закавказье ;  ;  ; 23 ; NNN ; 281 
 5209 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 37 ; антоша ; 4080 
 5210 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; Степан_81 ; 1157 
 5211 ; 2 червонца ; 1928 ; Калманович, Карклин. Билет ;  ;  ; 11 ; вэл ; 384 
 5212 ; 3 червонца ; 1932 ; Билет ;  ;  ; 21 ; alfagam ; 585 
 5213 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 15 ; iustas ; 723 
 5214 ; 1 червонец ; 1937 ; Билет ;  ;  ; 15 ; vik_54 ; 450 
 5215 ; 1 червонец ; 1937 ; Билет ;  ;  ; 15 ; Степан_81 ; 453 
 5216 ; 3 червонца ; 1937 ; Билет ;  ;  ; 6 ; слива ; 262 
 5217 ; 3 червонца ; 1937 ; Билет ;  ;  ; 10 ; fadeev.dima ; 444 
 5218 ; 3 червонца ; 1937 ; Билет ;  ;  ; 18 ; rem ; 149 
 5219 ; 3 червонца ; 1937 ; Билет ;  ;  ; 29 ; sdasda ; 430 
 5220 ; 3 червонца ; 1937 ; Билет ;  ;  ; 17 ; arsenich-s ; 238 
 5221 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 24 ; Волчек ; 407 
 5222 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 21 ; bonev ; 461 
 5223 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 34 ; Степан_81 ; 519 
 5124 ; 250 рублей ; 1919 ;  ;  ;  ; 12 ; alfagam ; 253 
 5125 ; 250 рублей ; 1919 ;  ;  ;  ; 15 ; Sinbad69 ; 568 
 5126 ; 500 рублей ; 1919 ;  ;  ;  ; 21 ; Sinbad69 ; 357 
 5127 ; 500 рублей ; 1919 ;  ;  ;  ; 16 ; Sinbad69 ; 612 
 5128 ; 50 рублей ; 1919 ;  ;  ;  ; 6 ; Andre2007 ; 143 
 5129 ; 500 рублей ; 1919 ;  ;  ;  ; 17 ; Sinbad69 ; 548 
 5130 ; 10 рублей ; 1919 ;  ;  ;  ; 37 ; Sedoi ; 717 
 5131 ; 500 рублей ; 1919 ;  ;  ;  ; 38 ; Sinbad69 ; 532 
 5132 ; 50 рублей ; 1919 ;  ;  ;  ; 12 ; трутень ; 153 
 5133 ; Лист бон по 250 рублей ; 1919 ;  ;  ;  ; 21 ; alfagam ; 5000 
 5134 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; огонь71 ; 505 
 5135 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 11 ; Verracruzze ; 101 
 5136 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 9 ; Verracruzze ; 101 
 5137 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 13 ; Verracruzze ; 101 
 5138 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; огонь71 ; 153 
 5139 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 8 ; Степан_81 ; 153 
 5140 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; 333985 ; 119 
 5141 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; Holder31 ; 306 
 5142 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; бриз33 ; 182 
 5143 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 18 ; бриз33 ; 150 
 5144 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; огонь71 ; 169 
 5145 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 17 ; Eichhörnchen ; 101 
 5146 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; огонь71 ; 159 
 5147 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 32 ; огонь71 ; 225 
 5148 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; Holder31 ; 217 
 5149 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 5 ; бриз33 ; 72 
 5150 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; Ok13 ; 115 
 5151 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 5 ; бриз33 ; 91 
 5152 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 6 ; Andre2007 ; 134 
 5153 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 8 ; Holder31 ; 203 
 5154 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 3 ; Andre2007 ; 72 
 5155 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; elion3 ; 199 
 5156 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 17 ; Andre2007 ; 102 
 5157 ; Лот расчётных знаков  (2 штуки) ; 1919 ;  ;  ;  ; 11 ; бриз33 ; 216 
 5158 ; 25 рублей ; 1919 ;  ;  ;  ; 14 ; vladimirV ; 765 
 5159 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 11 ; трутень ; 102 
 5160 ; 100 рублей ; 1919 ;  ;  ;  ; 24 ; stilspb ; 1032 
 5161 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 31 ; огонь71 ; 411 
 5162 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 16 ; kop ; 578 
 5163 ; 10000 рублей ; 1919 ;  ;  ;  ; 22 ; TITAN1 ; 334 
 5164 ; 250 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 18 ; vladimirV ; 714 
 5165 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 26 ; МММ ; 1011 
 5166 ; 5000 рублей ; 1919 ;  ;  ;  ; 33 ; TITAN1 ; 318 
 5167 ; 100 рублей ; 1919 ; Армения ;  ;  ; 23 ; alfagam ; 464 
 5168 ; 250 рублей ; 1919 ; Туркестан ;  ;  ; 33 ; SS2008 ; 720 
 5169 ; Лот разменных знаков (корпуса Северной Армии, 3 штуки) ; 1919 ;  ;  ;  ; 25 ; Sinbad69 ; 5099 
 5170 ; 500 рублей ; 1920 ;  ;  ;  ; 25 ; bonist-3A ; 553 
 5171 ; 500 рублей ; 1920 ;  ;  ;  ; 19 ; bon15041980 ; 704 
 5172 ; 100 рублей ; 1920 ; Азербайджан ;  ;  ; 22 ; огонь71 ; 255 
 5173 ; 500 рублей ; 1920 ;  ;  ;  ; 12 ; 8888 ; 115 
 5074 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 21 ; doc2 ; 371 
 5075 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 21 ; student1977 ; 270 
 5076 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; бриз33 ; 148 
 5077 ; Лот расчётных знаков (5 штук) ; 1915 ;  ;  ;  ; 21 ; coins_hunter ; 1018 
 5078 ; Лот бон (4 штуки) ; 1915 ;  ;  ;  ; 26 ; росвет ; 132 
 5079 ; 1 марка золотом ; 1915 ; Финляндия билет ;  ;  ; 13 ; Сhatsky ; 918 
 5080 ; 1 марка золотом ; 1916 ; Финляндия билет ;  ;  ; 32 ; varelgi ; 645 
 5081 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; Kara1982igor ; 354 
 5082 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; Dell013 ; 746 
 5083 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; epikov ; 104 
 5084 ; Лот бон (4 штуки) ; 1917, 1918 ;  ;  ;  ; 13 ; Andre2007 ; 76 
 5085 ; Лот бон (2 штуки) ; 1917-1918 ;  ;  ;  ; 11 ; bezop144 ; 83 
 5086 ; 20 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 16 ; DAndy-2003 ; 510 
 5087 ; 50 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 18 ; DAndy-2003 ; 406 
 5088 ; 40 рублей. Ордер "Организация Казенных  С.-Х. складовъ" ;  ;  ;  ;  ; 15 ; masterovoi ; 5100 
 5089 ; 50 копеек ;  ;  ;  ;  ; 11 ; 312 ; 156 
 5090 ; 50 копеек ;  ;  ;  ;  ; 15 ; stilspb ; 258 
 5091 ; 10 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ;  ; 51 ; taa ; 847 
 5092 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; Verracruzze ; 92 
 5093 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; bezop144 ; 90 
 5094 ; 50 копеек ; 1918 ; Разменная марка.Екатер.ОГБ временного обл.правительства Урал ;  ;  ; 25 ; plotnik ; 317 
 5095 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 13 ; Сhatsky ; 262 
 5096 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; Serjd ; 87 
 5097 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; Снежный Барс ; 51 
 5098 ; 3 рубля ; 1918 ; Туркестан ;  ;  ; 23 ; alex2016 ; 668 
 5099 ; 5 рублей ; 1918 ; Туркестан ;  ;  ; 43 ; Виктор Михайлович ; 956 
 5100 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 14 ; tar ; 159 
 5101 ; 10 рублей ; 1918 ; Туркестан ;  ;  ; 38 ; alex2016 ; 470 
 5102 ; 25 рублей ; 1918 ; Туркестан ;  ;  ; 26 ; DAndy-2003 ; 510 
 5103 ; 100 рублей ; 1918 ; Туркестан ;  ;  ; 29 ; Виктор Михайлович ; 1031 
 5104 ; 3 рубля ; 1918 ;  ;  ;  ; 13 ; *ЖОРИК* ; 255 
 5105 ; 50 копеек. Екатеринодарская краевая контора ; 1918 ;  ;  ;  ; 8 ; tar ; 102 
 5106 ; 1 рубль. Билет Союза Приамурских кооперативов в Владивостоке ; 1918 ;  ;  ;  ; 19 ; Smax62 ; 956 
 5107 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 40 ; Sedoi ; 209 
 5108 ; Бона 10 рублей. Екатеринодарское отделение Государственного банка ; 1918 ;  ;  ;  ; 16 ; SS2008 ; 264 
 5109 ; 10 рублей ; 1918 ;  ;  ;  ; 17 ; Maksim92 ; 805 
 5110 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; Andre2007 ; 204 
 5111 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 55 ; iustas ; 1654 
 5112 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 35 ; Maksim92 ; 720 
 5113 ; Временный кредитный билет. 100 рублей. Царицынского городского самоуправления ; 1918 ;  ;  ;  ; 102 ; DAndy-2003 ; 12138 
 5114 ; 10 рублей ; 1918 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 68 ; DAndy-2003 ; 4954 
 5115 ; Банковский разменный билетъ. 1 рубль. Псковское общество взаимного кредита ; 1918 ;  ;  ;  ; 37 ; club ; 962 
 5116 ; Лот Государственных кредитных билетов (2 штуки) ; 1918 ;  ;  ;  ; 19 ; Ok13 ; 126 
 5117 ; Лот государственных кредитных билетов (2 штуки) ; 1918 ;  ;  ;  ; 14 ; alfagam ; 367 
 5118 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 20 ; Aleksey 76 ; 553 
 5119 ; 50 рублей ; 1919 ;  ;  ;  ; 30 ; TITAN1 ; 276 
 5120 ; 50 рублей ; 1919 ;  ;  ;  ; 22 ; TITAN1 ; 300 
 5121 ; 25 рублей ; 1919 ;  ;  ;  ; 11 ; Andre2007 ; 239 
 5122 ; 25 рублей ; 1919 ;  ;  ;  ; 15 ; bonist-3A ; 457 
 5123 ; 25 рублей ; 1919 ;  ;  ;  ; 19 ; Andre2007 ; 186 
 5024 ; Лот Государственных кредитных билетов (4 штуки по 5 рублей) ; 1909 ;  ;  ;  ; 18 ; Снежный Барс ; 135 
 5025 ; 10 рублей.  В холдере ZG ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; froloff ; 1075 
 5026 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Dell013 ; 67 
 5027 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; kalita ; 69 
 5028 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; an78gg ; 61 
 5029 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; ialaiola ; 25 
 5030 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 4 ; ialaiola ; 25 
 5031 ; Лот государственных кредитных билетов ( 2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 11 ; first ; 131 
 5032 ; Лот Государственных кредитных билетов (2 штуки по 10 рублей ) ; 1909 ;  ;  ;  ; 21 ; рихтеб ; 105 
 5033 ; Лот государственных кредитных билетов (3 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 7 ; Alex1 ; 204 
 5034 ; Лот Государственных Кредитных Билетов (4 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 10 ; varelgi ; 169 
 5035 ; Лот бон (2 штуки) ; 1909, 1923 ;  ;  ;  ; 3 ; Краснодар ; 153 
 5036 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; bonev ; 148 
 5037 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; tar ; 120 
 5038 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Kara1982igor ; 322 
 5039 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; Снежный Барс ; 123 
 5040 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; Снежный Барс ; 125 
 5041 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 34 ; Bulbk ; 287 
 5042 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Bulbk ; 180 
 5043 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; bonev ; 340 
 5044 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Sinbad69 ; 512 
 5045 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Bulbk ; 427 
 5046 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; stilspb ; 544 
 5047 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 38 ; Евгений1121 ; 325 
 5048 ; 500 рублей. В холдере PCGS ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; il468 ; 2010 
 5049 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Сhatsky ; 493 
 5050 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; KaTer ; 532 
 5051 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; Виктор Михайлович ; 918 
 5052 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; огонь71 ; 522 
 5053 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; bonev ; 556 
 5054 ; Лот бон России. (17 шт.) ; 1905-1910 ;  ;  ;  ; 15 ; сортам70 ; 918 
 5055 ; Лот бон России. (54 шт.) ; 1898-1909 ;  ;  ;  ; 19 ; бриз33 ; 1043 
 5056 ; Лот бон ( 10шт.) ;  ;  ;  ;  ; 9 ; гудзон ; 183 
 5057 ; 10 марок золотом ; 1911 ; Финляндия билет ;  ;  ; 11 ; aletta ; 1024 
 5058 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 7 ; Kara1982igor ; 253 
 5059 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 11 ; alex2016 ; 118 
 5060 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 31 ; Serfer ; 177 
 5061 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 18 ; tar ; 161 
 5062 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 20 ; Vitalievich ; 176 
 5063 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 16 ; огонь71 ; 181 
 5064 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 5 ; Kara1982igor ; 252 
 5065 ; 15 копеек (28 штук по 15 копеек, сцепка) ; 1915 ; Деньги-марки ;  ;  ; 37 ; папашаГарпагон ; 1307 
 5066 ; 10 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 16 ; Alex1 ; 355 
 5067 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 15 ; Andre2007 ; 210 
 5068 ; 15 копеек. Сцепка. (6 штук по 15 копеек) ; 1915 ; Деньги-марки ;  ;  ; 20 ; Andre2007 ; 373 
 5069 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 11 ; Alex1 ; 329 
 5070 ; 2 копейки. Квартблок ; 1917 ; Деньги-марки ;  ;  ; 30 ; pref ; 363 
 5071 ; Лот деньги - марки (3 штуки) ; 1915, 1917 ;  ;  ;  ; 35 ; Andre2007 ; 326 
 5072 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 5 ; сортам70 ; 204 
 5073 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 28 ; student1977 ; 250 
 4799 ; Лот монет Эстонии: 1 крона (20шт) ;  ;  ; Al/Br,Cu-Ni ; VF/XF ; 11 ; всыня ; 72 
 4800 ; Лот монет Австралии: 30шт ;  ;  ; Cu-Ni ; XF/VF-XF ; 14 ; Besar ; 159 
 4801 ; Лот монет мира: 9шт ;  ;  ; Br,Cu-Ni,лат ; VF/XF ; 23 ; Flagman ; 223 
 4802 ; Лот монет Таиланда: 17шт ;  ;  ; Cu-Ni ; VF ; 5 ; Vox ; 58 
 4803 ; Лот монет Новой Зеландии: 45шт ;  ;  ; Cu-Ni,Br ; VF/VF-XF ; 15 ; жора ; 295 
 4804 ; Лот монет Финляндии: 20 пенни (25 шт.) ; 1963-1989 ;  ; Al/Br ; XF ; 11 ; BigGluk ; 128 
 4805 ; Лот монет Финляндии: 50 пенни (24 шт.) ; 1963-1986 ;  ; Al/Br ; VF/XF ; 11 ; Oleg73 ; 202 
 4806 ; Лот монет Дании: 14шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 5 ; Besar ; 55 
 4807 ; Лот монет Монголия (26шт). Отверстия ;  ;  ; Cu-Ni,Al ; F/XF ; 25 ; Krydein ; 225 
 4808 ; Лот монет 12шт ;  ;  ; Br ; F/VF ; 21 ; franklin ; 335 
 4809 ; Лот монет Финляндии (26шт) ;  ;  ; Cu-Ni,Би/мAl,Cu ; VF/XF ; 21 ; SpAi ; 153 
 4810 ; Лот монет ГДР, ФРГ (31шт) ;  ;  ; Al,St/Лат,ж/м ; VF/VF+ ; 55 ; Krydein ; 311 
 4811 ; Лот монет Тунис, Алжир (19шт) ;  ;  ; Cu-Ni,Al,ж/м ; VF-/VF+ ; 12 ; Степан_81 ; 302 
 4812 ; Лот монет США (18шт) ;  ;  ; Cu-Ni,Br ; VF/XF+ ; 32 ; bubel ; 204 
