 7062 ; Лот марок. Тува. 1941. Редкий набор. 5 шт ;  ;  ;  ;  ; 52 ; Olimpia ; 1233 
 5336 ; 50 шиллингов. Кения ; 1996 ;  ;  ; AU ; 27 ; SKeeper ; 243 
 5337 ; 5 найра. Нигерия ; 2005 ;  ;  ; AU ; 29 ; Димон777 ; 129 
 5338 ; 1 риал. Катар ; 2020 ;  ;  ; AU ; 33 ; nikkk1 ; 315 
 5339 ; 5 ливров. Ливан ;  ;  ;  ;  ; 15 ; alesjane ; 1061 
 5340 ; 5000 колон. Коста-Рика ; 2018 ;  ;  ; AU ; 34 ; пмт79 ; 930 
 5341 ; 2000 колон. Коста-Рика ; 2018 ;  ;  ; AU ; 38 ; Lafeto55 ; 554 
 5342 ; 1 фунт. Биафра ;  ;  ;  ;  ; 17 ; Sterh ; 239 
 5343 ; 5 песо. Филиппины ; 1986 ;  ;  ;  ; 21 ; SKeeper ; 109 
 5344 ; Лот иностранных бон  (3 штуки) ;  ;  ;  ;  ; 32 ; alesjane ; 148 
 5345 ; Лот иностранных бон (2 штуки) Тибет ;  ;  ;  ;  ; 44 ; stabah ; 2672 
 5346 ; Лот иностранных бон  (2 штуки) Германия ;  ;  ;  ;  ; 41 ; ИНТА ; 220 
 5347 ; 100 марок. Германия ; 1920 ;  ;  ;  ; 17 ; ИНТА ; 234 
 5348 ; 20000 марок. Германия ; 1923 ;  ;  ;  ; 15 ; Ok13 ; 61 
 5349 ; 5 марок. Германия ; 1917 ;  ;  ; AU ; 20 ; alex09-63 ; 159 
 5350 ; 10 марок. Германия ; 1977 ;  ;  ; AU ; 22 ; Декарт ; 101 
 5351 ; 20 марок. Германия ; 1977 ;  ;  ; AU ; 31 ; Декарт ; 119 
 5352 ; 100 песо. Мексика ; 1982 ;  ;  ; AU ; 15 ; Декарт ; 126 
 5353 ; 20 песо. Мексика ; 1914 ;  ;  ; AU ; 59 ; Lafeto55 ; 2277 
 5354 ; 5 песо. Мексика ; 1963 ;  ;  ; AU ; 40 ; архыз ; 517 
 5355 ; 10 долларов. Гонконг ; 1988 ;  ;  ;  ; 13 ; Capt2 ; 212 
 5356 ; 5 гурдов. Гаити ;  ;  ;  ;  ; 21 ; s1991s ; 780 
 5357 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 24 ; SKeeper ; 142 
 5358 ; 1000 эскудо. Ангола ; 1973 ;  ;  ;  ; 11 ; Leshy77 ; 160 
 5359 ; 20 долларов. Зимбабве ; 1994 ;  ;  ;  ; 44 ; SS2008 ; 663 
 5360 ; 10  кванз. Ангола ; 1999 ;  ;  ;  ; 23 ; SKeeper ; 160 
 5361 ; 2 пула. Ботсвана ;  ;  ;  ;  ; 19 ; Ok13 ; 312 
 5362 ; 1000 эскудо. Мозамбик ; 1972 ;  ;  ;  ; 18 ; SKeeper ; 51 
 5363 ; 500 шиллингов. Уганда ;  ;  ;  ;  ; 38 ; graff36alex ; 407 
 5364 ; 1000 шиллингов. Уганда ;  ;  ;  ;  ; 49 ; graff36alex ; 354 
 5365 ; 5000 марок. Польша ; 1920 ;  ;  ;  ; 17 ; kaa123 ; 202 
 5366 ; 5000 лей. Румыния ; 1992 ;  ;  ;  ; 16 ; SKeeper ; 155 
 5367 ; 1000 лей. Румыния ; 1943 ;  ;  ;  ; 29 ; Ok13 ; 157 
 5368 ; 10000 лей. Румыния ;  ;  ;  ;  ; 26 ; sdasda ; 134 
 5369 ; 10000 лир. Италия ;  ;  ;  ;  ; 35 ; Walkman ; 169 
 5370 ; 50 марок. Финляндия ; 1986 ;  ;  ;  ; 36 ; Хемуль ; 509 
 5371 ; 100 марок. Финляндия ; 1976 ;  ;  ;  ; 26 ; Хемуль ; 815 
 5372 ; 1000 драхм. Греция ;  ;  ;  ;  ; 20 ; SKeeper ; 142 
 5373 ; 1000 драхм. Греция ; 1935 ;  ;  ;  ; 17 ; STANDART ; 105 
 5374 ; 50 франков. Франция ; 1993 ;  ;  ;  ; 24 ; Lars23248 ; 288 
 5375 ; 100 йен ;  ;  ;  ;  ; 10 ; Leshy77 ; 155 
 5376 ; 10 шиллингов. Англия ;  ;  ;  ;  ; 15 ; ВЯЗЪ ; 167 
 5377 ; 500 песет. Испания ; 1954 ;  ;  ;  ; 41 ; Bob78 ; 1037 
 5378 ; 100 песет. Испания ; 1965 ;  ;  ;  ; 60 ; ИНТА ; 411 
 5379 ; 100 крон. Исландия ; 1961 ;  ;  ;  ; 23 ; Декарт ; 203 
 5380 ; 20 франков. Франция ; 1997 ;  ;  ;  ; 55 ; Lars23248 ; 434 
 5381 ; 1 фунт. Англия ;  ;  ;  ;  ; 9 ; SKeeper ; 315 
 5382 ; 2 доллара. Фиджи ;  ;  ;  ;  ; 19 ; sdasda ; 160 
 5383 ; 1 фунт. Джерси ;  ;  ;  ;  ; 9 ; ZOLTAN333 ; 165 
 5284 ; 20 млн. марок. Германия ; 1923 ;  ;  ;  ; 48 ; taa ; 299 
 5285 ; 5 марок. Германия ; 1917 ;  ;  ; XF+ ; 19 ; Покупаю ; 159 
 5286 ; 100 юаней ;  ;  ;  ;  ; 23 ; SKeeper ; 272 
 5287 ; 10 крон. Швеция ; 1975 ;  ;  ;  ; 25 ; Meshok ; 183 
 5288 ; 5 фунтов. Англия ;  ;  ;  ; AU ; 20 ; Димон777 ; 604 
 5289 ; 1000 марок. Польша ; 1919 ;  ;  ;  ; 7 ; shaxter2015 ; 239 
 5290 ; 100 франков. Франция ; 1993 ;  ;  ;  ; 7 ; SKeeper ; 180 
 5291 ; 500 лей. Румыния ; 1940 ;  ;  ;  ; 27 ; Ok13 ; 204 
 5292 ; 5000 лир. Италия ;  ;  ;  ;  ; 24 ; Walkman ; 168 
 5293 ; 1 доллар. Фиджи ;  ;  ;  ;  ; 21 ; Ok13 ; 535 
 5294 ; 20000 лир. Италия ;  ;  ;  ;  ; 35 ; Ok13 ; 829 
 5295 ; 5 гурдов. Гаити ;  ;  ;  ;  ; 16 ; SKeeper ; 157 
 5296 ; 1 доллар. Фиджи ;  ;  ;  ;  ; 19 ; varelgi ; 300 
 5297 ; 50 марок. Финляндия ; 1977 ;  ;  ;  ; 22 ; Хемуль ; 666 
 5298 ; 100000 лей. Румыния ; 1946 ;  ;  ;  ; 33 ; serg2018 ; 266 
 5299 ; 100 марок. Финляндия ;  ;  ;  ;  ; 19 ; Хемуль ; 556 
 5300 ; 1 доллар. Белиз ;  ;  ;  ;  ; 9 ; alov ; 259 
 5301 ; 1000 драхм. Греция ; 1939 ;  ;  ;  ; 19 ; shaxter2015 ; 251 
 5302 ; 500 лей. Болгария ; 1945 ;  ;  ;  ; 30 ; DNK981 ; 917 
 5303 ; 10 долларов. Тринидад и Тобаго ;  ;  ;  ;  ; 19 ; SKeeper ; 172 
 5304 ; 500 риэлей. Камбоджа ;  ;  ;  ;  ; 27 ; bitdvd ; 99 
 5305 ; 5 копеек. Елгава ; 1915 ;  ;  ;  ; 21 ; Полюбому ; 918 
 5306 ; 20 копеек. Елгава ; 1915 ;  ;  ;  ; 17 ; alex241 ; 765 
 5307 ; 10 марок. Польша ; 1917 ;  ;  ;  ; 33 ; SS2008 ; 1629 
 5308 ; 1 лев. Болгария ;  ;  ;  ;  ; 56 ; alesjane ; 790 
 5309 ; Лот иностранных бон (2 штуки) Австрия ;  ;  ;  ;  ; 7 ; SKeeper ; 306 
 5310 ; 20 злотых. Польша ; 1948 ;  ;  ;  ; 23 ; vasek ; 906 
 5311 ; 100 крон. Словакия ; 1993 ;  ;  ;  ; 26 ; vasek ; 466 
 5312 ; 50000 рублей. Беларусь ; 2000 ;  ;  ; AU ; 25 ; Фома ; 787 
 5313 ; 100000 рублей. Беларусь ; 2000 ;  ;  ; AU ; 21 ; Фома ; 1129 
 5314 ; 1000 динар. Югославия ; 1931 ;  ;  ;  ; 28 ; Yustas69 ; 222 
 5315 ; 5 песет. Испания ; 1935 ;  ;  ;  ; 34 ; ИНТА ; 191 
 5316 ; 20 франков. Албания ;  ;  ;  ;  ; 5 ; Ok13 ; 408 
 5317 ; 5000 драхм. Греция ; 1942 ;  ;  ;  ; 29 ; alekstos ; 306 
 5318 ; 5000 драхм. Греция ; 1984 ;  ;  ;  ; 39 ; Walkman ; 300 
 5319 ; 10000 лир. Италия ; 1962 ;  ;  ;  ; 29 ; s1991s ; 612 
 5320 ; 1 фунт. Великобритания ;  ;  ;  ;  ; 14 ; SKeeper ; 173 
 5321 ; 1 доллар. Канада ; 1937 ;  ;  ;  ; 13 ; CWSC™ ; 242 
 5322 ; 1 фунт. Бермуды ; 1966 ;  ;  ;  ; 25 ; Ok13 ; 1479 
 5323 ; 1 песо. Чили ;  ;  ;  ; AU ; 21 ; Декарт ; 156 
 5324 ; 10 фунтов. Судан ; 2017 ;  ;  ; AU ; 10 ; Декарт ; 77 
 5325 ; 20 фунтов. Судан ; 2017 ;  ;  ; AU ; 13 ; Декарт ; 71 
 5326 ; 1 доллар. Канада ; 1954 ;  ;  ;  ; 15 ; Markgraf ; 155 
 5327 ; 5 бат. Тайланд ;  ;  ;  ;  ; 19 ; Ok13 ; 419 
 5328 ; 1 доллар. Китай ; 1931 ;  ;  ;  ; 46 ; Эксперт ; 644 
 5329 ; 50000 риалов. Иран ; 2020 ;  ;  ; AU ; 46 ; Manul ; 155 
 5330 ; 1 млн. риалов. Иран ; 2020 ;  ;  ; AU ; 26 ; TORRA ; 777 
 5331 ; 1 фунт. Биафра ;  ;  ;  ; AU ; 9 ; Димон777 ; 105 
 5332 ; 5 дирхем. Саудовская Аравия ; 2017 ;  ;  ; AU ; 26 ; nikkk1 ; 168 
 5333 ; 100 долларов. Малайя ;  ;  ;  ; AU ; 35 ; keldish ; 270 
 5234 ; 100 гривен. Украина ; 2014 ;  ;  ; AU ; 23 ; Slavarik ; 372 
 5235 ; 100 карбованцев. Украина ; 2017 ;  ;  ; AU ; 25 ; ИНТА ; 316 
 5236 ; 50 эскудо. Португальская Гвинея ; 1971 ;  ;  ; XF ; 30 ; SKeeper ; 468 
 5237 ; 100 эскудо. Португальская Гвинея ; 1971 ;  ;  ; AU ; 17 ; arusakov02 ; 612 
 5238 ; 1000 экуэле. Гвинея Экватор. ; 1975 ;  ;  ;  ; 16 ; Alexim ; 921 
 5239 ; 5 франков ;  ;  ;  ;  ; 21 ; Der Angriff ; 2500 
 5240 ; 10 шиллингов. Зап. Африка ;  ;  ;  ;  ; 42 ; Маратик ; 4082 
 5241 ; 5 шиллингов. Зап. Африка ;  ;  ;  ;  ; 24 ; Ok13 ; 2654 
 5242 ; 10000 песо. Гвинея- Бисау ; 1990 ;  ;  ;  ; 21 ; Ok13 ; 654 
 5243 ; 100 песо. Гвинея- Бисау ; 1990 ;  ;  ; AU ; 35 ; Deer ; 273 
 5244 ; 50 песо. Гвинея- Бисау ; 1975 ;  ;  ; XF ; 50 ; Маратик ; 4082 
 5245 ; 100 лат. Латвия ; 1939 ;  ;  ;  ; 43 ; stabah ; 990 
 5246 ; 10 лат. Латвия ; 1934 ;  ;  ;  ; 18 ; Ok13 ; 1256 
 5247 ; 50 крон. Норвегия ; 1987 ;  ;  ;  ; 20 ; SKeeper ; 631 
 5248 ; 10 крон. Норвегия ; 1983 ;  ;  ;  ; 11 ; SKeeper ; 244 
 5249 ; 100 крон. Норвегия ; 1991 ;  ;  ;  ; 25 ; 2128508 ; 729 
 5250 ; 100 сукре. Эквадор ; 1994 ;  ;  ; AU ; 14 ; cr5400 ; 197 
 5251 ; 500 долларов. Гайана ;  ;  ;  ; AU ; 39 ; arusakov02 ; 420 
 5252 ; 1000 марок. Германа ; 1910 ;  ;  ;  ; 28 ; adelante ; 201 
 5253 ; 100000 марок. Германия ;  ;  ;  ;  ; 32 ; cr5400 ; 122 
 5254 ; Лот иностранных бон (2 штуки) Германия ; 1922 ;  ;  ;  ; 44 ; Ok13 ; 171 
 5255 ; 10 долларов. Намбия ; 2012 ;  ;  ; AU ; 28 ; Der Angriff ; 250 
 5256 ; 20 метикал. Мозамбик ; 2006 ;  ;  ; AU ; 45 ; 2128508 ; 257 
 5257 ; 200 эскудо. Кабо-Верде ;  ;  ;  ; AU ; 41 ; Deer ; 352 
 5258 ; 100 квач. Малави ;  ;  ;  ; AU ; 22 ; Димон777 ; 168 
 5259 ; 25 рупий. Мавритания ;  ;  ;  ; AU ; 55 ; TORRA ; 337 
 5260 ; 2000 ариари. Мадагаскар ;  ;  ;  ; AU ; 12 ; cr5400 ; 143 
 5261 ; 1 динар. Ливия ;  ;  ;  ; AU ; 9 ; cr5400 ; 135 
 5262 ; 10 малоти. Лесото ;  ;  ;  ; AU ; 61 ; TORRA ; 447 
 5263 ; 500 франков. Коморы ; 2006 ;  ;  ; AU ; 35 ; cr5400 ; 342 
 5264 ; 100 шиллингов. Кения ;  ;  ;  ;  ; 18 ; cr5400 ; 152 
 5265 ; 5000 гуарани. Парагвай ; 2005 ;  ;  ; AU ; 12 ; cr5400 ; 198 
 5266 ; 1000 гуарани. Парагвай ; 2005 ;  ;  ; AU ; 14 ; cr5400 ; 189 
 5267 ; 1000 марок. Германия ; 1922 ;  ;  ;  ; 21 ; Alexim ; 456 
 5268 ; Лот иностранных бон (2 штуки) ; 1909, 1918 ;  ;  ;  ; 9 ; alesjane ; 524 
 5269 ; 10 марок. Финляндия ; 1963 ;  ;  ;  ; 27 ; Хемуль ; 444 
 5270 ; 10 марок. Финляндия ; 1980 ;  ;  ;  ; 15 ; Хемуль ; 408 
 5271 ; 100 марок. Финляндия ; 1955 ;  ;  ;  ; 34 ; Хемуль ; 669 
 5272 ; 100 марок. Финляндия ; 1957 ;  ;  ;  ; 29 ; Хемуль ; 579 
 5273 ; Лот иностранных бон (3 штуки) Финляндия ; 1918-1945 ;  ;  ;  ; 13 ; Ok13 ; 975 
 5274 ; Лот иностранных бон (2 штуки) Финляндия ; 1939-1945 ;  ;  ;  ; 19 ; Ok13 ; 1107 
 5275 ; 1 копейка. Митава ; 1915 ;  ;  ;  ; 30 ; Serjd ; 669 
 5276 ; 50 франков. Франция ; 1940 ;  ;  ;  ; 48 ; DNK981 ; 411 
 5277 ; Лот иностранных бон  (2 штуки) Бельгия ;  ;  ;  ;  ; 27 ; Ok13 ; 906 
 5278 ; 1 шиллинг. Мальта ;  ;  ;  ;  ; 17 ; to-to ; 1045 
 5279 ; 50 марок. Финляндия ; 1977 ;  ;  ;  ; 20 ; Хемуль ; 983 
 5280 ; 10000 марок. Германия ; 1923 ;  ;  ;  ; 14 ; shaxter2015 ; 340 
 5281 ; 1 млн. марок. Германия ; 1923 ;  ;  ;  ; 14 ; ВЯЗЪ ; 184 
 5282 ; 20 млн. марок. Германия ; 1923 ;  ;  ;  ; 25 ; taa ; 163 
 5283 ; 1 млн. марок. Германия ; 1923 ;  ;  ;  ; 20 ; taa ; 155 
 5184 ; Ленинградский табачный трест ; 1925 ;  ;  ;  ; 45 ; RewMen ; 1019 
 5185 ; Листовка-пропуск. Германия ;  ;  ;  ;  ; 55 ; vit2503 ; 3060 
 5186 ; Листовка-пропуск. "Колхозное рабство кончилось!" ;  ;  ;  ;  ; 15 ; vvvnnn ; 1014 
 5187 ; Листовка-пропуск. "Обращение к армии" ;  ;  ;  ;  ; 28 ; vit2503 ; 1022 
 5188 ; Листовка. СССР ; 1941 ;  ;  ;  ; 25 ; coinsru ; 612 
 5189 ; Документ. Туркестанская Республика ; 1919 ;  ;  ;  ; 19 ; Slava O ; 1018 
 5190 ; Листовка. СССР ; 1945 ;  ;  ;  ; 11 ; Protven ; 411 
 5191 ; Листовка-обращение к Германской армии ;  ;  ;  ;  ; 7 ; Protven ; 327 
 5192 ; Листовка-обращение к немецким солдатам ; 1943 ;  ;  ;  ; 20 ; coinsru ; 612 
 5193 ; Листовка-обращение. СССР ; 1945 ;  ;  ;  ; 20 ; coinsru ; 567 
 5194 ; Листовка-обращение Власова ; 1943 ;  ;  ;  ; 37 ; vit2503 ; 1022 
 5195 ; Антисоветская листовка. Германия ; 1943 ;  ;  ;  ; 39 ; vit2503 ; 3060 
 5196 ; Лист купонов в три рубля (образцы) ;  ;  ;  ;  ; 47 ; Майкл ; 2720 
 5197 ; Лот документов (2 штуки) ;  ;  ;  ;  ; 42 ; Protven ; 337 
 5198 ; Листовка-обращение Власова и Малышкина ; 1943 ;  ;  ;  ; 43 ; vvvnnn ; 1134 
 5199 ; Объявление страршины Немецкого клуба ; 1832 ;  ;  ;  ; 7 ; Protven ; 225 
 5200 ; Денежное обязательство города Милон. Франция ; 1807 ;  ;  ;  ; 19 ; Sollen ; 1133 
 5201 ; Чек американского банка в Гонконге ; 1930 ;  ;  ;  ; 11 ; Бигль ; 125 
 5202 ; Чек Национального Банка Нью-Йорка в Харбине ; 1929 ;  ;  ;  ; 15 ; Protven ; 227 
 5203 ; Облигация на сумму 500 рублей. ОБРАЗЕЦ ;  ;  ;  ;  ; 49 ; Ksn ; 794 
 5204 ; Облигация на 500000 рублей. ОБРАЗЕЦ ;  ;  ;  ;  ; 24 ; plushka123 ; 560 
 5205 ; Билет в 200 рублей. Государственный 4,5 % ; 1917 ;  ;  ;  ; 72 ; Sky2 ; 3612 
 5206 ; Акция с купонами ;  ;  ;  ;  ; 35 ; Бигль ; 217 
 5207 ; Лот ценных бумаг (2 штуки) ; 1960, 1964 ;  ;  ;  ; 21 ; chiko ; 252 
 5208 ; 1 доллар США ; 1957 ;  ;  ;  ; 23 ; top1 ; 359 
 5209 ; 1 доллар США ; 1969В ;  ;  ;  ; 52 ; Meshok ; 332 
 5210 ; 1 доллар США ; 1963В ;  ;  ;  ; 41 ; ши-тцу ; 312 
 5211 ; 1 доллар США ; 1977 ;  ;  ;  ; 25 ; ши-тцу ; 157 
 5212 ; 1 доллар США ; 1974 ;  ;  ;  ; 21 ; Ok13 ; 117 
 5213 ; 1 доллар США ; 1969С ;  ;  ;  ; 27 ; Лоцман ; 158 
 5214 ; 1 доллар США ; 1999 ;  ;  ;  ; 7 ; shaxter2015 ; 78 
 5215 ; 1 доллар США ; 1999 ;  ;  ;  ; 9 ; VAZ-2107 ; 80 
 5216 ; 1 доллар США ; 1995 ;  ;  ;  ; 7 ; shaxter2015 ; 77 
 5217 ; 1 доллар США ; 2003А ;  ;  ;  ; 12 ; Meshok ; 87 
 5218 ; 1 доллар США ; 2003 ;  ;  ;  ; 17 ; VAZ-2107 ; 111 
 5219 ; 1 доллар США ; 2001 ;  ;  ;  ; 21 ; спасибо ; 108 
 5220 ; 1 доллар США ; 2013 ;  ;  ;  ; 11 ; Meshok ; 85 
 5221 ; 1 доллар США ; 2009 ;  ;  ;  ; 11 ; Meshok ; 109 
 5222 ; 1 доллар США ; 2006 ;  ;  ;  ; 24 ; VAZ-2107 ; 124 
 5223 ; 2 доллара США ; 2013 ;  ;  ;  ; 19 ; Лоцман ; 308 
 5224 ; 5 долларов США ; 2017А ;  ;  ; AU ; 19 ; СергейНВ ; 510 
 5225 ; 100 марок. Финляндия ; 1918 ;  ;  ;  ; 29 ; tss ; 3866 
 5226 ; 1 рубль ; 1919 ; Латвия. Разменный знак ;  ;  ; 22 ; Leshy77 ; 207 
 5227 ; 3 рубля ; 1919 ; Латвия. Разменный знак ;  ;  ; 18 ; RewMen ; 336 
 5228 ; 100 марок. Германия ; 1907 ;  ;  ;  ; 26 ; Ok13 ; 784 
 5229 ; Лот иностранных бон (лист из 3 штук, одна обрезана) ; 1996 ;  ;  ;  ; 9 ; Эксперт ; 347 
 5230 ; 5 песо. Мексика ; 1914 ;  ;  ; AU ; 30 ; 1505 ; 414 
 5231 ; 20 песо. Мексика ; 1914 ;  ;  ;  ; 52 ; Dmitry82 ; 517 
 5232 ; 20 гривен. Украина ; 2016 ;  ;  ; AU ; 28 ; nikkk1 ; 143 
 5233 ; 500 гривен. Украина ; 2015 ;  ;  ; AU ; 28 ; Волчек ; 1395 
 5134 ; 10 рублей. Без модификации ; 1997 ; банкнота ;  ;  ; 28 ; Red-BlueDevil ; 300 
 5135 ; Лот бон (2 штуки) Модификация 2004 года ;  ;  ;  ; AU ; 40 ; uhfvv7 ; 204 
 5136 ; Лот бон (2 штуки с одинаковыми номерами : 0000090 ; 1997 ;  ;  ; AU ; 58 ; Кэтти ; 1926 
 5137 ; Лот бон: 100 руб (5шт). Без модификации ; 1997 ;  ;  ;  ; 43 ; vla4375 ; 1500 
 5138 ; Лот бон: 100 руб (5шт). Без модификации ; 1997 ;  ;  ;  ; 39 ; vla4375 ; 1474 
 5139 ; Лот бон: 50 руб (5шт). Без модификации ; 1997 ;  ;  ;  ; 32 ; Deer ; 756 
 5140 ; Лот бон: 50 руб (5шт). Без модификации ; 1997 ;  ;  ;  ; 21 ; vla4375 ; 820 
 5141 ; Лот бон: 10 руб (20шт). Без модификации ; 1997 ;  ;  ;  ; 17 ; Deer ; 1754 
 5142 ; 100 рублей ; 2014 ; банкнота ;  ; AU ; 34 ; Potapiev ; 352 
 5143 ; 100 рублей. Крым ; 2015 ;  ;  ; AU ; 13 ; goryn ; 133 
 5144 ; Сувенирная бона "200 лет Гознаку" в информационном буклете ; 2018 ;  ;  ;  ; 26 ; Potapiev ; 1022 
 5145 ; Дорожный чек на 20 фунтов стерлингов. Госбанк СССР ; 1963 ;  ;  ;  ; 48 ; B747 ; 2346 
 5146 ; Образец отрезного чека (дипломатический, ОБРАЗЕЦ) ; 1970 ;  ;  ;  ; 25 ; lx ; 2939 
 5147 ; Сберегательный Сертификат. ОБРАЗЕЦ ;  ;  ;  ;  ; 25 ; Wireless oyster ; 416 
 5148 ; Дорожный чек на 100 рублей. СССР ;  ;  ;  ;  ; 53 ; Ksn ; 725 
 5149 ; Дорожный чек на 50 рублей. СССР ; 1971 ;  ;  ;  ; 26 ; RewMen ; 459 
 5150 ; Дорожный чек на 10 рублей. СССР ; 1971 ;  ;  ;  ; 12 ; Сhatsky ; 138 
 5151 ; Дорожный чек на 10 рублей. СССР ; 1971 ;  ;  ;  ; 11 ; RewMen ; 132 
 5152 ; 5  рублей. Талон "Арктикуголь" ;  ;  ;  ;  ; 11 ; Deer ; 184 
 5153 ; Лот дорожных чеков (3 штуки) ;  ;  ;  ;  ; 22 ; RewMen ; 308 
 5154 ; 5 рублей. Талон "Арктикуголь" ;  ;  ;  ;  ; 5 ; Евдоким ; 249 
 5155 ; Лот отрезных чеков (2 штуки) Внешторгбанк СССР , серия А ; 1972 ;  ;  ;  ; 27 ; B747 ; 579 
 5156 ; Лот отрезных чеков (2 штуки) Внешторгбанк СССР , серия А ; 1976 ;  ;  ;  ; 26 ; Ksn ; 567 
 5157 ; Отрезной чек (В/З - вертикальный) ; 1970 ;  ;  ;  ; 18 ; Ksn ; 117 
 5158 ; Сувенирная бона ГОЗНАК "Доброе. Мудрое. Вечное." ;  ;  ;  ; AU ; 11 ; Potapiev ; 867 
 5159 ; Лот чеков "Внешпосылторг" (4 штуки) ;  ;  ;  ;  ; 34 ; kbk ; 283 
 5160 ; Лот лотерейных билетов 94 штуки) ;  ;  ;  ;  ; 11 ; kvs ; 27 
 5161 ; Чековая книжка с отрезными чеками "Внешэкономбанк" (Серия А) ; 1989 ;  ;  ;  ; 32 ; ssbb333 ; 829 
 5162 ; Лот удостоверений и членских билетов (4 штуки) ;  ;  ;  ;  ; 7 ; QSL ; 89 
 5163 ; Образец Дорожного Чека. 5 рублей в буклете "Внешторгбанк СССР" ; 1978 ;  ;  ;  ; 40 ; NNN ; 1250 
 5164 ; Расчетная книжка ;  ;  ;  ;  ; 9 ; kvs ; 33 
 5165 ; Расчетная книжка ;  ;  ;  ;  ; 11 ; kvs ; 33 
 5166 ; Лот билетов (9 штук) ;  ;  ;  ;  ; 18 ; guzubala ; 125 
 5167 ; Лот купонов к облигациям (23 штуки) ;  ;  ;  ;  ; 15 ; Майкл ; 113 
 5168 ; Медвытрезвители Ленинграда.  СССР (Лот: 3 штуки) ;  ;  ;  ;  ; 25 ; танкер Дербент ; 222 
 5169 ; Лист купонов к билету в 200 рублей (Третий разряд) ;  ;  ;  ;  ; 29 ; NNN ; 140 
 5170 ; Лот купонов (2 листа) ;  ;  ;  ;  ; 5 ; Luck ; 21 
 5171 ; Лот реклам (2 штуки). "Виды Санкт-Петербурга" ;  ;  ;  ;  ; 16 ; RewMen ; 143 
 5172 ; Лот реклам (2 штуки). "Виды Санкт-Петербурга" ;  ;  ;  ;  ; 14 ; RewMen ; 143 
 5173 ; Лот реклам (2 штуки). "Виды Санкт-Петербурга" ;  ;  ;  ;  ; 10 ; Лрс 21,12 ; 104 
 5174 ; Лот реклам (2 штуки). "Виды Санкт-Петербурга" ;  ;  ;  ;  ; 12 ; RewMen ; 143 
 5175 ; Документ ; 1930 ;  ;  ;  ; 7 ; ialaiola ; 21 
 5176 ; Документ.НЭП. Микрокредитная организация ; 1927 ;  ;  ;  ; 13 ; Sollen ; 169 
 5177 ; Лот документов (2 штуки) ;  ;  ;  ;  ; 54 ; Slava O ; 343 
 5178 ; Документ. Микрокредитная организация ; 1927 ;  ;  ;  ; 5 ; Sollen ; 444 
 5179 ; Документ. Крестьянский поземельный банк ;  ;  ;  ;  ; 11 ; Sollen ; 192 
 5180 ; Листовка-пропуск. Германия ;  ;  ;  ;  ; 70 ; vit2503 ; 3526 
 5181 ; Листовка-пропуск. Германия ; 1943 ;  ;  ;  ; 57 ; vit2503 ; 996 
 5182 ; Листовка-пропуск. "Конец колхозному рабству" ;  ;  ;  ;  ; 68 ; vvvnnn ; 4104 
 5183 ; Листовка-пропуск. СССР ; 1941 ;  ;  ;  ; 47 ; coinsru ; 793 
 5084 ; Лот бон (10 штук) ; 1961 ;  ;  ;  ; 19 ; Deer ; 306 
 5085 ; Лот бон (12 штук) СССР ; 1961 ;  ;  ;  ; 19 ; shknikolay ; 255 
 5086 ; Лот бон (18 штук) ; 1961, 1991 ;  ;  ;  ; 5 ; bitdvd ; 108 
 5087 ; Лот бон России (17 штук) ;  ;  ;  ;  ; 12 ; goryn ; 87 
 5088 ; Лот бон (42 штуки) СССР, РФ ;  ;  ;  ;  ; 7 ; bitdvd ; 108 
 5089 ; 50 рублей ; 1991 ; билет ;  ;  ; 18 ; goryn ; 200 
 5090 ; 200 рублей ; 1991 ; билет ;  ; AU ; 50 ; Sheff ; 2000 
 5091 ; 200 рублей ; 1991 ; билет ;  ; AU ; 32 ; Iloilo КУ ; 1500 
 5092 ; 100 рублей ; 1991 ; билет ;  ;  ; 28 ; goryn ; 282 
 5093 ; 200 рублей ; 1991 ; билет ;  ;  ; 12 ; Захар ; 165 
 5094 ; 100 рублей ; 1991 ; билет ;  ;  ; 19 ; BSR ; 204 
 5095 ; 1000 рублей ; 1991 ; билет ;  ;  ; 12 ; Захар ; 153 
 5096 ; 1000 рублей ; 1991 ; билет ;  ;  ; 21 ; Sheff ; 185 
 5097 ; Лот бон (3 штуки) ; 1991 ;  ;  ;  ; 39 ; радимич ; 100 
 5098 ; Лот бон (10 штук) ; 1991 ;  ;  ;  ; 38 ; shknikolay ; 305 
 5099 ; Лот бон (10 штук) ;  ;  ;  ;  ; 17 ; shknikolay ; 210 
 5100 ; 50 рублей ; 1992 ; билет ;  ; AU ; 20 ; TORRA ; 245 
 5101 ; 50 рублей ; 1992 ; билет ;  ; AU ; 21 ; goryn ; 224 
 5102 ; 200 рублей ; 1992 ; билет ;  ; AU ; 8 ; goryn ; 200 
 5103 ; 500 рублей ; 1992 ; билет ;  ; AU ; 24 ; TORRA ; 286 
 5104 ; Лот бон (2 штуки, номера подряд) ; 1992 ;  ;  ; AU ; 26 ; shknikolay ; 261 
 5105 ; 1000 рублей ; 1992 ; билет ;  ;  ; 21 ; goryn ; 105 
 5106 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 21 ; goryn ; 147 
