 5903 ; 50000 злотых Польша ; 1989 ;  ;  ; AU ; 25 ; Deathbrain ; 906 
 3746 ; 2 гривны. Украина. Андрей Левицкий ; 2009 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 101 
 3747 ; 2 гривны. Украина. Борис Мартос ; 2009 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 101 
 3748 ; 2 гривны. Украина. Киевский нац экономический университет ; 2006 ;  ; Cu-Ni ; AU ; 9 ; StanislavAK ; 128 
 3749 ; 2 гривны. Украина. Харьковский Политехнический институт ; 2010 ;  ; Cu-Ni ; AU ; 7 ; иржик86 ; 107 
 3750 ; 5 гривен. Украина. Подгорецкий замок ; 2015 ;  ; Cu-Ni ; AU ; 18 ; иржик86 ; 305 
 3751 ; 2 гривны. Украина. Николай Боголюбов ; 2009 ;  ; Cu-Ni ; AU ; 5 ; в070 ; 107 
 3752 ; 5 гривен. Украина. 110 лет Киевскому фуникулеру ; 2015 ;  ; Cu-Ni ; AU ; 11 ; иржик86 ; 204 
 3753 ; 5 гривен. Украина. Успенский собор ; 2015 ;  ; Cu-Ni ; AU ; 22 ; иржик86 ; 308 
 3754 ; 2 гривны. Украина. Петрушевич ; 2008 ;  ; Cu-Ni ; AU ; 7 ; альтаир ; 107 
 3755 ; 25 центов. Канада. Упаковка ; 2012 ;  ; Ni/St ; AU ; 14 ; water spirit ; 63 
 3756 ; 25 центов. Канада. Упаковка ; 2013 ;  ; Ni/St ; AU ; 20 ; water spirit ; 63 
 3757 ; 25 центов. Канада. Упаковка ; 2013 ;  ; Ni/St ; AU ; 19 ; water spirit ; 63 
 3758 ; 25 центов. Канада. Упаковка ; 2012 ;  ; Ni/St ; AU ; 9 ; water spirit ; 63 
 3759 ; 25 центов. Канада. Упаковка ; 2013 ;  ; Ni/St ; AU ; 13 ; water spirit ; 63 
 3760 ; 25 центов. Канада. Упаковка ; 2013 ;  ; Ni/St ; AU ; 10 ; water spirit ; 68 
 3761 ; 1 далер. Швеция ; 1713 ;  ; Сu ; F ; 19 ; Недорого ; 643 
 3762 ; 1 скиллинг. Дания ; 1771 ;  ; Сu ; F ; 14 ; divergent ; 283 
 3763 ; 1/2 скиллинга. Дания ; 1829 ;  ; Сu ; F ; 23 ; Недорого ; 216 
 3764 ; 50 центов. Багамы ; 1969 ;  ; Cu-Ni ; XF ; 3 ; nafuk ; 57 
 3765 ; 100 франков. Экваториальная Африка ; 1967 ;  ; Cu-Ni ; VF+ ; 19 ; Zигзаг ; 372 
 3766 ; 5 гривен. Украина. Подгорецкий замок ; 2015 ;  ; Cu-Ni ; AU ; 17 ; jj ; 299 
 3767 ; 5 центов. Малайя и Британское Борнео ; 1961 ;  ; Cu-Ni ; XF ; 10 ; Бейн99999 ; 65 
 3768 ; 10000 метикайс. Мозамбик ; 2003 ;  ; Би/м ; AU ; 18 ; alapabula ; 328 
 3769 ; 2 цента. США ; 1864 ;  ; Br ; VF ; 60 ; игорь 222 ; 3063 
 3770 ; 5 марок. ФРГ. Бартольди ; 1981 ;  ; Cu-Ni ; AU ; 17 ; aziya11 ; 167 
 3771 ; 5 франков. Франция ; 1838W ;  ; Ag ; VF ; 15 ; coolpeppers ; 1117 
 3772 ; 100 франков. Франция ; 1991 ;  ; Ag ; XF+ ; 18 ; 6719 ; 768 
 3773 ; 500 лир. Италия. Каравелла ; 1960 ;  ; Ag ; AU ; 13 ; Grey 13 ; 408 
 3774 ; 1 лира. Италия ; 1863 ;  ; Ag ; VF+ ; 13 ; S1952 ; 264 
 3775 ; 1 шиллинг. Великобритания ; 1883 ;  ; Ag ; VF ; 12 ; alapabula ; 375 
 3776 ; 1 пенни. Великобритания ; 1900 ;  ; Cu ; VF ; 39 ; alapabula ; 439 
 3777 ; 1 фартинг. Великобритания ; 1865 ;  ; Cu ; VF ; 46 ; alapabula ; 540 
 3778 ; 1 фартинг. Великобритания ; 1929 ;  ; Cu ; XF ; 9 ; yourius ; 76 
 3779 ; 1 доллар. Британская Канада. Парусник "Гриффон" ; 1979 ;  ; Ag ; AU ; 29 ; gama ; 1300 
 3780 ; 50 центов. Британская Канада ; 1965 ;  ; Ag ; VF+ ; 9 ; S1952 ; 388 
 3781 ; 1 пенни. Британская Австралия ; 1911 ;  ; Cu ; F ; 11 ; S1952 ; 51 
 3782 ; 1/2 пенни. Британская Австралия ; 1919 ;  ; Cu ; VF- ; 11 ; ВЯЗЪ ; 105 
 3783 ; 1 шиллинг. Британская Западная Африка ; 1943 ;  ; Br ; VF- ; 27 ; avllk ; 309 
 3784 ; 3 пенса. Британская Западная Африка ; 1941 ;  ; Cu-Ni ; VF ; 46 ; ВМШ ; 365 
 3785 ; 25 центов. Британские Карибские острова ; 1959 ;  ; Cu-Ni ; VF-XF ; 23 ; Jana ; 115 
 3786 ; 10 центов. Британские Карибские острова ; 1962 ;  ; Br ; VF+ ; 16 ; gama ; 124 
 3787 ; 5 центов. Британские Карибские острова ; 1962 ;  ; Cu-Ni ; VF+ ; 23 ; gama ; 124 
 3788 ; 1 цент. Британские Карибские острова ; 1960 ;  ; Br ; VF- ; 8 ; ag58 ; 46 
 3789 ; 10 кэш. Китай, Республика ;  ;  ; Br ; F-VF ; 5 ; cboker ; 102 
 3790 ; 20 крон. Чехословакия. Президент Томаш Масарик ; 1937 ;  ; Ag ; XF/AU ; 5 ; S1952 ; 459 
 3791 ; 20 эскудо. Португалия. Лиссабон. Мост Салазара ; 1966 ;  ; Ag ; AU ; 13 ; S1952 ; 414 
 3792 ; 50 эскудо. Португалия. 125 лет Национальному Банку ; 1971 ;  ; Ag ; XF+ ; 7 ; S1952 ; 567 
 3793 ; 1 ранд. Южно-Африканская Республика ; 1966 ;  ; Ag ; AU ; 23 ; S1952 ; 595 
 3794 ; 100 песет. Испания. Каудильо Франко ; 1966 ;  ; Ag ; AU ; 13 ; S1952 ; 624 
 3695 ; 2 евро. Италия. 200 лет со дня рождения Графа К. ди Кавура ; 2010 ;  ; би/м ; XF ; 7 ; meshok ; 181 
 3696 ; 2 евро. Люксембург. 10 лет Экономическому и валютному союзу ; 2009 ;  ; би/м ; AU ; 11 ; didisister ; 318 
 3697 ; 2 евро. Люксембург. 100 лет смерти Великого герцога Вильгельма IV ; 2012 ;  ; би/м ; AU ; 9 ; archontbk ; 296 
 3698 ; 2 евро. Словакия. 20 лет созданию Вишеградской Группы ; 2011 ;  ; би/м ; AU ; 17 ; ag58 ; 184 
 3699 ; 2 евро. Франция. 10 лет евро ; 2012 ;  ; би/м ; AU ; 9 ; саны4 ; 318 
 3700 ; 2 евро. Франция. 150 лет со дня рождения Пьера де Кубертена ; 2013 ;  ; би/м ; AU ; 11 ; archontbk ; 311 
 3701 ; 2 евро. Испания. Мечеть Кордобы ; 2010 ;  ; би/м ; AU ; 9 ; archontbk ; 304 
 3702 ; 2 евро. Словакия. 1150 лет с прибытия c византийской миссией Кирилла и Мефодия ; 2013 ;  ; би/м ; AU ; 18 ; v_bond ; 224 
 3703 ; 2 евро.Италия. 50 лет Всемирной Продовольственной программы ; 2004 ;  ; би/м ; AU ; 9 ; archontbk ; 255 
 3704 ; 2 евро. Германия. Бадем-Вюртемберг ; 2013D ;  ; би/м ; AU ; 10 ; v_bond ; 247 
 3705 ; 2 евро. Люксембург ; 2012 ;  ; би/м ; AU ; 12 ; fuzzyfly ; 172 
 3706 ; 2 евро. Португалия. Председательство Португалии в Евросоюзе ; 2007 ;  ; би/м ; AU ; 9 ; sever55 ; 313 
 3707 ; 2 евро. Италия. 10 лет Экономическому и валютному союзу ; 2009 ;  ; би/м ; AU ; 19 ; nivva ; 398 
 3708 ; 2 евро. Франция. 70-летняя годовщина высадки союзников в Нормандии ; 2014 ;  ; би/м ; AU ; 19 ; Boroddd ; 184 
 3709 ; 2 евро. Германия. Бремен ; 2010D ;  ; би/м ; AU ; 12 ; dsp ; 286 
 3710 ; 2 евро. Финляндия. Туве Янссон ; 2014 ;  ; би/м ; AU ; 9 ; zhora ; 190 
 3711 ; 2 евро. Италия. Галилео Галилей ; 2014 ;  ; би/м ; AU ; 13 ; avllk ; 261 
 3712 ; 2 евро. Люксембург ; 2011 ;  ; би/м ; AU ; 9 ; archontbk ; 296 
 3713 ; 2 евро. Германия. Нижняя Саксония (Церковь Св. Михаэля в Хильдесхайме) ; 2014D ;  ; би/м ; AU ; 7 ; Александр007 ; 232 
 3714 ; 2 евро. Италия. Данте Алигьери ; 2015 ;  ; би/м ; AU ; 11 ; archontbk ; 304 
 3715 ; 2 евро. Бельгия. 100 лет Международному женскому дню ; 2011 ;  ; би/м ; AU ; 15 ; кс ; 202 
 3716 ; 2 евро. Словакия. 10 лет евро ; 2012 ;  ; би/м ; AU ; 15 ; ag58 ; 202 
 3717 ; 2 евро. Италия. Джузеппе Верди ; 2013 ;  ; би/м ; AU ; 7 ; archontbk ; 222 
 3718 ; 2 евро. Люксембург ; 2012 ;  ; би/м ; AU ; 9 ; archontbk ; 304 
 3719 ; 1 евро. Кипр ; 2014 ;  ; би/м ; AU ; 9 ; Boroddd ; 85 
 3720 ; 1 евро. Словакия ; 2009 ;  ; би/м ; AU ; 8 ; dencon ; 83 
 3721 ; 50 центов. Сан-Марино ; 2014 ;  ; ж/м ; AU ; 13 ; sever55 ; 105 
 3722 ; 50 центов. Словакия ; 2009 ;  ; ж/м ; AU ; 7 ; sever55 ; 59 
 3723 ; 5 гривен. Украина. 500 лет битве под Оршей ; 2014 ;  ; Cu-Ni ; AU ; 14 ; иржик86 ; 279 
 3724 ; 5 гривен. Украина. 110 лет киевскому фуникулеру ; 2015 ;  ; Cu-Ni ; AU ; 17 ; boroda ; 279 
 3725 ; 5 гривен. Украина. Успенский собор ; 2015 ;  ; Cu-Ni ; AU ; 16 ; иржик86 ; 285 
 3726 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 13 ; иржик86 ; 281 
 3727 ; 2 гривны. Украина. Остап Вишня ; 2014 ;  ; Cu-Ni ; AU ; 21 ; boroda ; 234 
 3728 ; 2 гривны. Украина. Метрополит Андрей Шептицкий ; 2015 ;  ; Cu-Ni ; AU ; 25 ; иржик86 ; 283 
 3729 ; 2 гривны. Украина. Михаил Вербицкий ; 2015 ;  ; Cu-Ni ; AU ; 18 ; boroda ; 234 
 3730 ; 2 гривны. Украина. Анна Ярославовна - королева Франции ; 2014 ;  ; Cu-Ni ; AU ; 21 ; Метро62 ; 411 
 3731 ; 2 гривны. Украина. Петро Прокопович ; 2015 ;  ; Cu-Ni ; AU ; 20 ; boroda ; 234 
 3732 ; 2 гривны. Украина. Галшка Гулевичивна ; 2015 ;  ; Cu-Ni ; AU ; 11 ; boroda ; 153 
 3733 ; 2 гривны. Украина. Чубинский ; 2009 ;  ; Cu-Ni ; AU ; 13 ; Недорого ; 101 
 3734 ; 2 гривны. Украина. Лев Ландау ; 2008 ;  ; Cu-Ni ; AU ; 8 ; альтаир ; 114 
 3735 ; 2 гривны. Украина. Дмитрий Луценко ; 2006 ;  ; Cu-Ni ; AU ; 5 ; StanislavAK ; 107 
 3736 ; 2 гривны. Украина. Лесь Курбас ; 2007 ;  ; Cu-Ni ; AU ; 9 ; Метро62 ; 153 
 3737 ; 2 гривны. Украина. Кость Левицкий ; 2009 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 101 
 3738 ; 2 гривны. Украина. Ляпунов ; 2007 ;  ; Cu-Ni ; AU ; 7 ; StanislavAK ; 113 
 3739 ; 2 гривны. Украина. Огиенко ; 2007 ;  ; Cu-Ni ; AU ; 13 ; Метро62 ; 224 
 3740 ; 2 гривны. Украина. Воронин ; 2008 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 111 
 3741 ; 2 гривны. Украина. Львовский нац университет ; 2011 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 111 
 3742 ; 2 гривны. Украина. Богдан-Игорь Антоныч ; 2009 ;  ; Cu-Ni ; AU ; 3 ; Недорого ; 101 
 3743 ; 2 гривны. Украина. Владимир Чеховский ; 2006 ;  ; Cu-Ni ; AU ; 5 ; StanislavAK ; 114 
 3744 ; 2 гривны. Украина. Львовская Политехника ; 2010 ;  ; Cu-Ni ; AU ; 5 ; StanislavAK ; 114 
 3645 ; 5 евро. Финляндия ; 2012 ;  ; Би/м ; AU ; 10 ; bliznetz ; 425 
 3646 ; 5 евро. Финляндия ; 2012 ;  ; Би/м ; AU ; 10 ; bliznetz ; 424 
 3647 ; 2 евро. Германия. Нижняя Саксония ; 2014D ;  ; Би/м ; AU ; 28 ; Александр007 ; 227 
 3648 ; 10 эскудо. Португальский Мозамбик ; 1952 ;  ; Ag ; VF ; 45 ; Grey 13 ; 169 
 3649 ; 200 лей. Румыния ; 1942 ;  ; Ag ; VF+ ; 33 ; shaxter2015 ; 273 
 3650 ; 1/2 рупии. Индия ; 1944 ;  ; Ag ; VF/XF ; 66 ; shaxter2015 ; 210 
 3651 ; 2 доллара. Канада ; 1996 ;  ; Би/м ; VF-XF ; 8 ; Moribor ; 90 
 3652 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 25 ; kvs ; 121 
 3653 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 19 ; kvs ; 115 
 3654 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 18 ; kvs ; 115 
 3655 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 23 ; melkore ; 151 
 3656 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 29 ; melkore ; 204 
 3657 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 17 ; kvs ; 125 
 3658 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 30 ; kvs ; 144 
 3659 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 20 ; kvs ; 125 
 3660 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 26 ; kvs ; 159 
 3661 ; 2 злотых. Польша ; 2004 ;  ; Al/Br ; AU ; 12 ; kvs ; 90 
 3662 ; 1 пенни. Великобртания ; 1927 ;  ; Br ; VF- ; 26 ; Лаванда-НН ; 34 
 3663 ; 5 франков. Франция. 300 лет Вольтера ; 1994 ;  ; Ag ; XF+ ; 13 ; Гарыныч ; 104 
 3664 ; 2 евро. Бельгия ; 2008 ;  ; Би/м ; XF ; 14 ; nivva ; 312 
 3665 ; 2 евро. Германия ; 2011 ;  ; Би/м ; XF ; 15 ; dsp ; 255 
 3666 ; 2 евро. Италия. 10 лет введения наличного евро ; 2012 ;  ; Би/м ; XF ; 7 ; meshok ; 180 
 3667 ; 2 евро. Австрия ; 2015 ;  ; Би/м ; AU ; 25 ; dsp ; 240 
 3668 ; 2 евро. Португалия ; 2003 ;  ; Би/м ; XF- ; 5 ; fuzzyfly ; 164 
 3669 ; 2 евро. Мальта ; 2015 ;  ; Би/м ; AU ; 13 ; nivva ; 332 
 3670 ; 2 евро. Нидерланды ; 2002 ;  ; Би/м ; XF+ ; 5 ; fuzzyfly ; 164 
 3671 ; 2 евро. Люксембург ; 2015 ;  ; Би/м ; AU ; 13 ; nivva ; 318 
 3672 ; 2 евро. Словакия. 30 лет флагу Европы ; 2015 ;  ; Би/м ; AU ; 13 ; nivva ; 318 
 3673 ; 1евро. Словакия ; 2009 ;  ; Би/м ; XF- ; 9 ; meshok ; 87 
 3674 ; 1 евро. Бельгия ; 2011 ;  ; Би/м ; XF- ; 5 ; maximilian2204 ; 113 
 3675 ; 1 евро. Греция ; 2002 ;  ; Би/м ; XF- ; 7 ; meshok ; 79 
 3676 ; 50 центов. Нидерланды ; 2001 ;  ; Латунь ; XF- ; 7 ; xxxl ; 36 
 3677 ; 50 центов. Греция ; 2002 ;  ; Латунь ; XF- ; 7 ; sever55 ; 53 
 3678 ; 50 центов. Бельгия ; 2011 ;  ; Латунь ; XF ; 16 ; sever55 ; 64 
 3679 ; 50 центов. Люксембург ; 2005 ;  ; Латунь ; XF- ; 29 ; nivva ; 71 
 3680 ; 50 центов. Португалия ; 2002 ;  ; Латунь ; XF- ; 7 ; ag58 ; 39 
 3681 ; 500 лир. Сан Марино ; 1992 ;  ; Би/м ; AU ; 14 ; RAPAN ; 164 
 3682 ; 500 лир. Сан Марино ; 1988 ;  ; Би/м ; AU ; 24 ; RAPAN ; 204 
 3683 ; 500 лир. Сан Марино ; 1991 ;  ; Би/м ; AU ; 8 ; калинов мост ; 104 
 3684 ; 2 евро. Люксембург. Жан и Генри ; 2014 ;  ; би/м ; AU ; 19 ; v_bond ; 255 
 3685 ; 2 евро. Бельгия. 50 лет Римского соглашения ; 2007 ;  ; би/м ; AU ; 13 ; didisister ; 368 
 3686 ; 2 евро. Испания. Альгамбра, Хенералифе и Альбасин в Гранаде ; 2011 ;  ; би/м ; AU ; 9 ; archontbk ; 305 
 3687 ; 2 евро. Германия. 25 лет объединения немецкого народа ; 2015А ;  ; би/м ; AU ; 9 ; archontbk ; 255 
 3688 ; 2 евро .Словакия ; 2009 ;  ; би/м ; AU ; 13 ; didisister ; 281 
 3689 ; 2 евро. Италия. 10 лет евро ; 2012 ;  ; би/м ; AU ; 10 ; avllk ; 227 
 3690 ; 2 евро. Финляндия. 30 лет флагу Европы ; 2015 ;  ; би/м ; AU ; 9 ; meshok ; 232 
 3691 ; 2 евро. Словакия ; 2011 ;  ; би/м ; AU ; 16 ; dencon ; 180 
 3692 ; 2 евро. Португалия. Международный год семейных фермерских хозяйств ; 2014 ;  ; би/м ; AU ; 11 ; avllk ; 223 
 3693 ; 2 евро. Португалия. 500 лет со дня рождения Фернана Мендеса Пинто ; 2011 ;  ; би/м ; AU ; 19 ; gama ; 417 
 3694 ; 2 евро. Португалия. Красный крест ; 2015 ;  ; би/м ; AU ; 9 ; archontbk ; 286 
 3595 ; 1 гривна. Украина. Евро-2012 ; 2012 ;  ; ж/м ; AU ; 17 ; chapa78 ; 33 
 3596 ; 1 круцейро. Бразилия ; 1945 ;  ; ж/м ; VF+ ; 13 ; banks ; 42 
 3597 ; 50 грошей. Польша ; 1923 ;  ; б/м ; VF ; 12 ; orlov2015 ; 45 
 3598 ; 10 пфеннингов. Германия ; 1924J ;  ; ж/м ; VF ; 11 ; альтаир ; 34 
 3599 ; 1 злоты. Польша ; 1929 ;  ; б/м ; VF ; 20 ; orlov2015 ; 45 
 3600 ; 50 пфеннингов. Германия ; 1940D ;  ; Al ; VF- ; 17 ; Димон777 ; 144 
 3601 ; 10 пфенниг. Германия ; 1896А ;  ; Cu-Ni ; VF ; 9 ; 312 ; 26 
 3602 ; 10 пфенниг. Германия ; 1898F ;  ; Cu-Ni ; VF ; 12 ; DaMon15 ; 27 
 3603 ; 10 пфенниг. Германия ; 1901A ;  ; Cu-Ni ; VF ; 11 ; 312 ; 26 
 3604 ; 10 пфенниг. Германия ; 1915A ;  ; Cu-Ni ; VF ; 9 ; калинов мост ; 27 
 3605 ; 10 пфенниг. Германия ; 1916 ;  ; Fe ; VF- ; 17 ; Лаванда-НН ; 34 
 3606 ; 10 бат. Тайланд ;  ;  ; Би/м ; XF ; 16 ; V.I.P.E.R. ; 55 
 3607 ; 1 франк. Бельгия ; 1941 ;  ; Zn ; VF- ; 13 ; калинов мост ; 26 
 3608 ; 100 эскудо. Португалия ; 1990 ;  ; Би/м ; XF- ; 9 ; Bacek ; 14 
 3609 ; 25 сент. Бельгия ; 1944 ;  ; Zn ; VF- ; 12 ; Maks87 ; 23 
 3610 ; 25 сент. Бельгия ; 1928 ;  ; Cu-Ni ; VF ; 17 ; Лаванда-НН ; 26 
 3611 ; 10 чентезими. Италия ; 1940 ;  ; Al/Br ; F ; 6 ; Лаванда-НН ; 27 
 3612 ; 200 лир. Италия ; 1993 ;  ; Al/Br ; XF ; 17 ; krugerrand ; 41 
 3613 ; 5 гривен. Украина. Белоусов ; 2004 ;  ; Cu-Ni ; XF ; 41 ; sibirian ; 309 
 3614 ; 25 пенсов. Остров Святой Елены ; 1973 ;  ; Cu-Ni ; XF+ ; 27 ; gama ; 273 
 3615 ; 5 марок. ФРГ. Эйсенбахская ж/д ;  ;  ; Cu-Ni ; XF+ ; 8 ; aziya11 ; 151 
 3616 ; 10 злотых. Польша ; 1964 ;  ; Cu-Ni ; VF+ ; 27 ; Moribor ; 143 
 3617 ; 2-1/2 гульдена. Нидерланды ; 1980 ;  ; Cu-Ni ; XF ; 18 ; калинов мост ; 61 
 3618 ; 1 крона. Гибралтар ; 1967 ;  ; Cu-Ni ; XF+ ; 11 ; Zarik ; 216 
 3619 ; 1 крона. Остров Мэн. Кошка ; 1988 ;  ; Cu-Ni ; XF- ; 13 ; sibirian ; 248 
 3620 ; 1 доллар. Британские Виргинские острова ; 2005 ;  ; Cu-Ni ; XF+ ; 45 ; RAPAN ; 400 
 3621 ; 2-1/2 экю. Португалия ; 1991 ;  ; Cu-Ni ; AU ; 13 ; gama ; 304 
 3622 ; Экю. Германия ; 1992 ;  ; Cu-Ni ; XF ; 45 ; Александр007 ; 219 
 3623 ; 1 крона. Тристан да Кунья. Коронация ; 1978 ;  ; Cu-Ni ; AU ; 10 ; banks ; 267 
 3624 ; 1 крона. Остров Мэн. Миллениум ; 1979 ;  ; Cu-Ni ; AU ; 43 ; gama ; 518 
 3625 ; 1 доллар. Британские Виргинские острова ; 2010 ;  ; Cu-Ni ; AU ; 29 ; Reverse ; 567 
 3626 ; 1 крона. Остров Мэн. ; 1979 ;  ; Cu-Ni ; AU ; 15 ; heavy_fly ; 417 
 3627 ; 1 крона. Остров Мэн. Миллениум ; 1979 ;  ; Cu-Ni ; XF ; 38 ; gama ; 567 
 3628 ; 1 песо. Куба. ; 1981 ;  ; Cu-Ni ; AU ; 31 ; Capt2 ; 567 
 3629 ; 100 эскудо. Португалия. ; 1987 ;  ; Cu-Ni ; XF+ ; 26 ; sibirian ; 67 
 3630 ; 5 экю. Нидерланды ; 1994 ;  ; Cu-Ni ; AU ; 9 ; ВМШ ; 291 
 3631 ; 1 крона. Тристан да Кунья ; 2012 ;  ; Cu-Ni,покрытие ; AU ; 65 ; gama ; 917 
 3632 ; 25 пенсов. Гернси ; 1981 ;  ; Cu-Ni ; AU ; 32 ; sibirian ; 225 
 3633 ; 1 крона. Остров Мэн. Год океана ; 1998 ;  ; Cu-Ni ; AU ; 49 ; RAPAN ; 412 
 3634 ; 1 песо. Куба. ; 1981 ;  ; Cu-Ni ; XF ; 15 ; Capt2 ; 426 
 3635 ; 1 песо. Куба. ; 1987 ;  ; Cu-Ni ; AU ; 29 ; Capt2 ; 426 
 3636 ; 1 фунт. Великобритания ; 2005 ;  ; Лат ; XF ; 26 ; edgar ; 214 
 3637 ; 1 фунт. Великобритания ; 2000 ;  ; Лат ; XF ; 21 ; alapabula ; 219 
 3638 ; 1 фунт. Великобритания ; 1985 ;  ; Лат ; VF ; 41 ; Александ98 ; 84 
 3639 ; 1 доллар. Канада ; 2010 ;  ; Cu-Ni-Zn ; AU ; 9 ; musik ; 159 
 3640 ; 2 фунта. Гернси ; 1998 ;  ; Би/м ; AU ; 17 ; KRASLAVA ; 283 
 3641 ; 3 пфеннига. Пруссия ; 1841 ;  ; Cu ; F-VF ; 39 ; orex ; 161 
 3642 ; 10 пфеннигов. Германия. Нотгельд. Кассель ; 1917 ;  ; Fe ; F+ ; 17 ; aziya11 ; 53 
 3643 ; 5 крон. Дания ; 1967 ;  ; Cu-Ni ; XF ; 51 ; kornum ; 53 
 3644 ; 1 соль. Франция ; 1791 ;  ; Cu ; F ; 11 ; orex ; 204 
 3545 ; 10 бат. Тайланд ;  ;  ; Би/м ; XF+ ; 25 ; v_bond ; 92 
 3546 ; 10 бат. Тайланд ;  ;  ; Би/м ; XF- ; 7 ; vladmarkin ; 34 
 3547 ; 10 бат. Тайланд ;  ;  ; Би/м ; XF- ; 9 ; всыня ; 12 
 3548 ; 1/2 нового шекеля. Израиль ;  ;  ; Al/Br ; VF+ ; 13 ; Rober ; 17 
 3549 ; 500 лир. Италия ; 1983 ;  ; Би/м ; XF+ ; 9 ; idsr ; 36 
 3550 ; 1 фунт. Египет ;  ;  ; Би/м ; XF+ ; 7 ; wv ; 13 
 3551 ; 500 песо. Чили ; 2000 ;  ; Би/м ; AU ; 15 ; kornum ; 72 
 3552 ; 3 пенса. Великобритания ; 1944 ;  ; Al/Br ; VF ; 21 ; Moribor ; 41 
 3553 ; 5 франков. Люксембург ; 1979 ;  ; Cu-Ni ; XF ; 17 ; krugerrand ; 45 
 3554 ; 1 цент. Мексика ; 1906 ;  ; Br ; VF ; 20 ; YAV71 ; 73 
 3555 ; 100 эскудо. Португалия ; 1990 ;  ; Би/м ; XF ; 15 ; UnPreacher ; 21 
 3556 ; 50 пиастров. Египет ;  ;  ; Al/Br ; VF+ ; 19 ; wv ; 37 
 3557 ; 1 писо. Филиппины ; 1980 ;  ; Cu-Ni ; XF ; 15 ; ag58 ; 37 
 3558 ; 1/4 доллара. США ; 2005 ;  ; Cu-Ni ; XF- ; 24 ; игорь 222 ; 35 
 3559 ; 10 пенсов. Гернси ; 1979 ;  ; Cu-Ni ; XF- ; 27 ; Jana ; 128 
 3560 ; 100 франков. Французская Полинезия ; 2000 ;  ; Ж/м ; XF+ ; 20 ; kornum ; 176 
 3561 ; 20 франков. Новая Каледония ; 1972 ;  ; Cu-Ni ; XF+ ; 11 ; Jana ; 147 
 3562 ; 50 франков. Новая Каледония ; 1967 ;  ; Cu-Ni ; XF+ ; 12 ; wwtar ; 66 
 3563 ; 5 марок. Финляндия ; 1949 ;  ; Al/Br ; VF+ ; 17 ; Capt2 ; 102 
 3564 ; 1/4 больбао. Панама ; 1979 ;  ; Cu-Ni ; VF+ ; 10 ; ag58 ; 37 
 3565 ; 25 центов. Тринидат и Тобаго ; 1966 ;  ; Cu-Ni ; VF+ ; 19 ; Виталий 64 ; 43 
 3566 ; 2 колона. Коста Рика ; 1961 ;  ; Cu-Ni ; VF+ ; 11 ; krugerrand ; 109 
 3567 ; 1 цент. США ; 1894 ;  ; Br ; F ; 41 ; electra ; 207 
 3568 ; 1 цент. США ; 19?5 ;  ; Zn ; F ; 9 ; wv ; 16 
 3569 ; 1 цент. Канада ; 1935 ;  ; Br ; VF+ ; 27 ; sax ; 243 
 3570 ; 5 марок. ФРГ ; 1975D ;  ; Cu-Ni ; XF- ; 7 ; boroda ; 150 
 3571 ; 5 марок. ФРГ ; 1984G ;  ; Cu-Ni ; XF- ; 8 ; ВМШ ; 231 
 3572 ; 5 марок. ФРГ ; 1975F ;  ; Cu-Ni ; XF- ; 5 ; boroda ; 150 
 3573 ; 50 пфенниг. Германия ; 1920A ;  ; Al ; VF ; 8 ; Maks87 ; 27 
 3574 ; 1 пфенниг. Германия ; 1939G ;  ; Br ; XF ; 31 ; RUN ; 129 
 3575 ; 1 пфенниг. Германия ; 1937A ;  ; Br ; VF+ ; 34 ; Лаванда-НН ; 110 
 3576 ; 1 пфенниг. Германия ; 1938G ;  ; Br ; VF-XF ; 32 ; Valedgio_74 ; 105 
 3577 ; 10 сентесими. Италия ; 1867 ;  ; Br ; F-VF ; 9 ; Zarik ; 80 
 3578 ; 10 сентимов. Франция ; 1916 ;  ; Br ; F-VF ; 5 ; tolegv ; 57 
 3579 ; 100 вон. Южная Корея ; 1971 ;  ; Cu-Ni ; VF ; 15 ; karal ; 58 
 3580 ; 25 центов. Тринидат и Тобаго ; 1976 ;  ; Cu-Ni ; VF ; 16 ; ag58 ; 41 
 3581 ; 50 лей. Румыния ; 1995 ;  ; Ж/м ; VF ; 19 ; tolegv ; 37 
 3582 ; 50 сентимос. Филиппины ; 1972 ;  ; Cu-Ni ; VF ; 4 ; Maks87 ; 27 
