 3183 ; Бона иностранная ;  ;  ;  ;  ; 22 ; derk02 ; 459 
 2563 ; 1 пефнниг. Германия ; 1917A ;  ; Al ; VF+ ; 2 ; DVZ ; 30 
 2564 ; 10 пфеннигов. Германия ; 1912A ;  ; Cu-Ni ; VF+ ; 2 ; Reverse ; 21 
 2565 ; 10 пфеннигов. Германия ; 1913A ;  ; Cu-Ni ; VF+ ; 1 ; минёр ; 20 
 2566 ; 10 пфеннигов. Германия ; 1907A ;  ; Cu-Ni ; VF+ ; 1 ; минёр ; 20 
 2567 ; 10 пфеннигов. Германия ; 1917A ;  ; Fe ; VF- ; 10 ; минёр ; 21 
 2568 ; 10 пфеннигов. Германия ; 1918 ;  ; Zn ; VF+ ; 4 ; минёр ; 15 
 2569 ; 10 пфеннигов. Германия ; 1918 ;  ; Zn ; VF ; 1 ; минёр ; 20 
 2570 ; 10 пфеннигов. Германия ; 1918 ;  ; Zn ; VF- ; 1 ; минёр ; 20 
 2571 ; 10 пфеннигов. Германия ; 1919 ;  ; Zn ; XF ; 3 ; минёр ; 22 
 2572 ; 10 пфеннигов. Германия ; 1919 ;  ; Zn ; VF ; 1 ; минёр ; 20 
 2573 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; XF ; 3 ; минёр ; 22 
 2574 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; VF- ; 1 ; минёр ; 20 
 2575 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; VF ; 1 ; минёр ; 20 
 2576 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; VF+ ; 34 ; alno51 ; 55 
 2577 ; 10 пфеннигов. Германия ; 1922 ;  ; Zn ; VF ; 1 ; минёр ; 20 
 2578 ; 10 пфеннигов. Германия ; 1922 ;  ; Zn ; VF+ ; 34 ; егор ; 55 
 2579 ; 10 пфеннигов. Германия ; 1917 ;  ; Zn ; VF- ; 6 ; DVZ ; 17 
 2580 ; 10 пфеннигов. Германия ; 1918 ;  ; Zn ; VF ; 1 ; минёр ; 20 
 2581 ; 10 пфеннигов. Германия ; 1920 ;  ; Zn ; VF- ; 5 ; минёр ; 15 
 2582 ; 10 пфеннигов. Германия ; 1921 ;  ; Zn ; XF+ ; 3 ; DVZ ; 24 
 2483 ; 10 пфеннигов. ФРГ ; 1977D ;  ; Латунь/St ; VF+ ; 5 ; alno51 ; 23 
 2484 ; 10 пфеннигов. ФРГ ; 1950D ;  ; Латунь/St ; VF+ ; 1 ; alex995 ; 2 
 2485 ; 10 сантимов. Латвия ; 2008 ;  ; Латунь/St ; AU ; 2 ; Чародей ; 20 
 2486 ; 20 сенти. Литва ; 1998 ;  ; Латунь ; XF+ ; 7 ; crazybober ; 7 
 2487 ; 10 сенти. Литва ; 1991 ;  ; Br ; XF+ ; 7 ; crazybober ; 7 
 2488 ; 2 сенти. Литва ; 1991 ;  ; Al ; AU ; 9 ; crazybober ; 9 
 2489 ; 1 лей. Румыния ; 1924 ;  ; Ni ; F-VF ; 3 ; himik-58 ; 32 
 2490 ; 20 стотинок. Болгария ; 1999 ;  ; Cu-Ni ; AU ; 22 ; kamensk61 ; 23 
 2491 ; 20 сентаво. Колумбия ; 1967 ;  ; Ni/St ; AU ; 10 ; koga ; 18 
 2492 ; 5 стотинок. Болгария ; 1951 ;  ; Латунь ; VF ; 2 ; Lena6975 ; 3 
 2493 ; 2 злотых. Польша ; 1977 ;  ; Латунь ; VF+ ; 2 ; Lena6975 ; 3 
 2494 ; 50 центов. Малайя и Британское Борнео ; 1961 ;  ; Cu-Ni ; AU ; 31 ; егор ; 265 
 2495 ; 1 новый соль. Перу ; 1992 ;  ; Cu-Ni ; AU ; 16 ; Dom Perignon ; 28 
 2496 ; 5 франков. Бельгия ; 1986 ;  ; Al/Br ; XF ; 5 ; t2029 ; 5 
 2497 ; 1 патака. Макао ; 1968 ;  ; Cu-Ni ; XF+ ; 29 ; ADD ; 107 
 2498 ; 500 песо. Мексика ; 1987 ;  ; Cu-Ni ; VF+ ; 15 ; Reverse ; 26 
 2499 ; 1 лира. Турция ; 2005 ;  ; Би/м ; AU ; 6 ; Nirvanych ; 14 
 2500 ; 1/4 доллара. США. Вермонт ; 2001P ;  ; Cu-Ni ; AU ; 44 ; Reverse ; 45 
 2501 ; 1/4 доллара. США. Орегон ; 2005P ;  ; Cu-Ni ; AU ; 30 ; Reverse ; 31 
 2502 ; 1/4 доллара. США. Джорджия ; 1999P ;  ; Cu-Ni ; AU ; 30 ; Reverse ; 31 
 2503 ; 10 риал. Иран ; 1367лх ;  ; Cu-Ni ; VF+ ; 16 ; Dom Perignon ; 20 
 2504 ; 50 монго. Монголия ; 1980 ;  ; Cu-Ni ; VF- ; 11 ; salim ; 17 
 2505 ; 50 центов. Стрейтс-Сетлментс. М-13,24г ; 1896 ;  ; Ag ; VF-/F ; 29 ; рл672 ; 212 
 2506 ; 1/2 рупии. Британская Индия ; 1943 ;  ; Ag ; XF+ ; 35 ; Reverse ; 200 
 2507 ; 1/12 шиллинга. Джерси ; 1964 ;  ; Br ; AU ; 12 ; overshtag ; 111 
 2508 ; 250 центов. Суринам ; 1989 ;  ; Cu-Ni ; AU ; 45 ; ADD ; 92 
 2509 ; 50 пенсов. Остров Мэн ; 1998 ;  ; Cu-Ni ; AU ; 22 ; kamensk61 ; 238 
 2510 ; 5 новых пенсов. Джерси ; 1968 ;  ; Cu-Ni ; AU ; 17 ; vlad16 ; 30 
 2511 ; 5 сантимов. Гаити ; 1997 ;  ; Cu-Ni ; AU ; 8 ; рл672 ; 34 
 2512 ; 2 доллара. Британский Гон-Конг ; 1988 ;  ; Cu-Ni ; XF ; 10 ; Dom Perignon ; 20 
 2513 ; 1/4 анны. Британская Индия ; 1920 ;  ; Cu ; VF- ; 28 ; рл672 ; 59 
 2514 ; 1 цент. Нидерландская Индия ; 1937 ;  ; Br ; XF- ; 34 ; хяня ; 115 
 2515 ; 1/2 цент. Нидерландская Индия ; 1945 ;  ; Br ; VF- ; 42 ; егор ; 131 
 2516 ; 1/2 пенни. Родезия и Ньясланда ; 1957 ;  ; Br ; XF- ; 6 ; егор ; 161 
 2517 ; 2 цента. Британское Фиджи ; 1980 ;  ; Br ; XF+ ; 19 ; belovaanna ; 100 
 2518 ; 1 сольдо (5 центов). Ватикан ; 1867 ;  ; Cu ; VF- ; 32 ; tau ; 170 
 2519 ; 1/12 анны. Британская Индия ; 1923 ;  ; Br ; XF+ ; 17 ; Reverse ; 101 
 2520 ; 50 центов. Британский Гон-Конг ; 1968 ;  ; Cu-Ni ; VF-XF ; 16 ; vc57 ; 140 
 2521 ; 10 центов. Британский Гон-Конг ; 1961 ;  ; Латунь ; VF ; 7 ; vc57 ; 23 
 2522 ; 1 пенни. Южная Родезия ; 1936 ;  ; Cu-Ni ; VF ; 15 ; smel ; 101 
 2523 ; 5 центов. Нидерландские Антиллы ; 1963 ;  ; Cu-Ni ; XF+ ; 24 ; егор ; 117 
 2524 ; 25 центов. Британские Карибские территории ; 1955 ;  ; Cu-Ni ; VF+ ; 12 ; alno51 ; 54 
 2525 ; 10 центов. Британский Восточный Карибский Штат ; 1986 ;  ; Cu-Ni ; XF- ; 18 ; alno51 ; 54 
 2526 ; 2 франка. Французский Тунис ; 1945 ;  ; Br ; F-VF ; 28 ; рл672 ; 88 
 2527 ; 1 гульден. Нидерландские Антиллы ; 1989 ;  ; Br ; XF ; 35 ; егор ; 57 
 2528 ; 1/4 шиллинга. Джерси ; 1957 ;  ; Br ; XF ; 23 ; alskr ; 31 
 2529 ; 10 центов. Британские Сейшеллы ; 1970 ;  ; Br ; VF-XF ; 43 ; vc57 ; 203 
 2530 ; 5 центов. Британский Цейлон ; 1944 ;  ; Br ; F-VF ; 12 ; егор ; 73 
 2531 ; 1 пенни. Великобритания ; 2008 ;  ; Cu/St ; AU ; 3 ; alno51 ; 57 
 2532 ; 5 гривен. Украина. Михайловский Золотоверхний собор ; 1998 ;  ; Cu-Ni ; AU ; 26 ; Nirvanych ; 188 
 2433 ; Флорин. Великобритания ; 1888 ;  ; Ag ; VF+ ; 64 ; l.f.1978 ; 906 
 2434 ; 1 шиллинг. Великобритания ; 1898 ;  ; Ag ; VF- ; 48 ; bolik ; 174 
 2435 ; 10 песо. Доминиканская республика ; 2008 ;  ; Би/м ; AU ; 9 ; zx123 ; 72 
 2436 ; 1/4 доллара. США. Нью-Мексико ; 2008P ;  ; Cu-Ni ; AU ; 15 ; Reverse ; 35 
 2437 ; 25 центов. Канада Ванкувер ; 2007 ;  ; Ni/St ; AU ; 18 ; Dim888 ; 27 
 2438 ; 20 центов. Филиппины ; 1945 ;  ; Ag ; XF+ ; 10 ; vengriya ; 150 
 2439 ; 3 пенса. Австралия ; 1938 ;  ; Ag ; XF+ ; 22 ; skif ; 99 
 2440 ; 50 пенсов. Фолклендские острова. Золотой юбилей ; 2002 ;  ; Cu-Ni ; Proof ; 46 ; Reverse ; 240 
 2441 ; 50 пенсов. Остров Святой Елены. Коронация ; 2003 ;  ; Cu-Ni ; Proof ; 85 ; Reverse ; 331 
 2442 ; 50 пенсов. Фолклендские острова. Окончание выходных ; 2002 ;  ; Cu-Ni ; Proof ; 25 ; Reverse ; 214 
 2443 ; 50 пенсов. Фолклендские острова. Золотой юбилей ; 2002 ;  ; Cu-Ni ; Proof ; 45 ; Reverse ; 240 
 2444 ; 100 филсов. Кувейт ; 1981 ;  ; Cu-Ni ; VF+ ; 23 ; GBK ; 26 
 2445 ; 100 филсов. Иордания ; 1975 ;  ; Cu-Ni ; VF ; 13 ; alskr ; 26 
 2446 ; 100000 лей. Румыния ; 1946 ;  ; Ag ; AU ; 56 ; av ; 1224 
 2447 ; 25000 лей. Румыния ; 1946 ;  ; Ag ; AU ; 45 ; av ; 714 
 2448 ; 500 эскудо. Португалия. 150 лет Банку Португалии ; 1996 ;  ; Ag ; AU ; 40 ; Ромбор ; 496 
 2449 ; 5 лева. Болгария ; 1894 ;  ; Ag ; XF ; 35 ; Bocsman ; 1224 
 2450 ; 5 крон. Дания. Годовщина серебряной свадьбы. Фредерик и Ингрид ; 1960 ;  ; Ag ; AU ; 27 ; num1 ; 805 
 2451 ; 5 крон. Дания. Свадьба принцессы Анны-Марии ; 1964 ;  ; Ag ; AU ; 30 ; num1 ; 611 
 2452 ; 20 драхм. Греция. Свадьба Константина и Анны-Марии ; 1964 ;  ; Ag ; AU ; 49 ; ВЭБ! ; 790 
 2453 ; 20 эскудо. Мозамбик ; 1960 ;  ; Ag ; AU ; 56 ; num1 ; 523 
 2454 ; 20 эскудо. Ангола ; 1955 ;  ; Ag ; AU ; 83 ; zx123 ; 547 
 2455 ; 50 монго. Монголия ; 1925 ;  ; Ag ; XF ; 61 ; ВМШ ; 1340 
 2456 ; 5 патак. Макао ; 1952 ;  ; Ag ; XF ; 129 ; alex751 ; 523 
 2457 ; 25 песо. Мексика. XIX Олимпиада ; 1968 ;  ; Ag ; AU ; 17 ; num1 ; 703 
 2458 ; 50 сентаво. Филиппины ; 1945 ;  ; Ag ; AU ; 28 ; hugo ; 308 
 2459 ; 1 франк. Швейцария ; 1957 ;  ; Ag ; XF+ ; 29 ; skif ; 102 
 2460 ; 1 франк. Швейцария ; 1963 ;  ; Ag ; AU ; 60 ; Nirvanych ; 206 
 2461 ; 1/2 франк. Швейцария ; 1964 ;  ; Ag ; AU ; 43 ; ВЭБ! ; 99 
 2462 ; 1/2 франк. Швейцария ; 1963 ;  ; Ag ; AU ; 36 ; skif ; 63 
 2463 ; 1/2 франк. Швейцария ; 1962 ;  ; Ag ; AU ; 27 ; skif ; 61 
 2464 ; 1/2 франк. Швейцария ; 1956 ;  ; Ag ; AU ; 36 ; skif ; 75 
 2465 ; 5 эскудо. Мозамбик ; 1960 ;  ; Ag ; AU ; 56 ; vitapool ; 313 
 2466 ; 1/2 шиллинга. Австрия ; 1925 ;  ; Ag ; AU ; 20 ; Alex22D ; 157 
 2467 ; 50 пара. Сербия ; 1915 ;  ; Ag ; AU ; 19 ; GBK ; 284 
 2468 ; 10 эре. Норвегия ; 1919 ;  ; Ag ; AU ; 28 ; Argnist3000 ; 600 
 2469 ; 2 евро. ФРГ. 10 лет введения ЕВРО ; 2009F ;  ; Би/м ; AU ; 15 ; Igrok4 ; 135 
 2470 ; 2 драхмы. Греция ; 1976 ;  ; Cu-Ni ; VF ; 3 ; kergudu ; 4 
 2471 ; 1 пенни. Великобритания ; 2004 ;  ; Br ; AU ; 4 ; t2029 ; 15 
 2472 ; 2 пенса. Великобритания ; 1988 ;  ; Br ; XF+ ; 5 ; vol ; 12 
 2473 ; 5 лей. Румыния ; 1942 ;  ; Zn ; VF ; 7 ; vitas123 ; 19 
 2474 ; 5 лей. Румыния ; 1978 ;  ; Al ; VF- ; 2 ; Lena6975 ; 3 
 2475 ; 5 хеллеров. Чехословакия ; 1977 ;  ; Al ; VF-XF ; 10 ; kamensk61 ; 57 
 2476 ; 10 грошей. Польша ; 1961 ;  ; Al ; VF+ ; 1 ; alex995 ; 2 
 2477 ; 20 грошей. Польша ; 1949 ;  ; Al ; VF- ; 5 ; roman_at ; 5 
 2478 ; 20 хеллеров. Чехословакия ; 1975 ;  ; Латунь ; XF- ; 5 ; t2029 ; 5 
 2479 ; 2 сантима. Латвия ; 2006 ;  ; Латунь/St ; AU ; 6 ; Чародей ; 30 
 2480 ; 100 лир. Италия ; 1977R ;  ; St ; XF- ; 6 ; alex995 ; 14 
 2481 ; 200 лир. Италия. 100 лет Таможенной академии ; 1996 ;  ; Латунь ; XF+ ; 40 ; Reverse ; 51 
 2482 ; 200 лир. Италия. 180 лет Корпуса карабинеров ; 1994 ;  ; Al/Br ; XF ; 23 ; Reverse ; 45 
 2383 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; VF-XF ; 26 ; ask ; 65 
 2384 ; 3 гроша. Пруссия ; 1780A ;  ; Ag ; VF ; 34 ; noob ; 183 
 2385 ; Монета Восток ;  ;  ; Ag ; VF ; 27 ; ppp ; 116 
 2386 ; 2 сенти. Литва ; 1936 ;  ; Br ; VF-XF ; 32 ; kamensk61 ; 49 
 2387 ; 3 пенса. Великобритания ; 1898 ;  ; Ag ; VF+ ; 15 ; vol ; 303 
 2388 ; 1 злотый. Польша ; 1976 ;  ; Al ; VF- ; 1 ; himik-58 ; 2 
 2389 ; 100 шилингов. Австрия. "XII Олимпийские игры Инсбрук " Эмблемма ; 1976 ;  ; Ag ; AU ; 17 ; Igorek81 ; 698 
 2390 ; 25 шилингов. Австрия. 100 лет Максу Ринхарду ; 1973 ;  ; Ag ; AU ; 10 ; димитрий ; 234 
 2391 ; 10 злотых. Польша ; 1933 ;  ; Ag ; VF-XF ; 33 ; FEDOTOV1920 ; 431 
 2392 ; Доллар. Канада. Детроит пролив Дейвиса ; 1987 ;  ; Ag ; Proof ; 65 ; cash ; 1141 
 2393 ; Доллар. Канада ; 2005 ;  ; Cu-Zn-Ni ; AU ; 53 ; vc57 ; 219 
 2394 ; 1 гульден. Нидерландские Антиллы ; 1964 ;  ; Ag ; AU ; 40 ; vc57 ; 524 
 2395 ; 25 центов. Канада ; 2005 ;  ; Ni/St ; AU ; 27 ; Dim888 ; 38 
 2396 ; 25 центов. Канада. Ванкувер ; 2008 ;  ; Ni/St ; AU ; 39 ; Dim888 ; 136 
 2397 ; 3 пенса. Великобритания ; 1936 ;  ; Ag ; XF ; 4 ; kergudu ; 79 
 2398 ; 10 долларов. Канада. XXI Олимпиада. Монтреаль ; 1975 ;  ; Ag ; AU ; 97 ; Igorek81 ; 816 
 2399 ; 10 долларов. Канада. XXI Олимпиада. Монтреаль ; 1974 ;  ; Ag ; AU ; 42 ; D-503 ; 793 
 2400 ; 10 долларов. Канада. XXI Олимпиада. Монтреаль ; 1976 ;  ; Ag ; AU ; 42 ; димитрий ; 816 
 2401 ; Монета серебряная. Восток (Иран?) ; ND ;  ; Ag ; VF- ; 54 ; Григорий ; 816 
 2402 ; Монета медная ; ND ;  ; Cu ; F-VF ; 51 ; S_N_R  ; 361 
 2403 ; Монета медная. Восток ; ND ;  ; Cu ; F-VF ; 33 ; Tilla ; 56 
 2404 ; 1/2 пенни. Токен. Англия. Ирландия ; 1792 ;  ; Cu ; F-VF ; 17 ; caterpi ; 147 
 2405 ; 1/2 кроны. Великобритания ; 1954 ;  ; Cu-Ni ; VF+ ; 61 ; GBK ; 97 
 2406 ; Пули. Грузия. Русское влияние, Ираклий II ; 1195 ;  ; Cu ; F-VF ; 75 ; Григорий ; 816 
 2407 ; 1 пенни. Англия, Бристоль, Генрих II. Длинный крест ;  ;  ; Cu в Ag ; VF+ ; 115 ; Alexdav ; 2037 
 2408 ; 1 пенни (денарий). Англо-Саксонское правление, Этельред II. Трещина ; ND ;  ; Ag ; F+ ; 78 ; Alexdav ; 1178 
 2409 ; 1/4 гульдена. Эссекьюбо и Димерейру (Британская Гайана), Георг III ; 1809 ;  ; Ag ; VF-XF ; 28 ; kont ; 1600 
 2410 ; 2 флорина-4 шиллинга. Англия, Виктория. 1 в годе- написание латинское ; 1787 ;  ; Ag ; XF/XF+ ; 106 ; рл672 ; 1900 
 2411 ; 1/2 кроны. Англия. Эдинбург, Анна I. Е под портретом ; 1707Е ;  ; Ag ; VF ; 103 ; Levon ; 4152 
 2412 ; 1 флорин- 1/10 фунта. Англия, Виктория. Готический ; 1873 ;  ; Ag ; VF+ ; 89 ; overshtag ; 3514 
 2413 ; 16 гут грошей. Брауншвейг и Люнебург, Вильям IV ; 1830 ;  ; Ag ; XF ; 64 ; Alexdav ; 1911 
 2414 ; 1 рупия. Британская Индия, Эдуард VII ; 1805 ;  ; Ag ; XF+ ; 98 ; hugo ; 1513 
 2415 ; 50 центов - 1/2 шиллинга. Восточная Африка, Георг VI ; 1943 ;  ; Ag ; AU ; 49 ; Ромбор ; 408 
 2416 ; 2 лептона. Британские Ионические острова ; 1819 ;  ; Cu ; VF-XF ; 57 ; overshtag ; 2997 
 2417 ; 1/2 пенни. Токен. Англия. Политический токен ; 1794 ;  ; Cu ; VF ; 28 ; Peugene ; 473 
 2418 ; 1/2 пенни. Токен. Англия. Портрет Эдуарда VI  "Принц и нищий" ; ND ;  ; Cu ; XF- ; 32 ; Peugene ; 794 
 2419 ; Медная монета. Западная Европа ; ND ;  ; Cu ; VF- ; 53 ; Alexdav ; 816 
 2420 ; Медная монета. Западная Европа ; ND ;  ; Cu ; VF ; 53 ; overshtag ; 726 
 2421 ; 1/4 пенни (фартинг). Англия ; 1861 ;  ; Cu ; VF-XF ; 36 ; сте ; 331 
 2422 ; 3 пенса. Фиджи, Георг VI ; 1947РМ ;  ; Cu ; AU ; 45 ; vengriya ; 467 
 2423 ; Модель доллара. Гаити, Генрих I ; 1811 ;  ; Cu ; Unc/AU ; 115 ; bolik ; 994 
 2424 ; 25 центов. Британское Северное Борнео. В капсуле PCGS ; 1929 ;  ; Ag ; MS 62 ; 105 ; valrus ; 3059 
 2425 ; 80 рейс. Бразилия (Португальская колония). Иосиф I ; 1771 ;  ; Ag ; VF ; 41 ; vitapool ; 765 
 2426 ; 1 франк. Тунис. Бон Пур ; 1945 ;  ; Al/Br ; XF- ; 51 ; vc57 ; 91 
 2427 ; 1/2 пенни. Новая Зеландия, Георг VI ; 1947 ;  ; Cu ; XF ; 60 ; ez ; 120 
 2428 ; 6 пенсов. Великобритания. Виктория ; 1844 ;  ; Ag ; VF+ ; 23 ; GBK ; 638 
 2429 ; 5 пара. Сербия ; 1912 ;  ; Cu-Ni ; XF ; 48 ; kergudu ; 101 
 2430 ; 25 шилингов. Австрия.100 лет Максу Ренхарду ; 1943 ;  ; Ag ; AU ; 2 ; димитрий ; 204 
 2431 ; 50 шилингов. Австрия. 150 летия освобождения Тироля ; 1959 ;  ; Ag ; AU ; 27 ; udaw ; 352 
 2432 ; 1/2 кроны. Великобритания ; 1927 ;  ; Ag ; VF- ; 18 ; ez ; 220 
 2333 ; 5 крон. Австрия. 60 лет правления ; 1908 ;  ; Ag ; VF+ ; 69 ; 542 ; 718 
 2334 ; 10 злотых. Польша ; 1935 ;  ; Ag ; VF+ ; 30 ; molodes ; 448 
 2335 ; 10 злотых. Польша ; 1934 ;  ; Ag ; VF-XF ; 40 ; ВЯЗ ; 735 
 2336 ; 1/2 доллара. США. Франклин ; 1949 ;  ; Ag ; XF- ; 56 ; AIK60 ; 353 
 2337 ; 1/2 доллара. США. Франклин ; 1957 ;  ; Ag ; VF-XF ; 46 ; vitapool ; 266 
 2338 ; 20 крон. Словакия ; 1939 ;  ; Ag ; XF+ ; 48 ; av ; 865 
 2339 ; 1 рупия. Британская Индия ; 1905 ;  ; Ag ; XF ; 31 ; 23011976 ; 700 
 2340 ; 1 рупия. Британская Индия ; 1942 ;  ; Ag ; VF-XF ; 25 ; димитрий ; 370 
 2341 ; 10 долларов. Канада. XXI Олимпиада. Монтреаль ; 1974 ;  ; Ag ; AU ; 55 ; D-503 ; 800 
 2342 ; 5 долларов. Канада. XXI Олимпиада. Монтреаль ; 1974 ;  ; Ag ; AU ; 51 ; Ромбор ; 711 
 2343 ; 5 долларов. Канада. XXI Олимпиада. Монтреаль ; 1974 ;  ; Ag ; AU ; 45 ; Алек ; 722 
 2344 ; 5 долларов. Канада. XXI Олимпиада. Монтреаль ; 1975 ;  ; Ag ; AU ; 67 ; Igorek81 ; 693 
 2345 ; 5 долларов. Канада. XXI Олимпиада. Монтреаль ; 1974 ;  ; Ag ; AU ; 36 ; Igorek81 ; 686 
 2346 ; 5 долларов. Канада. XXI Олимпиада. Монтреаль ; 1973 ;  ; Ag ; AU ; 43 ; Ромбор ; 691 
 2347 ; 100 динаров. Югославия. XIV Зимние Олимпийские игры. Сараево ; 1984 ;  ; Ag ; Proof ; 53 ; roman_at ; 561 
 2348 ; 100 динаров. Югославия. XIV Зимние Олимпийские игры. Сараево ; 1983 ;  ; Ag ; Proof ; 51 ; Igorek81 ; 506 
 2349 ; 20 центов. Малайя ; 1943 ;  ; Ag ; AU ; 72 ; ez ; 167 
 2350 ; 1 крона. Остров Мэн. Зимняя Олимпиада ; 1980 ;  ; Cu-Ni ; AU ; 43 ; Igorek81 ; 359 
 2351 ; 20 хеллеров. ДОА ; 1916 ;  ; Cu ; F+ ; 36 ; Григорий ; 308 
 2352 ; 1 флорин. Новая Зеландия, Георг VI ; 1947 ;  ; Cu-Ni ; VF+ ; 56 ; caterpi ; 147 
 2353 ; 1 шиллинг. Англия, Елизавета II ; 1959 ;  ; Cu-Ni ; VF-XF ; 46 ; vol ; 51 
 2354 ; 3 пенса. Англия, Георг V ; 1935 ;  ; Ag ; VF-XF ; 16 ; Bocsman ; 155 
 2355 ; 6 пенсов. Австралия, Георг V ; 1928 ;  ; Ag ; XF ; 26 ; GBK ; 243 
 2356 ; 1 цент. Канада, Виктория ; 1888 ;  ; Cu ; VF+ ; 45 ; dasha55 ; 312 
 2357 ; 1/2 пенни. Австралия, Елизавета II ; 1963 ;  ; Cu ; VF+ ; 39 ; cochu ; 192 
 2358 ; 1 цент. Канада, Эдвард VII ; 1903 ;  ; Cu ; XF- ; 26 ; dasha55 ; 267 
 2359 ; 1/4 анна. Индия, Георг VI ; 1942 ;  ; Cu ; XF ; 32 ; DVZ ; 116 
 2360 ; 1 анна. Индия, Георг VI ; 1946 ;  ; Cu-Ni ; VF-XF ; 51 ; Reverse ; 87 
 2361 ; 2 1/2 эскудо. Португальская Республика. Мозамбик ; 1950 ;  ; Ag ; VF- ; 15 ; ADD ; 203 
 2362 ; 1 анна. Индия, Георг VI ; 1940 ;  ; Cu-Ni ; VF+ ; 38 ; ВМШ ; 114 
 2363 ; 25 пара. Югославия ; 1920 ;  ; Cu-Ni ; VF-XF ; 8 ; kamensk61 ; 133 
 2364 ; 1/2 цента. Южная Африка ; 1964 ;  ; Латунь ; AU ; 48 ; caterpi ; 73 
 2365 ; 3 пенса. Англия, Георг VI ; 1952 ;  ; Латунь ; VF-XF ; 27 ; vc57 ; 51 
 2366 ; 160 рейс. Португальская Бразилия, Иосиф I ; 1768 ;  ; Ag ; VF- ; 96 ; vitapool ; 850 
 2367 ; 1 флорин. Англия, Виктория. Отверстие 12 часов. Убрана подвеска 12 часов ; 1891 ;  ; Ag ; VF- ; 25 ; ask ; 340 
 2368 ; 1/2 пенни. Токен. Англия ; 1794 ;  ; Cu ; VF- ; 38 ; ez ; 450 
 2369 ; 1/2 пенни. Англия, Ирландия ; 1752 ;  ; Cu ; F-VF ; 30 ; ez ; 255 
 2370 ; 1/2 пенни. Англия, Ирландия. Для Америки ; 1723 ;  ; Cu ; VF- ; 28 ; forward ; 1860 
 2371 ; Флорин. Автралия. 50 лет юбилею ; 1951 ;  ; Ag ; XF+/AU ; 68 ; GBK ; 310 
 2372 ; Флорин. Австралия ; 1954 ;  ; Ag ; XF- ; 47 ; vitapool ; 165 
 2373 ; 1 гульден. Нидерланды ; 1955 ;  ; Ag ; XF+ ; 59 ; Nirvanych ; 105 
 2374 ; 1 шиллинг. Новая Гвинея ; 1938 ;  ; Ag ; XF+ ; 43 ; егор ; 242 
 2375 ; 1 шиллинг. Австралия ; 1958 ;  ; Ag ; VF+ ; 27 ; Vadsux ; 111 
 2376 ; 10 центов. Малайя ; 1939 ;  ; Ag ; VF-XF ; 36 ; alskr ; 72 
 2377 ; 10 центов. Стрейтс-Сетлментс ; 1927 ;  ; Ag ; VF+ ; 19 ; 542 ; 104 
 2378 ; 6 пенсов. Австралия ; 1943D ;  ; Ag ; XF+ ; 32 ; dasha55 ; 193 
 2379 ; 6 пенсов. Великобритания ; 1942 ;  ; Ag ; XF- ; 10 ; Reverse ; 79 
 2380 ; 6 пенсов. Великобритания ; 1943 ;  ; Ag ; VF+ ; 28 ; dasha55 ; 104 
 2381 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF-XF ; 30 ; Bocsman ; 100 
 2382 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; XF+ ; 29 ; Reverse ; 45 
 2283 ; 1 пфенниг. Веймар ; 1936A ;  ; Br ; XF+ ; 21 ; solder13 ; 28 
 2284 ; 1 пфенниг. Веймар ; 1936D ;  ; Br ; VF-XF ; 13 ; Dom Perignon ; 14 
 2285 ; 1 пфенниг. Веймар ; 1936G ;  ; Br ; VF+ ; 7 ; koga ; 24 
 2286 ; 1 пфенниг. Веймар ; 1936J ;  ; Br ; VF+ ; 9 ; koga ; 24 
 2287 ; 50 пфеннигов. ГДР ; 1971A ;  ; Al ; AU ; 21 ; kai2009 ; 28 
 2288 ; 50 пфеннигов. ГДР ; 1973A ;  ; Al ; AU ; 14 ; vanamo ; 28 
 2289 ; 10 пфеннигов. ГДР ; 1971A ;  ; Al ; AU ; 10 ; Vico ; 11 
 2290 ; 5 пфеннигов. ГДР ; 1950A ;  ; Al ; VF- ; 4 ; vanamo ; 14 
 2291 ; 5 пфеннигов. ГДР ; 1952A ;  ; Al ; XF+ ; 7 ; vanamo ; 21 
 2292 ; 5 пфеннигов. ГДР ; 1975A ;  ; Al ; XF+ ; 9 ; ez ; 34 
 2293 ; 50 пфеннигов. ГДР ; 1950A ;  ; Al/Br ; VF-XF ; 23 ; zx123 ; 38 
 2294 ; 2 марки. ГДР ; 1957A ;  ; Al ; AU ; 23 ; taran1 ; 79 
 2295 ; 2 марки. ГДР ; 1978A ;  ; Al ; XF- ; 20 ; Man 11 ; 33 
 2296 ; 1 марка. ГДР ; 1978A ;  ; Al ; AU ; 29 ; vanamo ; 51 
 2297 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; AU ; 38 ; kai2009 ; 105 
 2298 ; 20 марок. ГДР. Фридрих фон Шиллер ; 1972A ;  ; Cu-Ni ; AU ; 24 ; kai2009 ; 104 
