 6693 ; Пуговица Швеция ;  ;  ; Ж/м ;  ; 12 ; basil ; 83 
 5032 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; Dell013 ; 59 
 5033 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Таврида ; 114 
 5034 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 54 ; lenohota ; 347 
 5035 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 60 ; ЧЕРВОНЕЦ76 ; 747 
 5036 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; lenohota ; 44 
 4087 ; Лот монет Конго: 15 шт. ;  ;  ; Al,Cu-Ni ; VF/XF ; 21 ; Emv ; 214 
 4088 ; Лот монет Польши: 3шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 17 ; STANDART ; 142 
 4089 ; Лот монет Греции: 5 драхм (4шт) ; 1930 ;  ; Ni ; VF ; 15 ; Sterh ; 105 
 4090 ; Лот монет США: 1/4 доллара (12 шт.) Национальные парки ; 2014-2017 ;  ; Cu-Ni ; AU ; 21 ; Pavel99 ; 281 
 4091 ; Лот монет Швейцарии: 10шт ;  ;  ; Cu-Ni ; VF ; 26 ; silver925 ; 257 
 4092 ; Лот монет Фарнции: 4шт ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 17 ; Oleg72 ; 46 
 4093 ; Лот монет Гватемалы: 9 шт. ;  ;  ; Al,Al/Br,Cu-Ni ; VF- ; 27 ; STANDART ; 156 
 4094 ; Лот монет Казахстана: 13 шт. ;  ;  ; Cu-Ni,Al/Br,Би/ ; VF+/XF+ ; 21 ; л842 ; 512 
 4095 ; Лот монет Югославии: 100 динар (4 шт.) ;  ;  ; Cu-Ni ; XF- ; 25 ; Ok13 ; 41 
 4096 ; Лот иностранных монет 14шт ;  ;  ; Cu-Ni,Br,Ni/Лат ; XF/XF ; 15 ; каррр ; 72 
 4097 ; Лот монет Бразилии: 11 шт. ;  ;  ; St,St/Cu,St/Лат ; VF/XF ; 9 ; cityden ; 25 
 4098 ; Лот монет Сербии: 8 шт. ;  ;  ; Zn,Cu-Ni,Al/Br ; F/VF+ ; 40 ; Emv ; 281 
 4099 ; Лот монет Швеции: 15шт ;  ;  ; Br ; VF ; 25 ; 8888888АЛЕКС888888 ; 341 
 4100 ; Лот монет Гон-Конга: 7шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 13 ; aaaaa1971 ; 151 
 4101 ; Лот монет Уганды: 9 шт. ;  ;  ; St/Ni,Ni/Лат ; VF/XF ; 30 ; d-master ; 123 
 4102 ; Лот монет США: 1/4 доллара (12 шт.) Национальные парки ; 2014-2017 ;  ; Cu-Ni ; AU ; 24 ; Матроскин ; 282 
 4103 ; Лот монет Бельгии: 5 франков (6 шт.) ;  ;  ; Al/Br ; XF ; 6 ; oparinss ; 13 
 4104 ; Лот монет Венесуэлы: 10 шт. ;  ;  ; Би/м,St/Ni ; XF/AU ; 17 ; Степан_81 ; 117 
 4105 ; Лот монет Кувейта: 17 шт. ;  ;  ; Cu-Ni,St/Ni,Ж/м ; XF/AU ; 32 ; 1gold ; 199 
 4106 ; Лот монет Кении: 13шт ;  ;  ; Cu-Ni Al/Br ; VF/XF ; 34 ; Копеечка ; 172 
 4107 ; Лот монет Швеции: 15шт ;  ;  ; Br ; VF/VF-XF ; 26 ; Леонс ; 347 
 4108 ; Лот монет Испании: 4 шт. ; 1982 ;  ; Cu-Ni,Al/Br ; XF+ ; 22 ; SpAi ; 33 
 4109 ; Лот монет Австралии: 3 шт. ;  ;  ; Cu-Ni ; VF ; 18 ; vasa ; 56 
 4110 ; Лот монет Китая: 10 юаней (3шт) ; 1997,1999 ;  ; Би/м ; VF+/XF- ; 32 ; nicola59 ; 417 
 4111 ; Лот монет Италии: 11 шт. ;  ;  ; Al/Br,St ; VF+/XF ; 5 ; Plus ; 23 
 4112 ; Лот монет Китая: 18 шт. ;  ;  ; Al,St,Ж/м ; VF/XF ; 12 ; Копеечка ; 42 
 4113 ; Лот монет Гамабии: 11 шт. ;  ;  ; St/Ni,Cu-Ni,Br ; VF/XF ; 21 ; STANDART ; 234 
 4114 ; Лот монет Чили: 10 шт. ;  ;  ; Би/м,Al/Br,Br ; VF/XF ; 20 ; d-master ; 83 
 4115 ; Лот монет Италии: 15 шт. ;  ;  ; St,Би/м,Al/Br, ; F/AU ; 7 ; Степан_81 ; 69 
 4116 ; Лот монет Турции: 9 шт. ;  ;  ; Al,St,Лат ; VF/XF ; 37 ; SpAi ; 108 
 4117 ; Лот иностранных монет: 2 евроцента (23 шт.) ;  ;  ; St/Cu ; XF/AU ; 21 ; Pavel99 ; 66 
 4118 ; Лот монет Дании: 16 шт. ;  ;  ; Al,Zn,Br,Cu-Ni ; VF/XF+ ; 15 ; aaaaa1971 ; 73 
 4119 ; Лот монет Швейцарии: 20 раппен (3 шт.) ;  ;  ; Cu-Ni ; XF ; 19 ; vasa ; 90 
 4120 ; Лот монет Венгрии: 30 шт. ;  ;  ; Al,Br,Cu-Ni,Fe, ; VF/XF- ; 21 ; aaaaa1971 ; 174 
 4121 ; Лот монет Бельгии, Люксембурга (14шт) ; 1861-1996 ;  ; Cu/Ni,Al/Br,Cu ; VF-/XF- ; 6 ; cityden ; 56 
 4122 ; Лот монет Швеции: 10шт ;  ;  ; Br ; VF ; 13 ; Бигль ; 281 
 4123 ; Лот монет Кипра: 14 шт. ;  ;  ; Cu-Ni,Al/Br,Cu, ; VF+/XF+ ; 26 ; vasek ; 101 
 4124 ; Лот монет Румынии: 17 шт. ;  ;  ; Cu-Ni,Al,St/Cu, ; VF/VF+ ; 11 ; cityden ; 35 
 4125 ; Лот монет Латвии: 28 шт. ;  ;  ; Cu-Ni,Br,Al/Br ; VF ; 31 ; Flagman ; 462 
 4126 ; Лот монет Гонконга: 20 шт. ;  ;  ; Cu-Ni,St/Лат, ; VF/XF ; 11 ; hemiechinus ; 89 
 4127 ; Лотм онет Швеции (17шт) ; 1946-2009 ;  ; Cu/Ni,Cu,Fe ; VF/XF ; 8 ; Plus ; 79 
 4128 ; Лот монет Исландии: 17шт ;  ;  ; Cu-Ni Al/Br ; VF/XF ; 10 ; hemiechinus ; 131 
 4129 ; Лот монет Чили: 17шт ;  ;  ; Al/Br ; F/XF ; 11 ; Meshok ; 78 
 4130 ; Лот монет Латинской Америки:15шт ;  ;  ; St Al/Br Cu-Ni ; VF/AU ; 31 ; Степан_81 ; 464 
 4131 ; Лот монет Польши: 2 злотых (15 шт.) ;  ;  ; Al/Br ; VF/XF ; 26 ; Pavel99 ; 34 
 4132 ; Лот монет Нидерландов: 21 шт. ;  ;  ; Ni,Ni/Br,Cu,Br, ; F/AU ; 34 ; STANDART ; 183 
 4133 ; Лот монет Канады: 30шт ;  ;  ; Cu-Ni ; VF/AU ; 12 ; Марик ; 129 
 4134 ; Лот монет Ганы: 19 шт. ;  ;  ; Би/м,St/Cu,St/N ; VF/XF ; 20 ; aaaaa1971 ; 211 
 4135 ; Лот монет Греции: 18 шт. ;  ;  ; Cu-Ni,Al/Br,Al, ; VF/XF+ ; 17 ; koav ; 250 
 4136 ; Лот монет Украины: 10 копеек (50 шт.) ;  ;  ; Al/Br ; VF/XF ; 14 ; Хуавей ; 21 
 4037 ; Лот монет Украины: 1 гривна (4 шт.) ;  ;  ; Al/Br ; XF ; 21 ; Oleg72 ; 24 
 4038 ; Лот монет Канады: 6шт ;  ;  ; Cu-Ni ; VF/AU ; 18 ; STANDART ; 155 
 4039 ; Лот монет США, Германии (5шт) ; 1940,1942,1976 ;  ; Zn,Cu-Ni ; F/XF ; 15 ; aziya11 ; 204 
 4040 ; Лот монет США (Парки США): 1/4 доллара (5шт) ; 2012,2011 ;  ; Cu-Ni ; XF/AU ; 24 ; валенок ; 167 
 4041 ; Лот монет Афганистана: 4шт ;  ;  ; Cu-Ni Лат ; VF/VF-XF ; 11 ; SpAi ; 132 
 4042 ; Лот монет ОАЭ: 3шт ;  ;  ; Cu-Ni ; VF/XF ; 14 ; vasa ; 35 
 4043 ; Лот монет Швеции: 10шт ;  ;  ; Br ; VF/XF ; 23 ; silver925 ; 302 
 4044 ; Лот монет Украины (2шт): 1 гривна ; 2012 ;  ; Лат ; AU ; 14 ; STANDART ; 40 
 4045 ; Лот монет Канады: 1 цент (10 шт.) ;  ;  ; Br ; XF- ; 31 ; Pavel99 ; 32 
 4046 ; Лот монет США: 4шт ;  ;  ; Cu-Ni ; VF/F-VF ; 22 ; Meshok ; 128 
 4047 ; Лот монет США: 1/4 доллара (4 шт.) ;  ;  ; Cu-Ni ; VF/XF ; 36 ; Pavel99 ; 79 
 4048 ; Лот монет Алжира (5шт) ;  ;  ; Би/м ; VF/VF+ ; 42 ; SpAi ; 273 
 4049 ; Лот монет Китая: 10 юаней (3шт) ; 1997,1999 ;  ; Би/м ; VF+/XF ; 20 ; Серж PirGS ; 340 
 4050 ; Лот монет США: 4шт ;  ;  ; Cu-Ni ; AU ; 25 ; Pavel99 ; 137 
 4051 ; Лот иностранных монет: 10 шт. ;  ;  ; Br,St/Cu,Б/м ; XF/AU ; 24 ; Oleg72 ; 71 
 4052 ; Лот монет Финляндии: 200,100 марок (2шт) ; 1956,1957 ;  ; Ag ; VF/XF ; 19 ; krugerrand ; 375 
 4053 ; Лот монет Польши, Румыни, Молдавии: 11шт ;  ;  ; Cu-Ni лат Al ; VF/XF ; 19 ; vasek ; 134 
 4054 ; Лот монет Швеции: 2,1 крона 2шт ; 1956,1957 ;  ; Ag ; VF/XF ; 21 ; сортам70 ; 376 
 4055 ; Лот монет Новой Зеландии: 7 шт. ;  ;  ; Cu-Ni,Br ; VF/VF+ ; 25 ; silver925 ; 360 
 4056 ; Лот монет Финляндии: 11 шт. ;  ;  ; Al/Br,Al,Br,Cu- ; VF/XF ; 41 ; murka1973 ; 51 
 4057 ; Лот монет США: 10 шт. ;  ;  ; Cu-Ni,Br ; VF/XF ; 50 ; Pavel99 ; 218 
 4058 ; Лот монет Швейцарии: 17 шт. ;  ;  ; Br,Cu-Ni, ; VF/XF+ ; 16 ; silver925 ; 163 
 4059 ; Лот монет Люксембурга: 9 шт. Припаян крепеж ;  ;  ; Cu-Ni,Fe,Al,St/ ; F/XF+ ; 24 ; krugerrand ; 138 
 4060 ; Лот иностранных монет 18шт ;  ;  ; Cu-Ni,Br,Ni/Лат ; XF/XF ; 15 ; Oleg72 ; 53 
 4061 ; Лот монет Марокко: 4шт ;  ;  ; Cu-Ni Лат ; VF ; 15 ; Копеечка ; 51 
 4062 ; Лот монет Алжира (4шт) ;  ;  ; Би/м ; VF/VF+ ; 42 ; STANDART ; 194 
 4063 ; Лот монет Алжира (5шт) ;  ;  ; Би/м ; VF/VF+ ; 40 ; SpAi ; 281 
 4064 ; Лот монет Италии: 5шт ;  ;  ; Би/м ; XF/XF+ ; 9 ; Хуавей ; 83 
 4065 ; Лот монет Швеции: 1 крона, 50,25,10 эре 4шт ; 1910-1920 ;  ; Ag,Cu-Ni ; VF ; 15 ; сортам70 ; 372 
 4066 ; Лот монет Лаоса: 4 шт. ;  ;  ; Al ; VF+/AU ; 15 ; велко ; 123 
 4067 ; Лот монет ГДР: 7 шт. ;  ;  ; Al ; VF ; 27 ; avi992 ; 50 
 4068 ; Лот монет ФРГ: 2,1 марка (3 шт.) ;  ;  ; Cu-Ni ; VF/XF ; 42 ; uz ; 134 
 4069 ; Лот монет Эстонии: 3шт ;  ;  ; Al/Br ; XF ; 6 ; Sterh ; 82 
 4070 ; Лот монет США: 5 центов (10 шт.) ;  ;  ; Cu-Ni ; VF/VF+ ; 27 ; Pavel99 ; 38 
 4071 ; Лот монет Японии: 6шт ;  ;  ; Cu-Ni лат Al ; VF/XF- ; 14 ; Oleg72 ; 46 
 4072 ; Лот монет Израиля: 5 шт. ;  ;  ; Cu-Ni ; VF-/XF ; 7 ; cityden ; 28 
 4073 ; Лот монет Туркмении: 8 шт. ; 2009-2010 ;  ; Би/м,St/Ni, ; XF/AU ; 13 ; aaaaa1971 ; 235 
 4074 ; Лот монет США: 1/4 доллара (12 шт.) Национальные парки ; 2014-2017 ;  ; Cu-Ni ; AU ; 23 ; валенок ; 281 
 4075 ; Лот монет Германии: 21 шт. ;  ;  ; Al,Br,St/Cu, ; VG/XF ; 21 ; Геннеберг А.В. ; 216 
 4076 ; Лот монет США: 1/4 доллара (5 шт.) ; 2014-2019 ;  ; Cu-Ni ; XF+/AU ; 21 ; STANDART ; 202 
 4077 ; Лот монет Великобритании:4шт ;  ;  ; Cu-Ni ; AU ; 14 ; silver925 ; 111 
 4078 ; Лот монет Норвегии: 3шт ;  ;  ; Br ; VF ; 29 ; D-503 ; 396 
 4079 ; Лот монет Польши: 5 злотых (8 шт.) ;  ;  ; Al/Br ; VF/XF ; 29 ; л842 ; 63 
 4080 ; Лот монет США: 4шт ;  ;  ; Cu-Ni ; XF/AU ; 27 ; STANDART ; 116 
 4081 ; Лот монет США: 15шт ;  ;  ; Br ; VF/XF ; 35 ; 1gold ; 110 
 4082 ; Лот монет Исландии: 7шт ;  ;  ; Cu-Ni ; VF/XF ; 15 ; Whosaid ; 77 
 4083 ; Лот монет Швейцарии: 5шт ;  ;  ; Cu-Ni ; VF-XF ; 14 ; металлург ; 150 
 4084 ; Лот монет Таджикистана: 10шт ;  ;  ; Cu-Ni лат ; VF/XF ; 18 ; aaaaa1971 ; 153 
 4085 ; Лот монет Испании: 15 шт. ;  ;  ; Cu-Ni,St/Cu,Cu, ; VG/XF+ ; 10 ; Степан_81 ; 77 
 4086 ; Лот монет Швейцарии: 20шт ;  ;  ; Cu-Ni Al/Br ; VF/AU ; 24 ; Pavel99 ; 147 
 3987 ; Набор монет Ватикана: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2011 ;  ; Би/м,Лат,St/Cu ; AU ; 40 ; vl999rg ; 4533 
 3988 ; Набор монет Великобритании: 50,10,5,2,1,1/2 пенни (6шт)+жетон. Пластиковая упаковка ; 1980 ;  ; Cu-Ni,Br,ж/м ; Proof ; 13 ; AAOO ; 538 
 3989 ; Набор евро монет: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Испания. Пластиковая упаковка ; 2013 ;  ; Cu/St,Би/м,Лат ; AU ; 37 ; Степан_81 ; 542 
 3990 ; Набор монет Украины "День защитника Украины" (9шт): 5,1 гривна, 50,25,10,5,2,1 копейка. в капсуле и буклете ; 2015 ;  ; St,Al/Br.Cu/Ni ; Proof ; 66 ; ЧЕРВОНЕЦ76 ; 3853 
 3991 ; Набор монет США: 5шт. Пластиковая упаковка ; 1972 ;  ; Cu-Ni,Br ; Proof ; 18 ; Pavel99 ; 273 
 3992 ; Набор евро монет: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Кипр. Пластиковая упаковка ; 2008 ;  ; Cu/St,Би/м,Лат ; AU ; 22 ; crocus ; 405 
 3993 ; Набор монет США: 1,1/2,1/4 доллара, 1 дайм, 5,1 цент (6 шт.) Упаковка ; 1974 ;  ; Cu-Ni,Br ; AU ; 18 ; валенок ; 357 
 3994 ; Набор монет США 5шт + жетон. Упаковка ; 1987 ;  ; Cu-Ni,Br ; AU ; 14 ; валенок ; 357 
 3995 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 цент (6шт). Упаковка, сертификат ; 1970 ;  ; Cu-Ni,Br ; Unc ; 11 ; YxY ; 357 
 3996 ; Набор монет Великобритании: 3шт Буклет ; 2005 ;  ; Лат/St Би/м Cu- ; AU ; 18 ; MS71 ; 591 
 3997 ; Набор монет Сан-Марино: 2 евро, 50, 2 евроцента (3шт) ; 2005 ;  ; Би/м,Cu/St,лат ; AU ; 34 ; vl999rg ; 622 
 3998 ; Набор жетонов Соломоновы острова (Тюдоры) 6шт Коробка ; 2018 ;  ; Б/м ; Proof ; 14 ; cotangens ; 1729 
 3999 ; Набор монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + 100,50,20,10,5,2,1 драхма (7шт). Буклет ; 20 век, 2009-2010 ;  ; Би/м,Лат,Cu/St, ; AU/XF ; 25 ; cotangens ; 459 
 4000 ; Набор монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + 5,2-1/2,1 гульден, 25,10,5 центов  (6шт). Буклет ; 20 век, 1999-2003 ;  ; Би/м,Лат,Cu/St, ; AU ; 21 ; cotangens ; 479 
 4001 ; Набор монет Словакии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) + жетон. Буклет ; 2009 ;  ; Би/м,Cu/St,Лат ; AU ; 32 ; Alexander_Vl ; 1010 
 4002 ; Набор монет Великобритании: 2,1 фунт, 50,20,10,5,2,1 пенс (8 шт.) Буклет ; 1997 ;  ; Би/м,Cu-Ni,Br, ; Unc ; 13 ; serg.g ; 423 
 4003 ; Набор монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (5 шт.) + жетон. Буклет ; 1997 ;  ; Cu-Ni,Br ; Unc ; 17 ; Sk-masshtab ; 328 
 4004 ; Набор евро монет Испании: 2,1 евро, 50,20,10,5,2,1 евро цент (9шт). Буклет ; 2007 ;  ; Cu/St,Би/м,Лат ; Unc ; 19 ; LEXAI ; 567 
 4005 ; Набор монет Армении: 200 драм (6 шт.) Деревья. Буклет ; 2014 ;  ; Лат ; Unc ; 19 ; vl999rg ; 490 
 4006 ; Лот монет Эфиопии (9шт) ;  ;  ; Al,ЛАТ ; VF/XF ; 132 ; teso ; 340 
 4007 ; Набор монет Швеции: 6шт Упаковка ; 1981 ;  ; Cu-Ni Br ; AU ; 15 ; Sk-masshtab ; 255 
 4008 ; Лот монет Алжира (35шт) ;  ;  ; Би/м ; VF/XF ; 56 ; Копеечка ; 1205 
 4009 ; Лот монет Испании: 18шт ; 1984-1999 ;  ; Лат,Cu-Ni ; VF/XF ; 17 ; aaaaa1971 ; 183 
 4010 ; Набор евро монет: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Испания. Упаковка ; 2011 ;  ; Cu/St,Би/м,Лат ; AU ; 31 ; cotangens ; 510 
 4011 ; Набор монет Швеции: 6шт Упаковка ; 1980 ;  ; Cu-Ni Br ; AU ; 11 ; Sk-masshtab ; 255 
 4012 ; Набор монет Швеции: 6шт Упаковка ; 1982 ;  ; Cu-Ni Br ; AU ; 9 ; Sk-masshtab ; 255 
 4013 ; Лот монет Канады: 25 центов (12 шт.) 125 лет Конфедерации Канады ; 1992 ;  ; Ni ; AU ; 46 ; Pavel99 ; 526 
 4014 ; Лот монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) ; 1999-2001 ;  ; Би/м,Cu/St,Лат ; AU ; 27 ; Матроскин ; 343 
 4015 ; Набор монет Германии: 2шт + жетон ; 1989 ;  ; Cu-Ni ; AU ; 17 ; Reks ; 263 
 4016 ; Набор монет Бельгии: 10,5,1 франк, 50 сантимов (8 шт.) Пластиковая коробка ; 1977 ;  ; Ni,Br ; AU ; 15 ; Sk-masshtab ; 264 
 4017 ; Набор монет Югославии: 10 динар (2 шт.) ; 1983 ;  ; Cu-Ni ; AU ; 31 ; Sk-masshtab ; 195 
 4018 ; Рол монет Финляндии: 1 евроцент ;  ;  ; St/Cu ;  ; 57 ; kadadin ; 211 
 4019 ; Лот монет США: 1/4 доллара (100шт). В банковском мешке ; 2015 ;  ; Cu-Ni ;  ; 27 ; YxY ; 2010 
 4020 ; Набор жетонов. 6 Sex Euros. (8 шт.) Выпуск 3 ;  ;  ;  ;  ; 19 ; ВЯЗЪ ; 268 
 4021 ; Набор жетонов. 6 Sex Euros. (4 шт.) Выпуск 1 ;  ;  ;  ;  ; 20 ; wwi.i ; 206 
 4022 ; Набор жетонов. 6 Sex Euros. (8 шт.) Выпуск 4 ;  ;  ;  ;  ; 18 ; ВЯЗЪ ; 306 
 4023 ; Набор жетонов. 6 Sex Euros. (7 шт.) Выпуск 2 ;  ;  ;  ;  ; 24 ; ВЯЗЪ ; 255 
 4024 ; Лот монет Финляндии: 8 шт. ;  ;  ; Cu-Ni,Al/Br,Cu ; VF/XF ; 12 ; Oleg72 ; 70 
 4025 ; Лот монет Швеции: 7шт ;  ;  ; Br ; F/VF ; 40 ; orex ; 399 
 4026 ; Лот монет Канады: 4шт ;  ;  ; Cu-Ni Br ; VF/VF+ ; 10 ; STANDART ; 143 
 4027 ; Лот монет Германии: 200 марок (5 шт.) ;  ;  ; Al ; VF+/XF ; 64 ; I3 ; 316 
 4028 ; Лот монет Туркмении: 9 шт. ; 1993-1999 ;  ; St/Cu,St/Ni ; XF/AU ; 43 ; alex241 ; 126 
 4029 ; Лот монет Кувейт: 7шт ;  ;  ; Cu-Ni Al/Br ; VF/XF ; 18 ; cityden ; 175 
 4030 ; Лот монет Дании: 4шт ;  ;  ; Br ; VF ; 18 ; silver925 ; 246 
 4031 ; Лот монет Кубы: 3 шт. ;  ;  ; Al,St/Ni ; VF/XF ; 19 ; teso ; 126 
 4032 ; Лот монет Испании: 7шт ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 15 ; vasa ; 165 
 4033 ; Лот монет Приднестровья: 1 рубль (3 шт.) Юбилейные ; 2019 ;  ; St/Ni ; AU ; 31 ; alex241 ; 174 
 4034 ; Лот монет Китая: 10 юаней (3шт) ; 1997,1999 ;  ; Би/м ; VF+ ; 24 ; кот баюн ; 359 
 4035 ; Лот монет Турции: 4шт ;  ;  ; Cu-Ni Би/м ; AU/VF-XF ; 12 ; тикси3 ; 39 
 4036 ; Лот монет Португалии: 5шт ;  ;  ; Cu-Ni,Br ; XF/AU ; 15 ; vasa ; 200 
 3937 ; 1 шллинг. Нигерия ; 1959 ;  ; Cu-Ni ; VF+ ; 11 ; basil ; 60 
 3938 ; 1 крона. Остров Мэн. Серебряный юбилей ; 1977 ;  ; Cu-Ni ; AU ; 18 ; SKeeper ; 262 
 3939 ; 1/2 стивера. Токен. Эссекьюбо и Димарейро ; 1813 ;  ; Cu ; F-VF ; 40 ; Sterh ; 812 
 3940 ; 10 пфеннигов. Германия, Нотгельд ; 1919 ;  ; Zn ; F-VF ; 21 ; 220W ; 186 
 3941 ; 100 франков. Африканский монетный союз ; 1975 ;  ; Cu-Ni ; XF- ; 15 ; basil ; 57 
 3942 ; 10 сантимов. Люксембург ; 1870 ;  ; Cu ; VF-XF ; 29 ; orex ; 239 
 3943 ; 50 центов. Австралия ; 1981 ;  ; Cu-Ni ; XF ; 24 ; кот баюн ; 73 
 3944 ; 4 сентаво. Португалия ; 1919 ;  ; Cu-Ni ; XF ; 23 ; велко ; 143 
 3945 ; 1 доллар. Австралия ; 1996 ;  ; Al/Br ; XF ; 19 ; basil ; 82 
 3946 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 26 ; basil ; 133 
 3947 ; 20 пара. Черногория ; 1914 ;  ; Cu-Ni ; VF+ ; 27 ; SpAi ; 256 
 3948 ; 50 лева. Болгария ; 1943 ;  ; Cu-Ni ; VF- ; 7 ; basil ; 111 
 3949 ; 5 лир. Израиль ;  ;  ; Cu-Ni ; XF ; 14 ; sifirot ; 46 
 3950 ; 50 миллим. Тунис ; 1983 ;  ; Лат ; VF ; 3 ; basil ; 6 
 3951 ; 200 эскудо. Португалия ; 1996 ;  ; Би/м ; XF+ ; 11 ; salim ; 124 
 3952 ; 2 евро. Нидерланды ; 2000 ;  ; Би/м ; XF ; 16 ; Ok13 ; 158 
 3953 ; 2 евро. Португалия. 500 лет со дня рождения Фернана Мендеса Пинто ; 2011 ;  ; Би/м ; AU ; 31 ; vl999rg ; 565 
 3954 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 цент (7 шт.) Буклет, сертификат ; 1981 ;  ; Ag,Ni,Br ; Proof ; 13 ; YxY ; 1108 
 3955 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 цент (7 шт.) Буклет, сертификат ; 1993 ;  ; Ag,Ni,Br,Ni/Br ; Proof ; 13 ; YxY ; 1194 
 3956 ; Набор монет Беларуси: 20 рублей (4 шт.) Три мушкетера. Коробка, сертификат ; 2009 ;  ; Ag ; Proof ; 28 ; primetime ; 8001 
 3957 ; Набор монет Беларуси: 20 рублей (4 шт.) Православные храмы. Коробка, сертификат ; 2010 ;  ; Ag ; Unc ; 39 ; cotangens ; 8012 
 3958 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 3959 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 3960 ; Набор монет Австралии: 1 доллар (4 шт.) Исследование Австралии. Коробка ; 2012 ;  ; Ag ; Proof ; 24 ; Коллекционер СНГ ; 6617 
 3961 ; Альбом монет США: 1 цент (101шт) ; 1959-2008 ;  ; Br ; F-VF/AU ; 27 ; dimam_kz ; 1022 
 3962 ; Альбом монет США: 1 цент (106шт) ; 1966-2010 ;  ; Br ; F-VF/AU ; 23 ; Ok13 ; 674 
 3963 ; Набор евро монет Греции: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 24 ; cotangens ; 601 
 3964 ; Набор евро монет Испании: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 25 ; cotangens ; 585 
 3965 ; Набор евро монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 29 ; Meshok ; 509 
 3966 ; Набор евро монет Бельгии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 26 ; cotangens ; 714 
 3967 ; Набор евро монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 32 ; cotangens ; 585 
 3968 ; Набор евро монет Нидерланды: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 24 ; cotangens ; 555 
 3969 ; Набор евро монет Австрии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 20 ; cotangens ; 722 
 3970 ; Набор евро монет Франции: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 28 ; cotangens ; 702 
 3971 ; Набор евро монет Италии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 25 ; Meshok ; 567 
 3972 ; Набор евро монет Ирландии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 23 ; nicola59 ; 590 
 3973 ; Набор евро монет Португалии: 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 27 ; Степан_81 ; 793 
 3974 ; Набор евро монет: Германии 2,1 евро, 50,20,10,5,2,1 евро цент (8шт). Буклет ; 2002 ;  ; Cu/St,Би/м,Лат ; AU ; 33 ; cotangens ; 602 
 3975 ; Набор монет Швеции: 6шт Пластиковая упаковка ; 1978 ;  ; Cu-Ni Br ; AU ; 13 ; Besar ; 328 
 3976 ; Набор монет Швеции: 6шт Пластиковая упаковка ; 1976 ;  ; Cu-Ni Br ; AU ; 11 ; Meshok ; 321 
