 5923 ; Бона иностранная. Боливия ; 1962 ;  ;  ;  ; 6 ; moneta34 ; 36 
 3876 ; 1/2 пенни. Австралия ; 1921 ;  ; Cu ; VF ; 16 ; nfandeev ; 65 
 3877 ; 25 пфеннигов. Германия. Нотгельд ; 1918 ;  ; St ; VF ; 15 ; SKeeper ; 204 
 3878 ; 5 чентезимо. Италия ; 1931 ;  ;  ; VF ; 13 ; Александ98 ; 19 
 3879 ; 1 сен. Япония ;  ;  ; Br ; VF ; 14 ; Fontan ; 31 
 3880 ; 1 рупия. Маврикий ; 2005 ;  ; Cu-Ni ; VF-XF ; 15 ; t_v_v ; 22 
 3881 ; 2 доллара. Канада ; 2006 ;  ; Би/м ; XF ; 29 ; елец ; 114 
 3882 ; 1 руфия. Мальдивы ; 2007 ;  ; Cu-Ni ; XF ; 7 ; MAMON ; 29 
 3883 ; 250 риалов. Иран ; 1378 ;  ; Би/м ; XF ; 9 ; MAMON ; 29 
 3884 ; 2 франка. Тунис ; 1945 ;  ; Al/Br ; VF ; 42 ; Ronald ; 148 
 3885 ; 500 лир. Сан-Марино ; 1994 ;  ; Би/м ; XF+ ; 21 ; t_v_v ; 99 
 3886 ; 1 песо. Доминикана ; 2005 ;  ; Al/Br ; VF-XF ; 20 ; kornum ; 48 
 3787 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 15 ; саны4 ; 200 
 3788 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 23 ; didisister ; 247 
 3789 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 21 ; саны4 ; 200 
 3790 ; 2 евро. Германия ; 2015 ;  ; Би/м ; AU ; 16 ; rik ; 182 
 3791 ; 2 евро. Германия. Гессен ; 2015 ;  ; Би/м ; AU ; 27 ; kirkar ; 202 
 3792 ; 10 бат. Тайланд ;  ;  ; Би/м ; AU ; 17 ; kornum ; 71 
 3793 ; 1 доллар. США. Сакагавеа ; 2015 ;  ; Cu-Ni-Zn ; XF ; 9 ; uharius ; 207 
 3794 ; 1 доллар. США. Сакагавеа ; 2015D ;  ; Cu-Ni-Zn ; AU ; 38 ; electra ; 221 
 3795 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; NI-Br ; VF+ ; 7 ; S-har ; 25 
 3796 ; 5 марок. ГДР. Бранденбургские ворота ; 1971 ;  ; Cu-Ni ; XF ; 27 ; S-har ; 92 
 3797 ; 2 сантима. Латвия ; 1922 ;  ; Br ; VF ; 6 ; Fontan ; 40 
 3798 ; 5 эре. Швеция ; 1881 ;  ; Cu ; F-VF ; 7 ; karl ; 42 
 3799 ; 1/12 шиллинга. Джерси ; 1966 ;  ; Br ; XF ; 11 ; Anat-tall ; 59 
 3800 ; 5 франков. Франция ; 1994 ;  ; Cu-Ni ; VF+ ; 19 ; SKeeper ; 71 
 3801 ; 25 сантимов. Бельгия ; 1938 ;  ; Cu-Ni ; XF- ; 12 ; ag58 ; 33 
 3802 ; 5 крон. Словакия ; 1939 ;  ; Cu-Ni ; VF ; 22 ; karl ; 83 
 3803 ; 100 рейс. Португалия ; 1990 ;  ; Cu-Ni ; VF ; 23 ; Папа с рацией ; 75 
 3804 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; XF+ ; 14 ; aple ; 306 
 3805 ; 1 крона. Норвегия ; 1949 ;  ; Cu-Ni ; VF ; 9 ; MAMON ; 34 
 3806 ; 1 цент. Нидерланды ; 1944 ;  ; Zn ; F+ ; 6 ; Fontan ; 22 
 3807 ; 25 эре. Швеция ; 1932 ;  ; Ag ; VF ; 9 ; shaxter2015 ; 70 
 3808 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; F-VF ; 8 ; shaxter2015 ; 90 
 3809 ; 10 эре. Швеция ; 1934 ;  ; Ag ; F+ ; 4 ; aple ; 40 
 3810 ; 10 грошенов. Австрия ; 1925 ;  ; Cu-Ni ; VF ; 19 ; spbfun ; 41 
 3811 ; 5 лир. Ватикан ; 1951 ;  ; Al ; VF ; 13 ; SKeeper ; 62 
 3812 ; 20 чентезимо. Италия ; 1921 ;  ; Cu-Ni ; VF ; 12 ; spbfun ; 32 
 3813 ; 5 центов. Канада ; 1903 ;  ; Ag ; F ; 5 ; aple ; 50 
 3814 ; 3 пенса. Великобртания ; 1892 ;  ; Ag ; F ; 16 ; Папа с рацией ; 164 
 3815 ; 2 сантима. Латвия ; 1928 ;  ; Br ; VF ; 26 ; maleevsw ; 550 
 3816 ; 5 пфенигов. Германия ; 1898 ;  ; Cu-Ni ; VF ; 6 ; Fontan ; 18 
 3817 ; 20 франков. Люксембург ; 1981 ;  ; Al/Br ; XF- ; 5 ; wwtar ; 40 
 3818 ; 20 чентезимо. Италия ; 1912 ;  ; Cu-Ni ; VF ; 21 ; bvi ; 50 
 3819 ; 1 гульден. Нидерланды ; 1980 ;  ; Cu-Ni ; XF ; 21 ; ag58 ; 36 
 3820 ; 20 шиллингов. Танзания ; 1990 ;  ; Cu-Ni ; VF ; 5 ; 000SABik ; 101 
 3821 ; 5 рупий. Пакистан ; 2002 ;  ; Cu-Ni ; VF-XF ; 28 ; Папа с рацией ; 50 
 3822 ; Жетон. Кисто Рути ;  ;  ; Ж/м ; XF+ ; 9 ; елец ; 36 
 3823 ; 1 шиллинг. Великобритания ; 1939 ;  ; Ag ; VF- ; 19 ; didisister ; 285 
 3824 ; 2 марки. ФРГ ; 1951F ;  ; Cu-Ni ; VF+ ; 44 ; Vikki ; 679 
 3825 ; 1 пфенниг. Германия ; 1911A ;  ; Br ; VF ; 9 ; kost ; 21 
 3826 ; 1/10 гульдена. Нидерландская Индия ; 1885 ;  ; Ag ; F ; 21 ; Серж PirGS ; 91 
 3827 ; 10 центов. Канада ; 1917 ;  ; Ag ; VF- ; 20 ; zemlyk2014 ; 123 
 3828 ; 5 центов. Канада ; 1920 ;  ; Ag ; VF- ; 12 ; zemlyk2014 ; 114 
 3829 ; 1 шиллинг. Великобритания ; 1934 ;  ; Ag ; VF ; 13 ; DaMon15 ; 203 
 3830 ; 3 пенса. Австралия ; 1943 ;  ; Ag ; XF ; 15 ; nfandeev ; 108 
 3831 ; 10 эре. Швеция ; 1941 ;  ; Ag ; F+ ; 4 ; aple ; 40 
 3832 ; 1 шиллинг. Великобритания ; 1921 ;  ; Ag ; F-VF ; 19 ; Александ98 ; 59 
 3833 ; 1 квача. Замбия ; 1989 ;  ; Al/Br ; XF ; 30 ; Dahan ; 82 
 3834 ; 5 крон. Швеция ; 1971 ;  ; Ag ; AU ; 17 ; SadKo ; 327 
 3835 ; 1 марок. Финляндия ; 1969 ;  ; Ag ; XF+ ; 22 ; kotok ; 97 
 3836 ; 1 фунт. Ирландия ; 1994 ;  ; Cu-Ni ; VF+ ; 22 ; SKeeper ; 100 
 3737 ; 20 марок. Финляндия ; 1934 ;  ; Al/Br ; VF ; 7 ; Rosomaha ; 200 
 3738 ; 2 франка. Марокко ;  ;  ; Al/Br ; VF ; 15 ; nfandeev ; 130 
 3739 ; 1 франк. Франция ; 1921 ;  ; Al/Br ; VF ; 7 ; Fontan ; 27 
 3740 ; 1/2 цента. Южная Африка ; 1961 ;  ; Al/Br ; VF ; 11 ; karl ; 41 
 3741 ; 50 драхм. Греция ; 1994 ;  ; Al/Br ; XF ; 28 ; kornum ; 101 
 3742 ; 200 лир. Италия ; 1992 ;  ; Al/Br ; VF-XF ; 5 ; SKeeper ; 30 
 3743 ; 5 марок. Финляндия ; 1985 ;  ; Al/Br ; VF ; 15 ; Bronco ; 72 
 3744 ; 10 марок. Финляндия ; 1935 ;  ; Al/Br ; VF ; 34 ; kotok ; 204 
 3745 ; 50 марок. Финляндия ; 1955 ;  ; Al/Br ; VF ; 41 ; Whosaid ; 459 
 3746 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 13 ; Tritiy2 ; 163 
 3747 ; 20 сентаво. Аргентина ; 1949 ;  ; Al/Br ; VF-XF ; 20 ; kornum ; 82 
 3748 ; 20 крон. Дания ; 2007 ;  ; Al/Br ; XF+ ; 17 ; kornum ; 197 
 3749 ; 200 лир. Италия ; 1993 ;  ; Al/Br ; VF ; 5 ; SKeeper ; 30 
 3750 ; 200 лир. Италия ; 1996 ;  ; Al/Br ; XF ; 19 ; Александ98 ; 47 
 3751 ; 2 злотых. Польша. Бизон ; 2013 ;  ; Al/Br ; AU ; 29 ; Jauho ; 95 
 3752 ; 2 злотых. Польша ; 2006 ;  ; Al/Br ; AU ; 11 ; melkore ; 68 
 3753 ; 2 злотых. Польша. Барсук ; 2011 ;  ; Al/Br ; AU ; 22 ; Jauho ; 87 
 3754 ; 2 злотых. Польша. Пугач ; 2005 ;  ; Al/Br ; AU ; 21 ; Jauho ; 207 
 3755 ; 2 злотых. Польша. Футбол ; 2011 ;  ; Al/Br ; AU ; 19 ; Папа с рацией ; 74 
 3756 ; 2 злотых. Польша. Олимпиада ; 2004 ;  ; Al/Br ; AU ; 35 ; kornum ; 128 
 3757 ; 2 злотых. Польша. Ящерица ; 2009 ;  ; Al/Br ; AU ; 14 ; Папа с рацией ; 68 
 3758 ; 2 злотых. Польша. Олимпиада ; 2008 ;  ; Al/Br ; AU ; 34 ; kornum ; 129 
 3759 ; 2 злотых. Польша. Олимпиада ; 2010 ;  ; Al/Br ; AU ; 33 ; kornum ; 159 
 3760 ; 2 злотых. Польша. УЕФА ; 2012 ;  ; Al/Br ; AU ; 18 ; Папа с рацией ; 100 
 3761 ; 2 злотых. Польша. Тарпан ; 2014 ;  ; Al/Br ; AU ; 24 ; Jauho ; 124 
 3762 ; 2 злотых. Польша. Сокол ; 2008 ;  ; Al/Br ; AU ; 24 ; Jauho ; 97 
 3763 ; 2 злотых. Польша. Олимпиада ; 2006 ;  ; Al/Br ; AU ; 16 ; Папа с рацией ; 91 
 3764 ; 2 злотых. Польша. ФИФА ; 2006 ;  ; Al/Br ; AU ; 24 ; kornum ; 128 
 3765 ; 2 злотых. Польша ; 2011 ;  ; Al/Br ; AU ; 18 ; mefody73 ; 91 
 3766 ; 2 злотых. Польша. Летучая мышь ; 2010 ;  ; Al/Br ; AU ; 26 ; Jauho ; 130 
 3767 ; 2 злотых. Польша. Олимпиада ; 2012 ;  ; Al/Br ; AU ; 20 ; Папа с рацией ; 91 
 3768 ; 2 злотых. Польша. Футбол ; 2002 ;  ; Al/Br ; AU ; 13 ; dim66 ; 97 
 3769 ; 2 злотых. Польша. Гусар ; 2009 ;  ; Al/Br ; AU ; 13 ; Jauho ; 74 
 3770 ; 2 злотых. Польша. Футбол ; 2013 ;  ; Al/Br ; AU ; 15 ; Папа с рацией ; 77 
 3771 ; 2 злотых. Польша ; 2010 ;  ; Al/Br ; AU ; 15 ; kornum ; 74 
 3772 ; 2 злотых. Польша. Олимпиада ; 2014 ;  ; Al/Br ; AU ; 29 ; Папа с рацией ; 153 
 3773 ; 2 злотых. Польша ; 2007 ;  ; Al/Br ; AU ; 14 ; maximilian2204 ; 74 
 3774 ; 2 злотых. Польша. Суслик ; 2006 ;  ; Al/Br ; AU ; 22 ; Jauho ; 124 
 3775 ; 2 злотых. Польша. Морской котик ; 2007 ;  ; Al/Br ; AU ; 12 ; 000SABik ; 225 
 3776 ; 20 злотых. Польша ; 1978 ;  ; Cu-Ni ; AU ; 26 ; dencon ; 137 
 3777 ; 5 евро. Финляндия. Живая природа ; 2015 ;  ; Би/м ; AU ; 8 ; nikfed ; 459 
 3778 ; 5 эре. Дания ; 1936 ;  ; Br ; VF+ ; 5 ; G7 ; 33 
 3779 ; 1 эре. Дания ; 1919 ;  ; Br ; VF+ ; 34 ; nfandeev ; 100 
 3780 ; 2 евро. Германия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; VF-XF ; 3 ; Mike! ; 200 
 3781 ; 2 евро. Монако ; 2011 ;  ; Би/м ; AU ; 11 ; Mike! ; 264 
 3782 ; 50 центов. Ватикан ; 2010 ;  ; лат ; AU ; 21 ; didisister ; 318 
 3783 ; 3 пенса. Нигерия ; 1959 ;  ; лат ; VF-XF ; 3 ; Mike! ; 123 
 3784 ; 1 эскудо. Португалия ; 1982 ;  ; лат ; VF+ ; 3 ; t_v_v ; 68 
 3785 ; 1 бирр. Эфиопия ;  ;  ; Би/м ; AU ; 22 ; Mike! ; 183 
 3786 ; 50 шекелей. Израиль ;  ;  ; лат ; XF ; 5 ; Mike! ; 117 
 3687 ; 20 рублей. Беларусь. Алиса в Зазеркалье. Сертификат ; 2007 ;  ; Ag ; AU ; 18 ; Reverse ; 1742 
 3688 ; 20 рублей. Беларусь. Алиса в Стране чудес. Сертификат ; 2007 ;  ; Ag ; AU ; 12 ; Reverse ; 1742 
 3689 ; 5 долларов. Либерия. Чемпионат мира по футболу в Германии в 2006г. С сертификатом ; 2005 ;  ; Cu-Ni ; AU ; 34 ; torbey ; 875 
 3690 ; 20 добр Сан-Томе и Принципе ; 1984 ;  ;  ; Proof ; 19 ; елец ; 579 
 3691 ; 5 гривен. Украины. Слуцкие паласы ; 2013 ;  ; Cu-Ni ; AU ; 21 ; AB ; 430 
 3692 ; 5 гривен. Украины. 70 лет победы ; 2015 ;  ; Cu-Ni ; AU ; 23 ; лопе де вега ; 306 
 3693 ; 5 гривен. Украины. Киевский фуникулер ; 2015 ;  ; Cu-Ni ; AU ; 28 ; Папа с рацией ; 228 
 3694 ; 1 рубль. Беларусь. Дзяды ; 2008 ;  ; Cu-Ni ; AU ; 16 ; sibirian ; 510 
 3695 ; 1 рубль. Беларусь. Стерлядь ; 2007 ;  ; Cu-Ni ; Proof ; 37 ; Brat123456 ; 707 
 3696 ; 1 рубль. Беларусь. "Святоянник" ; 2014 ;  ; Cu-Ni ; Proof ; 40 ; Sandello ; 646 
 3697 ; 1 рубль. Беларусь. 90 лет РУСЬБАНК ; 2012 ;  ; Cu-Ni ; Proof ; 34 ; dencon ; 365 
 3698 ; 1 рубль. Беларусь. Мирский замок ; 2014 ;  ; Cu-Ni ; Proof ; 23 ; aurin1 ; 702 
 3699 ; 1 рубль. Беларусь. Весы ; 2009 ;  ; Cu-Ni ; Proof ; 44 ; sibirian ; 784 
 3700 ; 1 рубль. Беларусь. Сова ; 2005 ;  ; Cu-Ni ; Proof ; 13 ; Redkyt ; 1020 
 3701 ; 1 рубль. Беларусь. Белый аист ; 2009 ;  ; Cu-Ni ; Proof ; 30 ; ZET ; 609 
 3702 ; 1 рубль. Беларусь. Легенда про гиля ; 2014 ;  ; Cu-Ni ; Proof ; 26 ; Sandello ; 533 
 3703 ; 1 рубль. Беларусь. Седов ; 2008 ;  ; Cu-Ni ; Proof ; 38 ; sibirian ; 553 
 3704 ; 1 рубль. Беларусь. Зимородок ; 2008 ;  ; Cu-Ni ; Proof ; 14 ; ZET ; 612 
 3705 ; 1 рубль. Беларусь. Дева ; 2009 ;  ; Cu-Ni ; Proof ; 35 ; aurin1 ; 850 
 3706 ; 1 рубль. Беларусь. Чайка-клыгун ; 2003 ;  ; Cu-Ni ; Proof ; 39 ; kolbur ; 1041 
 3707 ; 1 рубль. Беларусь. Лебедь ; 2003 ;  ; Cu-Ni ; Proof ; 28 ; aurin1 ; 1589 
 3708 ; 1 рубль. Беларусь. Овен ; 2009 ;  ; Cu-Ni ; Proof ; 41 ; sahakala ; 509 
 3709 ; 1 рубль. Беларусь. Зубр ; 2001 ;  ; Cu-Ni ; Proof ; 26 ; aurin1 ; 1619 
 3710 ; 1 рубль. Беларусь. Удод ; 2013 ;  ; Cu-Ni ; Proof ; 38 ; ZET ; 609 
 3711 ; 1 рубль. Беларусь. Соловей ; 2007 ;  ; Cu-Ni ; Proof ; 14 ; kolbur ; 600 
 3712 ; 1 рубль. Беларусь. Белая цапля ; 2008 ;  ; Cu-Ni ; Proof ; 22 ; ZET ; 612 
 3713 ; 20 рублей. Беларусь. Тысяча и одна ночь. Сертификат ; 2006 ;  ; Ag ; Proof ; 24 ; starkov_n ; 1777 
 3714 ; 20 рублей. Беларусь. Соломоплетение. Сертификат ; 2010 ;  ; Ag ; Proof ; 42 ; AB ; 1750 
 3715 ; 20 рублей. Беларусь. Белый аист. Сертификат ; 2009 ;  ; Ag ; Proof ; 21 ; ASTRAL ; 2081 
 3716 ; 20 рублей. Беларусь. Зимородок. Сертификат ; 2008 ;  ; Ag ; Proof ; 38 ; wolikaz ; 2069 
 3717 ; 1 скиллинг. Швеция ; 1837 ;  ; Cu ; F ; 25 ; Папа с рацией ; 100 
 3718 ; 3 чентезимо. Италия. Сардиния ; 1826 ;  ; Cu ; F ; 5 ; t_v_v ; 24 
 3719 ; 2 сантима. Латвия ; 1932 ;  ; Cu ; VF ; 30 ; eugraphus ; 308 
 3720 ; 1 эре. Норвегия ; 1899 ;  ; Cu ; VF ; 21 ; Папа с рацией ; 108 
 3721 ; 1/2 пенни. Великобритания ; 1877 ;  ; Cu ; VG ; 9 ; 1gold ; 55 
 3722 ; 1 крейцер. Венгрия ; 1881 ;  ; Cu ; F ; 14 ; t_v_v ; 30 
 3723 ; 1 эре. Швеция ; 1858 ;  ; Cu ; F-VF ; 25 ; Папа с рацией ; 196 
 3724 ; 5 сентесимо. Испания ; 1870 ;  ; Cu ; F ; 20 ; Враг ; 27 
 3725 ; 1 цент. США ; 1906 ;  ; Cu ; VF- ; 32 ; жора ; 209 
 3726 ; 1 мил. Палестина ; 1927 ;  ; Cu ; F-VF ; 14 ; Rosomaha ; 90 
 3727 ; 1 цент. Нидерланды ; 1937 ;  ; Cu ; VF ; 9 ; MAMON ; 33 
 3728 ; 50 фенигов. Босния и Герцоговина ; 1998 ;  ; Cu ; VF ; 11 ; wwtar ; 46 
 3729 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; VF-XF ; 15 ; eugraphus ; 73 
 3730 ; 1 пфенниг. Германия ; 1938E ;  ; Cu ; VF ; 7 ; Александр П. ; 50 
 3731 ; 1 сантим. Бельгия ; 1902 ;  ; Cu ; F-VF ; 20 ; av ; 79 
 3732 ; 2 пиастра. Ливан ; 1940 ;  ; Al/Br ; VF ; 56 ; banks ; 614 
 3733 ; 1/2 эре. Швеция ; 1857 ;  ; Cu ; VF ; 25 ; Папа с рацией ; 227 
 3734 ; 1 пенни. Финляндия ; 1923 ;  ; Cu ; XF ; 19 ; хуч ; 100 
 3735 ; 2 раппен. Швейцария ; 1951 ;  ; Cu ; VF ; 8 ; MAMON ; 27 
 3736 ; Газовый жетон ; 1950 ;  ; Cu ; VF-XF ; 21 ; nays ; 101 
 3637 ; 1 пенни. Великобритания ; 1948 ;  ; Cu ; VF ; 19 ; edgar ; 99 
 3638 ; 1 шиллинг. Великобритания. Английский герб ; 1945 ;  ; Ag ; XF ; 20 ; alehandr ; 213 
 3639 ; 6 пенсов. Великобритания ; 1920 ;  ; Ag ; VF ; 17 ; жора ; 208 
 3640 ; 6 пенсов. Великобритания ; 1929 ;  ; Ag ; VF ; 14 ; жора ; 159 
 3641 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; XF ; 22 ; dvlless ; 128 
 3642 ; 3 пенса. Великобритания ; 1925 ;  ; Ag ; VF ; 21 ; жора ; 244 
 3643 ; 3 пенса. Великобритания ; 1930 ;  ; Ag ; XF ; 16 ; жора ; 188 
 3644 ; 1/10 пенни. Британская Западная Африка ; 1908 ;  ; Cu-Ni ; AU ; 25 ; лопе де вега ; 255 
 3645 ; 1/10 пенни. Британская Западная Африка ; 1936 ;  ; Cu-Ni ; AU ; 32 ; Всадник ; 204 
 3646 ; 1 фартинг. Великобритания ; 1902 ;  ; Cu ; VF ; 28 ; igor26 ; 114 
 3647 ; 1 фартинг. Великобритания ; 1932 ;  ; Cu ; VF-XF ; 18 ; Lena6975 ; 98 
 3648 ; 1 фартинг. Великобритания ; 1950 ;  ; Cu ; XF ; 32 ; ГКЧП ; 55 
 3649 ; 1 шиллинг. Великобритания ; 1947 ;  ; Cu-Ni ; VF ; 42 ; ГКЧП ; 40 
 3650 ; 1 шиллинг. Великобритания ; 1947 ;  ; Cu-Ni ; VF ; 47 ; ГКЧП ; 88 
 3651 ; 1 шиллинг. Великобритания ; 1948 ;  ; Cu-Ni ; VF ; 43 ; ГКЧП ; 57 
 3652 ; 1 шиллинг. Великобритания ; 1948 ;  ; Cu-Ni ; VF ; 46 ; ГКЧП ; 51 
 3653 ; 1 пенни. Ирландия ; 1950 ;  ; Cu ; VF ; 10 ; Jek327 ; 51 
 3654 ; 3 пенса. Великобритания ; 1962 ;  ; никель/латунь ; VF ; 6 ; spbfun ; 17 
 3655 ; 3 пенса. Великобритания ; 1965 ;  ; никель/латунь ; XF ; 17 ; ГКЧП ; 17 
 3656 ; 3 пенса. Великобритания ; 1967 ;  ; никель/латунь ; XF ; 18 ; ГКЧП ; 24 
 3657 ; 1 цент. Барбадос. В упаковке ; 1974 ;  ; Br ; Proof ; 38 ; critter ; 155 
 3658 ; 5 центов. Барбадос. В упаковке ; 1974 ;  ; лат ; Proof ; 5 ; ГКЧП ; 67 
 3659 ; 16 скилингов. Дания ; 1856 ;  ; Ag ; F-VF ; 41 ; Папа с рацией ; 368 
 3660 ; 2 скиллинга. Дания ; 1677 ;  ; Ag ; F ; 46 ; nays ; 722 
 3661 ; 25 долларов. Соломоновы острова. Миссури ; 2005 ;  ; Ag ; Proof ; 27 ; S-har ; 1686 
 3662 ; 1 ДОЛЛАР. Британские Виргинские острова. Фрэнсис Дрейк ; 2002 ;  ; Cu-Ni ; AU ; 32 ; SKeeper ; 302 
 3663 ; 2 фунта. Южная Джорджия и Южный Санвичевы острова. Шекелтон ; 2001 ;  ; Cu-Ni ; AU ; 32 ; SKeeper ; 310 
 3664 ; 1 флорин. Австрия, Габсбурги ; 1862 ;  ; Ag ; VF-XF ; 81 ; uharius ; 1772 
 3665 ; 1/2 пенни. Канада, Новая Шотландия. Токен ; 1843 ;  ; Cu ; VF ; 33 ; colonel6262 ; 590 
 3666 ; 3 тенге. Бухара ; 1917-1918 ;  ; Cu ; F-VF ; 18 ; visitor ; 465 
 3667 ; Ардит. Барселона ; 1707-1711 ;  ; Cu ; VG ; 7 ; banks ; 82 
 3668 ; 1000 лир. Сан-Марино. Универсиада Загреб ; 1987 ;  ; Ag ; Proof ; 23 ; if-pechat ; 709 
 3669 ; 1000 лир. Сан-Марино. Олимпиада Сеул ; 1988 ;  ; Ag ; Proof ; 21 ; Rober ; 685 
 3670 ; 100 драхм. Греция. Олимпиада ; 1982 ;  ; Ag ; AU ; 59 ; S-har ; 595 
 3671 ; 1000 йен. Япония ; 2010 ;  ; Ag ; Proof ; 54 ; Fillipiy ; 3778 
 3672 ; 2000 вон. Южная Корея. Олимпиада ; 1986 ;  ; Cu-Ni ; Proof ; 29 ; SKeeper ; 227 
 3673 ; 100 йен. Япония ; 1966 ;  ; Ag ; VF ; 13 ; aple ; 255 
 3674 ; 10 сен. Япония ; 1911 ;  ; Ag ; VF-XF ; 27 ; Al777 ; 385 
 3675 ; 10 сен. Япония ; 1915 ;  ; Ag ; VF-XF ; 59 ; Dmitry21 ; 802 
 3676 ; 20 сен. Япония ; 1908 ;  ; Ag ; VF ; 57 ; Dmitry21 ; 795 
 3677 ; 10 сен. Япония ; 1917 ;  ; Ag ; VF+ ; 23 ; Серж PirGS ; 306 
 3678 ; 10 сен. Япония ; 1910 ;  ; Ag ; VF-XF ; 28 ; Al777 ; 385 
 3679 ; 10 сен. Япония ; 1907 ;  ; Ag ; F-VF ; 41 ; avg1974 ; 313 
 3680 ; 2 злотых. Польша ; 1934 ;  ; Ag ; F-VF ; 66 ; vitapool ; 285 
 3681 ; 1 сен. Япония ; 1924 ;  ; Cu ; VF ; 19 ; нв1975 ; 130 
 3682 ; 1 доллар. Сингапур ; 1990 ;  ; Лат ; XF+ ; 51 ; murman ; 53 
 3683 ; 10 лир. Сан-Марино ; 1974 ;  ; Al ; AU ; 21 ; ГКЧП ; 51 
 3684 ; 20 центов. Австралия ; 1972 ;  ; Cu-Ni ; XF ; 23 ; Lena6975 ; 35 
 3685 ; 20 рублей. Беларусь. Год Овцы. Сертификат ; 2014 ;  ; Ag ; Proof ; 43 ; Всадник ; 3059 
 3686 ; 20 рублей. Беларусь. Снежная королева. Сертификат ; 2005 ;  ; Ag ; AU ; 29 ; 【】 ; 1875 
 3587 ; 5 сантимов. Франция ; 1938 ;  ; Cu-Ni ; VF-XF ; 62 ; av ; 287 
 3588 ; 5 сантимов. Франция ; 1937 ;  ; Cu-Ni ; VF-XF ; 20 ; solder13 ; 101 
 3589 ; 5 сантимов. Бельгия ; 1922 ;  ; Cu-Ni ; VF-XF ; 7 ; газета ; 26 
 3590 ; 5 сентаво. Гватемала ; 1961 ;  ; Ag ; VF- ; 10 ; shaxter2015 ; 151 
 3591 ; 10 эре Швеция ; 1957 ;  ; Ag ; XF ; 11 ; v81 ; 57 
 3592 ; 10 эре Швеция ; 1960 ;  ; Ag ; VF ; 10 ; if-pechat ; 40 
 3593 ; 10 эре Швеция ; 1950 ;  ; Ag ; VF-XF ; 12 ; if-pechat ; 40 
 3594 ; 10 эре Швеция ; 1954 ;  ; Ag ; VF ; 9 ; ек ; 39 
 3595 ; 2 аурар. Исландия ; 1942 ;  ; Br ; VF ; 19 ; karl ; 136 
 3596 ; 1 крона. Исландия ; 1940 ;  ; Al/Br ; VF- ; 13 ; aralsk ; 137 
 3597 ; 5 марок. ГДР. Николай Вертель ; 1987 ;  ; Cu-Ni ; AU ; 47 ; Метро62 ; 400 
 3598 ; 5 марок. ГДР. ; 1983 ;  ; Cu-Ni ; AU ; 40 ; Опятор ; 465 
 3599 ; 5 марок. ГДР. Красная Ратуша ; 1987 ;  ; Cu-Ni ; AU ; 41 ; S-har ; 267 
 3600 ; 5 марок. ГДР. Организация ООН ; 1982 ;  ; Cu-Ni ; XF ; 21 ; SKeeper ; 157 
 3601 ; 5 марок. ГДР. Отто Хан ; 1979 ;  ; Cu-Ni ; XF ; 19 ; Victory-2001 ; 226 
 3602 ; 5 марок. ГДР. ; 1983 ;  ; Cu-Ni ; AU ; 55 ; Victory-2001 ; 566 
 3603 ; 5 марок. ГДР. Александрплатц ; 1987 ;  ; Cu-Ni ; AU ; 36 ; Метро62 ; 362 
 3604 ; 5 марок. ГДР. Дом Гете ; 1982 ;  ; Cu-Ni ; AU ; 22 ; DM2713 ; 567 
 3605 ; 50 пфеннигов. Веймар ; 1924D ;  ; лат ; F ; 11 ; Mike! ; 473 
 3606 ; 2 марки. ФРГ ; 1994J ;  ; Cu-Ni ; VF ; 5 ; Mike! ; 174 
 3607 ; Паанга Тонга ; 1967 ;  ; Cu-Ni ; XF ; 19 ; REC ; 459 
 3608 ; 100 эскудо. Португалия. Диего Као ; 1987 ;  ; Cu-Ni ; XF ; 6 ; Mike! ; 141 
 3609 ; 100 эскудо. Португалия. Амадео де Соса Кардоза ; 1987 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 141 
 3610 ; 100 эскудо. Португалия ; 1985 ;  ; Cu-Ni ; XF ; 21 ; Hamlet ; 187 
 3611 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 141 
 3612 ; 200 эскудо. Португалия. Небесная навигация ; 1991 ;  ; Cu-Ni ; XF ; 7 ; REC ; 222 
 3613 ; 50 афгани. Афганистан. Продовольственный саммит ; 1996 ;  ; Cu-Ni ; XF ; 11 ; елец ; 239 
 3614 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; XF+ ; 5 ; Mike! ; 141 
 3615 ; 100 эскудо. Португалия. Независимость ; 1990 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 111 
