 6641 ; Вилка для рыбы.1931 г. Дания ;  ;  ; Ag ;  ; 16 ; donbass ; 692 
 5248 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 36 ; sergo-ru ; 317 
 5249 ; 50000 рублей ; 1993 ; банкнота ;  ; AU ; 56 ; Vitalik1 ; 2654 
 5250 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; msk-spb ; 1009 
 5251 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 30 ; Y.V.B. ; 453 
 5252 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; psrjdf1863 ; 508 
 5253 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 13 ; Yamilov ; 111 
 5254 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 29 ; А.Блок ; 136 
 5255 ; Лот бон (2 штуки) ; 1993 ;  ;  ;  ; 9 ; kvs ; 36 
 5256 ; Лот бон (2 штуки) ; 1991,1993 ;  ;  ;  ; 34 ; val_diver ; 255 
 5257 ; Лот бон (5 штук) ; 1991-1993 ;  ;  ;  ; 39 ; apach ; 140 
 5258 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 38 ; kvs ; 123 
 5259 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 22 ; Y.V.B. ; 361 
 5260 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 19 ; Yamilov ; 99 
 5261 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 23 ; Loid ; 514 
 5262 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 19 ; volga64 ; 239 
 5263 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 15 ; Yamilov ; 192 
 5264 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 24 ; А.Блок ; 255 
 5265 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 30 ; heavy_fly ; 828 
 5266 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 24 ; МММ ; 1593 
 5267 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 13 ; nik41 ; 189 
 5268 ; 50 рублей ; 1997 ; банкнота ;  ; AU ; 32 ; А.Блок ; 726 
 5269 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 35 ; Sky2 ; 372 
 5270 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 35 ; Sky2 ; 352 
 5271 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 35 ; Yamilov ; 389 
 5272 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 27 ; blackflint ; 45 
 5273 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 20 ; kvs ; 134 
 5274 ; 50 рублей ; 1997 ; банкнота ;  ; AU ; 14 ; kvs ; 59 
 5275 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 26 ; SwaggaRakka ; 44 
 5276 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 19 ; S.A.P. ; 179 
 5277 ; Лот бон (10 штук) ; 1997 ;  ;  ;  ; 5 ; Краснодар ; 465 
 5278 ; Лот бон (10 штук) ; 1997 ;  ;  ;  ; 25 ; Краснодар ; 428 
 5279 ; Лот бон: 10 рублей (20шт) ;  ;  ;  ; AU ; 13 ; 2pok ; 483 
 5280 ; 100 рублей. Крым, Севастополь ; 2015 ;  ;  ; AU ; 8 ; Yamilov ; 121 
 5281 ; 100 рублей. Футбол ; 2018 ;  ;  ; AU ; 14 ; Yamilov ; 204 
 5282 ; 50000 рублей. Беларусь. В информационном буклете ; 2000 ;  ;  ; AU ; 43 ; eredel ; 14396 
 5283 ; Свидетельство. Банк Кредит-Консенсунс ; 1994 ;  ;  ;  ; 11 ; donbass ; 79 
 5284 ; Приватизационный чек на 10000 рублей ; 1992 ;  ;  ;  ; 19 ; sergo-ru ; 567 
 5185 ; 25000 рублей ; 1923 ; Закавказье ;  ;  ; 11 ; Кеннер ; 210 
 5186 ; 100000 рублей ; 1923 ; Закавказье ;  ;  ; 21 ; Serjd ; 466 
 5187 ; 500000 рублей ; 1923 ; Закавказье ;  ;  ; 16 ; znakomvam ; 378 
 5188 ; 25000 рублей ; 1923 ; Закавказье ;  ;  ; 30 ; Serjd ; 423 
 5189 ; 10000000 рублей ; 1923 ; Закавказье ;  ;  ; 37 ; varelgi ; 630 
 5190 ; 50000 рублей ; 1923 ; Закавказье ;  ;  ; 20 ; serg2018 ; 117 
 5191 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 54 ; Serjd ; 7075 
 5192 ; Лот бон (2 штуки) ; 1923 ;  ;  ;  ; 19 ; ask ; 413 
 5193 ; 75000000 рублей ; 1924 ; Закавказье ;  ;  ; 35 ; Сhatsky ; 1054 
 5194 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 46 ; Степан Ефимович ; 2000 
 5195 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 45 ; stoza ; 1948 
 5196 ; 5 червонцев ; 1928 ; Билет ;  ;  ; 40 ; luchsva ; 14127 
 5197 ; 2 червонца ; 1928 ; Калманович, Карклин. Билет ;  ;  ; 72 ; Alexdav ; 3174 
 5198 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 41 ; Koin ; 2856 
 5199 ; 3 червонца ; 1932 ; Билет ;  ;  ; 49 ; psrjdf1863 ; 1723 
 5200 ; Лот бон СССР. 2 шт ;  ;  ;  ;  ; 36 ; anna22 ; 2042 
 5201 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 47 ; psrjdf1863 ; 1717 
 5202 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 22 ; stoza ; 2632 
 5203 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; stoza ; 1122 
 5204 ; 1 червонец ; 1937 ; Билет ;  ;  ; 41 ; msk-spb ; 224 
 5205 ; 1 червонец ; 1937 ; Билет ;  ;  ; 19 ; barbos ; 120 
 5206 ; 3 червонца ; 1937 ; Билет ;  ;  ; 11 ; Koin ; 212 
 5207 ; 3 червонца ; 1937 ; Билет ;  ;  ; 17 ; es72. ; 215 
 5208 ; 3 червонца ; 1937 ; Билет ;  ; AU ; 74 ; alex09-63 ; 4870 
 5209 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 5 ; msk-spb ; 212 
 5210 ; Лот бон (2 штуки) ; 1937 ;  ;  ;  ; 18 ; 888777 ; 466 
 5211 ; Лот бон СССР. 2 шт ;  ;  ;  ;  ; 13 ; ЛОПАТИНиКО ; 310 
 5212 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 22 ; Holder31 ; 373 
 5213 ; 1 рубль (однолитерная) ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 20 ; erwin ; 1360 
 5214 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 18 ; antongor ; 330 
 5215 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 7 ; Кеннер ; 107 
 5216 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 12 ; miha5855 ; 102 
 5217 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 15 ; uhfvv7 ; 346 
 5218 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 54 ; psrjdf1863 ; 731 
 5219 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; psrjdf1863 ; 418 
 5220 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; AU ; 54 ; Степан Ефимович ; 2000 
 5221 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; AU ; 59 ; sergo-ru ; 3644 
 5222 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 22 ; ialaiola ; 423 
 5223 ; 10 рублей ; 1947 ; билет ;  ;  ; 95 ; psrjdf1863 ; 1355 
 5224 ; 10 рублей ; 1947 ; билет ;  ;  ; 73 ; psrjdf1863 ; 3332 
 5225 ; 25 рублей ; 1947 ; билет ;  ;  ; 39 ; psrjdf1863 ; 3001 
 5226 ; 50 рублей ; 1947 ; билет ;  ;  ; 59 ; Степан Ефимович ; 1500 
 5227 ; 100 рублей ; 1947 ; билет ;  ;  ; 41 ; to-to ; 765 
 5228 ; 100 рублей ; 1947 ; билет ;  ;  ; 24 ; Блюхер ; 71 
 5229 ; Лот бон (2 штуки) ; 1938, 1947 ;  ;  ;  ; 17 ; barbos ; 71 
 5230 ; Лот бон (2 штуки) ; 1947 ;  ;  ;  ; 21 ; л842 ; 425 
 5231 ; Лот бон СССР: 10,3,1 руб (3шт) ; 1947 ;  ;  ;  ; 23 ; viridis ; 670 
 5232 ; Лот бон (100 штук по 10 рублей) ; 1961 ;  ;  ;  ; 13 ; Agava ; 278 
 5233 ; 1 рубль ; 1961 ; Гос.казначейский билет ;  ; AU ; 30 ; psrjdf1863 ; 55 
 5234 ; 50 рублей ; 1961 ; билет ;  ;  ; 15 ; apach ; 179 
 5135 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 65 ; Sky2 ; 379 
 5136 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 40 ; gos ; 466 
 5137 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 28 ; Sky2 ; 411 
 5138 ; 50 марок. Временный Разменный Знак ; 1919 ;  ;  ;  ; 16 ; ЛАВ-13 ; 3927 
 5139 ; 500 рублей ; 1919 ; Туркестан ;  ;  ; 17 ; serg2018 ; 310 
 5140 ; 1000 рублей ; 1919 ;  ;  ;  ; 14 ; Serjd ; 340 
 5141 ; 5000 рублей ; 1919 ;  ;  ;  ; 31 ; огонь71 ; 303 
 5142 ; 1000 рублей (без В/з , серия БА) ; 1919 ;  ;  ;  ; 32 ; coins_hunter ; 550 
 5143 ; 1000 рублей ; 1919 ;  ;  ;  ; 13 ; Сhatsky ; 306 
 5144 ; 1000 рублей ; 1919 ;  ;  ;  ; 32 ; Краснодар ; 193 
 5145 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; msk-spb ; 463 
 5146 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 28 ; Сhatsky ; 516 
 5147 ; 100 рублей ; 1919 ;  ;  ;  ; 23 ; 2372 ; 195 
 5148 ; 10000 рублей ; 1919 ;  ;  ;  ; 46 ; 312 ; 276 
 5149 ; 5000 рублей ; 1919 ;  ;  ;  ; 36 ; Serjd ; 273 
 5150 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 35 ; psrjdf1863 ; 929 
 5151 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 7 ; Сhatsky ; 453 
 5152 ; Лот бон (2 штуки) ; 1919 ;  ;  ;  ; 11 ; у44 ; 174 
 5153 ; Лот бон (3 штуки) ; 1+919 ;  ;  ;  ; 15 ; Serjd ; 257 
 5154 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 19 ; first ; 101 
 5155 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 17 ; спарта ; 329 
 5156 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 31 ; anna22 ; 255 
 5157 ; Лот бон (2 штуки, в.з - уголки) ;  ;  ;  ;  ; 18 ; wiqi ; 418 
 5158 ; Лот бон (6 штук, Без в.з) ;  ;  ;  ;  ; 11 ; wiqi ; 1030 
 5159 ; Лот бон (13 штук) ;  ;  ;  ;  ; 9 ; anna22 ; 945 
 5160 ; 100 рублей ; 1920 ;  ;  ;  ; 20 ; anna22 ; 357 
 5161 ; 250 рублей ; 1920 ;  ;  ;  ; 17 ; Библи ; 212 
 5162 ; 500 рублей ; 1920 ;  ;  ;  ; 30 ; tiptop ; 238 
 5163 ; 500 рублей ; 1920 ;  ;  ;  ; 11 ; tiptop ; 291 
 5164 ; 250 рублей ; 1920 ;  ;  ;  ; 32 ; tiptop ; 324 
 5165 ; Лист бон (20 штук) Расчетные знаки РСФСР ; 1920 ;  ;  ;  ; 23 ; wiqi ; 4509 
 5166 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; Serjd ; 413 
 5167 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 27 ; Walkman ; 400 
 5168 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; STANDART ; 82 
 5169 ; 5000 рублей ; 1921 ; Грузия ;  ;  ; 5 ; PK101975 ; 111 
 5170 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 13 ; DNK981 ; 1134 
 5171 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 36 ; psrjdf1863 ; 1173 
 5172 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; alex241 ; 79 
 5173 ; 50 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 27 ; stoza ; 1062 
 5174 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 26 ; NNN ; 476 
 5175 ; Лот бон (3 штуки) ; 1922 ;  ;  ;  ; 45 ; Сhatsky ; 431 
 5176 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 19 ; stoza ; 485 
 5177 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 28 ; karrus ; 446 
 5178 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 32 ; NNN ; 550 
 5179 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 22 ; val_diver ; 318 
 5180 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 16 ; stoza ; 2000 
 5181 ; 50 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 25 ; stoza ; 918 
 5182 ; 250000 рублей ; 1923 ; Закавказье ;  ;  ; 33 ; nvv ; 378 
 5183 ; 5000000 рублей ; 1923 ; Закавказье ;  ;  ; 15 ; Кеннер ; 102 
 5184 ; 500000 рублей ; 1923 ; Закавказье ;  ;  ; 33 ; wiqi ; 428 
 5085 ; 25 рублей ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 9 ; PROFAN2020 ; 554 
 5086 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Dmitry82 ; 133 
 5087 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 49 ; Dell013 ; 928 
 5088 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 53 ; Краснодар ; 1303 
 5089 ; 1000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 10 ; wiqi ; 216 
 5090 ; 200 гривень ; 1918 ; Украина.3,6% билет Державной скарбницы.Сер. V-VIII ;  ;  ; 24 ; wiqi ; 505 
 5091 ; 25 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 32 ; ЛАВ-13 ; 1895 
 5092 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 28 ; NNN ; 542 
 5093 ; 250 карбованцев. Знак Державной Скарбницы ; 1918 ;  ;  ;  ; 23 ; Кеннер ; 211 
 5094 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 48 ; Сhatsky ; 765 
 5095 ; 250 рублей ; 1918 ;  ;  ;  ; 34 ; 2372 ; 214 
 5096 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 68 ; Holder31 ; 305 
 5097 ; Чек на 100 рублей. Томское отделение Государственного Банка ; 1918 ;  ;  ;  ; 19 ; etwar55 ; 305 
 5098 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 16 ; Dzmitry ; 418 
 5099 ; 100 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 9 ; anna22 ; 101 
 5100 ; 50 гривень ; 1918 ; Украина.3,6% билет Державной скарбницы.Сер.I ;  ;  ; 6 ; Краснодар ; 228 
 5101 ; 1000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 21 ; serg2018 ; 249 
 5102 ; 3 рубля ; 1918 ; Закавказье ;  ;  ; 8 ; anna22 ; 321 
 5103 ; 5 рублей ; 1918 ; Закавказье ;  ;  ; 14 ; serg2018 ; 239 
 5104 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; NNN ; 700 
 5105 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 24 ; Sky2 ; 202 
 5106 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; Ravak_1981 ; 79 
 5107 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; kalita ; 59 
 5108 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; salim ; 159 
 5109 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; salim ; 153 
 5110 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 12 ; uhfvv7 ; 85 
 5111 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; viridis ; 71 
 5112 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 14 ; varelgi ; 356 
 5113 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; DNK981 ; 969 
 5114 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; DNK981 ; 255 
 5115 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; salim ; 201 
 5116 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 30 ; to-to ; 394 
 5117 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 11 ; msk-spb ; 322 
 5118 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 14 ; Андрей/Пермь ; 95 
 5119 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 21 ; es72. ; 201 
 5120 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 8 ; STANDART ; 63 
 5121 ; Лот боны (3 штуки, разные кассиры) ; 1918 ;  ;  ;  ; 10 ; kalita ; 155 
 5122 ; 10 копеек. Либавское Городское Самоуправление ;  ;  ;  ;  ; 13 ; Сhatsky ; 372 
 5123 ; Бона. 1 копейка. Либавское городское самоуправление ;  ;  ;  ;  ; 10 ; Сhatsky ; 363 
 5124 ; 25 копеек. Либавское Городское Самоуправление ; 1915 ;  ;  ;  ; 16 ; папашаГарпагон ; 329 
 5125 ; 50 копеек. Либавское Городское Самоуправление ;  ;  ;  ;  ; 10 ; Jon Snow ; 249 
 5126 ; Лот бон (2 штуки) Украина ;  ;  ;  ;  ; 8 ; ЛАВ-13 ; 286 
 5127 ; 3 рубля ; 1919 ; Гос.кредитный билет "Северная Россия" ;  ;  ; 30 ; папашаГарпагон ; 2802 
 5128 ; 1 марок ; 1919 ;  ;  ;  ; 44 ; Сhatsky ; 579 
 5129 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; Serjd ; 101 
 5130 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 3 ; Литкинс ; 206 
 5131 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 85 ; gos ; 410 
 5132 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 31 ; miha5855 ; 90 
 5133 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; Sky2 ; 101 
 5134 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 14 ; miha5855 ; 72 
 5035 ; Лот Государственных Кредитных Билетов (3 штуки) ; 1905-1909 ;  ;  ;  ; 13 ; kalita ; 124 
 5036 ; Лот бон (5 штук) ; 1898-1909 ;  ;  ;  ; 19 ; first ; 249 
 5037 ; Лот бон России. 8 шт ;  ;  ;  ;  ; 25 ; anna22 ; 409 
 5038 ; Лот Государственных Кредитных Билетов  (5 штук) ; 1898-1909 ;  ;  ;  ; 25 ; 888777 ; 151 
 5039 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Kashakich ; 420 
 5040 ; 100 рублей (Имперский выпуск, кассир - Овчинников) ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; arsenich-s ; 390 
 5041 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; 888777 ; 193 
 5042 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; volga64 ; 189 
 5043 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; 888777 ; 131 
 5044 ; 100 рублей (Имперский выпуск, кассир - Родионов) ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 44 ; огонь71 ; 497 
 5045 ; 100 рублей ("ИА" - Выпуск Временного Правительства, кассир - Метц) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; first ; 420 
 5046 ; 100 рублей ("ЗС" - Выпуск Временного Правительства, кассир - Сафронов) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; arsenich-s ; 374 
 5047 ; 100 рублей ("ИЗ" - Выпуск Временного Правительства, кассир - Метц) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; arsenich-s ; 328 
 5048 ; 100 рублей ("ЗО" - Выпуск Временного Правительства, кассир - Метц) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; psrjdf1863 ; 588 
 5049 ; 100 рублей ("КБ" - Выпуск Временного Правительства, кассир - Метц) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; first ; 330 
 5050 ; 100 рублей (Серия ДО - Имперский выпуск, кассир- Овчинников) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; hobby19 ; 236 
 5051 ; 100 рублей (Серия ЕЧ - Имперский выпуск, кассир- Барышев) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; psrjdf1863 ; 601 
 5052 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; SeregaHot ; 363 
 5053 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; огонь71 ; 224 
 5054 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; Сhatsky ; 239 
 5055 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; Holder31 ; 572 
 5056 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Жордж ; 969 
 5057 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; ВЯЗЪ ; 592 
 5058 ; 500 рублей ("АО" - Выпуск Временного Правительства, кассир - Метц) ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; anna22 ; 394 
 5059 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 23 ; Сhatsky ; 132 
 5060 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 30 ; Sky2 ; 252 
 5061 ; 50 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 28 ; sts ; 308 
 5062 ; 25 рублей ; 1915 ; Билеты государственного казначейства ;  ;  ; 37 ; Serjd ; 479 
 5063 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 41 ; coins_hunter ; 261 
 5064 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 23 ; Hikola777 ; 125 
 5065 ; Лот бон ( 4шт.) ; 1915 ;  ;  ;  ; 15 ; Сhatsky ; 141 
 5066 ; Лот деньги- марки (28 штук) ;  ;  ;  ;  ; 39 ; Сhatsky ; 740 
 5067 ; Лот бон (14 штук) ;  ;  ;  ;  ; 47 ; у44 ; 693 
 5068 ; Лот бон (20 штук) ;  ;  ;  ;  ; 21 ; anna22 ; 505 
 5069 ; 1 марка золотом. Финляндия ; 1916 ;  ;  ;  ; 31 ; Serjd ; 193 
 5070 ; 3 рубля. Разменный Билет города Одессы ; 1917 ;  ;  ;  ; 21 ; 1327 ; 792 
 5071 ; 5 рублей. Разменный Билет города Одессы ;  ;  ;  ;  ; 33 ; ossessione ; 695 
 5072 ; 5 рублей. Разменный Билет города Одессы ; 1917 ;  ;  ;  ; 21 ; Serjd ; 692 
 5073 ; 3 рубля. Разменный билет города Одессы ; 1917 ;  ;  ;  ; 12 ; serg2018 ; 173 
 5074 ; 5 рублей. Разменный билет гор. Одессы ; 1917 ;  ;  ;  ; 13 ; anna22 ; 239 
 5075 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Ravak_1981 ; 263 
 5076 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; Walkman ; 267 
 5077 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 31 ; Сhatsky ; 261 
 5078 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 18 ; nvv ; 263 
 5079 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; psrjdf1863 ; 184 
 5080 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 34 ; psrjdf1863 ; 184 
 5081 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; coins_hunter ; 155 
 5082 ; Лот Государственных Кредитных Билетов (4 штуки, ВСЕ кассиры разные) ; 2017 ;  ;  ;  ; 39 ; kalita ; 297 
 5083 ; Лот Государственных Кредитных Билетов (4 штуки, ВСЕ кассиры разные) ; 2017 ;  ;  ;  ; 28 ; coins_hunter ; 320 
 5084 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 12 ; barbos ; 70 
 4196 ; Лот монет США: ;  ;  ; Br ; VF/AU ; 56 ; bubel ; 357 
 4197 ; Лот монет ФРГ: 100шт ;  ;  ; Br ; VF/AU ; 10 ; YuraB ; 207 
 4198 ; Лот монет Испании: 100шт ;  ;  ; Латунь ; VF-XF/AU ; 11 ; vlad-807 ; 313 
 4199 ; Лот монет КНДР 7шт ;  ;  ; Cu-Ni лат Al ; AU ; 34 ; SupERGood ; 344 
 4200 ; Лот монет Хорватии: 10шт ;  ;  ; Cu-Ni лат Al ; AU/VF ; 24 ; shknikolay ; 112 
