 5866 ; Бона иностранная ;  ;  ;  ;  ; 9 ; alien34 ; 41 
 3361 ; 2 гривны. Украина. Николай Боголюбов ; 2009 ;  ; Cu/Ni ; AU ; 15 ; 7755 ; 107 
 3362 ; 2 гривны. Украина. Владимир Винниченко ; 2007 ;  ; Cu/Ni ; AU ; 21 ; Чародей ; 114 
 3363 ; 2 гривны. Украина. Академик М. Д. Стражеско ; 2006 ;  ; Cu/Ni ; AU ; 16 ; Вася13 ; 88 
 3364 ; 2 гривны. Украина. Георгий Вороний ; 2008 ;  ; Cu/Ni ; AU ; 13 ; Чародей ; 105 
 3365 ; 2 гривны. Украина. Юношеский чемпионат по легкой атлетие в Донецке ; 2013 ;  ; Cu/Ni ; AU ; 32 ; 191704 ; 255 
 3366 ; 2 гривны. Украина. Иван Франко ; 2006 ;  ; Cu/Ni ; AU ; 9 ; Чародей ; 102 
 3367 ; 2 гривны. Украина. Вячеслав Прокопович ; 2006 ;  ; Cu/Ni ; AU ; 3 ; Чародей ; 90 
 3368 ; 2 гривны. Украина. Михаил Лисенко ; 2006 ;  ; Cu/Ni ; AU ; 5 ; Чародей ; 130 
 3369 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; AU ; 15 ; 7755 ; 106 
 3370 ; 2 гривны. Украина. Михаил Грушевский ; 2006 ;  ; Cu/Ni ; AU ; 3 ; Чародей ; 90 
 3371 ; 2 гривны. Украина. Гергий Нарбут ; 2006 ;  ; Cu/Ni ; AU ; 7 ; Чародей ; 130 
 3372 ; 2 гривны. Украина. Иван Огиенко ; 2007 ;  ; Cu/Ni ; AU ; 3 ; Чародей ; 91 
 3373 ; 2 гривны. Украина. Олег Ольжич ; 2007 ;  ; Cu/Ni ; AU ; 7 ; sibirian ; 120 
 3374 ; 2 гривны. Украина. Петр Григоренко ; 2007 ;  ; Cu/Ni ; AU ; 11 ; Зимний ; 97 
 3375 ; 2 гривны. Украина. Алена Телига ; 2007 ;  ; Cu/Ni ; AU ; 7 ; Чародей ; 120 
 3376 ; 2 гривны. Украина. Василий Симоненко ; 2008 ;  ; Cu/Ni ; AU ; 17 ; 7755 ; 100 
 3377 ; 2 гривны. Украина. Михаил Кравчук ; 2012 ;  ; Cu/Ni ; AU ; 17 ; ges ; 328 
 3378 ; 2 гривны. Украина. Евгений Пертушевич ; 2008 ;  ; Cu/Ni ; AU ; 19 ; 7755 ; 99 
 3379 ; 2 гривны. Украина. Давид Гурамишвили ; 2005 ;  ; Cu/Ni ; AU ; 5 ; Чародей ; 130 
 3380 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu/Ni ; AU ; 15 ; Вася13 ; 85 
 3381 ; 2 гривны. Украина. Дмитрий Яворницкий ; 2005 ;  ; Cu/Ni ; AU ; 5 ; Чародей ; 130 
 3382 ; 2 гривны. Украина. Владимир Чеховский ; 2006 ;  ; Cu/Ni ; AU ; 3 ; Чародей ; 90 
 3383 ; 5 лева. Болгария. Василий Априлов ; 1989 ;  ; Cu/Ni ; Proof ; 8 ; krugerrand ; 102 
 3384 ; 5 лева. Болгария. Софроний Врачанский ; 1989 ;  ; Cu/Ni ; Proof ; 9 ; krugerrand ; 102 
 3385 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 15 ; 12nerv ; 94 
 3386 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 14 ; Вася13 ; 102 
 3387 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 12 ; Вася13 ; 102 
 3388 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; AU ; 6 ; Вася13 ; 92 
 3389 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; AU ; 6 ; Вася13 ; 92 
 3390 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 6 ; СТРЕКОЗА ; 92 
 3391 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; XF+ ; 22 ; krugerrand ; 102 
 3392 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 8 ; rubber ; 101 
 3393 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 7 ; 12nerv ; 94 
 3394 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 70 ; rubber ; 101 
 3395 ; 2 лева. Болгария. Первенство по гребле ; 1989 ;  ; Cu/Ni ; Proof ; 11 ; vc57 ; 94 
 3396 ; 2 лева. Болгария. 100 лет апрельского восстания ; 1976 ;  ; Cu/Ni ; AU ; 16 ; СТРЕКОЗА ; 101 
 3397 ; 2 лева. Болгария. 15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 15 ; Baikal ; 113 
 3398 ; 2 лева. Болгария. Восстание на Асен и Петр ; 1981 ;  ; Cu/Ni ; Proof ; 24 ; rubber ; 136 
 3399 ; 2 лева. Болгария. Мировой кубок по футболу ; 1986 ;  ; Cu/Ni ; Proof ; 15 ; Baikal ; 113 
 3400 ; 2 лева. Болгария. Мировое первенство по художественной гимнастике ; 1987 ;  ; Cu/Ni ; Proof ; 14 ; Baikal ; 130 
 3401 ; 2 лева. Болгария. 24 летние олимпийские игры ; 1988 ;  ; Cu/Ni ; Proof ; 38 ; vitaliy036 ; 180 
 3402 ; 2 лева. Болгария. Второй совместный космический полет СССР и НРБ ; 1988 ;  ; Cu/Ni ; Proof ; 26 ; rubber ; 181 
 3403 ; 1 лев. Болгария. 24 летние олимпийские игры ; 1988 ;  ; Cu/Ni ; Proof ; 22 ; vitaliy036 ; 144 
 3404 ; 1 лев. Болгария. Второе первенство по футболу ; 1980 ;  ; Cu/Ni ; AU ; 20 ; Wasabi ; 134 
 3405 ; 1 лев. Болгария. 15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 31 ; Gib es zurück! ; 153 
 3406 ; 1 лев. Болгария. ЭКСПО в Пловдиве ; 1981 ;  ; Cu/Ni ; AU ; 11 ; rubber ; 101 
 3407 ; 1 лев. Болгария. 100 лет Апрельского восстания ; 1976 ;  ; Br ; AU ; 35 ; aurin1 ; 184 
 3408 ; 2 лева. Болгария. ; 1969 ;  ; Cu/Ni ; XF+ ; 16 ; bva150979 ; 144 
 3409 ; 2 лева. Болгария.25 лет социалистической революции ; 1969 ;  ; Cu/Ni ; XF+ ; 14 ; rubber ; 134 
 3310 ; 1 пфеннинг. Германия ; 1937J ;  ; Br ; VF+ ; 7 ; alehandr ; 79 
 3311 ; 1 пфенниг. Веймар ; 1924J ;  ; Br ; VF+ ; 41 ; Tereh ; 57 
 3312 ; 10 пфеннингов. Германия ; 1915А ;  ; Cu-Ni ; VF-XF ; 10 ; sova159 ; 26 
 3313 ; 5 пфеннигов. Германия ; 1914А ;  ; Cu-Ni ; VF+ ; 15 ; sova159 ; 26 
 3314 ; 10 пайс. Индия ; 1974 ;  ; Al ; VF+ ; 13 ; DVZ ; 48 
 3315 ; 10 пайс. Индия ; 1972 ;  ; Al ; XF ; 13 ; Серж PirGS ; 41 
 3316 ; 2 фен. КНР ; 1956 ;  ; Al ; VF+ ; 6 ; Jiamer57rus ; 18 
 3317 ; 2 хайху. Вьетнам ; 1958 ;  ; Al ; VF+ ; 19 ; av45621 ; 41 
 3318 ; 2 лек. Албания ; 1947 ;  ; Zn ; VF ; 11 ; doiu33 ; 34 
 3319 ; 2 эре. Дания ; 1943 ;  ; Zn ; VF ; 10 ; Magger ; 26 
 3320 ; 5 центов. Цейлон ; 1969 ;  ; Ni/Лат ; VF+ ; 13 ; bethowen ; 38 
 3321 ; 20 атт. Лаос ; 1980 ;  ; Al ; XF+ ; 7 ; Tche ; 32 
 3322 ; 50 атт. Лаос ; 1980 ;  ; Al ; XF+ ; 7 ; Tche ; 34 
 3323 ; 20 филлеров. Венгрия ; 1960 ;  ; Al ; XF ; 16 ; dencon ; 79 
 3324 ; 20 злотых. Польша. Марсель Навотко ; 1976 ;  ; Cu-Ni ; XF ; 17 ; СЁМА ; 62 
 3325 ; 100 злотых. Польша ; 1990 ;  ; Cu-Ni ; XF ; 19 ; dencon ; 125 
 3326 ; 5 центов. Индия ; 1965 ;  ; Cu-Ni ; VF+ ; 21 ; Алек ; 26 
 3327 ; 2,5 эскудо. Испания ; 1953 ;  ; Al/Br ; VF ; 7 ; bethowen ; 42 
 3328 ; 1 флорин. Австрия ; 1860 ;  ; Ag ; VF ; 25 ; sanchousgoblin ; 465 
 3329 ; 2 короны. Австрия ; 1916 ;  ; Ag ; VF ; 20 ; Rober ; 255 
 3330 ; 1 марка. Германия ; 1876J ;  ; Ag ; F-VF ; 24 ; Sterh ; 102 
 3331 ; 1/2 гроша. Пруссия ; 1867 ;  ; Ag ; F+ ; 10 ; Fliege1 ; 92 
 3332 ; 1/2 скиллинга. Швеция ; 1822 ;  ; Cu ; VF ; 21 ; hf426 ; 394 
 3333 ; 1/12 скиллинга. Швеция ; 1805 ;  ; Cu ; VF+ ; 20 ; к560 ; 204 
 3334 ; 3 крейцера. Австрия ; 1800 ;  ; Cu ; VF- ; 11 ; DVZ ; 159 
 3335 ; 1 грош. Польша ; 1791 ;  ; Cu ; F+ ; 51 ; DVZ ; 113 
 3336 ; 2 гривны. Украина. Богдан-Игорь Антонич ; 2009 ;  ; Cu/Ni ; AU ; 23 ; 12nerv ; 106 
 3337 ; 2 гривны. Украина. 100 лет Украинского хоккея ; 2010 ;  ; Cu/Ni ; AU ; 9 ; sibirian ; 151 
 3338 ; 2 гривны. Украина. Василсий Струс ; 2008 ;  ; Cu/Ni ; AU ; 23 ; 7755 ; 102 
 3339 ; 2 гривны. Украина. Дмитрий Луценко ; 2006 ;  ; Cu/Ni ; AU ; 9 ; Чародей ; 105 
 3340 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu/Ni ; AU ; 5 ; Чародей ; 102 
 3341 ; 1000 лева. Болгария. 100 лет Болгарскому телеграфному агентству ; 1998 ;  ; Cu/Ni ; Proof ; 15 ; rubber ; 125 
 3342 ; 50 лева. Болгария. 100 лет Гимнастике в Болгарии ; 1994 ;  ; Cu/Ni ; Proof ; 20 ; Алек ; 144 
 3343 ; 50 лева. Болгария ; 1989 ;  ; Cu/Ni ; AU ; 16 ; krugerrand ; 116 
 3344 ; 5 лева. Болгария. 300 лет Чипровского восстания ; 1988 ;  ; Cu/Ni ; Proof ; 11 ; rubber ; 114 
 3345 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu/Ni ; AU ; 14 ; страус ; 104 
 3346 ; 5 лева. Болгария. Выставка охоты ; 1981 ;  ; Cu/Ni ; AU ; 9 ; vc57 ; 104 
 3347 ; 5 лева. Болгария. ЭКСПО в Пловдиве ; 1985 ;  ; Cu/Ni ; AU ; 9 ; krugerrand ; 104 
 3348 ; 5 лева. Болгария. Народная детская ассамблея ; 1985 ;  ; Cu/Ni ; AU ; 11 ; krugerrand ; 104 
 3349 ; 5 лева. Болгария. Международная детская ассамблея ; 1988 ;  ; Cu/Ni ; Proof ; 8 ; krugerrand ; 104 
 3350 ; 5 лева. Болгария. Хаджи Димитр и Стефан Караджа ; 1988 ;  ; Cu/Ni ; Proof ; 8 ; krugerrand ; 104 
 3351 ; 5 лева. Болгария. XXIII генеральная конференция ; 1985 ;  ; Cu/Ni ; Proof ; 9 ; rubber ; 125 
 3352 ; 5 лева. Болгария. Вторая международная детская ассамблея ; 1982 ;  ; Cu/Ni ; Proof ; 8 ; krugerrand ; 104 
 3353 ; 5 лева. Болгария. Людмила Живкова ; 1982 ;  ; Cu/Ni ; Proof ; 21 ; Rober ; 202 
 3354 ; 5 лева. Болгария. Кремиковский ; 1988 ;  ; Cu/Ni ; Proof ; 16 ; rubber ; 130 
 3355 ; 5 лева. Болгария. 90 лет туризму ; 1985 ;  ; Cu/Ni ; Proof ; 11 ; 12nerv ; 107 
 3356 ; 5 гривен. Украина. Луганская область ; 2013 ;  ; Би/м ; AU ; 38 ; rubber ; 351 
 3357 ; 5 гривен. Украина. Киевский научный институт судовых экспертиз ; 2013 ;  ; Би/м ; AU ; 44 ; Aless ; 533 
 3358 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 7 ; sibirian ; 157 
 3359 ; 5 гривен. Украина. 500 лет г. Чигирин ; 2012 ;  ; Cu/Ni ; AU ; 5 ; sibirian ; 125 
 3260 ; 1 лей. Румыния ; 1924 ;  ; Cu-Ni ; VF ; 17 ; krugerrand ; 40 
 3261 ; 20 халери. Чехословакия ; 1924 ;  ; Cu-Ni ; VF ; 16 ; Диман13 ; 28 
 3262 ; 25 сентимос. Коста Рика ; 1948 ;  ; Cu-Ni ; XF ; 12 ; Jiamer57rus ; 25 
 3263 ; 20 хеллер. Австрия ; 1908 ;  ; Ni ; VF+ ; 20 ; Magger ; 79 
 3264 ; 50 грошен. Австрия ; 1947 ;  ; Al ; VF+ ; 20 ; kgu ; 33 
 3265 ; 50 стотинов. Болгария ; 1959 ;  ; Cu-Ni ; VF ; 25 ; ship-nik ; 51 
 3266 ; 5 милс. Британский Кипр ; 1955 ;  ; Br ; VF+ ; 40 ; CHARLI ; 159 
 3267 ; 1 пенни. Великобритания ; 1945 ;  ; Br ; VF+ ; 7 ; Sky2 ; 46 
 3268 ; 1/2 пенни. Великобритания ; 1929 ;  ; Br ; VF ; 10 ; маманя ; 44 
 3269 ; 50 эре. Норвегия ; 1947 ;  ; Cu-Ni ; VF+ ; 27 ; kgu ; 47 
 3270 ; 1 злотый. Польша ; 1929 ;  ; Cu-Ni ; VF ; 9 ; valent77 ; 28 
 3271 ; 100 лей. Румыния ; 1943 ;  ; Cu-Ni ; VF ; 10 ; Jiamer57rus ; 25 
 3272 ; 5 пфеннингов. Германия ; 1942А ;  ; Zn ; VF ; 15 ; Magger ; 51 
 3273 ; 1 пфеннинг. Германия ; 1914J ;  ; Br ; XF ; 34 ; Tereh ; 111 
 3274 ; 1 лей. Румыния ; 1924 ;  ; Cu-Ni ; VF ; 10 ; Jiamer57rus ; 25 
 3275 ; 25 бани. Румыния ; 1960 ;  ; Ni ; VF+ ; 11 ; vb96 ; 22 
 3276 ; 1 крейцер. Австрия ; 1881 ;  ; Br ; VF ; 9 ; kostya12.04.1994 ; 68 
 3277 ; 50 сентимес. Бельгия ; 1953 ;  ; Br ; XF ; 14 ; Jiamer57rus ; 23 
 3278 ; 20 пара. Сербия ; 1884 ;  ; Cu-Ni ; VF ; 30 ; dimassxmass ; 59 
 3279 ; 3 пенса. Великобритания ; 1941 ;  ; Al/Br ; VF ; 5 ; Ясер ; 36 
 3280 ; 2 сент. Бельгия ; 1909 ;  ; Br ; VF ; 30 ; Magger ; 310 
 3281 ; 2 сент. Бельгия ; 1919 ;  ; Br ; VF-XF ; 16 ; Алек ; 310 
 3282 ; 100 риалов. Иран ; 20 век ;  ; Cu-Ni ; XF ; 18 ; arlekin ; 41 
 3283 ; 50 риалов. Иран ; 20 век ;  ; Cu-Ni ; VF+ ; 11 ; Серж PirGS ; 41 
 3284 ; 10 риалов. Иран ; 1989 ;  ; Cu-Ni ; VF ; 13 ; vb96 ; 78 
 3285 ; 2 риала. Иран ; 1979-1988 ;  ; Cu-Ni ; VF- ; 9 ; t_v_v ; 26 
 3286 ; 10 риалов. Иран ; 1992-1997 ;  ; Al/Br ; VF+ ; 11 ; Алек ; 49 
 3287 ; 100 лир. Ватикан ; 1973 ;  ; St ; AU ; 17 ; CHARLI ; 105 
 3288 ; 100 лир. Италия ; 1979 ;  ; St ; AU ; 9 ; Jiamer57rus ; 25 
 3289 ; 100 лей. Румыния ; 1943 ;  ; Ni ; VF+ ; 13 ; Magger ; 47 
 3290 ; 10 центов. Мальта ; 1972 ;  ; Cu-Ni ; VF+ ; 11 ; fedor880v ; 38 
 3291 ; 5 крон. Чехословакия ; 1938 ;  ; Ni ; VF-XF ; 16 ; vb96 ; 57 
 3292 ; 1 крона. Норвегия ; 1926 ;  ; Cu-Ni ; XF- ; 20 ; семафор ; 74 
 3293 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF+ ; 28 ; Magger ; 102 
 3294 ; 1 крона. Норвегия. Олав V ; 1980 ;  ; Cu-Ni ; VF-XF ; 7 ; Jiamer57rus ; 24 
 3295 ; 1 крона. Дания ; 1975 ;  ; Cu-Ni ; XF- ; 10 ; 12nerv ; 26 
 3296 ; 1 крона. Швеция ; 1972 ;  ; Cu-Ni ; VF+ ; 16 ; 12nerv ; 24 
 3297 ; 5 эре. Швеция ; 1920 ;  ; Br ; VF+ ; 15 ; орсан ; 32 
 3298 ; 50 сантими. Латвия ; 1922 ;  ; Ni ; XF ; 15 ; sibirian ; 175 
 3299 ; 5 крон. Швеция ; 1984 ;  ; Cu-Ni ; XF ; 11 ; Jiamer57rus ; 24 
 3300 ; 10 франков. Люксембург ; 1972 ;  ; Cu-Ni ; XF+ ; 10 ; gusar ; 45 
 3301 ; 10 сентимес. Франция ; 1872 ;  ; Br ; VF- ; 35 ; dimassxmass ; 63 
 3302 ; 50 чентезимо. Италия ; 1941 ;  ; St ; VF-XF ; 10 ; mefody73 ; 26 
 3303 ; 5 франков. Франция ; 1946 ;  ; Al ; VF+ ; 9 ; 12nerv ; 26 
 3304 ; 1 франк. Франция ; 1936 ;  ; Al/Br ; VF-XF ; 11 ; дитрих11 ; 36 
 3305 ; 50 сентимес. Франция ; 1940 ;  ; Al/Br ; VF+ ; 12 ; buben ; 26 
 3306 ; 50 сентимес. Франция ; 1941 ;  ; Al/Br ; VF+ ; 9 ; Jiamer57rus ; 23 
 3307 ; 10 пфеннигов. Веймар ; 1924Е ;  ; Al/Br ; VF- ; 13 ; SadKo ; 28 
 3308 ; 10 пфеннигов. Веймар ; 1929F ;  ; Al/Br ; VF+ ; 15 ; 542 ; 45 
 3309 ; 5 пфеннигов. Веймар ; 1935J ;  ; Al/Br ; VF+ ; 21 ; Magger ; 143 
 3210 ; 1 сенти. Тонго ; 2005 ;  ; Cu/Fe ; XF+ ; 10 ; tarasov023 ; 26 
 3211 ; 1 пенни. Гибралтар. Конституция ; 2005 ;  ; Cu/Fe ; XF+ ; 19 ; dencon ; 102 
 3212 ; 1 пенни. Гернси ; 1998 ;  ; Cu/Fe ; XF+ ; 7 ; Jiamer57rus ; 24 
 3213 ; 1 рубль. Белоруссия. Богач ; 2005 ;  ; Cu/Ni ; AU ; 29 ; Недорого ; 850 
 3214 ; 1 рубль. Белоруссия. Пасха ; 2005 ;  ; Cu/Ni ; AU ; 32 ; Недорого ; 612 
 3215 ; 1 рубль. Белоруссия. Пасха ; 2005 ;  ; Cu/Ni ; AU ; 26 ; Недорого ; 538 
 3216 ; 1 рубль. Белоруссия. Деды ; 2005 ;  ; Cu/Ni ; AU ; 38 ; Tereh ; 509 
 3217 ; 1 рубль. Белоруссия. Бобер ; 2002 ;  ; Cu/Ni ; Proof ; 48 ; Недорого ; 703 
 3218 ; 1 рубль. Белоруссия. Бобер ; 2002 ;  ; Cu/Ni ; Proof ; 34 ; vladzory ; 777 
 3219 ; 1 рубль. Белоруссия. 60 лет победы в ВОВ ; 2004 ;  ; Cu/Ni ; Proof ; 41 ; Gyron ; 793 
 3220 ; 1 рубль. Белоруссия. 60 лет победы в ВОВ ; 2004 ;  ; Cu/Ni ; Proof ; 29 ; Aleech ; 1530 
 3221 ; 1 рубль. Белоруссия. 60 лет победы в ВОВ ; 2004 ;  ; Cu/Ni ; Proof ; 37 ; Gyron ; 1303 
 3222 ; 1 рубль. Белоруссия. 60 лет победы в ВОВ ; 2004 ;  ; Cu/Ni ; Proof ; 41 ; Gyron ; 1303 
 3223 ; 1 рубль. Белоруссия. Брестская крепость ; 2004 ;  ; Cu/Ni ; Proof ; 32 ; Gyron ; 1303 
 3224 ; 1 рубль. Белоруссия. Зимородок ; 2008 ;  ; Cu/Ni ; Proof ; 18 ; aurin1 ; 317 
 3225 ; 1 рубль. Белоруссия. Национальный парк "Нарачанский" ; 2003 ;  ; Cu/Ni ; Proof ; 30 ; Недорого ; 1259 
 3226 ; 1 рубль. Белоруссия. Белая цапля ; 2008 ;  ; Cu/Ni ; Proof ; 19 ; aurin1 ; 369 
 3227 ; 1 рубль. Белоруссия. Соловей ; 2007 ;  ; Cu/Ni ; Proof ; 13 ; vladzory ; 513 
 3228 ; 1 рубль. Белоруссия. Олимпийская Белоруссия. Лыжи ; 1997 ;  ; Cu/Ni ; Proof ; 19 ; aurin1 ; 461 
 3229 ; 1 рубль. Белоруссия. Академическая гребля ; 2004 ;  ; Cu/Ni ; Proof ; 20 ; Gyron ; 390 
 3230 ; 1 рубль. Белоруссия. Памятники архитектуры. Церковь-Крепость Сынковичи ; 2000 ;  ; Cu/Ni ; Proof ; 23 ; Недорого ; 1530 
 3231 ; 1 рубль. Белоруссия.Замок Радзивиллов   2004 ; 2004 ;  ; Cu/Ni ; Proof ; 21 ; Недорого ; 1010 
 3232 ; 1 рубль. Белоруссия. Норка ; 2006 ;  ; Cu/Ni ; Proof ; 19 ; burlak ; 413 
 3233 ; 1 рубль. Белоруссия. 15 лет дипломатических отношений Белоруссии и Китая ; 2007 ;  ; Cu/Ni ; Proof ; 25 ; Недорого ; 281 
 3234 ; 1 рубль. Белоруссия. День независимости Республики ; 1997 ;  ; Cu/Ni ; Proof ; 9 ; Gyron ; 289 
 3235 ; 1 рубль. Белоруссия. СНГ 15 лет ; 2006 ;  ; Cu/Ni ; Proof ; 13 ; Aleech ; 300 
 3236 ; 1 рубль. Белоруссия. Зубр ; 2001 ;  ; Cu/Ni ; Proof ; 29 ; Mikle777 ; 2380 
 3237 ; 1 рубль. Белоруссия. Глеб Менский ; 2007 ;  ; Cu/Ni ; Proof ; 13 ; vladzory ; 308 
 3238 ; 1 рубль. Белоруссия. Якуб Колас ; 2002 ;  ; Cu/Ni ; Proof ; 27 ; Aleech ; 1303 
 3239 ; 1 рубль. Белоруссия. Янка Купала ; 2002 ;  ; Cu/Ni ; Proof ; 21 ; Aleech ; 1303 
 3240 ; 1 рубль. Белоруссия. Памятники архитектуры. Борисоглебская церковь ; 1999 ;  ; Cu/Ni ; Proof ; 35 ; Недорого ; 1734 
 3241 ; 1 рубль. Белоруссия. Памятники архитектуры. Мирский замок ; 1998 ;  ; Cu/Ni ; Proof ; 33 ; Недорого ; 1777 
 3242 ; 1 рубль. Белоруссия. Памятники архитектуры. Преображенская церковь ; 2003 ;  ; Cu/Ni ; Proof ; 30 ; Недорого ; 1010 
 3243 ; 1 рубль. Белоруссия. Национальная академия наук ; 2009 ;  ; Cu/Ni ; Proof ; 20 ; Опятор ; 275 
 3244 ; 1 рубль. Белоруссия. Минск ; 2008 ;  ; Cu/Ni ; Proof ; 39 ; aurin1 ; 347 
 3245 ; 1 рубль. Белоруссия. Памятники архитектуры. Каменецкая вежа ; 2001 ;  ; Cu/Ni ; Proof ; 33 ; Недорого ; 1224 
 3246 ; 1 рубль. Белоруссия. Памятники архитектуры. Фарный костел ; 2005 ;  ; Cu/Ni ; Proof ; 47 ; Недорого ; 1010 
 3247 ; 1 рубль. Белоруссия. Легенда об аисте ; 2007 ;  ; Cu/Ni ; Proof ; 14 ; 12nerv ; 278 
 3248 ; 1 рубль. Белоруссия. Свадьба ; 2006 ;  ; Cu/Ni ; Proof ; 25 ; aurin1 ; 414 
 3249 ; 1 рубль. Белоруссия.Совершеннолетие ; 2010 ;  ; Cu/Ni ; Proof ; 8 ; brat52 ; 273 
 3250 ; 1 рубль. Белоруссия. 80 лет Беларусьбанку ; 2002 ;  ; Cu/Ni ; Proof ; 21 ; buynyi76 ; 402 
 3251 ; 1 рубль. Белоруссия. Дуга Струвэ ; 2006 ;  ; Cu/Ni ; Proof ; 14 ; Недорого ; 410 
 3252 ; 1 рубль. Белоруссия. Силичи ; 2006 ;  ; Cu/Ni ; Proof ; 20 ; sibirian ; 310 
 3253 ; 1 рубль. Белоруссия. Парусник "Седов" ; 2008 ;  ; Cu/Ni ; Proof ; 22 ; aurin1 ; 376 
 3254 ; 1 рубль. Белоруссия. Фристайл ; 2001 ;  ; Cu/Ni ; Proof ; 29 ; vladzory ; 579 
 3255 ; 10 пфеннигов. Германия ; 1900А ;  ; Cu-Ni ; VF+ ; 9 ; dimassxmass ; 40 
 3256 ; 10 менге. Монголия ; 1945 ;  ; Cu-Ni ; XF ; 18 ; Tche ; 160 
 3257 ; 2 менге. Монголия ; 1959 ;  ; Al ; XF ; 39 ; Tche ; 87 
 3258 ; 1 центов.США ; 1934 ;  ; Cu-Ni ; VF ; 30 ; Oleht ; 135 
 3259 ; 5 сентаво. Куба ; 1961 ;  ; Cu-Ni ; VF+ ; 28 ; 12nerv ; 34 
 3160 ; 10 центаво. Американские Филиппины ; 1945 ;  ; Ag ; VF+ ; 7 ; ВЯЗЪ ; 100 
 3161 ; 1 доллар. Британская Канада. Британская Колумбия ; 1958 ;  ; Ag ; XF ; 18 ; vlr ; 906 
 3162 ; 1 доллар. Британские Багамские о-ва ; 1966 ;  ; Ag ; XF+ ; 24 ; Ю42 ; 928 
 3163 ; 1 цент. Британский Гонг-Конг ; 1904 ;  ; Cu ; XF ; 17 ; kehha ; 181 
 3164 ; 10 центов. Британская Восточная Африка ; 1949 ;  ; Br ; VF-XF ; 11 ; lelic ; 239 
 3165 ; 5 долларов. Британская Австралия ; 1998 ;  ; Br ; Proof ; 16 ; avstraliez2 ; 765 
 3166 ; 2 кроны. Швеция. На смерть Густава II Адольфа ; 1932G ;  ; Ag ; VF ; 16 ; krugerrand ; 705 
 3167 ; 1 куруш. Турция, Османская Империя ; 1904 (1293/29) ;  ; Ag ; F+ ; 7 ; S1952 ; 111 
 3168 ; 5 милс. Палестина ; 1927 ;  ; Ni ; VF- ; 20 ; arlekin ; 92 
 3169 ; 2 милса. Палестина ; 1927 ;  ; Br ; VF ; 17 ; Emv ; 72 
 3170 ; 20 тамбала. Малави ; 1994 ;  ; Ni ; XF+ ; 14 ; Mikle777 ; 102 
 3171 ; 10 пиастров. Ливан ; 1961 ;  ; Ni ; VF+ ; 33 ; fedor880v ; 184 
 3172 ; 20 филс. Кувейт ; 2001 ;  ; Ni ; XF ; 13 ; fedor880v ; 51 
 3173 ; 2 кроны. Эстония ; 1930 ;  ; Ag ; VF+ ; 14 ; тикси3 ; 509 
 3174 ; 1 песо. Американские Филиппины ; 1908 ;  ; Ag ; VF+ ; 34 ; Ю42 ; 1333 
 3175 ; 1 корона. Австрия ; 1895 ;  ; Ag ; VF- ; 26 ; vituzik ; 136 
 3176 ; 500 лир. Сан Марино. XXII Олимпийские игры ; 1980 ;  ; Ag ; AU ; 17 ; OgAnVi ; 583 
 3177 ; 10 лир. Израиль ; 1974 ;  ; Ag ; AU ; 43 ; fillin ; 793 
 3178 ; 1 рубль. Беларусь. Змей горыныч ; 2009 ;  ; Cu-Ni ; Proof ; 17 ; eres ; 374 
 3179 ; 1 крона. Швеция ; 1937 ;  ; Ag ; XF+ ; 15 ; jjjoker ; 340 
 3180 ; 20 центов. Свазиленд ; 2005 ;  ; Cu/Ni ; AU ; 13 ; bethowen ; 51 
 3181 ; 25 пенни. Финляндия ; 1938 ;  ; Ni ; XF- ; 15 ; Jiamer57rus ; 22 
 3182 ; 10 пенни. Финляндия ; 1941 ;  ; Br ; XF ; 15 ; sova159 ; 26 
 3183 ; 1 эре. Дания ; 1936 ;  ; Br ; XF ; 14 ; 12nerv ; 19 
 3184 ; 50 центов. Багамы ; 2005 ;  ; Cu-Ni ; AU ; 18 ; Taras58 ; 72 
