 5590 ; Бона иностранная ;  ;  ;  ;  ; 19 ; 2128508 ; 203 
 3684 ; 1 эре. Дания ; 1899 ;  ; Br ; VF ; 21 ; andy2012 ; 142 
 3685 ; 2 эре. Швеция ; 1858 ;  ; Cu ; F+ ; 9 ; Kamp ; 92 
 3686 ; 5 рейс. Португалия ; 1882 ;  ; Cu ; VF ; 11 ; kornum ; 192 
 3687 ; 1/2 цента. Нидерланды ; 1928 ;  ; Br ; VF ; 15 ; kornum ; 58 
 3688 ; 10 центов. Колонии Франции ; 1827 ;  ; Cu ; VF- ; 29 ; banks ; 663 
 3689 ; Монета Китай ;  ;  ; Cu ; F ; 9 ; Slava O ; 53 
 3690 ; 1 эре. Швеция ; 1746 ;  ; Cu ; F ; 21 ; hf426 ; 204 
 3691 ; 1/12 анны. Индия ; 1915 ;  ; Br ; VF+ ; 11 ; Monata ; 85 
 3692 ; 25 эре. Дания ; 1926 ;  ; Cu-Ni ; VF ; 30 ; Бейн99999 ; 60 
 3693 ; 20 ариари. Малагаси ; 1978 ;  ; Cu-Ni ; XF- ; 14 ; kornum ; 79 
 3694 ; 10 злотых. Польша ; 1971 ;  ; Cu-Ni ; XF ; 19 ; kornum ; 115 
 3595 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 19 ; vesta78 ; 251 
 3596 ; 50 гульденов. Нидерланды. Бернард и Юлиана ; 1987 ;  ; Ag ; Proof ; 31 ; Ясер ; 827 
 3597 ; 1/2 доллара. США ; 1968 ;  ; Ag ; XF ; 15 ; bob375 ; 225 
 3598 ; 20 франков. Франция ; 1938 ;  ; Ag ; XF+ ; 36 ; джон08 ; 803 
 3599 ; 1 крона. Швеция ; 1936 ;  ; Ag ; VF ; 13 ; vitapool ; 139 
 3600 ; 5 марок. ФРГ. Петтенкофер ; 1968D ;  ; Ag ; XF+ ; 12 ; k212 ; 261 
 3601 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; XF ; 21 ; kornum ; 679 
 3602 ; 1/4 гульдена. Нидерландская Индия ; 1941 ;  ; Ag ; XF+ ; 21 ; SD315 ; 165 
 3603 ; 1/2 гульдена. Нидерланды ; 1929 ;  ; Ag ; VF ; 17 ; sveta6369 ; 217 
 3604 ; 10 эре. Швеция ; 1960 ;  ; Ag ; XF ; 10 ; нормировщик9 ; 36 
 3605 ; 50 эре. Швеция ; 1939 ;  ; Ag ; VF ; 13 ; vesta78 ; 101 
 3606 ; 25 центов. Канада. 100 лет конфедерации ; 1967 ;  ; Ag ; VF-XF ; 16 ; Galagan1978 ; 169 
 3607 ; 1/2 марки. Германия ; 1907A ;  ; Ag ; VF+ ; 18 ; dim66 ; 138 
 3608 ; 100 марок Финляндия ; 1956 ;  ; Ag ; AU ; 15 ; wladico ; 164 
 3609 ; 50 центов. Эфиопия ;  ;  ; Ag ; F-VF ; 21 ; vangog3 ; 249 
 3610 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 21 ; wladico ; 69 
 3611 ; 25 эре. Швеция ; 1957 ;  ; Ag ; XF+ ; 17 ; wladico ; 77 
 3612 ; 1/10 гульдена. Нидерландская Индия ; 1918 ;  ; Ag ; VF ; 19 ; val211 ; 90 
 3613 ; 5 эскудо. Португалия ; 1933 ;  ; Ag ; VF ; 23 ; wladico ; 241 
 3614 ; 10 эре. Швеция ; 1949 ;  ; Ag ; AU ; 11 ; vitapool ; 81 
 3615 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; VF ; 21 ; vitapool ; 183 
 3616 ; 1 крона. Швеция ; 1949 ;  ; Ag ; VF ; 10 ; KNK ; 101 
 3617 ; 10 центов. Нидерланды ; 1941 ;  ; Ag ; AU ; 17 ; predicat ; 91 
 3618 ; 1 дайм. США ; 1960 ;  ; Ag ; XF ; 23 ; predicat ; 101 
 3619 ; 25 центов. Нидерланды ; 1941 ;  ; Ag ; XF+ ; 15 ; SD315 ; 152 
 3620 ; 1 гирш. Египет ; 12?? ;  ; Ag ; F ; 16 ; Серж PirGS ; 97 
 3621 ; 5 франков. Бельгийское Конго. Руанда-Урунди ; 1956 ;  ; Al ; VF ; 16 ; kornum ; 57 
 3622 ; Монетовидный жетон. Австрия ;  ;  ; Al ; VF+ ; 20 ; mira16 ; 70 
 3623 ; 1 франк. Французский Мадагаскар ; 1958 ;  ; Al ; XF ; 13 ; kornum ; 255 
 3624 ; 20 центов. Лаос ; 1952 ;  ; Al ; XF- ; 16 ; val211 ; 42 
 3625 ; 1 пайса. Пакистан ; 1972 ;  ; Al ; XF ; 14 ; kornum ; 37 
 3626 ; 2-1/2 пиастра. Ливан ;  ;  ; Al ; VF ; 30 ; vb96 ; 215 
 3627 ; 500 лир. Сан-Марино ; 1986 ;  ; Би/м ; XF ; 9 ; Димон777 ; 111 
 3628 ; 500 лир. Сан-Марино ; 1993 ;  ; Би/м ; XF+ ; 7 ; Димон777 ; 111 
 3629 ; 5 песо. Доминикана ; 2002 ;  ; Би/м ; XF ; 12 ; shantic ; 34 
 3630 ; 5 центов. Канада ; 1952 ;  ; St ; VF ; 11 ; Maksss163 ; 33 
 3631 ; 1 эре. Норвегия ; 1942 ;  ; St ; VF ; 29 ; 220W ; 53 
 3632 ; 10 динаров. Сербия ; 1943 ;  ; Zn ; VF+ ; 26 ; кве ; 196 
 3633 ; 25 франков. Того ; 1957 ;  ; Al/Br ; VF+ ; 11 ; wladico ; 57 
 3634 ; 5 крон. Эстония ; 1993 ;  ; Al/Br ; VF+ ; 14 ; tolegv ; 59 
 3635 ; Жетон "Shell" ; 1989 ;  ; Al/Br ; XF ; 16 ; mira16 ; 160 
 3636 ; 1 крона. Дания ; 1946 ;  ; Al/Br ; VF+ ; 12 ; val211 ; 46 
 3637 ; 2 кроны. Дания ; 1952 ;  ; Al/Br ; VF ; 35 ; Kamp ; 73 
 3638 ; 200 лир. Сан-Марино ; 1991 ;  ; Al/Br ; XF ; 23 ; kornum ; 79 
 3639 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; AU ; 12 ; tolegv ; 34 
 3640 ; 5 марок. Финляндия ; 1935 ;  ; Al/Br ; VF+ ; 19 ; хуч ; 50 
 3641 ; 10 крон. Дания ; 2005 ;  ; Al/Br ; XF ; 18 ; vb96 ; 227 
 3642 ; 50 сантимов. Франция ; 1938 ;  ; Al/Br ; VF+ ; 20 ; stark-2006 ; 53 
 3643 ; 5 угий. Мавритания ; 1974 ;  ; Al/Br ; VF+ ; 10 ; Серж PirGS ; 113 
 3644 ; 5 центов. Суринам ; 1971 ;  ; Al/Br ; VF+ ; 36 ; stark-2006 ; 206 
 3545 ; 5 гривен. Украина. Сумская область ; 2014 ;  ; Би/м ; AU ; 33 ; KRASLAVA ; 340 
 3546 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 11 ; bonipari ; 130 
 3547 ; 5 гривен. Украина. Киевский научно-исследовательский институт судебных экспертиз ; 2013 ;  ; Би/м ; AU ; 20 ; Vanka ; 411 
 3548 ; 5 гривен. Украина. Кировоградская область ; 2014 ;  ; Би/м ; AU ; 35 ; KRASLAVA ; 340 
 3549 ; 5 гривен. Украина. Николаевская область ; 2012 ;  ; Би/м ; AU ; 9 ; buynyi76 ; 619 
 3550 ; 5 гривен. Украина. Луганская область ; 2013 ;  ; Би/м ; AU ; 29 ; Vanka ; 313 
 3551 ; 5 гривен. Украина. Житомирская область ; 2012 ;  ; Би/м ; AU ; 7 ; buynyi76 ; 619 
 3552 ; 2 гривны. Украина. Борис Гринченко ; 2013 ;  ; Cu/Ni ; AU ; 11 ; Ratmen ; 156 
 3553 ; 2 гривны. Украина. Константин левицкий ; 2009 ;  ; Cu/Ni ; AU ; 12 ; bonipari ; 108 
 3554 ; 2 гривны. Украина.  Владимир Винниченко ; 2007 ;  ; Cu/Ni ; AU ; 12 ; bonipari ; 114 
 3555 ; 2 гривны. Украина. Иван Багряный ; 2007 ;  ; Cu/Ni ; AU ; 10 ; bonipari ; 114 
 3556 ; 2 гривны. Украина. Национальная музыкальная акдемия Украины им. П.И. Чайковского ; 2013 ;  ; Cu/Ni ; AU ; 15 ; Ratmen ; 162 
 3557 ; 2 гривны. Украина. Юношеский чемпионат мира по легкой атлетике ; 2013 ;  ; Cu/Ni ; AU ; 13 ; ВМШ ; 171 
 3558 ; 2 гривны. Украина. Петр григоренко ; 2007 ;  ; Cu/Ni ; AU ; 12 ; bonipari ; 102 
 3559 ; 1 марка. Финляндия ; 1965 ;  ; Ag ; VF ; 11 ; Magdeburg ; 77 
 3560 ; 2 гривны. Украина. 27 летние олимпийские игры ; 2000 ;  ; Cu-Ni ; AU ; 7 ; ОМОН10 ; 650 
 3561 ; 2 гривны. Украина. Добро детям ; 2001 ;  ; Cu-Ni ; AU ; 22 ; shurik2 ; 257 
 3562 ; 10 марок. ФРГ. 100 лет дизельному мотору ; 1997F ;  ; Ag ; XF ; 16 ; bethowen ; 394 
 3563 ; 10 марок. ФРГ. Вильгельм Рентген ; 1995D ;  ; Ag ; XF ; 21 ; kadadin ; 362 
 3564 ; 10 сантимов. Токен. Франция ; 1916 ;  ; Al ; F-VF ; 20 ; vb96 ; 186 
 3565 ; 5 сантимов. Токен. Франция ; 1916 ;  ; Al ; F-VF ; 28 ; banks ; 164 
 3566 ; 2 евро. Словакия. 10 лет экономическому и валютному союзу ; 2009 ;  ; Би/м ; AU ; 42 ; Blixa37 ; 371 
 3567 ; 100 крон. Чехословакия. 600 лет Карловскому университету ; 1948 ;  ; Ag ; AU ; 55 ; lire ; 410 
 3568 ; 1 шиллинг. Восточная Африка ; 1950 ;  ; Cu-Ni ; VF+ ; 30 ; ilmar ; 115 
 3569 ; 2 евро. Люксембург ; 2010 ;  ; Би/м ; AU ; 60 ; Михалыч57 ; 522 
 3570 ; 2 евро. Словакия. Вышеградская встреча ; 2011 ;  ; Би/м ; AU ; 32 ; Akatava ; 151 
 3571 ; 2 евро. Словакия. Кирилл и Мефодий ; 2013 ;  ; Би/м ; AU ; 31 ; Алёша ; 176 
 3572 ; 2 евро. Словакия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 22 ; вмонетав ; 136 
 3573 ; 2 евро. Нидерланды. Вильгельм-Александр ; 2013 ;  ; Би/м ; AU ; 33 ; Blixa37 ; 181 
 3574 ; 2 евро. Германия. Нижняя Саксония ; 2014 ;  ; Би/м ; AU ; 32 ; nivva ; 195 
 3575 ; 2 евро. Испания ; 2014 ;  ; Би/м ; AU ; 21 ; Ритм ; 167 
 3576 ; 2 евро. Италия. Камилло Бенсо ди Кавур ; 2010 ;  ; Би/м ; AU ; 37 ; Blixa37 ; 201 
 3577 ; 1 greschl. Австрия ; 1764 ;  ; Cu ; F+ ; 49 ; lestes ; 394 
 3578 ; 5 франков. Франция ; 1875 ;  ; Ag ; VF+ ; 21 ; REC ; 975 
 3579 ; 5 лир. Ватикан ; 1936 ;  ; Ag ; VF ; 53 ; vitapool ; 399 
 3580 ; 10 лир. Италия ; 1949 ;  ; Al ; VF ; 37 ; igordim ; 111 
 3581 ; 1 шиллинг. Великобритания ; 1895 ;  ; Ag ; VF ; 33 ; maleevsw ; 410 
 3582 ; 100 лир. Италия. ФАО ; 1995 ;  ; Cu-Ni ; AU ; 30 ; igordim ; 50 
 3583 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; XF ; 44 ; Ясер ; 138 
 3584 ; 500 йен. Япония ;  ;  ; Cu-Ni ; AU ; 64 ; lire ; 188 
 3585 ; 2 пиастра. Египет ; 1937 ;  ; Ag ; AU ; 57 ; Волк33 ; 368 
 3586 ; 10 марок. Финляндия. Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 12 ; Emv ; 305 
 3587 ; 100 лева. Болгария ; 1934 ;  ; Ag ; VF-XF ; 27 ; 220W ; 519 
 3588 ; 100 лева. Болгария ; 1930 ;  ; Ag ; VF-XF ; 33 ; Ю42 ; 577 
 3589 ; 1 доллар. США ; 1921 ;  ; Ag ; VF+ ; 21 ; ЛБС ; 1181 
 3590 ; 2 франка. Швейцария ; 1957 ;  ; Ag ; VF+ ; 6 ; 8888 ; 340 
 3591 ; 50 гульденов. Нидерланды. Принц Вильям  ван Оранж ; 1984 ;  ; Ag ; Proof ; 19 ; Ясер ; 1074 
 3592 ; 50 лева. Болгария. ; 1930 ;  ; Ag ; VF+ ; 25 ; сама71 ; 331 
 3593 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; VF+ ; 8 ; Kamp ; 159 
 3594 ; 1/2 кроны. Великобритания ; 1891 ;  ; Ag ; F-VF ; 15 ; Гурий ; 300 
 3495 ; 10 сентаво. Перу ;  ;  ; Латунь ; F-VF ; 7 ; t_v_v ; 42 
 3496 ; 20 пара. Турция ; 1293 ;  ; Ni ; F+ ; 11 ; Monata ; 120 
 3497 ; 1 крона. Исландия ; 1929 ;  ; Al/Br ; VF+ ; 13 ; wladico ; 115 
 3498 ; 10 марок. Финляндия. Европейский чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 20 ; Mike! ; 305 
 3499 ; 25 марок. Финляндия. 750 лет Турку ; 1979 ;  ; Ag ; AU ; 13 ; Mike! ; 476 
 3500 ; 25 марок. Финляндия. Олимпиада в Лахти ; 1978 ;  ; Ag ; AU ; 8 ; Mike! ; 407 
 3501 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 3 ; Mike! ; 379 
 3502 ; 10 марок. Финляндия. Кекконен ; 1975 ;  ; Ag ; AU ; 5 ; SergeyAnatoljevich ; 453 
 3503 ; 50 марок. Финляндия. Калевала ; 1985 ;  ; Ag ; AU ; 18 ; KAIN1955 ; 615 
 3504 ; 50 марок. Финляндия. Чемпионат по атлетике ; 1983 ;  ; Ag ; AU ; 11 ; Mike! ; 411 
 3505 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 22 ; Mike! ; 577 
 3506 ; 20 франков. Швейцария. Чемпионат по лыжному спорту. Упаковка ; 2003 ;  ; Ag ; Proof ; 19 ; Mike! ; 1093 
 3507 ; 20 франков. Швейцария. Иоханна Спири. Упаковка ; 2001 ;  ; Ag ; Proof ; 12 ; vicnic ; 1666 
 3508 ; 20 франков. Швейцария. Монастырь Сент Галлен. Упаковка ; 2002 ;  ; Ag ; Proof ; 19 ; Mike! ; 981 
 3509 ; 5 центов. Восточные Карибские Штаты ; 1981 ;  ; Al ; VF- ; 14 ; Maksss163 ; 33 
 3510 ; 10 пфеннигов. Германия ; 1876A ;  ; Cu-Ni ; VF ; 19 ; sveta6369 ; 114 
 3511 ; 50 новых пенсов. Великобритания ; 1969 ;  ; Cu-Ni ; VF ; 9 ; Maksss163 ; 33 
 3512 ; 10 сантимов. Франция ; 1854 ;  ; Cu ; F-VF ; 10 ; Emv ; 34 
 3513 ; 1/20 гирш. Турция ; 1293 ;  ; Cu ; F ; 11 ; Monata ; 104 
 3514 ; 1 дайм. США ; 1941 ;  ; Ag ; F ; 21 ; Kamp ; 99 
 3515 ; 10 эре. Швеция ; 1953 ;  ; Ag ; XF- ; 9 ; Kamp ; 34 
 3516 ; 50 эре. Швеция ; 1961 ;  ; Ag ; XF ; 19 ; wladico ; 87 
 3517 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 16 ; тикси3 ; 430 
 3518 ; 50 эре. Швеция ; 1957 ;  ; Ag ; VF ; 15 ; Sterh ; 69 
 3519 ; 25 филсов. ОАЭ ; 2007 ;  ; Ni ; VF+ ; 11 ; Maksss163 ; 33 
 3520 ; 6 пфеннигов. Брауншвейг-Вольфенбюттель ; 1744 ;  ; Ag ; F ; 15 ; Гвидон ; 230 
 3521 ; 1 дайм. США ; 1944 ;  ; Ag ; VF+ ; 19 ; Kamp ; 108 
 3522 ; 10 центов. Цейлон ; 1892 ;  ; Ag ; F+ ; 18 ; vangog3 ; 123 
 3523 ; 25 эре. Швеция ; 1907 ;  ; Ag ; F ; 24 ; Марик ; 77 
 3524 ; 1 лира. Сан-Марино. ФАО ; 1977 ;  ; Al ; AU ; 11 ; kornum ; 57 
 3525 ; 1 шиллинг. Великобритания ; 1926 ;  ; Ag ; F+ ; 15 ; Kamp ; 90 
 3526 ; 2 сенти. Эстония ; 1934 ;  ; Br ; VF ; 13 ; ВЯЗЪ ; 50 
 3527 ; 10 центов. Эфиопия ;  ;  ; Br ; XF ; 18 ; Серж PirGS ; 123 
 3528 ; Гротен. Бремен ; 1753 ;  ; Ag ; F ; 11 ; antongor ; 114 
 3529 ; 5 гривен. Украина. Петря Нестерова ; 2013 ;  ; Cu/Ni ; AU ; 17 ; zoloto ; 207 
 3530 ; 5 гривен. Украина. Кузнец ; 2011 ;  ; Cu/Ni ; AU ; 11 ; zoloto ; 159 
 3531 ; 5 гривен. Украина. Национальный дендрологичексий парк "Тростянец" ; 2008 ;  ; Cu/Ni ; AU ; 18 ; zoloto ; 175 
 3532 ; 5 гривен. Украина. 70 лет освобождения Мелитополя от фашистких захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 20 ; Vebr ; 230 
 3533 ; 5 гривен. Украина. 70 лет освобождения Донбаса от фашистких захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 22 ; svv ; 257 
 3534 ; 5 гривен. Украина. Корсунь-Шевченковкая битва ; 2014 ;  ; Cu/Ni ; AU ; 26 ; гоша334 ; 323 
 3535 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu/Ni ; AU ; 18 ; щекин ; 241 
 3536 ; 5 гривен. Украина. Винница ; 2013 ;  ; Cu/Ni ; AU ; 14 ; zoloto ; 204 
 3537 ; 5 гривен. Украина. Гопак ; 2011 ;  ; Cu/Ni ; AU ; 12 ; Vebr ; 161 
 3538 ; 5 гривен. Украина. Чигирин ; 2012 ;  ; Cu/Ni ; AU ; 13 ; bonipari ; 157 
 3539 ; 5 гривен. Украина. 350 лет Ивано-Франковску ; 2012 ;  ; Cu/Ni ; AU ; 9 ; bonipari ; 129 
 3540 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu/Ni ; AU ; 9 ; bonipari ; 129 
 3541 ; 5 гривен. Украина. М. Волошин ; 2013 ;  ; Cu/Ni ; AU ; 16 ; zoloto ; 185 
 3542 ; 5 гривен. Украина. Корабль "Слава Екатерине" ; 2013 ;  ; Cu/Ni ; AU ; 30 ; ЛБС ; 340 
 3543 ; 5 гривен. Украина. Черкасская область ; 2014 ;  ; Би/м ; AU ; 15 ; Ratmen ; 308 
 3544 ; 5 гривен. Украина. Запорожская область ; 2014 ;  ; Би/м ; AU ; 22 ; Ratmen ; 323 
 3445 ; 1 ранд. Южная Африка ; 1969 ;  ; Ag ; XF+ ; 37 ; Mike! ; 625 
 3446 ; 1 крона. Гибралтар. 80 лет королеве-матери ; 1980 ;  ; Cu-Ni ; XF+ ; 16 ; ilmar ; 218 
 3447 ; 50 крон. Исландия ; 1968 ;  ; Cu-Ni ; XF- ; 19 ; S1952 ; 136 
 3448 ; 5 марок. ГДР. Реставрация женского монастыря в Дрездене ; 1985 ;  ; Cu/Ni ; XF+ ; 14 ; Gyron ; 213 
 3449 ; 2 соль. Франция ; 1792 ;  ; Cu ; F ; 20 ; wladico ; 207 
 3450 ; 2 евро. Эстоемя. 10 лет ЕВРО ; 2012 ;  ; Би/м ; XF ; 14 ; ag58 ; 102 
 3451 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Би/м ; Proof ; 22 ; Mike! ; 288 
 3452 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Би/м ; Proof ; 5 ; Mike! ; 227 
 3453 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Би/м ; Proof ; 5 ; Mike! ; 227 
 3454 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Би/м ; Proof ; 5 ; Mike! ; 227 
 3455 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Би/м ; Proof ; 5 ; Mike! ; 227 
 3456 ; 30 вон. Северная Корея. Олимпиада ; 2008 ;  ; Би/м ; Proof ; 5 ; Mike! ; 227 
 3457 ; 20 вон. Северная Корея. Бурый медведь ; 2011 ;  ; Би/м ; Proof ; 5 ; 5470 ; 300 
 3458 ; 20 вон. Северная Корея. Белый медведь ; 2011 ;  ; Би/м ; Proof ; 13 ; Mike! ; 153 
 3459 ; 20 вон. Северная Корея. Косатка ; 2001 ;  ; Латунь ; Proof ; 13 ; Mike! ; 238 
 3460 ; 20 вон. Северная Корея. Обыкновенная гринда ; 2001 ;  ; Латунь ; Proof ; 14 ; Mike! ; 238 
 3461 ; 20 вон. Северная Корея. Обыкновенный кит ; 2001 ;  ; Латунь ; Proof ; 19 ; Mike! ; 238 
 3462 ; 20 вон. Северная Корея. Кит ; 2001 ;  ; Латунь ; Proof ; 17 ; Mike! ; 238 
 3463 ; 20 вон. Северная Корея. Кит ; 2001 ;  ; Латунь ; Proof ; 15 ; Mike! ; 238 
 3464 ; 20 вон. Северная Корея. Кит ; 2001 ;  ; Латунь ; Proof ; 15 ; Mike! ; 238 
 3465 ; 20 вон. Северная Корея. Косатка ; 2001 ;  ; Латунь ; Proof ; 15 ; Mike! ; 238 
 3466 ; 20 вон. Северная Корея. Кит ; 2001 ;  ; Латунь ; Proof ; 13 ; Mike! ; 227 
 3467 ; 20 вон. Северная Корея. Год Крысы ; 2009 ;  ; Латунь ; Proof ; 21 ; Лёха22 ; 258 
 3468 ; 20 вон. Северная Корея. Год Змеи ; 2009 ;  ; Латунь ; Proof ; 12 ; Mike! ; 133 
 3469 ; 20 вон. Северная Корея. Год Козы ; 2009 ;  ; Латунь ; Proof ; 10 ; Mike! ; 133 
 3470 ; 2 фунта. Британские территории в Индийском океане. Принц Вильям и Кейт Мидлтон ; 2010 ;  ; Cu-Ni ; AU ; 20 ; Mike! ; 300 
 3471 ; 5 долларов. Ниуэ. Олимпиада. Теннис ; 1987 ;  ; Cu-Ni ; AU ; 10 ; Platinu3000 ; 190 
 3472 ; 5 гривен. Украина. 70 лет освобождения ; 2013 ;  ; Cu-Ni ; AU ; 19 ; орикс ; 257 
 3473 ; 5 гривен. Украина. Шевченко ; 2011 ;  ; Cu-Ni ; AU ; 20 ; Vebr ; 189 
 3474 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 12 ; Mike! ; 213 
 3475 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu-Ni ; AU ; 14 ; Mike! ; 221 
 3476 ; 2 гривны. Украина. Ольга Кобылянская ; 2013 ;  ; Cu-Ni ; AU ; 19 ; ВМШ ; 204 
 3477 ; 2 гривны. Украина. Нестр Махн ; 2013 ;  ; Cu-Ni ; AU ; 43 ; СВл ; 793 
 3478 ; 2 гривны. Украина. 100 лет музыкальной академии им П.И.Чайковского ; 2013 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 191 
 3479 ; 2 гривны. Украина. 350 лет Львовскому национальному университету ; 2011 ;  ; Cu-Ni ; AU ; 17 ; bonipari ; 152 
 3480 ; 2 гривны. Украина. 125 лет Национальному техничекому университету ; 2010 ;  ; Cu-Ni ; AU ; 10 ; bonipari ; 154 
 3481 ; 50 марок. Финляндия. Чемпионат мира по хоккею ; 1982 ;  ; Ag ; AU ; 34 ; antongor ; 431 
 3482 ; 1 крона. Остров Мен. 23 олимпиада в Лос Анджелесе. Атлеты ; 1984 ;  ; Cu/Ni ; AU ; 7 ; chebeer ; 227 
 3483 ; 1 крона. Швеция ; 1943 ;  ; Ag ; VF- ; 21 ; aziya11 ; 122 
 3484 ; 1 крона. Швеция ; 1961 ;  ; Ag ; XF ; 13 ; mishael07 ; 100 
 3485 ; 1 крона. Швеция ; 1967 ;  ; Ag ; XF ; 13 ; mishael07 ; 100 
 3486 ; 1/12 шиллинга. Джерси ; 1923 ;  ; Br ; VF+ ; 20 ; vesta78 ; 93 
 3487 ; 1/12 шиллинга. Джерси ; 1966 ;  ; Br ; XF ; 25 ; kornum ; 89 
 3488 ; 25 центов. Канада ; 1968 ;  ; Ag ; XF ; 19 ; Galagan1978 ; 132 
 3489 ; 1 шиллинг. Великобритания. Золотой юбилей правления ; 1887 ;  ; Ag ; XF- ; 60 ; я8844 ; 726 
 3490 ; 200000 карбованцев. Украина. Победа в ВОВ ; 1995 ;  ; Cu-Ni ; Proof ; 34 ; zorf ; 292 
 3491 ; 1 доллар. США ; 1922 ;  ; Ag ; XF- ; 18 ; ЛБС ; 1122 
 3492 ; 50 тамбала. Малави ; 1986 ;  ; Al/Br ; VF ; 7 ; t_v_v ; 36 
 3493 ; 1 пиастр. Судан ; 2006 ;  ; Лат ; XF+ ; 15 ; t_v_v ; 57 
 3494 ; 25 пенсов. Остров святой Елены. Принц Чарльз и Леди Дианы ; 1981 ;  ; Cu-Ni ; AU ; 13 ; ilmar ; 255 
 3395 ; 1 хеллер. Венгрия ; 1894 ;  ; Br ; VF ; 26 ; t_v_v ; 51 
 3396 ; 1 сент. Нидерланды ; 1905 ;  ; Br ; VF+ ; 12 ; wladico ; 57 
 3397 ; 5 сент. Нидерланды ; 1948 ;  ; Br ; XF ; 14 ; wladico ; 57 
 3398 ; 5 эре. Дания ; 1944 ;  ; Zn ; VF ; 9 ; Maksss163 ; 33 
 3399 ; 10 сент. Нидерланды ; 1941 ;  ; Zn ; VF ; 12 ; Бейн99999 ; 46 
 3400 ; 10 сентимес. Франция ; 1924 ;  ; Cu-Ni ; VF+ ; 8 ; igordim ; 34 
 3401 ; 10 сентимес. Франция ; 1926 ;  ; Cu-Ni ; XF ; 11 ; artur2000 ; 42 
 3402 ; 10 сентимес. Франция ; 1935 ;  ; Cu-Ni ; XF ; 5 ; Maksss163 ; 33 
 3403 ; 5 сентимес. Франция ; 1924 ;  ; Cu-Ni ; XF ; 9 ; artur2000 ; 44 
 3404 ; 10 эре. Дания ; 1926 ;  ; Cu-Ni ; VF ; 25 ; wladico ; 57 
 3405 ; 10 эре. Норвегия ; 1924 ;  ; Cu-Ni ; VF+ ; 23 ; kornum ; 59 
 3406 ; 10 эре. Норвегия ; 1941 ;  ; Cu-Ni ; XF+ ; 15 ; kornum ; 90 
 3407 ; 20 раппен. Швейцария ; 1947 ;  ; Cu-Ni ; VF-XF ; 7 ; dim66 ; 34 
 3408 ; 5 раппен. Швейцария ; 1898 ;  ; Cu-Ni ; VF- ; 8 ; Emv ; 34 
 3409 ; 10 пфеннигов. Германия ; 1908A ;  ; Cu-Ni ; XF- ; 39 ; artur2000 ; 237 
 3410 ; 10 пфеннигов. Германия ; 1898A ;  ; Cu-Ni ; VF-XF ; 10 ; Maksss163 ; 33 
 3411 ; 25 эре. Дания ; 1973 ;  ; Cu-Ni ; AU ; 10 ; gusar ; 34 
 3412 ; 50 сентимес. Франция ; 1923 ;  ; Al/Br ; VF-XF ; 10 ; igordim ; 34 
 3413 ; 2 эре. Дания ; 1929 ;  ; Br ; XF ; 7 ; kornum ; 34 
 3414 ; 2 эре. Дания ; 1931 ;  ; Br ; XF ; 5 ; Maksss163 ; 33 
 3415 ; 2 эре. Дания ; 1938 ;  ; Br ; XF+ ; 5 ; Maksss163 ; 33 
 3416 ; 2 эре. Дания ; 1939 ;  ; Br ; AU ; 9 ; coin17 ; 44 
 3417 ; 1 эре. Дания ; 1927 ;  ; Br ; XF ; 8 ; wladico ; 59 
 3418 ; 1 эре. Дания ; 1928 ;  ; Br ; XF ; 10 ; wladico ; 62 
 3419 ; 1 эре. Дания ; 1937 ;  ; Br ; AU ; 8 ; Maksss163 ; 33 
 3420 ; 1 эре. Дания ; 1938 ;  ; Br ; XF+ ; 6 ; Maksss163 ; 33 
 3421 ; 1 фартинг. Великобритания ; 1951 ;  ; Br ; XF- ; 9 ; кве ; 34 
