 4861 ; Бона иностранная. Германия. 100 марок ; 1922 ;  ;  ;  ; 25 ; Northman ; 419 
 3719 ; 1/2 кроны. Великобритания ; 1947 ;  ; Cu-Ni ; VF- ; 2 ; Mike! ; 111 
 3720 ; 10 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF ; 3 ; MDV ; 114 
 3721 ; 20 франков. Тунис ; 1950 ;  ; Cu-Ni ; VF ; 4 ; Mike! ; 150 
 3722 ; 5 крон. Словакия ; 1939 ;  ; Cu-Ni ; VF ; 11 ; VelesDS ; 202 
 3723 ; 20 бани. Румыния ; 1906 ;  ; Cu-Ni ; VF ; 11 ; MDV ; 114 
 3724 ; 1 франк. Марокко ;  ;  ; Cu-Ni ; VF ; 4 ; Mike! ; 211 
 3725 ; 10 франков. Марокко ; 1366 ;  ; Cu-Ni ; VF ; 13 ; Mike! ; 181 
 3726 ; 1 франк. Французское Гваделупа ; 1921 ;  ; Cu-Ni ; VF ; 24 ; AnvlaSar6216 ; 2244 
 3727 ; 20 франков. Французский Индо-Китай ; 1941 ;  ; Cu-Ni ; XF- ; 2 ; Slava O ; 159 
 3728 ; 5 бани. Румыния ; 1900 ;  ; Cu-Ni ; VF ; 7 ; MDV ; 159 
 3729 ; 2 франка. Франция ; 1998 ;  ; Cu-Ni ; XF+ ; 5 ; olga42 ; 140 
 3630 ; 2 франка. Конго ; 1943 ;  ; Al/Br ; VF ; 36 ; sax ; 1019 
 3631 ; 10 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 9 ; Серж PirGS ; 57 
 3632 ; 2 франка. Тунис ; 1941 ;  ; Al/Br ; VF-XF ; 28 ; кве ; 224 
 3633 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 5 ; Серж PirGS ; 101 
 3634 ; 20 франков. Марокко ; 1371 ;  ; Al/Br ; VF+ ; 19 ; Olegas ; 90 
 3635 ; 5 марок. Финляндия ; 1973 ;  ; Al/Br ; AU ; 2 ; Mike! ; 100 
 3636 ; 2-1/2 евро. ; 1997 ;  ; Al/Br ; XF ; 7 ; dsp ; 192 
 3637 ; 10 донгов. Вьетнам ; 1974 ;  ; Al/Br ; AU ; 7 ; bv812 ; 97 
 3638 ; 10 крон. Чехословакия ; 192 ;  ; Al/Br ; AU ; 10 ; Стрепет ; 132 
 3639 ; 20 крон. Дания ; 2012 ;  ; Al/Br ; AU ; 45 ; vc57 ; 239 
 3640 ; 20 шиллингов. Австрия ; 1980 ;  ; Al/Br ; XF ; 1 ; Mike! ; 133 
 3641 ; 2000 лей. Румыния ; 1946 ;  ; Al/Br ; VF ; 24 ; av ; 342 
 3642 ; 2 франка. Монако ;  ;  ; Al/Br ; XF ; 3 ; jj ; 137 
 3643 ; 20 франков. Монако ; 1951 ;  ; Al/Br ; XF ; 2 ; Mike! ; 135 
 3644 ; 20 франков. Французское Сомали ; 1952 ;  ; Al/Br ; VF ; 40 ; Olegas ; 379 
 3645 ; 2 лей. Румыния ; 1947 ;  ; Al/Br ; VF+ ; 20 ; MDV ; 459 
 3646 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; XF+ ; 14 ; vvgmif ; 102 
 3647 ; 2 цента. Фолклендские острова ; 1980 ;  ; Br ; XF+ ; 4 ; Olegas ; 83 
 3648 ; 2 пенса. Гибралтар ; 1990 ;  ; Br ; AU ; 24 ; vc57 ; 174 
 3649 ; 1 пенни. Гибралтар ; 1990 ;  ; Br ; AU ; 7 ; Olegas ; 49 
 3650 ; 1 пенни. Остров Мэн ; 1976 ;  ; Br ; AU ; 43 ; Mikle777 ; 189 
 3651 ; 1/2 пенни. Остров Мэн ; 1975 ;  ; Br ; AU ; 19 ; ratiandr ; 78 
 3652 ; 1/2 пенни. Джерси ; 1971 ;  ; Br ; AU ; 5 ; Wall67 ; 79 
 3653 ; 1/2 пенни. Джерси ; 1971 ;  ; Br ; AU ; 4 ; Mike! ; 70 
 3654 ; 1/2 пенни. Джерси ; 1971 ;  ; Br ; AU ; 2 ; Mike! ; 77 
 3655 ; 1/2 цента. Фолклендские острова ; 1980 ;  ; Br ; AU ; 23 ; 100924 ; 130 
 3656 ; 2 паанга. Тонга. ФАО ; 1978 ;  ; Cu-Ni ; AU ; 61 ; Mike! ; 500 
 3657 ; 100 эскудо. Португалия. Азорские острова ; 1989 ;  ; Cu-Ni ; AU ; 3 ; korshun-777 ; 144 
 3658 ; 2 гривны. Украина. Зоопарк ; 2001 ;  ; Cu-Ni ; AU ; 16 ; 100924 ; 1084 
 3659 ; 2 гривны. Украина. Зоопарк ; 2001 ;  ; Cu-Ni ; AU ; 15 ; Mikle777 ; 1224 
 3660 ; 2 гривны. Украина. Олимпиада ; 2002 ;  ; Cu-Ni ; AU ; 14 ; werespider ; 693 
 3661 ; 2 гривны. Украина. Пресноводный краб ; 2000 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 1041 
 3662 ; 2 гривны. Украина. Олимпиада ; 2002 ;  ; Cu-Ni ; AU ; 19 ; Николай74 ; 624 
 3663 ; 2 гривны. Украина. Пугач ; 2002 ;  ; Cu-Ni ; AU ; 16 ; ArCan ; 1020 
 3664 ; 2 гривны. Украина. Зоопарк ; 2001 ;  ; Cu-Ni ; AU ; 16 ; ArCan ; 1019 
 3665 ; 2 гривны. Украина. Пугач ; 2002 ;  ; Cu-Ni ; AU ; 43 ; Mikle777 ; 2295 
 3666 ; 2 гривны. Украина. Олимпиада ; 2002 ;  ; Cu-Ni ; AU ; 6 ; werespider ; 612 
 3667 ; 2 гривны. Украина. Рысь ; 2001 ;  ; Cu-Ni ; AU ; 10 ; Mikle777 ; 1337 
 3668 ; 100 франков. Экваториальная Африка ; 1966 ;  ; Cu-Ni ; VF ; 9 ; Mike! ; 255 
 3669 ; 5 пенсов. Гибралтар ; 1990 ;  ; Cu-Ni ; XF ; 15 ; vc57 ; 114 
 3670 ; 5 пенсов. Джерси ; 2006 ;  ; Cu-Ni ; XF- ; 1 ; Mike! ; 77 
 3671 ; 5 франков. Франция ; 1989 ;  ; Cu-Ni ; XF+ ; 2 ; Mike! ; 123 
 3672 ; 5 франков. Франция ; 1994 ;  ; Cu-Ni ; XF+ ; 1 ; Mike! ; 123 
 3673 ; 5 франков. Франция ; 1992 ;  ; Cu-Ni ; VF ; 1 ; Mike! ; 123 
 3674 ; 10 новых пенсов. Джерси ; 1980 ;  ; Cu-Ni ; AU ; 4 ; СТРЕКОЗА ; 70 
 3675 ; 2000 вон. Южная Корея. Олимпиада ; 1986 ;  ; Cu-Ni ; AU ; 5 ; mezy1969 ; 306 
 3676 ; 100 эскудо. Португалия. Канарские острова ; 1989 ;  ; Cu-Ni ; VF-XF ; 1 ; Mike! ; 144 
 3677 ; 50 пеест. Испания ; 1949 ;  ; Cu-Ni ; AU ; 4 ; Юбер ; 132 
 3678 ; 20 рупий. Пакистан ; 2011 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 111 
 3679 ; 10 рупий. Пакистан ; 2008 ;  ; Cu-Ni ; AU ; 3 ; korshun-777 ; 114 
 3580 ; 2 гривны. Украина. Иван Багряный ; 2007 ;  ; Cu/Ni ; Proof ; 11 ; jj ; 115 
 3581 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; Proof ; 22 ; АлВик ; 124 
 3582 ; 2 гривны. Украина. 90 лет ЗУНР ; 2008 ;  ; Cu/Ni ; Proof ; 19 ; ges ; 130 
 3583 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu/Ni ; Proof ; 18 ; АлВик ; 117 
 3584 ; 2 гривны. Украина. Иван Огиенко ; 2007 ;  ; Cu/Ni ; Proof ; 16 ; АлВик ; 116 
 3585 ; 2 гривны. Украина. Вячеслав Прокопович ; 2006 ;  ; Cu/Ni ; Proof ; 11 ; АлВик ; 114 
 3586 ; 2 гривны. Украина. Алена Телига ; 2007 ;  ; Cu/Ni ; Proof ; 18 ; АлВик ; 126 
 3587 ; 2 гривны. Украина. Владимир Чехивский ; 2006 ;  ; Cu/Ni ; Proof ; 37 ; АлВик ; 143 
 3588 ; 2 гривны. Украина. Владимир Ванниченко ; 2007 ;  ; Cu/Ni ; Proof ; 16 ; АлВик ; 114 
 3589 ; 2 гривны. Украина. М.Д. Стражесков ; 2006 ;  ; Cu/Ni ; Proof ; 17 ; АлВик ; 117 
 3590 ; 2 гривны. Украина. Богдан-Игорь Антонич ; 2009 ;  ; Cu/Ni ; Proof ; 11 ; brat52 ; 107 
 3591 ; 1 сом. Киргизия. Пик победы ; 2011 ;  ; Cu/Ni ; Proof ; 16 ; ДронСКМ ; 209 
 3592 ; 1 сом. Киргизия. Узгенский архитектурный комплекс ; 2008 ;  ; Cu/Ni ; Proof ; 22 ; ДронСКМ ; 255 
 3593 ; 1 сом. Киргизия. Ташрабат ; 2008 ;  ; Cu/Ni ; Proof ; 25 ; ДронСКМ ; 255 
 3594 ; 2 евро. Германия. Бавария ; 2012 ;  ; Би/м ; AU ; 2 ; Mike! ; 160 
 3595 ; 2 евро. Бельгия.  75 лет конкурсу им королевы Елизаветы ; 2012 ;  ; Би/м ; AU ; 7 ; .gk ; 188 
 3596 ; 2 евро. Бельгия. Президентство в ЕС ; 2010 ;  ; Би/м ; AU ; 13 ; .gk ; 202 
 3597 ; 2 евро. Германия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 2 ; MaxiMaxi ; 153 
 3598 ; 2 евро. Германия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 1 ; Mike! ; 150 
 3599 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 4 ; MaxiMaxi ; 157 
 3600 ; 2 евро. Германия. Бавария ; 2012J ;  ; Би/м ; AU ; 7 ; MaxiMaxi ; 165 
 3601 ; 25 куна. Хорватия ; 2004 ;  ; Би/м ; AU ; 15 ; Mishcan ; 321 
 3602 ; 25 куна. Хорватия ; 2010 ;  ; Би/м ; AU ; 15 ; Mishcan ; 321 
 3603 ; 25 куна. Хорватия ; 2002 ;  ; Би/м ; AU ; 5 ; Mike! ; 255 
 3604 ; 25 куна. Хорватия ; 1997 ;  ; Би/м ; AU ; 9 ; Mike! ; 255 
 3605 ; 25 куна. Хорватия ; 1997 ;  ; Би/м ; AU ; 7 ; Mike! ; 255 
 3606 ; 25 куна. Хорватия ; 1999 ;  ; Би/м ; AU ; 2 ; Mike! ; 277 
 3607 ; 25 куна. Хорватия ; 2000 ;  ; Би/м ; AU ; 7 ; Mishcan ; 318 
 3608 ; 25 куна. Хорватия ; 1997 ;  ; Би/м ; AU ; 2 ; Mike! ; 277 
 3609 ; 20 франков. Франция ; 1994 ;  ; Би/м ; XF ; 2 ; Mike! ; 250 
 3610 ; 10 франков. Франция ; 1993 ;  ; Би/м ; XF ; 3 ; ВЕПРЬ ; 227 
 3611 ; 100 лек. Албания ; 2000 ;  ; Би/м ; XF ; 13 ; Mike! ; 115 
 3612 ; 50 бани. Румыния ; 2010 ;  ; Латунь ; AU ; 9 ; Mishcan ; 101 
 3613 ; 50 бани. Румыния ; 2011 ;  ; Латунь ; AU ; 9 ; ValZay ; 84 
 3614 ; 50 бани. Румыния ; 2010 ;  ; Латунь ; AU ; 4 ; aziya11 ; 82 
 3615 ; 100 песет. Испания ; 1995 ;  ; Латунь ; XF ; 7 ; Mike! ; 62 
 3616 ; 10 франков. Франция ; 1983 ;  ; Al/Br ; XF ; 2 ; 542 ; 153 
 3617 ; 10 франков. Франция ; 1982 ;  ; Al/Br ; XF ; 2 ; 542 ; 153 
 3618 ; 10 франков. Франция ; 1984 ;  ; Al/Br ; XF+ ; 1 ; Mike! ; 150 
 3619 ; 10 франков. Франция ; 1987 ;  ; Al/Br ; XF ; 1 ; Mike! ; 150 
 3620 ; 10 франков. Франция ; 1985 ;  ; Al/Br ; XF+ ; 1 ; Mike! ; 150 
 3621 ; 10 франков. Франция ; 1988 ;  ; Al/Br ; XF ; 1 ; Mike! ; 150 
 3622 ; 10 франков. Франция ; 1983 ;  ; Al/Br ; XF+ ; 2 ; jj ; 153 
 3623 ; 10 франков. Монако ; 1981 ;  ; Al/Br ; XF+ ; 1 ; Mike! ; 177 
 3624 ; 20 франков. Руанда ; 1977 ;  ; Al/Br ; XF+ ; 4 ; Mike! ; 100 
 3625 ; 50 франков. Руанда ; 1977 ;  ; Al/Br ; XF+ ; 6 ; Mike! ; 111 
 3626 ; 20 лей. Румыния ; 1930 ;  ; Al/Br ; VF ; 37 ; MDV ; 268 
 3627 ; 1 франк. Тунис ; 1945 ;  ; Al/Br ; VF ; 9 ; Sky2 ; 179 
 3628 ; 10 лей. Румыния ; 1930 ;  ; Al/Br ; VF ; 16 ; MDV ; 150 
 3629 ; 5 лей. Румыния ; 1930 ;  ; Al/Br ; VF-XF ; 21 ; MDV ; 140 
 3530 ; 50 злотых. Польша. Ян III Собесский ; 1983 ;  ; Cu/Ni ; XF- ; 21 ; Атлантик ; 89 
 3531 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF ; 13 ; Megapuzo ; 102 
 3532 ; 50 злотых. Польша. Казимир I ; 1980 ;  ; Cu/Ni ; XF ; 24 ; Атлантик ; 89 
 3533 ; 50 злотых. Польша. Владислав I ; 1981 ;  ; Cu/Ni ; XF ; 21 ; kanh14 ; 102 
 3534 ; 20 злотых. Польша. Первый полет в космос ; 1978 ;  ; Cu/Ni ; XF ; 13 ; Атлантик ; 102 
 3535 ; 20 злотых. Польша. Игры 22 олимпиады ; 1980 ;  ; Cu/Ni ; XF ; 17 ; awacsb1 ; 124 
 3536 ; 20 злотых. Польша. Парусник ; 1980 ;  ; Cu/Ni ; XF ; 22 ; kolbur ; 108 
 3537 ; 10 злотых. Польша. Провинции ; 1970 ;  ; Cu/Ni ; XF ; 15 ; MDV ; 102 
 3538 ; 10 злотых. Польша. 50 лет Силезской битве ; 1971 ;  ; Cu/Ni ; XF ; 26 ; СЁМА ; 88 
 3539 ; 10 злотых. Польша ; 1971 ;  ; Cu/Ni ; XF ; 12 ; MDV ; 102 
 3540 ; 1/2 доллара. США. Вашингтон, Карвер ; 1952 ;  ; Ag ; AU ; 21 ; ArCan ; 668 
 3541 ; 5 лева. Болгария. Хаджи Димитр и Стефан Караджа ; 1988 ;  ; Cu/Ni ; Proof ; 9 ; bukashka ; 104 
 3542 ; 2 лева. Болгария.15 зимние олимпийские игры ; 1987 ;  ; Cu/Ni ; Proof ; 44 ; mezy1969 ; 129 
 3543 ; 2 лева. Болгария. 24 летние олимпийские игры ; 1988 ;  ; Cu/Ni ; Proof ; 11 ; mezy1969 ; 112 
 3544 ; 2 лева. Болгария. Первенство по гребле ; 1989 ;  ; Cu/Ni ; Proof ; 13 ; arodionchev ; 82 
 3545 ; 2 лева. Болгария. Второй совместный космический полет ; 1988 ;  ; Cu/Ni ; Proof ; 12 ; kolbur ; 128 
 3546 ; 2 лева. Болгария. Климент Охридский ; 1988 ;  ; Cu/Ni ; Proof ; 23 ; Rodger ; 104 
 3547 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 16 ; arodionchev ; 88 
 3548 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; AU ; 17 ; av45621 ; 92 
 3549 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 14 ; vasek ; 112 
 3550 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu/Ni ; Proof ; 12 ; vasek ; 116 
 3551 ; 5 гривен. Украина. Збараж ; 2011 ;  ; Cu/Ni ; Proof ; 14 ; ges ; 114 
 3552 ; 5 гривен. Украина. Чигирин ; 2012 ;  ; Cu/Ni ; Proof ; 27 ; v_bond ; 164 
 3553 ; 5 гривен. Украина. 120 лет тетру оперы и балета ; 2007 ;  ; Cu/Ni ; Proof ; 22 ; ges ; 150 
 3554 ; 5 гривен. Украина. Антарктическая станция "Академик Вернадский" ; 2006 ;  ; Cu/Ni ; Proof ; 20 ; ges ; 120 
 3555 ; 5 гривен. Украина. Никитский ботанический сад ; 2012 ;  ; Cu/Ni ; Proof ; 25 ; smel ; 171 
 3556 ; 5 гривен. Украина. Казацкий човен ; 2010 ;  ; Cu/Ni ; Proof ; 45 ; !NDY ; 403 
 3557 ; 5 гривен. Украина. Античное судоходство ; 2012 ;  ; Cu/Ni ; Proof ; 21 ; dеnita ; 306 
 3558 ; 5 гривен. Украина. Елецкий Свято-Успенский монастырь ; 2012 ;  ; Cu/Ni ; Proof ; 22 ; v_bond ; 180 
 3559 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu/Ni ; Proof ; 17 ; ges ; 151 
 3560 ; 5 гривен. Украина. Переяславль-Хмельницкий ; 2007 ;  ; Cu/Ni ; Proof ; 24 ; v_bond ; 164 
 3561 ; 5 гривен. Украина. Судак ; 2012 ;  ; Cu/Ni ; Proof ; 29 ; v_bond ; 180 
 3562 ; 5 гривен. Украина. Луцк ; 2010 ;  ; Cu/Ni ; Proof ; 15 ; v_bond ; 153 
 3563 ; 5 гривен. Украина. Снятин ; 2008 ;  ; Cu/Ni ; Proof ; 11 ; nester ; 130 
 3564 ; 5 гривен. Украина. Ровно ; 2008 ;  ; Cu/Ni ; Proof ; 17 ; bdd48 ; 174 
 3565 ; 5 гривен. Украина. Национальный дендрологический парк "Тростянец" ; 2008 ;  ; Cu/Ni ; Proof ; 24 ; nester ; 150 
 3566 ; 2 гривны. Украина. Харьковский государственный экономический университет ; 2006 ;  ; Cu/Ni ; Proof ; 13 ; Indys ; 104 
 3567 ; 2 гривны. Украина. Георгий Воронин ; 2008 ;  ; Cu/Ni ; Proof ; 20 ; АлВик ; 116 
 3568 ; 2 гривны. Украина. Дмитрий Яворницкий ; 2005 ;  ; Cu/Ni ; Proof ; 9 ; brat52 ; 101 
 3569 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu/Ni ; Proof ; 14 ; Indys ; 111 
 3570 ; 2 гривны. Украина. Михаил Лисенков ; 2006 ;  ; Cu/Ni ; Proof ; 13 ; АлВик ; 112 
 3571 ; 2 гривны. Украина. Иван Франков ; 2006 ;  ; Cu/Ni ; Proof ; 11 ; АлВик ; 111 
 3572 ; 2 гривны. Украина. Михаил Грушевский ; 2006 ;  ; Cu/Ni ; Proof ; 16 ; АлВик ; 116 
 3573 ; 2 гривны. Украина. Андрей Левицкий ; 2009 ;  ; Cu/Ni ; Proof ; 19 ; АлВик ; 114 
 3574 ; 2 гривны. Украина. Олег Ольжич ; 2007 ;  ; Cu/Ni ; Proof ; 21 ; АлВик ; 114 
 3575 ; 2 гривны. Украина. Давид Гурманишвили ; 2005 ;  ; Cu/Ni ; Proof ; 21 ; АлВик ; 115 
 3576 ; 2 гривны. Украина. Государственный технический университет ; 2010 ;  ; Cu/Ni ; Proof ; 19 ; brat52 ; 105 
 3577 ; 2 гривны. Украина. Владимир Ивасюк ; 2009 ;  ; Cu/Ni ; Proof ; 12 ; Indys ; 111 
 3578 ; 2 гривны. Украина. Микола Боголюбов ; 2009 ;  ; Cu/Ni ; Proof ; 16 ; Indys ; 111 
 3579 ; 2 гривны. Украина. Петр Григоренко ; 2007 ;  ; Cu/Ni ; Proof ; 13 ; АлВик ; 117 
 3480 ; 5 сантимов. Бельгия ; 1870 ;  ; Cu ; F-VF ; 14 ; Юбер ; 76 
 3481 ; 10 сантимов. Бельгия ; 1938 ;  ; Cu/Ni ; VF+ ; 28 ; av ; 213 
 3482 ; 10 сантимов. Бельгия ; 1904 ;  ; Cu/Ni ; VF- ; 7 ; predicat ; 48 
 3483 ; 10 лева. Болгария ; 1943 ;  ; Cu/Ni ; VF ; 9 ; doiu33 ; 204 
 3484 ; 50 лева. Болгария ; 1943 ;  ; Cu/Ni ; VF+ ; 11 ; doiu33 ; 138 
 3485 ; 5 лева. Болгария ; 1943 ;  ; Cu/Ni ; VF+ ; 13 ; doiu33 ; 204 
 3486 ; 1 лев. Болгария ; 1925 ;  ; Cu/Ni ; VF ; 9 ; krugerrand ; 153 
 3487 ; 20 лева. Болгария ; 1940 ;  ; Cu/Ni ; VF-XF ; 10 ; gigajohn ; 123 
 3488 ; 20 стотинок. Болгария ; 1912 ;  ; Cu/Ni ; VF+ ; 21 ; gigajohn ; 104 
 3489 ; 10 стотинок. Болгария ; 1888 ;  ; Cu/Ni ; VF ; 16 ; miew77 ; 72 
 3490 ; 10 стотинок. Болгария ; 1912 ;  ; Cu/Ni ; F-VF ; 9 ; Юбер ; 45 
 3491 ; 5 стотинок. Болгария ; 1913 ;  ; Cu/Ni ; VF+ ; 13 ; Юбер ; 57 
 3492 ; 2 1/2 стотинки. Болгария ; 1888 ;  ; Cu/Ni ; VF+ ; 13 ; gigajohn ; 227 
 3493 ; 20 стотинок. Болгария ; 1917 ;  ; Zn ; VF+ ; 13 ; gigajohn ; 255 
 3494 ; 10 стотинок. Болгария ; 1917 ;  ; Zn ; F+ ; 19 ; kroman ; 244 
 3495 ; 5 стотинок. Болгария ; 1917 ;  ; Zn ; F+ ; 24 ; kroman ; 164 
 3496 ; 5 стотинок. Болгария ; 1881 ;  ; Br ; F+ ; 8 ; DVZ ; 155 
 3497 ; 2 стотинки. Болгария ; 1901 ;  ; Br ; VF ; 14 ; gigajohn ; 113 
 3498 ; 2 стотинки. Болгария ; 1912 ;  ; Br ; VF ; 17 ; miew77 ; 56 
 3499 ; 50 стотинок. Болгария ; 1937 ;  ; Al/Br ; VF ; 9 ; Юбер ; 105 
 3500 ; 1 стотинка. Болгария ; 1970 ;  ; Латунь ; AU ; 39 ; MDV ; 214 
 3501 ; 1 цент. Цейлон ; 1943 ;  ; Br ; VF-XF ; 17 ; Northman ; 99 
 3502 ; 1/2 лек. Албания ; 1941 ;  ; St ; VF+ ; 25 ; bukashka ; 106 
 3503 ; 1/2 лек. Албания ; 1941 ;  ; St ; VF+ ; 26 ; av45621 ; 90 
 3504 ; 1 крона. Норвегия ; 1951 ;  ; Cu/Ni ; VF+ ; 15 ; krugerrand ; 62 
 3505 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF+ ; 19 ; DVZ ; 129 
 3506 ; 20 франков. Монако ; 1951 ;  ; Латунь ; VF ; 9 ; Mishcan ; 211 
 3507 ; 1 эре. Швеция ; 1907 ;  ; Cu ; XF ; 25 ; dsp ; 219 
 3508 ; 5 центов. США ; 193? ;  ; Ci/Ni ; VF ; 5 ; Andrew_Rudometov ; 58 
 3509 ; 1/4 шиллинга. Джерси ; 1957 ;  ; Al/Br ; F-VF ; 19 ; ASlab ; 46 
 3510 ; 10 пфеннигов. Веймар ; 1924А ;  ; Al/Br ; VF-XF ; 25 ; Indys ; 41 
 3511 ; 25 сантимов. Франция ; 1917 ;  ; Cu/Ni ; VF+ ; 7 ; av ; 51 
 3512 ; 1 пенни. Финляндия ; 1921 ;  ; Cu ; AU ; 21 ; vasek ; 94 
 3513 ; 1/12 анны. Британская Индия ; 1926 ;  ; Br ; XF ; 20 ; Schwer ; 138 
 3514 ; 1/2 анны. Британская Индия ; 1944 ;  ; Al/Br ; VF ; 19 ; Northman ; 228 
 3515 ; 1 анна. Британская Индия ; 1945 ;  ; Al/Br ; VF ; 21 ; Slava O ; 161 
 3516 ; 10 миллим. Египет ; 1943 ;  ; Br ; VF- ; 29 ; MDV ; 161 
 3517 ; 5 миллим. Египет ; 1943 ;  ; Br ; VF+ ; 23 ; MDV ; 161 
 3518 ; 1/40 гирша. Египет ; 1327г.х. ;  ; Br ; VF ; 38 ; vc57 ; 208 
 3519 ; 5 гривен. Украина. Бугай ; 2007 ;  ; Би/м ; AU ; 23 ; jj ; 151 
 3520 ; 5 гривен. Украина. ЕС ; 2009 ;  ; Би/м ; AU ; 22 ; skifbgtu ; 153 
 3521 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 22 ; nester ; 159 
 3522 ; 10000 злотых. Польша. Солидарность ; 1990 ;  ; Cu/Ni ; XF ; 24 ; ppp ; 89 
 3523 ; 500 злотых. Польша. Влапдислав II ; 1989 ;  ; Cu/Ni ; XF ; 14 ; Megapuzo ; 102 
 3524 ; 100 злотых. Польша. Пржемислав II ; 1985 ;  ; Cu/Ni ; XF ; 22 ; Атлантик ; 100 
 3525 ; 100 злотых. Польша. Казимир III ; 1987 ;  ; Cu/Ni ; XF ; 15 ; Атлантик ; 89 
 3526 ; 100 злотых. Польша. Ядвига ; 1988 ;  ; Cu/Ni ; XF ; 13 ; Атлантик ; 89 
 3527 ; 50 злотых. Польша. Болеслав II ; 1981 ;  ; Cu/Ni ; XF ; 15 ; Megapuzo ; 102 
 3528 ; 50 злотых. Польша. Мешко I ; 1979 ;  ; Cu/Ni ; XF ; 15 ; Атлантик ; 89 
 3529 ; 50 злотых. Польша. Сикорский ; 1981 ;  ; Cu/Ni ; VF+ ; 9 ; Атлантик ; 89 
 3430 ; 5 стотинок. Болгария ; 1906 ;  ; Cu-Ni ; F+ ; 9 ; gigajohn ; 70 
 3431 ; 10 стотинок. Болгария ; 1906 ;  ; Cu-Ni ; F ; 11 ; t_v_v ; 30 
 3432 ; 2 стотинки. Болгария ; 1912 ;  ; Cu ; VF ; 12 ; Юбер ; 67 
 3433 ; 10 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; VF- ; 10 ; t_v_v ; 25 
 3434 ; 5 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF- ; 26 ; molodes ; 37 
 3435 ; 10 стотинок. Болгария ; 1913 ;  ; Cu-Ni ; VF+ ; 9 ; first ; 30 
 3436 ; 1 лек. Албания ; 1931 ;  ; Ni ; F ; 24 ; av45621 ; 70 
 3437 ; 50 стотинок. Болгария. Универсиада ; 1977 ;  ; Cu-Ni ; VF-XF ; 33 ; лось ; 101 
 3438 ; 2 лева. Болгария. Шипка ; 1969 ;  ; Cu-Ni ; VF ; 13 ; Стрепет ; 102 
 3439 ; 2 лева. Болгария. Повстанец ; 1981 ;  ; Cu-Ni ; Proof ; 27 ; Стрепет ; 204 
 3440 ; 5 лева. Болгария. Охотничья выставка ; 1981 ;  ; Cu-Ni ; AU ; 13 ; vasek ; 101 
 3441 ; 5 лева. Болгария. Владимир Димитров ; 1982 ;  ; Cu-Ni ; AU ; 17 ; brat52 ; 88 
 3442 ; 5 лева. Болгария. Чипровское восстание ; 1988 ;  ; Cu-Ni ; Proof ; 14 ; arodionchev ; 98 
 3443 ; 5 лева. Болгария. Стефан Карджа и Хаджи Димитр ; 1988 ;  ; Cu-Ni ; Proof ; 13 ; СТРЕКОЗА ; 104 
 3444 ; 5 лева. Болгария. Детская ассамблея ; 1988 ;  ; Cu-Ni ; Proof ; 13 ; vasek ; 114 
 3445 ; 5 лева. Болгария. Васил Априлов ; 1989 ;  ; Cu-Ni ; Proof ; 15 ; Rober ; 104 
 3446 ; 5 сом. Киргизия. Комуз ; 2012 ;  ; Cu/Ni ; Proof ; 39 ; cotangens ; 283 
 3447 ; 5 лева. Болгария ; 1892 ;  ; Ag ; VF+ ; 18 ; тикси3 ; 1248 
 3448 ; 5 лат. Латвия ; 1931 ;  ; Ag ; XF+ ; 31 ; лось ; 1055 
 3449 ; 1 доллар. США ; 1884 ;  ; Ag ; VF+ ; 35 ; Владик98 ; 1247 
 3450 ; 5 песет. Испания ; 1870 ;  ; Ag ; VF ; 21 ; REC ; 1328 
 3451 ; 5 франков. Швейцария ; 1954 ;  ; Ag ; VF ; 10 ; fillin ; 453 
 3452 ; 1/2 доллара. США. 250 лет со дня рождения Д. Вашингтона ; 1982 ;  ; Ag ; AU ; 47 ; безумец ; 514 
