 5850 ; Бона иностранная. Швеция ; 1990 ;  ;  ;  ; 57 ; я8844 ; 297 
 3650 ; 2000 рейс. Бразилия ; 1851 ;  ; Ag ; VF+ ; 37 ; Ю42 ; 1915 
 3651 ; 10 кеш. Китай. Кианг Нан ; 1906 ;  ; Cu ; VF- ; 20 ; kornum ; 225 
 3652 ; 20 кеш. Китай, Республика ; 1919 ;  ; Cu ; F+ ; 19 ; Emv ; 117 
 3653 ; 10 кеш. Китай. Хупен ; 1906 ;  ; Cu ; VF ; 21 ; кве ; 169 
 3654 ; 10 кеш. Китай. Чихли ; 1906 ;  ; Cu ; VF ; 27 ; кве ; 380 
 3655 ; 2 кроны. Швеция ; 1900 ;  ; Ag ; XF- ; 71 ; XantyManty ; 2868 
 3656 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF- ; 19 ; asternox ; 126 
 3657 ; 1 динар. Югославия ; 1925 ;  ; Cu/Ni ; VF+ ; 13 ; наташа2712 ; 101 
 3658 ; 10 марок. ГДР. Мемориал в Бухенвальде ; 1972A ;  ; Cu-Ni ; AU ; 15 ; артега ; 114 
 3659 ; 1 крона. Швеция ; 1956 ;  ; Ag ; VF ; 18 ; XantyManty ; 108 
 3660 ; 100 злотых. Польша. Казимир III ; 1987 ;  ; Cu/Ni ; XF ; 18 ; Метро62 ; 67 
 3661 ; 500 лир. Сан-Марино ; 1986 ;  ; Би/м ; VF+ ; 11 ; t_v_v ; 40 
 3662 ; 5 марок. Финляндия ; 1975 ;  ; Al/Br ; AU ; 12 ; Komod ; 67 
 3663 ; 1 франк. Франция ; 1868 ;  ; Ag ; F+ ; 17 ; mart_si ; 184 
 3664 ; 5 марок. ФРГ. 300-летие со дня смерти Ганса Якоба Кристофа Гриммельсгаузена. Упаковка ; 1976D ;  ; Ag ; Proof ; 16 ; spbra ; 306 
 3665 ; 50 пфеннигов. Германия ; 1940G ;  ; Al ; VF- ; 25 ; Jauho ; 172 
 3666 ; 5 марок. ФРГ. Карл фон Штейн. Упаковка ; 1981G ;  ; Cu/Cu-Ni ; Proof ; 15 ; sveta6369 ; 192 
 3667 ; 5 марок. ФРГ. 100 лет со дня рождения Густава Штреземана ; 1978D ;  ; Ag ; XF+ ; 9 ; arodionchev ; 260 
 3668 ; 5 сантимов. Франция ; 1854 ;  ; Cu ; VF- ; 11 ; fedor880v ; 61 
 3669 ; 25 песет. Испания. Чемпионат мира по футболу ; 1980 ;  ; Cu/Ni ; VF ; 20 ; dima1-9-8-5 ; 51 
 3670 ; 1 крона. Швеция ; 1949 ;  ; Ag ; AU ; 16 ; XantyManty ; 175 
 3671 ; 10 марок. ФРГ. Колпинг-Верк ; 1996A ;  ; Ag ; AU ; 15 ; ВМШ ; 408 
 3672 ; 25 эре. Швеция ; 1938 ;  ; Ag ; VF ; 14 ; Володя ; 69 
 3573 ; 10 рупий. Маврикия ; 1997 ;  ; Cu-Ni ; VF+ ; 6 ; Jiamer57rus ; 25 
 3574 ; 100 филс. Иордания ; 20 век ;  ; Cu-Ni ; XF+ ; 16 ; Lena6975 ; 35 
 3575 ; 5 крон. Норвегия ; 1967 ;  ; Cu-Ni ; XF ; 14 ; t_v_v ; 44 
 3576 ; 20 сентисимов. Французский Индо Китай ; 1941 ;  ; Cu-Ni ; XF ; 19 ; OVK ; 135 
 3577 ; 2 рупии. Шри Ланка ; 1993 ;  ; Cu-Ni ; VF+ ; 5 ; Jiamer57rus ; 25 
 3578 ; 10 песо. Мексика ; 1981 ;  ; Cu-Ni ; XF ; 6 ; vesta78 ; 26 
 3579 ; 100 миллиемес. Ливия ; 1965 ;  ; Cu-Ni ; VF ; 13 ; Monata ; 59 
 3580 ; 10 миллиемес. Египет ; 1967 ;  ; Al ; VF ; 4 ; Jiamer57rus ; 25 
 3581 ; 20 вон. Северная Корея. Год Козы ; 2008 ;  ; Латунь ; Proof ; 33 ; кузяка ; 233 
 3582 ; 1 франк. Франция. 200-летие последнего созыва Генеральных штатов ; 1989 ;  ; Ni ; XF ; 43 ; DVZ ; 89 
 3583 ; 10 франков. Франция. ; 1986 ;  ; Ni ; XF ; 27 ; DVZ ; 91 
 3584 ; 200 песет. Испания ; 1986 ;  ; Cu-Ni ; VF-XF ; 5 ; maleevsw ; 61 
 3585 ; 1 цент. Нидерланды ; 1940 ;  ; Br ; XF ; 25 ; kostya12.04.1994 ; 51 
 3586 ; 25 сентимов. Марокко ; 1921-1924 ;  ; Cu-Ni ; VF+ ; 19 ; nemetz ; 200 
 3587 ; 10 сент. Нидерланды ; 1941 ;  ; Zn ; VF- ; 11 ; krugerrand ; 45 
 3588 ; 1 сент. Нидерланды ; 1942 ;  ; Zn ; VF- ; 7 ; igaist ; 51 
 3589 ; 50 сентимес. Испания ; 1949 ;  ; Cu-Ni ; VF ; 13 ; maleevsw ; 108 
 3590 ; Монетовидный жетон ;  ;  ; Б/м ; XF ; 9 ; sibirian ; 51 
 3591 ; Монетовидный жетон ;  ;  ; Б/м ; XF+ ; 10 ; aziya11 ; 60 
 3592 ; Монетовидный жетон ;  ;  ; Ж/м ; XF+ ; 10 ; igaist ; 34 
 3593 ; Монетовидный жетон ;  ;  ; Br ; XF ; 29 ; banks ; 175 
 3594 ; Монетовидный жетон ;  ;  ; Б/м ; XF ; 8 ; igaist ; 34 
 3595 ; Монетовидный жетон ;  ;  ; Б/м ; XF ; 15 ; andreyM ; 51 
 3596 ; 1000 песет. Мексика ; 1988 ;  ; Al/Br ; XF- ; 10 ; t_v_v ; 36 
 3597 ; 10 миллимес. Египет ; 1938-1941 ;  ; Cu-Ni ; F-VF ; 4 ; aziya11 ; 26 
 3598 ; 5 миллимес. Египет ; 1938-1941 ;  ; Cu-Ni ; F-VF ; 6 ; t_v_v ; 32 
 3599 ; 10 пиастров. Египет. FAO ; 1975 ;  ; Cu-Ni ; XF- ; 24 ; Серж PirGS ; 132 
 3600 ; 5 пиастров. Египет ; 1984 ;  ; Al/Br ; VF-XF ; 5 ; tolegv ; 26 
 3601 ; 5 миллимес. Египет ; 1973 ;  ; Латунь ; VF-XF ; 8 ; Monata ; 33 
 3602 ; 10 миллимес. Египет ; 1973 ;  ; Латунь ; XF ; 6 ; l1 ; 27 
 3603 ; 20 пиастров. Египет ; 1986 ;  ; Латунь ; XF ; 24 ; vb96 ; 150 
 3604 ; 10 песет. Мексика ; 1978 ;  ; Cu-Ni ; VF-XF ; 6 ; aleks51 ; 26 
 3605 ; 10 драхм. Греция ; 1968 ;  ; Cu-Ni ; XF ; 12 ; Метро62 ; 80 
 3606 ; 25 эре. Швеция ; 1956 ;  ; Ag ; XF ; 21 ; XantyManty ; 60 
 3607 ; 1 лев. Болгария ; 1925 ;  ; Cu-Ni ; VF ; 16 ; VOLKODAVS5 ; 57 
 3608 ; 2 гроша. Австрия ; 1929 ;  ; Br ; XF- ; 16 ; kornum ; 60 
 3609 ; 1 цент. Нидерланды ; 1883 ;  ; Br ; F-VF ; 17 ; igaist ; 51 
 3610 ; 2 пайса. Индия ; 1957 ;  ; Cu-Ni ; VF ; 16 ; Серж PirGS ; 81 
 3611 ; 1 патака. Португальское Макао ; 1968 ;  ; Cu-Ni ; VF-XF ; 13 ; Опятор ; 59 
 3612 ; 5 сентаво. Филиппины ; 1944 ;  ; Cu-Ni ; VF-XF ; 15 ; kornum ; 79 
 3613 ; 1 цент. Нидерланды ; 1960 ;  ; Br ; VF- ; 15 ; kostya12.04.1994 ; 15 
 3614 ; 1 анна. Индия Британская ; 1944 ;  ; Al/Br ; VF+ ; 12 ; Monata ; 99 
 3615 ; 1/2 анны. Индия Британская ; 1946 ;  ; Cu-Ni ; XF ; 13 ; OVK ; 145 
 3616 ; 1 пайса. Британская Индия ; 1947 ;  ; Br ; VF-XF ; 14 ; Makys ; 113 
 3617 ; 1 цент. Французский Индо-Китай ; 1940 ;  ; Zn ; F+ ; 33 ; DVZ ; 632 
 3618 ; 1 пиастр. Французский Ливан ; 1940 ;  ; Zn ; F ; 34 ; banks ; 451 
 3619 ; 2 анны. Британская Индия ; 1943 ;  ; Латунь ; VF ; 23 ; OVK ; 126 
 3620 ; 10 авос. Португальское Макао ; 1988 ;  ; Латунь ; VF- ; 12 ; Monata ; 99 
 3621 ; 5 авос. Португальское Макао ; 1967 ;  ; Латунь ; VF- ; 7 ; Опятор ; 68 
 3622 ; 20 сентаво. Испания ; 1885 ;  ; Ag ; VF ; 34 ; Алек ; 624 
 3523 ; 1 марка. Айзенах. Мартин Лютер ; 1921 ;  ; Керамика ; XF+ ; 50 ; Jauho ; 438 
 3524 ; 20 пфеннигов. Германия ; 1888A ;  ; Cu-Ni ; VF-XF ; 45 ; kornum ; 797 
 3525 ; 500 марок. Веймар ; 1923D ;  ; Al ; XF- ; 44 ; Jauho ; 170 
 3526 ; 3 марки. Веймар ; 1922A ;  ; Al ; VF-XF ; 9 ; Mike! ; 276 
 3527 ; 200 марок. Веймар ; 1923D ;  ; Al ; XF ; 12 ; Mike! ; 60 
 3528 ; 5 марок. Шлезвиг-Гольштейн ; 1923 ;  ; Al ; VF+ ; 18 ; Mike! ; 328 
 3529 ; 1 крейцер. Баден ; 1869 ;  ; Cu ; XF- ; 53 ; Mike! ; 211 
 3530 ; 3 шварена. Ольденбург ; 1858 ;  ; Cu ; VF+ ; 19 ; Mike! ; 357 
 3531 ; 3 пфеннига. Пруссия ; 1853 ;  ; Cu ; VF ; 34 ; indigo-rus ; 253 
 3532 ; 1 крона. Гибралтар. 80 лет королеве-матери ; 1980 ;  ; Cu-Ni ; XF+ ; 17 ; vc57 ; 255 
 3533 ; 1 крона. Гибралтар. Королевская свадьба ; 1981 ;  ; Cu-Ni ; XF+ ; 22 ; Ясер ; 334 
 3534 ; 1 крона. Остров Мэн. Миллениум Тиунуолд ; 1979 ;  ; Cu-Ni ; XF+ ; 12 ; Mike! ; 238 
 3535 ; 5 долларов. Ниуэ. Олимпиада. Теннис ; 1987 ;  ; Cu-Ni ; XF+ ; 9 ; Mike! ; 204 
 3536 ; 5 шиллингов. Сомали. Продовольственный год ; 1970 ;  ; Cu-Ni ; XF+ ; 31 ; Серж PirGS ; 283 
 3537 ; 1 крона. Гибралтар. Адмирал Нельсон ; 1980 ;  ; Cu-Ni ; XF+ ; 11 ; Mike! ; 261 
 3538 ; 10 рупий. Маврикий. Принц и принцесса Уэльские ; 1981 ;  ; Cu-Ni ; AU ; 44 ; luchsva ; 545 
 3539 ; 25 пенсов. Тристан-да-Кунья. Королева-мать ; 1980 ;  ; Cu-Ni ; XF+ ; 11 ; Mike! ; 204 
 3540 ; 1 крона. Остров Мэн. На свадьбу ; 1981 ;  ; Cu-Ni ; XF+ ; 15 ; sahakala ; 337 
 3541 ; 25 пенсов. Тристан-да-Кунья. На свадьбу ; 1981 ;  ; Cu-Ni ; XF+ ; 26 ; Ясер ; 344 
 3542 ; 4 доллара. Барбадос. Продовольственный год ; 1970 ;  ; Cu-Ni ; AU ; 29 ; акуна матата ; 793 
 3543 ; 1 крона. Остров Мэн. Олимпиада ; 1980 ;  ; Cu-Ni ; XF+ ; 25 ; Ясер ; 350 
 3544 ; 1 крона. Остров Мэн. Кошка ; 1970 ;  ; Cu-Ni ; XF+ ; 19 ; Friday ; 347 
 3545 ; 1 доллар. Бермуды. Черепаха ; 1986 ;  ; Cu-Ni ; XF+ ; 19 ; Mike! ; 310 
 3546 ; 1 крона. Остров Мэн. Миллениум Тиунуолд ; 1979 ;  ; Cu-Ni ; XF+ ; 20 ; Mike! ; 341 
 3547 ; 1 крона. Остров Мэн. На свадьбу ; 1981 ;  ; Cu-Ni ; XF ; 11 ; Mike! ; 271 
 3548 ; 25 пенсов. Гернси. 25 лет правления ; 1977 ;  ; Cu-Ni ; XF ; 37 ; Mike! ; 228 
 3549 ; 25 пенсов. Джерси. 25 лет правления ; 1977 ;  ; Cu-Ni ; XF+ ; 16 ; Mike! ; 261 
 3550 ; 1 песо. Куба. Ленин ; 2002 ;  ; Cu-Ni ; AU ; 47 ; mart_si ; 453 
 3551 ; 1 песо. Куба. Маркс ; 2002 ;  ; Cu-Ni ; AU ; 24 ; ges ; 350 
 3552 ; 1 песо. Куба. Мао Цзэдун ; 2002 ;  ; Cu-Ni ; AU ; 42 ; svv ; 356 
 3553 ; 1 песо. Куба. Энгельс ; 2002 ;  ; Cu-Ni ; AU ; 26 ; Mike! ; 304 
 3554 ; 1 крона. Остров Мэн. Миллениум Тиунуолд ; 1979 ;  ; Cu-Ni ; XF+ ; 14 ; Шмейхель ; 305 
 3555 ; 1 доллар. Бермуды. Королевская свадьба ; 1981 ;  ; Cu-Ni ; XF+ ; 15 ; Mike! ; 295 
 3556 ; 5 долларов Ниуэ. Олимпиада. Теннис ; 1987 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 118 
 3557 ; 25 пенсов. Остров Вознесения. Королевская свадьба ; 1981 ;  ; Cu-Ni ; XF ; 7 ; Mike! ; 216 
 3558 ; 5 долларов. Ниуэ. Кеннеди ; 1988 ;  ; Cu-Ni ; XF+ ; 15 ; Mike! ; 204 
 3559 ; 1 доллар. Новая Зеландия. Игры содружества ; 1974 ;  ; Cu-Ni ; AU ; 20 ; Pipe ; 273 
 3560 ; 1 доллар. Новая Зеландия ; 1972 ;  ; Cu-Ni ; AU ; 26 ; sibirian ; 233 
 3561 ; 1/4 доллара. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 14 ; byrozka ; 156 
 3562 ; 1 доллар. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 13 ; SadKo ; 453 
 3563 ; 1/2 доллара. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 13 ; bob375 ; 245 
 3564 ; 1/4 доллара. США. 200 лет независимости США. Упаковка ; 1976S ;  ; Ag ; Unc ; 20 ; byrozka ; 145 
 3565 ; 5 пфеннигов. Германия ; 1938E ;  ; Al/Br ; VF-XF ; 16 ; alik434 ; 126 
 3566 ; 10 пфеннигов. Германия ; 1938B ;  ; Al/Br ; VF+ ; 20 ; kronk ; 64 
 3567 ; 10 пфеннигов. Германия ; 1938E ;  ; Al/Br ; VF+ ; 28 ; kgu ; 51 
 3568 ; 10 миллиемес. Египет ; 1967 ;  ; Al ; VF+ ; 12 ; Komod ; 30 
 3569 ; 5 миллиемес. Египет ; 1967 ;  ; Al ; VF- ; 5 ; Jiamer57rus ; 25 
 3570 ; 5 рупий. Республика Сейшелы ; 1982 ;  ; Cu-Ni ; XF- ; 16 ; OVK ; 37 
 3571 ; 3 пенса. Гернси ; 1959 ;  ; Cu-Ni ; VF+ ; 24 ; aleks51 ; 50 
 3572 ; 1/2 пенни. Ирландия ; 1949 ;  ; Br ; VF-XF ; 55 ; andy2012 ; 142 
 3473 ; 1 эре. Швеция ; 1882 ;  ; Cu ; VF ; 12 ; hf426 ; 97 
 3474 ; 20 рейс. Португалия ; 1831 ;  ; Cu ; F-VF ; 16 ; banks ; 206 
 3475 ; 1 сольдо. Италия ; 1808 ;  ; Cu ; F+ ; 25 ; mkm1968 ; 181 
 3476 ; 10 чентезимо. Италия ; 1931 ;  ; Br ; VF ; 14 ; VOLKODAVS5 ; 51 
 3477 ; 1 чентезимо. Италия ; 1904 ;  ; Br ; VF ; 20 ; andreyM ; 136 
 3478 ; 2 чентезимо. Италия ; 1861 ;  ; Cu ; VF ; 11 ; Mike! ; 138 
 3479 ; 2 эре. Дания ; 1907 ;  ; Br ; VF+ ; 16 ; andy2012 ; 153 
 3480 ; 1 цент. США ; 1907 ;  ; Br ; VF ; 17 ; Mike! ; 102 
 3481 ; 2 эре. Дания ; 1902 ;  ; Br ; XF- ; 18 ; kroman ; 245 
 3482 ; 2 лей. Румыния ; 1947 ;  ; Br ; VF- ; 14 ; Mike! ; 192 
 3483 ; 50 сентаво. Кабо-Верде ; 1968 ;  ; Br ; XF ; 7 ; Mike! ; 111 
 3484 ; 1 скиллинг. Дания ; 1860 ;  ; Br ; VF+ ; 19 ; kornum ; 227 
 3485 ; 1 цент. США ; 1917 ;  ; Br ; VF+ ; 15 ; boltyshov ; 215 
 3486 ; 2 эре. Швеция ; 1882 ;  ; Cu ; VF ; 15 ; kornum ; 115 
 3487 ; 5 чентезимо. Италия ; 1934 ;  ; Br ; VF+ ; 16 ; kornum ; 67 
 3488 ; 1 эре Швеция ; 1930 ;  ; Br ; VF ; 16 ; Володя ; 53 
 3489 ; 1/2 пенни. Джерси ; 1971 ;  ; Br ; XF+ ; 33 ; andreyM ; 50 
 3490 ; 1 лек. Албания ; 1930 ;  ; Ni ; VF+ ; 7 ; Mike! ; 122 
 3491 ; 100 лей. Румыния ; 1936 ;  ; Cu-Ni ; VF-XF ; 11 ; Mike! ; 157 
 3492 ; 1/2 доллара. США. Гражданская война ; 1995 ;  ; Cu-Ni ; AU ; 21 ; sibirian ; 801 
 3493 ; 1 доллар. Канада. Виннипег ; 1974 ;  ; Cu-Ni ; XF ; 9 ; кве ; 163 
 3494 ; 1/2 доллара. США. 100 лет Конгрессу ; 1989D ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 296 
 3495 ; 1/2 доллара. США. Гора Рашмор ; 1991S ;  ; Cu-Ni ; Proof ; 31 ; gurtov ; 565 
 3496 ; 1/2 доллара. США. Олимпиада ; 1995 ;  ; Cu-Ni ; Proof ; 30 ; sibirian ; 577 
 3497 ; 1 доллар. Канада. Манитоба ; 1970 ;  ; Cu-Ni ; XF+ ; 30 ; акуна матата ; 187 
 3498 ; 5 долларов. Либерия. Год Дракона ; 2000 ;  ; Cu-Ni ; XF ; 11 ; Mike! ; 213 
 3499 ; 100 драм. Армения ; 1997 ;  ; Cu-Ni ; XF+ ; 6 ; Mike! ; 51 
 3500 ; 5 крон. Швеция ; 1972 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 77 
 3501 ; 50 крон. Исландия ; 1968 ;  ; Cu-Ni ; XF- ; 27 ; vc57 ; 192 
 3502 ; 5 франков. Франция ; 1992 ;  ; Cu-Ni ; XF- ; 12 ; Mike! ; 68 
 3503 ; 2000 песо. Гвинея-Биссау ; 1991 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 310 
 3504 ; 20 центов. Австралия. Международное волонтерство ; 2011 ;  ; Cu-Ni ; AU ; 37 ; andy2012 ; 74 
 3505 ; 2 франка. Французский Сент-Пьер и Микелон ; 1948 ;  ; Al ; XF ; 32 ; Mike! ; 341 
 3506 ; 1 доллар. Белиз ; 2012 ;  ; Латунь ; XF+ ; 9 ; Mike! ; 93 
 3507 ; 5 центов. США ; 1937 ;  ; Сu-Ni ; VF- ; 21 ; Mike! ; 88 
 3508 ; 50 сантимов. Марокко ;  ;  ; Сu-Ni ; VF- ; 28 ; кве ; 222 
 3509 ; 5 центов. США ; 1911 ;  ; Сu-Ni ; VF- ; 25 ; Mike! ; 186 
 3510 ; 10 франков. Франция ; 1989 ;  ; Сu-Ni ; XF ; 16 ; Mike! ; 112 
 3511 ; 2 пфеннига. Германия ; 1876 ;  ; Cu ; VF- ; 16 ; Jauho ; 62 
 3512 ; 1 эре. Дания ; 1909 ;  ; Br ; F-VF ; 10 ; Mike! ; 145 
 3513 ; 1/2 скиллинга. Дания ; 1857 ;  ; Cu ; F-VF ; 36 ; DVZ ; 251 
 3514 ; 1 эре. Дания ; 1904 ;  ; Br ; F-VF ; 18 ; Magger ; 148 
 3515 ; 1 чентезимо. Италия ; 1896 ;  ; Cu ; VF- ; 19 ; VOLKODAVS5 ; 181 
 3516 ; 1 пенни. Финляндия ; 1923 ;  ; Cu ; XF+ ; 24 ; kornum ; 57 
 3517 ; 1 цент. США ; 1943 ;  ; Zn ; VF+ ; 15 ; Mike! ; 83 
 3518 ; 20 риалов. Йемен ; 2004 ;  ; Би/м ; AU ; 13 ; Mike! ; 82 
 3519 ; 1 скиллинг. Дания ; 1771 ;  ; Cu ; F ; 23 ; Mike! ; 261 
 3520 ; 1 скиллинг. Дания ; 1771 ;  ; Cu ; F ; 15 ; Mike! ; 93 
 3521 ; Монета иностранная ; 1794 ;  ; Cu ; F ; 28 ; Александр007 ; 300 
 3522 ; 50 пфеннигов. Германия ; 1939A ;  ; Cu-Ni ; XF ; 62 ; DVZ ; 2590 
 3423 ; 12 гротов. Бремен ; 1841 ;  ; Ag ; F+ ; 47 ; mkm1968 ; 417 
 3424 ; 1 дайм. США ; 1920 ;  ; Ag ; VF+ ; 13 ; Метро62 ; 239 
 3425 ; 1 дайм. США ; 1899 ;  ; Ag ; F ; 18 ; Mike! ; 170 
 3426 ; 20 сантимов. Вестфалия ; 1812 ;  ; Ag ; VF- ; 25 ; ALGARBIORUM ; 870 
 3427 ; 1 шиллинг. Папуа Новая Гвинея ; 1938 ;  ; Ag ; XF ; 18 ; артега ; 368 
 3428 ; 1 шиллинг. Гамбург ; 1851 ;  ; Ag ; F ; 27 ; Mike! ; 257 
 3429 ; 1 гротен. Бремен ; 1742 ;  ; Ag ; F ; 40 ; Mike! ; 369 
 3430 ; 4 скиллингов. Дания ; 1856 ;  ; Ag ; F-VF ; 22 ; Mike! ; 286 
 3431 ; 1 дреллинг. Гамбург ; 1855 ;  ; Ag ; VF- ; 45 ; gurtov ; 455 
 3432 ; 1 дайм. США. Отверстие ; 1853 ;  ; Ag ; F ; 30 ; Mike! ; 227 
 3433 ; 1/12 талера. Ганновер ; 1850 ;  ; Ag ; VF- ; 61 ; andreyM ; 591 
 3434 ; 1 фунт. Ирландия ; 1990 ;  ; Cu-Ni ; VF-XF ; 22 ; andy2012 ; 116 
 3435 ; 1 доллар. Либерия ; 1970 ;  ; Cu-Ni ; AU ; 45 ; banks ; 312 
 3436 ; 20 марок. ГДР. Эрнст Тельманн ; 1971A ;  ; Cu-Ni ; XF+ ; 5 ; Mike! ; 132 
 3437 ; 1 доллар. Гайана ; 1970 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 155 
 3438 ; 5 марок. ГДР. Томас Манн ; 1875 ;  ; Cu-Ni ; XF+ ; 9 ; Mike! ; 419 
 3439 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 110 
 3440 ; 1/12 шиллинга. Джерси ; 1966 ;  ; Br ; XF ; 9 ; Mike! ; 38 
 3441 ; 50 крон. Чехословакия ; 2009 ;  ; Би/м ; AU ; 20 ; Mike! ; 191 
 3442 ; 1 лира. Турция ; 2012 ;  ; Би/м ; AU ; 23 ; Mike! ; 155 
 3443 ; 10 евро. Финляндия. Ээро Сааринен. Сертификат ; 2010 ;  ; Ag ; Unc ; 28 ; nikfed ; 1850 
 3444 ; 10 евро. Финляндия. Ээро Сааринен. Сертификат ; 2010 ;  ; Ag ; Unc ; 29 ; OgAnVi ; 1520 
 3445 ; 10 евро. Финляндия. Konsta Jylha. Сертификат ; 2010 ;  ; Ag ; Unc ; 16 ; dsp ; 1938 
 3446 ; 10 евро. Финляндия. Рунеберг ; 2004 ;  ; Ag ; Unc ; 22 ; nikfed ; 1535 
 3447 ; 20 марок. Финляндия ; 1935 ;  ; Al/Br ; VF-XF ; 16 ; Mike! ; 136 
 3448 ; 20 марок. Финляндия ; 1939 ;  ; Al/Br ; VF-XF ; 15 ; Mike! ; 126 
 3449 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF+ ; 22 ; Mike! ; 183 
 3450 ; 2 кроны. Дания ; 1959 ;  ; Al/Br ; XF- ; 40 ; Алек ; 177 
 3451 ; 1 крона. Дания ; 1925 ;  ; Al/Br ; VF ; 17 ; kornum ; 183 
 3452 ; 1 крона. Дания ; 1958 ;  ; Al/Br ; XF ; 27 ; 220W ; 183 
 3453 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 9 ; Mike! ; 57 
 3454 ; 10 донг. Вьетнам ; 1974 ;  ; Al/Br ; XF+ ; 47 ; DVZ ; 122 
 3455 ; 200 лей. Румыния ; 1945 ;  ; Al/Br ; VF ; 13 ; Mike! ; 306 
 3456 ; 10000 лей. Румыния ; 1947 ;  ; Al/Br ; VF ; 24 ; mkm1968 ; 300 
 3457 ; 2 франка. Тунис ; 1945 ;  ; Al/Br ; VF- ; 19 ; Mike! ; 101 
 3458 ; 50 крон. Исландия ; 2005 ;  ; Al/Br ; XF- ; 33 ; andy2012 ; 79 
 3459 ; 5 толари. Словения ; 1996 ;  ; Al/Br ; AU ; 17 ; Mike! ; 55 
 3460 ; 1 доллар. Австралия ; 2011 ;  ; Al/Br ; AU ; 19 ; Mike! ; 104 
 3461 ; 20 крон. Дания ; 2012 ;  ; Al/Br ; AU ; 9 ; Mike! ; 234 
 3462 ; 1/40 риалп. Йеменская Арабская Республика ; 1382 ;  ; Al/Br ; VF ; 36 ; lestes ; 324 
 3463 ; 10 франков Марокко ; 1371 ;  ; Al/Br ; VF ; 17 ; Mike! ; 36 
 3464 ; 20 франков Марокко ; 1371 ;  ; Al/Br ; VF ; 9 ; Mike! ; 26 
 3465 ; 1 пенни. Ирландия ; 1928 ;  ; Br ; VF ; 13 ; Mike! ; 32 
 3466 ; 10 чентезимо. Италия ; 1893 ;  ; Cu ; VF ; 26 ; Метро62 ; 185 
 3467 ; 10 чентезимо. Италия ; 1863 ;  ; Cu ; VF+ ; 26 ; 8888 ; 222 
 3468 ; 1 пенни. Великобритания ; 1889 ;  ; Cu ; F-VF ; 6 ; Mike! ; 24 
 3469 ; 1/2 пенни. Ирландия ; 1937 ;  ; Br ; VF+ ; 9 ; Bambr ; 102 
 3470 ; 5 торнеси. Италия. Неаполь и Сицилия ; 1798 ;  ; Cu ; VF- ; 40 ; vb96 ; 411 
 3471 ; 5 чентезимо. Италия ; 1861 ;  ; Cu ; VF ; 18 ; kornum ; 162 
 3472 ; 1 цент. Стрейтс-Сеттельментс ; 1903 ;  ; Br ; VF- ; 25 ; OVK ; 277 
 3373 ; 1 доллар. США. Томас Джефферсон ; 1993P ;  ; Ag ; AU ; 17 ; Mike! ; 1181 
 3374 ; 100 марок. Финляндия. Лыжи ; 1989 ;  ; Ag ; AU ; 25 ; Mike! ; 741 
 3375 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972F ;  ; Ag ; XF ; 13 ; magpie ; 408 
 3376 ; 10 марок. ФРГ. 800 лет Гамбургу ; 1989J ;  ; Ag ; XF ; 10 ; Mike! ; 394 
 3377 ; 10 марок. ФРГ. Карл Цейсс ; 1988F ;  ; Ag ; XF ; 14 ; igaist ; 453 
 3378 ; 10 марок. ФРГ.  Олимпиада в Мюнхене ; 1972D ;  ; Ag ; XF ; 5 ; ssuss ; 408 
 3379 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972D ;  ; Ag ; XF ; 4 ; Mike! ; 400 
 3380 ; 10 марок. ФРГ. Кетти Кольвитц ; 1992G ;  ; Ag ; XF ; 3 ; Mike! ; 396 
 3381 ; 10 марок. ФРГ. Олимпиада в Мюнхене ; 1972G ;  ; Ag ; XF ; 7 ; Mike! ; 400 
 3382 ; 10 марок. ФРГ. Попытка устранить Гитлера 20 июля 1944г ; 1994A ;  ; Ag ; XF ; 6 ; Mike! ; 431 
 3383 ; 5 марок. ФРГ. Иммануил Кант ; 1974D ;  ; Ag ; XF+ ; 7 ; Mike! ; 266 
 3384 ; 5 марок. ФРГ. Гриммельсгаузен ; 1976D ;  ; Ag ; AU ; 5 ; Mike! ; 255 
 3385 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; XF ; 5 ; Mike! ; 261 
 3386 ; 5 марок. ФРГ. Год защиты европейских памятников ; 1975F ;  ; Ag ; AU ; 6 ; Mike! ; 333 
 3387 ; 5 марок. ФРГ. Альберт Швейтцер ; 1975G ;  ; Ag ; XF+ ; 4 ; Mike! ; 333 
