 4867 ; Бона иностранная. Эстония 25 крон, 2 варианта ; 1991,2002 ;  ;  ;  ; 9 ; vladzory ; 174 
 3231 ; 1 кран (1000 динаров). Иран ; 1915 ;  ; Ag ; F-VF ; 43 ; Алек ; 514 
 3232 ; 10 эскудо. Португальский Мозамбик ; 1995 ;  ; Ag ; VF-XF ; 17 ; kergudu ; 215 
 3233 ; 1 лев. Болгария ; 2002 ;  ; Би/м ; AU ; 12 ; Rober ; 33 
 3234 ; 5 рандов. ЮАР ; 2005 ;  ; Би/м ; XF- ; 23 ; Mikle777 ; 126 
 3235 ; 5 пула. Ботсвана ; 2000 ;  ; Би/м ; VF-XF ; 7 ; brat52 ; 51 
 3236 ; 20 рупий. Маврикий ; 2007 ;  ; Би/м ; XF+ ; 7 ; brat52 ; 72 
 3237 ; 25 фунтов. Сирия ; 1995 ;  ; Би/м ; XF+ ; 36 ; mara1768 ; 163 
 3238 ; 25 фунтов. Сирия ; 1996 ;  ; Би/м ; XF+ ; 11 ; ВАР1959 ; 140 
 3239 ; 1 доллар. Канада. Река Мак Кензи ; 1989 ;  ; Ag ; Proof ; 14 ; matehev ; 895 
 3240 ; 1 доллар. Канада. Пролив Детройт и Девис ; 1987 ;  ; Ag ; Proof ; 27 ; Сэм ; 1000 
 3241 ; 1 доллар. Канада ; 1961 ;  ; Ag ; XF ; 13 ; 1177 ; 910 
 3242 ; 1000 лева. Болгария. Калиакра ; 1996 ;  ; Ag ; Proof ; 21 ; 1177 ; 915 
 3243 ; 1 крона. Остров Мэн. 400 лет Пороховму заговору ; 2005 ;  ; Cu/Ni ; AU ; 25 ; smel ; 300 
 3244 ; 1 доллар. Великобритания ; 1911 ;  ; Ag ; VF- ; 31 ; Канцлер ; 2548 
 3245 ; 2 1/2 гульдена. Нидерланды ; 1931 ;  ; Ag ; VF- ; 40 ; Searcher ; 663 
 3246 ; 2 кроны. Швеция. Серебрянный юбилей ; 1897 ;  ; Ag ; XF ; 30 ; donsergio ; 1041 
 3247 ; 2 кроны. Швеция. Золотая свадьба ; 1907 ;  ; Ag ; XF- ; 38 ; kurmax ; 618 
 3248 ; 5 долларов. Багамские острова ; 1971 ;  ; Ag ; AU ; 59 ; Germanfox ; 1952 
 3249 ; 1 риал. Иран ; 1953 ;  ; Cu-Ni ; F-VF ; 7 ; aziya11 ; 53 
 3250 ; 1 риал. Иран ; 1312 ;  ; Ag ; VF+ ; 44 ; orion ; 357 
 3251 ; 2000 динар. Иран ; 1329 ;  ; Ag ; VF- ; 34 ; smel ; 440 
 3252 ; 50 филс. Ирак ; 1931 ;  ; Ag ; F-VF ; 31 ; P.Pitkin ; 322 
 3253 ; 10 филс. Ирак ; 1933 ;  ; Cu-Ni ; F-VF ; 14 ; mkm1968 ; 123 
 3254 ; 4 филс. Ирак ; 1938 ;  ; Br ; F ; 12 ; mkm1968 ; 51 
 3255 ; 2 гирш. Саудовская Аравия ; 1376 ;  ; Cu-Ni ; VF- ; 17 ; ВАР1959 ; 101 
 3256 ; 10 милс. Паплестина ; 1939 ;  ; Cu-Ni ; VF ; 11 ; xabib ; 204 
 3257 ; 10 милс. Паплестина ; 1942 ;  ; Br ; VF-XF ; 44 ; xabib ; 509 
 3258 ; 5 пара. Турция (Османская Империя) ; 1255/19 ;  ; Cu ; F-VF ; 45 ; off ; 459 
 3259 ; 1 1/2  пиастра. Турция (Османская Империя). Отверстие 9 часов ; 1223/30 ;  ; Ag ; F-VF ; 28 ; Гордиан ; 229 
 3260 ; 20 пара. Турция (Османская Империя) ; 1255/21 ;  ; Cu ; VF- ; 25 ; Гордиан ; 204 
 3261 ; 40 пара. Турция (Османская Империя) ; 1255/19 ;  ; Cu ; VF- ; 23 ; off ; 408 
 3262 ; 2 1/2 мильем. Египет ; 1933 ;  ; Cu-Ni ; F-VF ; 25 ; ship-nik ; 220 
 3263 ; 10 мильем. Египет ; 1935 ;  ; Cu-Ni ; VF- ; 14 ; Серж PirGS ; 102 
 3164 ; 1 дайм. США ; 1961 ;  ; Ag ; AU ; 25 ; werespider ; 125 
 3165 ; 1 дайм. США ; 1963 ;  ; Ag ; AU ; 12 ; jashka39 ; 113 
 3166 ; 500 лир. Италия ; 1959 ;  ; Ag ; AU ; 39 ; Karajan ; 399 
 3167 ; 2 лата. Латвия ; 1925 ;  ; Ag ; AU ; 26 ; M1 ; 352 
 3168 ; 1 лат. Латвия ; 1924 ;  ; Ag ; AU ; 15 ; mitia-32 ; 200 
 3169 ; 50 марок. Финляндия. Калевала. С сертификатом ; 1985 ;  ; Ag ; AU ; 25 ; Ясер ; 459 
 3170 ; Монета иностранная ; 1745 ;  ; Br ; VF- ; 28 ; mkm1968 ; 215 
 3171 ; 8 риалов. Испания ; 1818 ;  ; Ag ; VF ; 27 ; Гордиан ; 1548 
 3172 ; 1 доллар. США. Эйзенхауэр ; 1971S ;  ; Ag ; AU ; 17 ; SadKo ; 408 
 3173 ; 1 крона. Великобритания ; 1937 ;  ; Ag ; XF+ ; 26 ; Aleks72 ; 1087 
 3174 ; 1 крона. Великобритания. Серебряный юбилей ; 1935 ;  ; Ag ; XF+ ; 51 ; Aleks72 ; 1247 
 3175 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF-XF ; 21 ; ваня03 ; 131 
 3176 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF+ ; 12 ; ваня03 ; 128 
 3177 ; 1 шиллинг. Великобритания ; 1936 ;  ; Ag ; VF- ; 19 ; ASlab ; 123 
 3178 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; VF-XF ; 29 ; Searcher ; 67 
 3179 ; 3 пенса. Великобритания ; 1932 ;  ; Ag ; VF+ ; 17 ; Searcher ; 66 
 3180 ; 3 пенса. Великобритания ; 1916 ;  ; Ag ; F-VF ; 11 ; УФА ; 108 
 3181 ; 25 центов. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF- ; 13 ; WikiLeaks ; 255 
 3182 ; 25 центов. Канада ; 1968 ;  ; Ag ; XF ; 5 ; agap ; 128 
 3183 ; 2,5 эскудо. Португальский Мозамбик ; 1950 ;  ; Ag ; VF+ ; 13 ; kostya12.04.1994 ; 186 
 3184 ; 1/10 гульдена. Нидерландские Антиллы ; 1963 ;  ; Ag ; VF-XF ; 19 ; gvg1975 ; 67 
 3185 ; 500 марок. Веймар ; 1923A ;  ; Al ; AU ; 25 ; wasp69 ; 200 
 3186 ; 50 евроцентов. Ватикан ; 2011 ;  ; Латунь ; AU ; 29 ; nikitin782 ; 131 
 3187 ; 1 цент. США Индеец ; 1906 ;  ; Br ; VF+ ; 34 ; Aleks72 ; 255 
 3188 ; 1 цент. США Индеец ; 1908 ;  ; Br ; VF-XF ; 28 ; tss ; 204 
 3189 ; 1 цент. США Индеец ; 1899 ;  ; Br ; VF+ ; 31 ; АЛЬБЕРТ ; 303 
 3190 ; 5 центов. США ; 1963 ;  ; Cu/Ni ; VF+ ; 9 ; kodas ; 21 
 3191 ; 50 центов. Цейлон ; 1963 ;  ; Cu/Ni ; VF ; 24 ; mara1768 ; 55 
 3192 ; 50 центов. Кения ; 1973 ;  ; Cu/Ni ; VF ; 5 ; mara1768 ; 25 
 3193 ; 20 сентаво. Эквадор ; 1964 ;  ; Cu/Ni ; VF-XF ; 15 ; mara1768 ; 43 
 3194 ; 50 сентаво. Эквадор ; 1963 ;  ; Cu/Ni ; VF+ ; 16 ; mara1768 ; 57 
 3195 ; 20 грошей. Польша ; 1923 ;  ; Cu/Ni ; VF ; 3 ; Mr.Victor74 ; 23 
 3196 ; 2 кроны. Швеция ; 1910 ;  ; Ag ; VF- ; 35 ; Searcher ; 498 
 3197 ; 2 кроны. Швеция ; 1953 ;  ; Ag ; XF ; 16 ; Searcher ; 251 
 3198 ; 2 кроны. Швеция ; 1946 ;  ; Ag ; XF+ ; 33 ; Westing ; 443 
 3199 ; 1 крона. Швеция ; 1915 ;  ; Ag ; VF- ; 12 ; фрегат ; 179 
 3200 ; 1 крона. Швеция ; 1926 ;  ; Ag ; VF- ; 16 ; фрегат ; 189 
 3201 ; 3 пенса. Новая Зеландия ; 1954 ;  ; Ag ; F-VF ; 7 ; pref ; 36 
 3202 ; 10 центов. Канада ; 1947 ;  ; Ag ; VF- ; 9 ; ASlab ; 91 
 3203 ; 1 песета. Испания ; 1900 ;  ; Ag ; F+ ; 25 ; фрегат ; 147 
 3204 ; 20 центов. Фиджи ; 2009 ;  ; Cu-Ni ; XF ; 7 ; mara1768 ; 32 
 3205 ; 10 авос. Португальское Макау ; 1952 ;  ; Br ; VF ; 21 ; Slava O ; 126 
 3206 ; 5 рупий. Индонезия ; 1979 ;  ; Al ; VF-XF ; 5 ; xct ; 25 
 3207 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; XF- ; 16 ; krocsi ; 227 
 3208 ; 10 шиллингов. Австрия ; 1971 ;  ; Ag ; XF ; 11 ; фрегат ; 180 
 3209 ; 1 бат. Тайланд ; 1970 ;  ; Cu-Ni ; XF ; 5 ; Lena6975 ; 50 
 3210 ; 5 долларов. Гон-Конг ; 1993 ;  ; Cu-Ni ; VF+ ; 7 ; mara1768 ; 38 
 3211 ; 1 доллар. Канада ; 1987 ;  ; Латунь ; VF ; 5 ; москтур ; 37 
 3212 ; 1/2 пенни. Великобритания ; 1860 ;  ; Br ; VF+/F-VF ; 19 ; ваня03 ; 193 
 3213 ; 1 шиллинг. Германия, Мекленбург-Шверин ; 1801 ;  ; Ag ; F-VF ; 32 ; Woker ; 468 
 3114 ; 1000 лир. Сан-Марино. Летняя олимпиада ; 1984 ;  ; Ag ; AU ; 28 ; niklis ; 494 
 3115 ; 1000 лир. Сан-Марино. Европейский год музыки ; 1985 ;  ; Ag ; AU ; 16 ; Недорого ; 511 
 3116 ; 500 лир. Ватикан. Иоанн Павел II ; 1980 ;  ; Ag ; AU ; 14 ; Zemlemer ; 1100 
 3117 ; 500 лир. Ватикан ; 1963 ;  ; Ag ; AU ; 24 ; hugo ; 512 
 3118 ; 5 евро. Италия. ФИФА. Кубок мира. Германия ; 2006 ;  ; Ag ; Proof ; 33 ; romario150 ; 1140 
 3119 ; 1 доллар. Австралия. Кукабарра ; 2009 ;  ; Ag ; Proof ; 64 ; joper69 ; 2397 
 3120 ; 2000 песет. Испания. Живая природа ; 1995 ;  ; Ag ; Proof ; 49 ; kehha ; 1381 
 3121 ; 2000 песет. Испания. Живая природа ; 1994 ;  ; Ag ; Proof ; 34 ; kehha ; 1353 
 3122 ; 10 долларов. Науру. Живая природа ; 1993 ;  ; Ag ; Proof ; 50 ; Алек ; 1953 
 3123 ; 300 нгультрам. Бутан. Живая природа ; 1994 ;  ; Ag ; Proof ; 48 ; kehha ; 1349 
 3124 ; 10 долларов. Самоа и Сисифо. Живая природа ; 1994 ;  ; Ag ; Proof ; 45 ; николаевич8 ; 1500 
 3125 ; 20 долларов. Кирибати. Живая природа ; 1992 ;  ; Ag ; Proof ; 40 ; николаевич8 ; 1500 
 3126 ; 25 рупий. Сейшеллы. Живая природа ; 1993 ;  ; Ag ; Proof ; 32 ; kehha ; 1008 
 3127 ; 500 рупий. Непал.  Живая природа ; 1993 ;  ; Ag ; Proof ; 46 ; kehha ; 1349 
 3128 ; 100 франков. Джибути. Живая природа ; 1994 ;  ; Ag ; Proof ; 36 ; kehha ; 1367 
 3129 ; 1 доллар. Каймановы острова. Живая природа ; 1995 ;  ; Ag ; Proof ; 29 ; kehha ; 1224 
 3130 ; 10 динар. Андорра. Живая природа. Медведь ; 1992 ;  ; Ag ; Proof ; 50 ; Mil-med ; 1298 
 3131 ; 10 динар. Андорра. Живая природа. Белка ; 1992 ;  ; Ag ; Proof ; 40 ; Mil-med ; 1239 
 3132 ; 10 динар. Андорра. Живая природа. Волк ; 1995 ;  ; Ag ; Proof ; 37 ; kehha ; 1325 
 3133 ; 1/2 доллара. США. Выставка в Чикаго ; 1893 ;  ; Ag ; VF-XF ; 42 ; Алек ; 825 
 3134 ; 25 марок. Финляндия. 750 лет Турку ; 1979 ;  ; Ag ; AU/XF ; 40 ; krugerrand ; 555 
 3135 ; 25 центов. Нидерланды ; 1890 ;  ; Ag ; VF-XF ; 51 ; zelya ; 1836 
 3136 ; 5 центов. Китай ; 1896-1908 ;  ; Ag ; XF ; 52 ; remetalk ; 1221 
 3137 ; 2 шиллинга. Австрия. Шуберт ; 1928 ;  ; Ag ; XF ; 27 ; xabib ; 459 
 3138 ; 5 лир. Сан-Марино ; 1936 ;  ; Ag ; XF- ; 22 ; vc57 ; 295 
 3139 ; 1 крона. Швеция ; 1944 ;  ; Ag ; VF+ ; 47 ; olga42 ; 128 
 3140 ; 10 лева. Болгария. Крум ; 1930 ;  ; Cu-Ni ; VF ; 9 ; vesta78 ; 62 
 3141 ; 1 цент. Британское Северное Борнео ; 1890 ;  ; Br ; VF+ ; 18 ; hobot ; 290 
 3142 ; 1 цент. Британское Северное Борнео ; 1888 ;  ; Br ; VF ; 16 ; lawyer ; 225 
 3143 ; 1 батзен. Швейцария. Сант-Галлен ; 1812К ;  ; Биллон ; VF ; 41 ; В1951 ; 401 
 3144 ; 3 пенса. Великобритания ; 1900 ;  ; Ag ; F ; 17 ; Гурий ; 76 
 3145 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; XF ; 36 ; Pushan ; 113 
 3146 ; 10 центов. Нидерланды ; 1918 ;  ; Ag ; F+ ; 10 ; LosLos ; 46 
 3147 ; 5 франков. Швейцария ; 1966 ;  ; Ag ; VF+ ; 21 ; фрегат ; 402 
 3148 ; 10 эре. Швеция ; 1953 ;  ; Ag ; XF+ ; 11 ; 44444 ; 36 
 3149 ; 25 эре. Швеция ; 1944 ;  ; Ag ; XF ; 19 ; gvg1975 ; 48 
 3150 ; 50 эре. Швеция ; 1948 ;  ; Ag ; VF ; 15 ; Dahan ; 83 
 3151 ; 100 йен. Япония ; 1963 ;  ; Ag ; VF-XF ; 25 ; mara1768 ; 148 
 3152 ; 10 центов. Канада ; 1968 ;  ; Ag ; XF+ ; 9 ; agap ; 150 
 3153 ; 1 доллар (1 унция серебра). США ; 2012 ;  ; Ag ; AU ; 27 ; mezenat ; 1307 
 3154 ; 1/4 доллара. США ; 1943 ;  ; Ag ; XF ; 13 ; Karajan ; 266 
 3155 ; 1/4 доллара. США ; 1964 ;  ; Ag ; XF ; 7 ; Karajan ; 216 
 3156 ; 1 дайм. США ; 1953 ;  ; Ag ; AU ; 11 ; werespider ; 153 
 3157 ; 1 дайм. США ; 1950 ;  ; Ag ; AU ; 14 ; werespider ; 153 
 3158 ; 1 дайм. США ; 1946 ;  ; Ag ; AU ; 34 ; niger ; 143 
 3159 ; 1 дайм. США ; 1962 ;  ; Ag ; AU ; 21 ; Searcher ; 102 
 3160 ; 1 дайм. США ; 1959 ;  ; Ag ; AU ; 13 ; niger ; 172 
 3161 ; 1 дайм. США ; 1952 ;  ; Ag ; AU ; 12 ; werespider ; 153 
 3162 ; 1 дайм. США ; 1964 ;  ; Ag ; AU ; 24 ; Searcher ; 102 
 3163 ; 1 дайм. США ; 1946 ;  ; Ag ; AU ; 29 ; john282 ; 131 
 3064 ; 1 доллар. Канада. 100 лет Виннепегу ; 1974 ;  ; Ag ; XF+ ; 32 ; Vahid ; 456 
 3065 ; 1 доллар. Канада. Конная полиция ; 1973 ;  ; Ag ; AU ; 20 ; В1951 ; 579 
 3066 ; 1 доллар. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF+ ; 19 ; zef ; 735 
 3067 ; 1 доллар. Канада. Серебряный юбилей ; 1977 ;  ; Ag ; AU ; 17 ; Mil-med ; 612 
 3068 ; 1 доллар. Канада. Грифон ; 1979 ;  ; Ag ; AU ; 33 ; 1177 ; 830 
 3069 ; 1 доллар. Канада. Универсиада Эдмонтон ; 1983 ;  ; Ag ; AU ; 26 ; potapov0 ; 707 
 3070 ; 1 доллар. Канада. Арктика ; 1980 ;  ; Ag ; AU ; 22 ; RAPAN ; 714 
 3071 ; 1 доллар. Канада. Регина ; 1982 ;  ; Ag ; Proof ; 12 ; arsenich-s ; 591 
 3072 ; 2 доллара. Багамы ; 1975 ;  ; Ag ; Proof ; 18 ; zelya ; 818 
 3073 ; 200 песо боливано. Боливия. Международный год ребенка ; 1979 ;  ; Ag ; Proof ; 15 ; Алек ; 826 
 3074 ; 50 гурдов. Гаити. Олимпиада в Инсбруке ; 1976 ;  ; Ag ; Proof ; 28 ; potapov0 ; 906 
 3075 ; 10 песо. Куба. Совместный полет СССР - Куба ; 1980 ;  ; Ag ; AU ; 39 ; _1111_ ; 1560 
 3076 ; 1 франк. Франция. Последний франк ; 2001 ;  ; Ag ; AU ; 23 ; vcdr ; 1427 
 3077 ; 10 евро. Финляндия. Андерс Чюдениус (1729-1803) ; 2003 ;  ; Ag ; Proof ; 29 ; Рыба ; 2000 
 3078 ; 5 фунтов. Великобритания. Золотой юбилей королевы ; 2003 ;  ; Ag ; Proof ; 37 ; rekaSvir ; 1189 
 3079 ; 2 фунта. Великобритания ; 2008 ;  ; Ag ; AU ; 38 ; Рыба ; 1285 
 3080 ; 1000 эскудо. Португалия. Жоао II. 500 лет со дня смерти ; 1995 ;  ; Ag ; AU ; 24 ; alexpakh ; 791 
 3081 ; 1 доллар. США ; 1923 ;  ; Ag ; XF+ ; 9 ; адвокат1 ; 1157 
 3082 ; 1 доллар. США. Эйзенхауэр. 200 лет юбилею ; 1976S ;  ; Ag ; AU ; 24 ; agap ; 567 
 3083 ; 1 доллар. США ; 2001 ;  ; Ag ; AU ; 33 ; serggei ; 1381 
 3084 ; 1 доллар. США. Олимпиада ; 1988S ;  ; Ag ; Proof ; 25 ; sveta6369 ; 1111 
 3085 ; 1 доллар. США. Гора Рашмор ; 1991P ;  ; Ag ; AU ; 34 ; Ю42 ; 1326 
 3086 ; 1 доллар. США. 200 лет Конгрессу ; 1989S ;  ; Ag ; Proof ; 17 ; serggei ; 1030 
 3087 ; 1 доллар. США. 100 лет Статуе Свободы ; 1986P ;  ; Ag ; AU ; 18 ; Ясер ; 1030 
 3088 ; 1 доллар. США. 200 лет конституции ; 1987P ;  ; Ag ; AU ; 32 ; mezenat ; 1041 
 3089 ; 1/2 доллара. США. Кеннеди ; 1967 ;  ; Ag ; AU ; 26 ; Searcher ; 261 
 3090 ; 1/2 доллара. США. Кеннеди. 200 лет юбилею ; 1976S ;  ; Ag ; AU ; 29 ; Агарь ; 277 
 3091 ; 1/2 доллара. США. Кеннеди. 200 лет юбилею ; 1976S ;  ; Ag ; Proof ; 25 ; Gyron ; 269 
 3092 ; 1/2 доллара. США. Франклин ; 1963 ;  ; Ag ; XF ; 48 ; фрегат ; 366 
 3093 ; 1/2 доллара. США. 250 лет со дня рождения Джорджа Вашингтона ; 1982D ;  ; Ag ; AU ; 28 ; дед морос ; 431 
 3094 ; 1/2 доллара. США. Выставка в Чикаго ; 1893 ;  ; Ag ; VF-XF ; 21 ; veter 9 ; 652 
 3095 ; 50 центов. Канада ; 1964 ;  ; Ag ; AU ; 27 ; mitia-32 ; 393 
 3096 ; 100 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; XF+ ; 48 ; lawyer ; 791 
 3097 ; 50 крон. Чехословакия. Сталин ; 1949 ;  ; Ag ; AU ; 36 ; lawyer ; 826 
 3098 ; 10 марок. ФРГ. Наука, техника, человек ; 2000A ;  ; Ag ; Proof ; 15 ; alexpakh ; 515 
 3099 ; 5 марок. ФРГ. 500 лет со дня рождения Николая Коперника ; 1973J ;  ; Ag ; AU ; 33 ; DJ obava ; 394 
 3100 ; 5 марок. ФРГ. 250 лет со дня рождения Иммануила Канта ; 1974D ;  ; Ag ; AU ; 59 ; westof ; 337 
 3101 ; 1 доллар. Канада. 40-летие канадского флага ; 2005 ;  ; Ag ; Unc ; 32 ; krugerrand ; 1092 
 3102 ; 5 песо. Куба. Центральноамериканские и Карибские игры ; 1981 ;  ; Ag ; AU ; 26 ; mitia-32 ; 842 
 3103 ; 500 лир. Сан-Марино. Летняя олимпиада ; 1984 ;  ; Ag ; AU ; 12 ; sveta6369 ; 459 
 3104 ; 500 лир. Сан-Марино. 2000 лет со дня смерти Вергилия ; 1981 ;  ; Ag ; AU ; 25 ; aziya11 ; 353 
 3105 ; 500 лир. Сан-Марино. 2000 лет со дня смерти Вергилия ; 1981 ;  ; Ag ; AU ; 19 ; aziya11 ; 357 
 3106 ; 500 лир. Сан-Марино. Чемпионат мира по футболу ; 1990 ;  ; Ag ; AU ; 37 ; nikta ; 464 
 3107 ; 500 лир. Сан-Марино. Европейский год музыки ; 1985 ;  ; Ag ; AU ; 11 ; westof ; 350 
 3108 ; 500 лир. Сан-Марино. 100 лет со дня смерти Гарибальди ; 1982 ;  ; Ag ; Proof ; 11 ; advokatx ; 378 
 3109 ; 500 лир. Сан-Марино. 500 лет со дня рождения Рафаэля ; 1983 ;  ; Ag ; Proof ; 28 ; Недорого ; 411 
 3110 ; 1000 лир. Сан-Марино. 500 лет со дня рождения Рафаэля ; 1983 ;  ; Ag ; Proof ; 17 ; Недорого ; 468 
 3111 ; 1000 лир. Сан-Марино. 100 лет со дня смерти Гарибальди ; 1982 ;  ; Ag ; Proof ; 35 ; Gold_42 ; 478 
 3112 ; 1000 лир. Сан-Марино. Чемпионат мира по футболу ; 1990 ;  ; Ag ; AU ; 27 ; ваня03 ; 606 
 3113 ; 1000 лир. Сан-Марино. 2000 лет со дня смерти Вергилия ; 1981 ;  ; Ag ; AU ; 56 ; mitia-32 ; 657 
 3014 ; 1 лат. Латвия. Пивная кружка ; 2011 ;  ; Cu-Ni ; AU ; 15 ; mara1768 ; 61 
 3015 ; 1 лат. Латвия. Петушок ; 2005 ;  ; Cu-Ni ; AU ; 19 ; dolotov.leha ; 124 
 3016 ; 5 лат. Латвия ; 1929 ;  ; Ag ; XF+ ; 13 ; Dave ; 917 
 3017 ; 5 песет. Испания ; 1890 ;  ; Ag ; VF-XF ; 19 ; Lena6975 ; 1326 
 3018 ; 1 доллар. США ; 1899 ;  ; Ag ; VF-XF ; 38 ; АЛЬБЕРТ ; 3005 
 3019 ; 1 доллар. США ; 1923 ;  ; Ag ; XF+ ; 22 ; Фима ; 1337 
 3020 ; 10 крон. Чехословакия ; 1930 ;  ; Ag ; XF ; 35 ; FEDOTOV1920 ; 363 
 3021 ; 5 франков. Швейцария ; 1953 ;  ; Ag ; VF-XF ; 9 ; фрегат ; 408 
 3022 ; 5 корон. Австрия. 60 лет правления ; 1908 ;  ; Ag ; F ; 20 ; zelya ; 985 
 3023 ; 10 злотых. Польша ; 1932 ;  ; Ag ; VF+ ; 21 ; Dimitriy ; 638 
 3024 ; 5 злотых. Польша ; 1934 ;  ; Ag ; XF- ; 14 ; Dimitriy ; 319 
 3025 ; 1/2 марки. Германия ; 1914А ;  ; Ag ; VF- ; 14 ; wasp69 ; 138 
 3026 ; 2 1/2 эскудо. Португалия ; 1951 ;  ; Ag ; AU ; 13 ; kostya12.04.1994 ; 363 
 3027 ; 100 рейс. Португалия ; 1909 ;  ; Ag ; XF ; 22 ; AGM62 ; 298 
 3028 ; 50 сен. Япония ; 1906-1912 ;  ; Ag ; VF-XF ; 23 ; vvr ; 900 
 3029 ; 50 сен. Япония ; 1922-1926 ;  ; Ag ; XF+ ; 52 ; M1 ; 567 
 3030 ; 50 лепт. Крит ; 1901 ;  ; Ag ; F-VF ; 51 ; mkm1968 ; 470 
 3031 ; 1 пиастр. Турция ; 1187г.х. (1774) ;  ; Ag ; VF- ; 25 ; Гордиан ; 1140 
 3032 ; 2 доллара (2 унции серебра). Острова Кука. Серия "Бушрейнджер". Нед Келли ; 2003 ;  ; Ag ; Proof ; 27 ; Gold_42 ; 2346 
 3033 ; 2 доллара (2 унции серебра). Острова Кука. Серия "Бушрейнджер". Дэн Морган ; 2003 ;  ; Ag ; Proof ; 19 ; Ю42 ; 2040 
 3034 ; 2 доллара (2 унции серебра). Острова Кука. Серия "Бушрейнджер". Капитан Молния ; 2003 ;  ; Ag ; Proof ; 18 ; andreizemlia ; 2754 
 3035 ; 2000 шиллингов. Уганда. Дух горы. Иллюзия. С сертификатом ; 2001 ;  ; Ag ; Proof ; 35 ; vcdr ; 3278 
 3036 ; 500 нгультрам. Бутан. Китайский гороском ; 2006 ;  ; Ag ; Proof ; 43 ; vcdr ; 4896 
 3037 ; 10 франов. Конго. Приниматель решений. С сертификатом ; ND ;  ; Ag ; AU ; 47 ; hobot ; 2166 
 3038 ; 1 крона. Остров Мэн. Котята. С сертификатом ; 2004 ;  ; Ag ; Proof ; 36 ; Агарь ; 1836 
 3039 ; 5 долларов. Палау. Ангел и Дьявол. С сертификатом ; 2007 ;  ; Ag ; Proof ; 71 ; grigoriKK ; 2346 
 3040 ; 5 долларов. Острова Кука. Собор Валенсии ; 2006 ;  ; Ag,позолота ; Proof-Like ; 55 ; grigoriKK ; 2341 
 3041 ; 1 доллар. Палау. С сертификатом. Лурдес. Отсутствует капсула со святой водой ; 2008 ;  ; Ag ; Proof ; 28 ; brat52 ; 642 
 3042 ; 5 квача. Малави. Год Козы ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 18 ; aziya11 ; 169 
 3043 ; 5 долларов. Палау. 200 лет со дня рождения Луи Брайль. С сертификатом ; 2009 ;  ; Ag ; AU ; 45 ; джокер ; 960 
 3044 ; 5 квача. Малави. Год Свиньи ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 18 ; Spar2012 ; 159 
 3045 ; 5 квача. Малави. Год Лошади ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 29 ; vcdr ; 509 
 3046 ; 5 квача. Малави. Год Быка ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 24 ; lawyer ; 227 
 3047 ; 5 квача. Малави. Год Змеи ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 20 ; фёкла ; 206 
 3048 ; 5 квача. Малави. Год Собаки ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 20 ; ua0fki ; 211 
 3049 ; 5 квача. Малави. Год Петуха ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 13 ; vcdr ; 208 
 3050 ; 5 квача. Малави. Год Тигра ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 29 ; lawyer ; 211 
 3051 ; 5 квача. Малави. Год Кролика ; 2005 ;  ; Cu-Ni,серебрени ; AU ; 24 ; УФА ; 209 
 3052 ; 5 фунтов. Гибралтар. Миллениум ; 1999 ;  ; Б/м ; AU ; 17 ; DJ obava ; 505 
 3053 ; 250 нгультрам. Бутан. Монета времени. "Время - деньги" ; 2004 ;  ; Ag ; AU ; 51 ; kostas ; 3111 
 3054 ; 1 новый соль. Перу. Сaballito de totora ; 2002 ;  ; Ag ; Proof ; 35 ; Tche ; 1388 
 3055 ; 20 рублей. Беларусь. Олимпийские игры. Легкая атлетика. С сертификатом ; 2008 ;  ; Ag ; Proof ; 41 ; stanla ; 1677 
 3056 ; 20 рублей. Беларусь. Алиса в Стране чудес. С сертификатом ; 2007 ;  ; Ag ; AU ; 24 ; aziya11 ; 1423 
 3057 ; 20 рублей. Беларусь. Алиса в Зазеркалье. С сертификатом ; 2007 ;  ; Ag ; AU ; 30 ; Silibim ; 1587 
 3058 ; 20 рублей. Беларусь. Снежная королева. С сертификатом ; 2005 ;  ; Ag ; AU ; 19 ; Lasto4kaSPB ; 1734 
 3059 ; 20 рублей. Беларусь. Маленький принц. С сертификатом ; 2005 ;  ; Ag ; AU ; 20 ; Lasto4kaSPB ; 1734 
 3060 ; 20 рублей. Беларусь. Каменный цветок. С сертификатом ; 2005 ;  ; Ag ; AU ; 23 ; Tche ; 1734 
