 3632 ; Бона иностранная ;  ;  ;  ;  ; 7 ; DRACONGLASS ; 40 
 2201 ; 2 талера. Брауншвейг-Люнебург ; 1847CvC ;  ; Ag ; VF ; 97 ; kazak-don ; 7254 
 2202 ; Талер. Австрия. Иосиф I (1705-1711гг) ; 1710 ;  ; Ag ; VF ; 122 ; обломись ; 10608 
 2203 ; Талер. Франкфурт на Майне ; 1860 ;  ; Ag ; VF-XF ; 79 ; olegmin ; 3518 
 2204 ; Талер. Пруссия. В честь победы над Францией ; 1871А ;  ; Ag ; XF- ; 59 ; XO ; 2808 
 2205 ; Талер. Саксония. В честь победы над Францией ; 1871В ;  ; Ag ; VF-XF ; 87 ; BST ; 8160 
 2206 ; 1/6 талера. Пруссия ; 1812А ;  ; Ag ; F+ ; 46 ; gelind ; 257 
 2207 ; 1/8 талера. Брауншвейг-Люнебург-Каленберг-Ганновер. На смерть Георга I. М-3,65г ; 1727CPS ;  ; Ag ; VF- ; 51 ; overshtag ; 3598 
 2208 ; 1/12 талера. Саксония ; 1801IEC ;  ; Ag ; F+ ; 5 ; Tosha ; 320 
 2209 ; 1/12 талера. Ганновер, Эрнст Август (1837-1851) ; 1842S ;  ; Ag ; F ; 30 ; jj ; 204 
 2210 ; 1 экю. Франция ; 1727Е ;  ; Ag ; VF ; 93 ; обломись ; 7480 
 2211 ; 5 марок. Пруссия ; 1914А ;  ; Ag ; VF- ; 46 ; адвокат1 ; 1154 
 2212 ; 5 марок. Веймар. 10 лет Веймарской конституции ; 1929А ;  ; Ag ; XF ; 119 ; DM2713 ; 4418 
 2213 ; 5 марок. Германия. Пауль фон Гинденбург ; 1935A ;  ; Ag ; VF- ; 26 ; Инвестор ; 306 
 2214 ; 5 марок. Германия. Пауль фон Гинденбург. Гурт забит ; 1935А ;  ; Ag ; F ; 52 ; SOS ; 259 
 2215 ; 3 марки. Пруссия ; 1909А ;  ; Ag ; VF ; 30 ; ayy ; 800 
 2216 ; 3 марки. Пруссия. 25 лет правления ; 1913А ;  ; Ag ; VF- ; 69 ; адвокат1 ; 878 
 2217 ; 2 марки. Веймар ; 1925А ;  ; Ag ; VF- ; 80 ; vitapool ; 569 
 2218 ; 2 марки. Германия. Мартин Лютер ; 1933A ;  ; Ag ; VF+ ; 71 ; vitapool ; 1011 
 2219 ; 2 марки. Германия. Подписная Кирха ; 1934А ;  ; Ag ; VF- ; 52 ; }|{ивотное ; 556 
 2220 ; 2 марки. Германия. Пауль фон Гинденбург ; 1936D ;  ; Ag ; VF-XF ; 58 ;  каменьщик 8 ; 503 
 2221 ; 2 марки. Германия. Пауль фон Гинденбург ; 1937A ;  ; Ag ; VF-XF ; 21 ; Gold_42 ; 250 
 2222 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF-XF ; 17 ; }|{ивотное ; 227 
 2223 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938A ;  ; Ag ; VF ; 24 ; 1000000 ; 288 
 2224 ; 2 марки. Германия. Пауль фон Гинденбург ; 1938B ;  ; Ag ; VF ; 3 ; 1000000 ; 299 
 2225 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; XF ; 29 ; Gold_42 ; 250 
 2226 ; 2 марки. Германия. Пауль фон Гинденбург ; 1939F ;  ; Ag ; XF- ; 7 ; salim ; 222 
 2227 ; 1 марка. Германия ; 1907J ;  ; Ag ; VF- ; 27 ; andreyM ; 147 
 2228 ; 1 марка. Германия ; 1915A ;  ; Ag ; AU ; 64 ; verunk1 ; 497 
 2229 ; 1 рейхмарка. Германия ; 1934A ;  ; Ag ; VF+ ; 56 ; фы4ит8 ; 710 
 2230 ; 1/2 марки. Германия ; 1909A ;  ; Ag ; VF ; 5 ; Инвестор ; 141 
 2231 ; 1/2 марки. Германия ; 1915A ;  ; Ag ; XF+ ; 5 ; Инвестор ; 169 
 2232 ; 1/2 марки. Германия ; 1915E ;  ; Ag ; VF- ; 31 ; Инвестор ; 80 
 2233 ; 1/2 марки. Германия ; 1917A ;  ; Ag ; VF ; 54 ; Инвестор ; 155 
 2234 ; 1/2 марки. Германия ; 1918A ;  ; Ag ; VF+ ; 42 ; Инвестор ; 155 
 2235 ; 6 крейцеров. Германия, Гессен-Дармштадт, Людвиг II (1830-1848). Деформация ; 1835 ;  ; Ag ; F-VF ; 38 ; vitapool ; 287 
 2236 ; 1 крейцер (4 пфеннига). Вид города. Нюрнберг ; 1773 ;  ; Ag ; F+ ; 43 ; von_Schwarz ; 324 
 2110 ; Лот монет СССР: 15 коп (7шт) ; 1923-1930 ;  ; Ag ; VF-/VF+ ; 63 ; vborisevich1 ; 426 
 2111 ; Лот монет СССР: 5,3,1 коп (10шт) ; 1982-1991 ;  ; Cu-Zn ; XF-/XF+ ; 7 ; kb-antil77 ; 8 
 2112 ; Лот монет СССР: 3 коп (11шт) ; 1924 ;  ; Cu ; F/VG ; 49 ; pro1234 ; 156 
 2113 ; Лот монет СССР (3шт): 5,3,2 копейки ; 1930 ;  ; Br ; F+/F-VF ; 4 ; поручик ; 72 
 2114 ; Лот монет СССР: 3 коп (12шт) ; 1936-1957 ;  ; Br ; F-VF/VF ; 39 ; vborisevich1 ; 171 
 2115 ; Лот монет СССР: 15,5 коп (3шт) ; 1931,1945,1974 ;  ; Br,Ni,Cu-Z ; F/VF+ ; 20 ; jef688 ; 21 
 2116 ; Лот монет СССР: 2 копейки (8шт) ; 1926-1957 ;  ; Br ; F-VF/VF- ; 39 ; normancook ; 105 
 2117 ; Лот монет СССР: 5,3,2,1 коп (10шт) ; 1983-1991 ;  ; Cu-Zn ; VF/XF- ; 5 ; normancook ; 6 
 2118 ; Лот монет СССР (2шт): 5к,1к ; 1924 ;  ; Cu ; F/VF- ; 28 ; Smit ; 255 
 2119 ; Лот монет СССР (10шт): 5 копеек ; 1930-1955 ;  ; Br ; F-VF/VF- ; 41 ; vborisevich1 ; 272 
 2120 ; Лот монет СССР (4шт): 5,3,2,1 копейка ; 1932 ;  ; Br ; F+/F-VF ; 34 ; Smit ; 153 
 2121 ; Лот монет СССР: 2,1 коп (2шт) ; 1924 ;  ; Cu ; F ; 18 ; jef688 ; 46 
 2122 ; Лот монет СССР: 5 коп (9шт) ; 1946-1957 ;  ; Br ; F-VF/VF ; 78 ; yadu ; 429 
 2123 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) ; 1991 ;  ; Cu-Ni,Cu-Z ; VF+/XF+ ; 8 ; kb-antil77 ; 8 
 2124 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) ; 1991 ;  ; Cu-Ni,Cu-Z ; VF-XF/XF ; 7 ; aleks.kss ; 11 
 2125 ; Лот монет СССР: 15, 10, 5, 3, 2, 1 коп (18шт) ; 1926-1957 ;  ; Ni, Br ; F-VF/VF ; 67 ; Инвестор ; 408 
 2126 ; Лот монет СССР: 50,15 коп (3шт) ; 1964,1967,1976 ;  ; Cu-Ni ; VF/VF+ ; 3 ; taran ; 4 
 2127 ; Лот монет СССР (3шт): 5,3,2 копейки ; 1955 ;  ; Br ; F+/VF- ; 16 ; kb-antil77 ; 33 
 2128 ; Лот монет СССР (3шт): 5,3,2 копейки ; 1950 ;  ; Br ; F+/F-VF ; 18 ; alex995 ; 138 
 2129 ; Лот монет СССР (8шт): 2 копейки ; 1926-1952 ;  ; Br ; F-VF/VF- ; 28 ; vborisevich1 ; 74 
 2130 ; Лот монет СССР: 5 коп (9шт) ; 1943-1957 ;  ; Br ; F+/VF ; 66 ; vborisevich1 ; 181 
 2131 ; Лот монет СССР: 5 коп (8шт) ; 1946-1957 ;  ; Br ; F-VF/VF ; 36 ; Инвестор ; 153 
 2132 ; Лот монет СССР: 3 коп (12шт) ; 1941-1957 ;  ; Br ; F+/VF ; 38 ; vborisevich1 ; 116 
 2133 ; Лот монет СССР: 20,10,5,3,2,1 коп (6шт) ; 1988 ;  ; Cu-Ni,Cu-Z ; VF+/XF+ ; 5 ; БИН ; 5 
 2134 ; Лот монет СССР: 3 коп (12шт) ; 1971-1991 ;  ; Cu-Zn ; VF+/XF ; 9 ; kb-antil77 ; 11 
 2135 ; Лот монет СССР: 20,15,10 коп (4шт) ; 1925-1930 ;  ; Ag ; F-VF/VF ; 41 ; koporkod ; 209 
 2136 ; Лот монет СССР: 50,15,10,2 коп (5шт) ; 1963-1977 ;  ; Cu-Ni,Cu-Z ; VF/XF ; 14 ; kb-antil77 ; 16 
 2137 ; Лот монет СССР (4шт): 5,3,2,1 копейка ; 1931 ;  ; Br ; F-VF/VF ; 19 ; Smit ; 100 
 2138 ; Лот монет СССР (10шт): 3 копейки ; 1936-1956 ;  ; Br ; F+/F-VF ; 15 ; vborisevich1 ; 107 
 2139 ; Лот монет СССР: 5,2,1 коп (3шт) ; 1924 ;  ; Cu ; F ; 26 ; aleks.kss ; 57 
 2140 ; Лот монет СССР: 20,5,3,1,1/2 коп (14шт) ; 1927-1974 ;  ; Cu,Br,Ni,C ; F/F+ ; 98 ; Smit ; 373 
 2141 ; Лот монет СССР: 1,2 коп (20шт) ; 1972-1991 ;  ; Cu-Zn ; VF+/XF ; 17 ; simon56 ; 17 
 2142 ; Лот монет СССР: 2 коп (13шт) ; 1926-1957 ;  ; Br ; VF-/VF ; 75 ; vborisevich1 ; 221 
 2143 ; Лот монет СССР: 1 копейка (6шт) ; 1986, 1988, 1991Л ;  ; Cu-Zn ; XF/AU ; 8 ; KRS ; 16 
 2144 ; Лот монет СССР и Банка России: 20,10,5,1 руб (11шт) ; 1991-1993 ;  ; Fe в Br,Cu ; XF/AU ; 13 ; aleks.kss ; 51 
 2145 ; Лот монет СССР и Банка России: 50 руб, 10 коп (12шт) ; 1969-1993 ;  ; Cu-Zn,Cu-N ; VF/XF ; 8 ; Gera_K ; 8 
 2146 ; Лот монет Банка России (3шт): 5,2,1 рубль ; 2010СПМД ;  ; Б/м ; AU ; 114 ; MAGGMA1957 ; 257 
 2147 ; Лот монет Банка России: 2,1 руб (7шт) ; 1999СПМД,ММД,2001 ;  ; Cu-Ni ; VF+/XF ; 89 ; vborisevich1 ; 227 
 2148 ; Лот монет Банка России: 2,1 руб (7шт) ; 1999СПМД,ММД,2001 ;  ; Cu-Ni ; VF+/XF ; 32 ; vborisevich1 ; 227 
 2149 ; Лот монет Банка России (3шт): 5,2,1 рубль ; 2010ММД ;  ; Б/м ; AU ; 69 ; vborisevich1 ; 105 
 2150 ; Лот монет Банка России: 2 рубля (города-герои, в лоте 2 Мурманска и 2 Сталинграда): 7шт ; 2000 ;  ; Cu-Ni ; XF/AU ; 39 ; sasha14 ; 124 
 2151 ; Лот монет Банка России: 2 рубля "Города-герои" (7шт)+ 10 рублей (55 лет Великой победы-1шт) ; 2000 ;  ; Cu-Ni, би/ ; VF+/XF ; 38 ; sasha14 ; 125 
 2152 ; Лот монет Банка России: 2,1 руб (7шт) ; 2001,1999СПМД,ММД ;  ; Cu-Ni ; VF-XF/XF- ; 73 ; vborisevich1 ; 194 
 2153 ; Лот монет Банка России (5шт): 2рубля, 1 рубль ; 1999-2001 ;  ; Cu/Ni ; XF/AU ; 54 ; ПУПСИК ; 153 
 2154 ; Лот монет Банка России: 2 рубля (Гагарин), 1 рубль (А.С.Пушкин, "Содружество независимых государств)-3шт ; 1999, 2001 ;  ; Cu-Ni ; XF-/XF+ ; 31 ; кузнецов ; 108 
 2155 ; Лот монет Банка России: 2 рубля, 1 рубль (4шт) ; 1999, 2000 ;  ; Cu-Ni ; XF/AU ; 65 ; sergey8 ; 193 
 2156 ; Лот монет Банка России: 2,1 руб (8шт) ; 20011999СПМД,ММД ;  ; Cu-Ni ; VF-XF/XF ; 105 ; vborisevich1 ; 224 
 2157 ; Лот монет Банка России (3шт): 10 рублей (Казань, Белгород, Ряжск) ; 2004-2006 ;  ; Би/м ; AU ; 65 ; acidorov ; 99 
 2158 ; Лот монет Банка России (3шт): 10 рублей (Ненецкий АО, Приозерск, Перепись населения) ; 2008,2010СПМД ;  ; Би/м ; AU ; 42 ; Антон Семенович ; 129 
 2159 ; Лот монет Банка России (3шт): 10 рублей (Ненецкий АО, Приозерск, Азов) ; 2008,2010СПМД ;  ; Би/м ; AU ; 31 ; Blagorodie ; 113 
 2060 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. В пластиковой капсуле ; 1976 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 94 ; ДРОВЯНОЙ ; 2856 
 2061 ; Набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) 2 жетона. Пластиковая упаковка ; 1977ЛМД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 42 ; kondor300 ; 1314 
 2062 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. Упаковка ; 1980 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 66 ; kondor300 ; 828 
 2063 ; Набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) 2 жетона. Пластиковая упаковка ; 1987ЛМД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 148 ; Celika ; 1934 
 2064 ; Годовой набор монет СССР: 1 рубль, 50, 20, 15, 10, 5, 3, 2, 1 коп (9шт)+ жетон ЛМД ; 1988 ;  ; Cu-Ni, Cu- ; Unc/AU ; 28 ; verunk1 ; 809 
 2065 ; Годовой набор монет СССР: 1 рубль, 50,20,15,10,5,3,2,1 коп (9шт) + жетон. Упаковка ; 1990ММД ;  ; Cu-Ni,Cu-Z ; Unc/AU ; 118 ; kondor300 ; 903 
 2066 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ММД. Упаковка ; 1990 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 64 ; ryber ; 505 
 2067 ; Набор монет Банка России (6шт): 100р,50р,20р,10р,5р,1р. В пластиковой капсуле ; 1992 ;  ; Би/м,Cu/Ni ; AU ; 19 ; hellraiser ; 1561 
 2068 ; Годовой набор монет Банка России: 100,50,20,10,5,1 руб (6шт) + жетон. Упаковка ; 1992 ;  ; Би/м,Fe в  ; Unc/AU ; 42 ; ryber ; 1259 
 2069 ; Набор монет Банка России "Санкт-Петербургский Монетный Двор": 5,2,1 руб, 50,10,5,1 коп (7шт). Упаковка ; 1997 ;  ; Cu-Ni, Cu- ; Unc ; 86 ; k2e ; 705 
 2070 ; Набор монет Банка России "Санкт-Петербургский Монетный Двор": 2,1 руб, 50,10,5,1 коп (6шт)+ жетон. Упаковка ; 2007 ;  ; мельхиор,C ; Unc ; 83 ; ДРОВЯНОЙ ; 456 
 2071 ; Набор монет Банка России "285 лет Санкт-Петербургскому Монетному Двору": 5,2,1 руб, 50,10,5,1 коп (7шт)+жетон. Упаковка ; 2009 ;  ; Ni/St, мел ; Unc ; 61 ; ДРОВЯНОЙ ; 281 
 2072 ; Набор монет Банка России: 5,2,1 руб, 50,10,5,1 коп (7шт) + жетон. Упаковка ; 2009СПМД ;  ; Мельхиор/S ; Unc ; 46 ; volodia1953 ; 395 
 2073 ; Набор пробных жетонов Ленинградского монетного двора (1960-1965). Новодел. Тираж: 250 шт. упаковка ; 2000СПМД ;  ; Ж/м ; AU/Unc ; 140 ; E.V.A. ; 2042 
 2074 ; Лот юбилейных монет СССР (20шт): 1 рубль ; 1964-1970 ;  ; Cu-Ni ; VF/XF- ; 6 ; Gell13 ; 128 
 2075 ; 5 рублей ; 1991 ; Комплект "Красная книга СССР" (2 монеты) ; биметалл ; AU ; 39 ; almass ; 422 
 2076 ; Набор монет ; 2000 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni ; VF+/XF+ ; 61 ; Maks777 ; 135 
 2077 ; Набор монет ; 2000 ; Города-герои. (7 монет по 2 руб) ; Cu-Ni ; XF-/XF+ ; 35 ; sasha14 ; 128 
 2078 ; Лот монет СССР (7шт): 20 копеек (Л/с шт 3копейки) ; 1980-1986 ;  ; Cu-Ni ; XF-/XF+ ; 45 ; sergey8 ; 72 
 2079 ; Лот монет СССР (7шт): 20 копеек (Л/с шт 3копейки) ; 1980-1986 ;  ; Cu-Ni ; VF+/XF- ; 25 ; alskr ; 51 
 2080 ; Лот монет СССР (6шт): 3 копейки (Л/с шт 20 копеек) ; 1982-1987 ;  ; Cu-Zn ; VF-XF/XF ; 86 ; sergey8 ; 352 
 2081 ; Лот монет СССР (6шт): 3 копейки (Л/с шт 20 копеек) ; 1982-1987 ;  ; Cu-Zn ; XF/XF+ ; 67 ; kaper ; 107 
 2082 ; Лот монет СССР (5шт): 1р,50к,2к,1к+Жетон ЛМД. Упаковка нарушена ; 1964 ;  ; Cu/Ni,Cu/Z ; XF/AU ; 125 ; Basilio ; 4908 
 2083 ; Лот монет СССР (4шт): 1 рубль (20 лет победы над Германией, 100 лет В.И. Ленина, 30 лет победы в ВОВ, 60 лет Советской власти) ; 1965-1977 ;  ; Cu-Ni ; XF-/XF+ ; 33 ; xct ; 39 
 2084 ; Лот монет СССР: 50 коп (12шт) ; 1964-1988 ;  ; Cu-Ni ; VF+/XF+ ; 51 ; wadim.lbt ; 114 
 2085 ; Лот монет СССР: 50 копеек (7шт) ; 1964-1988 ;  ; Cu-Ni ; VF+/XF+ ; 2 ; vic2 ; 50 
 2086 ; Лот монет СССР: 50 коп (4шт) ; 1966-1978 ;  ; Cu-Ni ; VF+/XF ; 15 ; dagoff ; 217 
 2087 ; Лот монет СССР: 50,20,15,10,3,2,1 коп (7шт) ; 1985 ;  ; Cu-Ni,Cu-Z ; VF/XF ; 6 ; aleks.kss ; 30 
 2088 ; Лот монет СССР: 20,15,10 коп (18шт) ; 1923-1930 ;  ; Биллон ; F+/VF ; 70 ; vborisevich1 ; 1274 
 2089 ; Лот монет СССР: 20 коп (8шт) ; 1922-1930 ;  ; Ag ; VF/VF-XF ; 61 ; koporkod ; 722 
 2090 ; Лот монет СССР: 20,10 коп (11шт) ; 1952-1957 ;  ; Ni ; VF/VF+ ; 67 ; nadya2006 ; 165 
 2091 ; Лот монет СССР: 20 коп (11шт) ; 1946-1957 ;  ; Ni ; VF/VF-XF ; 64 ; monge ; 196 
 2092 ; Лот монет СССР: 20,10 копеек (6шт) ; 1957-1983 ;  ; Cu-Ni, Ni ; VF/XF+ ; 11 ; KA-19 ; 10 
 2093 ; Лот монет СССР: 20 коп (7шт) ; 1931-1942 ;  ; Ni ; F-VF/VF ; 110 ; Инвестор ; 293 
 2094 ; Лот монет СССР: 20 копеек (9шт) ; 1932-1956 ;  ; Ni ; VF-/VF+ ; 51 ; Инвестор ; 211 
 2095 ; Лот монет СССР: 20,10,5,1 коп (12шт) ; 1957-1991 ;  ; Cu-Zn,Cu-N ; VF/XF ; 6 ; 439 ; 15 
 2096 ; Лот монет СССР: 20,15 коп (18шт) ; 1931-1933 ;  ; Ni ; F/F-VF ; 100 ; Инвестор ; 354 
 2097 ; Лот монет СССР: 20,15,10,5 копеек (4шт) ; 1961 ;  ; Cu-Ni, Cu- ; VF/VF-XF ; 24 ; Smit ; 30 
 2098 ; Лот монет СССР (5шт): 20к,15к ; 1946-1957 ;  ; Ni ; VF-/VF+ ; 26 ; monge ; 33 
 2099 ; Лот монет СССР: 20,15,10,5 копеек (4шт) ; 1962 ;  ; Cu-Ni, Cu- ; VF/VF-XF ; 27 ; Smit ; 26 
 2100 ; Лот монет СССР: 20,15,10,5,3,2,1 коп (7шт) ; 1990 ;  ; Cu-Ni,Cu-Z ; XF-/XF+ ; 7 ; 439 ; 8 
 2101 ; Лот монет СССР: 20,15,10 коп (3шт) ; 1923-1927 ;  ; Ag ; F+ ; 43 ; jef688 ; 92 
 2102 ; Лот монет СССР: 20, 15, 10 копеек (17шт) ; 1932-1957 ;  ; Ni ; VF-/VF ; 38 ; Levin1978 ; 602 
 2103 ; Лот монет СССР: 20,15,10 коп (11шт) ; 1957-1991 ;  ; Cu-Ni,Ni ; VF/XF ; 6 ; 009 ; 17 
 2104 ; Лот монет СССР: 15 коп (13шт) ; 1935-1957 ;  ; Ni ; F-VF/VF ; 13 ; yadu ; 77 
 2105 ; Лот монет СССР: 15 коп (7шт) ; 1946-1957 ;  ; Ni ; VF/VF+ ; 50 ; KA-19 ; 55 
 2106 ; Лот монет СССР: 15 коп (7шт) ; 1946-1957 ;  ; Ni ; VF/VF+ ; 33 ; alex2209 ; 33 
 2107 ; Лот монет СССР: 50,20,15,10,5,3,2,1 коп (8шт) ; 1983 ;  ; Cu-Ni,Cu-Z ; XF-/AU ; 12 ; kb-antil77 ; 13 
 2108 ; Лот монет СССР: 10 коп (15шт) ; 1929-1957 ;  ; Ni,Ag ; F+/VF ; 91 ; yadu ; 417 
 2109 ; Лот монет СССР (20шт): 20к,15к,3к,2к,1к ; 1926-1957 ;  ; Cu/Ni,Br ; F-VF/VF ; 70 ; Инвестор ; 125 
 2010 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 15 ; nadya2006 ; 63 
 2011 ; 15 копеек. "50 лет Советской власти" ; 1967 ;  ; Cu-Ni ; XF- ; 37 ; wadim.lbt ; 51 
 2012 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 52 ; Skif151 ; 82 
 2013 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 52 ; Skif151 ; 197 
 2014 ; 5 копеек ; 1928 ;  ; Br ; F-VF ; 70 ; kazdmi ; 255 
 2015 ; 5 копеек ; 1936 ;  ; Br ; VF- ; 113 ; Света ; 876 
 2016 ; 5 копеек ; 1950 ;  ; Br ; VF ; 60 ; Света ; 338 
 2017 ; 20 копеек ; 1952 ;  ; Ni ; VF+ ; 8 ; sasha14 ; 14 
 2018 ; 20 копеек ; 1989 ;  ; Cu-Ni ; XF+ ; 3 ; ND ; 4 
 2019 ; 20 копеек ; 1990 ;  ; Cu-Ni ; XF ; 1 ; inferno1985 ; 2 
 2020 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF+ ; 14 ; yadu ; 15 
 2021 ; 3 копейки ; 1940 ;  ; Br ; AU ; 26 ; борисыч ; 902 
 2022 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 21 ; shneyder ; 391 
 2023 ; 15 копеек ; 1949 ;  ; Ni ; VF- ; 49 ; Света ; 243 
 2024 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF-XF ; 31 ; cond ; 203 
 2025 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF ; 8 ; yadu ; 117 
 2026 ; 3 копейки ; 1966 ;  ; Cu-Zn ; VF ; 21 ; klimvita ; 108 
 2027 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF- ; 26 ; dagoff ; 143 
 2028 ; 1 копейка ; 1966 ;  ; Cu-Zn ; VF ; 26 ; sasha14 ; 51 
 2029 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 88 ; gord2 ; 327 
 2030 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 44 ; kb-antil77 ; 101 
 2031 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 86 ; aluar ; 135 
 2032 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 85 ; Krechet ; 122 
 2033 ; 20 копеек ; 1939 ;  ; Ni ; XF- ; 19 ; koporkod ; 225 
 2034 ; 20 копеек ; 1956 ;  ; Ni ; AU ; 46 ; борисыч ; 51 
 2035 ; 20 копеек ; 1956 ;  ; Ni ; AU ; 36 ; koporkod ; 76 
 2036 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 9 ; nadya2006 ; 16 
 2037 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 8 ; nadya2006 ; 9 
 2038 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 28 ; NK ; 38 
 2039 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 10 ; Опятор ; 10 
 2040 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Z ; XF+ ; 48 ; фы4ит8 ; 505 
 2041 ; 5 рублей. Красная книга. Рыбный филин ; 1991ЛМД ;  ; Би/м ; AU ; 42 ; mda ; 323 
 2042 ; 5 рублей. Красная книга. Виноторогий козел ; 1991ЛМД ;  ; Би/м ; AU ; 57 ; mda ; 324 
 2043 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992ЛМД ;  ; Би/м ; XF ; 100 ; ПУПСИК ; 643 
 2044 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992ЛМД ;  ; Би/м ; AU ; 66 ; romario2 ; 1000 
 2045 ; 10 рублей. Красная книга. Амурский тигр ; 1992ЛМД ;  ; Би/м ; XF/AU ; 58 ; Artemon ; 969 
 2046 ; 50 рублей. Красная книга. Туркменский зублефар ; 1993ЛМД ;  ; Би/м ; AU ; 40 ; OMT ; 449 
 2047 ; 50 рублей. Красная книга. Черноморская афалина ; 1993ЛМД ;  ; Би/м ; AU ; 32 ; OMT ; 458 
 2048 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993ЛМД ;  ; Би/м ; AU ; 53 ; OMT ; 440 
 2049 ; 50 рублей. Красная книга. Гималайский медведь ; 1993ЛМД ;  ; Би/м ; AU ; 57 ; OMT ; 468 
 2050 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993ЛМД ;  ; Би/м ; AU ; 43 ; OMT ; 458 
 2051 ; 50 рублей. Красная книга. Сапсан ; 1994ЛМД ;  ; Би/м ; AU ; 45 ; OMT ; 646 
 2052 ; 50 рублей. Красная книга. Зубр ; 1994ЛМД ;  ; Би/м ; AU ; 82 ; OMT ; 578 
 2053 ; 50 рублей. Красная книга. Фламинго ; 1994ЛМД ;  ; Би/м ; AU ; 98 ; OMT ; 623 
 2054 ; 50 рублей. Красная книга. Песчаный слепыш ; 1994ЛМД ;  ; Би/м ; AU ; 95 ; OMT ; 679 
 2055 ; Жетон. ММД. Упаковка ;  ;  ; Al ; Unc/AU ; 50 ; E.V.A. ; 64 
 2056 ; Жетон в буклете. 55 лет Ленинградскому петербургскому метрополитену ;  ;  ; Ж/м ; Unc ; 60 ; konstk2 ; 266 
 2057 ; Набор монет "Игры XXII Олимпиады": 6шт. В коробке ; 1977-1980 ;  ; Cu-Ni ; Proof ; 51 ; kvm64 ; 13401 
 2058 ; Набор монет СССР "50 лет Великой октябрьской революции" (6шт): 1р,50к,20к,15к,10к+Жетон ЛМД. Упаковка нарушена ; 1967 ;  ; Cu/Ni ; Unc/AU ; 56 ; Sky2 ; 748 
 2059 ; Набор монет СССР (10шт): 1р,50к,20к,15к,10к,5к,3к,2к,1к+Жетон ЛМД. Упаковка ; 1968 ;  ; Cu/Ni,Cu/Z ; Unc/AU ; 68 ; Celika ; 2007 
 1960 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 12 ; sergey8 ; 92 
 1961 ; 10 копеек ; 1943 ;  ; Ni ; XF+ ; 131 ; борисыч ; 1505 
 1962 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 47 ; sergey8 ; 92 
 1963 ; 10 копеек ; 1978 ;  ; Cu-Ni ; AU ; 10 ; dagoff ; 11 
 1964 ; 1 копейка ; 1928 ;  ; Br ; VF-XF ; 100 ; pro1234 ; 235 
 1965 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 28 ; sergey8 ; 94 
 1966 ; 20 копеек ; 1944 ;  ; Ni ; XF+ ; 18 ; борисыч ; 521 
 1967 ; 15 копеек ; 1940 ;  ; Ni ; VF+ ; 30 ; yadu ; 102 
 1968 ; 15 копеек ; 1941 ;  ; Ni ; XF ; 16 ; kaper ; 250 
