 6624 ; Вилка десертная Роза, серебро. Европа. ;  ;  ; Ag813 ;  ; 39 ; АВС ; 572 
 5226 ; Лот купонов и квитанции (3 штуки) ;  ;  ;  ;  ; 35 ; master_mt5 ; 315 
 5227 ; Свидетельство OLBI-дипломат ;  ;  ;  ;  ; 7 ; Holder31 ; 129 
 5228 ; Лот пропусков (4 штуки) ;  ;  ;  ;  ; 37 ; donbass ; 258 
 5229 ; Документ. Саратовский Окружной Суд ; 1911 ;  ;  ;  ; 51 ; Ravak_1981 ; 308 
 5230 ; Выписка из протокола (большой формат: 41 * 51 см) ; 1933 ;  ;  ;  ; 5 ; 3457896 ; 45 
 5231 ; Выписка из реестра Акционеров АКБ "Столичный Банк Сбережений" ;  ;  ;  ;  ; 15 ; Holder31 ; 122 
 5232 ; Страховой полис ; 1866 ;  ;  ;  ; 34 ; SeregaHot ; 640 
 5233 ; Документ до 1917 года ;  ;  ;  ;  ; 31 ; Astra0000 ; 259 
 5234 ; Свидетельство  до 1917 года (большой формат) ;  ;  ;  ;  ; 51 ; SeregaHot ; 2856 
 5235 ; Справка Старшего машины ;  ;  ;  ;  ; 7 ; von_Schwarz ; 121 
 5236 ; Лот документов (3 штуки) ;  ;  ;  ;  ; 15 ; 3457896 ; 73 
 5237 ; Лот документов (2 штуки) ;  ;  ;  ;  ; 34 ; donbass ; 177 
 5238 ; Трудовой договор на лесозаготовительные работы ;  ;  ;  ;  ; 5 ; 3457896 ; 79 
 5239 ; Благотворительный билет. Советский Детский фонд им. В.И.Ленина. 25 рублей ;  ;  ;  ;  ; 3 ; 3457896 ; 24 
 5240 ; Лот путёвок в пионерский лагерь (2 штуки) СССР ;  ;  ;  ;  ; 14 ; MRR ; 138 
 5241 ; Диплом ; 1914 ;  ;  ;  ; 9 ; АВС ; 66 
 5242 ; Лот поздравительных телеграмм (3 штуки) СССР ; 1957-1958 гг ;  ;  ;  ; 12 ; АВС ; 108 
 5243 ; Почётная грамота (пустая) ;  ;  ;  ;  ; 5 ; АВС ; 23 
 5244 ; Конверт с почтовой маркой в буклете ;  ;  ;  ;  ; 5 ; АВС ; 34 
 5245 ; Лот лотерейных билетов (4 штуки) ДОСААФ СССР ;  ;  ;  ;  ; 21 ; GAlexander ; 109 
 5246 ; Лот лотерейных билетов (3 штуки) ; 1977 ;  ;  ;  ; 6 ; guzubala ; 11 
 5247 ; Лот лотерейных билетиков (4 штук) ;  ;  ;  ;  ; 10 ; 3457896 ; 46 
 5248 ; Лот лотерейных билетиков (5 штук) ;  ;  ;  ;  ; 8 ; cr5400 ; 51 
 5249 ; Лот отрезных чеков (5 штук, разные номиналы) ;  ;  ;  ;  ; 40 ; NNN ; 585 
 5250 ; Лот лотерейных билетов (3 штуки) ; 1975 ;  ;  ;  ; 11 ; aviator55 ; 22 
 5251 ; Лот лотерейных билетиков (4 штуки) ; 1958 ;  ;  ;  ; 10 ; Бигль ; 91 
 5252 ; Лот билетов МММ (5шт) ;  ;  ;  ; AU ; 26 ; Wally ; 82 
 5253 ; Лот лотерейных билетиков  (9 штук) ;  ;  ;  ;  ; 9 ; Бигль ; 114 
 5254 ; Лот билетов МММ (10 штук) ;  ;  ;  ;  ; 60 ; electra ; 341 
 5255 ; Лот лотерейных билетиков (13 штук) ;  ;  ;  ;  ; 9 ; MRR ; 136 
 5256 ; Чек ; 1882 ;  ;  ;  ; 9 ; 3457896 ; 126 
 5257 ; Чек ; 1883 ;  ;  ;  ; 7 ; Бигль ; 122 
 5258 ; Чек ; 1878 ;  ;  ;  ; 7 ; Бигль ; 117 
 5259 ; Листовка ; 1941 ;  ;  ;  ; 21 ; blackflint ; 235 
 5260 ; Листовка ; 1941 ;  ;  ;  ; 13 ; велес ; 161 
 5261 ; Листовка ; 1941 ;  ;  ;  ; 15 ; makc_spb ; 169 
 5262 ; Листовка ; 1941 ;  ;  ;  ; 16 ; blackflint ; 204 
 5163 ; Лот бон (полный комплект по номиналам: 7 штук) ; 1961 ;  ;  ; AU ; 43 ; serg901 ; 676 
 5164 ; Лот бон (16 штук) ; 1961 ;  ;  ;  ; 9 ; Мотя ; 57 
 5165 ; Лот бон (100 штук) ; 1961 ;  ;  ;  ; 33 ; Мотя ; 306 
 5166 ; 100 рублей ; 1991 ; билет ;  ;  ; 16 ; SCI ; 41 
 5167 ; 100 рублей ; 1991 ; билет ;  ;  ; 10 ; *666* ; 21 
 5168 ; 200 рублей ; 1991 ; билет ;  ;  ; 13 ; талапкер ; 227 
 5169 ; 500 рублей ; 1991 ; билет ;  ;  ; 10 ; S.A.P. ; 87 
 5170 ; 1000 рублей ; 1991 ; билет ;  ;  ; 19 ; Деник ; 111 
 5171 ; Лот бон (5 штук) ; 1991 ;  ;  ; AU ; 33 ; bobbar ; 415 
 5172 ; Лот бон (8 штук) ; 1991 ;  ;  ;  ; 10 ; Ok13 ; 44 
 5173 ; Лот бон СССР: 50,100 рублей (19шт) ; 1991 ;  ;  ;  ; 11 ; miha5855 ; 33 
 5174 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 18 ; morozenka ; 235 
 5175 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 27 ; SS2008 ; 303 
 5176 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 21 ; an17s ; 102 
 5177 ; 200 рублей ; 1992 ; билет ;  ; AU ; 31 ; Whosaid ; 217 
 5178 ; 500 рублей ; 1992 ; билет ;  ; AU ; 38 ; bobbar ; 413 
 5179 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 30 ; SS2008 ; 105 
 5180 ; 50 рублей ; 1992 ; билет ;  ; AU ; 11 ; Руслан1981 ; 114 
 5181 ; 50 рублей ; 1992 ; билет ;  ;  ; 25 ; Whosaid ; 108 
 5182 ; 200 рублей ; 1992 ; билет ;  ;  ; 12 ; Whosaid ; 108 
 5183 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 9 ; morozenka ; 90 
 5184 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 17 ; an17s ; 328 
 5185 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 10 ; Барбарис ; 53 
 5186 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 21 ; Walkman ; 400 
 5187 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 14 ; папашаГарпагон ; 34 
 5188 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 36 ; bobbar ; 1232 
 5189 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 16 ; Волчек ; 325 
 5190 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 34 ; баргузин ; 407 
 5191 ; 5000 рублей ; 1994 ; банкнота ;  ; AU ; 48 ; severov ; 2168 
 5192 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 31 ; msk-spb ; 535 
 5193 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 16 ; js0000 ; 453 
 5194 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 44 ; es72. ; 453 
 5195 ; 500 рублей ; 1997 ; банкнота ;  ;  ; 25 ; Whosaid ; 695 
 5196 ; 500 рублей ; 1997 ; банкнота ;  ;  ; 27 ; ЖИГУЛЬ ; 739 
 5197 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 16 ; js0000 ; 374 
 5198 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 9 ; Краснодар ; 123 
 5199 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 43 ; Whosaid ; 227 
 5200 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 22 ; js0000 ; 204 
 5201 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 60 ; Aurum ; 2020 
 5202 ; 5 рублей ; 1997 ; банкнота ;  ; AU ; 10 ; S.A.P. ; 516 
 5203 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 9 ; Сhatsky ; 45 
 5204 ; Лот бон: 5 шт. 5 рублей ;  ;  ;  ;  ; 14 ; Sk-masshtab ; 781 
 5205 ; Лот бон: 10 рублей (20шт) ;  ;  ;  ; AU ; 19 ; pers55 ; 505 
 5206 ; Сувенирная бона  "200 лет ГОЗНАКу" ( в информационном буклете) ;  ;  ;  ; AU ; 27 ; an78gg ; 1101 
 5207 ; Сувенирная бона "100 лет Московской печатной фабрике" ГОЗНАК (в информационном буклете) ;  ;  ;  ; AU ; 36 ; АВС ; 1093 
 5208 ; Сувенирная бона. ГОЗНАК. "Печать истории" ;  ;  ;  ;  ; 31 ; Волчек ; 743 
 5209 ; Сувенирная бона. ГОЗНАК "Уланова Г.С" ;  ;  ;  ;  ; 43 ; serg2018 ; 710 
 5210 ; Сувенирная бона. ГОЗНАК  "Доброе. Мудрое. Вечное." ;  ;  ;  ;  ; 24 ; АВС ; 426 
 5211 ; 500 драм. Армения. В буклете "Ноев ковчег" ;  ;  ;  ; AU ; 22 ; SwaggaRakka ; 371 
 5212 ; Свидетельство. Банк Кредит-Консенсус ;  ;  ;  ;  ; 5 ; MRR ; 13 
 5113 ; Лот бон (2 штуки) Бакинское городское хозяйство ;  ;  ;  ;  ; 40 ; ястреб ; 802 
 5114 ; 5 рублей.Чек ГБ Владикавказское отделение ;  ;  ;  ;  ; 18 ; lupus47 ; 612 
 5115 ; 10 рублей. Чек ГБ Владикавказское отделение ;  ;  ;  ;  ; 22 ; cotangens ; 714 
 5116 ; Квартблок (4 штуки по 1 рублю) ;  ;  ;  ; AU ; 55 ; Wally ; 800 
 5117 ; Квартблок (4 штуки по  3 рубля) ;  ;  ;  ; AU ; 47 ; Dima0110 ; 1224 
 5118 ; Квартблок (4 штуки по  2 рубля) ;  ;  ;  ;  ; 59 ; Wally ; 776 
 5119 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 49 ; an17s ; 294 
 5120 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 24 ; an17s ; 227 
 5121 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; cotangens ; 144 
 5122 ; 50 рублей ; 1919 ;  ;  ;  ; 27 ; огонь71 ; 420 
 5123 ; 100 рублей ; 1919 ;  ;  ;  ; 37 ; NNN ; 374 
 5124 ; 10000 рублей ; 1919 ; Армения ;  ;  ; 37 ; Марик ; 840 
 5125 ; 1000 рублей ; 1919 ; Армения ;  ;  ; 55 ; Марик ; 1938 
 5126 ; 100 рублей ; 1919 ;  ;  ;  ; 33 ; 3457896 ; 423 
 5127 ; 5000 рублей ; 1919 ;  ;  ;  ; 32 ; Сhatsky ; 330 
 5128 ; 1000 рублей ; 1919 ;  ;  ;  ; 34 ; an17s ; 374 
 5129 ; 1000 рублей ; 1919 ;  ;  ;  ; 40 ; Maurer ; 1530 
 5130 ; 10000 рублей ; 1919 ;  ;  ; AU ; 48 ; 525 ; 592 
 5131 ; 1000 рублей ; 1919 ;  ;  ;  ; 23 ; varelgi ; 330 
 5132 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 36 ; S.A.P. ; 1223 
 5133 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 22 ; mkm1968 ; 267 
 5134 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 29 ; 3457896 ; 466 
 5135 ; Лот расчетных знаков (3 штуки) ; 1919 ;  ;  ;  ; 30 ; ЛАВ-13 ; 816 
 5136 ; 250 рублей ; 1920 ;  ;  ;  ; 28 ; папашаГарпагон ; 399 
 5137 ; 500 рублей ; 1920 ;  ;  ;  ; 27 ; огонь71 ; 336 
 5138 ; 500 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 20 ; elion3 ; 874 
 5139 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 37 ; Sky2 ; 1214 
 5140 ; 100 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 20 ; Dima0110 ; 1223 
 5141 ; Лот бон (2 штуки, в/з - звёзды) ; 1921 ;  ;  ;  ; 20 ; bobbar ; 512 
 5142 ; Лот бон (2 штуки) ; 1922 ;  ;  ; AU ; 70 ; Ok203 ; 3468 
 5143 ; Лот бон (2 штуки) ; 1922 ;  ;  ; AU ; 50 ; Ok203 ; 3335 
 5144 ; Лот бон (2 штуки) ; 1922 ;  ;  ; AU ; 47 ; Ok203 ; 3609 
 5145 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 39 ; sovmin ; 1434 
 5146 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ; AU ; 33 ; bobbar ; 1044 
 5147 ; 25 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ; AU ; 40 ; ser18342588 ; 6232 
 5148 ; 250 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 40 ; Запруда ; 8778 
 5149 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ; XF+ ; 101 ; Zoltan 333 ; 7144 
 5150 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ;  ; 83 ; bobbar ; 2907 
 5151 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 39 ; GAlexander ; 213 
 5152 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; СВИ ; 585 
 5153 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 30 ; Мерен ; 254 
 5154 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 48 ; Drill ; 2652 
 5155 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 68 ; Drill ; 4233 
 5156 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ; AU ; 73 ; blackflint ; 1419 
 5157 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 58 ; ЛАВ-13 ; 407 
 5158 ; Бона. 3 рубля ; 1947 ;  ;  ;  ; 26 ; barbos ; 146 
 5159 ; 10 рублей ; 1947 ; билет ;  ;  ; 45 ; blackflint ; 1406 
 5160 ; 25 рублей ; 1947 ; билет ;  ; XF+ ; 55 ; Drill ; 6634 
 5161 ; 100 рублей ; 1961 ;  ;  ; AU ; 23 ; Walkman ; 223 
 5162 ; 50 рублей ; 1961 ; билет ;  ;  ; 18 ; lsp25 ; 108 
 5063 ; Лот бон (2 штуки) ;  ;  ;  ; AU ; 34 ; bobbar ; 465 
 5064 ; Лот бо (5 штук) ; 1915 ;  ;  ;  ; 37 ; ЛАВ-13 ; 929 
 5065 ; Лот бон (4 штуки) ;  ;  ;  ;  ; 45 ; Мерен ; 144 
 5066 ; 1 марка золотом. Финляндия ; 1916 ;  ;  ;  ; 26 ; ppp ; 153 
 5067 ; Лот деньги-марки (3 штуки) ; 1915-1917 ;  ;  ;  ; 38 ; Сhatsky ; 191 
 5068 ; Лот деньги- марки (2 штуки) ; 1917 ;  ;  ;  ; 33 ; Сhatsky ; 167 
 5069 ; 10 рублей. Разменный билет г. Одессы ; 1917 ;  ;  ;  ; 12 ; Сhatsky ; 391 
 5070 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; blackflint ; 164 
 5071 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; огонь71 ; 133 
 5072 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 14 ; VRV ; 144 
 5073 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; огонь71 ; 102 
 5074 ; Лот Государственных Кредитных Билетов (2 штуки, разные кассиры) ; 1917 ;  ;  ;  ; 13 ; огонь71 ; 234 
 5075 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 37 ; Dell013 ; 350 
 5076 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; blackflint ; 260 
 5077 ; ЛОТ 5 и 25 рублей. Разменные билеты г. Одессы ; 1917 ;  ;  ;  ; 21 ; mkm1968 ; 565 
 5078 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 20 ; Dimitr1 ; 622 
 5079 ; 1000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 55 ; Ok203 ; 4575 
 5080 ; 2000 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ; XF+ ; 37 ; Ok203 ; 4539 
 5081 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 50 ; Sky2 ; 700 
 5082 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 44 ; blackflint ; 252 
 5083 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 31 ; Sky2 ; 1146 
 5084 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 43 ; ЛАВ-13 ; 1623 
 5085 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 31 ; Alks75 ; 2042 
 5086 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ; AU ; 32 ; Alks75 ; 1734 
 5087 ; 1 рубль (Серия- "В") ; 1918 ;  ;  ; AU ; 40 ; Dima0110 ; 2070 
 5088 ; 3 рубля ; 1918 ;  ;  ; AU ; 20 ; ЛАВ-13 ; 888 
 5089 ; 5 рублей ; 1918 ;  ;  ; AU ; 33 ; Alks75 ; 2029 
 5090 ; 10 рублей ; 1918 ;  ;  ; AU ; 17 ; ЛАВ-13 ; 729 
 5091 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 38 ; Sky2 ; 2369 
 5092 ; 1 рубль. Рабочее и Крестьянское правительство. ; 1918 ;  ;  ;  ; 31 ; ястреб ; 319 
 5093 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 19 ; Sky2 ; 2043 
 5094 ; 250 рублей ; 1918 ;  ;  ;  ; 27 ; 525 ; 374 
 5095 ; 1 рубль. Купон "Кунстъ и Альберсъ" (Владивосток) ; 1918 ;  ;  ;  ; 68 ; klok ; 4205 
 5096 ; 50 копеек. Купон "Кунстъ и Альберсъ" (Владивосток) ; 1918 ;  ;  ;  ; 18 ; lupus47 ; 729 
 5097 ; 5 рублей ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 39 ; num ; 2366 
 5098 ; 25 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; AU ; 59 ; 525 ; 4210 
 5099 ; 5 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; AU ; 36 ; Zoltan 333 ; 3019 
 5100 ; 3 рубля ; 1918 ; Чек. Со штампом регистрации ;  ;  ; 28 ; lupus47 ; 938 
 5101 ; 100 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 26 ; serg2018 ; 510 
 5102 ; 50 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 49 ; ЛАВ-13 ; 942 
 5103 ; Индивидуальное платёжное средство. Кооператив Казанского Порохового завода ; 1918 ;  ;  ;  ; 34 ; ЛАВ-13 ; 1061 
 5104 ; Лот индивидуальных платёжных средств (2 штуки)  Кооператив Казанского Порохового завода ; 1918 ;  ;  ;  ; 41 ; ЛАВ-13 ; 1699 
 5105 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 12 ; mkm1968 ; 241 
 5106 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 13 ; mkm1968 ; 301 
 5107 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 8 ; 3457896 ; 102 
 5108 ; Лот бон (3 штуки) ; 1918 ;  ;  ;  ; 15 ; an17s ; 172 
 5109 ; 3 рубля. Амурский Областной Кредитный Союз ;  ;  ;  ;  ; 27 ; 3457896 ; 1298 
 5110 ; 30 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ; AU ; 25 ; Russman ; 1005 
 5111 ; Бонъ Екатеринодарской Городской Управы (Выпущен для размена на трамвай) ;  ;  ;  ;  ; 14 ; lupus47 ; 365 
 5112 ; 50 копеек ;  ;  ;  ;  ; 22 ; Sky2 ; 285 
 5013 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 81 ; $круджЪ ; 2900 
 5014 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 84 ; Sky2 ; 906 
 5015 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; Блюхер ; 80 
 5016 ; Лот Государственных Кредитных Билетов (2 штуки) ; 1905 ;  ;  ; дефекты ; 13 ; cotangens ; 68 
 5017 ; Лот Государственных Кредитных билетов (3 штуки) ; 1905 ;  ;  ;  ; 21 ; 3457896 ; 165 
 5018 ; Лот Государственных Кредитных Билетов  (8 штук, разные кассиры) ; 1905 ;  ;  ;  ; 21 ; Ok13 ; 333 
 5019 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 59 ; $круджЪ ; 1152 
 5020 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 16 ; blackflint ; 68 
 5021 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Setrew ; 51 
 5022 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Sky2 ; 306 
 5023 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 53 ; $круджЪ ; 1182 
 5024 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 40 ; blackflint ; 128 
 5025 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; blackflint ; 133 
 5026 ; Лот Государственных Кредитных Билетов (2 штуки, одна серия - разные кассиры) ;  ;  ;  ; AU ; 25 ; ЛАВ-13 ; 459 
 5027 ; Лот Государственных Кредитных Билетов (2 штуки, номера подряд) ; 1909 ;  ;  ; AU ; 39 ; ЛАВ-13 ; 612 
 5028 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 32 ; anna53 ; 867 
 5029 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 87 ; Sky2 ; 2024 
 5030 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; огонь71 ; 306 
 5031 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Murat_a ; 293 
 5032 ; 5 марок. Финляндия ; 1909 ;  ;  ;  ; 24 ; ЛАВ-13 ; 1143 
 5033 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; ssbb333 ; 687 
 5034 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 28 ; an17s ; 419 
 5035 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; blackflint ; 469 
 5036 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 47 ; Sky2 ; 1248 
 5037 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; VRV ; 200 
 5038 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 63 ; огонь71 ; 727 
 5039 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; blackflint ; 773 
 5040 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; огонь71 ; 714 
 5041 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Сhatsky ; 512 
 5042 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Снежный Барс ; 516 
 5043 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; Сhatsky ; 649 
 5044 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 22 ; огонь71 ; 683 
 5045 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Сhatsky ; 537 
 5046 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; wiqi ; 835 
 5047 ; 500 рублей ; 1912 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Dell013 ; 775 
 5048 ; 100 рублей ; 1914 ; 4% билет гос.казначейства ;  ;  ; 18 ; Соколов ; 507 
 5049 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 21 ; Dimitr1 ; 567 
 5050 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 22 ; ЛАВ-13 ; 317 
 5051 ; 100 рублей (с купонами) ; 1915 ; 4% билет гос.казначейства ;  ;  ; 10 ; ЛАВ-13 ; 340 
 5052 ; 50 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 13 ; огонь71 ; 306 
 5053 ; 50 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 30 ; огонь71 ; 301 
 5054 ; 100 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 15 ; магаз ; 193 
 5055 ; 50 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 15 ; electra ; 206 
 5056 ; 500 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 25 ; Dimitr1 ; 420 
 5057 ; 500 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 13 ; electra ; 206 
 5058 ; 500 рублей ; 1916 ; 4% билет гос.казначейства ;  ;  ; 15 ; serg2018 ; 209 
 5059 ; Квартблок деньги-марки ; 1915 ;  ;  ;  ; 26 ; Dima0110 ; 364 
 5060 ; Квартблок деньги-марки ; 1917 ;  ;  ;  ; 44 ; $круджЪ ; 1122 
 5061 ; Лот деньги- марки (2 штуки) ;  ;  ;  ;  ; 11 ; blackflint ; 100 
 5062 ; 50 копеек ; б/г ; Гос.кредитный билет "Северная Россия" ;  ; XF+ ; 27 ; Dimitr1 ; 837 
 3428 ; Лот иностранных монет: 13 шт. ;  ;  ; Al ; F/XF ; 16 ; chipil8 ; 66 
 3429 ; Лот монет Скандинавии: 5шт ; 1980-1999 ;  ; Cu-Ni ; VF-XF/AU ; 7 ; Kuzia009 ; 50 
 3430 ; Лот монет Канады, Польши,Бельгии (7шт) ;  ;  ; Ag ; VG/VF- ; 19 ; кравчий ; 1108 
 3431 ; Лот монет США, Канады (5шт) ;  ;  ; Cu-Ni,St/Ni ; VF+/XF+ ; 20 ; OLEG72 ; 83 
 3432 ; Лот монет Швеции: 15шт Отверстие ;  ;  ; Cu ; F/F+ ; 61 ; ЛОПАТИНиКО ; 932 
 3433 ; Лот монет Великобритании 50,20,10,5,1/2 пенсов (5шт) ; 1969-2014 ;  ; Cu-Ni Br ; XF/AU ; 56 ; zemlyk2014 ; 84 
