 6693 ; Пуговица. D-23мм. ;  ;  ; Ж/м ;  ; 54 ; electra ; 61 
 6070 ; Лот марок. Сальвадор. 1895-1919. 77 шт ;  ;  ;  ;  ; 31 ; lori ; 250 
 6071 ; Лот марок. Парагвай. Бразилия. 81 шт ;  ;  ;  ;  ; 18 ; Бигль ; 160 
 6072 ; Лот марок. Венгрия. 195 шт ;  ;  ;  ;  ; 43 ; flutter ; 601 
 6073 ; Лот марок. Тува. 1926. Стандартная серия. Выпуск 1. 2, 5, 30 мунгу ;  ;  ;  ;  ; 26 ; 2128508 ; 238 
 6074 ; Лот марок. Тува. 1927. Этнографическая серия. Выпуск 3 ;  ;  ;  ;  ; 66 ; Ok203 ; 1408 
 6075 ; Лот марок. Тува. 1935. Ландшафтная серия. Выпуск 10 ;  ;  ;  ;  ; 68 ; Ratmen ; 1242 
 6076 ; Лот марок. Тува. 1935. Фауна Тувы. Выпуск 11 ;  ;  ;  ;  ; 53 ; Ok203 ; 655 
 6077 ; Лот марок. 23 шт ;  ;  ;  ;  ; 37 ; 2128508 ; 774 
 6078 ; Лот марок. 20 шт ;  ;  ;  ;  ; 39 ; 2128508 ; 516 
 5726 ; Лот образцов бон (6 штук) ;  ;  ;  ;  ; 21 ; DNK981 ; 206 
 5727 ; Лот образцов бон (6 штук) ;  ;  ;  ; AU ; 17 ; vlad77 ; 151 
 5728 ; Лот образцов бон (6 штук) Монголия ;  ;  ;  ; AU ; 14 ; Снежный Барс ; 102 
 5729 ; Лот иностранных бон (6 штук) ;  ;  ;  ;  ; 7 ; Olimpia ; 134 
 5730 ; Лот иностранных бон  (6 штук) ;  ;  ;  ; AU ; 22 ; Снежный Барс ; 116 
 5731 ; Лот иностранных бон (8 штук) ;  ;  ;  ;  ; 9 ; SY_2009 ; 151 
 5732 ; Лот иностранных бон  (9 штук, номера подряд) ;  ;  ;  ; AU ; 9 ; Снежный Барс ; 102 
 5733 ; Лот иностранных бон (9 штук) ;  ;  ;  ;  ; 13 ; ЛОПАТИНиКО ; 248 
 5734 ; Лот образцов бон КНДР (10 штук) ;  ;  ;  ; AU ; 7 ; ASTA ; 306 
 5735 ; Лот бон (15 штук, разные страны) ;  ;  ;  ;  ; 49 ; ЛОПАТИНиКО ; 521 
 5736 ; Лот иностранных бон (10 штук) Япония ;  ;  ;  ; дефекты ; 22 ; ЛОПАТИНиКО ; 396 
 5737 ; Лот бон (15 штук, разные страны) ;  ;  ;  ;  ; 19 ; ЛОПАТИНиКО ; 342 
 5738 ; Лот бон (16 штук, разные страны) ;  ;  ;  ;  ; 16 ; ЛОПАТИНиКО ; 379 
 5739 ; Лот иностранных бон (20 штук) ;  ;  ;  ;  ; 23 ; ЛОПАТИНиКО ; 671 
 5740 ; Лот бон (50 штук, разные страны) ;  ;  ;  ;  ; 43 ; ЛОПАТИНиКО ; 1007 
 5741 ; Лот бон (50 штук, разные страны) ;  ;  ;  ;  ; 30 ; ЛОПАТИНиКО ; 793 
 5742 ; Лот бон (50 штук, разные страны) ;  ;  ;  ;  ; 20 ; ЛОПАТИНиКО ; 714 
 5743 ; Лот бон (50 штук, разные страны) ;  ;  ;  ;  ; 45 ; ЛОПАТИНиКО ; 1537 
 5744 ; Лот иностранных бон (64 штуки) ;  ;  ;  ;  ; 33 ; ЛОПАТИНиКО ; 1536 
 5745 ; Альбом с иностранными бонами (р-р 19 *11 см, 5 банкнот. Польша) ;  ;  ;  ;  ; 51 ; Комиссар Мурчалкин ; 7115 
 5746 ; Альбом с иностранными бонами (р-р 19 *11 см, 13 банкнот. Украина) ;  ;  ;  ;  ; 85 ; GAlexander ; 2742 
 5747 ; Лот нотгельдов (100 штук) ;  ;  ;  ;  ; 32 ; Ok203 ; 4408 
 6001 ; Лот марок. СССР. 1935. Ф. Энгельс. Чистые, с наклейками. Одна гашеная ;  ;  ;  ;  ; 79 ; gandy ; 1565 
 6002 ; Лот марок. СССР. 1948. 31-я годовщина Октября ;  ;  ;  ;  ; 23 ; гоша334 ; 150 
 6003 ; Лот марок. СССР. 1948. А. Абовян ;  ;  ;  ;  ; 19 ; flutter ; 183 
 6004 ; Лот марок. СССР. 1948. В. Стасов ;  ;  ;  ;  ; 5 ; cr5400 ; 26 
 6005 ; Лот марок. СССР. 1949. И. Мичурин ;  ;  ;  ;  ; 11 ; flutter ; 151 
 6006 ; Лот марок. СССР. 1949. В. Вильямс ;  ;  ;  ;  ; 11 ; flutter ; 151 
 6007 ; Лот марок. СССР. 1949. День Радио ;  ;  ;  ;  ; 38 ; гоша334 ; 579 
 6008 ; Лот марок. СССР, 1949. 1 мая ;  ;  ;  ;  ; 15 ; flutter ; 206 
 6009 ; Лот марок. СССР. 1949. Военно-морская академия ;  ;  ;  ;  ; 15 ; гоша334 ; 150 
 6010 ; Лот марок. СССР. 1948. 30-летие Советской армии ;  ;  ;  ;  ; 19 ; гоша334 ; 257 
 6011 ; Лот марок. СССР. 1945. День Артилерии. Чистые, без наклеек ;  ;  ;  ;  ; 37 ; метакса ; 254 
 6012 ; Лот марок. СССР. 1942. А. Навои ;  ;  ;  ;  ; 45 ; gandy ; 627 
 6013 ; Лот марок. СССР. 1940. Перекоп ;  ;  ;  ;  ; 42 ; gandy ; 774 
 6014 ; Лот марок. СССР. 1939. М. Салтыков-Щедрин ;  ;  ;  ;  ; 5 ; cr5400 ; 57 
 6015 ; Лот марок. СССР. 1939. День Авиации ;  ;  ;  ;  ; 34 ; cr5400 ; 169 
 6016 ; Лот марок. СССР. 1925. Революция 1905 ;  ;  ;  ;  ; 105 ; гоша334 ; 350 
 6017 ; Лот марок. РСФСР. 1922. Воздушная почта. Чистые, с наклейками ;  ;  ;  ;  ; 24 ; орел414151 ; 567 
 6018 ; Лот марок. РСФСР. 1922. Чистые, со следами от наклеек ;  ;  ;  ;  ; 51 ; гоша334 ; 306 
 6019 ; Лот марок. СССР. 1947. 30-летие Октября ;  ;  ;  ;  ; 19 ; lori ; 148 
 6020 ; Лот марок. СССР. 1948. Из серии "За досрочное выполнение 5-летнего плана". 14 шт ;  ;  ;  ;  ; 46 ; Ratmen ; 449 
 6021 ; Лот марок. РСФСР. 1922. С разными надпечатками, некоторые со следами от наклеек. 15 шт ;  ;  ;  ;  ; 75 ; Приор ; 992 
 6022 ; Блок марок. СССР. 1947. Сольвьев 1091. Чистый, без следов от наклеек ;  ;  ;  ;  ; 31 ; Meshok ; 2145 
 6023 ; Лот марок. СССР. Н. Жуковский. С родным клеевым слоем. 2 квартблока ;  ;  ;  ;  ; 8 ; cr5400 ; 115 
 6024 ; Лот марок. СССР. 1973. "Архитектура Таллина". Чистые, без следов от наклеек. 4 малых листа ;  ;  ;  ;  ; 9 ; gandy ; 276 
 6025 ; Лот марок. Германия. III рейх. Генералгубернаторство. Чистые, полная серия ;  ;  ;  ;  ; 38 ; Meshok ; 528 
 6026 ; Лот марок. Германия. III рейх. Генералгубернаторство. Чистые, полная серия ;  ;  ;  ;  ; 38 ; Meshok ; 528 
 6027 ; Лот марок. Германия. III рейх. Генералгубернаторство. Чистые, полные серии ;  ;  ;  ;  ; 58 ; ярамаска ; 530 
 6028 ; Лот марок. Германия. III рейх. Генералгубернаторство. Чистые, полная серия ;  ;  ;  ;  ; 34 ; Meshok ; 539 
 5676 ; 10 марок ; 1944 ;  ;  ;  ; 12 ; Хемуль ; 318 
 5677 ; 1 марка ; 1944 ;  ;  ;  ; 56 ; Хемуль ; 157 
 5678 ; 1/2 пфеннигов ; 1944 ;  ;  ;  ; 44 ; gdrg2 ; 192 
 5679 ; 1 фунт. Ирландия ;  ;  ;  ;  ; 32 ; URKK ; 231 
 5680 ; 3 пенса. Британская Армия ;  ;  ;  ;  ; 21 ; sergeb ; 213 
 5681 ; 5 юаней. Китай ; 1936 ;  ;  ;  ; 12 ; stabah ; 133 
 5682 ; 5 юаней. Китай ; 1940 ;  ;  ;  ; 5 ; Краснодар ; 123 
 5683 ; 5 песо ;  ;  ;  ; XF+ ; 71 ; Aurum ; 2856 
 5684 ; 10 песо. Мексика ; 1908 ;  ;  ;  ; 20 ; stabah ; 1222 
 5685 ; 1 песо. Мексика ;  ;  ;  ;  ; 26 ; 2128508 ; 990 
 5686 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 27 ; митяй ; 547 
 5687 ; Лот иностранных бон (2 штуки) Испания ;  ;  ;  ;  ; 15 ; ЛОПАТИНиКО ; 180 
 5688 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 10 ; ЛОПАТИНиКО ; 453 
 5689 ; 5 песет. Испания ; 1945 ;  ;  ;  ; 19 ; wiqi ; 918 
 5690 ; 20 сентаво. Португалия ;  ;  ;  ;  ; 13 ; 1972 ; 702 
 5691 ; 5 пиастров ; 1940 ;  ;  ;  ; 9 ; Полюбому ; 489 
 5692 ; 1000 франков. Джибути ;  ;  ;  ;  ; 18 ; 2128508 ; 240 
 5693 ; 1000 франков. B C E A O ;  ;  ;  ;  ; 25 ; 2128508 ; 330 
 5694 ; 500 эскудо. Португалия ; 1979 ;  ;  ;  ; 49 ; 2128508 ; 441 
 5695 ; 2000 эскудо. Португалия ; 1991 ;  ;  ;  ; 46 ; ZIMOGOR ; 682 
 5696 ; 500 эскудо. Португалия ;  ;  ;  ;  ; 11 ; vlkorchev ; 203 
 5697 ; 10 риалов. Иран ;  ;  ;  ; AU ; 32 ; Ok203 ; 604 
 5698 ; 500 франков ;  ;  ;  ;  ; 17 ; ИНТА ; 261 
 5699 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 14 ; STANDART ; 91 
 5700 ; Лот иностранных бон (3 штуки) Казахстан ;  ;  ;  ; AU ; 61 ; svv ; 1537 
 5701 ; Лот иностранных бон (3 штуки) ;  ;  ;  ;  ; 19 ; stabah ; 264 
 5702 ; Лот иностранных бон  (3 штуки) Вьетнам ;  ;  ;  ; AU ; 19 ; Manul ; 75 
 5703 ; Лот иностранных бон (3 штуки) Гонконг ;  ;  ;  ;  ; 13 ; ЛОПАТИНиКО ; 257 
 5704 ; Лот иностранных бон  (3 штуки) Гондурас ;  ;  ;  ; AU ; 9 ; ivlian ; 152 
 5705 ; Лот иностранных бон (5 штук) Грузия ;  ;  ;  ; AU ; 14 ; Olimpia ; 204 
 5706 ; Лот бон (8 штук) Татарстан ;  ;  ;  ;  ; 11 ; спарта ; 46 
 5707 ; Лот иностранных бон  (5 штук) ;  ;  ;  ; AU ; 34 ; Майкл ; 552 
 5708 ; Лот образцов бон (7 штук) Монголия ;  ;  ;  ; AU ; 10 ; Снежный Барс ; 102 
 5709 ; Лот иностранных бон (4 штуки) Казахстан ;  ;  ;  ;  ; 49 ; Kudma ; 920 
 5710 ; Лот иностранных бон  (5 штук) ;  ;  ;  ; AU ; 13 ; Снежный Барс ; 104 
 5711 ; Лот иностранных бон (5 штук) Узбекистан ;  ;  ;  ;  ; 16 ; serg.g ; 137 
 5712 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 29 ; dgin ; 57 
 5713 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 15 ; STANDART ; 118 
 5714 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 28 ; ЛОПАТИНиКО ; 414 
 5715 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 51 ; митяй ; 725 
 5716 ; Лот иностранных бон (4 штуки) ;  ;  ;  ;  ; 32 ; Краснодар ; 661 
 5717 ; Лот иностранных бон (5 штук) Франция ;  ;  ;  ;  ; 19 ; pref ; 812 
 5718 ; Лот иностранных бон (6 штук) ;  ;  ;  ; AU ; 40 ; Romboznak ; 127 
 5719 ; Лот иностранных бон (7 штук) ;  ;  ;  ;  ; 9 ; ЛОПАТИНиКО ; 71 
 5720 ; Лот иностранных бон  (5 штук) ;  ;  ;  ; AU ; 13 ; ЛОПАТИНиКО ; 133 
 5721 ; Лот иностранных бон  (5 штук) ;  ;  ;  ;  ; 11 ; DNK981 ; 77 
 5722 ; Лот иностранных бон (5 штук ) Египет ;  ;  ;  ;  ; 23 ; Romboznak ; 91 
 5723 ; Лот образцов бон (7 штук) ;  ;  ;  ; AU ; 17 ; vlad77 ; 155 
 5724 ; Лот иностранных бон  (6 штук) Германия ;  ;  ;  ;  ; 18 ; Хемуль ; 352 
 5725 ; Лот иностранных бон  (6 штук) Германия ;  ;  ;  ;  ; 17 ; Хемуль ; 287 
 5626 ; Лот иностранных бон (2 штуки, номера подряд) ;  ;  ;  ; AU ; 19 ; 3457896 ; 69 
 5627 ; 50 боливаров. Венесуэла ;  ;  ;  ;  ; 44 ; 3457896 ; 75 
 5628 ; 100 эскудо. Мозамбик ; 1961 ;  ;  ; AU ; 6 ; cucaracha ; 80 
 5629 ; 25 гульденов. Суринам ;  ;  ;  ; AU ; 15 ; 3457896 ; 89 
 5630 ; 100 гульденов. Суринам ;  ;  ;  ; AU ; 25 ; 3457896 ; 94 
 5631 ; 250 гульденов. Суринам ;  ;  ;  ; AU ; 11 ; ASTA ; 151 
 5632 ; 10 кип. Лаос ;  ;  ;  ;  ; 5 ; митяй ; 90 
 5633 ; 40 франков. Джибути ;  ;  ;  ; AU ; 10 ; Краснодар ; 202 
 5634 ; 20 песо. Уругвай ;  ;  ;  ; AU ; 13 ; ASTA ; 111 
 5635 ; 30 долларов. Намбия ; 2020 ;  ;  ; AU ; 35 ; СТРЕКОЗА ; 465 
 5636 ; 20 манат. Туркменистан ; 2012 ;  ;  ; AU ; 43 ; Manul ; 488 
 5637 ; 20 манат. Туркменистан ; 2017 ;  ;  ; AU ; 26 ; Бигль ; 258 
 5638 ; 50 манат. Туркменистан ; 2017 ;  ;  ; AU ; 29 ; ASTA ; 503 
 5639 ; 25 фунтов. Сирия ; 1991 ;  ;  ; AU ; 14 ; SS2008 ; 79 
 5640 ; 10 лей. Молдавия ; 1992 ;  ;  ; AU ; 34 ; Manul ; 434 
 5641 ; 5 риалов. Саудовская Аравия ; 2020 ;  ;  ; AU ; 27 ; ASTA ; 235 
 5642 ; 100 манат. Туркменистан ; 2014 ;  ;  ; AU ; 45 ; Фома ; 757 
 5643 ; 1 рубль. Приднестровье ; 2019 ;  ;  ; AU ; 24 ; sos1 ; 262 
 5644 ; 40  франков. Джибути ;  ;  ;  ; AU ; 6 ; ASTA ; 207 
 5645 ; 50000 заиров. Заир ; 1996 ;  ;  ; AU ; 22 ; 1gold ; 242 
 5646 ; 1 динар. Ливия ;  ;  ;  ; AU ; 56 ; ASTA ; 282 
 5647 ; 20 рандов ;  ;  ;  ; AU ; 20 ; митяй ; 210 
 5648 ; 20000 риалов. Иран ;  ;  ;  ; AU ; 26 ; smel ; 241 
 5649 ; 1 фунтов. О. Мэн ;  ;  ;  ; AU ; 73 ; kompman ; 729 
 5650 ; 200 риалов. Иемен ;  ;  ;  ; AU ; 49 ; митяй ; 87 
 5651 ; 50000 риалов. Иран ;  ;  ;  ; AU ; 14 ; Бигль ; 71 
 5652 ; 10 шиллингов. Гибралтар (Выпуск в честь года туризма) ;  ;  ;  ; AU ; 46 ; sergeb ; 180 
 5653 ; 500000 риалов. Иран ;  ;  ;  ; AU ; 52 ; Happy Lady ; 805 
 5654 ; 500000 риалов. Иран ;  ;  ;  ; AU ; 51 ; ASTA ; 1061 
 5655 ; 100000 риалов. Иран ;  ;  ;  ; AU ; 28 ; СТРЕКОЗА ; 126 
 5656 ; 5000 манат. Туркменистан ;  ;  ;  ; XF+ ; 22 ; Деник ; 163 
 5657 ; 1000 манат. Туркменистан ;  ;  ;  ; XF+ ; 25 ; Степан_81 ; 95 
 5658 ; 500 манат. Туркменистан ;  ;  ;  ; AU ; 21 ; Степан_81 ; 95 
 5659 ; 50 гривен. Украина ; 2005 ;  ;  ; AU ; 45 ; ASTA ; 357 
 5660 ; 200 гривен. Украина ; 2007 ;  ;  ; AU ; 35 ; Почта России ; 850 
 5661 ; 500 гривен. Украина ; 2006 ;  ;  ;  ; 24 ; Хемуль ; 1599 
 5662 ; 5000 манат. Туркменистан ;  ;  ;  ; AU ; 33 ; ASTA ; 260 
 5663 ; 100000  манат. Туркменистан ;  ;  ;  ; AU ; 39 ; tisa66 ; 505 
 5664 ; 100 сом. Киргизия ;  ;  ;  ;  ; 18 ; Kudma ; 158 
 5665 ; 50 тенге. Казахстан ; 1993 ;  ;  ;  ; 32 ; Хемуль ; 387 
 5666 ; 5 талонов. Литва ; 1991 ;  ;  ;  ; 32 ; an78gg ; 169 
 5667 ; 5 фунтов. Шотландия ; 1960 ;  ;  ;  ; 21 ; stabah ; 2183 
 5668 ; 2 шиллинга и 6 пенсов. Мальта ;  ;  ;  ;  ; 25 ; бездельник22 ; 1416 
 5669 ; 10 крон. Норвегия ;  ;  ;  ;  ; 10 ; Meshok ; 529 
 5670 ; 20 рейхсмарок ; 1939 ;  ;  ;  ; 24 ; Serjd ; 253 
 5671 ; 5 франков ; 1942 ;  ;  ;  ; 11 ; wiqi ; 167 
 5672 ; 50 сентимо ; 1944 ;  ;  ;  ; 9 ; wiqi ; 227 
 5673 ; 10 центов ;  ;  ;  ;  ; 11 ; sergeb ; 224 
 5674 ; 1 шиллинг ; 1944 ;  ;  ;  ; 17 ; oleg61 ; 61 
 5675 ; 2 лиры. Италия ; 1943 ;  ;  ;  ; 19 ; gdrg2 ; 283 
 5576 ; Сувенирная бона ; 2013 ;  ;  ;  ; 5 ; kaa123 ; 125 
 5577 ; Сувенирная бона (Лист в 2 штуки) ;  ;  ;  ;  ; 3 ; Happy Lady ; 115 
 5578 ; 5 долларов. Тринидад и Тобаго ;  ;  ;  ;  ; 21 ; 1gold ; 91 
 5579 ; 20 гривен. Украина ; 2016 ;  ;  ;  ; 19 ; nikkk1 ; 108 
 5580 ; 200000 марок ; 1923 ;  ;  ;  ; 7 ; Сармат80 ; 129 
 5581 ; 100000 марок ; 1923 ;  ;  ;  ; 9 ; Сармат80 ; 129 
 5582 ; 2 млн. марок ; 1923 ;  ;  ;  ; 7 ; Сармат80 ; 190 
 5583 ; 1 марка ; 1920 ;  ;  ; AU ; 32 ; ASTA ; 137 
 5584 ; 5000 тугриков. Монголия ; 2003 ;  ;  ; AU ; 35 ; DNK981 ; 383 
 5585 ; 10 юаней. Китай ; 1940 ;  ;  ;  ; 12 ; Olimpia ; 261 
 5586 ; 10 юаней. Китай ; 1936 ;  ;  ;  ; 18 ; oleghh7 ; 209 
 5587 ; 10 юаней. Китай ; 1940 ;  ;  ;  ; 8 ; Olimpia ; 148 
 5588 ; Бона иностранная. Китай ;  ;  ;  ;  ; 7 ; Olimpia ; 239 
 5589 ; 1 юань ; 1960 ;  ;  ;  ; 27 ; alov ; 189 
 5590 ; 5 аней. Китай ; 1931 ;  ;  ;  ; 37 ; йцукен ; 1156 
 5591 ; 10 юаней. Китай ; 1940 ;  ;  ;  ; 14 ; Olimpia ; 232 
 5592 ; 10 юаней. Китай ; 1936 ;  ;  ;  ; 14 ; oleghh7 ; 145 
 5593 ; 10 юаней. Китай ; 1935 ;  ;  ;  ; 29 ; Olimpia ; 466 
 5594 ; 50 юаней. Китай ; 1944 ;  ;  ;  ; 54 ; smel ; 968 
 5595 ; 2 седи. Гана ; 2015 ;  ;  ; AU ; 39 ; nikkk1 ; 114 
 5596 ; 100 франков. Гвинея ;  ;  ;  ; AU ; 18 ; ASTA ; 72 
 5597 ; 20 долларов. Гайана ;  ;  ;  ; AU ; 24 ; Romboznak ; 60 
 5598 ; 25 гульденов. Суринам ;  ;  ;  ; AU ; 13 ; Снежный Барс ; 62 
 5599 ; Купон 10000 рублей. Приднестровье ; 1996 ;  ;  ; AU ; 28 ; Serjd ; 133 
 5600 ; 5000 риалов. Иран ;  ;  ;  ; AU ; 26 ; Olimpia ; 207 
 5601 ; 1000 риалов. Иран ;  ;  ;  ; AU ; 31 ; dgin ; 50 
 5602 ; 5 рублей. Приднестровье ;  ;  ;  ; AU ; 9 ; Olimpia ; 45 
 5603 ; 10 рублей. Приднестровье ;  ;  ;  ; AU ; 11 ; Olimpia ; 27 
 5604 ; 10000 риалов. Иран ;  ;  ;  ; AU ; 15 ; Olimpia ; 90 
 5605 ; 5 песо. Филиппины ;  ;  ;  ;  ; 43 ; doc2 ; 222 
 5606 ; 10 песо. Филиппины ;  ;  ;  ;  ; 47 ; doc2 ; 242 
 5607 ; 10 песо. Филиппины ;  ;  ;  ;  ; 40 ; doc2 ; 228 
 5608 ; 20 рупий. Шри-Ланка ;  ;  ;  ;  ; 23 ; Romboznak ; 42 
 5609 ; 10 марок ; 1949 ;  ;  ;  ; 27 ; vlkorchev ; 1133 
 5610 ; 10 боливаров. Венесуэла ; 1990 ;  ;  ;  ; 13 ; Yustas69 ; 68 
 5611 ; 1 марка ; 1944 ;  ;  ;  ; 38 ; wiqi ; 412 
 5612 ; 50 лей. Румыния ;  ;  ;  ;  ; 25 ; Хемуль ; 337 
 5613 ; 20 долларов. Ямайка ; 1991 ;  ;  ;  ; 14 ; Meshok ; 124 
 5614 ; 1000 франков ; 1981 ;  ;  ;  ; 25 ; wiqi ; 498 
 5615 ; 5 шиллингов. Кения ; 1975 ;  ;  ;  ; 5 ; wiqi ; 104 
 5616 ; 1 фунтов. Мальта ; 1967 ;  ;  ;  ; 20 ; Lut ; 456 
 5617 ; 50 пфеннигов ; 1948 ;  ;  ;  ; 38 ; Майкл ; 980 
 5618 ; 5 флоринов. Аруба ;  ;  ;  ;  ; 19 ; maks1 ; 340 
 5619 ; 10 рандов ;  ;  ;  ;  ; 7 ; Yustas69 ; 99 
 5620 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 20 ; ЛОПАТИНиКО ; 253 
 5621 ; Лот иностранных бон (2 штуки, номера подряд) ;  ;  ;  ; AU ; 14 ; ASTA ; 129 
 5622 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 10 ; 3457896 ; 125 
 5623 ; 10 песо. Мексика ;  ;  ;  ;  ; 12 ; Степан_81 ; 100 
 5624 ; 1000 боливиано. Боливия ; 1982 ;  ;  ; AU ; 21 ; 3457896 ; 85 
 5625 ; 1/2 доллара. Багамы ;  ;  ;  ; AU ; 25 ; 3457896 ; 105 
 5526 ; 1 фунт. Нигерия ;  ;  ;  ;  ; 4 ; 3457896 ; 104 
 5527 ; 50 крузадо. Бразилия ;  ;  ;  ; AU ; 6 ; ASTA ; 100 
 5528 ; 50000 заиров. Заир ; 1996 ;  ;  ; AU ; 12 ; 1gold ; 202 
 5529 ; 10 фунтов. Судан ; 2016 ;  ;  ; AU ; 9 ; ASTA ; 100 
 5530 ; 10 рупий ;  ;  ;  ; AU ; 15 ; 3457896 ; 68 
 5531 ; 10 рупий. Сейшелы ;  ;  ;  ; AU ; 14 ; ASTA ; 202 
 5532 ; 1 фунт. Биафра ;  ;  ;  ; AU ; 13 ; URKK ; 100 
 5533 ; 2 кроны ; 1917 ;  ;  ;  ; 7 ; oleg61 ; 122 
 5534 ; 500 лир. Турция ; 1970 ;  ;  ;  ; 27 ; Почта России ; 179 
 5535 ; 10 рупий. Непал ;  ;  ;  ; AU ; 6 ; ASTA ; 100 
 5536 ; 500 гривен. Украина ; 2006 ;  ;  ; AU ; 38 ; Волчек ; 1951 
 5537 ; 100 лари. Грузия ; 2014 ;  ;  ; AU ; 20 ; Волчек ; 2938 
 5538 ; 5 йен. Япония ;  ;  ;  ;  ; 12 ; Leshy77 ; 72 
 5539 ; 10 иен. Япония ;  ;  ;  ;  ; 18 ; Leshy77 ; 77 
 5540 ; 10 Сен. (Мейдзи 37) Япония ;  ;  ;  ; дефекты ; 24 ; 2128508 ; 1530 
 5541 ; 1 сен. Япония ;  ;  ;  ;  ; 16 ; gdrg2 ; 207 
 5542 ; 50 сен. Япония ;  ;  ;  ;  ; 19 ; Краснодар ; 108 
 5543 ; 5 сен. Япония ;  ;  ;  ;  ; 11 ; gdrg2 ; 138 
 5544 ; 1 Иенна. Япония ; 1898 ;  ;  ;  ; 28 ; vlad77 ; 357 
 5545 ; 50 Сен. Япония ;  ;  ;  ;  ; 31 ; vlad77 ; 119 
 5546 ; 50 сен. Япония ;  ;  ;  ;  ; 11 ; птичка16 ; 129 
 5547 ; 10 Сен. Япония ;  ;  ;  ;  ; 13 ; 1gold ; 115 
 5548 ; 1 Иенна. Япония ;  ;  ;  ;  ; 28 ; gdrg2 ; 264 
 5549 ; 1 Иенна. Япония ;  ;  ;  ;  ; 16 ; vlad77 ; 148 
 5550 ; 25 талонов. Литва ; 1991 ;  ;  ; AU ; 38 ; Хемуль ; 503 
 5551 ; 10000 сум. Узбекистан ; 1992 ;  ;  ; AU ; 45 ; Manul ; 900 
 5552 ; 50 манат. Туркмениста ; 2017 ;  ;  ; AU ; 37 ; Jango ; 657 
 5553 ; 100 манат. Туркмениста ; 2017 ;  ;  ; AU ; 28 ; vasek ; 955 
 5554 ; 10 лит. Литва ; 2007 ;  ;  ; AU ; 27 ; student1977 ; 604 
 5555 ; 100000 рублей. Приднестровье ; 1994 ;  ;  ; AU ; 36 ; Manul ; 450 
 5556 ; 10000 рублей. Приднестровье ; 1994 ;  ;  ; AU ; 14 ; oleg61 ; 92 
 5557 ; 1000 крон. Чехословакия ; 1945 ;  ;  ;  ; 34 ; спарта ; 1249 
 5558 ; 10 центов ; 1941 ;  ;  ;  ; 15 ; Jango ; 465 
 5559 ; 10 гривен. Украина ;  ;  ;  ;  ; 28 ; Kudma ; 567 
 5560 ; 5 марок ; 1964 ;  ;  ;  ; 27 ; hobby19 ; 379 
 5561 ; 10 марок ;  ;  ;  ;  ; 34 ; hobby19 ; 1449 
 5562 ; 1 ринггит. Малайзия ;  ;  ;  ;  ; 18 ; Romboznak ; 50 
 5563 ; Лот иностранных бон (2 штуки) Бразилия ;  ;  ;  ;  ; 12 ; pref ; 57 
 5564 ; 100 млн. динар. Югославия ;  ;  ;  ;  ; 12 ; gdrg2 ; 104 
 5565 ; 2 1/2 рупий. Индонезия ; 1961 ;  ;  ; XF+ ; 9 ; 1gold ; 51 
 5566 ; 50 песет. Испания ; 1928 ;  ;  ;  ; 13 ; Yustas69 ; 53 
 5567 ; Лот иностранных бон (2 штуки) ;  ;  ;  ; AU ; 22 ; Romboznak ; 80 
 5568 ; Лот иностранных бон (2 штуки) ;  ;  ;  ; AU ; 14 ; STANDART ; 49 
 5569 ; Лот иностранных бон (2 штуки) ;  ;  ;  ; AU ; 9 ; Снежный Барс ; 94 
 5570 ; 20 квача. Замбия ;  ;  ;  ; AU ; 15 ; Romboznak ; 57 
 5571 ; 5000 добра. Сан-Томе и Принсипи ;  ;  ;  ; AU ; 12 ; ASTA ; 102 
 5572 ; 1 лира. Мальта ; 1967 ;  ;  ;  ; 17 ; Лаптев Фёдор ; 206 
 5573 ; 1 лемпира. Гондурас ; 2008 ;  ;  ; AU ; 17 ; ivlian ; 50 
 5574 ; 5 фунтов. Египет ;  ;  ;  ; AU ; 17 ; Romboznak ; 62 
 5575 ; 20 квача. Замбия ;  ;  ;  ; AU ; 15 ; Serjd ; 50 
 5476 ; 1 марка. Финляндия ; 1918 ;  ;  ;  ; 10 ; stabah ; 114 
 5477 ; 5 марок. Финляндия ; 1918 ;  ;  ;  ; 28 ; stabah ; 267 
 5478 ; 1000 франков ; 1960 ;  ;  ;  ; 37 ; wiqi ; 1259 
 5479 ; 5000 франков. Джибути ; 2002 ;  ;  ; AU ; 43 ; Волчек ; 2968 
 5480 ; 500 франков ; 1974 ;  ;  ;  ; 19 ; wiqi ; 1180 
 5481 ; 1000 биквел. Экваториальная Гвинея ; 1979 ;  ;  ;  ; 18 ; SS2008 ; 949 
 5482 ; 2 боливара. Венесуэла. В холдере PCGS ;  ;  ;  ;  ; 15 ; Happy Lady ; 121 
