 6607 ; Блюдце фирмы Александр Качъ ;  ;  ; Ж/м ;  ; 44 ; volkova21 ; 263 
 5321 ; Страховое Свидетельство. ГОССТРАХ ; 1940 ;  ;  ;  ; 7 ; 562359 ; 123 
 5322 ; Продкомитет. Рыбинск и Рыбинский уезд ; 1920 ;  ;  ;  ; 19 ; 562359 ; 429 
 5323 ; Квитанция . Страховое Товарищество САЛАМАНДРА ;  ;  ;  ;  ; 7 ; 2184421 ; 36 
 5324 ; Удостоверение. Московское Губернское Земство ;  ;  ;  ;  ; 9 ; 2184421 ; 80 
 5325 ; Благодарственное письмо ; 1945 ;  ;  ;  ; 23 ; doc2 ; 713 
 5326 ; Лот свидетельств (3 штуки) ;  ;  ;  ;  ; 11 ; Vova1950 ; 203 
 5327 ; Лот дипломов (2 штуки) ;  ;  ;  ;  ; 7 ; doc2 ; 305 
 5328 ; Поздравление С  Новым Годом ; 1953 ;  ;  ;  ; 15 ; doc2 ; 700 
 5329 ; Грамота ; 1933 ;  ;  ;  ; 19 ; doc2 ; 713 
 5330 ; Лот грамот (2 штуки) ;  ;  ;  ;  ; 7 ; doc2 ; 776 
 5331 ; Лот грамот (2 штуки) ;  ;  ;  ;  ; 11 ; doc2 ; 713 
 5332 ; Лот грамот (3 штуки) ;  ;  ;  ;  ; 9 ; doc2 ; 713 
 5333 ; Лот грамот (2 штуки) ;  ;  ;  ;  ; 13 ; doc2 ; 713 
 5334 ; Диплом ; 1948 ;  ;  ;  ; 13 ; doc2 ; 1020 
 5335 ; Грамота ; 1949 ;  ;  ;  ; 9 ; doc2 ; 713 
 5336 ; Грамота ; 1948 ;  ;  ;  ; 9 ; doc2 ; 713 
 5337 ; Благодарность участнику боёв в Маньчжурии ; 1945 ;  ;  ;  ; 25 ; прохожий ; 1377 
 5338 ; Грамота Ударника ;  ;  ;  ;  ; 17 ; ossessione ; 448 
 5339 ; Лот грамот (2 штуки) ; 1950 ;  ;  ;  ; 13 ; doc2 ; 713 
 5340 ; Грамота ; 1938 ;  ;  ;  ; 46 ; ossessione ; 2267 
 5341 ; Лот грамот (2 штуки) ; 1954 ;  ;  ;  ; 13 ; doc2 ; 713 
 5342 ; Лот грамот (2 штуки) ; 1953 ;  ;  ;  ; 5 ; doc2 ; 510 
 5243 ; 100 рублей ; 1947 ; билет ;  ;  ; 28 ; Копеечка ; 1181 
 5244 ; Лот бон (3 штуки) ; 1947 ;  ;  ;  ; 25 ; Ok13 ; 637 
 5245 ; 50 рублей ; 1961 ; билет ;  ;  ; 9 ; foh1985 ; 76 
 5246 ; 5 рублей ; 1961 ; Гос.казначейский билет ;  ; AU ; 20 ; Deol86 ; 317 
 5247 ; 25 рублей ; 1961 ; билет ;  ; AU ; 17 ; psrjdf1863 ; 152 
 5248 ; Лот бон (2 штуки) ; 1961 ;  ;  ;  ; 33 ; apach ; 41 
 5249 ; Лот бон (6 штук) ; 1961, 1991, 1993 ;  ;  ;  ; 6 ; SwaggaRakka ; 7 
 5250 ; 100 рублей ; 1991 ; билет ;  ;  ; 18 ; Deol86 ; 91 
 5251 ; 50 рублей ; 1991 ; билет ;  ; AU ; 42 ; Кузон ; 554 
 5252 ; 100 рублей ; 1991 ; билет ;  ; AU ; 40 ; duke3d ; 236 
 5253 ; 500 рублей ; 1991 ; билет ;  ; AU ; 52 ; psrjdf1863 ; 1178 
 5254 ; 500 рублей ; 1991 ; билет ;  ;  ; 35 ; psrjdf1863 ; 340 
 5255 ; 100 рублей ; 1991 ; билет ;  ; AU ; 23 ; Кузон ; 276 
 5256 ; Лот бон (3 штуки) ; 1991 ;  ;  ;  ; 12 ; pref ; 38 
 5257 ; Лот бон (20 штук) ; 1991 ;  ;  ; AU ; 49 ; Рокотов ; 257 
 5258 ; 50 рублей ; 1992 ; билет ;  ; AU ; 13 ; Slavarik ; 220 
 5259 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 8 ; blackflint ; 306 
 5260 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 14 ; Бова811 ; 510 
 5261 ; 200 рублей ; 1992 ; билет ;  ; AU ; 19 ; shav959 ; 521 
 5262 ; 500 рублей ; 1992 ; билет ;  ; AU ; 18 ; blackflint ; 510 
 5263 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 41 ; Dzmitry ; 430 
 5264 ; 50 рублей ; 1992 ; билет ;  ; AU ; 27 ; Slavarik ; 206 
 5265 ; 500 рублей ; 1992 ; билет ;  ;  ; 23 ; 8888 ; 77 
 5266 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 22 ; duke3d ; 105 
 5267 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 13 ; apach ; 121 
 5268 ; 200 рублей ; 1992 ; билет ;  ;  ; 15 ; es72. ; 18 
 5269 ; Лот бон (2 штуки ) ; 1992 ;  ;  ; AU ; 32 ; duke3d ; 231 
 5270 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 17 ; Dzmitry ; 231 
 5271 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 20 ; Матроскин ; 747 
 5272 ; 500 рублей ; 1993 ; банкнота ;  ;  ; 5 ; Деля ; 204 
 5273 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 14 ; apach ; 48 
 5274 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 10 ; zsv ; 1020 
 5275 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 26 ; Деля ; 83 
 5276 ; 1000 рублей ; 1993 ; банкнота ;  ; AU ; 15 ; Кузон ; 510 
 5277 ; Лот бон (3 штуки) ; 1993 ;  ;  ;  ; 38 ; koloboks 52 ; 209 
 5278 ; Лот бон (3 штуки) ; 1991 ;  ;  ; AU ; 6 ; duke3d ; 123 
 5279 ; Лот бон (4 штуки) ; 1993 ;  ;  ;  ; 19 ; es72. ; 34 
 5280 ; Лот билетов России (10 штук) ; 1993 ;  ;  ; AU ; 3 ; varelgi ; 359 
 5281 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 24 ; giznedav ; 870 
 5282 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 36 ; Tsuribito ; 352 
 5283 ; 500000 рублей ; 1995 ; банкнота ;  ;  ; 39 ; Noop55 ; 19941 
 5284 ; 100000 рублей ; 1995 ; банкнота ;  ; AU ; 27 ; Mr. Малой ; 1041 
 5285 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 16 ; Сибирь-38 ; 73 
 5286 ; 1000 рублей ; 1995 ; банкнота ;  ; AU ; 13 ; Mr.Credo ; 212 
 5287 ; 50000 рублей ; 1995 ; банкнота ;  ; AU ; 12 ; Slavarik ; 1020 
 5288 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 43 ; Sk-masshtab ; 295 
 5289 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 21 ; Alexxis0207 ; 247 
 5290 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 18 ; Деля ; 172 
 5291 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 27 ; psrjdf1863 ; 401 
 5292 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 49 ; psrjdf1863 ; 373 
 5193 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 23 ; Dzmitry ; 1500 
 5194 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 57 ; giznedav ; 3060 
 5195 ; 1 червонец ; 1926 ; Калманович, Горбунов. Билет ;  ;  ; 25 ; Евгений1121 ; 1658 
 5196 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 41 ; Коллекционер СНГ ; 2805 
 5197 ; 1 рубль золотом ; 1928 ; Гос.казначейские билеты СССР ;  ;  ; 64 ; Serjd ; 3381 
 5198 ; 3 червонца ; 1932 ; Билет ;  ;  ; 30 ; Dzmitry ; 1479 
 5199 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 30 ; Dzmitry ; 1214 
 5200 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 19 ; Alexxis0207 ; 426 
 5201 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 16 ; Alexxis0207 ; 811 
 5202 ; 1 червонец ; 1937 ; Билет ;  ;  ; 33 ; 8888 ; 278 
 5203 ; 1 червонец ; 1937 ; Билет ;  ;  ; 31 ; металлург ; 714 
 5204 ; 1 червонец ; 1937 ; Билет ;  ;  ; 36 ; es72. ; 273 
 5205 ; 3 червонца ; 1937 ; Билет ;  ;  ; 33 ; barbos ; 185 
 5206 ; 3 червонца ; 1937 ; Билет ;  ;  ; 16 ; огонь71 ; 456 
 5207 ; 3 червонца ; 1937 ; Билет ;  ;  ; 45 ; Alexxis0207 ; 244 
 5208 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 49 ; Оляяя ; 1006 
 5209 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 13 ; DNK981 ; 714 
 5210 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 41 ; 8888 ; 242 
 5211 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 31 ; Noop55 ; 483 
 5212 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 47 ; Фест ; 526 
 5213 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 47 ; Акоп ; 1084 
 5214 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 55 ; Alexxis0207 ; 359 
 5215 ; Лот бон (3 штуки) ; 1937 ;  ;  ;  ; 32 ; anna22 ; 385 
 5216 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 28 ; chief28 ; 359 
 5217 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; Y.V.B. ; 359 
 5218 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 44 ; Y.V.B. ; 1041 
 5219 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; graff36alex ; 392 
 5220 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; Сhatsky ; 351 
 5221 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 27 ; chief28 ; 942 
 5222 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; DNK981 ; 548 
 5223 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 63 ; barbos ; 270 
 5224 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 19 ; Mr.Credo ; 888 
 5225 ; Лот бон (2 штуки) ; 1938 ;  ;  ;  ; 40 ; uhfvv7 ; 377 
 5226 ; Лот бон России. 2 шт ; 1934-1938 ;  ;  ;  ; 32 ; Alexxis0207 ; 575 
 5227 ; Лот бон (5 штук) ; 19387 ;  ;  ;  ; 31 ; zima ; 3532 
 5228 ; 1 рубль  (Литеры малая и большая) ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; 4класс4 ; 568 
 5229 ; 1 рубль (Литеры  малые) ; 1947 ; Гос.казначейский билет ;  ;  ; 32 ; Кузон ; 645 
 5230 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 9 ; DNK981 ; 561 
 5231 ; 1 рубль (Литеры расставлены) ; 1947 ; Гос.казначейский билет ;  ;  ; 29 ; Виктор Михайлович ; 656 
 5232 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 26 ; Копеечка ; 320 
 5233 ; 1 рубль (Литеры малые) ; 1947 ; Гос.казначейский билет ;  ;  ; 22 ; 4класс4 ; 556 
 5234 ; 1 рубль (Литеры большие) ; 1947 ; Гос.казначейский билет ;  ;  ; 20 ; 4класс4 ; 612 
 5235 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 18 ; Кузон ; 539 
 5236 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 27 ; S-a-a-49 ; 567 
 5237 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 25 ; Кузон ; 670 
 5238 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 41 ; Деля ; 831 
 5239 ; 10 рублей ; 1947 ; билет ;  ;  ; 28 ; S-a-a-49 ; 665 
 5240 ; 25 рублей ; 1947 ; билет ;  ;  ; 22 ; giznedav ; 430 
 5241 ; 25 рублей ; 1947 ; билет ;  ;  ; 43 ; 13дим13 ; 1022 
 5242 ; 100 рублей ; 1947 ; билет ;  ;  ; 16 ; ВЯЗЪ ; 734 
 5143 ; 50 рублей (2 штуки) ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 41 ; Alexdav ; 5893 
 5144 ; 500 рублей ; 1920 ;  ;  ;  ; 15 ; Лрс 21,12 ; 359 
 5145 ; 250 рублей ; 1920 ;  ;  ;  ; 16 ; DNK981 ; 576 
 5146 ; 500 рублей ; 1920 ;  ;  ;  ; 25 ; anna22 ; 396 
 5147 ; 100 рублей ; 1920 ; Азербайджан ;  ;  ; 14 ; Сhatsky ; 532 
 5148 ; 500 рублей. Временный Кредитный Билет Туркестанского Края ; 1920 ;  ;  ;  ; 39 ; Serjd ; 1023 
 5149 ; 1 рубль. Государственный Кредитный Билет ; 1920 ;  ;  ;  ; 13 ; znakomvam ; 1364 
 5150 ; 5 рублей (4 штуки) ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 13 ; stoza ; 1247 
 5151 ; Лот бон России. 2 шт ; 1909-1920 ;  ;  ;  ; 22 ; Meshok ; 224 
 5152 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; Сhatsky ; 783 
 5153 ; 25000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 35 ; giznedav ; 532 
 5154 ; 500 рублей (3 штуки) ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; Alexdav ; 466 
 5155 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; Meshok ; 306 
 5156 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; Dzmitry ; 422 
 5157 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 15 ; Meshok ; 153 
 5158 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; stoza ; 1020 
 5159 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; Meshok ; 306 
 5160 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 11 ; Dzmitry ; 440 
 5161 ; 25000 рублей ; 1921 ; Азербайджан ;  ;  ; 9 ; serg2018 ; 213 
 5162 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 18 ; Kudma ; 1020 
 5163 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 9 ; Meshok ; 184 
 5164 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 9 ; Meshok ; 135 
 5165 ; 20000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 15 ; anna22 ; 505 
 5166 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 7 ; Meshok ; 423 
 5167 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 21 ; Serjd ; 714 
 5168 ; 100 рублей ; 1922 ; Бухарская Республика ;  ;  ; 7 ; Dzmitry ; 448 
 5169 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 48 ; sovmin ; 1347 
 5170 ; 10 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 17 ; stoza ; 1247 
 5171 ; 25000 рублей ; 1922 ; Армения ;  ;  ; 25 ; Dimitr1 ; 649 
 5172 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 20 ; stoza ; 1236 
 5173 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 23 ; Dzmitry ; 391 
 5174 ; 100 рублей ; 1922 ; Бухарская Республика ;  ;  ; 9 ; etwar55 ; 354 
 5175 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 17 ; вэл ; 620 
 5176 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 17 ; Dzmitry ; 521 
 5177 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 19 ; giznedav ; 510 
 5178 ; 100 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 26 ; giznedav ; 500 
 5179 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 30 ; giznedav ; 773 
 5180 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 14 ; МММ ; 816 
 5181 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 30 ; giznedav ; 1110 
 5182 ; 5000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 24 ; ask ; 1980 
 5183 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 36 ; Serjd ; 680 
 5184 ; 1000 рублей ; 1923 ; Закавказье ;  ;  ; 20 ; Деля ; 567 
 5185 ; 100 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 30 ; giznedav ; 634 
 5186 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 12 ; Dzmitry ; 322 
 5187 ; 25 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 10 ; giznedav ; 510 
 5188 ; 15000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 53 ; Serjd ; 7707 
 5189 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 31 ; Ravak_1981 ; 9896 
 5190 ; 1000000000 рублей ; 1924 ; Закавказье ;  ;  ; 39 ; 76895 ; 1102 
 5191 ; 1 копейка ; 1924 ; Разменные казн.боны ;  ; AU ; 58 ; Deol86 ; 2848 
 5192 ; 250000000 рублей ; 1924 ; Закавказье ;  ;  ; 35 ; 1327 ; 1298 
 5093 ; 50 рублей ; 1918 ; Разменные знаки.Совнарком Терской республики ;  ;  ; 42 ; dmivanych ; 736 
 5094 ; 50 рублей ; 1918 ; Азербайджан ;  ;  ; 20 ; dmivanych ; 238 
 5095 ; 1 карбованец. Разменный билет Житомира ; 1918 ;  ;  ;  ; 31 ; etwar55 ; 363 
 5096 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 43 ; koloboks 52 ; 116 
 5097 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 54 ; koloboks 52 ; 151 
 5098 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 22 ; es72. ; 84 
 5099 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; volga64 ; 113 
 5100 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 42 ; S-a-a-49 ; 958 
 5101 ; Лот бон (2 штуки) ; 1918 ;  ;  ;  ; 20 ; barbos ; 72 
 5102 ; Лот бон (3 штуки, разные кассиры) ; 1918 ;  ;  ;  ; 27 ; salim ; 138 
 5103 ; 10 карбованцев ;  ; Украина Знак Державноi скарбицi ;  ;  ; 18 ; Alexxis0207 ; 231 
 5104 ; 100 рублей. Разменный Билет Народного Банка г. Житомира ;  ;  ;  ;  ; 26 ; Сhatsky ; 873 
 5105 ; 50 рублей. Северо-Кавказская ССР ;  ;  ;  ;  ; 41 ; etwar55 ; 1393 
 5106 ; 50 копеек. Екатериноградская краевая контора ;  ;  ;  ;  ; 40 ; volga64 ; 441 
 5107 ; 50 копеек ;  ;  ;  ;  ; 16 ; anna22 ; 206 
 5108 ; 50 копеек. Екатеринодарская Краевая Контора ;  ;  ;  ;  ; 5 ; anna22 ; 153 
 5109 ; 5000 рублей. Расчетный знак. Управление Железных Дорог ;  ;  ;  ;  ; 35 ; 1327 ; 358 
 5110 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 47 ; Ok13 ; 120 
 5111 ; 1 рубль (Лист из 25 штук) ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 28 ; Alexxis0207 ; 1503 
 5112 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; Мерен ; 163 
 5113 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 10 ; ПДМ ; 555 
 5114 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 16 ; Holder31 ; 129 
 5115 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 7 ; volga64 ; 123 
 5116 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; 90111 ; 82 
 5117 ; 3 рубля ; 1919 ;  ;  ;  ; 20 ; Сhatsky ; 398 
 5118 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; Kudma ; 263 
 5119 ; 10 рублей ; 1919 ;  ;  ;  ; 13 ; ПДМ ; 341 
 5120 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 31 ; 90111 ; 408 
 5121 ; 15 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; 8888 ; 227 
 5122 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; DNK981 ; 174 
 5123 ; 50 рублей ; 1919 ;  ;  ;  ; 11 ; volga64 ; 101 
 5124 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; 90111 ; 82 
 5125 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 27 ; 90111 ; 138 
 5126 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 31 ; DNK981 ; 330 
 5127 ; Лот бон (2 штуки) ; 1919 ;  ;  ;  ; 29 ; 90111 ; 133 
 5128 ; Лот бон (2 штуки) ; 1919 ;  ;  ;  ; 47 ; barbos ; 77 
 5129 ; 250 рублей ; 1919 ; Армения ;  ;  ; 39 ; serg2018 ; 357 
 5130 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; огонь71 ; 232 
 5131 ; 1000 рублей ; 1919 ;  ;  ;  ; 20 ; sibirnv ; 207 
 5132 ; 10000 рублей ; 1919 ;  ;  ;  ; 15 ; огонь71 ; 247 
 5133 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 7 ; salim ; 408 
 5134 ; 200 рублей ; 1919 ;  ;  ;  ; 25 ; огонь71 ; 397 
 5135 ; 250 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 41 ; serg2018 ; 302 
 5136 ; 10000 рублей ; 1919 ;  ;  ;  ; 13 ; volga64 ; 200 
 5137 ; 100 рублей ; 1919 ;  ;  ;  ; 17 ; огонь71 ; 291 
 5138 ; 1000 рублей ; 1919 ;  ;  ;  ; 36 ; 8888 ; 207 
 5139 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 26 ; t_v_v ; 146 
 5140 ; 1000 рублей ; 1919 ;  ;  ;  ; 49 ; Maksim92 ; 720 
 5141 ; 500 рублей ; 1919 ;  ;  ;  ; 22 ; Serjd ; 283 
 5142 ; 250 рублей ; 1919 ;  ;  ;  ; 20 ; Serjd ; 368 
 5043 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 28 ; Оляяя ; 1002 
 5044 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 21 ; металлург ; 1216 
 5045 ; 100 рублей ; 1914 ; 4% билет гос.казначейства ;  ;  ; 19 ; Alexdav ; 254 
 5046 ; 50 рублей ; 1914 ; Билеты государственного казначейства ;  ;  ; 21 ; Сhatsky ; 101 
 5047 ; 25 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 68 ; Блюхер ; 377 
 5048 ; 15 копеек (18 штук) ; 1915 ; Деньги-марки ;  ;  ; 17 ; Сhatsky ; 507 
 5049 ; 20 копеек (блок из 12 штук) ; 1915 ; Деньги-марки ;  ;  ; 22 ; Asandr ; 442 
 5050 ; 2 копейки ; 1915 ;  ;  ;  ; 20 ; giznedav ; 306 
 5051 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 16 ; 8888 ; 257 
 5052 ; 1 копейка ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; Ravak_1981 ; 250 
 5053 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 20 ; 1327 ; 249 
 5054 ; 3 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; Ravak_1981 ; 263 
 5055 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 12 ; 8888 ; 101 
 5056 ; Лот бон (4 штуки) ; 1915 ;  ;  ;  ; 10 ; volga64 ; 226 
 5057 ; 2 копейки. Квартблок ; 1917 ; Деньги-марки ;  ;  ; 25 ; 562359 ; 357 
 5058 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 7 ; an17s ; 144 
 5059 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; огонь71 ; 129 
 5060 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Sky2 ; 136 
 5061 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; огонь71 ; 123 
 5062 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 5 ; огонь71 ; 123 
 5063 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 8 ; огонь71 ; 138 
 5064 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 6 ; огонь71 ; 132 
 5065 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; koloboks 52 ; 91 
 5066 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; an17s ; 393 
 5067 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 21 ; 8888 ; 310 
 5068 ; 25 рублей. Разменный билет г. Одессы ; 1917 ;  ;  ;  ; 18 ; salim ; 357 
 5069 ; Лот бон (4 штуки) ;  ;  ;  ;  ; 13 ; огонь71 ; 190 
 5070 ; Лист бон (9 штук) ; 1917-1918 ;  ;  ;  ; 15 ; Alekss_27 ; 374 
 5071 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 29 ; DNK981 ; 110 
 5072 ; 100 рублей ; 1918 ; Туркестан ;  ;  ; 37 ; Alekss_27 ; 1866 
 5073 ; 40 шагив ; 1918 ; Украина.Тип почтовых марок ;  ;  ; 8 ; anna22 ; 97 
 5074 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 23 ; an17s ; 82 
 5075 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 31 ; volga64 ; 294 
