 4870 ; Бона иностранная. Германия. 50 марок. Оккупационная эмиссия союзников в Германии. Гознак ; 1944 ;  ;  ;  ; 18 ; Филипп Бенг ; 389 
 3651 ; 3 пенса. Новая Зеландия ; 1961 ;  ; Cu/Ni ; XF ; 13 ; Mukoved ; 102 
 3652 ; 100 лир. Италия. F.A.O. ; 1993 ;  ; Cu/Ni ; XF ; 17 ; t_v_v ; 42 
 3653 ; 2 марки. ФРГ. Макс Планк ; 1963 ;  ; Cu/Ni ; VF+ ; 24 ; ВМШ ; 261 
 3654 ; 100 франков. Габон ; 1975 ;  ; Cu/Ni ; VF-XF ; 13 ; Недорого ; 263 
 3655 ; 40 пара. Турция ; 1909 ;  ; Cu/Ni ; F-VF ; 19 ; 542 ; 90 
 3656 ; 5 лева. Болгария ; 1930 ;  ; Cu/Ni ; VF ; 16 ; gigajohn ; 159 
 3657 ; 1 драхма. Греция ; 1970 ;  ; Cu/Ni ; VF+ ; 13 ; В1951 ; 51 
 3558 ; 5 гульденов. Нидерланды ; 1989 ;  ; Al/Br ; VF-XF ; 5 ; ASlab ; 45 
 3559 ; 1 крона. Великобритания. 25-летия правления Георга V ; 1935 ;  ; Ag ; AU ; 36 ; sax ; 1285 
 3560 ; 3 пенса. Великобритания. Георг V ; 1912 ;  ; Ag ; XF- ; 13 ; фёкла ; 122 
 3561 ; 3 пенса. Великобритания. Георг V ; 1913 ;  ; Ag ; XF+ ; 17 ; viktor2205 ; 147 
 3562 ; 3 пенса. Великобритания. Георг V ; 1914 ;  ; Ag ; VF-XF ; 21 ; alskr ; 142 
 3563 ; 3 пенса. Великобритания. Георг V ; 1916 ;  ; Ag ; XF ; 15 ; alskr ; 128 
 3564 ; 3 пенса. Великобритания. Георг V ; 1917 ;  ; Ag ; VF-XF ; 9 ; alskr ; 116 
 3565 ; 3 пенса. Великобритания. Георг V ; 1918 ;  ; Ag ; VF-XF ; 20 ; alskr ; 119 
 3566 ; 3 пенса. Великобритания. Георг V ; 1919 ;  ; Ag ; XF+ ; 21 ; bv812 ; 147 
 3567 ; 3 пенса. Великобритания. Георг V ; 1920 ;  ; Ag ; XF- ; 14 ; viktor2205 ; 147 
 3568 ; 3 пенса. Великобритания. Георг V ; 1921 ;  ; Ag ; VF-XF ; 15 ; alskr ; 114 
 3569 ; 3 пенса. Великобритания. Георг V ; 1931 ;  ; Ag ; XF ; 11 ; alskr ; 116 
 3570 ; 3 пенса. Великобритания. Георг V ; 1932 ;  ; Ag ; XF+ ; 25 ; alskr ; 134 
 3571 ; 3 пенса. Великобритания. Георг V ; 1933 ;  ; Ag ; XF ; 16 ; alskr ; 133 
 3572 ; 3 пенса. Великобритания. Георг V ; 1934 ;  ; Ag ; AU ; 30 ; asadovoy ; 728 
 3573 ; 3 пенса. Великобритания. Георг V ; 1935 ;  ; Ag ; AU ; 15 ; Olegas ; 147 
 3574 ; 3 пенса. Великобритания. Георг V ; 1936 ;  ; Ag ; AU ; 15 ; pavel5419 ; 147 
 3575 ; 3 пенса. Великобритания. Георг VI ; 1937 ;  ; Ag ; AU ; 27 ; 83 ; 117 
 3576 ; 3 пенса. Великобритания. Георг VI ; 1938 ;  ; Ag ; XF+ ; 25 ; фёкла ; 114 
 3577 ; 3 пенса. Великобритания. Георг VI ; 1939 ;  ; Ag ; AU ; 29 ; dnjhybr33 ; 148 
 3578 ; 3 пенса. Великобритания. Георг VI ; 1940 ;  ; Ag ; AU ; 35 ; asadovoy ; 450 
 3579 ; 3 пенса. Великобритания. Георг VI ; 1941 ;  ; Ag ; XF+ ; 13 ; pavel5419 ; 153 
 3580 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; AU ; 48 ; Schwer ; 453 
 3581 ; 10 пфеннигов. Данциг ; 1923 ;  ; Cu-Ni ; XF ; 28 ; seger ; 313 
 3582 ; 5 пфеннигов. Данциг ; 1923 ;  ; Cu-Ni ; VF-XF ; 20 ; alskr ; 273 
 3583 ; 5 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; AU ; 54 ; Flagman ; 451 
 3584 ; 2 пфеннига. Данциг ; 1923 ;  ; Br ; XF ; 28 ; brigadir ; 383 
 3585 ; 1 пфенниг. Данциг ; 1937 ;  ; Br ; XF ; 38 ; Schwer ; 310 
 3586 ; 10 филлеров. Венгрия ; 1942 ;  ; Fe ; VF- ; 21 ; Mukoved ; 125 
 3587 ; 10 филлеров. Венгрия ; 1940 ;  ; Fe ; F-VF ; 17 ; av ; 48 
 3588 ; 20 хеллеров. Австрия ; 1916 ;  ; Fe ; F+ ; 9 ; Eddy ; 72 
 3589 ; 2 пфеннига. ФРГ ; 1979G ;  ; Br ; Proof ; 20 ; Garry128 ; 35 
 3590 ; 10 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 19 ; sahakala ; 93 
 3591 ; 2 франка. Франция ; 1923 ;  ; Al/Br ; VF- ; 20 ; floyd40 ; 87 
 3592 ; 1 франк. Франция ; 1922 ;  ; Al/Br ; VF- ; 17 ; Володя ; 105 
 3593 ; 1 мил. Палестина ; 1927 ;  ; Br ; VF ; 18 ; Olegas ; 76 
 3594 ; 6 крейцеров. Бавария ; 1800 ;  ; Ag ; F ; 13 ; miew77 ; 141 
 3595 ; 1 крейцер. Бавария ; 1861 ;  ; Ag ; F+ ; 31 ; viktor2205 ; 133 
 3596 ; 3 пфеннига. Германия, Реусс-Шлейц ; 1850A ;  ; Cu ; F ; 23 ; smel ; 202 
 3597 ; 1 пфенниг. Германия, Шварцбург-Зондерсгаузен ; 1846A ;  ; Cu ; VF ; 35 ; krugerrand ; 347 
 3598 ; 1 хеллер. Франкфурт ; 1850 ;  ; Cu ; VF ; 51 ; voldemar56 ; 323 
 3599 ; 50 миллионов марок. Веймар. Нотгельд Вестфалии. Министр фон Стайн. D-44мм ; 1923 ;  ; Br в Au ; XF- ; 15 ; Jordan ; 1145 
 3600 ; 50 пфенниг. Веймар. Нотгельд Вестфалии. Министр фон Стайн ; 1921 ;  ; Al ; VF-XF ; 23 ; mesv ; 510 
 3601 ; 50 пфеннигов. Германия. Нотгельд города Соест ; 1920 ;  ; Al ; XF+ ; 21 ; mesv ; 371 
 3602 ; 50 пфеннигов. Германия. Нотгельд города Хайдельберг ; ND (1916-1921) ;  ; St ; F-VF ; 14 ; mesv ; 255 
 3603 ; 10 пфеннигов. Германия. Нотгельд города Тале на Харце ; 1918 ;  ; St ; F-VF ; 39 ; zzzzzz ; 306 
 3604 ; 10 пфеннигов. Германия. Нотгельд города Нойвид на Рейне ; 1919 ;  ; St ; F-VF ; 19 ; mesv ; 267 
 3605 ; 10 пфеннигов. Германия. Нотгельд города Альтена ; 1918 ;  ; St ; F-VF ; 17 ; mesv ; 267 
 3606 ; 10 пфеннигов. Германия. Нотгельд города Галле ; 1920 ;  ; St ; F-VF ; 20 ; bondars ; 227 
 3607 ; 5 пфеннигов. Германия. Нотгельд города Бонн ; 1917 ;  ; Zn ; VF ; 22 ; zzzzzz ; 313 
 3508 ; 1 крона. Норвегия ; 1962 ;  ; Cu-Ni ; VF-XF ; 26 ; ferrum ; 57 
 3509 ; 6 пенсов. Великобритания ; 1965 ;  ; Cu-Ni ; VF ; 12 ; sahakala ; 77 
 3510 ; 1 динар. Югославия ; 1965 ;  ; Cu-Ni ; VF+ ; 15 ; bingo71 ; 41 
 3511 ; 1 колон. Коста Рика ; 1983 ;  ; St ; XF ; 21 ; karlgustav ; 57 
 3512 ; 50 лир. Италия ; 1980 ;  ; St ; XF ; 12 ; skifbgtu ; 29 
 3513 ; 1 франк. Франция ; 1948 ;  ; Al ; VF ; 14 ; Garry128 ; 40 
 3514 ; 1 шекель. Израиль ; 20 век ;  ; Cu-Ni ; VF ; 22 ; CHARLI ; 71 
 3515 ; 1 шекель. Израиль ; 20 век ;  ; Cu-Ni ; VF ; 5 ; ASlab ; 31 
 3516 ; 1 шекель. Израиль ; 20 век ;  ; Cu-Ni ; VF-XF ; 12 ; CHARLI ; 80 
 3517 ; 1/2 шекеля. Израиль ; 20 век ;  ; Cu-Ni ; XF ; 16 ; CHARLI ; 59 
 3518 ; 1/2 шекеля. Израиль ; 20 век ;  ; Cu-Ni ; VF+ ; 15 ; Серж PirGS ; 57 
 3519 ; 1 песет. Испания ; 1937 ;  ; Латунь ; VF+ ; 17 ; ppp ; 75 
 3520 ; 50 сентимос. Испания ; 1937 ;  ; Cu ; AU ; 42 ; off ; 385 
 3521 ; 25 сентимос. Испания ; 1925 ;  ; Cu-Ni ; XF ; 52 ; off ; 312 
 3522 ; 25 сентимос. Испания ; 1927 ;  ; Cu-Ni ; XF- ; 44 ; off ; 319 
 3523 ; 25 сентимос. Испания ; 1934 ;  ; Cu-Ni ; AU ; 32 ; off ; 385 
 3524 ; 25 сентимос. Испания ; 1937 ;  ; Cu-Ni ; AU ; 42 ; off ; 319 
 3525 ; 5 сентимос. Испания ; 1937 ;  ; Fe ; XF+ ; 36 ; off ; 334 
 3526 ; 1 йена. Япония ; 1948-1950 ;  ; Латунь ; AU ; 23 ; kgu ; 242 
 3527 ; 50 сен. Япония ; 1947-1948 ;  ; Латунь ; AU ; 7 ; bob310767 ; 79 
 3528 ; Сен. Япония ; 1916-1924 ;  ; Br ; VF+ ; 27 ; off ; 92 
 3529 ; 10 сен. Япония ; 1927-1932 ;  ; Cu-Ni ; VF- ; 15 ; Slavinator ; 49 
 3530 ; 10 сен. Япония ; 1945-1946 ;  ; Al ; XF ; 25 ; Sky2 ; 242 
 3531 ; 5 сен. Япония ; 1940-1943 ;  ; Al ; VF+ ; 16 ; Володя ; 51 
 3532 ; 5 сен. Япония ; 1920-1923 ;  ; Cu-Ni ; VF- ; 12 ; vc57 ; 79 
 3533 ; 100 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; XF+ ; 25 ; viktor2205 ; 1101 
 3534 ; 50 крон. Чехословакия. Юбилей 70 лет Сталину ; 1949 ;  ; Ag ; AU ; 24 ; 83 ; 935 
 3535 ; 10 эре. Дания ; 1907 ;  ; Ag ; XF ; 29 ; alexnn ; 365 
 3536 ; 10 эре. Дания ; 1910 ;  ; Ag ; XF- ; 23 ; vc57 ; 357 
 3537 ; 1/4 гульдена. Нидерландская Индия ; 1941S ;  ; Ag ; AU ; 18 ; sax ; 240 
 3538 ; 1/10 гульдена. Нидерландская Индия ; 1920 ;  ; Ag ; VF- ; 29 ; aziya11 ; 57 
 3539 ; 1/10 гульдена. Нидерландская Индия ; 1928 ;  ; Ag ; VF- ; 17 ; aziya11 ; 81 
 3540 ; 1/10 гульдена. Нидерландская Индия ; 1938 ;  ; Ag ; AU ; 18 ; Schwer ; 187 
 3541 ; 1/10 гульдена. Нидерландская Индия ; 1941S ;  ; Ag ; AU ; 11 ; Schwer ; 179 
 3542 ; 1/10 гульдена. Нидерландская Индия ; 1942S ;  ; Ag ; AU ; 6 ; sax ; 200 
 3543 ; 1 эре. Швеция ; 1763 ;  ; Cu ; VF+ ; 42 ; karlgustav ; 501 
 3544 ; 2 кроны. Дания ; 1925 ;  ; Al/Br ; VF- ; 31 ; floyd40 ; 136 
 3545 ; 5 эре. Швеция ; 1881 ;  ; Br ; VF ; 12 ; karlgustav ; 101 
 3546 ; 5 эре. Швеция ; 1882 ;  ; Br ; F+ ; 16 ; karlgustav ; 82 
 3547 ; 5 эре. Швеция ; 1895 ;  ; Br ; VF- ; 16 ; karlgustav ; 101 
 3548 ; 5 эре. Швеция ; 1898 ;  ; Br ; VF+ ; 43 ; ZIMOGOR ; 104 
 3549 ; 5 эре. Швеция ; 1899 ;  ; Br ; VF- ; 8 ; karlgustav ; 101 
 3550 ; 5 эре. Швеция ; 1901 ;  ; Br ; VF ; 48 ; Garry128 ; 67 
 3551 ; 5 эре. Швеция ; 1905 ;  ; Br ; VF ; 27 ; tss ; 104 
 3552 ; 5 эре. Швеция ; 1936 ;  ; Br ; VF-XF ; 16 ; Володя ; 46 
 3553 ; 5 эре. Швеция ; 1937 ;  ; Br ; VF-XF ; 12 ; floyd40 ; 46 
 3554 ; 5 эре. Швеция ; 1942 ;  ; Br ; VF-XF ; 16 ; Magger ; 64 
 3555 ; 2 эре. Швеция ; 1937 ;  ; Br ; VF-XF ; 32 ; Володя ; 56 
 3556 ; 1 рупия. Цейлон ; 1982 ;  ; Cu-Ni ; VF+ ; 18 ; д166 ; 123 
 3557 ; 1 крона. Дания ; 1968 ;  ; Cu-Ni ; VF+ ; 22 ; ferrum ; 46 
 3458 ; 100 лир. Ватикан ; 1960 ;  ; St ; XF ; 13 ; CHARLI ; 80 
 3459 ; 20 чентезимо. Италия ; 1941 ;  ; St ; XF ; 19 ; derevnya22 ; 102 
 3460 ; 100 песет. Испания ; 1999 ;  ; Латунь ; XF- ; 8 ; molodes ; 57 
 3461 ; 100 песет. Испания ; 1984 ;  ; Латунь ; XF ; 5 ; Garry128 ; 34 
 3462 ; 100 песет. Испания ; 1993 ;  ; Латунь ; VF ; 7 ; alskr ; 57 
 3463 ; 1 доллар. Австралия ; 1984 ;  ; Латунь ; XF ; 11 ; tigris ; 102 
 3464 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; XF+ ; 5 ; Magger ; 49 
 3465 ; 2 евро Финляндия. 200 лет Банку Финляндии ; 2011 ;  ; Би/м ; XF- ; 21 ; rik ; 126 
 3466 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF ; 24 ; idp2012 ; 140 
 3467 ; 1 бирр. Эфиопия ;  ;  ; Би/м ; XF ; 5 ; simon56 ; 70 
 3468 ; 1000 лир. Италия ; 1998 ;  ; Би/м ; AU ; 22 ; МНП68 ; 102 
 3469 ; 1 крона. Швеция ; 1964 ;  ; Ag ; XF ; 14 ; dnjhybr33 ; 136 
 3470 ; 1 крона. Швеция ; 1962 ;  ; Ag ; XF ; 17 ; dnjhybr33 ; 136 
 3471 ; 1 крона. Швеция ; 1944 ;  ; Ag ; VF ; 13 ; dnjhybr33 ; 131 
 3472 ; 1 крона. Швеция ; 1954 ;  ; Ag ; VF ; 11 ; ReSeRVeD ; 122 
 3473 ; 25 эре. Швеция ; 1940 ;  ; Ag ; VF+ ; 21 ; tss ; 113 
 3474 ; 2 лева. Болгария. Космос ; 1988 ;  ; Cu-Ni ; Proof ; 23 ; ВЯЗ ; 123 
 3475 ; 2 лева. Болгария. Гребля ; 1989 ;  ; Cu-Ni ; Proof ; 7 ; Slavinator ; 94 
 3476 ; 5 лева. Болгария. Металлургический комбинат ; 1988 ;  ; Cu-Ni ; Proof ; 15 ; valent77 ; 124 
 3477 ; 5 лева. Болгария. Васил Априлов ; 1989 ;  ; Cu-Ni ; Proof ; 16 ; av45621 ; 93 
 3478 ; 50 гирш. Судан. ФАО ; 1972 ;  ; Cu-Ni ; XF ; 21 ; велко ; 114 
 3479 ; 1 лек. Албания ; 1926 ;  ; Ni ; F-VF ; 23 ; antiquar ; 71 
 3480 ; 1 лек. Албания ; 1927 ;  ; Ni ; F-VF ; 15 ; antiquar ; 78 
 3481 ; 1 лек. Албания ; 1930 ;  ; Ni ; F-VF ; 24 ; antiquar ; 102 
 3482 ; 1 лек. Албания ; 1931 ;  ; Ni ; F-VF ; 19 ; antiquar ; 67 
 3483 ; 100 лек. Албания ; 2000 ;  ; Би/м ; AU ; 30 ; bv812 ; 155 
 3484 ; 5 крон. Дания ; 1961 ;  ; Cu-Ni ; XF+ ; 16 ; denisok69 ; 49 
 3485 ; 1 динар. Югославия ; 1994 ;  ; Латунь ; AU ; 17 ; tpls ; 72 
 3486 ; 2 евро. Словакия. 20 лет Независимости ; 2009 ;  ; Би/м ; AU ; 32 ; markvit ; 200 
 3487 ; 2 евро. Словакия. 20 лет Вишеградской группы ; 2011 ;  ; Би/м ; AU ; 30 ; Шурипок ; 181 
 3488 ; 5 крон. Словакия ; 1939 ;  ; Cu-Ni ; VF+ ; 14 ; av45621 ; 73 
 3489 ; 5 центов. Бельгийское Конго ; 1888 ;  ; Cu ; VF+ ; 19 ; Olegas ; 567 
 3490 ; 50 центов. Австралия ; 2002 ;  ; Cu-Ni ; VF- ; 26 ; olga42 ; 153 
 3491 ; 50 центов. Австралия ; 2001 ;  ; Cu-Ni ; VF- ; 19 ; olga42 ; 79 
 3492 ; 50 центов. Австралия ; 2000 ;  ; Cu-Ni ; VF- ; 30 ; olga42 ; 153 
 3493 ; 50 центов. Австралия ; 1998 ;  ; Cu-Ni ; VF- ; 16 ; brat52 ; 79 
 3494 ; 50 центов. Австралия ; 2005 ;  ; Cu-Ni ; VF+ ; 19 ; olga42 ; 204 
 3495 ; 50 центов. Австралия ; 1994 ;  ; Cu-Ni ; VF- ; 27 ; olga42 ; 114 
 3496 ; 50 центов. Австралия ; 2005 ;  ; Cu-Ni ; VF ; 20 ; rbmamba ; 87 
 3497 ; 50 центов. Австралия ; 2004 ;  ; Cu-Ni ; VF- ; 19 ; olga42 ; 125 
 3498 ; 50 центов. Австралия ; 1977 ;  ; Cu-Ni ; VF ; 25 ; rbmamba ; 102 
 3499 ; 20 центов. Австралия. На свадьбу принца Вильяма и Кетрин Мидлтон ; 2011 ;  ; Cu-Ni ; AU ; 32 ; Шурипок ; 142 
 3500 ; 2 фунта. Великобритания ; 1999 ;  ; Би/м ; AU ; 25 ; фёкла ; 315 
 3501 ; 2 фунта. Великобритания ; 2003 ;  ; Би/м ; AU ; 28 ; фёкла ; 313 
 3502 ; 2 фунта. Великобритания ; 2009 ;  ; Би/м ; AU ; 31 ; фёкла ; 310 
 3503 ; 2 фунта. Великобритания ; 1986 ;  ; Лат ; XF+ ; 26 ; sahakala ; 281 
 3504 ; 2, 5 песете. Испания ; 1953 ;  ; Al/Br ; VF-XF ; 8 ; ИЮМов1 ; 46 
 3505 ; 50 франков. Бельгия ; 1987 ;  ; Cu-Ni ; XF- ; 26 ; molodes ; 72 
 3506 ; 5 эре. Дания ; 1968 ;  ; Br ; XF ; 9 ; allur65 ; 17 
 3507 ; 50 песет. Испания ; 1975 ;  ; Cu-Ni ; VF ; 15 ; ASlab ; 41 
 3408 ; 50 геллеров. Чехия, Богемия и Моравия ; 1941 ;  ; Zn ; VF ; 13 ; Володя ; 53 
 3409 ; 5 евроцентов. Германия ; 2012F ;  ; St/Zn ; AU ; 15 ; ship-nik ; 31 
 3410 ; 1 евроцент. Германия ; 2012G ;  ; St/Zn ; AU ; 5 ; solder13 ; 13 
 3411 ; 1 евроцент. Германия ; 2011A ;  ; St/Zn ; AU ; 11 ; .gk ; 11 
 3412 ; 1 евроцент. Германия ; 2012G ;  ; St/Zn ; AU ; 6 ; solder13 ; 14 
 3413 ; 10 центов. Нидерланды ; 1915 ;  ; Ag ; F ; 7 ; t_v_v ; 38 
 3414 ; 20 пенни. Финляндия ; 1963 ;  ; Al/Br ; XF ; 11 ; ASlab ; 59 
 3415 ; 1/2 цента. Нидерланды ; 1936 ;  ; Br ; XF ; 13 ; В1951 ; 90 
 3416 ; 1/2 новой пенни. Гернси ; 1971 ;  ; Br ; VF ; 5 ; 542 ; 45 
 3417 ; 1 добль. Гернси ; 1933 ;  ; Br ; VF+ ; 17 ; Northman ; 204 
 3418 ; 50 сентесимо. Уругвай ; 1943 ;  ; Ag ; AU ; 38 ; bv812 ; 255 
 3419 ; 10 сентаво. Мексика ; 1926 ;  ; Ag ; VF+ ; 11 ; max2008 ; 155 
 3420 ; 5 сентаво. Мексика ; 1904 ;  ; Ag ; VF ; 12 ; vc57 ; 184 
 3421 ; 20 сентаво. Мексика ; 1921 ;  ; Ag ; VF-XF ; 15 ; vc57 ; 164 
 3422 ; 50 бани. Румыния ; 1910 ;  ; Ag ; VF ; 17 ; vb96 ; 156 
 3423 ; Монета Восток ;  ;  ; Cu ; F ; 20 ; Sterh ; 309 
 3424 ; 2 эре. Дания ; 1929 ;  ; Br ; VF+ ; 24 ; Komod ; 46 
 3425 ; 10 эре. Дания ; 1926 ;  ; Cu-Ni ; VF ; 21 ; av ; 53 
 3426 ; 1 чентезимо. Италия ; 1895 ;  ; Cu ; VF ; 29 ; Mukoved ; 137 
 3427 ; 5 лепт. Греция ; 1912 ;  ; Cu-Ni ; VF+ ; 17 ; drmpavlov ; 98 
 3428 ; 5 франков. Бельгия ; 1939 ;  ; Cu-Ni ; VF ; 18 ; Garry128 ; 45 
 3429 ; 2 сентаво. Аргентина ; 1890 ;  ; Cu ; VF ; 18 ; Johnny Walker ; 204 
 3430 ; 10 сантимов. Амьен ; 1921 ;  ; Al ; F ; 23 ; alskr ; 78 
 3431 ; 2 франка. Монако ; ND ;  ; Al ; VF ; 16 ; Notgelder ; 67 
 3432 ; 1 цент. Французский Индо-Китай ; 1885 ;  ; Cu ; VF ; 23 ; HARDCOROV ; 278 
 3433 ; 5 драхм. Греция ; 1930 ;  ; Cu-Ni ; VF ; 22 ; Володя ; 46 
 3434 ; Монетовидный жетон. Футбол. Юнисеф ; 2011 ;  ; Ж/м ; AU ; 7 ; krugerrand ; 67 
 3435 ; 1/2 пенни. Великобритания ; 1879 ;  ; Cu ; VF- ; 21 ; Olegas ; 163 
 3436 ; 5 бани. Румыния ; 1882 ;  ; Cu ; VF+ ; 23 ; кве ; 434 
 3437 ; 10 франков. Монако ; 1996 ;  ; Би/м ; XF ; 32 ; Стрепет ; 220 
 3438 ; 1 цент. Цейлон ; 1925 ;  ; Br ; VF+ ; 32 ; Olegas ; 204 
 3439 ; 5 центов. Восточная Африка ; 1942 ;  ; Br ; VF ; 11 ; bingo71 ; 148 
 3440 ; 1 цент. Канада ; 1918 ;  ; Br ; VF+ ; 18 ; floyd40 ; 123 
 3441 ; 2 франка. Монако ; ND ;  ; Al/Br ; XF ; 17 ; Notgelder ; 152 
 3442 ; 2 лей. Румыния ; 1924 ;  ; Cu-Ni ; VF ; 26 ; av ; 68 
 3443 ; 100 франков. Монако ; 1956 ;  ; Cu-Ni ; XF ; 8 ; ZIMOGOR ; 105 
 3444 ; 1 доллар. США ; 1976D ;  ; Cu-Ni ; XF ; 11 ; ValZay ; 113 
 3445 ; 1 доллар. США ; 1979 ;  ; Cu-Ni ; XF+ ; 8 ; pioner ; 102 
 3446 ; 1/2 доллара. США ; 1988D ;  ; Cu-Ni ; XF+ ; 14 ; pioner ; 53 
 3447 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; XF+ ; 11 ; Garry128 ; 46 
 3448 ; 1/2 доллара. США ; 1976 ;  ; Cu-Ni ; XF+ ; 18 ; Володя ; 73 
 3449 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; VF-XF ; 7 ; Володя ; 50 
 3450 ; 1 доллар. США. Сакагавеа ; 2000P ;  ; Cu-Ni-Zn ; AU ; 11 ; pioner ; 114 
 3451 ; 5 крон. Дания ; 1961 ;  ; Cu-Ni ; XF ; 10 ; molodes ; 45 
 3452 ; 200 песет. Испания ; 1991 ;  ; Cu-Ni ; VF ; 7 ; Rodger ; 61 
 3453 ; 5 крон. Швеция ; 1972 ;  ; Cu-Ni ; VF-XF ; 17 ; SPQR ; 116 
 3454 ; 2 марки. ФРГ ; 1969J ;  ; Cu-Ni ; VF+ ; 33 ; ВМШ ; 255 
 3455 ; 5 марок. Эстония ; 1924 ;  ; Cu-Ni ; VF ; 21 ; tss ; 512 
 3456 ; 50 пенсов. Великобритания ; 1969 ;  ; Cu-Ni ; VF ; 9 ; Garry128 ; 72 
 3457 ; 2 доллара. Гон-Конг ; 1998 ;  ; Cu-Ni ; VF ; 7 ; 542 ; 57 
 3358 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 20 ; aziya11 ; 82 
 3359 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 14 ; aziya11 ; 80 
 3360 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 13 ; aziya11 ; 80 
 3361 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 12 ; aziya11 ; 80 
 3362 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 13 ; Garry128 ; 84 
 3363 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 11 ; aziya11 ; 80 
 3364 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 8 ; Jordan ; 84 
 3365 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 13 ; molodes ; 83 
 3366 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 11 ; aziya11 ; 80 
 3367 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 11 ; aziya11 ; 80 
 3368 ; 50 драм. Армения. Регионы ; 2012 ;  ; Латунь ; AU ; 12 ; aziya11 ; 80 
 3369 ; 1 пенни. Великобритания ; 1931 ;  ; Br ; F-VF ; 25 ; noobasik ; 55 
 3370 ; 200 лир. Италия ; 1992 ;  ; Al/Br ; VF-XF ; 7 ; Komod ; 46 
 3371 ; 1 сентим. Андорра. ФАО ; 1999 ;  ; Al ; AU ; 9 ; mefody73 ; 45 
 3372 ; 2 злотых. Польша. Чемпионат мира по футболу Корея-Япония ; 2002 ;  ; Латунь ; AU ; 15 ; mefody73 ; 82 
 3373 ; 2 злотых. Польша. Улан II МВ ; 2011 ;  ; Латунь ; AU ; 19 ; michael ; 114 
 3374 ; 2 злотых. Польша. Рыцарь 15в ; 2007 ;  ; Латунь ; AU ; 8 ; michael ; 150 
 3375 ; 2 злотых. Польша. Художник Тодеуш Маковский ; 2005 ;  ; Латунь ; AU ; 8 ; arodionchev ; 102 
 3376 ; 2 злотых. Польша. Поэт Сбигнев Херберт ; 2008 ;  ; Латунь ; AU ; 6 ; arodionchev ; 102 
 3377 ; 1/2 доллара. США. Франклин ; 1963 ;  ; Ag ; AU ; 78 ; 83 ; 1020 
 3378 ; 1/2 доллара. США. Кеннеди ; 1964 ;  ; Ag ; AU ; 42 ; Sky2 ; 510 
 3379 ; 10 пенни. Финляндия ; 1927 ;  ; Cu ; VF+ ; 19 ; П.А.Н. ; 21 
 3380 ; 10 пенни. Финляндия ; 1928 ;  ; Cu ; VF+ ; 14 ; noobasik ; 24 
 3381 ; 10 пенни. Финляндия ; 1929 ;  ; Cu ; VF+ ; 5 ; sahakala ; 36 
 3382 ; 10 пенни. Финляндия ; 1930 ;  ; Cu ; VF-XF ; 13 ; noobasik ; 31 
 3383 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; VF-XF ; 5 ; Magger ; 36 
 3384 ; 10 пенни. Финляндия ; 1939 ;  ; Cu ; VF-XF ; 12 ; derevnya22 ; 26 
 3385 ; 10 пенни. Финляндия ; 1940 ;  ; Cu ; VF+ ; 5 ; ASlab ; 33 
 3386 ; 5 пенни. Финляндия ; 1920 ;  ; Cu ; VF-XF ; 7 ; Magger ; 45 
 3387 ; 5 пенни. Финляндия ; 1922 ;  ; Cu ; VF-XF ; 6 ; П.А.Н. ; 13 
 3388 ; 5 пенни. Финляндия ; 1927 ;  ; Cu ; VF+ ; 10 ; noobasik ; 22 
 3389 ; 5 пенни. Финляндия ; 1929 ;  ; Cu ; F+ ; 4 ; alex995 ; 6 
 3390 ; 5 пенни. Финляндия ; 1930 ;  ; Cu ; XF- ; 11 ; Magger ; 26 
 3391 ; 5 пенни. Финляндия ; 1932 ;  ; Cu ; XF- ; 15 ; Володя ; 22 
 3392 ; 5 пенни. Финляндия ; 1934 ;  ; Cu ; XF- ; 5 ; Magger ; 13 
 3393 ; 5 пенни. Финляндия ; 1935 ;  ; Cu ; VF-XF ; 12 ; Komod ; 31 
 3394 ; 5 пенни. Финляндия ; 1936 ;  ; Cu ; VF+ ; 8 ; Magger ; 26 
