 5893 ; Открытка ;  ;  ;  ;  ; 19 ; SWRUS ; 91 
 5069 ; 50 рублей ; 1918 ; Сибирский кредитный билет.Правительство Центросибири ;  ;  ; 45 ; etwar55 ; 2593 
 5070 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 26 ; Sinbad69 ; 1326 
 5071 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; iustas ; 293 
 5072 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; iustas ; 227 
 5073 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 13 ; carre ; 308 
 5074 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 37 ; Dimitr1 ; 773 
 5075 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; iustas ; 306 
 5076 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 17 ; Vivian ; 830 
 5077 ; 3 рубля ; 1918 ;  ;  ;  ; 26 ; Serjd ; 206 
 5078 ; 250 рублей ; 1918 ;  ;  ;  ; 14 ; Chatsky ; 331 
 5079 ; 5000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; Serjd ; 612 
 5080 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ; AU ; 27 ; alex09-63 ; 276 
 5081 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 13 ; слива ; 230 
 5082 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 7 ; malva2 ; 1145 
 5083 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; malva2 ; 1122 
 5084 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 13 ; Serjd ; 521 
 5085 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 20 ; Serjd ; 563 
 5086 ; 10 рублей ; 1919 ; Грузия ;  ;  ; 65 ; Sinbad69 ; 478 
 5087 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; kornum ; 306 
 5088 ; 1000 рублей ; 1919 ;  ;  ;  ; 39 ; Sinbad69 ; 998 
 5089 ; 10000 рублей ; 1919 ;  ;  ;  ; 40 ; Матроскин ; 251 
 5090 ; 5000 рублей ; 1919 ;  ;  ;  ; 16 ; bakhanyonok ; 370 
 5091 ; 5000 рублей ; 1919 ;  ;  ;  ; 10 ; bakhanyonok ; 370 
 5092 ; 10000 рублей ; 1919 ;  ;  ;  ; 13 ; Икстаб ; 254 
 5093 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 14 ; chingizhan ; 561 
 5094 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 23 ; Serjd ; 650 
 5095 ; 1 рубль ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 21 ; lupus47 ; 921 
 5096 ; 3000 рублей. Благовещенск ; 1920 ;  ;  ;  ; 72 ; прохожий ; 6381 
 5097 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 40 ; taa ; 560 
 5098 ; 25 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 30 ; sovmin ; 939 
 5099 ; 1 рубль ; 1920 ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 34 ; taa ; 651 
 5100 ; 100 рублей ; 1920 ;  ;  ;  ; 49 ; sovmin ; 950 
 5101 ; 500 рублей ; 1920 ;  ;  ;  ; 22 ; carre ; 260 
 5102 ; 250 рублей ; 1920 ;  ;  ;  ; 22 ; Chatsky ; 306 
 5103 ; 500 рублей ; 1920 ;  ;  ;  ; 25 ; Dimitr1 ; 408 
 5104 ; 100 рублей. Благовещенск ; 1920 ;  ;  ;  ; 32 ; Виктор Михайлович ; 1428 
 5105 ; 1000 рублей. Благовещенск ; 1920 ;  ;  ;  ; 35 ; Виктор Михайлович ; 2142 
 5106 ; 500 рублей. Благовещенск ; 1920 ;  ;  ;  ; 38 ; bonist-3A ; 3818 
 5107 ; 1000 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 39 ; Serjd ; 1218 
 5108 ; 1000 рублей. Сцепка из 3 шт ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 40 ; Emv ; 207 
 5109 ; 100 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 41 ; Serjd ; 1050 
 5110 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 17 ; malva2 ; 1105 
 5111 ; 1000 рублей ; 1923 ; Закавказье ;  ; AU ; 35 ; Один54 ; 1252 
 5112 ; 5 рублей ; 1925 ; Гос.казначейские билеты СССР ;  ;  ; 25 ; магаз ; 3264 
 5113 ; 3 рубля ; 1934 ; Гос.казначейские билеты ;  ;  ; 5 ; вэл ; 203 
 5114 ; 1 червонец ; 1937 ; Билет ;  ;  ; 15 ; chingizhan ; 541 
 5115 ; 1 червонец ; 1937 ; Билет ;  ;  ; 45 ; Блюхер ; 255 
 5116 ; 1 червонец ; 1937 ; Билет ;  ;  ; 17 ; evlampin ; 284 
 5117 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 24 ; Chatsky ; 230 
 5018 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; plotnik ; 223 
 5019 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; plotnik ; 74 
 5020 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; tar ; 77 
 5021 ; Лот бон России. 5 рублей. 4шт ; 1909 ;  ;  ;  ; 20 ; ga2012 ; 167 
 5022 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; ialaiola ; 50 
 5023 ; 10 рублей ; 1909 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 50 ; Ustin ; 1696 
 5024 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 50 ; Dell013 ; 211 
 5025 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; Serjd ; 61 
 5026 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Dell013 ; 68 
 5027 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Lfb3 ; 306 
 5028 ; Лот бон России. 10 рублей. 2 шт ; 1909 ;  ;  ;  ; 17 ; Serjd ; 243 
 5029 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 30 ; огонь71 ; 187 
 5030 ; 10 марок золотом ; 1909 ; Финляндия билет ;  ;  ; 90 ; num ; 2131 
 5031 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; plotnik ; 465 
 5032 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; Виктор Михайлович ; 327 
 5033 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; jekkie ; 610 
 5034 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; plotnik ; 661 
 5035 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; ialaiola ; 181 
 5036 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Алекс2007 ; 608 
 5037 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 39 ; Матроскин ; 308 
 5038 ; 500 рублей ; 1912 ; Шипов 1912 г.Вод.зн.перевернуты. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; assesor ; 1033 
 5039 ; 3 копейки. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 8 ; тюря ; 283 
 5040 ; 10 копеек. Квартблок ; 1915 ; Деньги-марки ;  ;  ; 41 ; chingizhan ; 819 
 5041 ; 20 копеек. Квартблок ; 1915 ; Деньги-марки ;  ; AU ; 5 ; Meshok ; 254 
 5042 ; 20 копеек. Сцепка из 4 шт ; 1915 ; Деньги-марки ;  ;  ; 14 ; persik ; 160 
 5043 ; Лот бон России. 10,15 коп. 2 шт ; 1915 ;  ;  ;  ; 54 ; kornum ; 165 
 5044 ; Лот бон России. 50,5,1 коп. 3 шт ; 1915 ;  ;  ;  ; 53 ; Fasty ; 181 
 5045 ; Лот бон России. 50 коп. 4 шт ; 1915 ;  ;  ;  ; 20 ; Атлантик ; 88 
 5046 ; 20 рублей ;  ; Денежные знаки ;  ;  ; 16 ; look12 ; 26 
 5047 ; 10 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 38 ; lupus47 ; 890 
 5048 ; 5 копеек ;  ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 40 ; lupus47 ; 916 
 5049 ; 50 копеек ;  ;  ;  ;  ; 18 ; Emv ; 105 
 5050 ; 2 копейки. Сцепка из 4 шт ; 1917 ; Деньги-марки ;  ;  ; 34 ; lupus47 ; 693 
 5051 ; 1 марка. Финляндия ; 1916 ;  ;  ; AU ; 57 ; num ; 3003 
 5052 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 15 ; Chatsky ; 126 
 5053 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 45 ; Jannet ; 453 
 5054 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; ialaiola ; 91 
 5055 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 13 ; Chatsky ; 100 
 5056 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 11 ; Атлантик ; 100 
 5057 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; susluc ; 1300 
 5058 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 23 ; ястреб ; 152 
 5059 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 35 ; 1gold ; 170 
 5060 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; topotun ; 138 
 5061 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; Jannet ; 357 
 5062 ; 25 пенни. Финляндия ; 1918 ;  ;  ; AU ; 13 ; Meshok ; 410 
 5063 ; 50 пенни. Финляндия ; 1918 ;  ;  ;  ; 9 ; evlampin ; 189 
 5064 ; 250 рублей ; 1918 ; Краткоср.обязательства КОМУЧ ;  ;  ; 41 ; Sinbad69 ; 4305 
 5065 ; 1 рубль ; 1918 ; Областной кредитный билет Урала. ;  ;  ; 18 ; Slavinator ; 155 
 5066 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 32 ; Serjd ; 308 
 5067 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 18 ; iustas ; 430 
 3601 ; Лот монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2002 ;  ; Би/м,Cu/St,Лат. ; AU ; 9 ; Макай ; 352 
 3602 ; Лот монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (5 шт.) + жетон. Упаковка, сертификат ; 1988 ;  ; Cu-Ni,Br,Ж/м ; Unc ; 62 ; shelbyroush ; 386 
 3603 ; Лот монет Испании: 100,50,25,5,1 песета, 50 сентимо (6 шт.) Буклет ; 1975 ;  ; Cu-Ni,Cu/Al/Ni, ; AU ; 84 ; d1076 ; 565 
 3604 ; Лот монет Канады: 1 доллар, 50,25,10,5,1 цент (6 шт.) Упаковка ; 1965 ;  ; Ni,Br,Ag ; AU ; 15 ; vk1 ; 1111 
 3605 ; 1 доллар. США + жетон. Упаковка ; 1971 ;  ; Ag, пластик ; AU ; 22 ; Meshok ; 614 
 3606 ; Набор жетон + монеты Парагвай ЧМ по футболу ; 2006 ;  ; Ag,ж/м ; Unc ; 36 ; прохожий ; 752 
 3607 ; Лот монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (5 шт.) + жетон. Упаковка ; 1964 ;  ; Ag,Cu-Ni,Br ; Unc ; 19 ; buhar1956 ; 1661 
 3608 ; Лот монет Гватемалы: 25,10,5,1 сентаво. (4 шт.). Упаковка нарушена ; 1993-1994 ;  ; Лат.,Cu-Ni ; Unc ; 20 ; юрий73 ; 138 
 3609 ; Лот монет Югославия: 5,2,1 динар (3 шт.) Упаковка нарушена ; 1992 ;  ; Cu-Zn ; AU ; 26 ; Meshok ; 416 
 3610 ; Лот монет Канады: 1 доллар, 50,25,10,5,1 цент (6 шт.) ; 1973 ;  ; Ni,Br ; AU ; 11 ; Meshok ; 203 
 3611 ; Лот монет Сан-Марино: 500,100,50,20,10,5,2,1 лира (8 шт.) Упаковка ; 1975 ;  ; Al,Ag,Al/Br ; AU ; 11 ; Meshok ; 816 
 3612 ; Лот иностранных монет: 5 шт. ; 1955-1967 ;  ; Лат,Al,Br ; XF+ ; 109 ; YAV71 ; 245 
 3613 ; Лот монет Кубы: 1 песо, 50,25,10,5,1 сентаво (6 шт.) ; 2008-2017 ;  ; St/Ni,Cu/St ; AU ; 25 ; kost ; 160 
 3614 ; Лот иностранных монет: 11 шт. Отверстие, напайки ;  ;  ; Ag,Br ; VG/VF- ; 36 ; Мapина ; 567 
 3615 ; Лот монет Казахстана: 50,20,10,5,2 тиын (5 шт.) ; 1993 ;  ; Zn/Лат ; XF/AU ; 25 ; Foxes ; 134 
 3616 ; Лот иностранных монет: 4 шт. ;  ;  ; Al,Би/м,St,Жм ; F/XF ; 23 ; Папа Свин ; 126 
 3617 ; Лот иностранных монет: 15 шт. Отверстия, напайки ;  ;  ; Ag,Br ; G/VF ; 33 ; Мapина ; 1471 
 3618 ; Лот иностранных монет: 6 шт. Отверстия, напайки ; 1805-1949 ;  ; Ag ; VG/F ; 58 ; юрий73 ; 2392 
 3619 ; Лот евроцентов: 4шт ;  ;  ; Al/Br ; XF+ ; 18 ; страус ; 50 
 3620 ; Лот монет Казахстана: 10,5,3,1 тенге (4 шт.) ; 1993 ;  ; Cu-Ni ; AU ; 37 ; ochernishev ; 567 
 3621 ; Лот иностранных монет: 4 шт. ; 1872-1973 ;  ; Cu,AlAl/BrCu-Ni ; F/VF+ ; 17 ; Масясик ; 59 
 3622 ; Лот иностранных монет: 8 шт. ; 1867-1967 ;  ; Ag ; F/XF ; 44 ; юрий73 ; 1095 
 3623 ; Лот иностранных монет: 7 шт. ;  ;  ; Cu-Ni,Al,St/Ni ; VF/XF ; 13 ; js0000 ; 36 
 3624 ; Лот монет Узбекистана: 50,20,10,5,3,1 тийин (6 шт.) ; 1994 ;  ; St/Ni,St/Лат ; XF/XF+ ; 34 ; js0000 ; 124 
 3625 ; Лот иностранных монет: 3 шт. ; 1953-2008 ;  ; St/Ni,Cu/St,Br ; XF/AU ; 17 ; Marcus Volturi ; 47 
 3626 ; Лот иностранных монет: 2 шт. ; 1968-2009 ;  ; Al,Cu-Ni ; VF+/XF ; 11 ; rusin ; 25 
 3627 ; Лот монет ГДР: 1 марка, 50,10,5,1 пфенниг (16 шт.) ; 1948-1978 ;  ; Al ; VF/XF ; 17 ; птичка16 ; 82 
 3628 ; Лот монет Индии: 5шт ;  ;  ; Cu ; VG ; 33 ; YAV71 ; 186 
 3629 ; Лот монет Германии, Веймар, Куба (5шт) ; 1916-1943 ;  ; Al/Br,Fe ; VF/VF+ ; 19 ; YAV71 ; 204 
 3630 ; Лот монет Швеции: 4шт ;  ;  ; Br,Al/Br ; XF ; 17 ; js0000 ; 61 
 3631 ; Лот монет Израиля: 20 шт. ;  ;  ; Al,Cu-Ni,Al/Br ; VF/XF ; 16 ; OBITUARY ; 102 
 3632 ; Лот монет Узбекистана: 10,5,1 сум (3 шт.) ; 1997-2001 ;  ; St/Ni ; VF/XF ; 19 ; alex62 ; 93 
 3633 ; Лот евроцентов: 5шт ;  ;  ; Лат ; XF ; 13 ; страус ; 84 
 5001 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; жених ; 149 
 5002 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; Виктор Михайлович ; 105 
 5003 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; Мурзик ; 101 
 5004 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; Мурзик ; 101 
 5005 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 7 ; ialaiola ; 83 
 5006 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 25 ; lupus47 ; 609 
 5007 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 14 ; judge ; 432 
 5008 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 5 ; evlampin ; 79 
 5009 ; 50 рублей ; 1899 ; Тимашев 1903. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 41 ; bonist-3A ; 13770 
 5010 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; огонь71 ; 105 
 5011 ; 3 рубля ; 1905 ; Тимашев. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; Ustin ; 888 
 5012 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; ialaiola ; 108 
 5013 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; огонь71 ; 108 
 5014 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 5 ; Meshok ; 53 
 5015 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 3 ; Meshok ; 50 
 5016 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 11 ; ialaiola ; 50 
 5017 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 9 ; Виктор Михайлович ; 72 
 3551 ; 5 гривен Украина. Черниговская обл ; 2017 ;  ; Би/м ; AU ; 13 ; KRASLAVA ; 258 
 3552 ; 2 гривны. Украина. Жаботинский ; 2018 ;  ; Cu-Ni ; AU ; 8 ; torbey ; 177 
 3553 ; 1 рубль. Приднестровский Республиканский банк ; 2015 ;  ; Cu-Ni ; AU ; 42 ; val211 ; 60 
 3554 ; 2 гривны. Украина. Зимняя олимпиада ; 2018 ;  ; Cu-Ni ; AU ; 17 ; torbey ; 254 
 3555 ; 1/4 доллара. США ; 2017 ;  ; Cu-Ni ; AU ; 29 ; *T*T*T* ; 45 
 3556 ; 1/4 доллара. США ; 2017 ;  ; Cu-Ni ; AU ; 16 ; *T*T*T* ; 45 
 3557 ; 1/4 доллара. США ; 2015 ;  ; Cu-Ni ; AU ; 45 ; *T*T*T* ; 46 
 3558 ; 1/4 доллара. США ; 2014 ;  ; Cu-Ni ; AU ; 21 ; AvrAlex ; 32 
 3559 ; 1/4 доллара. США ; 2017 ;  ; Cu-Ni ; AU ; 25 ; *T*T*T* ; 46 
 3560 ; 1/4 доллара. США ; 2017 ;  ; Cu-Ni ; AU ; 22 ; *T*T*T* ; 46 
 3561 ; 1/4 доллара. США ; 2018 ;  ; Cu-Ni ; AU ; 26 ; *T*T*T* ; 51 
 3562 ; 1/4 доллара. США ; 2016 ;  ; Cu-Ni ; AU ; 33 ; topotun ; 33 
 3563 ; 1/4 доллара. США ; 2008 ;  ; Cu-Ni ; XF ; 31 ; topotun ; 30 
 3564 ; 25 центов. Канада ; 2017 ;  ; Cu-Ni ; AU ; 7 ; salim ; 73 
 3565 ; 10 пфеннигов. Германия ; 1876 ;  ; Cu-Ni ; F-VF ; 5 ; SER 888 ; 20 
 3566 ; 10 центов. Малайя и Британское Борнео ; 1956 ;  ; Cu-Ni ; VF+ ; 13 ; AvrAlex ; 90 
 3567 ; 10 центов. Австралия ; 1984 ;  ; Cu-Ni ; XF ; 17 ; AvrAlex ; 70 
 3568 ; 5 центов. Багамы ; 2004 ;  ; Cu-Ni ; XF ; 5 ; SER 888 ; 20 
 3569 ; 50 центов. Кения ; 1978 ;  ; Cu-Ni ; XF ; 7 ; Mike!! ; 20 
 3570 ; 5 центов. Новая Зеландия ; 1978 ;  ; Cu-Ni ; XF ; 9 ; AvrAlex ; 70 
 3571 ; 50 франков. Африканский монетный союз ; 1984 ;  ; Cu-Ni ; VF+ ; 7 ; kostya12.04.1994 ; 51 
 3572 ; 10центов. Новая Зеландия ; 1985 ;  ; Cu-Ni ; XF- ; 7 ; AvrAlex ; 70 
 3573 ; 5 евро. Австрия. Вольфганг Амадей Моцарт. Буклет ; 2006 ;  ; Ag ; Unc ; 20 ; Emv ; 481 
 3574 ; 5 евро. Австрия. 100 лет лыжному спорту. Буклет ; 2005 ;  ; Ag ; Unc ; 36 ; Shurmon ; 527 
 3575 ; Набор монет Восточных Карибских штатов: 10,5,2,1 цент (4 шт.) Упаковка ; 1998-2000 ;  ; Al,Cu-Ni ; Unc ; 18 ; AvrAlex ; 263 
 3576 ; Набор монет Кипра: 20,10,5,2,1 цент (5 шт.) Упаковка ; 1998-2002 ;  ; Ni/Лат. ; Unc ; 75 ; relax ; 145 
 3577 ; Набор монет Литвы: 20,10,5,2,1 цент (5 шт.) Упаковка ; 1991 ;  ; Al,Br ; Unc ; 33 ; batuke ; 102 
 3578 ; Набор монет Бельгии: 10,5,1 франк, 50,25 сантимов (5 шт.) Упаковка ; 1971-1998 ;  ; Ni,Al/Br,St/Ni ; Unc/AU ; 46 ; vlad-807 ; 106 
 3579 ; Набор монет Арубы: 1 флорин, 50,25,10,5 центов (5 шт.) Упаковка ; 2001-2006 ;  ; St/Ni ; Unc ; 9 ; прохожий ; 261 
 3580 ; Набор монет Словении: 5,2,1 толар, 50,20,10 стотинок (6 шт.) Упаковка ; 1992-1996 ;  ; Лат.,Al ; Unc ; 15 ; vlad-807 ; 114 
 3581 ; Набор монет Австрии: 10,5,1 шиллинг, 50,10 грошей (5 шт.) Упаковка ; 1995-1998 ;  ; Al,Cu-Ni,Al/Br ; AU ; 28 ; Mike!! ; 122 
 3582 ; Набор монет Словакии: 10,5,2,1 крона, 50,20,10 геллеров (7 шт.) Упаковка ; 1993-2003 ;  ; Лат,St/Ni,St/Cu ; Unc ; 27 ; Rober ; 167 
 3583 ; Набор монет Мальты: 25,10,5,2,1 цент (5 шт.) Упаковка ; 1998-2002 ;  ; Cu-Ni,Cu-Zn ; Unc ; 11 ; прохожий ; 178 
 3584 ; Набор монет Германии: 1 марка, 50,10,5,2,1 пфенниг (6 шт.) Упаковка ; 1992-1996 ;  ; Cu-NiCu/StSt/Ла ; Unc ; 17 ; vlad-807 ; 128 
 3585 ; Набор монет Латвии: 20,10,5,2,1 сантим (5 шт.) Упаковка ; 1992-2000 ;  ; Ni/Лат,St/Cu ; Unc ; 14 ; batuke ; 153 
 3586 ; Набор монетовидных жетонов Арубы: 8 шт. Буклет ; 2005 ;  ; Би/м,Cu,Лат ; Unc ; 17 ; El dinero ; 239 
 3587 ; Набор монетовидных жетонов Суринама: 8 шт. Буклет ; 2005 ;  ; Би/м,Cu,Лат ; Unc ; 19 ; El dinero ; 239 
 3588 ; Лот монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 цент (8 шт.) + жетон. Буклет ; 2004 ;  ; Би/м,Cu/St,Лат. ; Unc ; 116 ; d1076 ; 648 
 3589 ; Лот монет Великобритании: 10 шт. Пластиковая упаковка ; 1949-1967 ;  ; Cu-Ni,Br,Ni/Лат ; XF+/AU ; 102 ; d1076 ; 561 
 3590 ; Лот монет Македонии: 5,2,1 динар (3 шт.) ФАО. Буклет ; 1995 ;  ; Cu-Ni ; Unc ; 29 ; прохожий ; 167 
 3591 ; Лот монет Швеции: 10,5,1 крона, 50 эре (4 шт.) + жетон. Пластиковая упаковка ; 1997 ;  ; Cu-Ni,Br,Лат ; Unc ; 13 ; dsp ; 260 
 3592 ; Лот монет Норвегии: 10,1 крона, 50,10 эре (4 шт.) +жетон. Пластиковая упаковка ; 1989 ;  ; Cu-Ni,Cu-Zn-Ni ; Unc ; 15 ; dsp ; 259 
 3593 ; Лот монет Мексики: 50,20,10 песо (3 шт.) Упаковка ; 1993 ;  ; Би/м ; AU ; 35 ; batuke ; 579 
 3594 ; Лот монет Словакии:  2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Пластиковая упаковка ; 2009 ;  ; Би/м,Cu/St,Лат. ; AU ; 5 ; Макай ; 352 
 3595 ; Лот монет Канады: 50,25,10,5,1 цент (5 шт.) 100-летие Конфедерации ; 1967 ;  ; Ni,Br,Ag ; XF-/XF+ ; 52 ; Недорого ; 611 
 3596 ; Лот монет Мальта:  2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) + жетон. Пластиковая упаковка ; 2008 ;  ; Би/м,Cu/St,Лат. ; AU ; 47 ; Михаилъ ; 501 
 3597 ; Лот монет Ирландии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2002 ;  ; Би/м,Cu/St,Лат. ; AU ; 10 ; AGA ; 376 
 3598 ; Лот монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2001 ;  ; Би/м,Cu/St,Лат. ; AU ; 35 ; Макай ; 357 
 3599 ; Лот монет Люксембурга: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2002 ;  ; Би/м,Cu/St,Лат. ; AU ; 26 ; Макай ; 363 
 3600 ; Лот монет Финляндии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 1999-2001 ;  ; Би/м,Cu/St,Лат. ; AU ; 11 ; Макай ; 340 
 3501 ; 5 центов. Намибия. ФАО ; 2000 ;  ; St ; AU ; 63 ; Banderas ; 99 
 3502 ; 5 песо. Колумбия. Международный евхаристический конгресс ; 1968 ;  ; Cu-Ni ; AU ; 28 ; OBITUARY ; 113 
 3503 ; 10 байс. Оман. 50-летие ФАО ; 1995 ;  ; St/Br ; AU ; 15 ; Banderas ; 71 
 3504 ; 50 сентаво. Гондурас. ФАО ; 1994 ;  ; St/Ni ; AU ; 11 ; Banderas ; 85 
 3505 ; 50 тенге. Казахстан. 100-летие Габидена Мустафина ; 2002 ;  ; Cu-Ni ; XF+ ; 23 ; Опятор ; 236 
 3506 ; 50 тенге. Казахстан. 100-летие Габита Мусрепова ; 2002 ;  ; Cu-Ni ; XF ; 44 ; Опятор ; 432 
 3507 ; 50 тенге. Казахстан. Абильхан Кастеев ; 2004 ;  ; Cu-Ni ; XF+ ; 31 ; Опятор ; 301 
