 4355 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 43 ; МНП68 ; 1001 
 3857 ; 1 доллар. Либерия. Серия «Сохранить планету Земля». Горилла ; 1994 ;  ; Cu-Ni ; AU ; 32 ; smel ; 177 
 3858 ; 1 крона. Тристан да Кунья. Сокол ; 2009 ;  ; Cu-Ni ; AU ; 29 ; Lena6975 ; 153 
 3859 ; 1 доллар. Ниуэ. Рыба - Меч ; 2010 ;  ; Cu-Ni ; Proof-Like ; 21 ; kanh14 ; 306 
 3860 ; 1 доллар. Эритрея. Серия «Сохранить планету Земля». Сокол ; 1996 ;  ; Cu-Ni ; AU ; 20 ; vc57 ; 174 
 3761 ; 5 франков. Франция ; 1949 ;  ; Al ; VF ; 17 ; Searcher ; 55 
 3762 ; 5 франков. Французская Каледония ; 1952 ;  ; Al ; VF ; 3 ; Olegas ; 126 
 3763 ; 10 франков. Конго ; 1965 ;  ; Al ; XF ; 18 ; кве ; 308 
 3764 ; 2 франка. Французский Реюньон ; 1948 ;  ; Al ; XF ; 17 ; Olegas ; 201 
 3765 ; 2 франка. Французская Каледония ; 1949 ;  ; Al ; XF ; 11 ; кве ; 206 
 3766 ; 1 франк. Французский Реюньон ; 1948 ;  ; Al ; XF ; 3 ; kanh14 ; 352 
 3767 ; 5 пенго. Венгрия ; 1943 ;  ; Al ; VF- ; 2 ; Mike! ; 234 
 3768 ; 500 марок. Веймар ; 1923D ;  ; Al ; VF ; 9 ; Mike! ; 44 
 3769 ; 1 франк. Монако ;  ;  ; Al ; XF ; 7 ; Mike! ; 77 
 3770 ; 1 франк. Монако ;  ;  ; Al ; VF ; 5 ; Mike! ; 77 
 3771 ; 1 чао. Тайвань ;  ;  ; Al ; XF ; 25 ; t_v_v ; 34 
 3772 ; 1 франк. Тунис ; 1921 ;  ; Al/Br ; VF ; 18 ; Olegas ; 227 
 3773 ; 50 сентимов. Франция ; 1923 ;  ; Al/Br ; VF ; 5 ; gandy ; 51 
 3774 ; 1 соль. Перу ; 1967 ;  ; Al/Br ; AU ; 17 ; фрегат ; 101 
 3775 ; 2 фунта. Великобритания ; 1995 ;  ; латунь ; AU ; 13 ; bigmen ; 250 
 3776 ; 5 марок. Финляндия ; 1979 ;  ; Al/Br ; AU ; 15 ; valent77 ; 113 
 3777 ; 20 крон. Чехия ; 2000 ;  ; Al/Br ; XF ; 7 ; Mike! ; 38 
 3778 ; 2 франка. Французские Новые Гибриды ; 1979 ;  ; Al/Br ; AU ; 19 ; voldemar56 ; 283 
 3779 ; 1 франк. Французские Новые Гибриды ; 1979 ;  ; Al/Br ; AU ; 17 ; кве ; 305 
 3780 ; 5 франков. Французские Новые Гибриды ; 1979 ;  ; Al/Br ; AU ; 19 ; кве ; 326 
 3781 ; 10 пиастров. Ливан ; 1955 ;  ; Al/Br ; XF ; 17 ; Andy.Andr ; 72 
 3782 ; 2 милса. Палестина ; 1942 ;  ; Br ; VF ; 47 ; doiu33 ; 126 
 3783 ; Монета Индия ;  ;  ; Br ; VF ; 2 ; aziya11 ; 126 
 3784 ; 2 раппен. Швейцария ; 1898 ;  ; Cu ; VF+ ; 11 ; Flagman ; 266 
 3785 ; 1 дуит. Утрехт ; 1768 ;  ; Cu ; F ; 11 ; Mike! ; 203 
 3786 ; 5 сатанг. Тайланд ;  ;  ; Zn ; F ; 4 ; .gk ; 155 
 3787 ; 10 сатанг. Тайланд ;  ;  ; Zn ; F ; 9 ; .gk ; 155 
 3788 ; 20 сатанг. Тайланд ;  ;  ; Zn ; F ; 4 ; .gk ; 155 
 3789 ; 20 хеллеров. Австрия ; 1916 ;  ; Fe ; F-VF ; 26 ; vladimir-sirke ; 57 
 3790 ; 2 куны. Хорватия ; 1941 ;  ; Zn ; AU ; 11 ; Leon17 ; 666 
 3791 ; 500 лир. Сан-Марино ; 1987 ;  ; Би/м ; AU ; 10 ; Mike! ; 114 
 3792 ; 50 оугуйя. Мавритания ; 2010 ;  ; Би/м ; AU ; 8 ; Mike! ; 134 
 3793 ; 1 песо. Аргентина ; 2010 ;  ; Би/м ; AU ; 1 ; Mike! ; 80 
 3794 ; 1 песо. Аргентина ; 2010 ;  ; Би/м ; AU ; 1 ; Mike! ; 80 
 3795 ; 1 песо. Аргентина ; 2010 ;  ; Би/м ; AU ; 1 ; Mike! ; 80 
 3796 ; 500 франков. Валютный союз Центральной Африки ; 2005 ;  ; Би/м ; AU ; 2 ; Mike! ; 134 
 3797 ; 200 франков. Валютный союз Центральной Африки ; 2005 ;  ; Би/м ; AU ; 4 ; Mike! ; 102 
 3798 ; 10 писо. Филиппины ; 2006 ;  ; Би/м ; AU ; 1 ; Mike! ; 77 
 3799 ; 1 лира. Турция ; 2009 ;  ; Би/м ; AU ; 7 ; bosc ; 200 
 3800 ; 1 лира. Турция ; 2009 ;  ; Би/м ; AU ; 1 ; Mike! ; 175 
 3801 ; 2 евро. Австрия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 2 ; Mike! ; 155 
 3802 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 2 ; Mike! ; 155 
 3803 ; 2 евро. Словения. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 2 ; Mike! ; 155 
 3804 ; 2 евро. Испания. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 5 ; .gk ; 204 
 3805 ; 2 евро. Ирландия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 9 ; .gk ; 203 
 3806 ; 2 евро. Германия. Бавария ; 2012 ;  ; Би/м ; AU ; 8 ; markvit ; 175 
 3807 ; 1/4 доллара. США. Северная Каролина ; 2001 ;  ; Cu/Ni ; AU ; 5 ; Professor1 ; 57 
 3808 ; Монетовидный жетон 5 евро, 1250 лет Анхбах ;  ;  ; Б/м ; Proof ; 26 ; Lena6975 ; 407 
 3809 ; 50 песет. Испания ; 1957 ;  ; Cu-Ni ; XF ; 3 ; KYZIA ; 11 
 3810 ; 2 цента. Мальта ; 1998 ;  ; Cu-Ni ; XF+ ; 15 ; Стрепет ; 36 
 3711 ; 1 крона. Тристан да Кунья ; 2011 ;  ; Cu-Ni ; AU ; 8 ; Mike! ; 234 
 3712 ; 50 пенсов. Фолклендские острова. На бракосочетание ; 1981 ;  ; Cu-Ni ; AU ; 22 ; Mike! ; 313 
 3713 ; 1 крона. Остров Столтенхоф ; 2008 ;  ; Cu-Ni ; AU ; 14 ; matehev ; 303 
 3714 ; 1 крона. Остров Мэн. 200 лет американской независимости ; 1976 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 200 
 3715 ; 5 лева. Болгария. Людмила Живкова ; 1982 ;  ; Cu-Ni ; AU ; 13 ; yuri.gruzdev ; 714 
 3716 ; 1 доллар. Сингапур ; 1968 ;  ; Cu-Ni ; AU ; 8 ; dsp ; 227 
 3717 ; 50 центов. Фиджи ; 2006 ;  ; Cu-Ni ; AU ; 2 ; Xagen ; 200 
 3718 ; 2-1/2 гульдена. Нидерландские Антиллы ; 1980 ;  ; Cu-Ni ; AU ; 14 ; Mike! ; 216 
 3719 ; 1 доллар. Канада ; 1976 ;  ; Cu-Ni ; AU ; 4 ; Xagen ; 200 
 3720 ; 1 доллар. Канада. Коституция. Конфедерация ; 1982 ;  ; Cu-Ni ; AU ; 5 ; bv812 ; 169 
 3721 ; 100 эскудо. Португалия. Азорские острова ; 1989 ;  ; Cu-Ni ; AU ; 6 ; Olegas ; 159 
 3722 ; 100 эскудо. Португалия. Канарские острова ; 1989 ;  ; Cu-Ni ; AU ; 3 ; matehev ; 148 
 3723 ; 1 ранд. ЮАР ; 1977 ;  ; Cu-Ni ; VF+ ; 8 ; zef ; 86 
 3724 ; 100 песет. Испания ; 1980 ;  ; Cu-Ni ; AU ; 2 ; Bigmouse ; 153 
 3725 ; 1 доллар. Острова Кука. История полета ; 2003 ;  ; Cu-Ni ; AU ; 83 ; korshun-777 ; 340 
 3726 ; 5 марок. Босния и Герцоговина ; 2009 ;  ; Би/м ; AU ; 10 ; Mike! ; 188 
 3727 ; 1 песо. Куба. Футбол ; 1981 ;  ; Cu-Ni ; AU ; 26 ; Gino ; 333 
 3728 ; 1 песо. Чили ; 1933 ;  ; Cu-Ni ; VF+ ; 23 ; Mike! ; 113 
 3729 ; 2 доллара. Восточные Карибские Штаты ; 2011 ;  ; Cu-Ni ; AU ; 18 ; vc57 ; 227 
 3730 ; 5 крон. Швеция ; 1972 ;  ; Cu-Ni ; AU ; 11 ; Bigmouse ; 216 
 3731 ; 50 песет. Испания ; 1957 ;  ; Cu-Ni ; XF ; 2 ; Reedy ; 51 
 3732 ; 1 динар. Тунис ФАО ; 1983 ;  ; Cu-Ni ; XF ; 7 ; momodeconne ; 81 
 3733 ; 1 динар. Тунис ФАО ; 1988 ;  ; Cu-Ni ; XF ; 9 ; Azomik ; 204 
 3734 ; 100 прута. Израиль ;  ;  ; Cu-Ni ; XF ; 8 ; Mike! ; 100 
 3735 ; 1 лев. Болгария. Первенство по футболу ; 1980 ;  ; Cu-Ni ; XF ; 1 ; Mike! ; 123 
 3736 ; 2 драхмы. Греция ; 1971 ;  ; Cu-Ni ; AUVF ; 4 ; Mike! ; 46 
 3737 ; 200 песет. Испания ; 1991 ;  ; Cu-Ni ; XF ; 24 ; Mike! ; 73 
 3738 ; 5 куна. Хорватия ; 1994 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 155 
 3739 ; 1 фунт. Джерси ; 1981 ;  ; Cu-Ni ; XF ; 25 ; Drill ; 255 
 3740 ; 5 франков. Люксембург ; 1976 ;  ; Cu-Ni ; XF ; 11 ; t_v_v ; 36 
 3741 ; 1 крона. Норвегия ; 1969 ;  ; Cu-Ni ; VF-XF ; 28 ; olga42 ; 93 
 3742 ; 10 шекелей. Израиль ;  ;  ; Cu-Ni ;  ; 19 ; Mike! ; 75 
 3743 ; 1 франк. Бельгия ; 1939 ;  ; Cu-Ni ; VF ; 5 ; фрегат ; 45 
 3744 ; 10 рупий. Пакистан ; 2009 ;  ; Cu-Ni ; XF ; 11 ; kanh14 ; 114 
 3745 ; 5 пенсов. Остров Святой Елены и острова Вознесения ; 1984 ;  ; Cu-Ni ; XF ; 35 ; vc57 ; 204 
 3746 ; 50 сентаво. Аргентина ; 1952 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 37 
 3747 ; 50 прута. Израиль ;  ;  ; Cu-Ni ; XF ; 10 ; МНП68 ; 90 
 3748 ; 10 пенсов. Остров Святой Елены и острова Вознесения ; 1984 ;  ; Cu-Ni ; XF ; 45 ; Mike! ; 111 
 3749 ; 1 гульден. Нидерландские Антиллы ; 1970 ;  ; Cu-Ni ; XF ; 11 ; Neo ; 83 
 3750 ; 1 франк. Франция ; 1992 ;  ; Cu-Ni ; XF ; 9 ; Mike! ; 87 
 3751 ; 20 рупий. Пакистан ; 2011 ;  ; Cu-Ni ; XF+ ; 16 ; kanh14 ; 114 
 3752 ; 25 центов. Канада ; 1973 ;  ; Cu-Ni ; XF ; 15 ; Drill ; 168 
 3753 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; XF ; 8 ; Professor1 ; 101 
 3754 ; 1 гульден Нидерланды ; 1980 ;  ; Cu-Ni ; XF ; 19 ; Drunja33 ; 101 
 3755 ; 50 лепт. Греция ; 1967 ;  ; Cu-Ni ; XF ; 19 ; Komod ; 45 
 3756 ; 5 центовэ. Канада. 100 лет Конфедерации ; 1967 ;  ; Cu-Ni ; AU ; 14 ; vaps ; 85 
 3757 ; 1 лит. Литва ; 2010 ;  ; Cu-Ni ; AU ; 17 ; Mike! ; 79 
 3758 ; 50 стотинок. Болгария ; 1981 ;  ; Cu-Ni ; VF ; 23 ; Mike! ; 199 
 3759 ; 100 лир. Ватикан ; 1972 ;  ; St ; XF+ ; 11 ; Mike! ; 102 
 3760 ; 50 чентезимо. Италия ; 1941 ;  ; St ; VF-XF ; 13 ; ASlab ; 64 
 3661 ; 1 цент. Канада ; 1930 ;  ; Br ; XF ; 9 ; brigadir ; 51 
 3662 ; 1 цент. Канада ; 1921 ;  ; Br ; VF-XF ; 10 ; WikiLeaks ; 51 
 3663 ; 1 цент. Канада ; 1932 ;  ; Br ; XF ; 2 ; Mike! ; 40 
 3664 ; 1 цент. Канада ; 1927 ;  ; Br ; XF ; 2 ; Mike! ; 40 
 3665 ; 1 цент. Канада ; 1931 ;  ; Br ; XF ; 2 ; Mike! ; 40 
 3666 ; 1 цент. Канада ; 1929 ;  ; Br ; XF ; 7 ; krugerrand ; 51 
 3667 ; 1 цент. Канада ; 1936 ;  ; Br ; XF ; 3 ; _1111_ ; 41 
 3668 ; 1 цент. Канада ; 1935 ;  ; Br ; XF ; 2 ; Mike! ; 40 
 3669 ; 1 цент. Канада ; 1920 ;  ; Br ; XF ; 8 ; t_v_v ; 44 
 3670 ; 1 цент. Канада ; 1933 ;  ; Br ; XF ; 9 ; _1111_ ; 57 
 3671 ; 1/2 пенни. Токен. Канада ; 1852 ;  ; Cu ; VF ; 8 ; Mike! ; 313 
 3672 ; 2 филлера. Венгрия ; 1914 ;  ; Br ; VF+ ; 7 ; jashka39 ; 46 
 3673 ; 2 пфеннига. Бавария ; 1860 ;  ; Cu ; F-VF ; 9 ; Mike! ; 45 
 3674 ; 1 цент. Сейшеллы ; 1948 ;  ; Br ; XF ; 21 ; krugerrand ; 152 
 3675 ; 1 пенни. Финляндия ; 1921 ;  ; Br ; XF ; 3 ; ASlab ; 41 
 3676 ; 2 раппен. Швейцария ; 1948 ;  ; Br ; VF ; 20 ; FEDOTOV1920 ; 101 
 3677 ; 2 грошена. Австрия ; 1930 ;  ; Br ; VF ; 9 ; av ; 62 
 3678 ; 1 пфенниг. Ганновер ; 1819 ;  ; Cu ; VF ; 8 ; Eddy ; 153 
 3679 ; 1 цент. Нидерланды ; 1930 ;  ; Br ; XF ; 3 ; ASlab ; 40 
 3680 ; 10 сентаво. Сан-Томе и Принсипи ; 1962 ;  ; Br ; XF ; 29 ; Olegas ; 306 
 3681 ; 1 цент. Эфиопия ;  ;  ; Br ; VF+ ; 2 ; asparagus ; 57 
 3682 ; 1 добль. Гернси ; 1933 ;  ; Br ; XF ; 26 ; zzzzzz ; 368 
 3683 ; 1 грошен. Австрия ; 1925 ;  ; Br ; XF ; 11 ; av ; 121 
 3684 ; Лептон. Ионические острова ; 1857 ;  ; Cu ; VF ; 17 ; Mike! ; 1019 
 3685 ; 2 хеллера. Австрия ; 1910 ;  ; Br ; VF ; 5 ; jashka39 ; 51 
 3686 ; 1/2 пайса. Британская Индия ; 1930 ;  ; Cu ; XF+ ; 36 ; zzzzzz ; 560 
 3687 ; Лептон. Ионические острова ; 1853 ;  ; Cu ; VF ; 38 ; zzzzzz ; 1326 
 3688 ; 1/12 анны. Восточная Индийская Компания ; 1848 ;  ; Cu ; VF- ; 7 ; Mike! ; 92 
 3689 ; 1/12 анны. Британская Индия ; 1939 ;  ; Br ; XF ; 14 ; Slava O ; 102 
 3690 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF+ ; 18 ; valent77 ; 200 
 3691 ; 1 пенни. Великобритания ; 1966 ;  ; Br ; XF+ ; 13 ; loter66 ; 114 
 3692 ; 1/2 пенни. Великобритания ; 1966 ;  ; Br ; XF+ ; 14 ; loter66 ; 90 
 3693 ; 1/2 пенни. Великобритания ; 1966 ;  ; Br ; XF+ ; 19 ; valent77 ; 204 
 3694 ; 2 пенса. Остров Святой Елены и острова Вознесения ; 1984 ;  ; Br ; XF+ ; 22 ; Olegas ; 126 
 3695 ; 1 цент. Британский Гондурас ; 1965 ;  ; Br ; XF+ ; 16 ; kostas ; 150 
 3696 ; 1 пенс. Остров Святой Елены и острова Вознесения ; 1984 ;  ; Br ; XF+ ; 19 ; Mike! ; 180 
 3697 ; 5 сантимов. Бельгия ; 1924 ;  ; Cu-Ni ; VF ; 4 ; Mike! ; 34 
 3698 ; 10 сантимов. Бельгия ; 1902 ;  ; Cu-Ni ; VF ; 2 ; DVZ ; 34 
 3699 ; 20 стотинок. Болгария ; 1888 ;  ; Cu-Ni ; F ; 1 ; Mike! ; 100 
 3700 ; 10 центов. Малайя ; 1950 ;  ; Cu-Ni ; VF-XF ; 3 ; ASlab ; 50 
 3701 ; 6 пенсов. Ирландия ; 1960 ;  ; Cu-Ni ; VF+ ; 13 ; ua0fki ; 102 
 3702 ; 10 сантимов. Франция ; 1939 ;  ; Cu-Ni ; XF ; 2 ; masha89 ; 23 
 3703 ; 1 франк. Люксембург ; 1952 ;  ; Cu-Ni ; VF+ ; 1 ; Mike! ; 50 
 3704 ; 1 лей. Румыния ; 1924 ;  ; Cu-Ni ; VF- ; 3 ; Reedy ; 57 
 3705 ; 25 сантимов. Франция ; 1903 ;  ; Cu-Ni ; VF ; 17 ; miew77 ; 82 
 3706 ; 1 франк. Франция ; 1995 ;  ; Cu-Ni ; AU ; 35 ; bv812 ; 102 
 3707 ; 50 сантимов. Гваделупа ; 1921 ;  ; Cu-Ni ; VF- ; 41 ; Mike! ; 781 
 3708 ; 20 чентезимо. Италия ; 1912 ;  ; Cu-Ni ; VF ; 2 ; wünschen viel Glück ; 34 
 3709 ; 1/2 кроны. Великобритания ; 1949 ;  ; Cu-Ni ; VF ; 24 ; olga42 ; 100 
 3710 ; 1 рупия. Маврикий ; 1950 ;  ; Cu-Ni ; VF ; 25 ; Olegas ; 180 
 3611 ; 5 гривен. Украина. Международный год лесов ; 2011 ;  ; Би/м ; AU ; 8 ; denita ; 255 
 3612 ; 1 доллар. Острова Кука. История полета ; 2003 ;  ; Cu-Ni ; AU ; 5 ; andreizemlia ; 340 
 3613 ; 1 крона. Тристан да Кунья. Знаменитые корабли ; 2008 ;  ; Cu-Ni ; Proof-Like ; 5 ; matehev ; 261 
 3614 ; 10 долларов. Намибия ; 2010 ;  ; Би/м ; AU ; 14 ; Mike! ; 150 
 3615 ; 5 евро. Нидерланды. 400 лет дипломатических отношений Нидерландов и Турции ; 2012 ;  ; Cu-Ni,серебрени ; AU ; 5 ; Mike! ; 368 
 3616 ; 20 марок. Финляндия ; 1939 ;  ; Al/Br ; XF ; 15 ; krocsi ; 250 
 3617 ; 20 марок. Финляндия ; 1937 ;  ; Al/Br ; XF ; 15 ; Mike! ; 186 
 3618 ; 20 марок. Финляндия ; 1935 ;  ; Al/Br ; XF ; 19 ; Mike! ; 210 
 3619 ; 20 марок. Финляндия ; 1938 ;  ; Al/Br ; XF ; 11 ; Mike! ; 176 
 3620 ; 20 марок. Финляндия ; 1934 ;  ; Al/Br ; XF ; 15 ; Mike! ; 210 
 3621 ; 10 марок. Финляндия ; 1930 ;  ; Al/Br ; VF-XF ; 5 ; Mike! ; 92 
 3622 ; 10 марок. Финляндия ; 1929 ;  ; Al/Br ; XF ; 23 ; Rober ; 180 
 3623 ; 10 марок. Финляндия ; 1932 ;  ; Al/Br ; XF ; 9 ; Опятор ; 126 
 3624 ; 1 марка. Айзенах ; 1921 ;  ; Керамика ; AU ; 38 ; zzzzzz ; 543 
 3625 ; 20 пфеннигов. Мюнстерберг ; ND ;  ; Керамика ; AU ; 18 ; _1111_ ; 407 
 3626 ; 20 пфеннигов. Саксония ; 1921 ;  ; Керамика ; AU ; 15 ; westof ; 408 
 3627 ; 75 пфеннигов. Грюнденберг ; 1922 ;  ; Керамика ; XF ; 35 ; zuza ; 930 
 3628 ; 30 пфеннигов. Майсен ; 1921 ;  ; Керамика ; XF ; 19 ; _1111_ ; 500 
 3629 ; 20 франков. Франция ; 1993 ;  ; Би/м ; XF ; 18 ; vc57 ; 260 
 3630 ; 20 франков. Франция ; 1993 ;  ; Би/м ; XF+ ; 13 ; salim ; 222 
 3631 ; 20 франков. Франция ; 1994 ;  ; Би/м ; XF+ ; 17 ; vc57 ; 257 
 3632 ; 10 франков. Франция ; 1983 ;  ; Al/Br ; XF+ ; 20 ; Azomik ; 153 
 3633 ; 10 франков. Франция ; 1982 ;  ; Al/Br ; XF+ ; 21 ; solder13 ; 220 
 3634 ; 10 франков. Франция ; 1984 ;  ; Al/Br ; XF ; 33 ; лом45 ; 192 
 3635 ; 10 франков. Франция ; 1988 ;  ; Al/Br ; XF ; 6 ; Mike! ; 100 
 3636 ; 10 франков. Франция ; 1985 ;  ; Al/Br ; XF ; 27 ; salim ; 177 
 3637 ; 10 франков. Франция ; 1987 ;  ; Al/Br ; XF ; 15 ; Mike! ; 111 
 3638 ; 5 марок. Финляндия ; 1973 ;  ; Al/Br ; AU ; 3 ; ASlab ; 114 
 3639 ; 50 франков. Монако ; 1950 ;  ; Al/Br ; XF ; 12 ; dsp ; 204 
 3640 ; 1 франк. Монако ;  ;  ; Al/Br ; XF+ ; 13 ; Стрепет ; 114 
 3641 ; 10 франков. Монако ; 1991 ;  ; Би/м ; XF ; 11 ; jj ; 199 
 3642 ; 2 франка. Монако ;  ;  ; Al ; XF ; 9 ; Mike! ; 87 
 3643 ; 5 франков. Франция ; 1994 ;  ; Cu-Ni ; XF- ; 10 ; Mike! ; 100 
 3644 ; 5 франков. Франция ; 1992 ;  ; Cu-Ni ; XF- ; 14 ; Mike! ; 100 
 3645 ; 1 франк. Франция ; 1996 ;  ; Cu-Ni ; XF ; 16 ; olga42 ; 147 
 3646 ; 10 франков. Франция ; 1986 ;  ; Cu-Ni ; XF ; 10 ; olga42 ; 100 
 3647 ; 5 франков. Франция ; 1989 ;  ; Cu-Ni ; XF ; 44 ; olga42 ; 136 
 3648 ; 40 рейс. Бразилия ; 1900 ;  ; Cu ; VF-XF ; 15 ; Mike! ; 203 
 3649 ; 1 цент. Стрейтс-Сетлментс ; 1901 ;  ; Br ; VF ; 29 ; Drill ; 401 
 3650 ; 10 мазунас. Марокко ; 1320 ;  ; Br ; VF ; 18 ; Olegas ; 204 
 3651 ; 40 рейс. Бразилия ; 1879 ;  ; Cu ; VF-XF ; 20 ; Mike! ; 434 
 3652 ; 1/12 шиллинга. Джерси ; 1937 ;  ; Br ; VF-XF ; 4 ; Mike! ; 144 
 3653 ; 10 прута. Израиль ;  ;  ; Br ; VF ; 2 ; Mike! ; 90 
 3654 ; 10 чентезимо. Италия ; 1939 ;  ; Br ; VF ; 16 ; av ; 102 
 3655 ; 5 мазунас. Марокко ; 1321 ;  ; Br ; VF ; 2 ; Mike! ; 200 
 3656 ; 1 цент. Нидерланды ; 1877 ;  ; Cu ; VF+ ; 17 ; udaw ; 295 
 3657 ; Дуит. Нидерландская Восточная Индия. Батавская Республика ; 1808 ;  ; Cu ; VF+ ; 27 ; Schwer ; 567 
 3658 ; 1 сольдо. Ватикан ; 1867 ;  ; Cu ; VF+ ; 2 ; Mike! ; 300 
 3659 ; 1 цент. Канада ; 1928 ;  ; Br ; VF+ ; 11 ; Olegas ; 57 
 3660 ; 1 цент. Канада ; 1934 ;  ; Br ; XF ; 17 ; Olegas ; 82 
 3561 ; 1 крона. Великобритания. Серебряный юбилей правления Георга V ; 1935 ;  ; Ag ; XF ; 49 ; 83 ; 1497 
 3562 ; 6 пенсов. Великобритания ; 1887 ;  ; Ag ; XF- ; 38 ; Gino ; 1526 
 3563 ; 1 шиллинг. Великобритания ; 1874 ;  ; Ag ; VF- ; 47 ; Gino ; 908 
 3564 ; 5 шиллингов. Великобритания. Вступление на престол ; 1953 ;  ; Cu/Ni ; AU ; 27 ; sahakala ; 306 
 3565 ; 1 лира. Ватикан ; 1867R ;  ; Ag ; F-VF ; 37 ; krugerrand ; 567 
 3566 ; 1 шиллинг. Великобритания, Виктория ; 1888 ;  ; Ag ; VF ; 44 ; Gino ; 740 
 3567 ; 1 шиллинг. Великобритания, Георг III ; 1787 ;  ; Ag ; XF- ; 66 ; _1111_ ; 5208 
 3568 ; 1 крона. Великобритания ; 1894 ;  ; Ag ; VF-XF ; 99 ; Johnny Walker ; 4006 
 3569 ; 20 центов. Австралия. Свадьба Кетрин Мидлтон и принца Вильяма ; 2011 ;  ; Cu-Ni ; AU ; 21 ; bv812 ; 95 
 3570 ; 3 евро. Словения. Любляна-столица книги ; 2010 ;  ; Би/м ; AU ; 12 ; mefody73 ; 171 
 3571 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 14 ; mefody73 ; 185 
 3572 ; 3 евро. Словения. Первая Олимпийская медаль ; 2012 ;  ; Би/м ; AU ; 30 ; .gk ; 273 
 3573 ; 2 евро. Монако ; 2001 ;  ; Би/м ; AU ; 37 ; Моряк-собиратель ; 386 
 3574 ; 2 евро. Монако ; 2002 ;  ; Би/м ; AU ; 26 ; sveta6369 ; 363 
 3575 ; 2 евро. Словакия. 20 лет формирования Вишеградской группы ; 2011 ;  ; Би/м ; AU ; 11 ; victorsa ; 148 
 3576 ; 2 евро. Бельгия. 100 лет Международному женскому дню ; 2011 ;  ; Би/м ; AU ; 21 ; markvit ; 142 
 3577 ; 2 евро. Словения. 100 лет со дня рождения Франца Розмана ; 2011 ;  ; Би/м ; AU ; 9 ; ASlab ; 150 
 3578 ; 2 евро. Словения "10 лет наличному обращению евро" ; 2012 ;  ; Би/м ; AU ; 9 ; kovav ; 134 
 3579 ; 2 евро. Австрия "10 лет наличному обращению евро" ; 2012 ;  ; Би/м ; AU ; 8 ; markvit ; 134 
 3580 ; 2 евро. Германия "10 лет наличному обращению евро" ; 2012 ;  ; Би/м ; AU ; 6 ; krugerrand ; 127 
 3581 ; 2 евро. Словакия "10 лет наличному обращению евро" ; 2012 ;  ; Би/м ; AU ; 8 ; markvit ; 134 
 3582 ; 2 евро. Германия. Замок Нойшванштайн ; 2012 ;  ; Би/м ; AU ; 16 ; Bonyf ; 194 
 3583 ; 2 евро. Люксембург. 100 лет со дня смерти Великого герцога Люксембургского ; 2012 ;  ; Би/м ; AU ; 11 ; mefody73 ; 144 
 3584 ; 1 крейцер. Бремен ; 1743 ;  ; Ag ; F ; 13 ; von_Schwarz ; 201 
 3585 ; 3 крейцера. Бавария ; 1766 ;  ; Ag ; F ; 10 ; jj ; 117 
 3586 ; 1 крейцер. Франкфурт ; 1863 ;  ; Ag ; F-VF ; 48 ; ВЯЗ ; 312 
 3587 ; 1 хеллер. Регенбург ; 1701 ;  ; Cu ; VG ; 27 ; von_Schwarz ; 220 
 3588 ; 1 пфенниг. Германия, Аугсбург ; 1801 ;  ; Cu ; G ; 16 ; von_Schwarz ; 152 
 3589 ; 1 доллар. США ; 1923 ;  ; Ag ; XF ; 20 ; _1111_ ; 1134 
 3590 ; 1 гульден. Нидерланды. Юлиана ; 1964 ;  ; Ag ; VF-XF ; 10 ; pac262 ; 153 
 3591 ; 1/4 гульдена. Нидерландские о-в Кюросао ; 1944 ;  ; Ag ; VF ; 16 ; Olegas ; 155 
 3592 ; 1/10 гульдена. Нидерландские о-в Кюросао ; 1947 ;  ; Ag ; VF ; 12 ; Olegas ; 128 
 3593 ; 14 лиардов. Австрийские Нидерланды. Мария-Терезия ; 1757 ;  ; Ag ; F ; 11 ; shest ; 369 
 3594 ; 20 центаво. Америкаские Филиппины ; 1944 ;  ; Ag ; VF ; 16 ; arodionchev ; 136 
 3595 ; 10 центаво. Америкаские Филиппины ; 1944 ;  ; Ag ; XF ; 36 ; 83 ; 253 
 3596 ; 20 сантимов. Французский Индо-Китай ; 1939 ;  ; Ni ; XF ; 22 ; Slava O ; 124 
 3597 ; 10 сантимов. Французский Индо-Китай ; 1941 ;  ; Ni ; XF ; 6 ; Slava O ; 57 
 3598 ; 5 сантимов. Франция, 1-я Республика ; 1799 ;  ; Cu ; VG ; 9 ; poushkine ; 152 
 3599 ; 10 крейцеров. Австро-Венгерская Империя ; 1910 ;  ; Ni ; VF ; 25 ; ASlab ; 50 
