 6667 ; Шкатулка дуб, накладка серебро. Финляндия ;  ;  ; Ag813 ;  ; 51 ; Конор ; 1632 
 5215 ; 10 рублей. Индивидуальное платёжное средство. Колхоз "Новый путь" ; 1989 ;  ;  ;  ; 19 ; Краснодар ; 725 
 5216 ; 5 рублей. Индивидуальное платёжное средство. Колхоз "Новый путь" ; 1989 ;  ;  ;  ; 11 ; сochu ; 61 
 5217 ; 3 рубля. Индивидуальное платёжное средство. Колхоз "Новый путь" ;  ;  ;  ;  ; 11 ; сochu ; 89 
 5218 ; 25 рублей. Индивидуальное платёжное средство. Колхоз "Новый путь" ;  ;  ;  ;  ; 9 ; сochu ; 80 
 5219 ; 10 рублей. Индивидуальное платёжное средство. Колхоз "Новый путь" ;  ;  ;  ;  ; 9 ; luchsva ; 650 
 5220 ; 500 рублей. . Индивидуальное платёжное средство. Агропромышленный Комитет Краснодарского Края ;  ;  ;  ;  ; 18 ; сochu ; 89 
 5221 ; 100 рублей. . Индивидуальное платёжное средство. Агропромышленный Комитет Краснодарского Края ;  ;  ;  ;  ; 14 ; сochu ; 80 
 5222 ; 25 рублей. . Индивидуальное платёжное средство. Агропромышленный Комитет Краснодарского Края ;  ;  ;  ;  ; 16 ; сochu ; 89 
 5223 ; 10 рублей. . Индивидуальное платёжное средство. Агропромышленный Комитет Краснодарского Края ;  ;  ;  ;  ; 10 ; luchsva ; 350 
 5224 ; 5 рублей. . Индивидуальное платёжное средство. Агропромышленный Комитет Краснодарского Края ;  ;  ;  ;  ; 16 ; сochu ; 80 
 5225 ; Чек 10 копеек. Гомельский ОТТЦ "Орбита- Сервис" ;  ;  ;  ;  ; 21 ; luchsva ; 111 
 5226 ; 50 рублей. Индивидуальное платёжное средство. Колхоз им. Жданова ;  ;  ;  ;  ; 19 ; 2128508 ; 143 
 5227 ; ХОЗЗНАК 300 рублей.  Индивидуальное платёжное средство ;  ;  ;  ;  ; 9 ; 2128508 ; 111 
 5228 ; ХОЗЗНАК 300 рублей.  Индивидуальное платёжное средство ;  ;  ;  ;  ; 9 ; 2128508 ; 111 
 5229 ; Индивидуальное платёжное средство. 100 рублей ;  ;  ;  ;  ; 9 ; 2128508 ; 111 
 5230 ; Индивидуальное платёжное средство. 3 рубля ;  ;  ;  ;  ; 16 ; сochu ; 89 
 5231 ; Индивидуальное платёжное средство. 1 рубль ;  ;  ;  ;  ; 22 ; etwar55 ; 111 
 5232 ; Чек на получение товаров на сумму 10 рублей "Внешпосылторг" ;  ;  ;  ;  ; 26 ; pref ; 217 
 5233 ; Чек на получение товаров 100 рублей. "Внешпосылторг" ; 1976 ;  ;  ; AU ; 45 ; ЛАВ-13 ; 3333 
 5234 ; 1 копейка. Талон "Арктикуголь" ; 1961 ;  ;  ;  ; 32 ; BSR ; 1304 
 5235 ; 1 рубль. Талон "Арктикуголь" ;  ;  ;  ;  ; 38 ; BSR ; 2491 
 5236 ; Отрезной чек 5 копеек. Для моряков ; 1972 ;  ;  ;  ; 48 ; Protven ; 395 
 5237 ; Отрезной чек 1 копейка. Для моряков ; 1972 ;  ;  ;  ; 28 ; NNN ; 350 
 5238 ; Карточка. Тамбов. Народный комиссариат продовольствия (вторичное использование: реклама табак) ;  ;  ;  ;  ; 25 ; Rossol ; 3059 
 5239 ; Чек на получение товаров на сумму 50 рублей. "Внешпосылторг".  В холдере ZG ; 1976 ;  ;  ;  ; 26 ; Rossol ; 1663 
 5240 ; Чек на получение товаров на сумму 50 рублей. "Внешпосылторг" ;  ;  ;  ; AU ; 34 ; alesjane ; 1277 
 5241 ; Отрезной чек 1 копейка. Для моряков ; 1976 ;  ;  ;  ; 16 ; Holder31 ; 225 
 5242 ; Чек. Московский Народный Банк. Торгпредство СССР в Лондоне ; 1943 ;  ;  ;  ; 33 ; ЛАВ-13 ; 612 
 5243 ; Отрезной чек 2 копейки. Для моряков ; 1974 ;  ;  ;  ; 44 ; NNN ; 360 
 5244 ; Отрезной чек 50 копеек. Для моряков ; 1976 ;  ;  ;  ; 54 ; master_mt5 ; 365 
 5145 ; 5 рублей ; 1961 ; Гос.казначейский билет ;  ; AU ; 41 ; Фома ; 216 
 5146 ; 10 рублей ; 1961 ; билет ;  ;  ; 5 ; kvs ; 16 
 5147 ; 25 рублей ; 1961 ; билет ;  ; AU ; 41 ; седой123 ; 199 
 5148 ; 50 рублей ; 1961 ; билет ;  ;  ; 13 ; kvs ; 68 
 5149 ; 100 рублей ; 1961 ;  ;  ;  ; 34 ; kvs ; 184 
 5150 ; бон (8 штук, разные литерные серии) ; 1961 ;  ;  ;  ; 43 ; Волчек ; 315 
 5151 ; Лот бон (12 штук, номера подряд) ; 1961 ;  ;  ; AU ; 18 ; Чапай ; 461 
 5152 ; 3 рубля ; 1991 ; билет ;  ; AU ; 38 ; Holder31 ; 214 
 5153 ; 5 рублей ; 1991 ; билет ;  ; AU ; 17 ; Деник ; 80 
 5154 ; 5 рублей ; 1991 ; билет ;  ; AU ; 15 ; nerontn ; 72 
 5155 ; 3 рубля ; 1991 ; билет ;  ; AU ; 43 ; Holder31 ; 206 
 5156 ; 200 рублей ; 1991 ; билет ;  ; AU ; 49 ; Майкл ; 1928 
 5157 ; 500 рублей ; 1991 ; билет ;  ; AU ; 76 ; Майкл ; 3455 
 5158 ; 100 рублей ; 1991 ; билет ;  ;  ; 3 ; Елена 991 ; 44 
 5159 ; 500 рублей ; 1991 ; билет ;  ;  ; 16 ; vasek ; 151 
 5160 ; 200 рублей ; 1991 ; билет ;  ;  ; 12 ; vasek ; 153 
 5161 ; 100 рублей ; 1991 ; билет ;  ;  ; 5 ; kent01 ; 43 
 5162 ; 1000 рублей ; 1991 ; билет ;  ;  ; 24 ; js0000 ; 71 
 5163 ; 100 рублей ; 1991 ; билет ;  ;  ; 3 ; Meshok ; 12 
 5164 ; Лот бон (6 штук, номера подряд) ; 1991 ;  ;  ; AU ; 31 ; guzubala ; 241 
 5165 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 22 ; седой123 ; 255 
 5166 ; 500 рублей ; 1992 ; билет ;  ; AU ; 14 ; SS2008 ; 155 
 5167 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 20 ; kbk ; 418 
 5168 ; 50 рублей ; 1992 ; билет ;  ;  ; 3 ; Елена 991 ; 34 
 5169 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 6 ; aknew ; 100 
 5170 ; 5000 рублей ; 1992 ; банкнота ;  ; AU ; 47 ; guzubala ; 737 
 5171 ; Лот бон (3 штуки, номера подряд) ; 1992 ;  ;  ; AU ; 25 ; guzubala ; 318 
 5172 ; 200 рублей ; 1993 ; банкнота ;  ; AU ; 34 ; SS2008 ; 196 
 5173 ; 100 рублей ; 1993 ; банкнота ;  ; AU ; 20 ; Rjym gtlfkmysq ; 69 
 5174 ; 500 рублей ; 1993 ; банкнота ;  ;  ; 34 ; nerontn ; 74 
 5175 ; 100 рублей ; 1993 ; банкнота ;  ; AU ; 11 ; спарта ; 69 
 5176 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 46 ; j7 ; 247 
 5177 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 14 ; Сhatsky ; 239 
 5178 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 10 ; an78gg ; 77 
 5179 ; Лот бон (3 штуки) ; 1961-1993 ;  ;  ;  ; 5 ; спарта ; 93 
 5180 ; Лот бон (4 штуки) ; 1991-1993 ;  ;  ;  ; 20 ; Сhatsky ; 76 
 5181 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 48 ; Сhatsky ; 368 
 5182 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 32 ; Сhatsky ; 393 
 5183 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 40 ; Сhatsky ; 334 
 5184 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 6 ; ga2012 ; 500 
 5185 ; 100000 рублей ; 1995 ; банкнота ;  ; AU ; 33 ; Руслан1981 ; 931 
 5186 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 22 ; Сhatsky ; 241 
 5187 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 27 ; Сhatsky ; 264 
 5188 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 72 ; Aurum ; 7469 
 5189 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 63 ; Manul ; 1944 
 5190 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 5 ; кс ; 140 
 5191 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 16 ; ASTA ; 626 
 5192 ; 50 рублей ; 1997 ; банкнота ;  ; AU ; 24 ; Rjym gtlfkmysq ; 102 
 5193 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 29 ; S-a-a-49 ; 198 
 5194 ; 10 рублей (Модификация 2001 года) ; 1997 ; банкнота ;  ; AU ; 44 ; Ритм ; 427 
 5095 ; Лот бон (сцепка из 5 штук) ; 1919 ;  ;  ;  ; 28 ; Сhatsky ; 209 
 5096 ; 250 рублей ; 1919 ;  ;  ;  ; 30 ; Семён ; 408 
 5097 ; Лист расчетных знаков (25 штук по 3 рубля) ;  ;  ;  ; AU ; 82 ; Семён ; 5749 
 5098 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 47 ; Walkman ; 1657 
 5099 ; 1000 рублей ; 1919 ;  ;  ;  ; 33 ; Сhatsky ; 423 
 5100 ; 5000 рублей ; 1919 ;  ;  ;  ; 17 ; raise ; 333 
 5101 ; Обязательство на 250 рублей. Кубанское Краевое Правительство ; 1920 ;  ;  ;  ; 31 ; etwar55 ; 828 
 5102 ; 500 рублей ; 1920 ;  ;  ;  ; 15 ; raise ; 207 
 5103 ; 100 рублей. Денежный знак Благовещенского Отделения ГБ ; 1920 ;  ;  ;  ; 44 ; torus72 ; 3062 
 5104 ; 3 рубля ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 52 ; Sky2 ; 7300 
 5105 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 37 ; Сhatsky ; 469 
 5106 ; 50 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 45 ; chingizhan ; 431 
 5107 ; 1000 левов золотом. Еленский Торговый Банк ; 1920 ;  ;  ;  ; 24 ; klok ; 1230 
 5108 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 73 ; chingizhan ; 376 
 5109 ; 250 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 58 ; chingizhan ; 826 
 5110 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 31 ; kent01 ; 350 
 5111 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 38 ; DA2015 ; 356 
 5112 ; 1000 рублей (в/з - "1000" - горизонтально) ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 33 ; bobbar ; 239 
 5113 ; 500 рублей (В/з - звёзды горизонтально) ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 38 ; bobbar ; 305 
 5114 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 37 ; Сhatsky ; 714 
 5115 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 34 ; Сhatsky ; 567 
 5116 ; 1 рубль ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 50 ; sax ; 1836 
 5117 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 64 ; bonist-3A ; 1664 
 5118 ; 250 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ; XF+ ; 73 ; sax ; 16832 
 5119 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 29 ; NNN ; 1643 
 5120 ; 500 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 28 ; вэл ; 1703 
 5121 ; 5 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 19 ; salim ; 1692 
 5122 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 38 ; СВИ ; 737 
 5123 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 51 ; val_diver ; 748 
 5124 ; 50000 рублей ; 1923 ; Закавказье ;  ;  ; 14 ; Ok13 ; 308 
 5125 ; 1 рубль золотом ; 1924 ; Гос.казначейские билеты СССР ;  ;  ; 76 ; вэл ; 1703 
 5126 ; 3 копейки  (ОБРАЗЕЦ, только л/с) ; 1924 ; Разменные казн.боны ;  ; AU ; 75 ; master_mt5 ; 8857 
 5127 ; 2 копейки  (ОБРАЗЕЦ, только л/с) ; 1924 ; Разменные казн.боны ;  ; AU ; 79 ; kirill899 ; 8215 
 5128 ; 1 копейка  (ОБРАЗЕЦ, только л/с) ; 1924 ; Разменные казн.боны ;  ; AU ; 91 ; kirill899 ; 11264 
 5129 ; 5 копеек (ОБРАЗЕЦ, только л/с) ; 1924 ; Разменные казн.боны ;  ; AU ; 75 ; lesnik1 ; 8765 
 5130 ; 3 рубля ; 1925 ; Гос.казначейские билеты СССР ;  ; AU ; 85 ; s1991s ; 18600 
 5131 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 45 ; oscar_gold ; 6630 
 5132 ; 3 червонца ; 1932 ; Билет ;  ;  ; 51 ; oscar_gold ; 5661 
 5133 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 40 ; Сhatsky ; 397 
 5134 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 18 ; Сhatsky ; 202 
 5135 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 27 ; баргузин ; 630 
 5136 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 45 ; es72. ; 183 
 5137 ; Лот бон (2 штуки) ; 1947 ;  ;  ;  ; 20 ; lamma ; 131 
 5138 ; 10 рублей ; 1947 ; билет ;  ;  ; 23 ; Перц ; 287 
 5139 ; 25 рублей ; 1961 ; билет ;  ; AU ; 34 ; Руслан1981 ; 217 
 5140 ; 50 рублей ; 1961 ; билет ;  ;  ; 12 ; S-a-a-49 ; 104 
 5141 ; 25 рублей ; 1961 ; билет ;  ;  ; 11 ; Rазворот ; 23 
 5142 ; 50 рублей ; 1961 ; билет ;  ;  ; 28 ; Rазворот ; 225 
 5143 ; 1 рубль ; 1961 ; Гос.казначейский билет ;  ;  ; 26 ; AndrCh58 ; 101 
 5144 ; 3 рубля ; 1961 ; Гос.казначейский билет ;  ;  ; 15 ; kvs ; 78 
 5045 ; 5 рублей.  Казначейский знак. Пятигорский Областной Исполком Совдепов ; 1918 ;  ;  ;  ; 57 ; кве ; 6018 
 5046 ; 10 рублей.  Казначейский знак. Пятигорский Областной Исполком Совдепов ; 1918 ;  ;  ;  ; 64 ; luchsva ; 13900 
 5047 ; 25 рублей.  Казначейский знак. Пятигорский Областной Исполком Совдепов ; 1918 ;  ;  ;  ; 70 ; кве ; 9074 
 5048 ; 50 рублей.  Казначейский знак. Временная Коллегия по управлению Пятигорским округом ;  ;  ;  ;  ; 90 ; кве ; 10202 
 5049 ; 100 рублей. Разменный знак Совета Народных Комиссаров Терской Республики ;  ;  ;  ;  ; 19 ; stabah ; 820 
 5050 ; 10 рублей. Разменный билет Елисаветградского Отделения ГБ ; 1918 ;  ;  ;  ; 12 ; salim ; 308 
 5051 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; Блюхер ; 44 
 5052 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; Alexdav ; 296 
 5053 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; blackflint ; 410 
 5054 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 19 ; Sky2 ; 816 
 5055 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; PhantomX25 ; 100 
 5056 ; 3 рубля ; 1918 ;  ;  ;  ; 30 ; Ok13 ; 502 
 5057 ; 10 рублей ; 1918 ;  ;  ;  ; 17 ; Перц ; 413 
 5058 ; 100 рублей ; 1918 ;  ;  ;  ; 20 ; ястреб ; 423 
 5059 ; 50 копеек ; 1918 ; Азербайджан ;  ;  ; 39 ; сochu ; 517 
 5060 ; 1 рубль ; 1918 ; Туркестан ;  ;  ; 46 ; Serjd ; 567 
 5061 ; 3 рубля ; 1918 ; Чек (без штампов регистрации) ;  ; XF+ ; 76 ; lesnik1 ; 4875 
 5062 ; 5 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; XF+ ; 63 ; lesnik1 ; 4604 
 5063 ; 10 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; XF+ ; 72 ; lesnik1 ; 5634 
 5064 ; 25 рублей ; 1918 ; Чек (без штампов регистрации) ;  ; XF+ ; 62 ; sax ; 5780 
 5065 ; 10 рублей. В холдере PCGS ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 37 ; DVD67 ; 1736 
 5066 ; Лот бон (3 штуки) ; 1918 ;  ;  ;  ; 59 ; Сергей11 ; 420 
 5067 ; 5 рублей. Временный Кредитный Билет Царицынского Городского Самоуправления ;  ;  ;  ;  ; 27 ; JohnBG ; 1247 
 5068 ; 25 рублей. Крымское краевое казначейство ;  ;  ;  ;  ; 16 ; Сhatsky ; 819 
 5069 ; 25 рублей. Оренбургское Отделение ГБ ;  ;  ;  ;  ; 19 ; ppp ; 1122 
 5070 ; 100 рублей. Разменный билет народного банка г. Житомира ;  ;  ;  ;  ; 31 ; SS2008 ; 464 
 5071 ; 1 рубль. Терская республика ;  ;  ;  ;  ; 20 ; salim ; 610 
 5072 ; 50 копеек. Екатеринодарская  краевая контора ;  ;  ;  ;  ; 27 ; varelgi ; 360 
 5073 ; 50 копеек. Разменная марка г. Одессы ;  ;  ;  ;  ; 40 ; gdrg2 ; 520 
 5074 ; 2 копейки. Трамваи Пятигорска ;  ;  ;  ;  ; 14 ; gdrg2 ; 734 
 5075 ; 50 копеек. Пятигорск ;  ;  ;  ;  ; 68 ; кве ; 1414 
 5076 ; 3 рубля. Индивидуальное платёжное средство. Халтуринский Агропром "Русановский" ;  ;  ;  ;  ; 20 ; сochu ; 68 
 5077 ; 50 рублей. Индивидуальное платёжное средство. Халтуринский Агропром "Русановский" ;  ;  ;  ;  ; 14 ; сochu ; 68 
 5078 ; 3 рубля. Индивидуальное платёжное средство. Халтуринский Агропром "Русановский" ;  ;  ;  ;  ; 9 ; сochu ; 68 
 5079 ; 3 рубля. Индивидуальное платёжное средство. Халтуринский Агропром "Русановский" ;  ;  ;  ; дефекты ; 13 ; 2128508 ; 53 
 5080 ; 50 рублей ; 1919 ; Армения ;  ;  ; 39 ; oscar_gold ; 705 
 5081 ; 1 рубль ; 1919 ;  ;  ; дефекты ; 16 ; Краснодар ; 873 
 5082 ; 10 рублей. Бона Сочинского Городского Управления ; 1919 ;  ;  ;  ; 69 ; кве ; 2567 
 5083 ; 5 рублей ; 1919 ; Армения ;  ; AU ; 17 ; gdrg2 ; 969 
 5084 ; 1 марка. Временный разменный знак Западной Добровольческой армии ; 1919 ;  ;  ;  ; 50 ; Serjd ; 839 
 5085 ; 100 рублей ; 1919 ; Армения ;  ; AU ; 29 ; Сhatsky ; 1277 
 5086 ; 25 рублей. Разменный билет Елисаветградского Отделения Народного Банка ; 1919 ;  ;  ;  ; 45 ; sax ; 4080 
 5087 ; 50 рублей ; 1919 ;  ;  ;  ; 41 ; ЛАВ-13 ; 681 
 5088 ; 100 рублей ; 1919 ; Грузия ;  ;  ; 21 ; Ok13 ; 422 
 5089 ; 250 рублей ; 1919 ; Армения ;  ; XF+ ; 60 ; oscar_gold ; 1551 
 5090 ; 25 рублей ; 1919 ; Закаспийское Временное Правительство ;  ;  ; 40 ; Alexdav ; 1316 
 5091 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 7 ; varelgi ; 100 
 5092 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 23 ; Serjd ; 350 
 5093 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 29 ; Сhatsky ; 153 
 5094 ; Лот бон (2 штуки) ; 1919 ;  ;  ;  ; 11 ; 2128508 ; 140 
 3853 ; Лот монет Швеции: 33 шт. Все разные ; 1953-1973 ;  ; Cu-Ni,Br ; VF/XF+ ; 49 ; bobbar ; 753 
 3854 ; Лот монет Дании: 58шт ;  ;  ; Cu-Ni Br Zn ; F/XF ; 55 ; bobbar ; 794 
 3855 ; Лот евроцентов: 89шт ;  ;  ; Cu/St ; VF/AU ; 29 ; nik110850 ; 287 
 3856 ; Лот евроцентов: 85шт ;  ;  ; Cu/St ; VF/AU ; 13 ; heavy_fly ; 188 
 3857 ; Лот монет мира: 100шт ;  ;  ; Cu-Ni Al Лат ; VF/AU ; 38 ; pvv50 ; 340 
 3858 ; Лот монет мира: 100шт ;  ;  ; Al Al/Br Br ; VF/AU ; 22 ; pvv50 ; 340 
 5001 ; 10 рублей 1894 года (одна сторона) Подделка в ущерб обращению (В/зн - номинал) ;  ;  ;  ;  ; 49 ; чччешка ; 3685 
 5002 ; 50 рублей ; 1899 ; Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 31 ; wiqi ; 910 
 5003 ; 1 рубль (подделка в ущерб обращению, надпечатка "Фальшивый" .   В холдере ZG ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 63 ; kirill899 ; 7322 
 5004 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ; AU ; 65 ; DVD67 ; 261 
 5005 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; Alexdav ; 295 
 5006 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; Таврида ; 53 
 5007 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 16 ; Бигль ; 149 
 5008 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; Бигль ; 128 
 5009 ; Лот Государственных Кредитных Билетов (2 штуки, номера подряд) ; 1898 ;  ;  ; AU ; 86 ; МММ ; 3122 
 5010 ; Лот Государственных Кредитных Билетов (2 штуки) ; 1898, 1905 ;  ;  ;  ; 11 ; спарта ; 163 
 5011 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; XF+ ; 10 ; oscar_gold ; 126 
 5012 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 14 ; STANDART ; 38 
 5013 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; cr5679 ; 38 
 5014 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; reictlin ; 35 
 5015 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; Таврида ; 104 
 5016 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; Serjd ; 34 
 5017 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 13 ; oscar_gold ; 255 
 5018 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; Fontan ; 79 
 5019 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; XAPNTOH ; 330 
 5020 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 5 ; XAPNTOH ; 254 
 5021 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; Ворон 78 ; 235 
 5022 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Ворон 78 ; 201 
 5023 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 15 ; Kurtz ; 176 
 5024 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Dell013 ; 187 
 5025 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; kalita ; 283 
 5026 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; STANDART ; 298 
 5027 ; 500 рублей. В холдере ZG ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; PROFAN2020 ; 1887 
 5028 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 59 ; Сhatsky ; 507 
 5029 ; 25 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 13 ; ЛАВ-13 ; 267 
 5030 ; 500 рублей ; 1915 ; 4% билет гос.казначейства ;  ;  ; 18 ; gdrg2 ; 589 
 5031 ; Квартблок деньги-марки ;  ;  ;  ; AU ; 51 ; kbk ; 493 
 5032 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ; AU ; 27 ; Meshok ; 159 
 5033 ; 5 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 18 ; Meshok ; 160 
 5034 ; 2 копейки ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 17 ; Meshok ; 174 
 5035 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 19 ; Valeev ; 97 
 5036 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 23 ; Meshok ; 273 
 5037 ; Лот бон (5 штук) ;  ;  ;  ;  ; 21 ; varelgi ; 454 
 5038 ; Лот бон (3 штуки) ;  ;  ;  ;  ; 11 ; raise ; 110 
 5039 ; Лот бон (4 штуки) ;  ;  ;  ;  ; 9 ; Meshok ; 90 
 5040 ; Лот бон (5 штук) ;  ;  ;  ;  ; 15 ; DNK981 ; 331 
 5041 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 28 ; Sky2 ; 423 
 5042 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 42 ; Meshok ; 405 
 5043 ; 1 рубль. Казначейский знак. Пятигорский Областной Исполком Совдепов ; 1918 ;  ;  ;  ; 58 ; cotangens ; 3876 
 5044 ; 3 рубля.  Казначейский знак. Пятигорский Областной Исполком Совдепов ; 1918 ;  ;  ;  ; 78 ; кве ; 10013 
 3803 ; Лот монет Казахстана: 13 шт. ;  ;  ; Би/м,Cu-Ni,Ж/м ; VF/XF ; 8 ; guzubala ; 70 
 3804 ; Лот монет США: 1/2 доллара (2 шт.) ; 2015,2020 ;  ; Cu-Ni ; AU ; 31 ; Meshok ; 216 
 3805 ; Лот монет Польши: 2 злотых (2 шт.) Юбилейные ;  ;  ; Лат ; AU ; 26 ; dimam_kz ; 233 
