 6645 ; Панно / чеканка Валаам. ;  ;  ; Ж/м ;  ; 20 ; шахтер-61 ; 1364 
 3389 ; Лот монет Канады: 2 доллара, 50,25,10,5,1 цент (6шт) ; 2007 ;  ; Би/м Cu-Ni Br ; VF-XF/AU ; 52 ; eu57ro ; 204 
 3390 ; Лот монет Хорватии: 2,5,10,20,50 липа, 1,2,5 куна (8шт) ;  ;  ; Cu-Ni Al/Br ; XF/AU ; 17 ; eotan ; 114 
 3391 ; Лот монет Канады: 2 доллара, 50,25,5 цент (4шт) ; 2004 ;  ; Би/м Cu-Ni Br ; AU ; 54 ; alex2016 ; 142 
 3392 ; Лот монет Израиля: 10,5,2,1 новых шекелей (4шт) ;  ;  ; Би/м Cu-Ni ; VF-XF/XF ; 16 ; bobbar ; 340 
 3393 ; Лот монет Филиппины (2шт) ; 1993 ;  ; Ni,лат ; VF/XF+ ; 11 ; focus ; 16 
 3394 ; Лот монет Канады: 25 центов (4шт) ; 2005-2015 ;  ; Ni/St ; AU ; 51 ; salim ; 234 
 3395 ; Лот монет Чехии (2шт) ; 1993,2010 ;  ; St/Cu,St/лат ; VF/XF ; 11 ; bobbar ; 86 
 3396 ; Лот монет Парагвая: 4 шт. ;  ;  ; St/Ni,Al ; AU ; 34 ; vlad1967 ; 140 
 3397 ; Лот монет США: 1 доллар, 50,25 центов (3шт) ; 1976 ;  ; Cu-Ni ; VF-XF/Proof ; 68 ; Ok13 ; 237 
 3398 ; Лот монет Гонконг (2шт) ; 1993,1994 ;  ; Cu-Ni ; VF ; 9 ; focus ; 34 
 3399 ; Лот монет Никарагуа: 7шт ; 1997-2002 ;  ; Cu-Ni Al/Br ; VF/VF-XF ; 16 ; ЛОПАТИНиКО ; 204 
 3400 ; Лот монет Норвегии: 10 шт. ; 1938-1951 ;  ; Cu-Ni ; VF ; 11 ; Besar ; 90 
 3401 ; Лот монет Перу: 4шт ;  ;  ; Cu-Ni ; AU ; 21 ; Kastelani ; 232 
 3402 ; Лот монет Великобритании: 1/2 пенни (2 шт.) ; 1948-1962 ;  ; Br ; VF ; 6 ; eu57ro ; 33 
 3403 ; Лот монет Ганновера и Брауншвейг-Вольфенбюттеля: 2 шт. ;  ;  ; Cu ; VG ; 11 ; авм1962 ; 159 
 3404 ; Лот монет Польши: 2 злотых (6шт) ;  ;  ; Al/Br ; AU ; 11 ; Копеечка ; 246 
 3405 ; Лот монет Великобритании 10шт ;  ;  ; Cu-Ni Br ; VF/VF-XF ; 9 ; Kastelani ; 79 
 3406 ; Лот монет Молдавии: 5 шт. ;  ;  ; Al,St/Лат ; AU ; 17 ; vlad1967 ; 111 
 3407 ; Лот монет Франции: 5шт ; 1960-1990 ;  ; Al/Br Cu-Ni ; VF/XF ; 26 ; 1gold ; 46 
 3408 ; Лот монет Швеции: 1 эре (9 шт.) ; 1960-1970 ;  ; Br ; VF+/XF ; 13 ; bobbar ; 50 
 3409 ; Лот монет Индии: 5шт ;  ;  ; Al Cu-Ni ; VF-XF/AU ; 17 ; Slava O ; 136 
 3410 ; Лот монет Швеции: 25,10 эре (8 шт.) ; 1921-1947 ;  ; Cu-Ni ; VF ; 25 ; 8888888АЛЕКС888888 ; 79 
 3411 ; Лот монет Канады (Олимпиада) 1 доллар (2шт) ; 2014-2016 ;  ; Al/Br ; AU ; 42 ; kadadin ; 306 
 3412 ; Лот монет Гонконг (3шт) ; 1993,1998 ;  ; Cu-Ni,лат ; VF ; 15 ; focus ; 32 
 3413 ; Лот монет Эстонии (4шт) ;  ;  ; Cu-Ni,St,лат ; VF/AU ; 16 ; kovav ; 34 
 3414 ; Лот монет Туниса: 9шт ;  ;  ; Al Al/Br Cu ; F/XF ; 17 ; дилитант ; 74 
 3415 ; Лот монет Швейцарии: 4шт ; 1968-2011 ;  ; Cu-Ni Br ; VF/AU ; 15 ; bobbar ; 78 
 3416 ; Лот монет Филиппины (2шт) ; 2006,2009 ;  ; St,би/м ; VF/XF+ ; 17 ; chiko ; 24 
 3417 ; Лот монет Польши (Корабли): 2 злотых (4шт) ; 2014 ;  ; Al/Br ; AU ; 24 ; StanislavAK ; 320 
 3418 ; Лот монет Германии: 4шт ; 1940-1943 ;  ; Zn ; F-VF ; 38 ; ВЕПРЬ ; 340 
 3419 ; Лот монет Канады: 1 доллар, 50,20,10,5,2,1 цент (6шт) ; 1963-2007 ;  ; Cu-Ni Br Cu-Zn- ; VF+/AU ; 57 ; alex2016 ; 209 
 3420 ; Лот монет ФРГ: 50,1 пфенниг (2 шт.) ; 1949 ;  ; St/Cu,Cu-Ni ; VF/VF+ ; 58 ; uhfvv7 ; 138 
 3421 ; Лот монет Польши: 5 злотых (2шт) ; 2014 ;  ; Би/м ; AU ; 45 ; OBITUARY ; 305 
 3422 ; Лот монет Колумбии: 3шт ;  ;  ; Cu-Ni Al/Br Би/ ; AU ; 12 ; спарта ; 55 
 3423 ; Лот монет США: 8шт ;  ;  ; Cu-Ni Br ; VF/VF-XF ; 32 ; kovav ; 51 
 3424 ; Лот монет Бразилии: 7шт ;  ;  ; Ni/St ; AU/XF ; 12 ; bobbar ; 133 
 3425 ; Лот монет Латвии: 2 шт. ;  ;  ; Br,Ni ; F+ ; 13 ; STANDART ; 79 
 3426 ; Лот монет Швеции: 10 эре (3шт) ; 1914-1961 ;  ; Ag ; F-VF ; 18 ; Rober ; 136 
 3427 ; Лот монет Мальдив: 6шт ;  ;  ; Al Cu-NiAl/Br ; AU/VF ; 23 ; SupERGood ; 122 
 3428 ; Лот монет ОАЭ (3шт) ;  ;  ; St/Ni ; XF ; 18 ; bobbar ; 36 
 3429 ; Лот монет Польши: 2 злотых (5шт) ; 2014 ;  ; Al/Br ; AU ; 32 ; double ; 221 
 3430 ; Лот монет ГДР: 10,5 пфеннигов (2 шт.) ; 1950 ;  ; Al ; VF+ ; 19 ; птичка16 ; 61 
 3431 ; Лот монет Франции: 8 шт. ;  ;  ; Би/м,Al/Br,Ni ; VF+/XF ; 20 ; chiko ; 63 
 3432 ; Лот монет Латвии (4шт) ;  ;  ; Cu-Ni,St/Cu,лат ; XF-/XF+ ; 22 ; olefme ; 62 
 3433 ; Лот монет Швейцарии: 1, 2 франка (2шт) ; 1985,1992 ;  ; Cu-Ni ; VF+ ; 14 ; bobbar ; 204 
 3434 ; Лот монет Франции: 13шт ; 1919-1981 ;  ; Al Cu-Ni ; VF/XF ; 50 ; гравицапа ; 250 
 3435 ; Лот монет ФРГ: 50,10,5,2,1 пфенниг (5 шт.) ; 1980-1989 ;  ; Cu-Ni,St/Лат, ; VF/XF ; 26 ; uhfvv7 ; 57 
 3436 ; Лот монет Барбадос: 5шт ;  ;  ; Ni лат Br ; AU ; 19 ; Ertyui ; 159 
 3437 ; Лот монет Польши: 5 злотых (2шт) ;  ;  ; Би/м ; AU ; 20 ; авм1962 ; 287 
 3338 ; 2 сантмиа Франция ; 1862 ;  ; Cu ; VF-XF ; 32 ; гравицапа ; 192 
 3339 ; 1 раппен Швейцария ; 1941 ;  ; Br ; VF-XF ; 22 ; Bodeo ; 185 
 3340 ; 1/2 кроны Дания ; 1925 ;  ; Al/Br ; VF+ ; 29 ; SpAi ; 304 
 3341 ; 25 эйре Исландия ; 1937 ;  ; Cu-Ni ; XF- ; 28 ; klok ; 246 
 3342 ; 1 крона Богемия и Моравия ; 1943 ;  ; Zn ; VF- ; 28 ; bobbar ; 97 
 3343 ; 1 пенни Британская Западная Африка ; 1936 ;  ; Cu-Ni ; VF ; 16 ; svaf ; 216 
 3344 ; 1 цент Британский Цейлон ; 1942 ;  ; Br ; VF ; 65 ; doc2 ; 365 
 3345 ; 1 цент США ; 1883 ;  ; Cu ; F+ ; 18 ; babble13 ; 95 
 3346 ; 2 евро Словения 100 лет университету в Любляне ; 2019 ;  ; Би/м ; AU ; 19 ; Плотник ; 341 
 3347 ; 2 евро Эстония Университет Тарту ; 2019 ;  ; Би/м ; AU ; 17 ; Плотник ; 341 
 3348 ; 2 евро Греция Эль Греко ; 2014 ;  ; Би/м ; XF+ ; 12 ; lva08 ; 226 
 3349 ; 2 евро Эстония 10 лет наличному обращению ЕВРО ; 2019 ;  ; Би/м ; AU ; 15 ; Плотник ; 341 
 3350 ; 2 евро Греция Гессен ; 2015 ;  ; Би/м ; AU ; 6 ; cotangens ; 174 
 3351 ; 2 евро Бельгия Атомиум ; 2006 ;  ; Би/м ; AU ; 53 ; lva08 ; 694 
 3352 ; 2 евро Германия Бранденбург ; 2020 ;  ; Би/м ; AU ; 19 ; lva08 ; 322 
 3353 ; 1 бальбоа Панама ; 2019 ;  ; Би/м ; AU ; 12 ; авм1962 ; 100 
 3354 ; 5 песо Куба ; 2016 ;  ; Би/м ; AU ; 10 ; OBITUARY ; 114 
 3355 ; 1 риал Бразилия ; 2019 ;  ; Би/м ; AU ; 25 ; OBITUARY ; 92 
 3356 ; 1 фунт Египет ; 2015 ;  ; Би/м ; AU ; 22 ; кот баюн ; 60 
 3357 ; 100 динаров Алжир ; 2018 ;  ; Би/м ; XF+ ; 25 ; dmivanych ; 123 
 3358 ; 1 риал Бразилия ; 2015 ;  ; Би/м ; AU ; 15 ; salim ; 67 
 3359 ; 50 динаров Алжир ; 2004 ;  ; Би/м ; VF ; 19 ; salim ; 276 
 3360 ; 50 динаров Алжир ; 1994 ;  ; Би/м ; F-VF ; 17 ; salim ; 276 
 3361 ; 5 эмалангени Свазиленд ; 2018 ;  ; Би/м ; XF+ ; 17 ; сochu ; 118 
 3362 ; 20 центов Австралия Кетрин Мидлтон и принц Чарльз ; 2011 ;  ; Cu-Ni ; AU ; 26 ; кот баюн ; 79 
 3363 ; 2 песо Аргентина ; 2010 ;  ; Cu-Ni ; AU/XF ; 10 ; commodor63 ; 55 
 3364 ; 5 песо Колумбия ; 1968 ;  ; Cu-Ni ; AU ; 20 ; cotangens ; 159 
 3365 ; 25 франков. Французская Западная Африка ; 1956 ;  ; Al/Br ; VF ; 11 ; doc2 ; 114 
 3366 ; 10 франков. Французская Западная Африка ; 1956 ;  ; Al/Br ; VF ; 11 ; Снежный Барс ; 72 
 3367 ; 2 франка. Бельгийское Конго ; 1946 ;  ; Al/Br ; VF ; 82 ; eu57ro ; 505 
 3368 ; 1 франк. Бельгийское Конго ; 1944 ;  ; Al/Br ; VF- ; 27 ; double ; 178 
 3369 ; 20 чентезимо. Италия ; 1943 ;  ; St ; VF-XF ; 18 ; Секретарь ; 55 
 3370 ; 10 кэш. Китай. Провинция Fukien ;  ;  ; Cu ; VF- ; 19 ; Вадим Скифский ; 230 
 3371 ; 10 кэш. Китай. Провинция Chihli ;  ;  ; Cu ; F-VF ; 15 ; alex62 ; 210 
 3372 ; 10 кэш. Китай. Провинция Kiang-nan ;  ;  ; Cu ; VF- ; 14 ; Вадим Скифский ; 210 
 3373 ; Монетовидный жетон. 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 21 ; 567 ; 201 
 3374 ; Монетовидный жетон. 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 20 ; 567 ; 189 
 3375 ; Монетовидный жетон. 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 20 ; 567 ; 190 
 3376 ; Монетовидный жетон. 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 12 ; 567 ; 191 
 3377 ; Монетовидный жетон. 2 евро. Нидерланды ; 1997 ;  ; Cu-Ni ; AU ; 12 ; 567 ; 192 
 3378 ; 100 динаров Югославия 40 лет победы ; 1985 ;  ; Cu-Ni ; AU ; 30 ; GAlexander ; 220 
 3379 ; 5000 динаров Югославия  Саммит ; 1989 ;  ; Cu-Ni ; AU ; 29 ; В1951 ; 255 
 3380 ; 5000 динаров Югославия  Вук Караджич ; 1987 ;  ; Cu-Ni ; AU ; 33 ; В1951 ; 215 
 3381 ; 5 евро Бельгия Жорж Леметр Буклет ; 2016 ;  ; Cu-Ni ; AU ; 19 ; dis ; 510 
 3382 ; Альбом монет США 25 центов (57шт) ; 1999-2009 ;  ; Cu-Ni ; AU ; 56 ; GAlexander ; 2044 
 3383 ; Альбом монет США 1 доллар (5шт) ; 2018-2019 ;  ; Cu-Ni-Zn ; AU ; 27 ; kovav ; 561 
 3384 ; Набор монет Великобритании: 1/2 кроны, 2,1 шиллинг, 6, 3 пенса, 1 пенни, 1/2 пенни (8шт)+жетон. Пластиковая упаковка, сертификат ; 1970 ;  ; Cu-Ni,Al/Br,Br, ; Unc ; 67 ; Ertyui ; 990 
 3385 ; Набор монет Литвы: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) Буклет ; 2015 ;  ; Би/м Лат Cu/St ; AU ; 20 ; Руслан1981 ; 567 
 3386 ; Лот монет Белиза и Юж Карибов 1 доллар (2шт) ; 1990,2002 ;  ; Cu-Ni Лат ; VF/AU ; 35 ; Maxim914 ; 149 
 3387 ; Лот монет Канады (Карнавал в Квебеке): 1 доллар (7шт) ;  ;  ; Cu-Ni ; AU ; 31 ; ЛОПАТИНиКО ; 793 
 3288 ; 1 франк Франция ; 1921 ;  ; Al/Br ; VF ; 17 ; 3457896 ; 38 
 3289 ; 5 эре Швеция ; 1923 ;  ; Br ; VF ; 26 ; Oleg73 ; 151 
 3290 ; 1 пенни Ирландия ; 1968 ;  ; Br ; VF ; 19 ; 3457896 ; 55 
 3291 ; 5 эре Швеция ; 1968 ;  ; Br ; VF+ ; 19 ; 3457896 ; 53 
 3292 ; 5 эре Швеция ; 1930 ;  ; Br ; VF ; 9 ; 3457896 ; 21 
 3293 ; 5 эре Швеция ; 1926 ;  ; Br ; VF- ; 13 ; 3457896 ; 57 
 3294 ; 5 эре Швеция ; 1928 ;  ; Br ; VF ; 42 ; Бигль ; 167 
 3295 ; 5 эре Швеция ; 1925 ;  ; Br ; VF ; 9 ; 3457896 ; 39 
 3296 ; 10 филс ОАЭ ; 1989 ;  ; Br ; VF ; 11 ; 567 ; 69 
 3297 ; 2 эре Швеция ; 1950 ;  ; Br ; VF ; 12 ; 3457896 ; 19 
 3298 ; 1 эре Швеция ; 1940 ;  ; Br ; VF ; 6 ; 3457896 ; 21 
 3299 ; 1 эре Швеция ; 1931 ;  ; Br ; VF ; 10 ; 3457896 ; 21 
 3300 ; 1 эре Швеция ; 1925 ;  ; Br ; VF ; 5 ; 3457896 ; 15 
 3301 ; 5 сантимов Франция ; 1897 ;  ; Br ; VF ; 28 ; гравицапа ; 128 
 3302 ; 10 сантимов Франция ; 1855 ;  ; Br ; F ; 10 ; гравицапа ; 106 
 3303 ; 1/2 крейцера Бавария ; 1853 ;  ; Cu ; VF- ; 22 ; DrAfanasiew ; 306 
 3304 ; 3 пфеннига Пруссия ; 1872 ;  ; Cu ; VF- ; 24 ; eu57ro ; 359 
 3305 ; 1 пфенниг Саксен-Веймар-Айзенах ; 1865 ;  ; Cu ; F+ ; 57 ; Лоцман ; 459 
 3306 ; 2 пфеннига Германия ; 1913 ;  ; Br ; VF+ ; 48 ; Valera72 ; 159 
 3307 ; 200 марок Германия ; 1923 ;  ; Al ; XF ; 20 ; eu57ro ; 57 
 3308 ; 10 пфеннигов Германия ; 1939 ;  ; Al/Br ; VF+ ; 32 ; eu57ro ; 191 
 3309 ; 1 пфенниг Германия ; 1938 ;  ; Br ; XF ; 17 ; Вадим Скифский ; 34 
 3310 ; 10 сентимо Испания ; 1870 ;  ; Cu ; VF ; 18 ; дилитант ; 70 
 3311 ; 1 сентимо Испания ; 1906 ;  ; Br ; XF ; 27 ; lestes ; 245 
 3312 ; 1 сантим Французский Индо-Китай ; 1899 ;  ; Cu ; VF+ ; 59 ; Rodan Lewarx ; 395 
 3313 ; 2 франка Французский Камерун ; 1948 ;  ; Al ; XF ; 35 ; doc2 ; 459 
 3314 ; 1 сантим Гаити ; 1846 ;  ; Cu ; VF ; 38 ; Rodan Lewarx ; 609 
 3315 ; 10 кэш Китай провинция Фэньтянь ;  ;  ; Cu ; F-VF ; 9 ; alex62 ; 102 
 3316 ; 10 кэш Республика Китай ; 1920 ;  ; Cu ; VF ; 32 ; Markgraf ; 227 
 3317 ; 10 сантимов Французский Тунис ; 1941 ;  ; Zn ; VF- ; 43 ; doc2 ; 312 
 3318 ; 1 франк Французский Тунис ; 1941 ;  ; Al/Br ; VF ; 62 ; doc2 ; 384 
 3319 ; 10 риалов Бразилия ; 1753 ;  ; Cu ; VF ; 120 ; стрелка ; 6708 
 3320 ; 1/2 стювера Голландская Ост-Индия ; 1811 ;  ; Cu ; F-VF ; 60 ; ВЕПРЬ ; 882 
 3321 ; 1/2 пенни Великобритания ; 1806 ;  ; Cu ; F ; 21 ; Plus ; 170 
 3322 ; 2 лепты Ионические острова ; 1819 ;  ; Cu ; F ; 51 ; Лоцман ; 1032 
 3323 ; 1/12 шиллинга Джерси ; 1888 ;  ; Cu ; F-VF ; 24 ; Sky2 ; 235 
 3324 ; 1/12 шиллинга Джерси ; 1945 ;  ; Br ; VF ; 25 ; double ; 134 
 3325 ; 8 доблей Гернси ; 1914 ;  ; Br ; XF- ; 45 ; Bodeo ; 271 
 3326 ; 4 добля Гернси ; 1830 ;  ; Cu ; F-VF ; 18 ; DrAfanasiew ; 241 
 3327 ; 1 пенни Токен Канада ; 1857 ;  ; Cu ; VF- ; 49 ; double ; 552 
 3328 ; 1 цент Канада ; 1859 ;  ; Cu ; VF ; 57 ; eu57ro ; 331 
 3329 ; 25 пенсов Великобритания Королева-мать ; 1980 ;  ; Cu-Ni ; AU/XF ; 25 ; Копеечка ; 114 
 3330 ; 1 крейцер Австрия ; 1861 ;  ; Cu ; VF ; 40 ; дилитант ; 126 
 3331 ; 3 пфеннига Саксен-Кобург-Гота ; 1834 ;  ; Cu ; F-VF ; 28 ; DIMA 57 ; 480 
 3332 ; 5 сантимов Люксембург ; 1870 ;  ; Cu ; VF ; 36 ; Markgraf ; 168 
 3333 ; 2 сантима Бельгия ; 1912 ;  ; Br ; VF ; 15 ; дилитант ; 51 
 3334 ; 1 эре Дания ; 1894 ;  ; Cu ; VF ; 19 ; Бигль ; 108 
 3335 ; 2 шиллинга 6 пенсов Ирландия ; 1966 ;  ; Cu-Ni ; VF ; 26 ; 1gold ; 181 
 3336 ; 1 цент Нидерланды ; 1906 ;  ; Br ; VF-XF ; 24 ; Alexdav ; 124 
 3337 ; 5 сантмиов Франция ; 1897 ;  ; Cu ; F-VF ; 16 ; Снежный Барс ; 61 
 3238 ; 2 евро. Греция. 2500-летие битвы при Фермопилах ; 2020 ;  ; Би/м ; AU ; 42 ; didisister ; 434 
 3239 ; 2 евро. Латвия. Председательство Латвии в Совете Европейского союза ; 2015 ;  ; Би/м ; AU ; 23 ; птичка16 ; 222 
 3240 ; 2 евро. Германия. 25-летие объединения Германии ; 2015 ;  ; Би/м ; AU ; 33 ; Плотник ; 341 
 3241 ; 1/4 доллара. США. Национальный исторический парк и экологический заповедник Бухта Солёной реки ; 2020 ;  ; Cu-Ni ; AU ; 18 ; didisister ; 84 
 3242 ; 1 лира. Турция. Большая мечеть Айя-София ; 2020 ;  ; Би/м ; AU ; 27 ; DrAfanasiew ; 216 
 3243 ; 50 тенге. Казахстан. Звезда ордена Данк ; 2008 ;  ; Cu-Ni ; AU ; 32 ; DormiDont ; 179 
 3244 ; 100 тенге. Казахстан. 75 лет Победы ; 2020 ;  ; Cu-Ni ; AU ; 28 ; SpAi ; 213 
 3245 ; 1 рубль. Приднестровье. 30 лет ПМР ; 2020 ;  ; St/Ni ; AU ; 41 ; doc2 ; 196 
 3246 ; 1 рубль. Приднестровье. Достояние республики ; 2020 ;  ; St/Ni ; AU ; 39 ; doc2 ; 192 
 3247 ; 1 рубль. Приднестровье. 60 лет космическому полету Белки и Стрелки ; 2020 ;  ; St/Ni ; AU ; 39 ; doc2 ; 196 
 3248 ; 10 гривен. Украина. Воздушные Силы Вооруженных Сил Украины ; 2020 ;  ; Cu-Ni ; AU ; 26 ; авм1962 ; 126 
 3249 ; 1 цент. Саравак ; 1896 ;  ; Cu ; F+ ; 57 ; kornum ; 1777 
 3250 ; 1 цент. Гонконг ; 1904 ;  ; Br ; VF ; 60 ; kornum ; 394 
 3251 ; 1 пенни. Великобритания ; 1900 ;  ; Br ; F ; 40 ; Plus ; 206 
 3252 ; 1 тугрик. Монголия. 50 лет революции ; 1971 ;  ; Al/Br ; VF+ ; 5 ; uhfvv7 ; 77 
 3253 ; 6 пенсов. Нигерия ; 1959 ;  ; Cu-Ni ; F ; 15 ; гром ; 67 
 3254 ; 100 форинтов Венгрия ; 1998 ;  ; Би/м ; VF ; 9 ; 3457896 ; 20 
 3255 ; 2 эре Швеция ; 1950 ;  ; Fe ; VF ; 7 ; 3457896 ; 27 
 3256 ; 2 эре Швеция ; 1949 ;  ; Fe ; F-VF ; 7 ; 3457896 ; 29 
 3257 ; 2 эре Швеция ; 1946 ;  ; Fe ; F-VF ; 13 ; Секретарь ; 89 
 3258 ; 1 ливр Ливан ; 1975 ;  ; Cu-Ni ; VF-XF ; 16 ; Zoltan 333 ; 91 
 3259 ; 500 ливров Ливан ; 1996 ;  ; St ; AU ; 13 ; 3457896 ; 54 
 3260 ; 100 филс Бахрейн ; 1965 ;  ; Cu-Ni ; VF-XF ; 16 ; 3457896 ; 79 
 3261 ; 50 форинтов Венгрия ; 2001 ;  ; Cu-Ni ; VF+ ; 22 ; птичка16 ; 143 
 3262 ; 5 пенни Ирландия ; 1980 ;  ; Cu-Ni ; VF ; 15 ; 3457896 ; 51 
 3263 ; 1 динар ОАЭ ; 1989 ;  ; Cu-Ni ; VF ; 5 ; 3457896 ; 9 
 3264 ; 50 ливров Ливан ; 1996 ;  ; St ; AU ; 13 ; d-master ; 74 
 3265 ; 10 рейс. Португальская колония. Бразилия. Мария I После реформы. Малый размер ; 1799 ;  ; Cu ; VG ; 70 ; Alexdav ; 1128 
 3266 ; 1/2 пенни Токен Англия Для процветания торговли Трехмачтовый фрегат Георг III ; 1814 ;  ; Cu ; VF ; 53 ; zczc4 ; 1602 
 3267 ; 2 лева. Болгария. 1300 лет Болгарии. Гайдуки ; 1981 ;  ; Cu-Ni ; Proof ; 9 ; ТАТ72 ; 186 
 3268 ; 2 лева. Болгария. 1300 лет Болгарии. Георгий Димитров ; 1981 ;  ; Cu-Ni ; Proof ; 10 ; StanislavAK ; 204 
 3269 ; 10 марок. ГДР. Мемориал “Бухенвальд” близ Веймара ; 1972 ;  ; Cu-Ni ; XF+ ; 21 ; kadadin ; 153 
 3270 ; 10 динар. Югославия. Неретва ; 1983 ;  ; Cu-Ni ; XF ; 12 ; 1gold ; 102 
 3271 ; 50 чентезимо. Италия ; 1921 ;  ; Ni ; VF- ; 21 ; Flagman ; 68 
 3272 ; 10 эре. Дания ; 1935 ;  ; Cu-Ni ; VF ; 6 ; Shundr ; 16 
 3273 ; 5 толари Словения ; 1995 ;  ; Al/Br ; XF ; 26 ; salim ; 225 
 3274 ; 5 толари Словения ; 1994 ;  ; Al/Br ; XF ; 32 ; salim ; 173 
 3275 ; 5 толари Словения ; 1995 ;  ; Al/Br ; XF ; 11 ; salim ; 101 
 3276 ; 5 толари Словения ; 1996 ;  ; Al/Br ; XF ; 19 ; salim ; 164 
 3277 ; 5 толари Словения ; 1995 ;  ; Al/Br ; XF ; 31 ; salim ; 143 
 3278 ; 5 толари Словения ; 1996 ;  ; Al/Br ; XF ; 17 ; salim ; 217 
 3279 ; 5 толари Словения ; 1997 ;  ; Al/Br ; XF ; 15 ; salim ; 194 
 3280 ; 5 толари Словения ; 1996 ;  ; Al/Br ; XF+ ; 25 ; salim ; 174 
 3281 ; 5 толари Словения ; 1993 ;  ; Al/Br ; XF ; 29 ; lestes ; 294 
 3282 ; 100 драм Армения ; 1992 ;  ; Al/Br ; VF ; 15 ; 3457896 ; 62 
 3283 ; 100 форинтов Венгрия ; 1995 ;  ; Al/Br ; XF ; 18 ; sledoput ; 70 
 3284 ; 250 ливров Ливан ; 1996 ;  ; Al/Br ; XF ; 13 ; d-master ; 71 
 3285 ; 2 франка Франция ; 1937 ;  ; Al/Br ; VF ; 11 ; 3457896 ; 27 
 3286 ; 1 динар Югославия ; 1996 ;  ; Al/Br ; VF ; 16 ; 3457896 ; 47 
 3287 ; 1 динар Югославия ; 1994 ;  ; Al/Br ; VF ; 16 ; dmivanych ; 67 
 3188 ; 1 лира. Мальта ; 1986 ;  ; Ni ; VF ; 17 ; irish2382 ; 126 
 3189 ; 1 злотый. Польша ; 1990 ;  ; Al ; AU ; 14 ; Sterh ; 17 
 3190 ; 25 пенни. Финляндия ; 1938 ;  ; Cu/Ni ; VF ; 19 ; ТАТ72 ; 41 
 3191 ; 50 сантимов. Франция ; 1942 ;  ; Al ; XF- ; 38 ; double ; 62 
 3192 ; 5 раппен. Швейцария ; 1933 ;  ; Ni ; XF ; 17 ; ТАТ72 ; 32 
 3193 ; 1 афгани. Афганистан ; 2004 ;  ; Cu/St ; AU/XF ; 19 ; кот баюн ; 33 
 3194 ; 5 так. Бангладеш ; 2012 ;  ; St ; AU ; 8 ; кот баюн ; 90 
 3195 ; 500 риелей. Камбоджа ; 1994 ;  ; Би/м ; AU ; 11 ; Sterh ; 79 
 3196 ; 100 филсов. Кувейт ; 2012 ;  ; Ni/St ; XF ; 12 ; Sterh ; 18 
 3197 ; 50 авос. Макао ; 1952 ;  ; Cu/Ni ; VF-XF ; 26 ; Slava O ; 143 
 3198 ; 10 байз. Оман. 45 лет Султану Оман ; 2015 ;  ; Br/St ; VF+ ; 34 ; STANDART ; 53 
 3199 ; 500 сумов. Узбекистан ; 2018 ;  ; Ni/St ; AU ; 13 ; Sterh ; 26 
 3200 ; 5 шиллингов. Кения ; 1994 ;  ; Ni/St ; VF+ ; 18 ; дилитант ; 36 
 3201 ; 100 франков. Руанда ; 2007 ;  ; Би/м ; AU ; 11 ; Sterh ; 23 
 3202 ; 50 сентаво. Сан томе и Принсипи ; 1929 ;  ; Ni ; F-VF ; 27 ; doc2 ; 625 
 3203 ; 50 центов. Свазиленд ; 2015 ;  ; St ; XF ; 11 ; авм1962 ; 77 
 3204 ; 20 песо. Аргентина. Чемпионат мира по футболу 1978г ; 1978 ;  ; Al/Br ; AU ; 11 ; Sterh ; 46 
 3205 ; 50 сентаво (1/2 боливиано). Боливия ; 1942 ;  ; Br ; AU ; 30 ; valerdon ; 230 
 3206 ; 25 центов. Каймановы о-ва ; 2008 ;  ; Ni/St ; XF ; 33 ; Plus ; 57 
 3207 ; 1 кордоба. Никарагуа ; 2007 ;  ; Ni/St ; VF-XF ; 26 ; Zoltan 333 ; 40 
 3208 ; 50 сентесимо. Уругвай ; 1965 ;  ; Al ; AU ; 27 ; Руслан1981 ; 72 
 3209 ; 1 пенни. Новая Зеландия ; 1942 ;  ; Br ; VF ; 52 ; double ; 207 
 3210 ; 2 евро Словакия Президентство в ЕС ; 2016 ;  ; Би/м ; AU ; 7 ; птичка16 ; 234 
 3211 ; 10 пенсов Великобритания ; 1992 ;  ; Cu-Ni ; VF ; 8 ; ag58 ; 8 
 3212 ; 10 пенсов Великобритания ; 2010 ;  ; Cu-Ni ; VF-XF ; 39 ; Kastelani ; 83 
 3213 ; 5 пенсов Великобритания ; 1979 ;  ; Cu-Ni ; XF ; 12 ; Kastelani ; 14 
 3214 ; 6 пенсов Великобритания ; 1965 ;  ; Cu-Ni ; VF-XF ; 17 ; Kastelani ; 36 
 3215 ; 6 пенсов Великобритания ; 1964 ;  ; Cu-Ni ; VF-XF ; 17 ; Kastelani ; 32 
 3216 ; 6 пенсов Великобритания ; 1963 ;  ; Cu-Ni ; VF-XF ; 11 ; Kastelani ; 25 
 3217 ; 5 центов США ; 1983 ;  ; Cu-Ni ; VF-XF ; 10 ; kovav ; 10 
