 5906 ; Нотгельд ;  ;  ;  ;  ; 17 ; VitorioVeneto ; 108 
 3682 ; 2 евро. Финляндия ; 2005 ;  ; Би/м ; AU ; 26 ; Sava05 ; 337 
 3683 ; 2 евро. Италия ; 2005 ;  ; Би/м ; AU ; 14 ; natpulkovo ; 288 
 3684 ; 2 евро. Германия ; 2013 ;  ; Би/м ; AU ; 24 ; aziya11 ; 261 
 3685 ; 2 евро. Португалия. Фернао Мендес Пинто ; 2011 ;  ; Би/м ; AU ; 31 ; Sava05 ; 503 
 3686 ; 2 евро. Бельгия. Международный женский день ; 2011 ;  ; Би/м ; AU ; 13 ; альтаир ; 280 
 3687 ; 2 евро. Сан-Марино ; 2013 ;  ; Би/м ; AU ; 20 ; dsp ; 255 
 3688 ; 2 евро. Италия ; 2009 ;  ; Би/м ; AU ; 22 ; альтаир ; 320 
 3689 ; 2 евро. Финляндия. 200 лет Банку Финляндии ; 2011 ;  ; Би/м ; AU ; 12 ; Sava05 ; 230 
 3690 ; 2 евро. Греция. Олимпиада ; 2011 ;  ; Би/м ; AU ; 17 ; bcg ; 255 
 3691 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; AU ; 13 ; бывалый ; 225 
 3592 ; 200000 карбованцев. Украина. Богдан Хмельницкий ; 1995 ;  ; Cu/Ni ; Proof ; 24 ; SergeyAnatoljevich ; 258 
 3593 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu/Ni ; AU ; 15 ; sneg ; 164 
 3594 ; 200000 карбованцев. Украина. Победа во II МВ ; 1995 ;  ; Cu/Ni ; Proof ; 25 ; WikTor75 ; 227 
 3595 ; 2 гривны. Украина. Василий Стус ; 2008 ;  ; Cu/Ni ; AU ; 24 ; Каенн ; 204 
 3596 ; 2 гривны. Украина. Александр Ляпунов ; 2007 ;  ; Cu/Ni ; AU ; 10 ; chest ; 130 
 3597 ; 2 гривны. Украина. Сидор Голубович ; 2008 ;  ; Cu/Ni ; AU ; 12 ; Каенн ; 138 
 3598 ; 2 гривны. Украина. Петр Григоренко ; 2007 ;  ; Cu/Ni ; AU ; 15 ; majkl ; 133 
 3599 ; 2 гривны. Украина. Георгий Нарбут ; 2006 ;  ; Cu/Ni ; AU ; 13 ; Victory-2001 ; 227 
 3600 ; 2 гривны. Украина. Константин Левицкий ; 2009 ;  ; Cu/Ni ; AU ; 11 ; maximilian2204 ; 227 
 3601 ; 2 гривны. Украина. Иван Франко ; 2006 ;  ; Cu/Ni ; AU ; 22 ; sneg ; 162 
 3602 ; 2 гривны. Украина. Наталия Ужвий ; 2008 ;  ; Cu/Ni ; AU ; 10 ; Опятор ; 227 
 3603 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu/Ni ; AU ; 11 ; Каенн ; 138 
 3604 ; 2 гривны. Украина. Михаил Грушевский ; 2006 ;  ; Cu/Ni ; AU ; 5 ; lbah1 ; 153 
 3605 ; 2 гривны. Украина. Алена Телига ; 2007 ;  ; Cu/Ni ; AU ; 16 ; chest ; 134 
 3606 ; 2 гривны. Украина. 100 лет Киевскому национальному экономическому унивеситету ; 2006 ;  ; Cu/Ni ; AU ; 10 ; R.E.V. ; 140 
 3607 ; 2 гривны. Украина. 100 лет Киевскому зоопарку ; 2008 ;  ; Cu/Ni ; AU ; 31 ; Жигурда ; 213 
 3608 ; 2 гривны. Украина. Лесь Курбас ; 2007 ;  ; Cu/Ni ; AU ; 17 ; Каенн ; 170 
 3609 ; 2 гривны. Украина. 14 паралимпийские игры ; 2012 ;  ; Cu/Ni ; AU ; 7 ; doc2 ; 227 
 3610 ; 2 гривны. Украина. Микола Боголюбов ; 2009 ;  ; Cu/Ni ; AU ; 6 ; chest ; 120 
 3611 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu/Ni ; AU ; 8 ; Каенн ; 136 
 3612 ; 2 гривны. Украина. Лев Ландау ; 2008 ;  ; Cu/Ni ; AU ; 12 ; sneg ; 227 
 3613 ; 2 гривны. Украина. Олег Ольжич ; 2007 ;  ; Cu/Ni ; AU ; 8 ; majkl ; 121 
 3614 ; 2 гривны. Украина. Академик М.Д. Стражеско ; 2006 ;  ; Cu/Ni ; AU ; 12 ; sneg ; 204 
 3615 ; 2 гривны. Украина. Стерлядь ; 2012 ;  ; Cu/Ni ; AU ; 32 ; Bronco ; 301 
 3616 ; 2 гривны. Украина. Владимир Чеховский ; 2006 ;  ; Cu/Ni ; AU ; 11 ; chest ; 134 
 3617 ; 1 песо. Куба. Ж/д транспорт ; 1983 ;  ; Cu/Ni ; AU ; 21 ; Reverse ; 373 
 3618 ; 1 соль. Перу ; 1965 ;  ; Al/Br ; XF ; 9 ; Bronco ; 138 
 3619 ; 25 писо. Филиппины. F.A.O. ; 1976 ;  ; Ag ; XF/AU ; 33 ; ASTRAL ; 1000 
 3620 ; 50 рупий. Индия. F.A.O. ; 1975 ;  ; Ag ; XF ; 39 ; VitorioVeneto ; 1347 
 3621 ; 50 рупий. Индия. F.A.O. ; 1976 ;  ; Ag ; XF+ ; 30 ; VitorioVeneto ; 1347 
 3622 ; 10 рупий. Индия. F.A.O. ; 1977 ;  ; Cu/Ni ; XF+ ; 33 ; Monata ; 567 
 3623 ; 50 пайса. Индия. F.A.O. ; 1973 ;  ; Cu/Ni ; XF+ ; 29 ; Monata ; 159 
 3624 ; 1 цент. Эфиопия. F.A.O. ; 1976 ;  ; Al ; AU ; 59 ; sneg ; 152 
 3625 ; 2 марки. ФРГ. Штраус ; 1990F ;  ; Cu/Ni ; XF- ; 13 ; maleevsw ; 102 
 3626 ; 2 марки. ФРГ. Курт Шумахер ; 1991D ;  ; Cu/Ni ; XF- ; 11 ; maleevsw ; 140 
 3627 ; 2 марки. ФРГ. Теодор Хейсс ; 1987F ;  ; Cu/Ni ; XF- ; 11 ; maleevsw ; 138 
 3628 ; 2 марки. ФРГ. Людвиг Эрхард ; 1990G ;  ; Cu/Ni ; XF- ; 9 ; maleevsw ; 102 
 3629 ; 20 марок. Финляндия ; 1934 ;  ; Al/Br ; XF- ; 17 ; hanim ; 250 
 3630 ; 20 марок. Финляндия ; 1936 ;  ; Al/Br ; XF- ; 13 ; hanim ; 306 
 3631 ; 20 марок. Финляндия ; 1937 ;  ; Al/Br ; XF- ; 20 ; кент ; 204 
 3632 ; 20 марок. Финляндия ; 1938 ;  ; Al/Br ; XF- ; 24 ; dim66 ; 204 
 3633 ; 20 марок. Финляндия ; 1939 ;  ; Al/Br ; XF- ; 29 ; yourius ; 277 
 3634 ; 10 марок. Финляндия ; 1928 ;  ; Al/Br ; XF- ; 11 ; natpulkovo ; 227 
 3635 ; 10 марок. Финляндия ; 1930 ;  ; Al/Br ; XF- ; 32 ; Псаки ; 217 
 3636 ; 10 марок. Финляндия ; 1929 ;  ; Al/Br ; VF+ ; 9 ; anshel ; 155 
 3637 ; 10 марок. Финляндия ; 1931 ;  ; Al/Br ; XF- ; 15 ; anshel ; 157 
 3638 ; 10 марок. Финляндия ; 1932 ;  ; Al/Br ; XF- ; 28 ; yourius ; 144 
 3639 ; 10 марок. Финляндия ; 1934 ;  ; Al/Br ; XF- ; 22 ; natpulkovo ; 204 
 3640 ; 10 марок. Финляндия ; 1935 ;  ; Al/Br ; XF- ; 10 ; Опятор ; 408 
 3641 ; 10 марок. Финляндия ; 1938 ;  ; Al/Br ; XF- ; 15 ; gusar ; 159 
 3542 ; 1 крона. Норвегия ; 2009 ;  ; Cu-Ni ; XF ; 36 ; teso ; 81 
 3543 ; 1 крона. Исландия ; 1992 ;  ; Cu-Ni ; XF ; 14 ; Bronco ; 77 
 3544 ; 25 центов. Канада ; 1996 ;  ; Cu-Ni ; XF ; 41 ; kuder ; 58 
 3545 ; 50 эре. Швеция ; 1947 ;  ; Cu-Ni ; VF ; 22 ; amigo_x ; 53 
 3546 ; 25 эре. Дания ; 1920 ;  ; Cu-Ni ; VF ; 27 ; banks ; 372 
 3547 ; 20 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF ; 10 ; sibirian ; 32 
 3548 ; 10 хеллеров. Австрия ; 1893 ;  ; Cu-Ni ; VF ; 13 ; K.V.N. ; 50 
 3549 ; 40 пара. Турция ; 1334 ;  ; Cu-Ni ; VF+ ; 15 ; нионила ; 144 
 3550 ; 10 грошей. Польша ; 1923 ;  ; Cu-Ni ; XF ; 44 ; Victory-2001 ; 91 
 3551 ; 5 франков. Франция ; 1996 ;  ; Cu-Ni ; AU ; 26 ; Александр007 ; 179 
 3552 ; 3 пенса. Великобритания ; 1909 ;  ; Ag ; VF ; 27 ; sneg ; 157 
 3553 ; 10 драхм. Греция ; 1968 ;  ; Cu/Ni ; VF ; 7 ; Lapin79 ; 23 
 3554 ; 1 марка. ФРГ ; 1981F ;  ; Cu/Ni ; VF+ ; 8 ; maleevsw ; 92 
 3555 ; 6 пенсов. Великобритания ; 1960 ;  ; Cu/Ni ; VF+ ; 8 ; Ant2Rossia ; 30 
 3556 ; 2 гривны. Украина. Евгений Петрушевич ; 2008 ;  ; Cu/Ni ; AU ; 19 ; Каенн ; 197 
 3557 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; AU ; 11 ; majkl ; 123 
 3558 ; 2 гривны. Украина. Василий Симоненко ; 2008 ;  ; Cu/Ni ; AU ; 7 ; Каенн ; 216 
 3559 ; 2 гривны. Украина. Владимир Ивасюк ; 2009 ;  ; Cu/Ni ; AU ; 20 ; Каенн ; 195 
 3560 ; 2 гривны. Украина. Павел Чубинский ; 2009 ;  ; Cu/Ni ; AU ; 12 ; 6719 ; 136 
 3561 ; 2 гривны. Украина. Владимир Ивасюк ; 2009 ;  ; Cu/Ni ; AU ; 13 ; Каенн ; 192 
 3562 ; 2 гривны. Украина. Государственный университет "Львовский политехник" ; 2010 ;  ; Cu/Ni ; AU ; 18 ; Каенн ; 201 
 3563 ; 20 кэш. Китай ;  ;  ; Cu ; VF+ ; 30 ; Sky2 ; 406 
 3564 ; 2 эре. Норвегия ; 1935 ;  ; Cu ; VF ; 17 ; yourius ; 25 
 3565 ; 1 эре. Норвегия ; 1940 ;  ; Cu ; XF- ; 18 ; natpulkovo ; 26 
 3566 ; 1 крейцер. Баден ; 1852 ;  ; Cu ; XF ; 21 ; Angal ; 399 
 3567 ; 2 пфеннига. Саксен-Веймар-Айзенах ; 1821 ;  ; Cu ; VF+ ; 40 ; zelya ; 430 
 3568 ; Односторонний геллер. Ганновер ; ND ;  ; Ag ; F+ ; 33 ; von_Schwarz ; 601 
 3569 ; 1 крона. Дания ; 1925 ;  ; Al/Br ; XF- ; 11 ; yourius ; 131 
 3570 ; 5 гривен. Украина. Бокораш ; 2009 ;  ; Cu/Ni ; AU ; 18 ; Каенн ; 194 
 3571 ; 5 гривен. Украина. Винница ; 2013 ;  ; Cu/Ni ; AU ; 12 ; Каенн ; 195 
 3572 ; 5 гривен. Украина. Кузнец ; 2011 ;  ; Cu/Ni ; AU ; 16 ; heavy_fly ; 227 
 3573 ; 5 гривен. Украина. Ткачиха ; 2010 ;  ; Cu/Ni ; AU ; 12 ; Каенн ; 206 
 3574 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu/Ni ; AU ; 15 ; doc2 ; 313 
 3575 ; 5 гривен. Украина. 70 лет освобождения Донбаса от немецких захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 28 ; Павлов75 ; 357 
 3576 ; 5 гривен. Украина. 70 лет освобождения Мелитополя от немецких захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 9 ; 2372 ; 237 
 3577 ; 5 гривен. Украина. Гончар ; 2010 ;  ; Cu/Ni ; AU ; 12 ; Каенн ; 192 
 3578 ; 5 гривен. Украина. Кушнир ; 2012 ;  ; Cu/Ni ; AU ; 18 ; Каенн ; 187 
 3579 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu/Ni ; AU ; 16 ; Каенн ; 208 
 3580 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu/Ni ; AU ; 14 ; sneg ; 234 
 3581 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu/Ni ; AU ; 26 ; Sky2 ; 238 
 3582 ; 5 гривен. Украина. Казацкий човен ; 2010 ;  ; Cu/Ni ; AU ; 26 ; аналитик ; 223 
 3583 ; 5 гривен. Украина. Никитский ботанический сад ; 2012 ;  ; Cu/Ni ; AU ; 14 ; Каенн ; 217 
 3584 ; 5 гривен. Украина. Луцк ; 2010 ;  ; Cu/Ni ; AU ; 18 ; dinkini ; 227 
 3585 ; 5 гривен. Украина. Т. Шевченко ; 2011 ;  ; Cu/Ni ; AU ; 21 ; kornum ; 261 
 3586 ; 5 гривен. Украина. 70 лет Корсунь-Шевченковской битве ; 2014 ;  ; Cu/Ni ; AU ; 17 ; doc2 ; 298 
 3587 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu/Ni ; AU ; 14 ; Каенн ; 184 
 3588 ; 5 гривен. Украина. Антарктическая станция "Академик Вернадский" ; 2006 ;  ; Cu/Ni ; AU ; 9 ; doc2 ; 237 
 3589 ; 5 гривен. Украина. 50 лет нациолнальной премии Украины им. Т. Шевченко ; 2011 ;  ; Cu/Ni ; AU ; 27 ; Sky2 ; 223 
 3590 ; 5 гривен. Украина. Богуслав ; 2008 ;  ; Cu/Ni ; AU ; 17 ; dinkini ; 227 
 3591 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 20 ; sneg ; 227 
 3492 ; 5 марок. Финляндия ; 1992 ;  ; Al/Br ; AU ; 8 ; aziya11 ; 53 
 3493 ; 100 песет. Испания ; 2001 ;  ; Al/Br ; AU ; 32 ; arkan ; 250 
 3494 ; 50 сантимов. Франция ; 1962 ;  ; Al/Br ; XF+ ; 7 ; v_bond ; 77 
 3495 ; 5 марок. Финляндия ; 1972 ;  ; Al/Br ; XF+ ; 29 ; yourius ; 115 
 3496 ; 5 крон. Эстония ; 1993 ;  ; Al/Br ; XF ; 13 ; Каенн ; 82 
 3497 ; 1 крон. Дания ; 1957 ;  ; Al/Br ; VF+ ; 15 ; aralsk ; 65 
 3498 ; 10 пфеннигов. Германия ; 1938B ;  ; Al/Br ; VF+ ; 41 ; maleevsw ; 453 
 3499 ; 1 долларов. Новая Зеландия ; 1990 ;  ; Al/Br ; XF ; 33 ; ngwee ; 157 
 3500 ; 200 лир. Сан-Марино ; 1994 ;  ; Al/Br ; XF ; 6 ; репка ; 36 
 3501 ; 5 гроше. Польша ; 1923 ;  ; Al/Br ; VF ; 24 ; Александр007 ; 217 
 3502 ; 25 werth-marke ;  ;  ; Al/Br ; VF ; 13 ; asnik ; 84 
 3503 ; 10 марок. Финляндия ; 1931 ;  ; Al/Br ; VF+ ; 15 ; anshel ; 179 
 3504 ; 100 песет. Испания ; 1996 ;  ; Al/Br ; XF ; 11 ; Каенн ; 80 
 3505 ; 5 крон. Эстония ; 1994 ;  ; Al/Br ; XF+ ; 22 ; teso ; 94 
 3506 ; 10 пенни. Финляндия ; 1976 ;  ; Al/Br ; XF+ ; 8 ; amigo_x ; 26 
 3507 ; Жетон. Александр ;  ;  ; Al/Br ; F+ ; 14 ; TTT84 ; 204 
 3508 ; 100 лир. Италия ; 1979 ;  ; St ; XF ; 27 ; sneg ; 54 
 3509 ; 1 эре. Дания ; 1918 ;  ; Fe ; F-VF ; 31 ; krugerrand ; 255 
 3510 ; 2 раппен. Швейцария ; 1944 ;  ; Zn ; VF ; 26 ; русман ; 117 
 3511 ; 10 марок. Финляндия ; 1995 ;  ; Би/м ; AU ; 15 ; yourius ; 241 
 3512 ; 100 эскудо. Португалия ; 1992 ;  ; Би/м ; XF ; 13 ; нормировщик9 ; 79 
 3513 ; 200 эскудо. Португалия ; 1991 ;  ; Би/м ; XF+ ; 18 ; dim66 ; 79 
 3514 ; 50 пфенигов. Веймар ; 1922G ;  ; Al ; XF ; 42 ; sneg ; 132 
 3515 ; 5 франков. Франция ; 1949 ;  ; Al ; XF ; 10 ; av ; 71 
 3516 ; 2 франка. Французская каледония ; 1949 ;  ; Al ; XF ; 45 ; Tche ; 183 
 3517 ; 500 марок. Веймар ; 1923G ;  ; Al ; VF+ ; 17 ; Gen_81 ; 61 
 3518 ; 1 пенни. Ирландия ; 1965 ;  ; Br ; XF ; 11 ; sneg ; 28 
 3519 ; 1 эре. Швеция ; 1760 ;  ; Cu ; F ; 19 ; Monata ; 286 
 3520 ; 2 раппен. Швейцария ; 1948 ;  ; Br ; XF ; 7 ; sneg ; 44 
 3521 ; 1/4 скиллинга. Швеция ; 19 век ;  ; Cu ; VF ; 16 ; krugerrand ; 163 
 3522 ; 1 сантим. Латвия ; 1924 ;  ; Br ; VF-XF ; 15 ; 6719 ; 122 
 3523 ; 1 раппен. Швейцария ; 1927 ;  ; Br ; VF+ ; 24 ; русман ; 130 
 3524 ; 3 милса. Кипр ; 1955 ;  ; Br ; VF+ ; 9 ; бортик ; 56 
 3525 ; 1 сантим. Бельгия ; 1902 ;  ; Br ; VF ; 22 ; Ant2Rossia ; 84 
 3526 ; 2 грошена. Австрия ; 1930 ;  ; Br ; VF ; 24 ; Павлов75 ; 210 
 3527 ; 1/6 скиллинга. Швеция ; 1854 ;  ; Cu ; F-VF ; 14 ; Александр007 ; 206 
 3528 ; 1 эре. Дания ; 1919 ;  ; Br ; VF- ; 13 ; Масясик ; 135 
 3529 ; 2 сантима. Бельгия ; 1905 ;  ; Br ; VF ; 6 ; Legio ; 61 
 3530 ; 1 хеллер. Австрия ; 1912 ;  ; Br ; XF ; 31 ; Angal ; 159 
 3531 ; 1 эре. Швеция ; 1857 ;  ; Cu ; VF ; 28 ; kergudu ; 126 
 3532 ; 1 пфенниг. Веймар ; 1930A ;  ; Br ; VF+ ; 26 ; sneg ; 101 
 3533 ; 1 пфенниг. Германия ; 1905A ;  ; Br ; VF+ ; 24 ; sneg ; 101 
 3534 ; 2 пфеннига. Германия ; 1877A ;  ; Cu ; VF ; 6 ; sneg ; 49 
 3535 ; 1 филс. ОАЭ ;  ;  ; Br ; XF ; 22 ; kont ; 137 
 3536 ; 10 крон. Чехословакия ; 1993 ;  ; Br ; AU ; 12 ; репка ; 36 
 3537 ; 5 раппен. Швейцария ; 1948 ;  ; Cu-Ni ; XF ; 4 ; FEDOTOV1920 ; 21 
 3538 ; 5 центов. Китай ;  ;  ; Cu-Ni ; VF ; 35 ; 1023oxana ; 510 
 3539 ; 10 филлеров. Венгрия ; 1926 ;  ; Cu-Ni ; VF+ ; 21 ; Northman ; 153 
 3540 ; 10 раппен. Швейцария ; 1939 ;  ; Cu-Ni ; XF ; 5 ; sneg ; 21 
 3541 ; 10 раппен. Швейцария ; 1919 ;  ; Cu-Ni ; VF ; 4 ; Масясик ; 20 
 3442 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu/Ni ; XF ; 30 ; ML ; 204 
 3443 ; 50 тенге. Казахстан. Алдар-Косе ; 2013 ;  ; Cu/Ni ; AU ; 10 ; 6719 ; 77 
 3444 ; 50 тенге. Казахстан. Шурале ; 2013 ;  ; Cu/Ni ; AU ; 19 ; 6719 ; 113 
 3445 ; 50 тенге. Казахстан. Суйиндир ; 2013 ;  ; Cu/Ni ; AU ; 20 ; Lapin79 ; 123 
 3446 ; 50 тенге. Казахстан. 20 лет тенге ; 2013 ;  ; Cu/Ni ; XF ; 12 ; kornum ; 95 
 3447 ; 50 тенге. Казахстан. МКС ; 2013 ;  ; Cu/Ni ; XF+ ; 9 ; R.E.V. ; 101 
 3448 ; 50 тенге. Казахстан. Космическая станция "Мир" ; 2012 ;  ; Cu/Ni ; AU ; 23 ; loguten ; 224 
 3449 ; 50 тенге. Казахстан. Богомол ; 2012 ;  ; Cu/Ni ; XF+ ; 16 ; VLadimir_SVA ; 129 
 3450 ; 50 тенге. Казахстан. Д.А. Конаев ; 2012 ;  ; Cu/Ni ; XF+ ; 10 ; VLadimir_SVA ; 79 
 3451 ; 50 тенге. Казахстан. Айтыс ; 2011 ;  ; Cu/Ni ; AU ; 30 ; VLadimir_SVA ; 130 
 3452 ; 50 тенге. Казахстан. М. Жумабаев ; 2013 ;  ; Cu/Ni ; XF ; 13 ; ML144 ; 90 
 3453 ; 1 песо. Куба. Олимпиада ; 1980 ;  ; Cu-Ni ; XF ; 33 ; Reverse ; 554 
 3454 ; 1 песо. Куба. Олимпиада ; 1980 ;  ; Cu-Ni ; AU ; 24 ; Reverse ; 545 
 3455 ; 1 доллар США ; 1976 ;  ; Cu-Ni ; VF+ ; 9 ; nemetz ; 114 
 3456 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 18 ; sneg ; 136 
 3457 ; 1 фунт. Ирландия ; 2000 ;  ; Cu-Ni ; XF ; 7 ; Rober ; 102 
 3458 ; 1 доллар. Канада. Британская Колумбия ; 1971 ;  ; Cu-Ni ; XF ; 30 ; witchhunter ; 300 
 3459 ; 50 центов. Австралия ; 1975 ;  ; Cu-Ni ; VF+ ; 14 ; teso ; 79 
 3460 ; 2 доллара. Гон-Конг ; 1998 ;  ; Cu-Ni ; VF ; 14 ; Lapin79 ; 24 
 3461 ; 2 марки. ФРГ ; 1965J ;  ; Cu-Ni ; VF+ ; 19 ; maleevsw ; 258 
 3462 ; 3 пенса. Ирландия ; 1963 ;  ; Cu-Ni ; VF+ ; 12 ; CASABLANCA ; 78 
 3463 ; 1 франк. Люксембург ; 1946 ;  ; Cu-Ni ; VF+ ; 10 ; нормировщик9 ; 51 
 3464 ; 5 центов. Канада ; 1936 ;  ; Cu-Ni ; VF ; 14 ; репка ; 74 
 3465 ; 5 раппен. Швейцария ; 1906 ;  ; Cu-Ni ; F-VF ; 29 ; русман ; 114 
 3466 ; 20 раппен. Швейцария ; 1913 ;  ; Cu-Ni ; VF ; 5 ; VAM ; 31 
 3467 ; 20 раппен. Швейцария ; 1891 ;  ; Cu-Ni ; VF+ ; 18 ; русман ; 408 
 3468 ; 2 марки. ФРГ ; 1994F ;  ; Cu-Ni ; VF-XF ; 13 ; solder13 ; 128 
 3469 ; 20 франков. Марокко ; 1366 ;  ; Cu-Ni ; VF ; 31 ; Monata ; 405 
 3470 ; 1 доллар. Гон-Конг ; 1990 ;  ; Cu-Ni ; VF+ ; 17 ; gos ; 65 
 3471 ; 1/2 доллара. США ; 1971D ;  ; Cu-Ni ; XF ; 9 ; 6719 ; 77 
 3472 ; 2 шиллинга. Ирландия ; 1955 ;  ; Cu-Ni ; VF ; 11 ; бортик ; 65 
 3473 ; 5 центов. Канада ; 1951 ;  ; Cu-Ni ; XF ; 55 ; 1023oxana ; 305 
 3474 ; 1 марка. Финляндия ; 1983 ;  ; Cu-Ni ; XF+ ; 11 ; andy2012 ; 26 
 3475 ; 5 крон. Норвегия ; 1975 ;  ; Cu-Ni ; XF+ ; 11 ; yourius ; 152 
 3476 ; 1 рупия. Индия ; 1976 ;  ; Cu-Ni ; VF+ ; 48 ; teso ; 201 
 3477 ; Жетон. ;  ;  ; Cu-Ni ; VF ; 12 ; murka1973 ; 147 
 3478 ; 1/4 доллара. США ; 1976 ;  ; Cu-Ni ; AU ; 7 ; amigo_x ; 41 
 3479 ; 5 драхм. Греция ; 1930 ;  ; Cu-Ni ; VF+ ; 11 ; Legio ; 91 
 3480 ; 10 пенсов. Джерси ; 1989 ;  ; Cu-Ni ; VF+ ; 7 ; kornum ; 46 
 3481 ; 50 пенсов. Великобритания ; 2005 ;  ; Cu-Ni ; VF+ ; 15 ; sibirian ; 75 
 3482 ; 1 гульден. Нидерланды ; 1980 ;  ; Cu-Ni ; VF+ ; 14 ; бортик ; 65 
 3483 ; 200 песет. Испания ; 1997 ;  ; Cu-Ni ; XF ; 23 ; arkan ; 182 
 3484 ; 5 крон.. Швеция ; 1972 ;  ; Cu-Ni ; XF ; 7 ; teso ; 101 
 3485 ; 5 центов. США ; 1911 ;  ; Cu-Ni ; VF ; 19 ; жора ; 150 
 3486 ; 5 центов. Нидерланды ; 1940 ;  ; Cu-Ni ; XF ; 10 ; kornum ; 77 
 3487 ; 20 марок. Финляндия ; 1935 ;  ; Al/Br ; XF- ; 33 ; anshel ; 261 
 3488 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; AU ; 23 ; amigo_x ; 27 
 3489 ; 25 франков. Центральная Африка ; 2002 ;  ; Al/Br ; AU ; 13 ; бортик ; 76 
 3490 ; 3 пенса. Великобритания ; 1966 ;  ; Al/Br ; AU ; 23 ; trial ; 31 
 3491 ; 20 шиллингов. Австрия ; 1992 ;  ; Al/Br ; XF+ ; 22 ; sveta6369 ; 332 
 3392 ; 1 фартинг. Великобритания ; 1949 ;  ; Br ; XF+ ; 14 ; bcg ; 68 
 3393 ; 10 центов. Багамские о-ва ; 1969 ;  ; Cu/Ni ; AU ; 19 ; igor26 ; 148 
 3394 ; 1 шиллинг. Братанская Восточная Африка ; 1924 ;  ; Ag ; VF ; 28 ; guru7 ; 391 
 3395 ; 1/10 пенни. Британская Западная африка ; 1936 ;  ; Cu/Ni ; AU ; 29 ; asnik ; 184 
 3396 ; 1/10 пенни. Британская Западная африка ; 1932 ;  ; Cu/Ni ; AU ; 42 ; Павлов75 ; 224 
 3397 ; Монетовидный жетон 1 экю. Великобритания. Европа ; 1992 ;  ; Cu/Ni ; AU ; 30 ; ВМШ ; 442 
 3398 ; Монетовидный жетон 1/10 экю. Великобритания. Европа ; 1992 ;  ; Br ; AU ; 26 ; ВМШ ; 488 
 3399 ; 1 крона. Остров Мен. 90-летие гонок ТТ ; 1997 ;  ; Cu/Ni ; AU ; 11 ; Bronco ; 359 
 3400 ; 1 крона. Остров Мен. Морское наследие ; 1982 ;  ; Cu/Ni ; AU ; 16 ; chebeer ; 495 
 3401 ; 1 крона. Остров Мен. Чемпионат мира по футболу в Мексике ; 1986 ;  ; Cu/Ni ; AU ; 29 ; alex1974 ; 997 
 3402 ; 50 пенсов. Великобритания. 100-летие Кристофера Айронсайда ; 2013 ;  ; Cu/Ni ; XF+ ; 22 ; AID57 ; 105 
 3403 ; 50 пенсов. Великобритания. Игры стран содружества в Глазго ; 2014 ;  ; Cu/Ni ; XF+ ; 33 ; bcg ; 136 
 3404 ; 2 фунта. Великобритания. Библия короля Джеймса ; 2011 ;  ; Би/м ; XF ; 30 ; igor26 ; 411 
 3405 ; 2 фунта. Великобритания. 100-летие с начала первой мировой войны ; 2014 ;  ; Би/м ; XF ; 32 ; dow jones ; 415 
 3406 ; 20 центов. Южная Африка ; 1964 ;  ; Ag ; AU ; 41 ; arkan ; 466 
 3407 ; 1/2 кроны. Новая Зеландия ; 1934 ;  ; Ag ; XF- ; 82 ; 1023oxana ; 3537 
 3408 ; 50 злотых. Польша. Владислав I ; 1981 ;  ; Cu/Ni ; XF ; 10 ; loguten ; 74 
 3409 ; 100 злотых. Польша. Ядвига ; 1988 ;  ; Cu/Ni ; AU ; 15 ; Каенн ; 117 
 3410 ; 500 злотых. Польша. Владислав II ; 1989 ;  ; Cu/Ni ; XF ; 10 ; Legio ; 50 
 3411 ; 200000 карбованцев. Украина. Чернобыль. С сертификатом ; 1996 ;  ; Cu/Ni ; Proof-Like ; 14 ; Livon ; 227 
 3412 ; 5 бат. Тайланд. ФАО ;  ;  ; Cu-Ni ; XF ; 27 ; teso ; 120 
 3413 ; 5 бат. Тайланд. ;  ;  ; Cu-Ni ; XF ; 15 ; Серж PirGS ; 114 
 3414 ; 500 лир. Италия ; 1985 ;  ; Би/м ; XF+ ; 11 ; sneg ; 34 
 3415 ; 2 фунта. Великобритания ; 2001 ;  ; Би/м ; XF ; 15 ; Гурий ; 227 
