 4866 ; Бона иностранная.  Германия. 100 марок ; 1920 ;  ;  ;  ; 23 ; kvvs ; 84 
 3828 ; 3 евро. Словения. Независимость Словении ; 2011 ;  ; Би/м ; AU ; 11 ; .gk ; 179 
 3829 ; 3 евро. Словения. Первая Олимпийская медаль ; 2012 ;  ; Би/м ; AU ; 37 ; wünschen viel Glück ; 227 
 3830 ; 2 евро. Бельгия. 100 лет Международному женскому дню ; 2011 ;  ; Би/м ; AU ; 29 ; L-nCapital ; 152 
 3831 ; 2 евро. Словакия. 20 лет формирования Вишеградской группы ; 2011 ;  ; Би/м ; AU ; 39 ; L-nCapital ; 144 
 3832 ; 2 евро. Словения. 100 лет со дня рождения Франца Розмана ; 2011 ;  ; Би/м ; AU ; 14 ; markvit ; 144 
 3833 ; 2 евро. Люксембург. 100 лет со дня смерти Великого герцога Люксембургского Вильгельма IV ; 2012 ;  ; Би/м ; AU ; 20 ; markvit ; 136 
 3834 ; 2 евро. Германия. Замок Нойшванштайн ; 2012 ;  ; Би/м ; AU ; 13 ; УФА ; 150 
 3835 ; 2 евро. Финляндия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 16 ; Graf_DJ ; 124 
 3836 ; 2 евро. Австрия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 13 ; grond ; 124 
 3837 ; 2 евро. Германия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 24 ; valent77 ; 124 
 3838 ; 2 евро. Словения. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 39 ; markvit ; 138 
 3839 ; 2 евро. Словакия. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 22 ; rik ; 122 
 3840 ; 500 лир. Ватикан. 50 лет священству Иоанна Павла II. В коробке, с сертификатом ; 1996 ;  ; Ag ; AU ; 71 ; Ракот ; 1217 
 3841 ; 500 лир. Ватикан. 70 лет образования Ватикана. В коробке, с сертификатом ; 1999 ;  ; Ag ; AU ; 75 ; vicnic ; 1377 
 3842 ; 100 рублей. Приднестровская Молдавская Республика. Удод Обыкновенный. В коробке, с сертификатом ; 2003 ;  ; Ag ; Proof ; 37 ; AB ; 3074 
 3843 ; 5 долларов. Канада. Кленовый лист. В коробке ; 2001 ;  ; Ag9999 ; Unc ; 58 ; Ю42 ; 2763 
 3844 ; 10 евро. Финляндия. 300-летия Санкт-Петербурга. В коробке с сертификатом ; 2003 ;  ; Ag ; Proof ; 37 ; krocsi ; 2652 
 3845 ; 1000 драм. Армения. В коробке, с сертификатом ; 2007 ;  ; Ag ; Proof ; 22 ; AB ; 1634 
 3846 ; 1 торговый доллар. Великобритания. Возвращение Гон-Конга Китаю. В коробке, с сертификатом ; 1997 ;  ; Cu/Ni/Zn ; Proof ; 46 ; cvb ; 818 
 3847 ; 25 экю. Австрия. Иоганн Штраус. С сертификатом ; 1995 ;  ; Ag ; Proof ; 63 ; 33madmax33 ; 897 
 3848 ; 25 экю. Голландия. Королева Вильгельмина. С сертификатом ; 1995 ;  ; Ag ; Proof ; 26 ; 33madmax33 ; 1224 
 3849 ; 10 динар. Андорра. Вступление в ООН. С сертификатом ; 1994 ;  ; Ag ; Proof ; 41 ; b197312 ; 1339 
 3850 ; 5 евро. Австрия. Вассеркрафт. В буклете ; 2003 ;  ; Ag ; AU ; 40 ; stas007 ; 793 
 3851 ; 5 евро. Финляндия. Президентство в ЕС ; 2006 ;  ; Би/м ; AU ; 56 ; LEXAI ; 818 
 3852 ; 10 кина. Папуа Новая Гвинея. В конверте, с маркой ; 1975 ;  ; Ag ; Proof ; 54 ; L-nCapital ; 1326 
 3853 ; 5 кина. Папуа Новая Гвинея. В конверте, с маркой ; 1975 ;  ; Ag ; Proof ; 32 ; бабуля ; 722 
 3854 ; 10 тоэ. Папуа Новая Гвинея. В конверте, с маркой ; 1975 ;  ; Cu-Ni ; Proof ; 54 ; Nark25 ; 350 
 3855 ; 5 тоэ. Папуа Новая Гвинея. В конверте, с маркой ; 1975 ;  ; Cu-Ni ; Proof ; 35 ; пермяк ; 201 
 3856 ; 2 тоэ. Папуа Новая Гвинея. В конверте, с маркой ; 1975 ;  ; Br ; Proof ; 39 ; Nark25 ; 165 
 3857 ; 1 тоэ. Папуа Новая Гвинея. В конверте, с маркой ; 1975 ;  ; Br ; Proof ; 66 ; Nark25 ; 177 
 3858 ; 1 гривна. Украина. ЕВРО 2012. УЕФА. В буклете ; 2012 ;  ; Латунь ; AU ; 35 ; ваня03 ; 113 
 3859 ; 5 лисенте. Лесото. В конверте, с маркой ; 1979 ;  ; Латунь ; Unc ; 15 ; Wall67 ; 226 
 3860 ; 1 фунт. Великобритания. В конверте, с маркой ; 1990 ;  ; Латунь-Ni ; Unc ; 56 ; Makys ; 533 
 3861 ; 5 центов. Свазиленд. В конверте, с маркой ; 1986 ;  ; Латунь ; Unc ; 33 ; Wall67 ; 227 
 3862 ; 5 лисенте. Лесото. В конверте, с маркой ; 1979 ;  ; Латунь ; Unc ; 25 ; Olegas ; 101 
 3863 ; 5 евро. Нидерланды. Винсент Ван Гог. В буклете ; 2003 ;  ; Ag ; Proof-Like ; 37 ; wünschen viel Glück ; 816 
 3864 ; Лот монет  Армения. Регионы: 50 драм (11шт) ; 2012 ;  ; Латунь ; AU ; 28 ; МАВ21 ; 655 
 3865 ; Набор монет США: 1/2доллара, 1 дайм, 5,1 цент (4шт) + жетон. Упаковка ; 1999D ;  ; Cu-Ni,Br ; AU ; 29 ; asadovoy ; 128 
 3866 ; Набор монет США: 1,1/2,1/4 доллара, 1 дайм, 5,1 цент (6шт). Упаковка ; 1975-1976 ;  ; Cu-Ni,Br ; AU ; 18 ; Юбер ; 173 
 3867 ; Набор монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (6шт). Упаковка ; 1971 ;  ; Cu-Ni,Br ; AU ; 28 ; asadovoy ; 140 
 3868 ; Набор монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (5шт) + жетон. Упаковка ; 1971D ;  ; Cu-Ni,Br ; AU ; 17 ; caiman67 ; 140 
 3769 ; 500 динар. Босния и Герцеговина. Серия «Сохранить планету Земля». Серый волк ; 1994 ;  ; Cu-Ni ; AU ; 15 ; alexpakh ; 249 
 3770 ; 500 динар. Босния и Герцеговина. Серия «Сохранить планету Земля». Ежи ; 1995 ;  ; Cu-Ni ; AU ; 13 ; xladon ; 276 
 3771 ; 1 доллар. Эритрея. Серия «Сохранить планету Земля». Носорог ; 1994 ;  ; Cu-Ni ; AU ; 20 ; brat52 ; 181 
 3772 ; 1 доллар. Эритрея. Серия «Сохранить планету Земля». Сова ; 1995 ;  ; Cu-Ni ; AU ; 14 ; brat52 ; 225 
 3773 ; 1 доллар. Эритрея. Серия «Сохранить планету Земля». Сокол ; 1996 ;  ; Cu-Ni ; AU ; 23 ; Azomik ; 230 
 3774 ; 1 доллар. Британские Вирджинские о-ва. Дельфины ; 2005 ;  ; Cu-Ni ; AU ; 15 ; pissimist ; 215 
 3775 ; 1 крона. Фолклендские острова. 20-летие рыболовства на Фолклендских островах. Промышленная ловля кальмаров ; 2007 ;  ; Cu-Ni ; AU ; 16 ; pissimist ; 215 
 3776 ; 1000 марок. Финляндия ; 1960 ;  ; Ag ; AU ; 41 ; лесник ; 929 
 3777 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 16 ; massivejob ; 223 
 3778 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 5 ; себер ; 206 
 3779 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 14 ; hugo ; 225 
 3780 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 19 ; безумец ; 194 
 3781 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 13 ; безумец ; 183 
 3782 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 9 ; hugo ; 206 
 3783 ; 50 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; XF ; 9 ; jashka39 ; 72 
 3784 ; 50 пенни. Финляндия ; 1923 ;  ; Cu-Ni ; XF ; 12 ; t_v_v ; 35 
 3785 ; 50 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; XF+ ; 17 ; avg1974 ; 87 
 3786 ; 50 пенни. Финляндия ; 1934 ;  ; Cu-Ni ; XF ; 24 ; 542 ; 175 
 3787 ; 50 пенни. Финляндия ; 1935 ;  ; Cu-Ni ; XF+ ; 17 ; Опятор ; 104 
 3788 ; 50 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; XF ; 6 ; Юбер ; 46 
 3789 ; 50 пенни. Финляндия ; 1937 ;  ; Cu-Ni ; XF+ ; 4 ; Юбер ; 21 
 3790 ; 50 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; XF+ ; 4 ; LAB-A ; 21 
 3791 ; 50 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; XF+ ; 10 ; Notgelder ; 57 
 3792 ; 50 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; AU/XF ; 14 ; aleksviper1985 ; 57 
 3793 ; 50 пенни. Финляндия ; 1940 ;  ; Сu ; AU ; 14 ; Юбер ; 96 
 3794 ; 50 пенни. Финляндия ; 1941 ;  ; Сu ; XF+ ; 12 ; Notgelder ; 87 
 3795 ; 50 пенни. Финляндия ; 1942 ;  ; Сu ; VF-XF ; 7 ; Юбер ; 62 
 3796 ; 50 пенни. Финляндия ; 1943 ;  ; Сu ; VF-XF ; 10 ; Опятор ; 87 
 3797 ; 50 пенни. Финляндия ; 1943 ;  ; Fe ; XF- ; 14 ; Опятор ; 57 
 3798 ; 50 пенни. Финляндия ; 1944 ;  ; Fe ; XF+ ; 11 ; olga42 ; 90 
 3799 ; 50 пенни. Финляндия ; 1945 ;  ; Fe ; VF-XF ; 9 ; П.А.Н. ; 46 
 3800 ; 50 пенни. Финляндия ; 1946 ;  ; Fe ; AU ; 15 ; avg1974 ; 108 
 3801 ; 50 пенни. Финляндия ; 1947 ;  ; Fe ; XF+ ; 7 ; mishael07 ; 45 
 3802 ; 50 пенни. Финляндия ; 1948 ;  ; Fe ; AU ; 36 ; FEDOTOV1920 ; 184 
 3803 ; 25 пенни. Финляндия ; 1921 ;  ; Cu-Ni ; AU ; 21 ; svv ; 217 
 3804 ; 25 пенни. Финляндия ; 1925 ;  ; Cu-Ni ; VF-XF ; 9 ; avg1974 ; 80 
 3805 ; 25 пенни. Финляндия ; 1926 ;  ; Cu-Ni ; XF- ; 10 ; avg1974 ; 78 
 3806 ; 25 пенни. Финляндия ; 1927 ;  ; Cu-Ni ; XF+ ; 18 ; avg1974 ; 68 
 3807 ; 25 пенни. Финляндия ; 1928 ;  ; Cu-Ni ; XF+ ; 8 ; LAB-A ; 31 
 3808 ; 25 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; XF+ ; 26 ; avg1974 ; 153 
 3809 ; 25 пенни. Финляндия ; 1930 ;  ; Cu-Ni ; VF-XF ; 10 ; Опятор ; 41 
 3810 ; 25 пенни. Финляндия ; 1934 ;  ; Cu-Ni ; XF+ ; 13 ; Опятор ; 36 
 3811 ; 25 пенни. Финляндия ; 1935 ;  ; Cu-Ni ; XF+ ; 6 ; LAB-A ; 24 
 3812 ; 25 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; XF+ ; 9 ; mishael07 ; 30 
 3813 ; 25 пенни. Финляндия ; 1937 ;  ; Cu-Ni ; AU ; 17 ; tpls ; 46 
 3814 ; 25 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; AU/XF ; 9 ; П.А.Н. ; 34 
 3815 ; 25 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; AU ; 14 ; olga42 ; 57 
 3816 ; 25 пенни. Финляндия ; 1940 ;  ; Cu-Ni ; AU ; 13 ; Notgelder ; 62 
 3817 ; 25 пенни. Финляндия ; 1940 ;  ; Cu ; VF-XF ; 10 ; Komod ; 47 
 3818 ; 25 пенни. Финляндия ; 1941 ;  ; Cu ; XF+ ; 32 ; Notgelder ; 82 
 3719 ; 20 вон. Северная Корея. Горный козел ; 2001 ;  ; Латунь ; Proof ; 12 ; L-nCapital ; 251 
 3720 ; 20 вон. Северная Корея. Голубой дракон ; 2000 ;  ; Латунь ; Proof ; 19 ; ua0fki ; 408 
 3721 ; 20 вон. Северная Корея. Тигр ; 2010 ;  ; Al, эмаль ; Proof ; 37 ; 191704 ; 236 
 3722 ; 20 вон. Северная Корея. Восточный гороскоп. Год тигра ; 2010 ;  ; Al ; Proof ; 37 ; 191704 ; 219 
 3723 ; 20 вон. Северная Корея. Бегемот ; 2010 ;  ; Al, эмаль ; Proof ; 18 ; smel ; 237 
 3724 ; 1 доллар. О-ва Кука. 1 год введения евро в наличный оборот ; 2003 ;  ; Cu-Ni, краска ; AU ; 14 ; wünschen viel Glück ; 244 
 3725 ; 1 доллар. Сиерра Леоне. Серия "Большая пятерка Африки". Слон, лев, носорог, буйвол, леопард ; 2001 ;  ; Cu-Ni ; AU ; 25 ; dsp ; 255 
 3726 ; 1 доллар. Сиерра Леоне. Серия "Большая пятерка Африки". Лев ; 2001 ;  ; Cu-Ni ; AU ; 20 ; endeavour ; 306 
 3727 ; 1 доллар. Сиерра Леоне. Серия "Большая пятерка Африки". Слон ; 2001 ;  ; Cu-Ni ; AU ; 21 ; voldemar56 ; 303 
 3728 ; 1 доллар. Сиерра Леоне. Серия "Большая пятерка Африки". Леопард ; 2001 ;  ; Cu-Ni ; AU ; 13 ; rik ; 235 
 3729 ; 1 доллар. Сиерра Леоне. Серия "Большая пятерка Африки". Носорог ; 2001 ;  ; Cu-Ni ; AU ; 24 ; brat52 ; 210 
 3730 ; 1 доллар. Сиерра Леоне. Серия "Большая пятерка Африки". Буйвол ; 2001 ;  ; Cu-Ni ; AU ; 11 ; brat52 ; 227 
 3731 ; 1 доллар. Сиерра Леоне. Серия "Динозавры". Бронтозавр ; 2006 ;  ; Cu-Ni ; AU ; 8 ; brat52 ; 213 
 3732 ; 1 доллар. Сиерра Леоне. Стегозавр ; 2006 ;  ; Cu-Ni ; AU ; 14 ; brat52 ; 213 
 3733 ; 1 доллар. Сиерра Леоне. Тираннозавр ; 2006 ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 230 
 3734 ; 1 доллар. Сиерра Леоне. Серия "Динозавры". Трицератопс ; 2006 ;  ; Cu-Ni ; AU ; 11 ; brat52 ; 213 
 3735 ; 1 доллар. Сиерра Леоне. Год лошади. Восточный лунный календарь ; 2002 ;  ; Cu-Ni ; AU ; 14 ; endeavour ; 229 
 3736 ; 1 доллар. Сиерра Леоне. Серия "Обезьяны". Капуцин ; 2009 ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 210 
 3737 ; 1 доллар. Сиерра Леоне. Серия "Обезьяны". Шимпанзе ; 2010 ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 210 
 3738 ; 1 доллар. Сиерра Леоне. Серия "Обезьяны". Орангутанг ; 2010 ;  ; Cu-Ni ; AU ; 8 ; brat52 ; 210 
 3739 ; 1 доллар. Сиерра Леоне. Серия "Обезьяны". Гиббон ; 2011 ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 210 
 3740 ; 1 доллар. Сиерра Леоне. Серия "Обезьяны". Обезьяна "Диана" ; 2009 ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 210 
 3741 ; 1 доллар. Сиерра Леоне. Серия "Обезьяны". Горилла ; 2011 ;  ; Cu-Ni ; AU ; 10 ; brat52 ; 210 
 3742 ; 1 доллар. Сиерра Леоне. Серия "Большие кошки мира". Гепард ; 2001 ;  ; Cu-Ni ; AU ; 8 ; salim ; 230 
 3743 ; 1 доллар. Сиерра Леоне. Серия "Большие кошки мира". Тигр ; 2001 ;  ; Cu-Ni ; AU ; 8 ; salim ; 233 
 3744 ; 1 доллар. Сиерра Леоне. Серия "Большие кошки мира". Черная пантера ; 2001 ;  ; Cu-Ni ; AU ; 10 ; salim ; 230 
 3745 ; 1 доллар. Сиерра Леоне. Серия "Большие кошки мира". Лев ; 2001 ;  ; Cu-Ni ; AU ; 46 ; alexpakh ; 283 
 3746 ; 1 доллар. Сиерра Леоне. Серия "Большие кошки мира". Ягуар ; 2001 ;  ; Cu-Ni ; AU ; 8 ; salim ; 233 
 3747 ; 2 доллара. Острова Питкэрн. Корабль Баунти ; 2010 ;  ; Cu-Ni ; Proof-Like ; 36 ; pissimist ; 386 
 3748 ; 1 крона. Тристан да Кунья. Сокол ; 2009 ;  ; Cu-Ni ; Proof-Like ; 10 ; endeavour ; 210 
 3749 ; 1 крона. О-в Мэн. Серия «Сохранить планету Земля». Косатка ; 1996 ;  ; Cu-Ni ; AU ; 13 ; brat52 ; 225 
 3750 ; 1 крона. О-в Мэн. Серия «Сохранить планету Земля». Выдра ; 1995 ;  ; Cu-Ni ; AU ; 22 ; 181957 ; 228 
 3751 ; 1 крона. О-в Мэн. Восточный гороскоп. Год лошади ; 2002 ;  ; Cu-Ni ; AU ; 18 ; rik ; 229 
 3752 ; 1 крона. О-в Мэн. Восточный гороскоп. Год дракона ; 2000 ;  ; Cu-Ni ; AU ; 14 ; Azomik ; 261 
 3753 ; 1 крона. О-в Мэн. Восточный гороскоп. Год тигра ; 1998 ;  ; Cu-Ni ; AU ; 11 ; brat52 ; 220 
 3754 ; 1 крона. О-в Мэн. Восточный гороскоп. Год змеи ; 2001 ;  ; Cu-Ni ; AU ; 13 ; rik ; 240 
 3755 ; 1 крона. О-в Мэн. Восточный гороскоп. Год козы ; 2003 ;  ; Cu-Ni ; AU ; 13 ; brat52 ; 227 
 3756 ; 1 крона. О-в Мэн. Серия «Сохранить планету Земля». Лоси ; 1994 ;  ; Cu-Ni ; AU ; 15 ; pissimist ; 249 
 3757 ; 1 доллар. Либерия. Серия «Сохранить планету Земля». Жако ; 1996 ;  ; Cu-Ni ; AU ; 12 ; salim ; 234 
 3758 ; 1 доллар. Либерия. Серия «Сохранить планету Земля». Дальневосточная черепаха ; 1994 ;  ; Cu-Ni ; AU ; 10 ; salim ; 234 
 3759 ; 1 доллар. Либерия. Христофор Колумб ; 1999 ;  ; Cu-Ni ; AU ; 48 ; pissimist ; 355 
 3760 ; 1 доллар. Либерия. Серия «Сохранить планету Земля». Леопард ; 1995 ;  ; Cu-Ni ; AU ; 10 ; salim ; 234 
 3761 ; 1 доллар. Либерия. Серия «Сохранить планету Земля». Неразлучники ; 1996 ;  ; Cu-Ni ; AU ; 10 ; salim ; 234 
 3762 ; 1 доллар. Либерия. Возвращение Макао Китаю. Дракон, феникс ; 1999 ;  ; Cu-Ni ; AU ; 14 ; Azomik ; 255 
 3763 ; 1 доллар. Либерия. Серия «Сохранить планету Земля». Горилла ; 1994 ;  ; Cu-Ni ; AU ; 10 ; salim ; 234 
 3764 ; 1 доллар. Ниуэ. Рыба - Меч ; 2010 ;  ; Cu-Ni ; Proof-Like ; 24 ; salim ; 240 
 3765 ; 1 суверена. Босния и Герцеговина. Лошадь ; 1996 ;  ; Cu-Ni ; AU ; 24 ; brat52 ; 227 
 3766 ; 1 суверена. Босния и Герцеговина. Липпицианская лошадь ; 1994 ;  ; Cu-Ni ; AU ; 13 ; brat52 ; 227 
 3767 ; 1 суверена. Босния и Герцеговина. Английский скакун ; 1995 ;  ; Cu-Ni ; AU ; 16 ; brat52 ; 223 
 3768 ; 500 динар. Босния и Герцеговина. Серия «Сохранить планету Земля». Бурый медведь ; 1994 ;  ; Cu-Ni ; AU ; 11 ; alexpakh ; 249 
 3669 ; 200 лир. Италия ; 1997 ;  ; Al/Br ; AU ; 19 ; salim ; 115 
 3670 ; 1 доллар. Австралия ; 1998 ;  ; Латунь ; VF ; 19 ; brat52 ; 77 
 3671 ; 1 доллар. Австралия ; 1993 ;  ; Латунь ; XF+ ; 29 ; olga42 ; 129 
 3672 ; 1 доллар. Австралия ; 1984 ;  ; Латунь ; XF ; 18 ; Юбер ; 84 
 3673 ; 2 фунта. Великобритания ; 1986 ;  ; Латунь ; AU ; 9 ; arsenich-s ; 189 
 3674 ; 100 песет. Испания ; 1999 ;  ; Латунь ; VF ; 9 ; poushkine ; 45 
 3675 ; 100 песет. Испания ; 1999 ;  ; Латунь ; VF+ ; 11 ; Юбер ; 47 
 3676 ; 1 фует. Гибралтар ; 1991 ;  ; Латунь ; VF ; 19 ; vc57 ; 131 
 3677 ; 20 франков. Монако ; 1950 ;  ; Латунь ; AU ; 43 ; Wall67 ; 224 
 3678 ; 50 центов. Гон-Конг ; 1977 ;  ; Латунь ; XF- ; 5 ; Wall67 ; 41 
 3679 ; 50 франков. Марокко ; 1371 ;  ; Латунь ; VF-XF ; 15 ; Серж PirGS ; 74 
 3680 ; 1 крона. Эстония ; 1934 ;  ; Латунь ; VF- ; 22 ; Andy.Andr ; 195 
 3681 ; 100 колонов. Коста-рика ; 1995 ;  ; Латунь ; XF- ; 9 ; Юбер ; 58 
 3682 ; 50 франков. Франция ; 1952 ;  ; Латунь ; XF ; 3 ; Wall67 ; 35 
 3683 ; 2 кроны. Дания ; 1925 ;  ; Латунь ; VF ; 26 ; SadKo ; 159 
 3684 ; 1 тала. Самоа и Сисифо ; 1984 ;  ; Латунь ; XF ; 16 ; Wall67 ; 91 
 3685 ; 1 цент ЮАР ; 1961 ;  ; Латунь ; XF+ ; 11 ; koal ; 130 
 3686 ; 1 крона. Стокгольм. Токен? ;  ;  ; Латунь ; VF- ; 19 ; TOP-T6 ; 192 
 3687 ; 2 скиллинга. Норвегия ; 1810 ;  ; Cu ; F+ ; 26 ; DVZ ; 360 
 3688 ; 5 сантимов. Тунис ; 1908 ;  ; Br ; VF- ; 34 ; evilpap ; 149 
 3689 ; 1 эре. Швеция ; 1719? ;  ; Br ; VG ; 9 ; miew77 ; 28 
 3690 ; Фартинг. Великобритания ; 1773 ;  ; Br ; F ; 17 ; koga ; 101 
 3691 ; 10 рейс. Бразилия ; 1869 ;  ; Br ; VF ; 21 ; Юбер ; 88 
 3692 ; 1 пенни. Ирландия ; 1928 ;  ; Br ; VF ; 9 ; Юбер ; 57 
 3693 ; 20 милс. Палестина ; 1942 ;  ; Br ; VF ; 40 ; vengriya ; 553 
 3694 ; Фартинг. Великобритания ; 1900 ;  ; Br ; VF-XF ; 28 ; Flagman ; 251 
 3695 ; 2 эре. Швеция ; 1949 ;  ; Br ; XF+ ; 5 ; Asyy ; 24 
 3696 ; 5 эре. Дания ; 1899 ;  ; Br ; VF ; 21 ; kergudu ; 257 
 3697 ; 1 цент. США ; 1902 ;  ; Br ; F-VF ; 15 ; Rober ; 75 
 3698 ; 1 пфенниг. Данциг ; 1926 ;  ; Br ; VF-XF ; 45 ; 384020 ; 555 
 3699 ; 1 пфенниг. Пруссия ; 1863A ;  ; Cu ; F-VF ; 7 ; caiman67 ; 120 
 3700 ; 1/2 скиллинга. Швеция ; 1803 ;  ; Cu ; F+ ; 3 ; arsenich-s ; 96 
 3701 ; 1/12 шиллинга. Джерси ; 1913 ;  ; Br ; VF+ ; 16 ; L-nCapital ; 128 
 3702 ; 100 лир. Ватикан ; 1973 ;  ; St ; AU ; 11 ; ppp ; 61 
 3703 ; 1 пенни. Великобритания ; 1899 ;  ; Br ; XF- ; 25 ; ваня03 ; 257 
 3704 ; 1/2 пенни. Токен. Канада. Остров Принца Эдуарда. Корабль. Ships colonies & commerce ; (19 век)ND ;  ; Cu ; VF-XF ; 18 ; TOP-T6 ; 837 
 3705 ; Монета иностранная. Крым ;  ;  ; Cu ; F+ ; 7 ; aziya11 ; 79 
 3706 ; 1 крона. Швеция ; 2009 ;  ; Cu-Ni ; XF- ; 7 ; xct ; 46 
 3707 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 13 ; mefody73 ; 117 
 3708 ; 2 евро. Германия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 15 ; mefody73 ; 118 
 3709 ; 50 тенге. Казахстан. Конаев ; 2012 ;  ; Cu-Ni ; AU ; 18 ; Nark25 ; 67 
 3710 ; 5 динар. Югославия. Шахматная Олимпиада ; 1990 ;  ; Cu-Ni ; Proof ; 2 ; av45621 ; 174 
 3711 ; 50 тенге. Казахстан. Конаев ; 2012 ;  ; Cu-Ni ; AU ; 9 ; brat52 ; 51 
 3712 ; 1 доллар. О-ва Кука. 1 год введения евро в наличный оборот ; 2003 ;  ; Cu-Ni, краска ; AU ; 14 ; aziya11 ; 224 
 3713 ; 10 вон. Северная Корея. Кэсонский корень женьшеня ; 2007 ;  ; Al, эмаль ; Proof ; 35 ; olga42 ; 248 
 3714 ; 10 вон. Северная Корея. Фауна Азии: Утки ; 2007 ;  ; Al, эмаль ; Proof ; 35 ; endeavour ; 238 
 3715 ; 10 вон. Северная Корея. Фауна Азии: Попугай ; 2007 ;  ; Al, эмаль ; Proof ; 40 ; endeavour ; 236 
 3716 ; 10 вон. Северная Корея. Олимпийские игры в Атланте 1996 ; 2007 ;  ; Al, эмаль ; Proof ; 17 ; brat52 ; 229 
 3717 ; 20 вон. Северная Корея. Лошадь ; 2002 ;  ; Латунь ; Proof ; 14 ; L-nCapital ; 251 
 3718 ; 20 вон. Северная Корея. Птицы ; 2001 ;  ; Латунь ; Proof ; 13 ; L-nCapital ; 251 
 3619 ; 1 гульден. Нидерландские Антиллы ; 1988 ;  ; Cu-Ni ; AU ; 27 ; Юбер ; 77 
 3620 ; 200 песет. Испания ; 1985 ;  ; Cu-Ni ; AU ; 13 ; vc57 ; 123 
 3621 ; 1 франк. Люксембург ; 1991 ;  ; Cu-Ni ; XF ; 6 ; alex995 ; 23 
 3622 ; 5 франков. Франция ; 1968 ;  ; Cu-Ni ; XF ; 9 ; Wasabi ; 92 
 3623 ; 1 доллар. Гон-Конг ; 1989 ;  ; Cu-Ni ; XF+ ; 5 ; 542 ; 57 
 3624 ; 10 сен. Бруней ; 1979 ;  ; Cu-Ni ; XF- ; 13 ; Wall67 ; 138 
 3625 ; 20 чентезимо. Италия ; 1921 ;  ; VF+ ; XF ; 38 ; wünschen viel Glück ; 62 
 3626 ; 5 пфеннигов. Германия ; 1893J ;  ; Cu-Ni ; VF ; 10 ; Опятор ; 62 
 3627 ; 100 лир. Италия ; 1981 ;  ; St ; XF ; 7 ; xct ; 75 
 3628 ; 100 лир. Ватикан ; 1961 ;  ; St ; XF+ ; 11 ; mefody73 ; 101 
 3629 ; 100 лир. Италия ; 1979 ;  ; St ; XF+ ; 9 ; ppp ; 50 
 3630 ; 50 куруш. Турция ; 1975 ;  ; St ; AU ; 11 ; Опятор ; 71 
 3631 ; 5 центов. Канада ; 1945 ;  ; St ; XF+ ; 7 ; vc57 ; 51 
 3632 ; 500 марок. Веймар ; 1923A ;  ; Al ; XF ; 10 ; agap ; 39 
 3633 ; 5 франков. Французская Океания ; 1952 ;  ; Al ; VF ; 24 ; vc57 ; 155 
 3634 ; 50 грошей. Австрия ; 1947 ;  ; Al ; VF-XF ; 5 ; KYZIA ; 37 
 3635 ; 5 лир. Ватикан ; 1952 ;  ; Al ; XF ; 15 ; ppp ; 49 
 3636 ; 1/100 марки. Гамбург ; 1923 ;  ; Al ; VF ; 9 ; L-nCapital ; 121 
 3637 ; 10 марок. Финляндия. ЕС ; 1995 ;  ; Би/м ; AU ; 27 ; endeavour ; 340 
 3638 ; 10 марок. Финляндия. ЕС ; 1995 ;  ; Би/м ; AU ; 22 ; endeavour ; 320 
 3639 ; 5 марок. Финляндия ; 1992 ;  ; Латунь ; AU ; 21 ; brigadir ; 92 
 3640 ; 5 марок. Финляндия ; 1992 ;  ; Латунь ; AU ; 19 ; Юбер ; 90 
 3641 ; 2 евро. Франция. Президентство в ЕС ; 2008 ;  ; Би/м ; XF ; 16 ; Graf_DJ ; 150 
