 6010 ; Бона иностранная Перу ;  ;  ;  ;  ; 7 ; Димон777 ; 41 
 3358 ; 1 фартинг. Великобритания ; 1921 ;  ; Br ; VF ; 22 ; Хаа ; 60 
 3359 ; 1/2 доллара. США. Патриот ; 1925 ;  ; Ag ; AU ; 37 ; Blixa37 ; 4315 
 3360 ; 100 мон. Япония ; ND ;  ; Br ; VF ; 57 ; zsefvg ; 590 
 3361 ; 1/2 пенни. Великобритания ; 1966 ;  ; Br,краска ; XF+ ; 22 ; 1023oxana ; 95 
 3362 ; 25 центов. Канада. Упаковка ; 1977 ;  ; Cu-Ni ; Unc ; 8 ; igorchek ; 23 
 3363 ; 1 цент. Канада. Упаковка ; 1977 ;  ; Br ; Unc ; 10 ; Beliy86 ; 14 
 3364 ; 2 цента. Южная Африка ; 1972 ;  ; Br ; Proof ; 23 ; Beliy86 ; 35 
 3365 ; 2 злотых. Польша ; 1936 ;  ; Ag ; XF+ ; 43 ; AKrav ; 765 
 3366 ; 20 крон. Словакия. Кирилл и Мефодий ; 1941 ;  ; Ag ; AU ; 18 ; триА ; 479 
 3367 ; 1 крона. Норвегия ; 1950 ;  ; Cu-Ni ; VF+ ; 16 ; teso ; 33 
 3368 ; 1 крона. Норвегия ; 1949 ;  ; Cu-Ni ; VF ; 26 ; brigada ; 32 
 3369 ; 5 долларов. Маршалловы острова. Герои Корейской войны. Упаковка ; 1997 ;  ; Cu-NI ; AU ; 5 ; ZET ; 250 
 3370 ; 1 крона. Норвегия ; 1946 ;  ; Cu-Ni ; VF ; 19 ; sunrise ; 37 
 3371 ; 1 цент. Фиджи ; 1990 ;  ; Br ; VF+ ; 8 ; кот баюн ; 32 
 3372 ; 25 сантимов. Бельгия ; 1946 ;  ; Zn ; F+ ; 29 ; av ; 53 
 3373 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; XF ; 15 ; Бармалей ; 255 
 3374 ; 50 лева. Болгария ; 1940 ;  ; Cu-Ni ; VF ; 24 ; Aurora810 ; 124 
 3375 ; 3 марки. Веймар ; 1922A ;  ; Al ; XF ; 33 ; Victory-2001 ; 224 
 3376 ; 2 евро. Франция. 70 лет победы ; 2014 ;  ; Би/м ; AU ; 24 ; doiu33 ; 322 
 3377 ; 100 эскудо. Португалия. Небесная навигация ; 1990 ;  ; Cu-Ni ; XF ; 18 ; mmmm ; 81 
 3378 ; 100 эскудо. Португалия. Мадейра ; 1989 ;  ; Cu-Ni ; AU ; 15 ; gusar ; 94 
 3379 ; 2 гривны. Украина. Дрофа ; 2013 ;  ; Cu-Ni ; AU ; 49 ; Метро62 ; 503 
 3380 ; 50 тенге. Казахстан. Ёж ; 2013 ;  ; Cu-Ni ; XF ; 33 ; aziya11 ; 118 
 3381 ; 2 эре. Швеция ; 1763 ;  ; Cu ; F-VF ; 23 ; Harder ; 318 
 3382 ; 3 грота. Ольденбург ; 1840 ;  ; Ag ; F-VF ; 20 ; zelya ; 417 
 3383 ; 3 пфеннига. Росток ; 1747 ;  ; Cu ; F ; 18 ; zelya ; 396 
 3384 ; Монета иностранная ; 1718 ;  ; Ag ; F ; 58 ; kont ; 1019 
 3385 ; 20 пенсов. Гибралтар ; 2006 ;  ; Cu-Ni ; XF ; 27 ; kornum ; 92 
 3386 ; 2 фунта. Великобритания. Роберт Бернс ; 2009 ;  ; Би/м ; AU ; 37 ; AndyF ; 303 
 3387 ; 2 фунта. Великобритания. Олимпиада ; 2008 ;  ; Ag, позолота ; Proof ; 26 ; SS007 ; 1700 
 3388 ; 2 фунта. Великобритания ; 1998 ;  ; Би/м ; Proof ; 13 ; zsefvg ; 215 
 3389 ; 2 фунта. Великобритания. Флоренс Найнтингейл ; 2010 ;  ; Би/м ; AU ; 19 ; Bronco ; 331 
 3390 ; 2 фунта. Великобритания. Юбилей золотой гинеи ; 2013 ;  ; Би/м ; XF ; 26 ; Bronco ; 459 
 3391 ; 2 фунта. Великобритания. 1 МВ ; 2014 ;  ; Би/м ; AU ; 23 ; teso ; 363 
 3392 ; 1/2 доллара. США. 500 лет открытия Америки ; 1992D ;  ; Сu-Ni ; AU ; 30 ; Volniy ; 461 
 3393 ; 1 песо. Куба. 500 лет ; 1992 ;  ; Сu-Ni ; AU ; 37 ; AndyF ; 531 
 3394 ; 1 песо. Куба. 500 лет ; 1990 ;  ; Сu-Ni ; AU ; 21 ; AndyF ; 407 
 3395 ; 200 эскудо. Португалия. 500 лет ; 1992 ;  ; Сu-Ni ; XF+ ; 8 ; t_v_v ; 114 
 3396 ; 1 песо. Куба. 150 лет ; 1988 ;  ; Сu-Ni ; AU ; 19 ; banks ; 226 
 3397 ; 1 песо. Куба. ; 1984 ;  ; Сu-Ni ; AU ; 15 ; kont ; 295 
 3398 ; 1 песо. Куба. ; 1984 ;  ; Сu-Ni ; AU ; 13 ; kont ; 301 
 3299 ; 10 эре. Швеция ; 1950 ;  ; Ag ; F-VF ; 9 ; кот баюн ; 41 
 3300 ; 10 эре. Швеция ; 1954 ;  ; Ag ; VF- ; 16 ; aziya11 ; 40 
 3301 ; 10 эре. Швеция ; 1958 ;  ; Ag ; XF- ; 14 ; brigada ; 41 
 3302 ; 10 эре. Швеция ; 1959 ;  ; Ag ; XF- ; 16 ; brigada ; 41 
 3303 ; 10 эре. Швеция ; 1960 ;  ; Ag ; XF- ; 10 ; aziya11 ; 40 
 3304 ; 10 эре. Швеция ; 1969 ;  ; Ag ; XF- ; 14 ; brigada ; 41 
 3305 ; 1/6 эре. Швеция ; 17в ;  ; Cu ; VG ; 6 ; Mihai6 ; 57 
 3306 ; 2 эре. Швеция ;  ;  ; Cu ; F- ; 5 ; ------ ; 22 
 3307 ; 1 скиллинга. Швеция. Отверстие ; 1836 ;  ; Cu ; F ; 7 ; Lena6975 ; 55 
 3308 ; 2 оре. Швеция ; 1935 ;  ; Cu ; VF+ ; 12 ; кот баюн ; 41 
 3309 ; 1 оре. Швеция ; 1858 ;  ; Cu ; F+ ; 14 ; SirPi ; 57 
 3310 ; 1 оре. Швеция ; 1858 ;  ; Cu ; VF- ; 15 ; J.S. ; 100 
 3311 ; 1 оре. Швеция ; 1858 ;  ; Cu ; VF ; 9 ; ВЯЗЪ ; 152 
 3312 ; 1 оре. Швеция ; 1858 ;  ; Cu ; VF+ ; 16 ; kergudu ; 156 
 3313 ; 1 оре. Швеция ; 1871 ;  ; Cu ; VF ; 9 ; kostya12.04.1994 ; 92 
 3314 ; 10 оре. Швеция ; 1944 ;  ; Cu ; VF- ; 11 ; кот баюн ; 20 
 3315 ; 1 марка. ФРГ ; 1969J ;  ; Cu-Ni ; VF ; 5 ; спарта ; 25 
 3316 ; 1/16 ригздалера. Швеция ; 1848 ;  ; Ag ; F+ ; 15 ; кот баюн ; 110 
 3317 ; 25 эре. Швеция ; 1961 ;  ; Ag ; VF+ ; 14 ; кот баюн ; 57 
 3318 ; 10 эре. Швеция ; 1940 ;  ; Ag ; F ; 13 ; aziya11 ; 19 
 3319 ; 10 эре. Швеция ; 1919 ;  ; Ag ; F-VF ; 19 ; SirPi ; 55 
 3320 ; 10 сантимов. Бельгия ; 1862 ;  ; Cu-Ni ; VF- ; 8 ; alankar51 ; 59 
 3321 ; 1 марка. Финляндия ; 1979 ;  ; Cu-Ni ; XF ; 12 ; bliznetz ; 42 
 3322 ; 1 марка. Финляндия ; 1937 ;  ; Cu-Ni ; VF+ ; 13 ; Aurora810 ; 57 
 3323 ; 1 марка. Германия ; 1935A ;  ; Cu-Ni ; XF- ; 30 ; Victory-2001 ; 454 
 3324 ; 2,5 эскудо. Португальская Ангола ; 1953 ;  ; Cu-Ni ; VF- ; 9 ; doiu33 ; 57 
 3325 ; 10 филлеров. Венгрия ; 1894 ;  ; Cu-Ni ; VF ; 22 ; gusar ; 115 
 3326 ; 5 чентезимо. Италия. Сардиния ; 1826 ;  ; Cu ; VF- ; 32 ; AndyF ; 278 
 3327 ; 2 хеллера. Австрия ; 1897 ;  ; Cu ; VF ; 27 ; Beliy86 ; 50 
 3328 ; 3 пфеннига. Пруссия ; 1867A ;  ; Cu ; VF- ; 48 ; zelya ; 114 
 3329 ; 5 чентезимо. Италия. Тоскана ; 1859 ;  ; Cu ; F-VF ; 21 ; kergudu ; 192 
 3330 ; 2 сантима. Латвия ; 1922 ;  ; Br ; VF-XF ; 27 ; AntonR ; 227 
 3331 ; 200 крон. Австрия ; 1924 ;  ; Br ; VF- ; 27 ; sever55 ; 41 
 3332 ; 12 хеллеров. Аахен ; 1759 ;  ; Cu ; VF- ; 39 ; kotyamoi ; 463 
 3333 ; 1 лира. Италия ; 1942 ;  ; St ; VF ; 23 ; Александ98 ; 49 
 3334 ; 2000 рейс. Бразилия ; 1930 ;  ; Ag ; VF+ ; 18 ; Bronco ; 453 
 3335 ; 1 гульден. Нидерланды ; 1930 ;  ; Ag ; VF ; 37 ; zelya ; 222 
 3336 ; 500 франко. Бельгия. 100 лет независимости ; 1980 ;  ; Ag ; XF+ ; 29 ; Ю42 ; 444 
 3337 ; 5 франков. Тунис ; 1934 ;  ; Ag ; VF+ ; 28 ; S1952 ; 480 
 3338 ; 1 крейцер. Нассау ; 1810 ;  ; Cu ; F-VF ; 34 ; zelya ; 197 
 3339 ; 20 раппен. Швейцария ; 1931 ;  ; Cu-Ni ; XF- ; 39 ; kostya12.04.1994 ; 50 
 3340 ; 5 юаней. Китай ; 2011 ;  ; Латунь ; AU ; 29 ; oleghh7 ; 258 
 3341 ; 1 доллар. США. Сакагавеа ; 2015D ;  ; Cu-Ni-Zn ; AU ; 37 ; Sporti84 ; 124 
 3342 ; 1/2 доллара. США ; 2015P ;  ; Cu-Ni ; AU ; 28 ; цеховик ; 60 
 3343 ; 1/2 доллара. США ; 2015D ;  ; Cu-Ni ; AU ; 32 ; цеховик ; 61 
 3344 ; 1 рубль. Приднестровье. Монастырь ; 2014 ;  ; Cu-Ni ; AU ; 27 ; u10257 ; 261 
 3345 ; 2 евро. Германия. Гессен ; 2015D ;  ; Би/М ; AU ; 18 ; v_bond ; 190 
 3346 ; 2 евро. Германия. Гессен ; 2015F ;  ; Би/М ; AU ; 20 ; archontbk ; 198 
 3347 ; 100 крон. Чехословакия. 600-летие Карлова Университета в Праге ; 1948 ;  ; Ag ; XF- ; 23 ; mmmm ; 407 
 3348 ; 10 крон. Чехословакия. Ян Коменский ; 1957 ;  ; Ag ; VF-XF ; 29 ; vesta78 ; 287 
 3249 ; 10 крейцеров. Венгрия ; 1868 ;  ; Ag ; F+ ; 25 ; aziya11 ; 110 
 3250 ; 10 крейцеров. Австрия ; 1869 ;  ; Ag ; VF+ ; 36 ; alex280183 ; 444 
 3251 ; 10 крейцеров. Австрия ; 1860 ;  ; Ag ; VF- ; 37 ; aziya11 ; 129 
 3252 ; 10 крейцеров. Венгрия ; 1870 ;  ; Ag ; VF- ; 23 ; 9975 ; 490 
 3253 ; 3 крейцера. Австрия ; 1843 ;  ; Ag ; F ; 9 ; J.S. ; 204 
 3254 ; 3 крейцера. Австрия ; 1836 ;  ; Ag ; F+ ; 26 ; jj ; 276 
 3255 ; 6 крейцеров. Австрия ; 1849 ;  ; Ag ; F-VF ; 23 ; santan93 ; 348 
 3256 ; 4 гроша Пруссия ; 1803 ;  ; Ag ; VF- ; 50 ; rash61 ; 1506 
 3257 ; 5 крейцеров. Австрия ; 1858 ;  ; Ag ; VF ; 23 ; стадник ; 639 
 3258 ; 10 крейцеров. Венгрия ; 1869 ;  ; Ag ; F-VF ; 24 ; mkm1968 ; 235 
 3259 ; 3 крейцера. Австрия ; 1847 ;  ; Ag ; F+ ; 9 ; trimbel ; 155 
 3260 ; 50 пфеннигов. Веймар ; 1924G ;  ; Al/Br ; VF+ ; 54 ; J.S. ; 1110 
 3261 ; 50 пфеннигов. Веймар ; 1924J ;  ; Al/Br ; XF- ; 61 ; westof ; 1428 
 3262 ; 3 пфеннига. Пруссия ; 1752A ;  ; Cu ; F ; 44 ; DIMA 57 ; 389 
 3263 ; 30 динаров. Югославия ; 1938 ;  ; Ag ; VF-XF ; 61 ; mmmm ; 453 
 3264 ; 1 доллар. Остров Ниуэ. Год Свиньи ; 2007 ;  ; Ag ; VF ; 12 ; aziya11 ; 825 
 3265 ; 20 крейцеров. Зальцбург ; 1777 ;  ; Ag ; VF+ ; 48 ; 9975 ; 1224 
 3266 ; 1 доллар. Британские Виргинские острова. Адмирал Нельсон ; 2005 ;  ; Cu-Ni ; XF+ ; 39 ; val211 ; 253 
 3267 ; 5 сантимов. Испания ; 1879 ;  ; Cu ; F+ ; 21 ; 312 ; 41 
 3268 ; 1 лиард. Австрийские Нидерланды ; 1789 ;  ; Cu ; F- ; 20 ; banks ; 118 
 3269 ; 5 эре. Швеция ; 1930 ;  ; Br ; VF- ; 27 ; кот баюн ; 55 
 3270 ; 1/2 франка. Швейцария ; 1958 ;  ; Ag ; XF ; 21 ; shaxter2015 ; 150 
 3271 ; 20 сентаво. Филиппины ; 1944 ;  ; Ag ; XF ; 30 ; irino4ka ; 192 
 3272 ; 5 эскудо. Португалия ; 1960 ;  ; Ag ; XF+ ; 27 ; 9975 ; 433 
 3273 ; 3 пенса. Великобритания ; 1919 ;  ; Ag ; VF ; 21 ; 9975 ; 132 
 3274 ; 1/4 доллара. США ; 1976S ;  ; Ag ; AU ; 17 ; Ctap4e ; 355 
 3275 ; 1 шиллинг. Великобритания ; 1944 ;  ; Ag ; VF+ ; 41 ; Александ98 ; 181 
 3276 ; 25 центов. Канада. Упаковка ; 1965 ;  ; Ag ; AU ; 28 ; Andy M ; 184 
 3277 ; 10 центов. Канада. Упаковка ; 1965 ;  ; Ag ; AU ; 19 ; Andy M ; 85 
 3278 ; 5 марок. ФРГ. Мартин Лютер. Упаковка ; 1983G ;  ; Cu-Ni ; Proof ; 11 ; старом ; 262 
 3279 ; 5 марок. ФРГ. Нмецкий таможенный союз. Упаковка ; 1984D ;  ; Cu-Ni ; Proof ; 7 ; старом ; 230 
 3280 ; 5 марок. ФРГ. Фридрих Гроссе. Упаковка ; 1986F ;  ; Cu-Ni ; Proof ; 32 ; ростов ; 200 
 3281 ; 1 скиллинг. Швеция ; 1802 ;  ; Cu ; VF ; 19 ; Ske121 ; 816 
 3282 ; 1 эре. Швеция ; 1719 ;  ; Cu ; VF- ; 27 ; агент Холдер ; 567 
 3283 ; 1 эре. Швеция ; 1719 ;  ; Cu ; F-VF ; 26 ; Alexdav ; 364 
 3284 ; 1 эре. Швеция ; 1747 ;  ; Cu ; VF ; 25 ; kergudu ; 870 
 3285 ; 1 эре. Швеция ; 1750 ;  ; Cu ; VF- ; 23 ; агент Холдер ; 410 
 3286 ; 1 скиллинг Швеция ; 1822 ;  ; Cu ; VF ; 49 ; Alexdav ; 754 
 3287 ; 1/2 скиллинга. Швеция ; 19 век ;  ; Cu ; VF- ; 25 ; sahakala ; 153 
 3288 ; 1/2 скиллинга. Швеция ; 1802 ;  ; Cu ; VF ; 21 ; Липик1 ; 434 
 3289 ; 1/2 скиллинга. Швеция ; 1807 ;  ; Cu ; VF ; 9 ; Аня ; 510 
 3290 ; 1/4 скиллинга. Швеция ; 1805 ;  ; Cu ; VF ; 55 ; andreyg ; 749 
 3291 ; 1/2 эре. Швеция ; 1720 ;  ; Cu ; F-VF ; 30 ; dsp ; 1062 
 3292 ; 1/12 скиллинга. Швеция ; 1808 ;  ; Cu ; VF ; 11 ; J.S. ; 186 
 3293 ; 1/12 скиллинга. Швеция ; 1812 ;  ; Cu ; VF-XF ; 25 ; 1879 ; 510 
 3294 ; 1/6 эре. Швеция ; 1718 ;  ; Cu ; VF- ; 32 ; dsp ; 1019 
 3295 ; 1/6 эре. Швеция ; 1708 ;  ; Cu ; F ; 29 ; dsp ; 580 
 3296 ; 5 лир. Италия ; 1928 ;  ; Ag ; VF+ ; 15 ; aziya11 ; 262 
 3297 ; 10 эре. Швеция ; 1928 ;  ; Ag ; F-VF ; 21 ; Липик1 ; 57 
 3298 ; 10 эре. Швеция ; 1947 ;  ; Ag ; VF- ; 11 ; FoxSF ; 41 
 3199 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; VF ; 14 ; 9975 ; 114 
 3200 ; 3 пенса. Австралия ; 1910 ;  ; Ag ; VF- ; 7 ; irino4ka ; 110 
 3201 ; 1/10 гульдена. Нидерландская Индия ; 1882 ;  ; Ag ; F-VF ; 13 ; sunrise ; 100 
 3202 ; 100 марок. Финляндия. 50 лет ветеранской организации ; 1990 ;  ; Ag ; AU ; 11 ; В1951 ; 816 
 3203 ; 100 марок Финляндия. Аландские острова ; 1991 ;  ; Ag ; AU ; 28 ; gennadi-p ; 1193 
 3204 ; 1 крона. Швеция ; 1963 ;  ; Ag ; XF ; 5 ; kostya12.04.1994 ; 91 
 3205 ; 1/10 гульдена. Нидерландская Индия ; 1930 ;  ; Ag ; VF+ ; 25 ; AndyF ; 157 
 3206 ; 100 йен. Япония ;  ;  ; Ag ; XF ; 13 ; mask ; 192 
 3207 ; 6 пенсов. Великобритания ; 1917 ;  ; Ag ; VF ; 41 ; 9975 ; 395 
 3208 ; 6 пенсов. Южная Африка ; 1937 ;  ; Ag ; VF ; 77 ; AndyF ; 464 
 3209 ; 10 эскудо. Португальский Мозамбик ; 1952 ;  ; Ag ; VF ; 28 ; vesta78 ; 169 
 3210 ; 100 франков. Марокко ; 1372 ;  ; Ag ; VF+ ; 23 ; Azeroter1 ; 300 
 3211 ; 6 пенсов. Австралия ; 1958 ;  ; Ag ; XF ; 3 ; boypraff ; 101 
 3212 ; 10 эре. Швеция ; 1938 ;  ; Ag ; VF- ; 11 ; кот баюн ; 53 
 3213 ; 10 эре. Швеция. Отверстие ; 1871 ;  ; Ag ; F+ ; 27 ; roza77 ; 75 
 3214 ; 1 риал. Иран ;  ;  ; Ag ; VG ; 15 ; aziya11 ; 137 
 3215 ; 1/2 шиллинга. Австрия ; 1926 ;  ; Ag ; XF ; 21 ; igorchek ; 184 
 3216 ; 3 пенса. Австралия ; 1951 ;  ; Ag ; XF ; 4 ; кот баюн ; 104 
 3217 ; 10 эре. Швеция ; 1953 ;  ; Ag ; VF ; 11 ; aziya11 ; 40 
 3218 ; 1 доллар. США ; 1922 ;  ; Ag ; XF ; 30 ; alexbari ; 1574 
 3219 ; 1/2 доллара. США ; 1942 ;  ; Ag ; VF-XF ; 32 ; AndyF ; 683 
 3220 ; 2 франка. Швейцария ; 1944 ;  ; Ag ; VF-XF ; 28 ; ОБОРМОТ ; 341 
 3221 ; 2 песета. Испания ; 1869 ;  ; Ag ; VF ; 48 ; sahakala ; 227 
 3222 ; 2 фунта. Великобритания ; 2002 ;  ; Ag ; AU ; 34 ; Fliege1 ; 1677 
 3223 ; 5 марок. ФРГ. Николай Коперник ; 1973. ;  ; Ag ; XF+ ; 32 ; Elizium ; 369 
 3224 ; 5 марок. ФРГ. Альбрехт Дюрер (1471-1528) ; 1971 ;  ; Ag ; AU ; 11 ; Метро62 ; 285 
 3225 ; 5 марок. ФРГ. Людвиг Ван Бетховен ; 1970 ;  ; Ag ; AU ; 40 ; Victory-2001 ; 322 
 3226 ; 5 марок. ФРГ. Ханс Якоб Христоф фон Гриммельхаусен ; 1976 ;  ; Ag ; XF+ ; 31 ; AndyF ; 371 
 3227 ; 5 марок. ФРГ. Иммануил Кант ; 1974 ;  ; Ag ; XF+ ; 23 ; VVE ; 315 
 3228 ; 10 сантимов. Бельгийское Конго ; 1894 ;  ; Cu ; XF- ; 15 ; HARDCOROV ; 1019 
 3229 ; 1 франк. Бельгийское Конго ; 1925 ;  ; Cu-Ni ; VF ; 20 ; ZOLTAN333 ; 186 
 3230 ; 1 пфенниг. ГДР ; 1953E ;  ; Al ; XF ; 53 ; AndyF ; 67 
 3231 ; 5 сантимов. Бельгийское Конго ; 1894 ;  ; Cu ; VF+ ; 29 ; Экзот ; 814 
 3232 ; 2 франка. Бельгийское Конго ; 1946 ;  ; Al/Br ; VF ; 45 ; kornum ; 255 
 3233 ; 5 раппен. Швейцария ; 1895 ;  ; Cu-Ni ; F-VF ; 18 ; brigada ; 24 
 3234 ; 1 сантим. Бельгийское Конго ; 1888 ;  ; Cu ; VF-XF ; 38 ; сама71 ; 856 
 3235 ; 10 пфеннигов Германия ; 1876 ;  ; Cu-Ni ; VF ; 32 ; Jauho ; 79 
 3236 ; 1 франк. Бельгийкое Конго ; 1924 ;  ; Cu-Ni ; F-VF ; 29 ; ZH32 ; 100 
 3237 ; 2 сантима Бельгийкое Конго ; 1887 ;  ; Cu ; VF+ ; 25 ; Экзот ; 818 
 3238 ; 1 франк. Бельгийкое Конго ; 1944 ;  ; Al/Br ; VF ; 37 ; banks ; 243 
 3239 ; 5 раппен. Швейцария ; 1984 ;  ; Al/Br ; XF ; 18 ; Beliy86 ; 22 
 3240 ; 1 франк. Бельгийкое Конго ; 1949 ;  ; Al/Br ; VF ; 22 ; kornum ; 241 
 3241 ; 5 долларов. Канада. Кленовый лист ; 2012 ;  ; Ag ; AU ; 30 ; tzhenya ; 1096 
 3242 ; 1 корона Венгрия ; 1895 ;  ; Ag ; F-VF ; 30 ; J.S. ; 216 
 3243 ; 1 крона. Австрия. 60 лет правления ; 1908 ;  ; Ag ; XF ; 27 ; ZOLTAN333 ; 796 
 3244 ; 1 крона. Австрия ; 1899 ;  ; Ag ; VF- ; 19 ; кот баюн ; 203 
 3245 ; 20 крейцеров. Венгрия ; 1870 ;  ; Ag ; VF- ; 21 ; 9975 ; 296 
 3246 ; 20 крейцеров. Венгрия ; 1869 ;  ; Ag ; VF- ; 9 ; нионила ; 255 
 3247 ; 10 крейцеров. Австрия ; 1869 ;  ; Ag ; VF- ; 35 ; aziya11 ; 122 
 3248 ; 20 крейцеров. Австрия ; 1869 ;  ; Ag ; F+ ; 43 ; CASH ; 140 
 3149 ; 1 дайм. США. Отверстие ; 1884 ;  ; Ag ; F- ; 17 ; roza77 ; 76 
 3150 ; 20 пфеннигов. Германия ; 1874F ;  ; Ag ; VF- ; 48 ; sveta6369 ; 463 
 3151 ; 1 крона. Швеция ; 1945 ;  ; Ag ; XF- ; 9 ; Andjey2878 ; 150 
 3152 ; 1 дино. Перу ; 1864 ;  ; Ag ; VF- ; 15 ; Bronco ; 306 
 3153 ; 5 пиастров. Египет ; 1957 ;  ; Ag ; VF ; 15 ; mmmm ; 232 
 3154 ; 100 рейс. Португалия ; 1889 ;  ; Ag ; F-VF ; 15 ; Andjey2878 ; 219 
 3155 ; 1/4 доллара. США ; 1958D ;  ; Ag ; XF ; 17 ; цеховик ; 185 
 3156 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 14 ; SirPi ; 44 
 3157 ; 10 эре. Швеция ; 1957 ;  ; Ag ; AU ; 15 ; CASH ; 43 
 3158 ; 10 сольдо. Италия ; 1811 ;  ; Ag ; F ; 32 ; jj ; 308 
 3159 ; 2000 динаров. Иран ; 1342 ;  ; Ag ; VF ; 5 ; aziya11 ; 477 
 3160 ; 50 эре. Швеция ; 1933 ;  ; Ag ; VF- ; 34 ; Липик1 ; 153 
 3161 ; 50 эре. Швеция ; 1930 ;  ; Ag ; F-VF ; 30 ; Липик1 ; 153 
 3162 ; 50 эре. Швеция ; 1939 ;  ; Ag ; VF- ; 23 ; жора ; 107 
 3163 ; 50 эре. Швеция ; 1912 ;  ; Ag ; F+ ; 21 ; жора ; 101 
 3164 ; 50 эре. Швеция ; 1927 ;  ; Ag ; F-VF ; 19 ; жора ; 101 
 3165 ; 50 эре. Швеция ; 1919 ;  ; Ag ; F+ ; 21 ; жора ; 101 
 3166 ; 50 эре. Швеция ; 1928 ;  ; Ag ; F-VF ; 24 ; Липик1 ; 83 
 3167 ; 50 эре. Швеция ; 1899 ;  ; Ag ; F ; 36 ; Христ ; 69 
 3168 ; 50 эре. Швеция ; 1911 ;  ; Ag ; F-VF ; 25 ; жора ; 101 
 3169 ; 1 крона. Швеция ; 1930 ;  ; Ag ; F-VF ; 19 ; boroda ; 149 
 3170 ; 1 крона. Швеция ; 1898 ;  ; Ag ; VF- ; 30 ; pref ; 169 
 3171 ; 2 кроны. Швеция ; 1964 ;  ; Ag ; AU/XF ; 44 ; Andjey2878 ; 261 
 3172 ; 1 пфенниг. Данциг ; 1937 ;  ; Br ; XF ; 67 ; westof ; 381 
 3173 ; 1 пфенниг. Веймар ; 1930А ;  ; Br ; XF ; 12 ; brigada ; 37 
 3174 ; 1 цент. США ; 1902 ;  ; Br ; XF- ; 52 ; AndyF ; 123 
 3175 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; VF+ ; 40 ; 1023oxana ; 216 
 3176 ; Таньга. Бухара ; 18-19вв ;  ; Ag ; VF- ; 61 ; Tilla ; 502 
 3177 ; Таньга. Бухара ; 1837 ;  ; Ag ; VF- ; 37 ; ZOLTAN333 ; 680 
 3178 ; Фулус. Самарканд ; 18в ;  ; Ag ; F-VF ; 28 ; J.S. ; 485 
 3179 ; 1 лит. Литва ; 1925 ;  ; Ag ; VF ; 40 ; AntonR ; 363 
 3180 ; 2 кроны. Дания ; 1951 ;  ; Al/Br ; XF ; 15 ; kergudu ; 90 
 3181 ; 10 крон. Дания ; 1979 ;  ; Cu-Ni ; AU ; 14 ; Александ98 ; 62 
 3182 ; 5 крон. Дания ; 1973 ;  ; Cu-Ni ; AU ; 18 ; Александ98 ; 71 
 3183 ; 2 кроны. Дания ; 1954 ;  ; Al/Br ; XF- ; 28 ; Александ98 ; 76 
 3184 ; 25 сантимов. Франция. Лангедок-Руссильон. Нотгельд Торговой палаты департамента Эро ; 1921 ;  ; Zn ; VF- ; 21 ; banks ; 133 
 3185 ; 10 сантимов. Франция. Лангедок-Руссильон. Нотгельд Торговой палаты департамента Эро ; 1921-1924 ;  ; Zn ; VF- ; 17 ; banks ; 133 
 3186 ; 25 сантимов. Франция. Нотгельд Торговой патаы Нарбонны ; 1920 ;  ; Al ; VF- ; 19 ; vb96 ; 186 
 3187 ; 10 сантимов. Франция. Нотгельд торговой палаты Нарбонны ; 1920 ;  ; Al ; VF- ; 27 ; banks ; 145 
 3188 ; 20 марок. Германия. ГДР. Эрнст Тельман ; 1979А ;  ; Cu-Ni ; XF- ; 8 ; bek-1 ; 104 
 3189 ; 5 марок. Германия. ГДР. Бранденбургские ворота ; 1971А ;  ; Cu-Ni ; XF- ; 8 ; курт ; 110 
 3190 ; 1 дуит. Нидерланды. Вестфризия ; 1739 ;  ; Cu ; F- ; 16 ; mkm1968 ; 195 
 3191 ; 1 цент. США. В капсуле PCGS ; 2010 ;  ;  ; AU ; 11 ; gmga ; 90 
 3192 ; 10 эре. Швеция ; 1945 ;  ; Ag ; VF- ; 18 ; акто_то ; 47 
 3193 ; 100 марок. Финляндия. ; 1989 ;  ; Ag ; AU ; 18 ; prince1959 ; 1024 
 3194 ; 1 рупия. Британская Индия ; 1889 ;  ; Ag ; VF- ; 11 ; d-master ; 727 
 3195 ; 5 эскудо. Португалия ; 1951 ;  ; Ag ; VF ; 26 ; av ; 165 
 3196 ; 3 пенса. Великобритания ; 1918 ;  ; Ag ; VF ; 28 ; кот баюн ; 117 
 3197 ; 1 шиллинг. Великобритания ; 1942 ;  ; Ag ; VF ; 30 ; CASH ; 157 
 3198 ; 1 песета. Испания ; 1901 ;  ; Ag ; F+ ; 42 ; Aurora810 ; 600 
 3099 ; 1 доллар. США ; 1884 ;  ; Ag ; AU ; 50 ; alex280183 ; 3570 
 3100 ; 1 доллар. Канада ; 1965 ;  ; Ag ; XF+ ; 33 ; irino4ka ; 624 
 3101 ; 1 крона. Бермуды ; 1964 ;  ; Ag ; AU ; 41 ; HARDCOROV ; 1012 
 3102 ; 5 песо. Мексика ; 1948 ;  ; Ag ; AU ; 36 ; 1023oxana ; 1326 
