 3214 ; Бона иностранная ;  ;  ;  ;  ; 52 ; derk02 ; 104 
 2517 ; 10 центов. Стрейтс Сетлементс ; 1926 ;  ; Ag ; VF ; 9 ; aleks-2007 ; 129 
 2518 ; 10 центов. Стрейтс Сетлементс ; 1927 ;  ; Ag ; VF-XF ; 27 ; aleks-2007 ; 160 
 2519 ; 10 центов. Стрейтс Сетлементс ; 1927 ;  ; Ag ; XF ; 5 ; aleks-2007 ; 79 
 2520 ; 25 сетаво. Мексика ; 1952 ;  ; Ag ; AU ; 10 ; hugo ; 308 
 2521 ; Фартинг. Великобритания ; 1891 ;  ; Br ; VF ; 13 ; dsidorov ; 117 
 2522 ; Фартинг. Великобритания ; 1865 ;  ; Br ; VF ; 21 ; Doro ; 102 
 2523 ; Фартинг. Великобритания ; 1899 ;  ; Br ; VF-XF ; 30 ; Abbat ; 150 
 2524 ; Фартинг. Великобритания ; 1893 ;  ; Br ; VF ; 5 ; dsidorov ; 86 
 2525 ; Фартинг. Великобритания ; 1884 ;  ; Br ; VF- ; 38 ; xabib ; 114 
 2526 ; Фартинг. Великобритания ; 1895 ;  ; Br ; VF+ ; 16 ; alex1974 ; 114 
 2527 ; Фартинг. Великобритания ; 1861 ;  ; Br ; F-VF ; 8 ; dsidorov ; 53 
 2528 ; Фартинг. Великобритания ; 1897 ;  ; Br ; VF+ ; 24 ; Doro ; 104 
 2529 ; Фартинг. Великобритания ; 1860 ;  ; Br ; VF- ; 22 ; dsidorov ; 100 
 2530 ; Фартинг. Великобритания ; 1866 ;  ; Br ; F-VF ; 11 ; Doro ; 102 
 2531 ; Фартинг. Великобритания ; 1900 ;  ; Br ; VF- ; 15 ; vc57 ; 161 
 2532 ; Фартинг. Великобритания ; 1872 ;  ; Br ; F-VF ; 9 ; Doro ; 111 
 2533 ; Фартинг. Великобритания ; 1886 ;  ; Br ; VF+ ; 21 ; overshtag ; 153 
 2534 ; Фартинг. Великобритания ; 1898 ;  ; Br ; VF ; 9 ; dsidorov ; 150 
 2535 ; Фартинг. Великобритания ; 1901 ;  ; Br ; VF+ ; 55 ; dsidorov ; 200 
 2536 ; Фартинг. Великобритания ; 1873 ;  ; Br ; VF- ; 17 ; dsidorov ; 115 
 2537 ; Фартинг. Великобритания ; 1878 ;  ; Br ; F-VF ; 11 ; Doro ; 102 
 2538 ; Фартинг. Великобритания ; 1880 ;  ; Br ; F-VF ; 9 ; Doro ; 102 
 2539 ; Фартинг. Великобритания ; 1885 ;  ; Br ; VF-XF ; 21 ; dsidorov ; 250 
 2540 ; Фартинг. Великобритания ; 1881 ;  ; Br ; VF+ ; 7 ; suhua ; 204 
 2541 ; Фартинг. Великобритания ; 1896 ;  ; Br ; VF+ ; 8 ; suhua ; 153 
 2542 ; Фартинг. Великобритания ; 1917 ;  ; Br ; VF+ ; 28 ; efge ; 97 
 2543 ; Фартинг. Великобритания ; 1918 ;  ; Br ; VF+ ; 5 ; alex1974 ; 51 
 2544 ; Фартинг. Великобритания ; 1919 ;  ; Br ; VF+ ; 7 ; alex1974 ; 55 
 2545 ; Фартинг. Великобритания ; 1920 ;  ; Br ; VF+ ; 14 ; alex751 ; 86 
 2546 ; Фартинг. Великобритания ; 1921 ;  ; Br ; VF+ ; 27 ; Graphic ; 51 
 2547 ; Фартинг. Великобритания ; 1922 ;  ; Br ; VF+ ; 5 ; alex1974 ; 51 
 2548 ; Фартинг. Великобритания ; 1925 ;  ; Br ; VF+ ; 5 ; alex1974 ; 51 
 2549 ; Фартинг. Великобритания ; 1926 ;  ; Br ; VF+ ; 16 ; Doro ; 72 
 2550 ; Фартинг. Великобритания ; 1927 ;  ; Br ; VF+ ; 5 ; alex1974 ; 51 
 2551 ; Фартинг. Великобритания ; 1928 ;  ; Br ; XF+ ; 7 ; overshtag ; 148 
 2552 ; Фартинг. Великобритания ; 1929 ;  ; Br ; VF-XF ; 18 ; asru ; 57 
 2553 ; Фартинг. Великобритания ; 1930 ;  ; Br ; VF+ ; 5 ; alex1974 ; 51 
 2554 ; Фартинг. Великобритания ; 1931 ;  ; Br ; VF-XF ; 17 ; overshtag ; 82 
 2555 ; Фартинг. Великобритания ; 1932 ;  ; Br ; VF-XF ; 11 ; overshtag ; 110 
 2556 ; Фартинг. Великобритания ; 1933 ;  ; Br ; VF+ ; 20 ; suhua ; 51 
 2557 ; Фартинг. Великобритания ; 1934 ;  ; Br ; VF-XF ; 19 ; suhua ; 94 
 2558 ; Фартинг. Великобритания ; 1936 ;  ; Br ; VF+ ; 3 ; dsidorov ; 24 
 2559 ; Фартинг. Великобритания ; 1937 ;  ; Br ; AU ; 18 ; avk ; 109 
 2560 ; Фартинг. Великобритания ; 1938 ;  ; Br ; AU ; 5 ; dsidorov ; 60 
 2561 ; Фартинг. Великобритания ; 1939 ;  ; Br ; AU ; 10 ; Abbat ; 72 
 2562 ; Фартинг. Великобритания ; 1940 ;  ; Br ; AU ; 5 ; dsidorov ; 60 
 2563 ; Фартинг. Великобритания ; 1941 ;  ; Br ; AU ; 5 ; dsidorov ; 60 
 2464 ; 6 пенсов. Великобритания ; 1890 ;  ; Ag ; F-VF ; 9 ; skif ; 41 
 2465 ; 6 пенсов. Великобритания ; 1891? ;  ; Ag ; F-VF ; 15 ; jj ; 41 
 2466 ; 6 пенсов. Великобритания. Отверстие ; 1864 ;  ; Ag ; F-VF ; 13 ; pref ; 31 
 2467 ; 6 пенсов. Великобритания ; 1880 ;  ; Ag ; F+ ; 9 ; jj ; 56 
 2468 ; 6 пенсов. Великобритания ; 1910 ;  ; Ag ; F+ ; 5 ; skif ; 31 
 2469 ; 6 пенсов. Великобритания ; 1925 ;  ; Ag ; VF- ; 36 ; efge ; 157 
 2470 ; 6 пенсов. Великобритания ; 1935 ;  ; Ag ; VF-XF ; 12 ; aleks-2007 ; 65 
 2471 ; 6 пенсов. Великобритания ; 1936 ;  ; Ag ; VF-XF ; 11 ; aleks-2007 ; 128 
 2472 ; 6 пенсов. Великобритания ; 1938 ;  ; Ag ; VF-XF ; 5 ; aleks-2007 ; 53 
 2473 ; 6 пенсов. Великобритания ; 1944 ;  ; Ag ; XF- ; 15 ; aleks-2007 ; 100 
 2474 ; 6 пенсов. Великобритания ; 1946 ;  ; Ag ; VF+ ; 5 ; aleks-2007 ; 153 
 2475 ; 5 шиллингов. Великобритания. Коронация королевы Елизаветы II ; 1953 ;  ; Cu/Ni ; AU ; 33 ; vol ; 439 
 2476 ; 25 новых пенсов. Великобритания. 80 лет королеве ; 1980 ;  ; Cu/Ni ; AU ; 7 ; k212 ; 153 
 2477 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu/Ni ; AU ; 17 ; udaw ; 153 
 2478 ; 25 новых пенсов. Великобритания. Годовщина серебряной свадьбы ; 1972 ;  ; Cu/Ni ; AU ; 17 ; Lena6975 ; 153 
 2479 ; 25 новых пенсов. Великобритания. Серебряный юбилей правления ; 1977 ;  ; Cu/Ni ; AU ; 8 ; alno51 ; 138 
 2480 ; 5 фунтов. Великобритания. 90 лет королеве ; 1990 ;  ; Cu/Ni ; AU ; 37 ; dsidorov ; 672 
 2481 ; 1/2 кроны. Великобритания ; 1967 ;  ; Cu/Ni ; AU ; 16 ; vol ; 160 
 2482 ; 1 пенни. Великобритания ; 1936 ;  ; Br ; VF-XF ; 5 ; дачник ; 102 
 2483 ; 1 пенни. Великобритания ; 1938 ;  ; Br ; AU ; 6 ; dsidorov ; 102 
 2484 ; 1 пенни. Великобритания ; 1947 ;  ; Br ; XF+ ; 8 ; dsidorov ; 97 
 2485 ; 1 пенни. Великобритания ; 1848 ;  ; Br ; XF ; 29 ; dsidorov ; 185 
 2486 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 3 ; дачник ; 51 
 2487 ; 1/2 пенни. Великобритания ; 1964 ;  ; Br ; XF+ ; 7 ; дачник ; 25 
 2488 ; 1/2 пенни. Великобритания ; 1965 ;  ; Br ; XF+ ; 19 ; dsidorov ; 20 
 2489 ; 1/2 пенни. Великобритания ; 1966 ;  ; Br ; AU ; 11 ; dsidorov ; 22 
 2490 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 11 ; dsidorov ; 22 
 2491 ; 100 драхм. Греция. Македония-Александр Великий ; 1992 ;  ; Латунь ; AU ; 26 ; rizovtpl ; 108 
 2492 ; 50 драхм. Греция. Гомер ; 1986 ;  ; Ni/Латунь ; XF+ ; 9 ; dsidorov ; 30 
 2493 ; 25 сантимов. Бельгия ; 1923 ;  ; Cu/Ni ; VF+ ; 4 ; kergudu ; 13 
 2494 ; 25 сантимов. Бельгия ; 1922 ;  ; Cu/Ni ; VF+ ; 6 ; kergudu ; 14 
 2495 ; 10 сантимов. Бельгия ; 1921 ;  ; Cu/Ni ; VF ; 3 ; alex995 ; 12 
 2496 ; 10 сантимов. Бельгия ; 1905 ;  ; Cu/Ni ; VF+ ; 6 ; alex995 ; 14 
 2497 ; 5 сантимов. Бельгия ; 1905 ;  ; Cu/Ni ; VF+ ; 6 ; alno51 ; 15 
 2498 ; 1 песо. Уругвай ; 1978 ;  ; Al/Br ; XF ; 6 ; alex751 ; 54 
 2499 ; 10 франков. Бельгия ; 1973 ;  ; St ; XF ; 10 ; alno51 ; 30 
 2500 ; 2 новых гроша (20 пфеннигов). Саксония ; 1848F ;  ; Ag ; XF ; 60 ; sintul ; 620 
 2501 ; 10 центов. Канада ; 1956 ;  ; Ag ; VF-XF ; 9 ; СВл ; 308 
 2502 ; 10 центов. Канада ; 1940 ;  ; Ag ; XF+ ; 19 ; aleks-2007 ; 177 
 2503 ; 10 центов. Канада ; 1951 ;  ; Ag ; XF- ; 11 ; aleks-2007 ; 148 
 2504 ; 10 центов. Канада ; 1965 ;  ; Ag ; VF+ ; 7 ; aleks-2007 ; 41 
 2505 ; 10 центов. Канада ; 1967 ;  ; Ag ; VF-XF ; 37 ; aleks-2007 ; 75 
 2506 ; 10 центов. Канада ; 1966 ;  ; Ag ; VF-XF ; 7 ; СВл ; 206 
 2507 ; 10 центов. Канада ; 1945 ;  ; Ag ; VF-XF ; 27 ; aleks-2007 ; 169 
 2508 ; 10 центов. Канада ; 1960 ;  ; Ag ; VF+ ; 23 ; aleks-2007 ; 49 
 2509 ; 10 центов. Канада ; 1967 ;  ; Ag ; VF+ ; 29 ; aleks-2007 ; 59 
 2510 ; 10 центов. Канада ; 1968 ;  ; Ag ; XF- ; 15 ; aleks-2007 ; 159 
 2511 ; 10 центов. Канада ; 1949 ;  ; Ag ; VF ; 9 ; TRT_TT ; 36 
 2512 ; 10 центов. Канада ; 1950 ;  ; Ag ; VF-XF ; 9 ; aleks-2007 ; 35 
 2513 ; 6 пенсов.Южная Африка ; 1942 ;  ; Ag ; VF- ; 21 ; aleks-2007 ; 177 
 2414 ; Флорин. Великобритания ; 1920 ;  ; Ag ; VF ; 12 ; suhua ; 164 
 2415 ; Флорин. Великобритания ; 1921 ;  ; Ag ; VF ; 21 ; aleks-2007 ; 229 
 2416 ; Флорин. Великобритания ; 1922 ;  ; Ag ; VF ; 21 ; dimon-2007 ; 181 
 2417 ; Флорин. Великобритания ; 1923 ;  ; Ag ; VF ; 13 ; aleks-2007 ; 184 
 2418 ; Флорин. Великобритания ; 1928 ;  ; Ag ; VF ; 14 ; vitapool ; 164 
 2419 ; Флорин. Великобритания ; 1929 ;  ; Ag ; VF ; 9 ; aleks-2007 ; 184 
 2420 ; Флорин. Великобритания ; 1930 ;  ; Ag ; VF ; 11 ; suhua ; 174 
 2421 ; Флорин. Великобритания ; 1931 ;  ; Ag ; VF ; 9 ; aleks-2007 ; 184 
 2422 ; Флорин. Великобритания ; 1933 ;  ; Ag ; VF ; 25 ; vitapool ; 181 
 2423 ; Флорин. Великобритания ; 1935 ;  ; Ag ; VF ; 18 ; vitapool ; 184 
 2424 ; Флорин. Великобритания ; 1936 ;  ; Ag ; VF ; 9 ; aleks-2007 ; 184 
 2425 ; 2 шиллинга. Великобритания ; 1937 ;  ; Ag ; VF ; 13 ; suhua ; 175 
 2426 ; 2 шиллинга. Великобритания ; 1938 ;  ; Ag ; VF+ ; 14 ; aleks-2007 ; 255 
 2427 ; 2 шиллинга. Великобритания ; 1939 ;  ; Ag ; VF+ ; 9 ; aleks-2007 ; 184 
 2428 ; 2 шиллинга. Великобритания ; 1940 ;  ; Ag ; VF+ ; 12 ; Чародей ; 206 
 2429 ; 2 шиллинга. Великобритания ; 1941 ;  ; Ag ; VF+ ; 15 ; suhua ; 177 
 2430 ; 2 шиллинга. Великобритания ; 1942 ;  ; Ag ; XF- ; 9 ; aleks-2007 ; 184 
 2431 ; 2 шиллинга. Великобритания ; 1943 ;  ; Ag ; VF ; 5 ; efge ; 123 
 2432 ; 2 шиллинга. Великобритания ; 1944 ;  ; Ag ; VF+ ; 11 ; suhua ; 206 
 2433 ; 2 шиллинга. Великобритания ; 1945 ;  ; Ag ; XF+ ; 15 ; suhua ; 308 
 2434 ; 2 шиллинга. Великобритания ; 1946 ;  ; Ag ; XF ; 9 ; suhua ; 206 
 2435 ; Шиллинг. Великобритания ; 1826 ;  ; Ag ; F-VF ; 37 ; dsidorov ; 400 
 2436 ; Шиллинг. Великобритания ; 1887 ;  ; Ag ; VF+ ; 19 ; димитрий ; 308 
 2437 ; Шиллинг. Великобритания ; 1896 ;  ; Ag ; VF ; 39 ; димитрий ; 320 
 2438 ; Шиллинг. Великобритания ; 1920 ;  ; Ag ; VF- ; 10 ; suhua ; 72 
 2439 ; Шиллинг. Великобритания ; 1921 ;  ; Ag ; VF- ; 9 ; alno51 ; 110 
 2440 ; Шиллинг. Великобритания ; 1922 ;  ; Ag ; VF ; 11 ; suhua ; 206 
 2441 ; Шиллинг. Великобритания ; 1923 ;  ; Ag ; VF- ; 11 ; suhua ; 125 
 2442 ; Шиллинг. Великобритания ; 1924 ;  ; Ag ; F-VF ; 9 ; suhua ; 96 
 2443 ; Шиллинг. Великобритания ; 1925 ;  ; Ag ; VF- ; 7 ; pref ; 62 
 2444 ; Шиллинг. Великобритания ; 1926 ;  ; Ag ; VF- ; 9 ; efge ; 123 
 2445 ; Шиллинг. Великобритания ; 1927 ;  ; Ag ; VF ; 13 ; aleks-2007 ; 204 
 2446 ; Шиллинг. Великобритания ; 1928 ;  ; Ag ; VF ; 31 ; aleks-2007 ; 182 
 2447 ; Шиллинг. Великобритания ; 1929 ;  ; Ag ; VF ; 28 ; vitapool ; 147 
 2448 ; Шиллинг. Великобритания ; 1930 ;  ; Ag ; VF ; 34 ; vitapool ; 128 
 2449 ; Шиллинг. Великобритания ; 1931 ;  ; Ag ; VF ; 6 ; aleks-2007 ; 66 
 2450 ; Шиллинг. Великобритания ; 1932 ;  ; Ag ; VF ; 15 ; skif ; 74 
 2451 ; Шиллинг. Великобритания ; 1933 ;  ; Ag ; VF ; 8 ; vitapool ; 61 
 2452 ; Шиллинг. Великобритания ; 1934 ;  ; Ag ; VF ; 21 ; aleks-2007 ; 90 
 2453 ; Шиллинг. Великобритания ; 1935 ;  ; Ag ; VF ; 8 ; ayy ; 61 
 2454 ; Шиллинг. Великобритания ; 1936 ;  ; Ag ; VF+ ; 11 ; aleks-2007 ; 164 
 2455 ; Шиллинг. Великобритания ; 1937 ;  ; Ag ; VF ; 6 ; Andre_ssin ; 105 
 2456 ; Шиллинг. Великобритания ; 1938 ;  ; Ag ; VF+ ; 9 ; aleks-2007 ; 100 
 2457 ; Шиллинг. Великобритания ; 1939 ;  ; Ag ; VF-XF ; 23 ; Sterh ; 68 
 2458 ; Шиллинг. Великобритания ; 1940 ;  ; Ag ; XF- ; 21 ; aleks-2007 ; 94 
 2459 ; Шиллинг. Великобритания ; 1942 ;  ; Ag ; XF- ; 2 ; Andre_ssin ; 100 
 2460 ; Шиллинг. Великобритания ; 1943 ;  ; Ag ; VF+ ; 35 ; dimon-2007 ; 117 
 2461 ; Шиллинг. Великобритания ; 1944 ;  ; Ag ; VF+ ; 27 ; aleks-2007 ; 108 
 2462 ; Шиллинг. Великобритания ; 1945 ;  ; Ag ; VF+ ; 58 ; alno51 ; 155 
 2463 ; Шиллинг. Великобритания ; 1946 ;  ; Ag ; VF+ ; 15 ; aleks-2007 ; 95 
 2364 ; 25 рупий. Индонезия ; 1971 ;  ; Cu-Ni ; AU ; 11 ; t2029 ; 20 
 2365 ; 50 рупий. Индонезия ; 1971 ;  ; Cu-Ni ; VF ; 18 ; Dom Perignon ; 17 
 2366 ; 100 рупий. Индонезия ; 1999 ;  ; Al ; AU ; 3 ; t2029 ; 16 
 2367 ; 1 сентаво. Куба ; 1978 ;  ; Al ; VF ; 3 ; dimentor ; 13 
 2368 ; 5 сентаво. Куба ; 1960 ;  ; Cu-Ni ; VF+ ; 4 ; Poiuyt ; 14 
 2369 ; 10 гуарани. Парагвай ; 1990 ;  ; Ni/Br ; AU ; 7 ; dimon-2007 ; 19 
 2370 ; 50 гуарани. Парагвай ; 1995 ;  ; Cu-Zn-Ni ; AU ; 27 ; dimon-2007 ; 37 
 2371 ; 25 центов. Нидерландские Антиллы ; 1971 ;  ; Cu-Ni ; XF ; 17 ; Dom Perignon ; 31 
 2372 ; 10 центов. Суринам ; 1978 ;  ; Ni/St ; XF+ ; 19 ; GBK ; 36 
 2373 ; 2-1/2 цента. Нидерландские Антиллы ; 1980 ;  ; Al ; VF-XF ; 21 ; vc57 ; 23 
 2374 ; 10 центов. Британские Карибские территории ; 1956 ;  ; Cu-Ni ; VF+ ; 3 ; alno51 ; 39 
 2375 ; 1 франк. Французская Новая Каледония ; 2002 ;  ; Al ; AU ; 18 ; alno51 ; 45 
 2376 ; 20 франк. Французская Новая Каледония ; 2003 ;  ; Ni ; AU ; 7 ; alno51 ; 83 
 2377 ; 1 цент. Тринидад и Тобаго ; 1972 ;  ; Br ; VF+ ; 7 ; vc57 ; 26 
 2378 ; 5 центов. Намибия ; 1993 ;  ; Ni/St ; VF-XF ; 5 ; Dom Perignon ; 14 
 2379 ; 10 пфеннигов. ГДР ; 1981A ;  ; Al ; AU ; 6 ; alno51 ; 7 
 2380 ; 5 бани. Румыния ; 1966 ;  ; Cu-Ni ; XF+ ; 3 ; dimentor ; 13 
 2381 ; 1 дирхам. Марокко ; 1969 ;  ; Ni ; VF- ; 3 ; alex995 ; 12 
 2382 ; 5 дирхам. Марокко ; 1980 ;  ; Ni ; VF- ; 7 ; Sterh ; 15 
 2383 ; 25 бани. Румыния ; 1966 ;  ; Cu-Ni ; VF+ ; 3 ; dimentor ; 13 
 2384 ; 50 центов. Кения ; 1974 ;  ; Cu-Ni ; VF-XF ; 4 ; Dom Perignon ; 14 
 2385 ; 10 шиллингов. Сомалилэнд. Рак ; 2006 ;  ; St ; AU ; 37 ; оскол ; 99 
 2386 ; 10 шиллингов. Сомалилэнд. Скорпион ; 2006 ;  ; St ; AU ; 21 ; оскол ; 80 
 2387 ; Крона. Великобритания ; 1887 ;  ; Ag ; XF ; 56 ; vol ; 2525 
 2388 ; Крона. Великобритания ; 1889 ;  ; Ag ; VF ; 28 ; klaus4 ; 1593 
 2389 ; Крона. Великобритания ; 1890 ;  ; Ag ; VF-XF ; 22 ; dsidorov ; 1530 
 2390 ; Крона. Великобритания ; 1893 ;  ; Ag ; XF- ; 41 ; dsidorov ; 2131 
 2391 ; Крона. Великобритания ; 1898 ;  ; Ag ; VF ; 28 ; dsidorov ; 1574 
 2392 ; Двойной флорин. Великобритания. Цифра 1 римская ; 1887 ;  ; Ag ; VF+ ; 33 ; dsidorov ; 1334 
 2393 ; Двойной флорин. Великобритания. Цифра 1 арабская ; 1889 ;  ; Ag ; VF+ ; 17 ; Синоптик ; 1530 
 2394 ; 1/2 кроны. Великобритания ; 1817 ;  ; Ag ; VF ; 92 ; GBK ; 1020 
 2395 ; 1/2 кроны. Великобритания ; 1887 ;  ; Ag ; XF ; 52 ; dsidorov ; 1308 
 2396 ; 1/2 кроны. Великобритания ; 1920 ;  ; Ag ; VF ; 8 ; Doro ; 206 
 2397 ; 1/2 кроны. Великобритания ; 1921 ;  ; Ag ; VF ; 9 ; dsidorov ; 200 
 2398 ; 1/2 кроны. Великобритания ; 1922 ;  ; Ag ; VF ; 5 ; dsidorov ; 200 
 2399 ; 1/2 кроны. Великобритания ; 1923 ;  ; Ag ; VF ; 6 ; suhua ; 204 
 2400 ; 1/2 кроны. Великобритания ; 1926 ;  ; Ag ; VF ; 6 ; suhua ; 204 
 2401 ; 1/2 кроны. Великобритания ; 1927 ;  ; Ag ; VF ; 7 ; dsidorov ; 200 
 2402 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF+ ; 7 ; aleks-2007 ; 225 
 2403 ; 1/2 кроны. Великобритания ; 1929 ;  ; Ag ; VF ; 5 ; dsidorov ; 200 
 2404 ; 1/2 кроны. Великобритания ; 1931 ;  ; Ag ; VF ; 8 ; suhua ; 204 
 2405 ; 1/2 кроны. Великобритания ; 1932 ;  ; Ag ; VF ; 3 ; dsidorov ; 200 
 2406 ; 1/2 кроны. Великобритания ; 1933 ;  ; Ag ; VF ; 8 ; suhua ; 214 
 2407 ; 1/2 кроны. Великобритания ; 1934 ;  ; Ag ; VF ; 6 ; suhua ; 204 
 2408 ; 1/2 кроны. Великобритания ; 1935 ;  ; Ag ; VF+ ; 19 ; aleks-2007 ; 260 
 2409 ; 1/2 кроны. Великобритания ; 1936 ;  ; Ag ; VF+ ; 6 ; suhua ; 204 
 2410 ; 1/2 кроны. Великобритания ; 1942 ;  ; Ag ; VF+ ; 7 ; aleks-2007 ; 240 
 2411 ; 1/2 кроны. Великобритания ; 1944 ;  ; Ag ; VF-XF ; 5 ; aleks-2007 ; 209 
 2412 ; 1/2 кроны. Великобритания ; 1946 ;  ; Ag ; VF+ ; 7 ; aleks-2007 ; 209 
 2413 ; Флорин. Великобритания ; 1902 ;  ; Ag ; XF+ ; 80 ; udaw ; 3060 
 2314 ; 10 сенти. Эстония ; 2006 ;  ; Al/Br ; XF+ ; 11 ; ВМШ ; 12 
 2315 ; 20 сенти. Эстония ; 2004 ;  ; St ; AU ; 7 ; dimentor ; 7 
 2316 ; 1 крона. Эстония ; 2000 ;  ; Al/Br ; VF ; 11 ; vol ; 11 
 2317 ; 1 доллар (1 унция серебра). США ; 2008 ;  ; Ag ; AU ; 7 ; Lena6975 ; 855 
 2318 ; Тугрик. Монголия ; 1925 ;  ; Ag ; VF-XF ; 26 ; Алек ; 1112 
 2319 ; Игровая марка ;  ;  ; Латунь ; F ; 0 ; Не продан ; 0 
 2320 ; 25 курушей. Турция ; 1959 ;  ; St ; VF ; 3 ; alex995 ; 11 
 2321 ; 10 курушей. Турция ; 1972 ;  ; Br ; VF+ ; 3 ; alex995 ; 11 
 2322 ; 25 пайс. Индия ; 1987 ;  ; Cu-Ni ; VF-XF ; 10 ; Dom Perignon ; 14 
 2323 ; 20 пайс. Индия. 100 лет со дня рождения Махат Маганди ; 1948 ;  ; Al/Br ; VF+ ; 9 ; Doro ; 24 
 2324 ; 50 пайс. Индия ; 1987 ;  ; Cu-Ni ; VF-XF ; 11 ; Dom Perignon ; 17 
 2325 ; 1 пфенниг. ГДР ; 1980A ;  ; Al ; XF+ ; 10 ; alno51 ; 21 
 2326 ; 5 пиастров. Египет. ОАР ; 1967 ;  ; Cu-Ni ; VF ; 6 ; dimentor ; 13 
 2327 ; 10 пиастров. Египет. ОАР ; 1967 ;  ; Cu-Ni ; VF+ ; 8 ; alex995 ; 14 
 2328 ; 10 милим. Египет. ОАР ; 1967 ;  ; Al ; VF- ; 2 ; alex995 ; 3 
 2329 ; 5 милим. Египет. ОАР ; 1967 ;  ; Al ; VF- ; 5 ; alex995 ; 11 
 2330 ; 10 пфеннигов. ФРГ ; 1993J ;  ; Латунь/St ; AU ; 7 ; t2029 ; 14 
 2331 ; 10 пфеннигов. ФРГ ; 1950J ;  ; Латунь/St ; VF ; 5 ; dimentor ; 13 
 2332 ; 10 пфеннигов. ФРГ ; 1988F ;  ; Латунь/St ; XF+ ; 3 ; alex995 ; 11 
 2333 ; 10 пфеннигов. ФРГ ; 1991F ;  ; Латунь/St ; XF+ ; 5 ; alno51 ; 13 
 2334 ; 10 пиастров. Сирия ; 1965 ;  ; Al/Br ; VF ; 8 ; Dom Perignon ; 16 
 2335 ; 5 пиастров. Сирия ; 1979 ;  ; Al/Br ; VF ; 75 ; aleks7 ; 313 
 2336 ; 5 пиастров. Сирия ; 1956 ;  ; Cu-Ni ; VF ; 16 ; Sterh ; 23 
 2337 ; 10 сентаво. Мексика ; 1995 ;  ; St ; AU ; 23 ; bolik ; 23 
 2338 ; 20 сентаво. Мексика ; 2002 ;  ; Al/Br ; VF-XF ; 6 ; Dom Perignon ; 14 
 2339 ; 50 сентаво. Мексика ; 1993 ;  ; Al/Br ; VF+ ; 6 ; Sterh ; 13 
 2340 ; 1 новое песо. Мексика ; 1994 ;  ; Би/м ; VF-XF ; 5 ; vc57 ; 15 
 2341 ; 1 песо. Мексика ; 1971 ;  ; Ni ; VF- ; 4 ; dimentor ; 13 
 2342 ; 5 центов. Тринидад и Тобаго ; 2004 ;  ; Br/St ; AU ; 33 ; bolik ; 31 
 2343 ; 1 цент. Южная Африка ; 1985 ;  ; Br ; AU ; 18 ; bolik ; 26 
 2344 ; 2 цента. Южная Африка ; 1986 ;  ; Br ; VF+ ; 3 ; alex995 ; 11 
 2345 ; 5 центов. Южная Африка ; 1984 ;  ; Cu-Ni ; XF+ ; 5 ; dimentor ; 14 
 2346 ; 20 центов. Австралия ; 1969 ;  ; Cu-Ni ; VF ; 10 ; pref ; 13 
 2347 ; 10 сентаво. Боливия ; 2001 ;  ; Br ; VF-XF ; 7 ; alex995 ; 13 
 2348 ; 20 сентаво. Боливия ; 1997 ;  ; St ; VF-XF ; 13 ; Dom Perignon ; 15 
 2349 ; 50 центов. Гон-Конг ; 1972 ;  ; Cu-Ni ; VF+ ; 5 ; alno51 ; 31 
 2350 ; 5 сентаво. Никарагуа ; 2002 ;  ; Cu/St ; AU ; 16 ; bolik ; 33 
 2351 ; 1 динар. Югославия ; 1953 ;  ; Al ; VF- ; 7 ; dimentor ; 15 
 2352 ; 50 центов. Гон-Конг ; 1978 ;  ; Al/Br ; VF+ ; 4 ; alex995 ; 13 
 2353 ; 50 сентесимо. Венесуэла ; 1965 ;  ; Cu-Ni ; XF- ; 11 ; Dom Perignon ; 15 
 2354 ; 1 цент. Карибские острова ; 1981 ;  ; Al ; VF-XF ; 16 ; alno51 ; 36 
 2355 ; 10 центов. Нидерландские Антиллы ; 1990 ;  ; Ni/St ; AU ; 16 ; dimon-2007 ; 17 
 2356 ; 5 центов. Карибские острова ; 2004 ;  ; Al ; AU ; 27 ; alno51 ; 39 
 2357 ; 5 милим. Тунис ; 1960 ;  ; Al ; VF+ ; 4 ; alex995 ; 13 
 2358 ; 50 динаров. Иран ; 1318лх ;  ; Al/Br ; VF- ; 19 ; vc57 ; 51 
 2359 ; 25 франков. Центральный Африканский союз ; 1981 ;  ; Al/Br ; VF+ ; 15 ; Dom Perignon ; 29 
 2360 ; 10 сентаво. Никарагуа ; 1978 ;  ; Ni/St ; AU ; 20 ; zx123 ; 33 
 2361 ; 10 агорот. Израиль ; 20 век ;  ; Br ; XF+ ; 6 ; dimentor ; 14 
 2362 ; 25 сентимов. Венесуэла ; 1978 ;  ; Cu-Ni ; AU ; 16 ; bolik ; 27 
 2363 ; 25 рупий. Индонезия ; 1992 ;  ; Al ; AU ; 21 ; t2029 ; 19 
 2264 ; 1 шиллинг. Нигерия. Елизавета II ; 1959 ;  ; Cu/Ni ; VF ; 3 ; alno51 ; 101 
 2265 ; 25 центов. США. Алабама ; 2003P ;  ; Cu/Ni ; AU ; 17 ; bolik ; 31 
