 5497 ; Бона иностранная. Иран ;  ;  ;  ;  ; 7 ; 312 ; 36 
 3365 ; 10 эре. Швеция ; 1959 ;  ; Ag ; VF+ ; 5 ; Kosmas ; 33 
 3366 ; 10 эре. Швеция ; 1956 ;  ; Ag ; VF+ ; 7 ; porte33 ; 33 
 3367 ; 10 эре. Швеция ; 1955 ;  ; Ag ; XF ; 17 ; lva08 ; 39 
 3368 ; 10 эре. Швеция ; 1949 ;  ; Ag ; VF+ ; 7 ; porte33 ; 33 
 3369 ; 10 эре. Швеция ; 1953 ;  ; Ag ; XF ; 8 ; porte33 ; 33 
 3370 ; 10 эре. Швеция ; 1955 ;  ; Ag ; VF+ ; 8 ; porte33 ; 33 
 3371 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF+ ; 8 ; porte33 ; 33 
 3372 ; 10 эре. Швеция ; 1950 ;  ; Ag ; XF ; 9 ; lva08 ; 34 
 3373 ; 10 эре. Швеция ; 1956 ;  ; Ag ; XF ; 8 ; porte33 ; 33 
 3374 ; 10 эре. Швеция ; 1949 ;  ; Ag ; VF+ ; 8 ; porte33 ; 33 
 3375 ; 5 евро. Нидерланды Коробка ; 2003 ;  ; Ag ; Proof ; 33 ; кс ; 669 
 3376 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 26 ; Kosmas ; 290 
 3377 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 12 ; SKeeper ; 278 
 3378 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 43 ; SKeeper ; 282 
 3379 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 12 ; SKeeper ; 278 
 3380 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 15 ; SKeeper ; 278 
 3381 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 13 ; SKeeper ; 278 
 3382 ; 1 доллар. Острова Кука. Год ЕВРО ; 2003 ;  ; cu-Ni ; Proof ; 14 ; SKeeper ; 279 
 3383 ; 1 доллар. Канада. Шарлоттаун ; 1964 ;  ; Ag ; VF-XF ; 20 ; olancepok ; 816 
 3384 ; 1 доллар. Канада. Регина ; 1982 ;  ; Ag ; Proof ; 23 ; Kosmas ; 741 
 3385 ; 1 доллар. Канада. Британская Колумбия ; 1958 ;  ; Ag ; VF-XF ; 20 ; olancepok ; 816 
 3386 ; 10 лир. Израиль ; 1970 ;  ; Ag ; XF+ ; 13 ; cfif24 ; 1000 
 3387 ; 10 лир. Израиль ; 1973 ;  ; Ag ; AU ; 11 ; cfif24 ; 1000 
 3388 ; 10 лир. Израиль ; 1973 ;  ; Ag ; AU ; 9 ; ASTRAL ; 1001 
 3389 ; 5 долларов. Острова Кука. Корабль ; 1992 ;  ; Ag ; Proof ; 23 ; GOBSEK ; 1230 
 3390 ; 50 пенсов. Джерси ; 1972 ;  ; Ag ; XF- ; 18 ; Elephant ; 396 
 3391 ; Крона. Великобритания. Свадьба ; 1981 ;  ; Cu-Ni ; XF ; 15 ; murman ; 104 
 3392 ; Крона. Великобритания. Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 13 ; SKeeper ; 79 
 3293 ; 2 кроны. Швеция ; 1938 ;  ; Ag ; XF ; 13 ; жора ; 567 
 3294 ; 1 крона. Швеция ; 1967 ;  ; Ag ; AU ; 26 ; lva08 ; 141 
 3295 ; 1 крона. Швеция ; 1967 ;  ; Ag ; AU ; 11 ; логопед ; 114 
 3296 ; 25 эре. Швеция ; 1954 ;  ; Ag ; AU ; 27 ; логопед ; 114 
 3297 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 11 ; логопед ; 114 
 3298 ; 50 эре. Швеция ; 1966 ;  ; Cu-Ni ; XF ; 7 ; Maksss163 ; 18 
 3299 ; 10 пенсов. Джерси ; 1992 ;  ; Cu-Ni ; AU ; 14 ; кот баюн ; 34 
 3300 ; 5 марок. ГДР. Красная Кирха ; 1989А ;  ; Cu-Ni ; AU ; 43 ; dencon ; 357 
 3301 ; 1000 песет. Арабская Демократическая Республика Сахрави ; 2013 ;  ; Би/м ; AU ; 35 ; lestes ; 561 
 3302 ; 100 сум. Узбекистан ; 2009 ;  ; Ni ; XF ; 18 ; Taras58 ; 72 
 3303 ; 1 доллар. Сингапур ; 1987 ;  ; Al/Br ; XF ; 10 ; кот баюн ; 38 
 3304 ; 1 доллар. США ; 2010Р ;  ; Cu-Zn-Ni-марган ; XF+ ; 15 ; ВЯЗЪ ; 92 
 3305 ; 1 реал. Бразилия ; 2004 ;  ; Би/м ; AU ; 22 ; kornum ; 47 
 3306 ; 2 толари. Словения ; 1995 ;  ; Al/Br ; XF ; 3 ; tanuxa ; 33 
 3307 ; 5 лей. Румыния ; 1942 ;  ; Zn ; F-VF ; 6 ; 312 ; 33 
 3308 ; 200 000 карбованцев. Украина. 50-летие Победы в Великой Отечественной войне 1941-1945 гг. Упаковка ; 1995 ;  ; Cu-Ni ; Proof-Like ; 21 ; potters.3 ; 426 
 3309 ; 2 гривны. Украина. Давид Гурамишвили ; 2005 ;  ; Cu-Ni ; XF ; 12 ; SKeeper ; 133 
 3310 ; 2 гривны. Украина. Иван Франко ; 2006 ;  ; Cu-Ni ; AU ; 12 ; SKeeper ; 133 
 3311 ; 200 000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 14 ; cfif24 ; 153 
 3312 ; 1 лира. Турция ; 2015 ;  ; Би/м ; AU ; 11 ; visitor ; 159 
 3313 ; 2 евро. Италия ; 2015 ;  ; Би/м ; AU ; 14 ; Nastrom ; 230 
 3314 ; 2 евро. Франция ; 2015 ;  ; Би/м ; AU ; 16 ; ♂ ; 227 
 3315 ; 100 рупий. Индонезия ; 1978 ;  ; Cu-Ni ; XF ; 9 ; canario ; 31 
 3316 ; 10 долларов. Уругвай ; 2011 ;  ; Би/м ; AU ; 14 ; калинов мост ; 78 
 3317 ; 1 новый соль. Перу ; 2015 ;  ; Cu-Ni ; AU ; 15 ; Dahan ; 124 
 3318 ; 2 бата. Тайланд ; 1988 ;  ; Cu-Ni ; XF+ ; 20 ; v_bond ; 50 
 3319 ; 2 злотых. Польша ; 2006 ;  ; Лат ; AU ; 14 ; canario ; 72 
 3320 ; 2 сен. Япония ;  ;  ; Br ; VF ; 61 ; msgmit ; 208 
 3321 ; 2 эре. Швеция ; 1766 ;  ; Cu ; VF+ ; 11 ; kergudu ; 201 
 3322 ; 5 эре. Дания ; 1936 ;  ; Br ; VF-XF ; 22 ; Maksss163 ; 29 
 3323 ; 2 эре. Швеция ; 1940 ;  ; Br ; XF ; 7 ; Maksss163 ; 21 
 3324 ; 20 марок. Финляндия ; 1939 ;  ; Al/Br ; XF ; 21 ; SKeeper ; 161 
 3325 ; 10 марок. Финляндия ; 1930 ;  ; Al/Br ; XF- ; 14 ; SKeeper ; 120 
 3326 ; 5 марок. Финляндия ; 1947 ;  ; Al/Br ; XF ; 12 ; 312 ; 36 
 3327 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; XF ; 8 ; 312 ; 42 
 3328 ; 1 марка. Финляндия ; 1937 ;  ; Cu-Ni ; XF ; 13 ; ag58 ; 36 
 3329 ; 50 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; XF ; 8 ; Maksss163 ; 31 
 3330 ; 25 пенни. Финляндия ; 1939 ;  ; Cu-Ni ; XF ; 6 ; Maksss163 ; 26 
 3331 ; 10 пенни. Финляндия ; 1943 ;  ; Fe ; VF-XF ; 23 ; sparrow ; 44 
 3332 ; 10 пенни. Финляндия ; 1930 ;  ; Cu ; XF- ; 25 ; flutter ; 69 
 3333 ; 10 пенни. Финляндия ; 1934 ;  ; Cu ; XF- ; 9 ; flutter ; 33 
 3334 ; 10 пенни. Финляндия ; 1936 ;  ; Cu ; XF- ; 7 ; buben ; 33 
 3335 ; 10 пенни. Финляндия ; 1937 ;  ; Cu ; XF ; 7 ; Maksss163 ; 26 
 3336 ; 10 пенни. Финляндия ; 1938 ;  ; Cu ; AU ; 18 ; Whosaid ; 146 
 3337 ; 10 пенни. Финляндия ; 1939 ;  ; Cu ; VF-XF ; 7 ; buben ; 33 
 3338 ; 10 пенни. Финляндия ; 1940 ;  ; Cu ; XF+ ; 37 ; kornum ; 181 
 3339 ; 5 пенни. Финляндия ; 1921 ;  ; Cu ; XF ; 15 ; flutter ; 71 
 3340 ; 5 пенни. Финляндия ; 1934 ;  ; Cu ; XF ; 8 ; flutter ; 33 
 3341 ; 5 пенни. Финляндия ; 1940 ;  ; Cu ; XF ; 9 ; flutter ; 33 
 3342 ; 5 пенни. Финляндия ; 1937 ;  ; Cu ; XF ; 10 ; flutter ; 33 
 3243 ; 20 сентаво. Португальский Мозамбик ; 1936 ;  ; Br ; F+ ; 32 ; Ronald ; 318 
 3244 ; 1 песева. Немецкая Ост-Африка ; 1892 ;  ; Br ; VF- ; 75 ; spiritusvini ; 546 
 3245 ; 10 сентаво. Португальский Мозамбик ; 1936 ;  ; Br ; VF+ ; 48 ; Недорого ; 571 
 3246 ; 1 пфенниг. Германия ; 1942A ;  ; Zn ; VF- ; 14 ; oleg1129 ; 57 
 3247 ; 25 эре. Дания ; 1925 ;  ; Cu-Ni ; VF ; 10 ; страус ; 34 
 3248 ; 10 эре. Норвегия ; 1942 ;  ; Zn ; F ; 24 ; ag58 ; 37 
 3249 ; 1 пфенниг. Германия ; 1942F ;  ; Zn ; VF- ; 8 ; denis.davydov ; 36 
 3250 ; 20 рейс. Португалия ; 1883 ;  ; Br ; F ; 17 ; 312 ; 56 
 3251 ; 1 эре. Дания ; 1941 ;  ; Zn ; F+ ; 6 ; страус ; 34 
 3252 ; 1 эре. Дания ; 1932 ;  ; Br ; F ; 11 ; Grettir Asmundarson ; 35 
 3253 ; 2 эре. Дания ; 1944 ;  ; Zn ; VF- ; 5 ; sparrow ; 36 
 3254 ; 5 эре. Дания ; 1943 ;  ; Zn ; VF- ; 4 ; Maksss163 ; 32 
 3255 ; 20 рейс. Португалия ; 1884 ;  ; Br ; F+ ; 14 ; ain ; 54 
 3256 ; 5 эре. Дания ; 1938 ;  ; Br ; VF ; 3 ; ain ; 22 
 3257 ; 5 эре. Дания ; 1928 ;  ; Br ; VF+ ; 3 ; ain ; 22 
 3258 ; 1 эре. Норвегия ; 1942 ;  ; Fe ; F ; 10 ; ain ; 42 
 3259 ; 10 эре. Норвегия ; 1937 ;  ; Cu-Ni ; VF+ ; 3 ; ain ; 22 
 3260 ; 10 пфенниг. Германия ; 1889A ;  ; Cu-Ni ; VF ; 5 ; denis.davydov ; 33 
 3261 ; 10 пфенниг. Германия ; 1893A ;  ; Cu-Ni ; VF+ ; 8 ; denis.davydov ; 33 
 3262 ; 10 пфенниг. Германия ; 1899E ;  ; Cu-Ni ; VF-XF ; 11 ; Метро62 ; 159 
 3263 ; 10 пфенниг. Германия ; 1910A ;  ; Cu-Ni ; VF+ ; 29 ; flutter ; 101 
 3264 ; 10 пфенниг. Германия ; 1902A ;  ; Cu-Ni ; VF-XF ; 7 ; стас65 ; 33 
 3265 ; 5 пфенниг. Германия ; 1915J ;  ; Cu-Ni ; VF+ ; 10 ; flutter ; 108 
 3266 ; 5 пфенниг. Германия ; 1918D ;  ; Fe ; VF ; 25 ; flutter ; 101 
 3267 ; 5 пфенниг. Германия ; 1921J ;  ; Fe ; VF ; 9 ; flutter ; 102 
 3268 ; 2 пфенниг. Германия ; 1912D ;  ; Br ; VF-XF ; 19 ; Метро62 ; 101 
 3269 ; 2 пфенниг. Веймар ; 1924A ;  ; Br ; XF- ; 15 ; vah ; 101 
 3270 ; 2 пфенниг. Веймар ; 1925E ;  ; Br ; XF+ ; 26 ; Alexzoluska ; 101 
 3271 ; 1 пфенниг. Германия ; 1896A ;  ; Br ; XF- ; 11 ; камсигал ; 101 
 3272 ; 1 пфенниг. Германия ; 1897A ;  ; Br ; VF-XF ; 18 ; Jauho ; 215 
 3273 ; 1 пфенниг. Веймар ; 1935D ;  ; Br ; XF- ; 9 ; DIMA 57 ; 34 
 3274 ; 1 пфенниг. Веймар ; 1923A ;  ; Br ; VF+ ; 13 ; flutter ; 99 
 3275 ; 1 пфенниг. Веймар ; 1928A ;  ; Br ; XF- ; 23 ; Alexzoluska ; 101 
 3276 ; 1 пфенниг. Веймар ; 1924A ;  ; Br ; XF+ ; 8 ; Метро62 ; 192 
 3277 ; 5 пфенниг. Германия ; 1919 ;  ; Fe ; VF ; 8 ; flutter ; 99 
 3278 ; 50 сентаво. Португалия ; 1926 ;  ; Al/Br ; VF+ ; 36 ; сама71 ; 457 
 3279 ; 20 рейс. Португалия ; 1883 ;  ; Br ; F ; 7 ; ain ; 55 
 3280 ; 20 рейс. Португалия ; 1891 ;  ; Br ; F+ ; 5 ; ain ; 53 
 3281 ; 20 рейс. Португалия ; 1884 ;  ; Br ; F+ ; 11 ; ain ; 56 
 3282 ; 2 марки. ФРГ ; 1987 ;  ; Cu-Ni ; VF ; 11 ; Brawler ; 66 
 3283 ; 2 марки. ФРГ ; 1973 ;  ; Cu-Ni ; VF ; 5 ; Brawler ; 68 
 3284 ; 25 новых пенсов. Великобритания. Принц Чарльз и леди Диана ; 1981 ;  ; Cu-Ni ; XF+ ; 21 ; sibirian ; 102 
 3285 ; Монетовидный жетон 1 пфенниг. Германия. D-8мм ;  ;  ; Zn ; VF ; 11 ; doiu33 ; 56 
 3286 ; 1/2 цента. Французский Индо-Китай ; 1938 ;  ; Br ; VF-XF ; 111 ; kornum ; 495 
 3287 ; 20 донг. Вьетнам ; 1968 ;  ; Cu-Ni ; F ; 33 ; Александ98 ; 116 
 3288 ; 1 тин. Вьетнам. Император Ти Дис ; 1848-1883 ;  ; Br ; F- ; 21 ; banks ; 194 
 3289 ; 2 кроны. Швеция ; 1945 ;  ; Ag ; XF ; 19 ; DIMASTIK ; 327 
 3290 ; 5 крон. Швеция ; 1952 ;  ; Ag ; XF ; 16 ; жора ; 816 
 3291 ; 500 лир. Италия ; 1959 ;  ; Ag ; XF ; 21 ; sibirian ; 381 
 3292 ; 5 крон. Швеция ; 1966 ;  ; Ag ; XF+ ; 12 ; логопед ; 612 
 3193 ; 10 эре. Швеция ; 1938 ;  ; Ag ; VF ; 7 ; Mike! ; 46 
 3194 ; 2 пенго. Венгрия ; 1938 ;  ; Ag ; VF+ ; 9 ; Mike! ; 552 
 3195 ; 1 шиллинг. Австралия ; 1955 ;  ; Ag ; VF- ; 26 ; Mike! ; 164 
 3196 ; 5 евро. Португалия ; 2004 ;  ; Ag ; XF+ ; 15 ; Mike! ; 510 
 3197 ; 2000 динаров. Иран ; 1329 ;  ; Ag ; VF ; 62 ; Mike! ; 819 
 3198 ; 3 пенса. Австралия ; 1927 ;  ; Ag ; F-VF ; 22 ; Mike! ; 199 
 3199 ; 10 эре. Швеция ; 1929 ;  ; Ag ; VF- ; 11 ; Mike! ; 46 
 3200 ; 3 пенса. Австралия ; 1926 ;  ; Ag ; F-VF ; 19 ; Mike! ; 104 
 3201 ; 25 шиллингов. Австрия. Зирер ; 1972 ;  ; Ag ; XF+ ; 18 ; Mike! ; 431 
 3202 ; 2 злотых. Польша ; 1924 ;  ; Ag ; F- ; 24 ; av45621 ; 1259 
 3203 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; VF+ ; 13 ; Mike! ; 615 
 3204 ; 1 дайм. США ; 1944 ;  ; Ag ; VF+ ; 21 ; porte33 ; 155 
 3205 ; 50 бани. Румыния ; 1921 ;  ; Al ; VF ; 28 ; mkm1968 ; 350 
 3206 ; 50 шиллингов. Автрия. Международная выставка цветов ; 1974 ;  ; Ag ; XF ; 17 ; buhar1956 ; 544 
 3207 ; 25 шиллингов. Автрия. Фердинанд Раймунд ; 1966 ;  ; Ag ; XF ; 22 ; buhar1956 ; 440 
 3208 ; 25 шиллингов. Автрия. Карл Зирер ; 1972 ;  ; Ag ; XF ; 15 ; Elephant ; 352 
 3209 ; 10 марок. ФРГ. Артур Шопенгауэр ; 1988D ;  ; Ag ; Proof ; 20 ; helicop ; 434 
 3210 ; 50 пиастров. Ливан ; 1952 ;  ; Ag ; XF ; 35 ; Maxim914 ; 282 
 3211 ; 100 эскудо. Португалия. Автономия Мадейры ; 1981 ;  ; Cu-Ni ; XF+ ; 50 ; spiritusvini ; 158 
 3212 ; 10 сен. Французский Индокитай ; 1940 ;  ; Cu-Ni ; VF-XF ; 49 ; kornum ; 372 
 3213 ; 1/2 кроны. Дания ; 1924 ;  ; Al/Br ; VF ; 9 ; SKeeper ; 160 
 3214 ; 2 гривны. Украина. Яков Гниздовский ; 2015 ;  ; Cu-Ni ; AU ; 18 ; SirJey ; 122 
 3215 ; 1 доллар. Канада. Риджина ; 1982 ;  ; Ag ; Proof ; 19 ; buhar1956 ; 685 
 3216 ; 5 долларов. Канада ; 2010 ;  ; Ag ; AU ; 17 ; Elephant ; 1226 
 3217 ; 1 доллар. Австралия. Год тигра ; 2010 ;  ; Ag ; AU ; 38 ; Artemon ; 2766 
 3218 ; 240 франков. Демократическая Республика Конго. Год змеи ; 2013 ;  ; Ag ; Proof ; 24 ; boryas1 ; 1486 
 3219 ; 1 рупия. Британская Индия ; 1900 ;  ; Ag ; VF-XF ; 43 ; olancepok ; 1817 
 3220 ; 30 драхм. Греция. Свадьба Константина II и Анны-Марии ; 1964 ;  ; Ag ; AU ; 42 ; Настенька ; 708 
 3221 ; 2 лата. Лата ; 1925 ;  ; Ag ; XF- ; 14 ; lva08 ; 308 
 3222 ; 1 рупия. Британская Индия ; 1909 ;  ; Ag ; XF- ; 27 ; Andy M ; 2122 
 3223 ; 1 доллар. США ; 1979 ;  ; Cu-Ni ; AU ; 17 ; sibirian ; 94 
 3224 ; 1/2 доллара. США ; 1976D ;  ; Cu-Ni ; AU ; 11 ; tanuxa ; 80 
 3225 ; 10 крон. Дания ; 1986 ;  ; Cu-Ni ; XF+ ; 17 ; sibirian ; 175 
 3226 ; 2 евро. Латвия ; 2015 ;  ; Би/м ; AU ; 9 ; тарнум ; 184 
 3227 ; 2 евро. Германия ; 2015 ;  ; Би/м ; AU ; 9 ; тарнум ; 184 
 3228 ; 2 евро. Германия ; 2015 ;  ; Би/м ; AU ; 10 ; SKeeper ; 184 
 3229 ; 1/2 пенни. Великобритания. Токен ; 1791 ;  ; Cu ; F- ; 8 ; franklin ; 102 
 3230 ; 1/2 пенни. Великобритания. Токен ; 1792 ;  ; Cu ; F- ; 14 ; franklin ; 204 
 3231 ; 1 пенни. Великобритания. Токен ; 1812? ;  ; Cu ; F ; 14 ; franklin ; 169 
 3232 ; 1/2 пенни. Великобритания. Токен ; 1795 ;  ; Cu ; F-VF ; 21 ; diskus72 ; 380 
 3233 ; 1/2 пенни. Великобритания. Токен ; 1813 ;  ; Cu ; F+ ; 27 ; нетто ; 554 
 3234 ; 1/2 пенни. Великобритания. Токен ;  ;  ; Cu ; F+ ; 20 ; visitor ; 510 
 3235 ; 1/2 пенни. Великобритания. Токен ;  ;  ; Cu ; F ; 21 ; boroda ; 340 
 3236 ; 1/2 пенни. Великобритания. Токен ;  ;  ; Cu ; F ; 20 ; vb96 ; 239 
 3237 ; 1 шиллинг 6 пенсов. Великобритания. Банковский Токен. Георг III ; 1812 ;  ; Ж/м ; F+ ; 38 ; Oprst ; 658 
 3238 ; 1/2 пенни. Великобритания. Токен ; 179? ;  ; Cu ; F ; 9 ; franklin ; 153 
 3239 ; 1/2 пенни. Великобритания. Токен ; 1794 ;  ; Cu ; F ; 11 ; roza77 ; 204 
 3240 ; 1/2 пенни. Великобритания. Токен ; 1790 ;  ; Cu ; F- ; 8 ; franklin ; 155 
 3241 ; 1 эскудо. Португальский Мозамбик ; 1936 ;  ; Cu-Ni ; VF+ ; 46 ; сама71 ; 556 
 3242 ; 50 сентаво. Португальский Мозамбик ; 1936 ;  ; Cu-Ni ; VF+ ; 83 ; Ronald ; 2054 
 3143 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF ; 9 ; canario ; 210 
 3144 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF+ ; 12 ; матрос1973 ; 270 
 3145 ; 200 марок. Финляндия ; 1958 ;  ; Ag ; XF ; 14 ; dim66 ; 283 
 3146 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 9 ; Lex2000 ; 206 
 3147 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 7 ; Lex2000 ; 206 
 3148 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; XF+ ; 26 ; canario ; 195 
 3149 ; 10 центов. Канада ; 1916? ;  ; Ag ; F ; 25 ; кот баюн ; 72 
 3150 ; 20 пфенниг. Германия. Гамбург. Нотгельд ;  ;  ; Fe ; VF ; 21 ; mkm1968 ; 150 
 3151 ; 50 пфенниг. Германия. Нотгельд ; 1918 ;  ; Zn ; VF ; 32 ; visitor ; 610 
 3152 ; 10 пфенниг. Германия. Дурен. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 16 ; kwacha_dm ; 239 
 3153 ; 10 пфенниг. Германия. Нотгельд ; 1919 ;  ; Fe ; VF- ; 19 ; Jauho ; 239 
 3154 ; 20 пфенниг. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 10 ; aziya11 ; 62 
 3155 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 19 ; mkm1968 ; 129 
 3156 ; 10 пфенниг. Германия. Нотгельд ;  ;  ; Fe ; VF- ; 26 ; brigadir ; 555 
 3157 ; 50 пфенниг. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 23 ; banks ; 239 
 3158 ; 50 пфенниг. Германия. Нотгельд ; 1918 ;  ; Лат ; XF+ ; 27 ; prince1959 ; 352 
 3159 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Fe ; XF- ; 29 ; visitor ; 201 
 3160 ; 10 пфенниг. Германия. Нотгельд ;  ;  ; Fe ; VF+ ; 22 ; Jauho ; 302 
 3161 ; 10 пфенниг. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 13 ; smel ; 153 
 3162 ; 10 пфенниг. Германия. Нотгельд ; 1920 ;  ; Fe ; VF- ; 12 ; kwacha_dm ; 115 
 3163 ; 5 пфенниг. Германия. Нотгельд ;  ;  ; Zn ; VF+ ; 15 ; visitor ; 227 
 3164 ; 10/100 гутмарок. Германия. Нотгельд ; 1923 ;  ; Al ; XF ; 33 ; Jauho ; 153 
 3165 ; 20 пфенниг. Германия. Гамбург. Нотгельд ;  ;  ; Fe ; VF ; 17 ; visitor ; 139 
 3166 ; 50 шиллингов. Австрия. 125 лет ; 1974 ;  ; Ag ; AU ; 16 ; buhar1956 ; 568 
 3167 ; 50 шиллингов. Австрия. Выставка цветов ; 1974 ;  ; Ag ; AU ; 8 ; Kosmas ; 523 
 3168 ; 50 шиллингов. Австрия. 1200 лет Зальцбургу ; 1974 ;  ; Ag ; AU ; 18 ; Kosmas ; 520 
 3169 ; 50 шиллингов. Австрия. Австрийское телевидение ; 1974 ;  ; Ag ; XF- ; 14 ; Kosmas ; 463 
 3170 ; 50 шиллингов. Австрия. Шуберт ; 1978 ;  ; Ag ; AU ; 13 ; SKeeper ; 523 
 3171 ; 1 крона. Швеция ; 1946 ;  ; Ag ; VF ; 11 ; aziya11 ; 92 
 3172 ; 1 крона. Швеция ; 1945 ;  ; Ag ; VF ; 10 ; aziya11 ; 94 
 3173 ; 1 крона. Швеция ; 1956 ;  ; Ag ; VF+ ; 17 ; aziya11 ; 82 
 3174 ; 1 крона. Швеция ; 1947 ;  ; Ag ; VF ; 15 ; porte33 ; 102 
 3175 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 15 ; canario ; 146 
 3176 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 20 ; t_v_v ; 144 
 3177 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 22 ; 3ТЭП75 ; 146 
 3178 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 21 ; 3ТЭП75 ; 146 
 3179 ; 20 драхм. Греция ; 1960 ;  ; Ag ; VF ; 17 ; franklin ; 131 
 3180 ; 50 эре. Швеция ; 1952 ;  ; Ag ; VF+ ; 16 ; aziya11 ; 63 
 3181 ; 10 марок. ФРГ. Попытка устранить Гитлера Упаковка ; 1994A ;  ; Ag ; Proof ; 25 ; циркус ; 567 
 3182 ; 500 марок. Финляндия. Олимпийские игры ; 1952 ;  ; Ag ; XF+ ; 44 ; папашаГарпагон ; 1479 
 3183 ; 1 крона. Швеция ; 1968 ;  ; Ag ; XF+ ; 9 ; жора ; 133 
 3184 ; 1 флорин. Великобритания ; 1918 ;  ; Ag ; VF ; 29 ; П00Г ; 462 
 3185 ; 1 флорин. Великобритания ; 1919 ;  ; Ag ; VF ; 27 ; П00Г ; 452 
 3186 ; 2 кроны. Эстония ; 1930 ;  ; Ag ; VF+ ; 21 ; unix ; 575 
 3187 ; 1 крона. Австрия ; 1893 ;  ; Ag ; F ; 7 ; 3ТЭП75 ; 114 
 3188 ; 1 дайм. США. В капсуле PCGS ; 1978 ;  ; Cu-Ni ; Proof69 ; 11 ; metallolom ; 328 
 3189 ; 2 кроны. Эстония ; 1930 ;  ; Ag ; VF ; 24 ; сама71 ; 500 
 3190 ; 20 франков. Франция ; 1938 ;  ; Ag ; VF ; 17 ; тикси3 ; 531 
 3191 ; 10 франков. Люксембург ; 1929 ;  ; Ag ; VF ; 29 ; Mike! ; 568 
 3192 ; 3 пенса. Австралия ; 1916 ;  ; Ag ; F+ ; 10 ; Mike! ; 107 
 3093 ; 10 кванз. Ангола ; 1975 ;  ; Cu-Ni ; VF+ ; 9 ; kornum ; 89 
 3094 ; 2 пиастры. Ливия ; 1952 ;  ; Cu-Ni ; XF- ; 29 ; kornum ; 295 
 3095 ; 25 пиастров. Ливия ; 1952 ;  ; ж/м ; XF+ ; 24 ; v_bond ; 80 
 3096 ; 10 марок. ФРГ. Филипп Мелангтон. В упаковке ; 1997F ;  ; Ag ; Proof ; 17 ; Вини-Пруф ; 463 
 3097 ; 10 марок. ФРГ. 1000 лет Потсдаму. В упаковке ; 1993F ;  ; Ag ; Proof ; 10 ; Elephant ; 431 
 3098 ; 10 марок. ФРГ. Генрих Лев. В упаковке ; 1995F ;  ; Ag ; Proof ; 20 ; didisister ; 453 
 3099 ; 10 марок. ФРГ. Покушение на Гитлера. В упаковке ; 1994А ;  ; Ag ; Proof ; 15 ; ДУНКАН МАКЛАУД ; 463 
 3100 ; 10 марок. ФРГ. Роберт Кох. В упаковке ; 1993J ;  ; Ag ; Proof ; 9 ; sibirian ; 422 
 3101 ; 10 марок. ФРГ. Кольпинг. В упаковке ; 1996А ;  ; Ag ; Proof ; 6 ; SKeeper ; 413 
 3102 ; 10 марок. ФРГ. Рентген ; 1995D ;  ; Ag ; Proof ; 22 ; 3ТЭП75 ; 458 
 3103 ; 5 марок. ФРГ. Иммануил Кант ; 1974D ;  ; Ag ; AU ; 21 ; kostya12.04.1994 ; 305 
 3104 ; 5 марок. ФРГ. Альберт Швайцер ; 1975G ;  ; Ag ; AU ; 25 ; SKeeper ; 273 
 3105 ; 5 марок. ФРГ. Единство нации ; 1971G ;  ; Ag ; XF+ ; 13 ; electra ; 285 
 3106 ; 5 марок. ФРГ. Немецкий археологический институт ; 1979J ;  ; Ag ; Proof ; 24 ; 3ТЭП75 ; 279 
 3107 ; 5 марок. ФРГ. Карл Фридрих Гаусс ; 1977J ;  ; Ag ; AU ; 19 ; xxxl ; 285 
