 4839 ; Бона иностранная. Германия 4 шт ; 1923 ;  ;  ;  ; 49 ; ignatovanton ; 82 
 3793 ; 10 рублей. Беларусь. Славянский базар. В коробке, с сертификатом ; 2011 ;  ; Ag ; Proof ; 13 ; RuByLa ; 625 
 3794 ; 100 рублей. Приднестровская Молдавская Республика. Белоголовый сип. В коробке, с сертификатом ; 2005 ;  ; Ag ; Proof-like ; 67 ; alenka-359 ; 2368 
 3795 ; 1 доллар. США. Олимпиада. Упаковка ; 1983D ;  ; Ag ; AU ; 40 ; sveta6369 ; 922 
 3796 ; 1 доллар. США. Олимпиада. Упаковка ; 1983P ;  ; Ag ; AU ; 20 ; gurtov ; 944 
 3797 ; 10 евро. Остров Мен. 10 лет вступления Испании в Европейский союз. С сертификатом ; 1996 ;  ; Ag ; Proof ; 19 ; Толяныч ; 726 
 3798 ; 10 евро. Германия. 50 лет Горх Фок ; 2008J ;  ; Ag ; AU ; 22 ; Алек ; 980 
 3799 ; 10 евро. Германия. 300 лет производству фарфора в Германии. С сертификатом ; 2010F ;  ; Ag ; AU ; 18 ; Фома ; 867 
 3800 ; 10 евро. Германия. Горнолыжный чемпионат. С сертификатом ; 2010 ;  ; Ag ; AU ; 14 ; Толяныч ; 793 
 3801 ; 2 фунта. Великобритания. В буклете, упаковка, с сертификатом ; 1986 ;  ; Cu-Ni,Br,Ni-Лат ; AU ; 43 ; wünschen viel Glück ; 201 
 3802 ; 1 доллар. Палау. Защита морской фауны. В коробке, с сертификатом ; 1993 ;  ; Cu/Ni, краска ; AU ; 19 ; cr1389 ; 612 
 3803 ; 1 доллар. Палау. Защита морской фауны. В коробке, с сертификатом ; 1994 ;  ; Cu/Ni, краска ; AU ; 21 ; smel ; 567 
 3804 ; 2 евро. Греция. Олимпиада. В буклете ; 2004 ;  ; Би/м ; Unc ; 31 ; Моряк-собиратель ; 185 
 3805 ; 1 гривна. Украина. ЕВРО 2012. УЕФА. В буклете ; 2012 ;  ; Латунь ; AU ; 22 ; wünschen viel Glück ; 63 
 3806 ; Монетовидный жетон. Польша. Знаменитые Поляки. Футболист Казимир Горский. D-30мм ;  ;  ; Ag ; Proof ; 15 ; poushkine ; 227 
 3807 ; Монетовидный жетон НХЛ. Канада. Александр Овечкин. В коробке, с с ертификатом ;  ;  ; Cu/Ni/лат ; AU ; 30 ; rik ; 262 
 3808 ; Набор монет Британских Виргинских о-в (6шт): 1 доллар, 50,25,10,5,1 цент. Упаковка. В коробке с сертификатом ; 1975 ;  ; Ag,Cu/Ni,Br ; Proof ; 23 ; krugerrand ; 1938 
 3809 ; Набор монет Ватикана: 1000,500,200,100,50,20,10 лир (8шт). В буклете ; 2001 ;  ; Ag,Лат,Би/м,St ; Unc ; 42 ; zx123 ; 2102 
 3810 ; Набор монет Великобритании: 1 фунт, 50,20,10,5,2 пенсов, 1,1/2 пенни (8шт). Упаковка ; 1983 ;  ; Cu-Ni,Br,Ni-Лат ; AU ; 76 ; лаботряс ; 496 
 3811 ; Набор монет Великобритании: 1 фунт, 50,20,10,5,2 пенсов, 1 пенни (7шт). Упаковка ; 1985 ;  ; Cu-Ni,Br,Ni-Лат ; AU ; 50 ; лаботряс ; 500 
 3812 ; Набор монет США (5шт): 1/4 доллара. Штаты. В пластиковой капсуле ; 2004 ;  ; Cu/Ni ; Proof ; 68 ; vladzory ; 816 
 3813 ; Набор монет США "Президенты": 1 доллар (4шт). Пластиковая упаковка ; 2011 ;  ; Латунь ; Proof ; 24 ; asadovoy ; 1277 
 3814 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Пластиковая упаковка. С сертификатом ; 1990 ;  ; Al/Br,Cu-Ni,Al ; AU ; 15 ; Walther ; 410 
 3815 ; Набор монет Великобритании: 1 крона (Черчилль), 1/2 кроны, 2,1 шиллинг, 3 пенса (1 серебряный, второй - Ni-Лат), 1 пенни, 1/2 пенни, фартинг (11шт). Пластиковая упаковка ; 1905-1967 ;  ; Ag,Br,Cu-Ni,Ni- ; F-VF/AU ; 142 ; Алек ; 1062 
 3716 ; 1 шиллинг. Биафра ; 1969 ;  ; Al ; VF ; 64 ; _1111_ ; 625 
 3717 ; 1/2 цента. Нидерландская Индия ; 1945 ;  ; Br ; XF+ ; 5 ; KYZIA ; 33 
 3718 ; 5 пенни. Финляндия ; 1918 ;  ; Cu ; XF+ ; 14 ; cboker ; 104 
 3719 ; 50 песет. Испания ; 1992 ;  ; Cu/Ni ; VF ; 12 ; kosp ; 53 
 3720 ; 50 сантммов. Конго ; 2002 ;  ; Al ; AU ; 17 ; wünschen viel Glück ; 58 
 3721 ; 1 лира. Израиль ; 1967-1979 ;  ; Cu/Ni ; XF ; 3 ; cotangens ; 32 
 3722 ; 10 сантимов. Латвия ; 1922 ;  ; Cu/Ni ; VF+ ; 12 ; miew77 ; 57 
 3723 ; 5 стело. Эсперанто ; 1959 ;  ; Al/Br ; XF ; 13 ; cotangens ; 308 
 3724 ; 50 чентезими. Италия ; 1941 ;  ; St ; XF ; 15 ; гарик ; 45 
 3725 ; 5 сантимов. Латвия ; 1922 ;  ; Br ; VF ; 12 ; vesta78 ; 48 
 3726 ; 20 сантимов. Латвия ; 1939 ;  ; Br ; VF ; 9 ; Mukoved ; 83 
 3727 ; 10 центов. Нидерланды ; 1944 ;  ; Zn ; VF ; 7 ; musik ; 79 
 3728 ; 20 хелеров. Чехословакия ; 1929 ;  ; Cu/Ni ; VF ; 15 ; av ; 139 
 3729 ; 5 эре. Дания ; 1940 ;  ; Cu ; VF+ ; 13 ; olga42 ; 25 
 3730 ; 5 сантимов. Бельгия ; 1914 ;  ; Cu/Ni ; VF+ ; 5 ; av ; 25 
 3731 ; 20 пара. Черногория ; 1908 ;  ; Cu/Ni ; VF-XF ; 28 ; svv ; 283 
 3732 ; 50 сентаво. Гватемала ; 1962 ;  ; Ag ; XF ; 26 ; Алек ; 453 
 3733 ; 1 лев. Болгария ; 1969 ;  ; Cu/Ni ; VF+ ; 14 ; gurtov ; 79 
 3734 ; 25 песет. Испания ; 1957 ;  ; Cu/Ni ; XF ; 5 ; kosp ; 26 
 3735 ; 2 стотинки. Болгария ; 1912 ;  ; Cu ; XF- ; 16 ; gigajohn ; 136 
 3736 ; 6 пенсов. Южная Родезия ; 1947 ;  ; Cu/Ni ; VF ; 17 ; vb96 ; 105 
 3737 ; 25 центов. Восточные Каррибские штаты ; 1987 ;  ; Cu/Ni ; XF- ; 5 ; matehev ; 34 
 3738 ; 1 гульден. Нидерландские Антиллы ; 1971 ;  ; Cu/Ni ; VF ; 6 ; stiffmaster ; 24 
 3739 ; 2 доллара. Гон-Конг ; 1982 ;  ; Cu/Ni ; AU ; 18 ; AGM62 ; 62 
 3740 ; 20 сантимов. Латвия ; 1922 ;  ; Cu/Ni ; VF ; 6 ; miew77 ; 34 
 3741 ; 1 крона. Исландия ; 1963 ;  ; Al/Br ; XF ; 7 ; alex995 ; 24 
 3742 ; 1 денар. Македония ; 2000 ;  ; Al/Br ; XF+ ; 11 ; vb96 ; 83 
 3743 ; 10 пфеннигов. Нотгельд ; 1917 ;  ; Fe ; F-VF ; 25 ; jashka39 ; 203 
 3744 ; 5 франков. Швейцария. 500 лет конвенции ; 1981 ;  ; Cu/Ni ; AU ; 10 ; Different ; 227 
 3745 ; 5 франков. Швейцария. Год музыки ; 1985 ;  ; Cu/Ni ; AU ; 10 ; Different ; 227 
 3746 ; 1 цент. Нидерландская Индия ; 1838 ;  ; Cu ; F+ ; 8 ; cotangens ; 101 
 3747 ; 1 макута. Португальская Ангола (Бразилия). Joannes - принц-регент Гвинеи ; 1814 ;  ; Cu ; F+ ; 30 ; ADD ; 906 
 3748 ; 5 бат. Тайланд ; 1972 ;  ; Cu/Ni ; VF+ ; 4 ; cotangens ; 24 
 3749 ; 1 бат. Тайланд. F.A.O. ; 1977 ;  ; Cu/Ni ; XF+ ; 25 ; aram ; 144 
 3750 ; 7 1/2 скар. Тибет ; 1918-1926 ;  ; Cu ; VF- ; 28 ; оскол ; 461 
 3751 ; 5 шо. Тибет ; 20в ;  ; Cu ; VF- ; 18 ; crowne ; 453 
 3752 ; 1 шо. Тибет ; 20в ;  ; Cu ; VF- ; 40 ; cotangens ; 173 
 3753 ; 1 шо. Тибет ; 20в ;  ; Cu ; F+ ; 21 ; cotangens ; 179 
 3754 ; 1 шо. Тибет ; 20в ;  ; Cu ; F+ ; 22 ; ZET ; 357 
 3755 ; 1 филс. Кувейт ; 1961-1988 ;  ; Ni/Лат ; AU ; 27 ; matehev ; 80 
 3756 ; 10 пара. Турция ; 1327г.х. ;  ; Cu/Ni ; VF ; 12 ; tiran4eg ; 67 
 3757 ; 5 пиастров. Сирия ; 1976 ;  ; Al/Br ; AU ; 27 ; v_bond ; 57 
 3758 ; 5 гривен. Украина. Кирилловская церковь ; 2006 ;  ; Cu-Ni ; AU ; 11 ; endeavour ; 177 
 3759 ; 5 гривен. Украина. 500 лет Казацким поселениям ; 2005 ;  ; Cu-Ni ; AU ; 20 ; August31 ; 179 
 3760 ; 5 гривен. Украина. Перяслав - Хмельницкий ; 2007 ;  ; Cu-Ni ; AU ; 12 ; August31 ; 181 
 3761 ; 5 гривен. Украина. 975 лет г Богуслав ; 2008 ;  ; Cu-Ni ; AU ; 22 ; brat52 ; 123 
 3762 ; 2 гривны. Украина. Вячеслав Прокопович ; 2006 ;  ; Cu-Ni ; AU ; 12 ; brat52 ; 128 
 3763 ; 2 гривны. Украина. Лев Ландау ; 2008 ;  ; Cu-Ni ; AU ; 16 ; brat52 ; 67 
 3764 ; 50 тенге. Казахстан. Конаев ; 2012 ;  ; Cu-Ni ; AU ; 12 ; v_bond ; 54 
 3765 ; 50 тенге. Казахстан. Конаев ; 2012 ;  ; Cu-Ni ; AU ; 14 ; alskr ; 57 
 3666 ; 1 песо. Куба. Аврора ; 1987 ;  ; Cu/Ni ; VF ; 37 ; Eisenach ; 663 
 3667 ; 1 лев. Болгария. 25 лет революции ; 1969 ;  ; Cu/Ni ; VF ; 7 ; ship-nik ; 36 
 3668 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; XF+ ; 12 ; rik ; 45 
 3669 ; 5 марок. Финляндия ; 1974 ;  ; Al/Br ; AU ; 16 ; aram ; 112 
 3670 ; 20 пенни. Финляндия ; 1969 ;  ; Al/Br ; XF+ ; 22 ; kergudu ; 43 
 3671 ; 1 марка. Финляндия ; 1942 ;  ; Cu ; VF+ ; 9 ; 220W ; 33 
 3672 ; 1 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 17 ; svv ; 112 
 3673 ; 2 марки. ФРГ. Макс Планк ; 1963D ;  ; Cu/Ni ; XF ; 14 ; asparagus ; 113 
 3674 ; 10 пфеннигов. Веймар ; 1925А ;  ; Al/Br ; VF- ; 4 ; cotangens ; 25 
 3675 ; 10 пфеннигов. Нотгельд ; 1918 ;  ; Fe ; F-VF ; 10 ; aziya11 ; 69 
 3676 ; 1 песо. Куба. История навигации ; 2000 ;  ; Cu/Ni ; AU ; 19 ; aziya11 ; 201 
 3677 ; 10 злотых. Польша. Мицкевич ; 1975 ;  ; Cu/Ni ; XF ; 4 ; cotangens ; 24 
 3678 ; 50 сентаво. Боливия ; 1939 ;  ; Cu/Ni ; AU ; 10 ; aram ; 82 
 3679 ; 2 динара. Югославия ; 1973 ;  ; Cu/Ni ; AU ; 5 ; v_bond ; 34 
 3680 ; 10 стело. Эсперанто ; 1959 ;  ; Cu/Ni ; AU ; 22 ; cotangens ; 313 
 3681 ; 2 лева. Болгария ; 1969 ;  ; Cu/Ni ; VF+ ; 12 ; vesta78 ; 79 
 3682 ; 10 франков. Франция ; 1948 ;  ; Cu/Ni ; VF+ ; 6 ; miew77 ; 25 
 3683 ; 5 центов. США ; 1943 ;  ; Cu/Ni ; VF ; 4 ; cotangens ; 25 
 3684 ; 1 флорин. Новая Зеландия ; 1965 ;  ; Cu/Ni ; VF+ ; 8 ; alskr ; 34 
 3685 ; 1/2 пенни. Новая Зеландия ; 1963 ;  ; Br ; XF ; 22 ; aram ; 79 
 3686 ; 5 сентаво. Мексика ; 1944 ;  ; Br ; AU ; 13 ; SadKo ; 62 
 3687 ; 20 филлеров. Венгрия ; 1916 ;  ; Fe ; F+ ; 4 ; cotangens ; 25 
 3688 ; 1 франк. Франция ; 1923 ;  ; Al/Br ; F-VF ; 4 ; cotangens ; 25 
 3689 ; 1 эскудо. Португальская Ангола ; 1963 ;  ; Cu ; VF ; 7 ; alskr ; 68 
 3690 ; 5 пфеннигов. Германия ; 1949А ;  ; Al ; VF ; 5 ; cotangens ; 6 
 3691 ; 10 стотинок. Болгария ; 1913 ;  ; Cu/Ni ; XF ; 3 ; 220W ; 45 
 3692 ; 1 франк. Франция ; 1944 ;  ; Al ; VF ; 5 ; seger ; 24 
 3693 ; 50 грошей. Австрия ; 1946 ;  ; Al ; VF-XF ; 16 ; Komod ; 34 
 3694 ; 5 сентаво. Чили ; 1976 ;  ; Al ; XF ; 6 ; alex995 ; 20 
 3695 ; 1 динар. Югославия ; 1938 ;  ; Al/Br ; VF+ ; 6 ; DVZ ; 34 
 3696 ; 2 раппена. Швейцария ; 1963 ;  ; Br ; AU ; 5 ; v_bond ; 37 
 3697 ; 25 сантимов. Бельгия ; 1943 ;  ; Zn ; VF ; 8 ; av ; 37 
 3698 ; 10 сантимов. Бельгия ; 1927 ;  ; Cu/Ni ; VF+ ; 4 ; cotangens ; 25 
 3699 ; 1 стело. Эсперанто ; 1959 ;  ; Br ; XF ; 14 ; krugerrand ; 340 
 3700 ; 10 песо. Аргентина ; 1968 ;  ; Cu/Ni ; XF ; 4 ; cotangens ; 25 
 3701 ; 2 аурар. Исландия ; 1926 ;  ; Br ; VF+ ; 20 ; av ; 80 
 3702 ; 1 рупия. Индия ; 2003 ;  ; St ; AU ; 21 ; Schwer ; 104 
 3703 ; 2 пиастра. Ливан ; 1955 ;  ; Al/Br ; XF ; 41 ; aram ; 132 
 3704 ; 10 стотинок. Болгария ; 1888 ;  ; Cu/Ni ; VF- ; 12 ; gigajohn ; 255 
 3705 ; 5 стотинок. Болгария ; 1913 ;  ; Cu/Ni ; XF ; 7 ; gigajohn ; 69 
 3706 ; 20 чентезими. Италия ; 1913 ;  ; Cu/Ni ; VF ; 6 ; Мика ; 45 
 3707 ; 5 бани. Румыния ; 1953 ;  ; Al/Br ; VF+ ; 12 ; xct ; 31 
 3708 ; 1 грош. Польша ; 1949 ;  ; Al ; VF-XF ; 4 ; seger ; 16 
 3709 ; 2 пфеннига. Германия ; 1906 ;  ; Cu ; VF- ; 6 ; МАТ ; 34 
 3710 ; 20 стотинок. Болгария ; 1917 ;  ; Zn ; F+ ; 26 ; evilpap ; 153 
 3711 ; 3 пайса. Индия ; 1965 ;  ; Al ; VF+ ; 24 ; kostas ; 48 
 3712 ; 10 пфеннигов. Нотгельд ; 1920 ;  ; Fe ; F-VF ; 10 ; mkm1968 ; 102 
 3713 ; 1 цент. Нидерландская Индия ; 1942 ;  ; Cu ; VF ; 4 ; alex995 ; 23 
 3714 ; 1 динар. Югославия ; 1975 ;  ; Cu/Ni ; VF+ ; 4 ; alex995 ; 16 
 3715 ; 2 франка. Бельгия ; 1923 ;  ; Cu/Ni ; VF-XF ; 17 ; krugerrand ; 90 
 3616 ; 10 франков. Франция ; 1988 ;  ; Al/Br ; AU ; 9 ; divo ; 133 
 3617 ; 10 франков. Франция ; 1987 ;  ; Al/Br ; AU ; 5 ; 220W ; 128 
 3618 ; 10 франков. Франция ; 1984 ;  ; Al/Br ; AU ; 7 ; В1951 ; 141 
 3619 ; 20 центов. Гон-Конг ; 1978 ;  ; Al/Br ; AU ; 10 ; mr. Krab$ ; 79 
 3620 ; 10 авос. Португальскте Макао ; 1975 ;  ; Al/Br ; VF ; 10 ; alskr ; 51 
 3621 ; 200 лир. Италия ; 1993 ;  ; Al/Br ; XF ; 8 ; Komod ; 45 
 3622 ; 50 шиллингов. Танзания ; 1996 ;  ; Al/Br ; VF ; 3 ; москтур ; 25 
 3623 ; 5 марок. Финляндия ; 1973 ;  ; Al/Br ; XF+ ; 11 ; 220W ; 60 
 3624 ; 50 эре. Гренландия ; 1926 ;  ; Al/Br ; VF ; 21 ; _1111_ ; 772 
 3625 ; 50 пиастров. Египет ; 2007 ;  ; Al/Br ; AU ; 5 ; москтур ; 13 
 3626 ; 5 евро. Финляндия. Хельсинки — столица мирового дизайна ; 2012 ;  ; Al/Br ; AU ; 10 ; vc57 ; 357 
 3627 ; 2 кроны. Исландия ; 1946 ;  ; Al/Br ; VF ; 13 ; Mukoved ; 104 
 3628 ; 1 юань. Тайвань ; 1981 ;  ; Br ; AU ; 5 ; v_bond ; 25 
 3629 ; 5 пфеннигов. Веймар ; 1924J ;  ; Al/Br ; VF ; 8 ; mefody73 ; 36 
 3630 ; 10 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; VF ; 7 ; mefody73 ; 36 
 3631 ; 50 сен. Япония ; 1901-1912 ;  ; Ag ; VF-XF ; 39 ; vvr ; 680 
 3632 ; 1/2 доллара. США ; 1917 ;  ; Ag ; F-VF ; 42 ; rekaSvir ; 345 
 3633 ; 10000 злотых. Польша. Солидарность ; 1990 ;  ; Cu/Ni ; AU ; 18 ; aram ; 62 
 3634 ; 500 злотых. Польша. 50 лет начала II МВ ; 1989 ;  ; Cu/Ni ; AU ; 7 ; gigajohn ; 61 
 3635 ; 500 злотых. Польша. Владислав II ; 1989 ;  ; Cu/Ni ; AU ; 12 ; gigajohn ; 123 
 3636 ; 100 злотых. Польша. Винсент Витос ; 1984 ;  ; Cu/Ni ; AU ; 10 ; aram ; 58 
 3637 ; 100 злотых. Польша. Казимир III ; 1987 ;  ; Cu/Ni ; AU ; 12 ; VelesDS ; 62 
 3638 ; 100 злотых. Польша. Ядвига ; 1988 ;  ; Cu/Ni ; AU ; 26 ; olga42 ; 55 
 3639 ; 20 злотых. Польша. М. Новотко ; 1976 ;  ; Cu/Ni ; AU ; 8 ; v_bond ; 58 
 3640 ; 50 злотых. Польша. Мешко I ; 1979 ;  ; Cu/Ni ; AU ; 9 ; mart_si ; 58 
 3641 ; 50 злотых. Польша. Болеслав I ; 1980 ;  ; Cu/Ni ; AU ; 11 ; DVZ ; 65 
 3642 ; 50 злотых. Польша. Казимир I ; 1980 ;  ; Cu/Ni ; AU ; 8 ; mclion1 ; 72 
 3643 ; 50 злотых. Польша. Владислав I ; 1981 ;  ; Cu/Ni ; AU ; 14 ; mart_si ; 63 
 3644 ; 50 злотых. Польша. Болеслав II ; 1981 ;  ; Cu/Ni ; AU ; 11 ; VelesDS ; 70 
 3645 ; 50 злотых. Польша. Ян III Собески ; 1983 ;  ; Cu/Ni ; AU ; 12 ; VelesDS ; 79 
 3646 ; 10 злотых. Польша. Казимир ; 1964 ;  ; Cu/Ni ; XF ; 12 ; aram ; 101 
 3647 ; 10 злотых. Польша. Коперник ; 1968 ;  ; Cu/Ni ; AU ; 25 ; v_bond ; 207 
 3648 ; 10 злотых. Польша. Т. Костюшко ; 1972 ;  ; Cu/Ni ; XF ; 12 ; SadKo ; 58 
 3649 ; 10 злотых. Польша. Прус ; 1975 ;  ; Cu/Ni ; VF ; 8 ; brat52 ; 45 
 3650 ; 2 злотых. Польша. 100 лет олимпийских игр ; 1995 ;  ; Cu/Ni ; AU ; 43 ; Germanfox ; 903 
 3651 ; 20 крон. Норвегия. Абель ; 2002 ;  ; Al/Br ; VF-XF ; 50 ; vb96 ; 153 
 3652 ; 20 крон. Норвегия. Ибсен ; 2006 ;  ; Al/Br ; VF+ ; 58 ; vb96 ; 204 
 3653 ; 10 крон. Чехословакия. Масарик ; 1990 ;  ; Al/Br ; AU ; 10 ; asparagus ; 46 
 3654 ; 10 крон. Чехословакия. Расин ; 1992 ;  ; Al/Br ; AU ; 11 ; aram ; 87 
 3655 ; 10 крон. Норвегия ; 2008 ;  ; Al/Br ; XF ; 18 ; Рыба ; 67 
 3656 ; 5 динар. Бгославия ; 1984 ;  ; Al/Br ; XF- ; 6 ; rik ; 25 
 3657 ; 1 динар. Бгославия ; 1984 ;  ; Al/Br ; AU ; 10 ; v_bond ; 27 
 3658 ; 1 динар. Бгославия ; 1984 ;  ; Al/Br ; XF ; 5 ; rik ; 21 
 3659 ; 5 лир. Турция ; 1975 ;  ; St ; XF ; 7 ; Komod ; 30 
 3660 ; 2 1/2 лир. Турция ; 1975 ;  ; St ; XF+ ; 8 ; Komod ; 30 
 3661 ; 1 лира. Турция ; 1975 ;  ; St ; XF ; 6 ; Komod ; 25 
 3662 ; 25 куруш. Турция ; 1969 ;  ; St ; VF+ ; 5 ; Gordey72 ; 25 
 3663 ; 1 пенни. Великобритания ; 1939 ;  ; Br ; XF- ; 4 ; cotangens ; 25 
 3664 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; VF ; 8 ; маманя ; 22 
 3665 ; 1/2 пенни. Великобритания ; 1931 ;  ; Br ; AU ; 40 ; AGM62 ; 100 
 3566 ; 5 крон. Исландия ; 1975 ;  ; Cu-Ni ; AU ; 8 ; v_bond ; 26 
 3567 ; 25 эре. Норвегия ; 1971 ;  ; Cu-Ni ; AU ; 15 ; olga42 ; 51 
 3568 ; 5 сантимов. Бельгия ; 1904 ;  ; Cu-Ni ; VF- ; 7 ; В1951 ; 53 
 3569 ; 10 эре. Дания ; 1925 ;  ; Cu-Ni ; VF+ ; 3 ; alex995 ; 22 
 3570 ; 2 эре. Норвегия ; 1944 ;  ; Fe ; F-VF ; 10 ; DVZ ; 61 
 3571 ; 50 пенни. Финляндия ; 1945 ;  ; Fe ; VF ; 7 ; LAB-A ; 11 
 3572 ; 5 эре. Норвегия ; 1941 ;  ; Fe ; F-VF ; 15 ; DVZ ; 80 
 3573 ; 100 лир. Италия. ФАО ; 1979 ;  ; Fe ; XF+ ; 7 ; DVZ ; 47 
 3574 ; 5 франков. Французская Полинезия ; 1991 ;  ; Al ; VF+ ; 7 ; KYZIA ; 68 
 3575 ; 1 песета. Испания ; 1990 ;  ; Al ; XF+ ; 5 ; kosp ; 25 
 3576 ; 1 песета. Испания ; 1986 ;  ; Al ; AU ; 8 ; v_bond ; 22 
 3577 ; 1/2 скиллинга. Швеция ; 1827 ;  ; Cu ; F+ ; 35 ; tss ; 210 
 3578 ; 10 пенни. Финляндия ; 1920 ;  ; Cu ; AU ; 8 ; LAB-A ; 62 
 3579 ; 10 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 7 ; МАТ ; 72 
 3580 ; 5 пенни. Финляндия ; 1941 ;  ; Cu ; AU ; 7 ; МАТ ; 51 
 3581 ; 5 пенни. Финляндия ; 1919 ;  ; Cu ; AU ; 4 ; bob310767 ; 50 
 3582 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; AU ; 9 ; kergudu ; 51 
 3583 ; 1 эре. Дания ; 1937 ;  ; Br ; VF ; 6 ; Михаил_нов ; 22 
 3584 ; 10 центов. Французская Гайана ; 1846 ;  ; Cu ; F ; 17 ; vb96 ; 914 
 3585 ; 1/12 шиллинга. Джерси ; 1960 ;  ; Br ; XF ; 4 ; Different ; 57 
 3586 ; 5 эре. Норвегия ; 1972 ;  ; Br ; XF ; 14 ; olga42 ; 100 
 3587 ; 1 цент. Канада ; 1917 ;  ; Br ; VF+ ; 27 ; маманя ; 78 
 3588 ; 2 эре. Дания ; 1923 ;  ; Br ; VF ; 20 ; av ; 161 
 3589 ; 1 цент. США. Индеец ; 1901 ;  ; Br ; F-VF ; 21 ; Моряк-собиратель ; 143 
 3590 ; 1 цент. США. Индеец ; 1898 ;  ; Br ; F+ ; 9 ; Ressol ; 155 
 3591 ; 1 цент. США. Индеец ; 1906 ;  ; Br ; F-VF ; 11 ; москтур ; 101 
 3592 ; 1 цент. США. Индеец ; 1897 ;  ; Br ; F-VF ; 9 ; Моряк-собиратель ; 144 
 3593 ; 1 раппен. Швейцария ; 1970 ;  ; Br ; AU ; 9 ; musik ; 102 
 3594 ; 2 эре. Норвегия ; 1971 ;  ; Br ; XF+ ; 11 ; aram ; 46 
 3595 ; 1 эре. Норвегия ; 1971 ;  ; Br ; XF+ ; 9 ; 220W ; 31 
 3596 ; 5 эре. Норвегия ; 1932 ;  ; Br ; VF ; 5 ; kergudu ; 25 
 3597 ; 2 эре. Норвегия ; 1935 ;  ; Br ; VF+ ; 3 ; alex995 ; 23 
 3598 ; 5 эре. Норвегия ; 1897 ;  ; Br ; VF ; 5 ; SadKo ; 65 
 3599 ; 2 эре. Швеция ; 1929 ;  ; Br ; VF+ ; 3 ; москтур ; 25 
 3600 ; 1 пфенниг. Веймар ; 1924A ;  ; Br ; VF-XF ; 10 ; Мика ; 26 
 3601 ; 2 пфеннига. Германия ; 1916A ;  ; Br ; VF ; 3 ; alex995 ; 22 
 3602 ; 2 эре. Швеция ; 1893 ;  ; Br ; VF- ; 13 ; Рыжая_Кыся ; 74 
 3603 ; 1 пфенниг. Германия ; 1937E ;  ; Br ; VF+ ; 16 ; taa ; 68 
 3604 ; 2 пфеннига. Веймар ; 1923D ;  ; Br ; VF+ ; 5 ; Мика ; 25 
 3605 ; 2 эре. Дания ; 1894 ;  ; Br ; F-VF ; 21 ; DVZ ; 79 
 3606 ; 1 эре. Дания ; 1919 ;  ; Br ; F-VF ; 7 ; krugerrand ; 109 
 3607 ; 5 эре. Дания ; 1934 ;  ; Br ; X ; 3 ; alex995 ; 22 
 3608 ; 1 пфенниг. Германия ; 1876A ;  ; Cu ; F-VF ; 5 ; Мика ; 22 
 3609 ; 1 пфенниг. Германия ; 1900A ;  ; Cu ; VF-XF ; 3 ; KYZIA ; 22 
 3610 ; 1 айрир. Исландия ; 1956 ;  ; Br ; XF+ ; 5 ; musik ; 26 
 3611 ; 1/2 скиллинга. Дания ; 1802 ;  ; Cu ; F ; 11 ; mkm1968 ; 111 
 3612 ; 1 крона. Дания ; 1957 ;  ; Al/Br ; XF ; 18 ; olga42 ; 99 
 3613 ; 1 крона. Дания ; 1944 ;  ; Al/Br ; VF ; 39 ; olga42 ; 153 
 3614 ; 20 пенни. Финляндия ; 1983 ;  ; Al/Br ; AU ; 4 ; grond ; 25 
 3615 ; 5 марок. Финляндия ; 1980 ;  ; Al/Br ; AU ; 23 ; 220W ; 65 
 3516 ; 5 евро. Финляндия. Остороботния ; 2011 ;  ; Би/м ; AU ; 4 ; УФА ; 317 
 3517 ; 5 евро. Финляндия. Лапландия ; 2011 ;  ; Би/м ; AU ; 11 ; wünschen viel Glück ; 313 
 3518 ; 5 евро. Финляндия ; 2011 ;  ; Би/м ; AU ; 3 ; lavteutas ; 310 
 3519 ; 5 евро. Финляндия. Хяме ; 2011 ;  ; Би/м ; AU ; 6 ; УФА ; 332 
 3520 ; 5 евро. Финляндия. Хельсинки-Стокгольм. Хоккей ; 2012 ;  ; Би/м ; AU ; 11 ; molodes ; 350 
 3521 ; 2 евро. Финляндия. 90 лет независимости Финляндии. ; 2007 ;  ; Би/м ; AU ; 23 ; victorsa ; 250 
 3522 ; 2 евро. Финляндия. 200 лет независимости ; 2011 ;  ; Би/м ; XF ; 9 ; molodes ; 112 
 3523 ; 2 евро. Эстония. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 11 ; kovav ; 106 
 3524 ; 2 евро. Финляндия. Хелена Шерфбек ; 2012 ;  ; Би/м ; AU ; 20 ; victorsa ; 179 
 3525 ; 500 лир. Италия ; 1997 ;  ; Би/м ; AU ; 24 ; salim ; 160 
 3526 ; 500 франков. Африканский монетный союз ; 2004 ;  ; Би/м ; VF+ ; 12 ; aram ; 55 
 3527 ; 10 дирхам. Марокко ; 1995 ;  ; Би/м ; VF+ ; 11 ; aram ; 79 
