 6674 ; Часы  наручные Победа ПЧЗ с браслетом. ;  ;  ; Б/м ;  ; 9 ; basil ; 1530 
 3654 ; Лот евро монет Латвии : 2, 1 евро, 50,20,10,5,2,1 евроцентов (8шт). Упаковка ; 2014 ;  ; Би/м,лат,St/Cu ; AU ; 44 ; Руслан1981 ; 1619 
 3655 ; Лот евро монет Эстонии : 1 евро, 50,20,10,5,2,1 евроцентов (7шт). Упаковка нарушена ; 2011 ;  ; Би/м,лат,St/Cu ; AU ; 16 ; птичка16 ; 359 
 3656 ; Лот евро монет Финляндии: 1 евро, 50,20,10,5,2,1 евроцентов (7шт). Упаковка ; 2007 ;  ; Би/м,лат,St/Cu ; AU ; 29 ; 69МАВ ; 565 
 3657 ; Лот евро монет Австрии : 50,20,10,5,2,1 евроцентов (6шт). Упаковка нарушена ; 2011 ;  ; Латунь,St/Cu ; AU ; 8 ; Александр007 ; 111 
 3658 ; Лот евро монет Испании: 50,20,10,5,2,1 евроцентов (6шт). Упаковка нарушена ; 2015 ;  ; Латунь,St/Cu ; AU ; 19 ; Lafeto55 ; 108 
 3659 ; Лот евро монет Ирландия: 1 евро, 50,20,10,5,2,1 евроцентов (7шт). Упаковка нарушена ; 2002 ;  ; Би/м,лат,St/Cu ; AU ; 9 ; Lafeto55 ; 235 
 3660 ; Лот монет Германии: (5шт). Упаковка нарушена ; 1983D ;  ; Cu-NiSt/латSt/C ; Proof ; 29 ; птичка16 ; 404 
 3661 ; Рол монет Финляндии: 2 евроцента (50 шт.) ;  ;  ; St/Cu ;  ; 17 ; CoinM ; 169 
 3662 ; Ролл монет США: 1 цент (50шт) ; 2019 ;  ; Br ; AU ; 30 ; bubel ; 202 
 3663 ; Лот монет Джерси: 8шт ;  ;  ; Cu-Ni Br ; VF/XF ; 27 ; panti2008 ; 227 
 3664 ; Лот монет Бельгии: 2 цента (8 шт.) Все разные ; 1859-1905 ;  ; Cu,Br ; VG/VF- ; 23 ; double ; 128 
 3665 ; Лот монет Европы: 10 евроцентов (9 шт.) ;  ;  ; Лат ; VF+/XF ; 3 ; Gast ; 79 
 3666 ; Лот монет Италии: 6 шт. ; 1955-1996 ;  ; Би/м,St ; VF+/XF ; 18 ; cucaracha ; 33 
 3667 ; Лот монет Испании (8шт) ; 1947-1995 ;  ; Cu-Ni,Al/Br,Al ; VF-/VF+ ; 6 ; cucaracha ; 26 
 3668 ; Лот монет Швеции: 13шт ;  ;  ; Cu-Ni Br ; VF/XF ; 14 ; bobbar ; 102 
 3669 ; Лот монет Дании: 1 крона, 25,10,5,2,1 эре (10 шт.) ; 1952-2015 ;  ; Al,Br,Cu-Ni ; VF+/XF+ ; 24 ; bobbar ; 102 
 3670 ; Лот монет Австрии: 22шт ;  ;  ; Cu-Ni Al Al/Br ; F/XF ; 24 ; franklin ; 153 
 3671 ; Лот монет Нидерланды (5шт) ; 1959-1983 ;  ; Cu-Ni,Br ; VF/XF ; 22 ; cucaracha ; 23 
 3672 ; Лот иностранных монет (45шт) ;  ;  ; Cu-NiAl,Br,Al/B ; VF+/AU ; 18 ; double ; 104 
 3673 ; Лот монет Исландии (6шт) ; 1974-2008 ;  ; Al,Br,StNi ; F/XF ; 22 ; cucaracha ; 32 
 3674 ; Лот монет Бельгии (4шт) ; 1904-1906 ;  ; Cu-Ni ; VF-/VF ; 13 ; SKeeper ; 30 
 3675 ; Лот монет Германии: 18шт ;  ;  ; Zn Fe ; F/VF ; 17 ; WhiteMouse ; 232 
 3676 ; Лот монет Люксембурга (3шт) ; 1930,1947,1960 ;  ; Cu-Ni,Br ; VF ; 5 ; bobbar ; 26 
 3677 ; Лот монет Украины: 2,1 гривна (2шт) ; 2018 ;  ; Ni/St ; AU ; 17 ; Сармат80 ; 29 
 3678 ; Лот монет Малайзии: 4 шт. ;  ;  ; St/Ni,Ж/м ; AU ; 22 ; GAlexander ; 41 
 3579 ; 1 унция меди. США. Трицератопс ;  ;  ; Cu ; AU ; 30 ; SuperLex ; 349 
 3580 ; 1 унция меди. США. Стегозавр ;  ;  ; Cu ; AU ; 26 ; SuperLex ; 349 
 3581 ; 1 доллар. Новая Зеландия.  Джеймс Кук Корабль Парусник. В пластиковой коробке ; 1970 ;  ; Cu-Ni ; AU ; 37 ; gama ; 673 
 3582 ; 100 динаров Югославия Вук Караджич ; 1987 ;  ; Cu-Ni ; AU ; 24 ; Meshok ; 159 
 3583 ; 100 динаров Югославия 40 лет победы ; 1985 ;  ; Cu-Ni ; AU ; 46 ; Aruba ; 396 
 3584 ; 100 тенге. Казахстан. Майлин. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 33 ; SpAi ; 487 
 3585 ; 100 тенге. Казахстан. Филин. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 31 ; guronidze ; 525 
 3586 ; 100 тенге. Казахстан. Соболь. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 33 ; SpAi ; 453 
 3587 ; Набор монет Великобритании: 10шт Пластиковая упаковка ; 1973-1966 ;  ; Cu-Ni Br ; AU ; 51 ; Reks ; 775 
 3588 ; Набор монет Великобритании: 6шт Пластиковая упаковка ; 1971 ;  ; Cu-Ni Br ; AU ; 33 ; Meshok ; 451 
 3589 ; Набор монет Великобритании: 6шт Пластиковая упаковка, сертификат ; 1980 ;  ; Cu-Ni Br ; Proof ; 40 ; Meshok ; 487 
 3590 ; Набор монет Великобритании: 6шт +жетон Буклет ; 1971 ;  ; Cu-Ni Br ; AU ; 26 ; DormiDont ; 567 
 3591 ; Набор монет Швейцарии: 8шт Пластиковая упаковка ; 2008 ;  ; Cu-Ni Br Би/м ; AU ; 44 ; svaf ; 2370 
 3592 ; Набор монет Великобритании: 12шт Пластиковая упаковка (вся в трещинах) ; 1968-1971 ;  ; Cu-Ni Br ; AU ; 30 ; Руслан1981 ; 612 
 3593 ; Набор монет Великобритании: 6шт Пластиковая упаковка (вся в трещинах) ; 1967 ;  ; Cu-Ni Br ; AU ; 9 ; von_Schwarz ; 509 
 3594 ; Набор монет Филиппин: 10шт ; 1978-1986 ;  ; Cu-Ni Al/Br Al ; VF/AU ; 36 ; predicat ; 244 
 3595 ; Набор монет Чехии: 6шт + жетон Буклет ; 2015 ;  ; Ni/St Al/Br Br ; AU ; 38 ; VVE ; 1820 
 3596 ; Набор монет Мальты: 8шт Буклет ; 2007 ;  ; Cu-Ni Al/Br Al ; AU ; 41 ; Flagman ; 416 
 3597 ; Набор монет Сан-Марино: 8шт Cертификат, упаковка ; 1972 ;  ; Ag Ni/St Al/Br ; AU ; 44 ; Dahan ; 1224 
 3598 ; Набор монет Бельгии: 11шт Буклет ; 2000 ;  ; Лат Cu-Ni Br ; AU ; 26 ; svetikbsk ; 461 
 3599 ; Набор монет Словакии: 6шт Буклет ; 2008 ;  ; Cu-Ni Al/Br Br ; AU ; 54 ; Руслан1981 ; 459 
 3600 ; Набор монет Дании: 8шт + жетон Буклет ; 2005 ;  ; Лат Cu-Ni Br ; AU ; 58 ; zx123 ; 1184 
 3601 ; Набор монет Канады: 6шт Пластиковая упаковка, сертификат ; 2014 ;  ; Cu-Ni Би/м Cu-Z ; AU ; 29 ; Ferpmnsg ; 1701 
 3602 ; Набор монет Финляндии: 6шт Пластиковая упаковка ; 1982 ;  ; Cu-Ni Al Al/Br ; AU ; 27 ; Руслан1981 ; 207 
 3603 ; Набор монет Казахстана: 5шт Пластиковая упаковка ; 1993 ;  ; Латунь ; AU ; 35 ; DormiDont ; 289 
 3604 ; Набор монет Швеции: 9шт Пластиковая упаковка ; 1971 ;  ; Ag Cu-Ni Br ; AU ; 26 ; Руслан1981 ; 1019 
 3605 ; Набор монет Великобритании: 7шт Буклет ; 2008 ;  ; Cu-Ni Br ; AU ; 61 ; Кирилл Валентинович ; 479 
 3606 ; Набор монет Ямайки: 6шт ; 1972 ;  ; Cu-Ni Br ; AU ; 19 ; Руслан1981 ; 554 
 3607 ; Набор монет Сан-Марино: 6шт Упаковка ; 2006-2011 ;  ; Би/м cu/St Лат ; AU ; 31 ; Lafeto55 ; 463 
 3608 ; Набор монет Мальдив: 7шт ; 2002-2012 ;  ; Cu-Ni Al/Br Al ; AU ; 56 ; Зверолов ; 271 
 3609 ; Набор монет ЮАР: 7шт ; 2008-2010 ;  ; Cu-Ni Br Al/Br ; AU ; 26 ; Руслан1981 ; 491 
 3610 ; Набор монет Израиля: 6шт Буклет ; 1966 ;  ; Cu-Ni Al Al/Br ; AU ; 13 ; Meshok ; 255 
 3611 ; Набор монет Израиля: 6шт Буклет ; 1965 ;  ; Cu-Ni Al Al/Br ; AU ; 10 ; Meshok ; 228 
 3612 ; Набор монет Греции: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2003 ;  ; Би/м,Лат,St/Cu ; AU ; 34 ; Интурист ; 564 
 3613 ; Набор монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2014 ;  ; Би/м,Лат,St/Cu ; AU ; 17 ; Супербогач ; 611 
 3614 ; Лот монет Великобритании: 2,1 пенни (28 шт.) ;  ;  ; Br ; VF+/XF+ ; 26 ; ксандр ; 71 
 3615 ; Набор монет Таиланда: 18шт ;  ;  ; Br Cu-Ni Al/Br ; F/AU ; 50 ; rusmlm ; 748 
 3616 ; Набор монет Армении: 6шт Упаковка ; 2003 ;  ; Cu-Ni Br Al ; AU ; 39 ; Руслан1981 ; 408 
 3617 ; Набор монет Австралии: 6шт Упаковка ; 2005-2007 ;  ; Cu-Ni Лат ; AU ; 26 ; cucaracha ; 216 
 3618 ; Набор монет Тринидад и Тобаго: 6шт Упаковка ; 1995-2007 ;  ; Cu-Ni Br ; AU ; 19 ; SpAi ; 265 
 3619 ; Набор монет Эстонии: 5шт Упаковка ; 1992-2008 ;  ; Cu-Ni Лат ; AU ; 28 ; SupERGood ; 410 
 3620 ; Набор монет Австралии: 6шт Упаковка ; 2000-2012 ;  ; Cu-Ni Лат ; AU ; 37 ; DormiDont ; 190 
 3621 ; Лот монет Гайаны: 6шт Упаковка вскрыта ; 1989-2011 ;  ; Cu-Ni Br Лат ; AU ; 23 ; SupERGood ; 228 
 3622 ; Набор монет Латвии: 6шт Упаковка ; 1999-2009 ;  ; Cu-Ni Br Лат ; AU ; 32 ; Flagman ; 375 
 3623 ; Набор монет Киргизии: 6шт Упаковка ; 2008 ;  ; Cu-Ni Лат ; AU ; 32 ; Почта России ; 362 
 3624 ; Набор монет Гайаны: 6шт Упаковка ; 1984-1999 ;  ; Cu-Ni Лат Би/м ; AU ; 40 ; SpAi ; 370 
 3625 ; Набор монет Сингапура: 6шт Упаковка ; 1986-2010 ;  ; Cu-Ni Br Лат ; AU ; 9 ; arusakov02 ; 105 
 3626 ; Набор монет Папуа Новая Гвинея: 6шт Упаковка ; 2004-2005 ;  ; Cu-Ni Br ; AU ; 18 ; SupERGood ; 611 
 3627 ; Набор монет Багам: 5шт Упаковка ; 1992-2007 ;  ; Cu-Ni Br ; AU ; 21 ; Зверолов ; 215 
 3628 ; Набор монет Тринидад и Тобаго: 6шт Упаковка ; 1990-2007 ;  ; Cu-Ni Br ; AU ; 25 ; ВЕПРЬ ; 177 
 3529 ; 2 евро. Франция. 25-летие розовой ленте ; 2017 ;  ; Би/м ; AU ; 23 ; Гостья из Будущего ; 308 
 3530 ; 2 евро. Италия. 450 лет со дня рождения Галилео Галилея ; 2014 ;  ; Би/м ; AU ; 17 ; птичка16 ; 209 
 3531 ; 200 эскудо. Португалия. Христофор Колумб в Португалии ; 1991 ;  ; Cu-Ni ; AU ; 8 ; SupERGood ; 90 
 3532 ; 200 эскудо. Португалия. Америка - Новый Свет ; 1992 ;  ; Cu-Ni ; AU ; 25 ; SupERGood ; 155 
 3533 ; 200 эскудо. Португалия. Японская миссия в Европе ; 1993 ;  ; Cu-Ni ; AU ; 21 ; Зверолов ; 276 
 3534 ; 200 эскудо. Португалия. 450 лет искусству намбан ; 1993 ;  ; Cu-Ni ; AU ; 17 ; kostya12.04.1994 ; 104 
 3535 ; 200 эскудо. Португалия. Генрих Мореплаватель ; 1994 ;  ; Cu-Ni ; AU ; 21 ; Зверолов ; 286 
 3536 ; 200 эскудо. Португалия. 500 лет Тордесильясскому договору ; 1994 ;  ; Cu-Ni ; AU ; 19 ; Зверолов ; 278 
 3537 ; 200 эскудо. Португалия. 480 лет островам Солор и Тимор ; 1995 ;  ; Cu-Ni ; AU ; 41 ; Зверолов ; 327 
 3538 ; 200 эскудо. Португалия. Путешествие на Молуккские острова в 1512 году ; 1995 ;  ; Cu-Ni ; AU ; 42 ; Зверолов ; 320 
 3539 ; 200 эскудо. Португалия. Дуарте Пачеко Перейра ; 1999 ;  ; Cu-Ni ; AU ; 29 ; кот баюн ; 374 
 3540 ; 200 эскудо. Португалия. Смерть в море ; 1999 ;  ; Cu-Ni ; AU ; 31 ; кот баюн ; 310 
 3541 ; 50 тенге. Казахстан. 70 лет победы ; 2015 ;  ; Cu-Ni ; AU ; 33 ; crocus ; 138 
 3542 ; 25 филсов. ОАЭ ; 1998 ;  ; Cu-Ni ; AU ; 25 ; Bankomat ; 31 
 3543 ; 50 филсов. ОАЭ ; 2005 ;  ; Cu-Ni ; AU ; 30 ; Руслан1981 ; 57 
 3544 ; 200 драм. Армения. Дикие деревья Армении - Бук восточный ; 2014 ;  ; Лат ; AU ; 8 ; crocus ; 114 
 3545 ; 200 драм. Армения. Дикие деревья Армении - сосна Коха ; 2014 ;  ; Лат ; AU ; 6 ; crocus ; 102 
 3546 ; 200 драм. Армения. Дикие деревья Армении - ива вавилонская ; 2014 ;  ; Лат ; AU ; 14 ; crocus ; 155 
 3547 ; 200 драм. Армения. Дикие деревья Армении - платан восточный ; 2014 ;  ; Лат ; AU ; 6 ; crocus ; 102 
 3548 ; 200 драм. Армения. Дикие деревья Армении - дуб араксинский ; 2014 ;  ; Лат ; AU ; 6 ; crocus ; 102 
 3549 ; 200 драм. Армения. Дикие деревья Армении - тополь дрожащий (осина обыкновенная) ; 2014 ;  ; Лат ; AU ; 8 ; crocus ; 102 
 3550 ; 5 центов. Эритрея ; 1997 ;  ; St/Ni ; AU ; 32 ; Yustas69 ; 53 
 3551 ; 10 центов. Эритрея ; 1997 ;  ; St/Ni ; AU ; 11 ; Teoretik ; 53 
 3552 ; 50 центов. Эритрея ; 1997 ;  ; St/Ni ; AU ; 20 ; garrymoore ; 53 
 3553 ; 25 центов. Эритрея ; 1997 ;  ; St/Ni ; AU ; 28 ; Bankomat ; 79 
 3554 ; 100 центов. Эритрея ; 1997 ;  ; St/Ni ; XF+ ; 22 ; (.!.) ; 155 
 3555 ; 2 тиын. Казахстан ; 1993 ;  ; Zn/Лат ; VF-XF ; 12 ; ТАТ72 ; 34 
 3556 ; 50 тиын. Казахстан ; 1993 ;  ; Zn/Лат ; XF ; 7 ; zyablik12 ; 7 
 3557 ; 5 песет. Испания. Арагон ; 1994 ;  ; Ni/Лат ; XF ; 6 ; SKeeper ; 9 
 3558 ; 10 филсов. ОАЭ ; 1996 ;  ; Br ; XF+ ; 9 ; bobbar ; 17 
 3559 ; 5 филсов. ОАЭ ; 1996 ;  ; Br ; AU ; 15 ; метакса ; 20 
 3560 ; 50 тене. Острова Кука ; 1988 ;  ; Cu-Ni ; VF ; 13 ; авм1962 ; 136 
 3561 ; 1/4 динара. Иордания ; 1981 ;  ; Cu-Ni ; XF ; 19 ; teso ; 294 
 3562 ; 50 драхм. Греция ; 1982 ;  ; Cu-Ni ; AU ; 7 ; (.!.) ; 57 
 3563 ; 50 драхм. Греция ; 1980 ;  ; Cu-Ni ; XF+ ; 16 ; Александр007 ; 73 
 3564 ; 10 халалов. Саудовская Аравия ; 2002 ;  ; Cu-Ni ; AU ; 27 ; Bankomat ; 31 
 3565 ; 2 цента. Шри-Ланка ; 1978 ;  ; Al ; AU ; 22 ; метакса ; 25 
 3566 ; 25 халалов. Саудовская Аравия ; 2009 ;  ; Cu-Ni ; AU ; 20 ; метакса ; 25 
 3567 ; 50 халалов. Саудовская Аравия ; 2010 ;  ; Cu-Ni ; AU ; 22 ; Руслан1981 ; 101 
 3568 ; 5 халалов. Саудовская Аравия ; 1987 ;  ; Cu-Ni ; AU ; 14 ; Руслан1981 ; 21 
 3569 ; 1 крона. Сан-Дени. Испанский скакун ; 2019 ;  ; Лат ; XF+ ; 33 ; (.!.) ; 190 
 3570 ; 1 унция меди. Великие войны - Спартанцы ;  ;  ; Cu ; AU ; 12 ; Meshok ; 228 
 3571 ; 1 унция меди. Войны - Спартанцы ;  ;  ; Cu ; AU ; 19 ; тикси3 ; 238 
 3572 ; 1 унция меди. Войны - Ацтек ;  ;  ; Cu ; AU ; 9 ; Meshok ; 211 
 3573 ; 1 унция меди. Великие войны - Ацтеки ;  ;  ; Cu ; AU ; 18 ; тикси3 ; 221 
 3574 ; 1 унция меди. США. 1929 ;  ;  ; Cu ; AU ; 5 ; Nastrom ; 327 
 3575 ; 1 унция меди. Индеец ;  ;  ; Cu ; AU ; 16 ; Redkyt ; 223 
 3576 ; 1 унция меди. США. Апатозавр ;  ;  ; Cu ; AU ; 24 ; SuperLex ; 349 
 3577 ; 1 унция меди. США. Птеранодон ;  ;  ; Cu ; AU ; 22 ; SuperLex ; 349 
 3578 ; 1 унция меди. США. Тираннозавр ;  ;  ; Cu ; AU ; 26 ; SuperLex ; 349 
 3479 ; 1/4 крейцера. Австрия ; 1816A ;  ; Cu ; VF- ; 49 ; dmivanych ; 425 
 3480 ; 10 злотых. Польша. 25 лет образования народной армии ; 1968 ;  ; Cu-Ni ; XF- ; 18 ; Marcus Volturi ; 53 
 3481 ; 1 цент. Бритаская Малайя ; 1941 ;  ; Br ; XF ; 20 ; corsar ; 148 
 3482 ; 1/2 пенни. Остров Святой Елены. Отверстие ; 1821 ;  ; Cu ; F ; 25 ; irino4ka ; 396 
 3483 ; 1 цент. Цейлон ; 1922 ;  ; Br ; VF+ ; 19 ; Bankomat ; 319 
 3484 ; 1 пенни. Фиджи ; 1943 ;  ; Br ; VF- ; 18 ; doc2 ; 204 
 3485 ; 1 цент. Восточная Индийская компания ; 1845 ;  ; Cu ; VG ; 43 ; rusmlm ; 421 
 3486 ; 2 анны. Британская Индия ; 1943 ;  ; Ni/Лат ; VF- ; 27 ; double ; 79 
 3487 ; 1 лат. Латвия ; 2012 ;  ; Cu-Ni ; AU ; 51 ; svetin ; 135 
 3488 ; 25 куна. Хорватия. Вступление Хорватии в ЕС ; 2013 ;  ; Би/м ; XF ; 16 ; SpAi ; 360 
 3489 ; 50 пенсов. Остров Святой Елены. 100 лет со дня рождения Королевы Матери ; 2000 ;  ; Cu-Ni ; AU ; 27 ; kornum ; 328 
 3490 ; 50 пенсов. Фолклендские острова. 75-летие ее величества королевы Елизаветы II ; 2001 ;  ; Cu-Ni ; AU ; 20 ; SKeeper ; 286 
 3491 ; 50 пенсов. Тристан-да-Кунья. 100 лет королеве-матери ; 2000 ;  ; Cu-Ni ; AU ; 26 ; kornum ; 320 
 3492 ; 25 пенсов. Великобритания. Елизавета II. Серебряный юбилей правления ; 1977 ;  ; Cu-Ni ; XF+ ; 12 ; VITAL!!! ; 96 
 3493 ; 2 милс. Палестина ; 1942 ;  ; Br ; VF+ ; 23 ; Bankomat ; 281 
 3494 ; 10 шиллингов. Гернси. 900 лет Нормандскому завоеванию ; 1966 ;  ; Cu-Ni ; XF ; 33 ; karl ; 318 
 3495 ; 20 крон. Дания. Церковь Ландет, остров Тасинге ; 2005 ;  ; Al/Br ; XF+ ; 16 ; Oleg73 ; 226 
 3496 ; 1 куруш. Турция. Великие тюркские государства ; 2015 ;  ; Cu-Ni ; AU ; 21 ; lestes ; 79 
 3497 ; 2 фунта. Великобритания ; 1998 ;  ; Би/м ; VF+ ; 5 ; guronidze ; 186 
 3498 ; 1 доллар. Канада. 100 лет присоединения острова принца Эдуарда ; 1973 ;  ; Ni ; AU ; 15 ; металлург9 ; 159 
 3499 ; 1/2 доллара. США ; 1971 ;  ; Cu-Ni ; XF ; 19 ; Bankomat ; 38 
 3500 ; 5 франков. Джибути ; 1991 ;  ; Al ; XF+ ; 20 ; Alexim ; 87 
 3501 ; 1 лит. Литва. Вильнюс – культурная столица Европы ; 2009 ;  ; Cu-Ni ; XF+ ; 25 ; ТАТ72 ; 104 
 3502 ; 1 лат. Латвия ; 2004 ;  ; Cu-Ni ; AU ; 14 ; kornum ; 357 
 3503 ; 500 лир. Ватикан ; 1995 ;  ; Би/м ; AU ; 32 ; Bankomat ; 370 
 3504 ; 2 лита. Литва ; 2013 ;  ; Би/м ; AU ; 23 ; 47RUS ; 114 
 3505 ; 500 драхм. Греция. Олимпиада в Афинах ; 2000 ;  ; Cu-Ni ; XF ; 17 ; (.!.) ; 84 
 3506 ; 5 толаров. Словения ; 2000 ;  ; Лат ; AU ; 15 ; метакса ; 24 
 3507 ; 2 злотых. Польша. Эсминец «Блыскавица» ; 2012 ;  ; Лат ; AU ; 13 ; dimam_kz ; 136 
 3508 ; 25 сантимов. Франция ; 1903 ;  ; Ni ; F-VF ; 9 ; ВЕПРЬ ; 26 
 3509 ; 5 сентаво. Куба ; 1961 ;  ; Cu-Ni ; VF- ; 8 ; repka4pdr ; 50 
 3510 ; 5 дирхам. Марокко ; 2002 ;  ; Би/м ; AU ; 32 ; svetikbsk ; 93 
 3511 ; 1 фунт. Великобритания ; 2000 ;  ; Ni/Лат ; VF ; 9 ; (.!.) ; 90 
 3512 ; 3 евро. Словения. Председательство Словении в Совете ЕС ; 2008 ;  ; Би/м ; XF+ ; 11 ; guronidze ; 253 
 3513 ; 3 евро. Словения. 100 лет первому авиаполету ; 2009 ;  ; Би/м ; AU ; 21 ; svetikbsk ; 343 
 3514 ; 3 евро. Словения. Любляна - Всемирная столица книги ; 2010 ;  ; Би/м ; AU ; 11 ; guronidze ; 265 
 3515 ; 3 евро. Словения. 20 лет независимости Словении ; 2011 ;  ; Би/м ; AU ; 18 ; ROSTI ; 260 
 3516 ; 3 евро. Словения. 100 лет первой олимпийской медали Словении ; 2012 ;  ; Би/м ; AU ; 19 ; guronidze ; 405 
 3517 ; 3 евро. Словения. 200 лет со дня рождения Янеза Пухаря ; 2014 ;  ; Би/м ; AU ; 12 ; salim ; 410 
 3518 ; 1 фунт. Гернси ; 2003 ;  ; Ni/Лат ; AU ; 28 ; svetikbsk ; 167 
 3519 ; 1 фунт. Гибралтар ; 2016 ;  ; Ni/Лат ; AU ; 19 ; 47RUS ; 283 
 3520 ; 3 песо. Куба ; 1992 ;  ; St/Ni ; VF-XF ; 5 ; (.!.) ; 57 
 3521 ; 3 песо. Куба ; 1995 ;  ; St/Ni ; VF-XF ; 12 ; Aruba ; 61 
 3522 ; 3 песо. Куба ; 2002 ;  ; St/Ni ; VF-XF ; 9 ; ВЯЗЪ ; 38 
 3523 ; 10 чентезимо. Сан-Марино ; 1938 ;  ; Br ; VF ; 34 ; rusmlm ; 191 
 3524 ; 5 чентезимо. Сан-Марино ; 1937 ;  ; Br ; AU ; 78 ; Bankomat ; 525 
 3525 ; 5 чентезимо. Сан-Марино ; 1935 ;  ; Br ; VF ; 27 ; rusmlm ; 180 
 3526 ; 50 пенсов. Великобритания. Битва за Британию ; 2015 ;  ; Cu-Ni ; AU ; 25 ; Один54 ; 139 
 3527 ; 50 пенсов. Великобритания. 150 - летие Беатрикс Поттер ; 2016 ;  ; Cu-Ni ; AU ; 10 ; Один54 ; 128 
 3528 ; 50 пенсов. Великобритания. Битва при Гастингсе ; 2016 ;  ; Cu-Ni ; AU ; 30 ; Один54 ; 202 
 3429 ; 10 центов. Британская Родезия ; 1964 ;  ; Cu-Ni ; F-VF ; 31 ; double ; 64 
 3430 ; 1 шиллинг. Родезия и Ньясаленд ; 1957 ;  ; Cu-Ni ; XF ; 68 ; lestes ; 614 
 3431 ; 1 пенни. Британская Западная Африка ; 1936 ;  ; Cu-Ni ; XF ; 49 ; lestes ; 429 
 3432 ; 1 драм. Нагорный Карабах. Фазан ; 2004 ;  ; Al ; AU ; 9 ; maymuse ; 123 
 3433 ; 1 драм. Нагорный Карабах. Леопард ; 2004 ;  ; Al ; AU ; 23 ; maymuse ; 125 
 3434 ; 1 драм. Нагорный Карабах. Святой Григорий ; 2004 ;  ; Al ; AU ; 29 ; Bankomat ; 181 
 3435 ; 1 драм. Нагорный Карабах. Волк ; 2013 ;  ; Al ; AU ; 19 ; maymuse ; 203 
 3436 ; 1 пенни. Британская Нигерия ; 1959 ;  ; Br ; XF ; 52 ; lestes ; 359 
 3437 ; 5 центов. Британский Гондурас ; 1958 ;  ; Ni/Лат ; F- ; 36 ; ВЕПРЬ ; 104 
 3438 ; 1 драм. Нагорный Карабах. Леопард ; 2013 ;  ; Al ; AU ; 15 ; maymuse ; 203 
 3439 ; 1 драм. Нагорный Карабах. Фазан ; 2013 ;  ; Al ; AU ; 14 ; maymuse ; 203 
 3440 ; 5 драм. Нагорный Карабах. Козел ; 2013 ;  ; Ж/м ; AU ; 21 ; Balagur ; 163 
 3441 ; 5 драм. Нагорный Карабах. Монастырь ; 2004 ;  ; Ж/м ; AU ; 26 ; Balagur ; 131 
 3442 ; 5 драм. Нагорный Карабах. Медведь ; 2013 ;  ; Ж/м ; AU ; 13 ; maymuse ; 194 
 3443 ; 5 драм. Нагорный Карабах. Мы - наши горы ; 2004 ;  ; Ж/м ; AU ; 9 ; Balagur ; 77 
 3444 ; 5 крон. Дания ; 1977 ;  ; Cu-Ni ; AU ; 49 ; Почта России ; 206 
 3445 ; 2 кроны. Дания ; 1955 ;  ; Al/Br ; XF ; 23 ; CMS ; 101 
 3446 ; 50 франков. Бурунди ; 2011 ;  ; Cu-Ni ; XF+ ; 33 ; Bankomat ; 134 
 3447 ; 2 песо. Филиппины ; 1987 ;  ; Cu-Ni ; VF+ ; 17 ; Meshok ; 30 
 3448 ; 10 реалов. Йемен ; 2009 ;  ; St ; XF+ ; 11 ; ag58 ; 34 
 3449 ; 20 реалов. Йемен ; 2004 ;  ; Би/м ; XF+ ; 19 ; Bankomat ; 111 
 3450 ; 20 реалов. Йемен ; 2006 ;  ; St ; XF+ ; 9 ; 69МАВ ; 105 
 3451 ; 2 афгани. Афганистан ;  ;  ; St/Ni ; AU ; 67 ; Aruba ; 133 
 3452 ; 5 афгани. Афганистан ;  ;  ; Al/Br ; AU ; 27 ; Aruba ; 64 
 3453 ; 200 миллим. Тунис ; 2013 ;  ; Al/Br ; XF ; 30 ; Dahan ; 233 
 3454 ; 20 крон. Чехия ; 2014 ;  ; Al/Br ; AU ; 8 ; tss ; 59 
 3455 ; 50 крон. Чехия ; 2009 ;  ; Би/м ; AU ; 9 ; ТАТ72 ; 186 
 3456 ; 25 пенни. Финляндия ; 1929 ;  ; Cu-Ni ; VF+ ; 48 ; Bankomat ; 97 
 3457 ; 1/2 пенни. Великобритания. Токен ; 1792 ;  ; Cu ; F ; 43 ; Ю42 ; 1606 
 3458 ; 1/2 пенни. Канада. Токен ; 1854 ;  ; Cu ; VF ; 37 ; double ; 622 
 3459 ; 1 пенни. Великобритания ; 1797 ;  ; Cu ; G ; 21 ; orex ; 175 
 3460 ; 1 фартинг. Великобритания ; 1861 ;  ; Br ; F-VF ; 21 ; 69МАВ ; 895 
 3461 ; 8 дублей. Гернси ; 1889 ;  ; Br ; VF-XF ; 60 ; svetikbsk ; 453 
 3462 ; 1 дубль. Гернси ; 1911 ;  ; Br ; XF ; 32 ; lestes ; 255 
 3463 ; 1/12 шиллинга. Джерси ; 1945 ;  ; Br ; VF+ ; 19 ; domestos ; 113 
 3464 ; 1/12 шиллинга. Джерси ; 1926 ;  ; Br ; VF+ ; 15 ; Igor2020 ; 216 
