 5966 ; КПД США ; 1938 ;  ;  ;  ; 17 ; Либра ; 106 
 3858 ; Набор монет Норвегии: 5шт. Пластиковая упаковка ; 1988 ;  ; Cu-Ni,Al/Br ; AU ; 18 ; Ok203 ; 499 
 3859 ; Набор монет Сальвадора: 5шт ;  ;  ; St,Al/Br,Cu-Ni ; AU ; 34 ; rad22 ; 313 
 3860 ; Набор монет Суринама: 6шт ;  ;  ; Cu-Ni,Br ; AU ; 31 ; SpAi ; 280 
 3861 ; Набор монет Конго: 8шт ;  ;  ; Al,Al/Br ; AU ; 27 ; kornum ; 465 
 3862 ; Набор монет Казахстана: 5шт ;  ;  ; Cu-Ni,Al/Br ; AU ; 13 ; shknikolay ; 51 
 3863 ; Набор монет Италии: 8шт ;  ;  ; Cu-Ni,Al,Al/Br, ; AU/VF-XF ; 9 ; vic2 ; 34 
 3764 ; Лот монет Великобритании: 4шт ;  ;  ; Cu-Ni ; VF ; 11 ; igor_otic ; 142 
 3765 ; Лот монет Нотгельдов Франции: 5шт ;  ;  ;  ; VF/VF+ ; 39 ; Sterh ; 465 
 3766 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 19 ; Mr. 001 ; 159 
 3767 ; Лот монет Германии: 4шт ;  ;  ; Cu-Ni,br ; VF/VF+ ; 11 ; Алекс8787 ; 57 
 3768 ; Лот монет Казахстана: 50,20,10 тенге (5 шт.) ; 1997-2016 ;  ; Лат,Cu-Ni ; AU ; 13 ; shknikolay ; 161 
 3769 ; Лот монет Швеции: 3шт ;  ;  ; Ag ; VF/F-VF ; 9 ; сортам70 ; 141 
 3770 ; Лот монет Казахстана: 50,20 тенге (5 шт.) Юбилейные ; 1996-2015 ;  ; Cu-Ni ; AU ; 19 ; христофор ; 308 
 3771 ; Лот монет Польши: 1 злотый, 10,5 грошей (3 шт.) ; 1923-1949 ;  ; Ni,Br ; VF ; 13 ; gandy ; 46 
 3772 ; Лот монет Исландии, Люксембурга (2шт) ; 1946,1959 ;  ; Al/Br,Cu-Ni ; VF+ ; 16 ; Dima72 ; 26 
 3773 ; Лот монет Дании, Швеции и Норвегии: 8шт ;  ;  ; Cu-Ni,Br ; VF/XF ; 10 ; buben ; 159 
 3774 ; Лот монет Великобритании (3шт): 1 шиллинг, пенни ; 1955,1963,1919 ;  ; Cu/Ni,Cu ; VF-/XF ; 11 ; Михаил Федулов ; 26 
 3775 ; Лот монет Италии и Португалии: 7шт ;  ;  ; Cu-Ni,Би/м,Cu ; F-VF/XF ; 22 ; Flagman ; 140 
 3776 ; Лот монет Дании (9шт) ;  ;  ; Cu-Ni,Br ; XF ; 11 ; buben ; 63 
 3777 ; Лот монет Испании: 25,5 песет (4 шт.) ; 1975-1996 ;  ; Cu-Ni,Al/Br ; VF+/XF ; 9 ; chiko ; 20 
 3778 ; Лот монет Норвегии (8шт) ;  ;  ; Лат ; VF/VF-XF ; 34 ; ren ; 638 
 3779 ; Лот монет Вьетнам (3шт) ; 1958 ;  ; Al ; XF ; 27 ; kornum ; 232 
 3780 ; Лот монет Французского Того и Восточной Африки: 2 шт. ; 1941-1957 ;  ; Al/Br,Br ; VF ; 17 ; Krydein ; 69 
 3781 ; Лот монет Пакистана: 10шт ;  ;  ; Cu-Ni,Al ; VF/XF ; 33 ; ВЕПРЬ ; 181 
 3782 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni,br ; F-VF/XF ; 33 ; прохожий ; 375 
 3783 ; Лот монет Нигерии: 6шт ;  ;  ; Cu-Ni,Al/Br ; VF ; 12 ; ЛОПАТИНиКО ; 237 
 3784 ; Лот монет США: 1/4 доллара (10 шт.) Национальные парки США ; 2015-2017 ;  ; Cu-Ni ; AU ; 17 ; Influence ; 300 
 3785 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni,Al/Br,Br ; VF/XF ; 21 ; Flagman ; 164 
 3786 ; Лот монет Великобритании (3шт) ;  ;  ; Ni/Лат ; VF ; 9 ; Allegro33 ; 207 
 3787 ; Лот монет Индии: 2 рупии, 50,25,20,10 пайс (5 шт.) ; 1948-2003 ;  ; Cu-Ni,Al,Al/Br ; VF+/XF+ ; 22 ; t_v_v ; 77 
 3788 ; Лот монет Швеции: 1 крона, 5 эре (4 шт.) ; 1944-1981 ;  ; Cu-Ni,Br,Fe ; VF/XF ; 7 ; 1gold ; 20 
 3789 ; Лот монет Узбекистана: 100 сум (2 шт.) ; 2004-2009 ;  ; St/Ni ; XF ; 21 ; Mukoved ; 63 
 3790 ; Лот монет Португалии (2шт) ; 1929,1965 ;  ; Cu-Ni ; VF ; 17 ; кот баюн ; 28 
 3791 ; Лот монет Цейлон (2шт) ; 1943-1955 ;  ; Al/Br ; F+/VF ; 28 ; sparrow ; 118 
 3792 ; Лот монет Греции, Кипра, Мальты: 6шт ;  ;  ; Cu-Ni,Br ; VF/AU ; 21 ; Cross ; 155 
 3793 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni,Al/Br,Br ; VF/XF ; 25 ; прохожий ; 237 
 3794 ; Лот монет Бирмы (2шт) ; 1952-1965 ;  ; Br,Cu-Ni ; VF+ ; 15 ; alex62 ; 125 
 3795 ; Лот монет Казахстана: 50,20 тенге (7 шт.) Юбилейные ; 1996-2015 ;  ; Cu-Ni ; AU ; 30 ; христофор ; 434 
 3796 ; Лот монет Казахстана: 50 тенге (4 шт.) Юбилейные ; 2008-2015 ;  ; Cu-Ni ; AU ; 38 ; kornum ; 780 
 3797 ; Лот монет Австралии: 20 центов, 1/2 пенни (3 шт.) ; 1929-2014 ;  ; Br,Cu-Ni ; VF ; 19 ; Dima72 ; 67 
 3798 ; Лот монет Греции и Италии: 50,20,2 евроцента (4 шт.) ; 2010-2017 ;  ; Лат,St/Cu ; AU ; 7 ; buben ; 65 
 3799 ; Лот монет иностранных: 6шт ;  ;  ;  ; VF/XF ; 21 ; alex62 ; 211 
 3800 ; Лот монет Казахстана: 50 тенге (7 шт.) Юбилейные ; 2007-2015 ;  ; Cu-Ni ; AU/XF+ ; 49 ; Матроскин ; 1190 
 3801 ; Лот монет Польши: 2 злотых (6 шт.) Юбилейные ; 2010-2014 ;  ; Лат ; AU ; 23 ; ЛОПАТИНиКО ; 315 
 3802 ; Лот монет Польши: 2 злотых (3 шт.) Юбилейные ; 2013-2014 ;  ; Лат ; AU ; 16 ; buben ; 148 
 3803 ; Лот монет Швейцарии: 3шт ;  ;  ; Ag ; VF/XF ; 22 ; collector64 ; 285 
 3804 ; Лот монет Великобритании и Австрии: 4 шт. ; 1940-1992 ;  ; Cu-Ni,Br,Al/Br, ; VF/XF ; 29 ; buben ; 75 
 3805 ; Лот монет США: 1/4 доллара (10 шт.) Национальные парки США ; 2015-2017 ;  ; Cu-Ni ; AU ; 13 ; Матроскин ; 251 
 3806 ; Лот монет Германии: 10,5,1 пфенниг (4 шт.) ; 1938-1942 ;  ; Br,Al/Br,Zn ; F/VF ; 19 ; Алекс8787 ; 136 
 3807 ; Лот монет Германии: 5шт ;  ;  ; Al/Br,Zn,Fe ; VF-/XF ; 38 ; Алекс8787 ; 67 
 3808 ; Лот монет Казахстана: 50 тенге (4 шт.) Юбилейные ; 2009-2015 ;  ; Cu-Ni ; AU ; 20 ; христофор ; 191 
 3809 ; Лот иностранных монет: 4 шт. ; 2018 ;  ; St/Ni ; XF+/AU ; 39 ; lestes ; 212 
 3810 ; Лот монет Кении: 10шт ;  ;  ; Cu-Ni,Al/Br ; VF/XF ; 15 ; Fontan ; 129 
 3811 ; Лот монет Таиланда: 6 шт. ;  ;  ; Би/м,Cu-Ni,Al/B ; VF/XF ; 9 ; chiko ; 20 
 3812 ; Лот жетонов: 4шт ;  ;  ; Ж/м ; VF/XF ; 7 ; ЛОПАТИНиКО ; 202 
 3813 ; Лот монет США: 8шт ;  ;  ; Cu-Ni ; VF/XF ; 25 ; vandal ; 47 
 3714 ; 5 крон. Норвегия ; 1981 ;  ; Cu-Ni ; XF ; 11 ; Cross ; 57 
 3715 ; 50 пенсов. Великобритания. Лягушка Джереми Фишер ; 2017 ;  ; Cu-Ni ; AU ; 16 ; jj ; 179 
 3716 ; 50 пенсов. Великобритания. 100-летие акта о народном представительстве ; 2018 ;  ; Cu-Ni ; AU ; 15 ; kornum ; 255 
 3717 ; 10 пенсов. Великобритания. Английский алфавит, английский чай  - Е ; 2018 ;  ; Cu-Ni ; AU ; 23 ; jj ; 149 
 3718 ; 50 пенсов. Великобритания. Кролик Питер ; 2018 ;  ; Cu-Ni ; AU ; 13 ; kornum ; 224 
 3719 ; 50 пенсов. Великобритания. Мышь ; 2018 ;  ; Cu-Ni ; AU ; 13 ; kornum ; 225 
 3720 ; 50 пенсов. Великобритания. Кролик Флопси Банни ; 2018 ;  ; Cu-Ni ; AU ; 13 ; kornum ; 214 
 3721 ; 50 пенсов. Великобритания. Паддингтон на станции ; 2018 ;  ; Cu-Ni ; AU ; 13 ; kornum ; 203 
 3722 ; 50 пенсов. Великобритания. Паддингтон у дворца ; 2018 ;  ; Cu-Ni ; AU ; 13 ; kornum ; 281 
 3723 ; 50 куруш. Турция ; 2017 ;  ; би/м ; XF- ; 11 ; topotun ; 31 
 3724 ; 1 пенни. Барбадос ; 1788 ;  ; Cu ; VF ; 41 ; Папа Свин ; 3184 
 3725 ; 5 центов. Либерия ; 1961 ;  ; Cu-Ni ; XF ; 14 ; Ok203 ; 100 
 3726 ; 5 миллимов. Египет ; 1941 ;  ; Cu-Ni ; VF- ; 16 ; Серж PirGS ; 68 
 3727 ; 100 йен. Япония. XI зимние Олимпийские Игры, Саппоро 1972 ; 1972 ;  ; Cu-Ni ; AU ; 23 ; tpls ; 136 
 3728 ; 1/4 рупии. Маврикий ; 1951 ;  ; Cu-Ni ; VF ; 15 ; Снежков ; 113 
 3729 ; 100 тенге. Казахстан. Бременские музыканты. Буклет ; 2017 ;  ; Cu-Ni ; AU ; 41 ; Vol4en0k ; 898 
 3730 ; 100 тенге. Казахстан. А. Галимбаева. Буклет ; 2017 ;  ; Cu-Ni ; AU ; 41 ; Vol4en0k ; 903 
 3731 ; 100 тенге. Казахстан. 20 лет Астане. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 26 ; Vol4en0k ; 281 
 3732 ; 5 евро. Финляндия. 90 лет независимости. ; 2007 ;  ; Би/м ; Proof ; 20 ; lenohota ; 555 
 3733 ; 100 тенге. Казахстан. Суйинши. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 21 ; Vol4en0k ; 281 
 3734 ; 2 евро. Бельгия. Сборная Бельгии на Летних Олимпийские игры 2016 в Рио-де-Жанейро. Буклет ; 2016 ;  ; Би/м ; AU ; 24 ; ortodont2002 ; 614 
 3735 ; Рол монет Франции: 1 евроцент ;  ;  ; St/Cu ;  ; 11 ; Краснодар ; 41 
 3736 ; 100 тенге. Казахстан. 25 лет национальной валюте Казахстана. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 11 ; Vol4en0k ; 281 
 3737 ; Фартинг. Великобритания. В капсуле NNC ; 1943 ;  ; Br ;  ; 23 ; GoldPanda ; 119 
 3738 ; Лот монет Грузии: 3 шт. ;  ;  ; Би/м,Cu-Ni,St/N ; VF/XF ; 12 ; Jon Snow ; 61 
 3739 ; Лот монет Финляндии: 10, 5 марок, 50 пенни (3 шт.) ; 1990-1993 ;  ; Би/м,Al/Br,Cu-N ; XF- ; 24 ; Mr. 001 ; 67 
 3740 ; Лот монет Великобритании: 2,1 шиллинг, 20,10,6,5 пенсов (7 шт.) ; 1947-1982 ;  ; Cu-Ni ; VF/XF ; 25 ; vasilyi66 ; 61 
 3741 ; Лот монет Франции: 50,20,10,2 франка (5 шт.) ; 1943-1976 ;  ; Ni/Br,Al/Br,Al ; VF/XF ; 21 ; Атлантик ; 42 
 3742 ; Лот монет Казахстана: 50 тенге (4 шт.) Юбилейные ; 2011-2014 ;  ; Cu-Ni ; AU ; 20 ; Redkyt ; 294 
 3743 ; Лот монет мира: 10шт ;  ;  ; Cu-Ni,Al/Br,Br ; VF/XF ; 37 ; прохожий ; 181 
 3744 ; Лот монет Великобритании (7шт) ;  ;  ; Cu-Ni,Br,St/Br ; VF+/XF ; 21 ; vasilyi66 ; 36 
 3745 ; Лот монет Греции: 100,20,5,1 драхма (4 шт.) ; 1978-2000 ;  ; Cu-Ni,Лат ; XF ; 25 ; Атлантик ; 34 
 3746 ; Лот монет Польши: 2 злотых (3 шт.) Юбилейные ; 2009-2014 ;  ; Лат ; AU ; 21 ; rusin ; 160 
 3747 ; Лот монет Польши: 2 злотых (6 шт.) Юбилейные ; 2009-2014 ;  ; Лат ; AU ; 11 ; BigGluk ; 357 
 3748 ; Лот монет Таиланда: 2 шт. ;  ;  ; Cu-Ni ; VF+ ; 8 ; chiko ; 20 
 3749 ; Лот монет Великобритании: 2шт ;  ;  ; Cu-Ni,Br ; VF-/VF-XF ; 14 ; Снежный Барс ; 104 
 3750 ; Лот монет США: 1/4 доллара (5 шт.) Национальные парки США ; 2010-2018 ;  ; Cu-Ni ; AU ; 29 ; lestes ; 261 
 3751 ; Лот монет Эстонии: 3шт ;  ;  ; Al/Br ; VF-XF ; 8 ; collector64 ; 92 
 3752 ; Лот монет Великобритании: 5шт ;  ;  ; Br ; F ; 17 ; Алекс8787 ; 101 
 3753 ; Лот монет Индонезии (2шт) ; 1951,1957 ;  ; Al ; VF ; 8 ; лексан 98 ; 34 
 3754 ; Лот монет Казахстана: 100,50 тенге (4 шт.) Юбилейные ; 2013-2016 ;  ; Cu-Ni ; AU/XF+ ; 19 ; Mukoved ; 305 
 3755 ; Лот монет Великобритании: 2 фунта, 1 пенни (2 шт.) ; 1965-2002 ;  ; Би/м,Br ; XF ; 18 ; akula ; 137 
 3756 ; Лот монет Польши: 2 злотых (3 шт.) Юбилейные ; 2013 ;  ; Лат ; AU ; 13 ; ochernishev ; 150 
 3757 ; Лот монет Казахстана: 100,50 тенге (4 шт.) Юбилейные ; 2015-2016 ;  ; Cu-Ni ; AU ; 7 ; Mukoved ; 212 
 3758 ; Лот монет Индонезии: 1000,200 рупий (2 шт.) ; 2010-2016 ;  ; Al,St/Ni ; XF ; 11 ; BigGluk ; 51 
 3759 ; Лот монет Турции: 100000,1000,500 лир, 50,25,10,5 куруш (7 шт.) ; 1989-2007 ;  ; Би/м,Cu-Ni,Al/B ; VF/XF ; 27 ; vasilyi66 ; 45 
 3760 ; Лот мангиров: 2 шт. Крымское ханство, Шахин Гирей, 3 год правления ; 1779 ;  ; Cu ; F ; 29 ; oleko ; 264 
 3761 ; Лот монет Крыма. 5 шт. ; 18 век. ;  ; Cu ; VG/F ; 29 ; Папа Свин ; 498 
 3762 ; Лот монет Джерси: 6шт ;  ;  ; Cu-Ni,br ; VF/XF ; 35 ; BigGluk ; 150 
 3763 ; Лот иностранных монет: 3 шт. ;  ;  ; Cu-Ni ; VF/XF ; 11 ; chiko ; 23 
 3664 ; 1 сукре. Эквадор ; 1964 ;  ; Cu-Ni ; XF ; 13 ; KatekAviator ; 31 
 3665 ; 500 лир. Италия ; 1993 ;  ; Би/м ; AU ; 35 ; topotun ; 113 
 3666 ; 5 злотых. Польша ; 2018 ;  ; Би/м ; XF+ ; 33 ; jj ; 255 
 3667 ; 500 лир. Италия ; 1998 ;  ; Би/м ; XF+ ; 20 ; topotun ; 106 
 3668 ; 2 шиллинга. Австрия ; 1947 ;  ; Al ; XF ; 15 ; chks69 ; 38 
 3669 ; 10 лир. Ватикан ; 1979 ;  ; Al ; AU ; 13 ; Rodan Lewarx ; 182 
 3670 ; 10 лир. Италия ; 1950 ;  ; Al ; VF-XF ; 16 ; Mukoved ; 114 
 3671 ; 5 лир. Ватикан ; 1951 ;  ; Al ; VF ; 3 ; Cross ; 46 
 3672 ; 1 шиллинг. Австрия ; 1957 ;  ; Al ; AU ; 9 ; dim66 ; 110 
 3673 ; 5 лир. Ватикан ; 1973 ;  ; Al ; XF/AU ; 11 ; KatekAviator ; 101 
 3674 ; 10 лир. Ватикан ; 1973 ;  ; Al ; AU ; 16 ; sparrow ; 81 
 3675 ; 10 лир. Ватикан ; 1952 ;  ; Al ; XF ; 27 ; Valeev ; 46 
 3676 ; 1 лира. Ватикан ; 1973 ;  ; Al ; AU ; 7 ; KatekAviator ; 80 
 3677 ; 2 лиры. Ватикан ; 1974 ;  ; Al ; AU ; 11 ; KatekAviator ; 101 
 3678 ; 50 сентаво. Парагвай ; 1938 ;  ; Al ; F+ ; 15 ; Масясик ; 111 
 3679 ; 1 лира. Ватикан ; 1975 ;  ; Al ; AU ; 16 ; Rodan Lewarx ; 122 
 3680 ; 2 эре. Швеция ; 1768 ;  ; Cu ; F-VF ; 9 ; Cross ; 239 
 3681 ; 1 пенни. Гибралтар ; 1996 ;  ; Cu ; VF-XF ; 17 ; птичка16 ; 83 
 3682 ; 2 эре. Швеция ; 1765 ;  ; Cu ; F-VF ; 11 ; smel ; 254 
 3683 ; 1 эре. Швеция ; 1905 ;  ; Cu ; VF ; 9 ; Valeev ; 22 
 3684 ; 5 эре. Дания ; 1902 ;  ; Cu ; VF ; 21 ; orex ; 157 
 3685 ; 5 дирхем. Катар и Дубаи ; 1966 ;  ; Cu ; VF ; 19 ; ВЕПРЬ ; 202 
 3686 ; 20 сентаво. Португалия ; 1924 ;  ; Cu ; VF ; 12 ; Cross ; 69 
 3687 ; 25 новых пенсов. Великобритания ; 1977 ;  ; Cu-Ni ; XF ; 7 ; Cross ; 89 
 3688 ; 1/2 доллара. США ; 1983D ;  ; Cu-Ni ; XF ; 11 ; Vox ; 57 
 3689 ; 1/2 доллара. США ; 1984D ;  ; Cu-Ni ; XF ; 9 ; Allegro33 ; 58 
 3690 ; 1/2 доллара. США ; 1979 ;  ; Cu-Ni ; XF ; 5 ; Марик ; 59 
 3691 ; 1/2 доллара. США ; 1976 ;  ; Cu-Ni ; AU ; 12 ; vlad-807 ; 57 
 3692 ; 1/2 доллара. США ; 1972D ;  ; Cu-Ni ; AU ; 12 ; igor_otic ; 57 
 3693 ; 1/2 доллара. США ; 1981D ;  ; Cu-Ni ; XF ; 12 ; igor_otic ; 58 
 3694 ; 1/2 доллара. США ; 1974 ;  ; Cu-Ni ; XF ; 13 ; Cross ; 57 
 3695 ; 2 песо. Уругвай ; 1981 ;  ; Cu-Ni ; AU ; 21 ; heavy_fly ; 111 
 3696 ; 1/2 доллара. США ; 1985P ;  ; Cu-Ni ; XF ; 13 ; птичка16 ; 77 
 3697 ; 25 песо. Аргентина ; 1966 ;  ; Cu-Ni ; AU ; 7 ; lenohota ; 62 
 3698 ; 20 чентезимо. Италия ; 1919 ;  ; Cu-Ni ; VF ; 17 ; Mukoved ; 204 
 3699 ; 1 ранд. ЮАР ; 1978 ;  ; Cu-Ni ; XF ; 15 ; лексан 98 ; 61 
 3700 ; 1 шиллинг. Австрия ; 1934 ;  ; Cu-Ni ; XF ; 8 ; Valeev ; 118 
 3701 ; 5 драхм. Греция ; 1973 ;  ; Cu-Ni ; AU ; 22 ; KatekAviator ; 63 
 3702 ; 5 пиастров. Сирия ; 1948 ;  ; Cu-Ni ; XF ; 6 ; Krydein ; 72 
 3703 ; 50 пфеннигов. Веймар ; 1927 ;  ; Cu-Ni ; VF-XF ; 13 ; lsp25 ; 111 
 3704 ; 50 пайс. Индия ; 1964 ;  ; Cu-Ni ; AU ; 20 ; kornum ; 112 
 3705 ; 5 крон. Норвегия ; 1997 ;  ; Cu-Ni ; VF-XF ; 13 ; Cross ; 74 
 3706 ; 10 марок. ГДР Бухенвальд ; 1972 ;  ; Cu-Ni ; XF ; 31 ; SKeeper ; 59 
 3707 ; 1 лира. Италия ; 1922 ;  ; Cu-Ni ; VF-XF ; 15 ; osir12 ; 67 
 3708 ; 1/2 динара. Тунис ; 1968 ;  ; Cu-Ni ; XF ; 28 ; ВЕПРЬ ; 108 
 3709 ; 10 злотых. Польша ; 1967 ;  ; Cu-Ni ; XF ; 14 ; ag58 ; 61 
 3710 ; 100 милс. Кипр ; 1963 ;  ; Cu-Ni ; XF ; 10 ; SadKo ; 57 
 3711 ; 10 злотых. Польша ; 1968 ;  ; Cu-Ni ; XF ; 23 ; nic27 ; 128 
 3712 ; 10 злотых. Польша ; 1964 ;  ; Cu-Ni ; VF-XF ; 19 ; lsp25 ; 113 
 3713 ; 10 сентаво. Гондурас ; 1956 ;  ; Cu-Ni ; VF ; 16 ; collector64 ; 63 
 3614 ; 10 кэш. Китай. Ху-Пен ;  ;  ; Br ; VF- ; 25 ; штурман ; 155 
 3615 ; 80 рейс. Бразилия ; 1829 ;  ; Cu ; VF-XF ; 41 ; Mollo ; 3176 
 3616 ; 40 рейс. Бразилия ; 1774 ;  ; Cu ; VF+ ; 56 ; sama71 ; 5106 
 3617 ; 1 цент. Французский Индо-Китай ; 1892 ;  ; Cu ; XF ; 22 ; batuke ; 421 
 3618 ; 1 песа. Занзибар ; 1304 ;  ; Cu ; XF- ; 68 ; kornum ; 1033 
 3619 ; 10 динаров. Сербия ; 2003 ;  ; Латунь ; VF ; 16 ; valerdon ; 63 
 3620 ; 1 лит. Литва ; 2010 ;  ; Cu-Ni ; XF ; 14 ; Dahan ; 92 
 3621 ; 50 крон. Исландия ; 2005 ;  ; Латунь ; XF/AU ; 15 ; vlad-807 ; 51 
 3622 ; 1 фунт. Великобритания ; 1983 ;  ; Латунь ; VF ; 11 ; Krydein ; 76 
 3623 ; 200 лир. Сан-Марино ; 1992 ;  ; Латунь ; AU ; 5 ; спарта ; 133 
 3624 ; 200 лир. Ватикан ; 1991 ;  ; Латунь ; XF ; 27 ; Александр007 ; 199 
 3625 ; 50 песет. Испания ; 1980 ;  ; Cu-Ni ; XF ; 5 ; спарта ; 53 
 3626 ; 5 шранг. Тибет. Официальный рестрайк ; 1950-е гг ;  ; Cu-Ni ; AU ; 28 ; Ok203 ; 445 
 3627 ; 3 скиллинга. Дания ; 1815 ;  ; Cu ; F-VF ; 5 ; alex62 ; 142 
 3628 ; 1 дуит. Нидерландская Индия ; 1737 ;  ; Cu ; F-VF ; 17 ; tar ; 222 
 3629 ; 3 милса. Кипр ; 1955 ;  ; Cu ; VF-XF ; 19 ; 100924 ; 50 
 3630 ; Фартинг. Великобритания ; 1900 ;  ; Cu ; VF ; 28 ; alex2016 ; 91 
 3631 ; 1 скиллинг. Дания ; 1812 ;  ; Cu ; F-VF ; 31 ; S1952 ; 281 
 3632 ; 1 пенни. Нигерия ; 1959 ;  ; Cu ; VF ; 54 ; прохожий ; 146 
 3633 ; 20 рейс. Бразилия ; 1869 ;  ; Cu ; F-VF ; 11 ; franklin ; 94 
 3634 ; 10 франков. Французская Африка ; 1956 ;  ; Al/Br ; VF ; 19 ; Снежков ; 128 
 3635 ; 10 франков. Французский Камерун ; 1958 ;  ; Al/Br ; VF ; 14 ; Снежный Барс ; 107 
 3636 ; 5 франков. Французская Африка ; 1956 ;  ; Al/Br ; VF ; 21 ; Снежный Барс ; 118 
 3637 ; 10 пфеннигов. Германия ; 1939 ;  ; Al/Br ; XF ; 27 ; numizmat1975 ; 720 
 3638 ; 1 анна. Британская Индия ; 1943 ;  ; Al/Br ; VF ; 6 ; Ыукут ; 56 
 3639 ; 5 пфеннигов. Германия ; 1937 ;  ; Al/Br ; VF ; 19 ; ASD013 ; 352 
 3640 ; 1/2 соль. Перу ; 1965 ;  ; Al/Br ; XF ; 39 ; kornum ; 161 
 3641 ; 100 крон. Исландия ; 2011 ;  ; Al/Br ; VF-XF ; 9 ; незнайка ; 84 
 3642 ; 1 фунт. Гибралтар ; 1991 ;  ; Al/Br ; VF ; 9 ; MSK-1975 ; 208 
 3643 ; 1 доллар. Фиджи ; 1995 ;  ; Al/Br ; VF ; 35 ; mkm1968 ; 102 
 3644 ; 100 песет. Испания ; 1996 ;  ; Al/Br ; VF-XF ; 6 ; sparrow ; 76 
 3645 ; 1000 рейс. Бразилия ; 1925 ;  ; Al/Br ; VF+ ; 5 ; lenohota ; 101 
 3646 ; 100 песет. Испания ; 1993 ;  ; Al/Br ; VF-XF ; 6 ; sparrow ; 75 
 3647 ; 1 цент. ЮАР ; 1961 ;  ; Al/Br ; XF ; 5 ; Serenade ; 28 
 3648 ; 50 крон. Исландия ; 2005 ;  ; Al/Br ; VF-XF ; 7 ; Allegro33 ; 34 
 3649 ; 25 франков. Французская Африка ; 1956 ;  ; Al/Br ; VF ; 27 ; d-master ; 125 
 3650 ; 100 песет. Испания ; 1999 ;  ; Al/Br ; XF ; 6 ; sparrow ; 75 
 3651 ; 25 песет. Испания ; 2000 ;  ; Al/Br ; XF ; 6 ; batuke ; 50 
 3652 ; 10 франков. Французское Того ; 1957 ;  ; Al/Br ; XF ; 16 ; Снежков ; 129 
 3653 ; 1 доллар. США ; 2010P ;  ; Al/Br ; XF ; 7 ; gama ; 107 
 3654 ; 2 доллара. Зимбабве ; 1997 ;  ; Al/Br ; VF+ ; 11 ; salim ; 79 
 3655 ; 20 крон. Норвегия ; 2018 ;  ; Al/Br ; XF ; 18 ; vb96 ; 269 
 3656 ; 50 лир. Италия ; 1974 ;  ; St ; AU ; 6 ; Allegro33 ; 59 
 3657 ; 25 центов. Либерия ; 1968 ;  ; Cu-Ni ; VF ; 15 ; sparrow ; 101 
 3658 ; 10 сентаво. Никарагуа ; 1939 ;  ; Cu-Ni ; VF ; 11 ; ВМШ ; 227 
 3659 ; 2 лата. Латвия ; 1992 ;  ; Cu-Ni ; VF ; 15 ; Диман13 ; 430 
 3660 ; 50 лир. Ватикан ; 1958 ;  ; St ; XF ; 22 ; Rodan Lewarx ; 192 
 3661 ; 100 лир. Ватикан ; 1958 ;  ; St ; XF ; 7 ; DjonS ; 121 
 3662 ; 100 лир. Ватикан ; 1974 ;  ; St ; XF ; 3 ; Cross ; 89 
 3663 ; 10 песет. Испания ; 1993 ;  ; Cu-Ni ; VF ; 24 ; t_v_v ; 81 
 3564 ; 50 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF ; 61 ; taa ; 530 
 3565 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 63 ; sfet ; 810 
 3566 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 32 ; smel ; 266 
 3567 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF ; 21 ; 220W ; 266 
 3568 ; 5 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 26 ; 220W ; 152 
 3569 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF-XF ; 59 ; taa ; 507 
 3570 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF-XF ; 53 ; etwar55 ; 674 
 3571 ; 5 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 15 ; etwar55 ; 237 
 3572 ; 20 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF+ ; 17 ; berkot ; 136 
 3573 ; 1/2 марки. Германия. Нотгельд ; 1921 ;  ; Fe ; VF+ ; 26 ; sfet ; 387 
 3574 ; 1 пфенниг. Германия. Нотгельд ; 1918 ;  ; Zn ; F-VF ; 23 ; tar ; 240 
 3575 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F-VF ; 11 ; smel ; 121 
 3576 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F-VF ; 13 ; 220W ; 124 
 3577 ; 200000 марок. Германия. Нотгельд. Гамбург ; 1923J ;  ; Al ; AU ; 32 ; 1879 ; 305 
 3578 ; 1/100 марки. Гамбург ; 1923 ;  ; Al ; AU ; 38 ; Flagman ; 138 
