 5987 ; Конверт со спецгашением "Космос" ; 1975 ;  ;  ;  ; 5 ; Ok203 ; 159 
 5295 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 15 ; ialaiola ; 175 
 5296 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 38 ; 21011984andrei ; 189 
 5297 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 35 ; Meshok ; 163 
 5298 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 44 ; Alex1 ; 589 
 5299 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 25 ; Alex1 ; 582 
 5300 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 39 ; УкроБ ; 447 
 5301 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 29 ; SH****k ; 231 
 5302 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 11 ; Meshok ; 202 
 5303 ; 500 рублей ; 1997 ; банкнота ;  ;  ; 15 ; Meshok ; 714 
 5304 ; 100 рублей ; 2014 ; банкнота ;  ; AU ; 30 ; d1076 ; 219 
 5305 ; 100 рублей. Крым. Севастополь ; 2015 ;  ;  ; AU ; 33 ; shav959 ; 204 
 5306 ; 100 рублей. Крым. Севастополь ; 2015 ;  ;  ;  ; 14 ; xct ; 253 
 5307 ; 100 рублей. Футбол ; 2018 ;  ;  ; AU ; 24 ; maler ; 295 
 5308 ; 100 рублей. Футбол ; 1918 ;  ;  ; AU ; 7 ; Мачетте ; 1000 
 5309 ; 100 рублей. Футбол ; 2018 ;  ;  ; AU ; 30 ; chingizhan ; 249 
 5310 ; 50 пудов. Хлебный заем ; 1922 ;  ;  ;  ; 41 ; to-to ; 11907 
 5311 ; 5 рублей "Арктикуголь" ;  ;  ;  ;  ; 19 ; susluc ; 500 
 5312 ; Свидетельство на право получения кредита в КБ "Кредит- Консенсусе" ; 1994 ;  ;  ;  ; 28 ; Mr. First ; 151 
 5313 ; Приватизационный чек 10000 рублей ; 1992 ;  ;  ; AU ; 15 ; Мачетте ; 426 
 5314 ; Лотерейный билет. ДОСААФ. Образец ; 1988 ;  ;  ;  ; 25 ; Алекс2007 ; 468 
 5315 ; Товарно-расчётный чек. Товарищество "Уральский рынок" ; 1991 ;  ;  ;  ; 9 ; SH****k ; 150 
 5316 ; Ордер на выдачу товаров из магазина Бежицкого Ц.Р.К. на 3 рубля червоных ;  ;  ;  ;  ; 42 ; lupus47 ; 1700 
 5317 ; Чек на 10 копеек. Внешэкономбанк ; 1989 ;  ;  ;  ; 7 ; Алекс2007 ; 104 
 5318 ; Билет 13-й всесоюзной лотереи ОСОАВИАХИМА. 3 рубля ; 1939 ;  ;  ;  ; 25 ; lupus47 ; 329 
 5319 ; Лот денежных чеков. Киев. (2 шт.) ; 1989 ;  ;  ;  ; 19 ; bon15041980 ; 246 
 5320 ; Облигация в 25 рублей "2% государственный заем" ; 1948 ;  ;  ;  ; 28 ; VAZ-2107 ; 215 
 5321 ; Лотерейный билет 50 коп. Первая всесоюзная лотерея помощи инвалидам и демобилизованным красноармейцам ; 1931 ;  ;  ;  ; 44 ; lupus47 ; 509 
 5322 ; Лот знаков Совхох "Корякский". (5 шт.) ;  ;  ;  ;  ; 32 ; bon15041980 ; 690 
 5323 ; Лот деньги-марки (3 шт.) ;  ;  ;  ;  ; 32 ; gandy ; 714 
 5324 ; Лот лотерейных билетов (3 шт.) ; 1939-1941 ;  ;  ;  ; 26 ; Sinbad69 ; 541 
 5325 ; 50 билетов МММ ;  ;  ;  ; AU ; 20 ; УкроБ ; 128 
 5226 ; 10 рублей ; 1947 ; билет ;  ;  ; 19 ; Алекс2007 ; 1020 
 5227 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 19 ; Алекс2007 ; 426 
 5228 ; 100 рублей ; 1947 ; билет ;  ;  ; 48 ; огонь71 ; 888 
 5229 ; Лот бон (4шт) ; 1938,1947 ;  ;  ;  ; 60 ; kop ; 1259 
 5230 ; 50 рублей ; 1961 ; билет ;  ;  ; 15 ; тюря ; 123 
 5231 ; 50 рублей ; 1961 ; билет ;  ;  ; 19 ; Holder31 ; 255 
 5232 ; 100 рублей ; 1961 ;  ;  ;  ; 15 ; kuzma-1 ; 255 
 5233 ; 5 рублей ; 1961 ; Гос.казначейский билет ;  ; AU ; 28 ; УкроБ ; 311 
 5234 ; 10 рублей ; 1961 ; билет ;  ; AU ; 21 ; KatekAviator ; 500 
 5235 ; 25 рублей ; 1961 ; билет ;  ; AU ; 19 ; KatekAviator ; 600 
 5236 ; 50 рублей ; 1961 ; билет ;  ; AU ; 23 ; KatekAviator ; 1020 
 5237 ; 50 рублей ; 1961 ; билет ;  ;  ; 12 ; Holder31 ; 192 
 5238 ; 100 рублей.  Холдер PCGS ; 1961 ;  ;  ;  ; 26 ; evgen 66 ; 931 
 5239 ; 50 рублей. Холдер ZG ; 1961 ; билет ;  ;  ; 9 ; evgen 66 ; 728 
 5240 ; Лот Государственных казначейских билетов СССР (4 штуки по 3 рубля) ; 1961 ;  ;  ;  ; 32 ; Фома ; 228 
 5241 ; Лот Государственных казначейских билетов СССР (4 штуки по 25 рублей) ; 1961 ;  ;  ;  ; 29 ; shav959 ; 202 
 5242 ; Лот бон СССР. 50 руб. 8 шт ; 1961 ;  ;  ;  ; 25 ; Маманна ; 223 
 5243 ; Лот Билетов Государственного банка СССР (100 штук по 10 рублей) ; 1961 ;  ;  ;  ; 9 ; RemTro ; 372 
 5244 ; 1 рубль в Буклете ; 1991 ; билет ;  ; AU ; 25 ; kvs ; 160 
 5245 ; 1000 рублей ; 1991 ; билет ;  ;  ; 19 ; Алекс2007 ; 153 
 5246 ; 500 рублей ; 1991 ; билет ;  ;  ; 23 ; Сhatsky ; 111 
 5247 ; 1000 рублей ; 1991 ; билет ;  ;  ; 36 ; Фома ; 283 
 5248 ; 500 рублей ; 1991 ; билет ;  ;  ; 23 ; Сhatsky ; 134 
 5249 ; 200 рублей ; 1991 ; билет ;  ;  ; 16 ; Фома ; 320 
 5250 ; 100 рублей ; 1991 ; билет ;  ;  ; 9 ; serg901 ; 126 
 5251 ; 100 рублей ; 1991 ; билет ;  ; AU ; 12 ; Serfer ; 510 
 5252 ; 100 рублей ; 1991 ; билет ;  ; AU ; 38 ; lord77 ; 444 
 5253 ; 50 рублей ; 1991 ; билет ;  ; AU ; 11 ; lord77 ; 401 
 5254 ; 10 рублей ; 1991 ; билет ;  ; AU ; 8 ; Фома ; 102 
 5255 ; 1 рубль ; 1991 ; билет ;  ;  ; 17 ; Алекс2007 ; 35 
 5256 ; Лот Билетов Государственного банка СССР (2 штуки по 10 рублей) ; 1991 ;  ;  ; AU ; 13 ; Фома ; 114 
 5257 ; Лот бон СССР. 50,5 руб. 2 шт ; 1991 ;  ;  ;  ; 32 ; Фома ; 346 
 5258 ; 1000 рублей.  Холдер PCGS ; 1991 ; билет ;  ;  ; 21 ; evgen 66 ; 830 
 5259 ; 200 рублей.  Холдер PCGS ; 1991 ; билет ;  ;  ; 6 ; Sallaxx1961 ; 932 
 5260 ; 500 рублей ; 1992 ; билет ;  ;  ; 5 ; прохожий ; 57 
 5261 ; 200 рублей ; 1992 ; билет ;  ;  ; 18 ; Фома ; 187 
 5262 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 27 ; Holder31 ; 510 
 5263 ; 10000 рублей ; 1992 ; банкнота ;  ; AU ; 26 ; Holder31 ; 561 
 5264 ; 50 рублей ; 1992 ; билет ;  ; AU ; 27 ; папашаГарпагон ; 352 
 5265 ; Лот Билетов Государственного банка СССР (5 штук по 1000 рублей) ; 1992 ;  ;  ; AU ; 18 ; kop ; 714 
 5266 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 33 ; dvn2010 ; 1134 
 5267 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 31 ; rf62 ; 1202 
 5268 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 30 ; Маэстро ; 1485 
 5269 ; 1000 рублей ; 1993 ; банкнота ;  ; AU ; 18 ; lord77 ; 501 
 5270 ; 5000 рублей ; 1993 ; банкнота ;  ; AU ; 19 ; lord77 ; 1499 
 5271 ; 50000 рублей ; 1993 ; банкнота ;  ; AU ; 38 ; lord77 ; 2550 
 5272 ; 5000 рублей ; 1993 ; банкнота ;  ; AU ; 8 ; rf62 ; 1022 
 5273 ; Лот билетов Банка России (3 штуки по 200 рублей) ; 1993 ;  ;  ; AU ; 31 ; rf62 ; 459 
 5274 ; Лот билетов банка России (5 штук по 100 рублей) ; 1993 ;  ;  ; AU ; 14 ; Serfer ; 354 
 5275 ; 50000 рублей.  Холдер PCGS ; 1994 ; банкнота ;  ;  ; 26 ; rf62 ; 2491 
 5176 ; 50000 рублей.  Холдер PCGS ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 35 ; froloff ; 4086 
 5177 ; 1 рубль. Холдер PCGS ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 38 ; froloff ; 4083 
 5178 ; 3 рубля ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ; AU ; 56 ; bvg000 ; 1677 
 5179 ; 25 рублей ; 1922 ; Гос.денежные знаки 1922 г.(образца почтовой марки) ;  ;  ; 56 ; birmane ; 2856 
 5180 ; 10000 рублей ; 1922 ;  ;  ;  ; 26 ; lesnik1 ; 1428 
 5181 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 16 ; abakan ; 1825 
 5182 ; 50 рублей. Холдер ZG ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 37 ; froloff ; 6662 
 5183 ; 10 рублей.  Холдер PCGS ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 18 ; уютный ; 4982 
 5184 ; 3 рубля ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 55 ; rf62 ; 3079 
 5185 ; 50 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 41 ; dvn2010 ; 459 
 5186 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 40 ; rf62 ; 3053 
 5187 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 26 ; огонь71 ; 456 
 5188 ; 25 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 51 ; огонь71 ; 435 
 5189 ; 5000 рублей ; 1922 ; Бухарская Республика ;  ;  ; 32 ; Abaas ; 615 
 5190 ; 10 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 30 ; ВЯЗЪ ; 579 
 5191 ; 500 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 33 ; огонь71 ; 714 
 5192 ; 10 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 36 ; Serjd ; 669 
 5193 ; 50 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 42 ; Serjd ; 756 
 5194 ; 5 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 32 ; VAZ-2107 ; 505 
 5195 ; 10 рублей ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 27 ; dvn2010 ; 486 
 5196 ; 1 рубль ; 1923 ; Гос.денежные знаки. Первый выпуск ;  ;  ; 44 ; ASM79 ; 793 
 5197 ; 1000 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 34 ; Serjd ; 528 
 5198 ; 5 рублей ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 45 ; VAZ-2107 ; 805 
 5199 ; Ордер на 10 рублей ; 1923 ;  ;  ;  ; 34 ; Виктор Михайлович ; 1134 
 5200 ; 5 рублей. Холдер ZG ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 65 ; Milly ; 9600 
 5201 ; 25 рублей.  Холдер PCGS ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 27 ; froloff ; 5541 
 5202 ; 10 рублей.  Холдер PCGS ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 20 ; froloff ; 5083 
 5203 ; 1 рубль ; 1923 ; Гос.денежные знаки. Второй выпуск ;  ;  ; 48 ; RemTro ; 793 
 5204 ; 10000 рублей ; 1923 ; Гос.денежные знаки СССР ;  ;  ; 85 ; bvg000 ; 7842 
 5205 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 16 ; dvn2010 ; 415 
 5206 ; 3 червонца.  Холдер PCGS ; 1937 ; Билет ;  ;  ; 25 ; froloff ; 8384 
 5207 ; 1 червонец ; 1937 ; Билет ;  ;  ; 27 ; Ivanov ; 227 
 5208 ; 1 червонец ; 1937 ; Билет ;  ;  ; 19 ; ЛОПАТИНиКО ; 157 
 5209 ; 3 червонца ; 1937 ; Билет ;  ;  ; 35 ; lesnik1 ; 918 
 5210 ; 3 червонца ; 1937 ; Билет ;  ;  ; 24 ; слива ; 255 
 5211 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 35 ; ialaiola ; 263 
 5212 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 18 ; Babasya ; 1415 
 5213 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 20 ; Babasya ; 1324 
 5214 ; Лот Билетов Государственного банка Союза ССР (2 штуки) ; 1937 ;  ;  ;  ; 24 ; огонь71 ; 539 
 5215 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 37 ; taa ; 501 
 5216 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 11 ; Алекс2007 ; 510 
 5217 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 42 ; kop ; 247 
 5218 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 24 ; lesnik1 ; 1530 
 5219 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 18 ; kop ; 217 
 5220 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; kop ; 227 
 5221 ; 3 рубля ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 32 ; kop ; 262 
 5222 ; 5 рублей ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 17 ; kop ; 378 
 5223 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 4 ; прохожий ; 101 
 5224 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 35 ; nik2678 ; 804 
 5225 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ;  ; 14 ; Vutshi ; 1120 
 5126 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; Holder31 ; 315 
 5127 ; 5000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 54 ; rf62 ; 1230 
 5128 ; 10000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 42 ; rf62 ; 860 
 5129 ; 10000 рублей ; 1919 ;  ;  ;  ; 23 ; Сhatsky ; 385 
 5130 ; 200 рублей ; 1919 ;  ;  ;  ; 43 ; огонь71 ; 517 
 5131 ; 5000 рублей ; 1919 ;  ;  ;  ; 16 ; ilya-mister ; 261 
 5132 ; 1000 рублей ; 1919 ;  ;  ;  ; 21 ; ястреб ; 584 
 5133 ; 250 рублей ; 1919 ;  ;  ;  ; 27 ; Sinbad69 ; 666 
 5134 ; 1000 рублей ; 1919 ;  ;  ;  ; 30 ; Ритм ; 1202 
 5135 ; 50 рублей ; 1919 ;  ;  ;  ; 33 ; огонь71 ; 456 
 5136 ; 1000 рублей ; 1919 ;  ;  ;  ; 14 ; Bambr ; 163 
 5137 ; 5000 рублей ; 1919 ;  ;  ;  ; 34 ; abakan ; 4500 
 5138 ; 10 рублей ; 1919 ;  ;  ;  ; 17 ; ястреб ; 579 
 5139 ; 3 рубля ; 1919 ;  ;  ;  ; 17 ; Алекс2007 ; 320 
 5140 ; 50 копеек ; 1919 ;  ;  ;  ; 55 ; ястреб ; 609 
 5141 ; 500 рублей ; 1919 ; Азербайджан ;  ;  ; 14 ; iustas ; 867 
 5142 ; 25 рублей ; 1919 ; Азербайджан ;  ;  ; 11 ; Алекс2007 ; 408 
 5143 ; 3 рубля ; 1919 ;  ;  ;  ; 20 ; abakan ; 1324 
 5144 ; 25 рублей ; 1919 ;  ;  ;  ; 34 ; abakan ; 1000 
 5145 ; 100 рублей. Разменный билет народного банка г. Житомира ; 1919 ;  ;  ;  ; 34 ; vladimirV ; 781 
 5146 ; 1 рубль ; 1919 ;  ;  ;  ; 56 ; iustas ; 1772 
 5147 ; 50 копеек ; 1919 ;  ;  ;  ; 42 ; lupus47 ; 2270 
 5148 ; 3 рубля. Китай. Ханьдаохедзы (полоса отчуждения КВЖД). Холдер ZG ; 1919 ;  ;  ;  ; 14 ; froloff ; 9434 
 5149 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 9 ; Алекс2007 ; 357 
 5150 ; 50 рублей ; 1919 ; Азербайджан ;  ;  ; 9 ; Алекс2007 ; 357 
 5151 ; 100 рублей ; 1919 ; Азербайджан ;  ;  ; 7 ; Алекс2007 ; 357 
 5152 ; 500 рублей.  Холдер PCGS ; 1919 ;  ;  ;  ; 31 ; froloff ; 5214 
 5153 ; 1000 рублей ; 1919 ;  ;  ;  ; 27 ; rf62 ; 561 
 5154 ; 25 рублей ; 1919 ;  ;  ;  ; 18 ; abakan ; 242 
 5155 ; 50 рублей ; 1919 ;  ;  ;  ; 35 ; abakan ; 750 
 5156 ; 10 рублей ; 1919 ;  ;  ;  ; 24 ; ястреб ; 573 
 5157 ; 25 марок ; 1919 ; Эстония ;  ;  ; 25 ; кве ; 1642 
 5158 ; 1000 рублей ; 1919 ;  ;  ;  ; 37 ; Нумик2016 ; 1530 
 5159 ; 1 рубль ; 1919 ;  ;  ;  ; 32 ; МММ ; 1698 
 5160 ; 250 рублей ; 1919 ;  ;  ;  ; 24 ; abakan ; 407 
 5161 ; 10000 рублей.  Холдер PCGS ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 25 ; froloff ; 5663 
 5162 ; 5000 рублей.  Холдер PCGS ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 21 ; froloff ; 5659 
 5163 ; 100 рублей ; 1920 ;  ;  ;  ; 55 ; iustas ; 1653 
 5164 ; 1000 рублей ; 1920 ; Азербайджан ;  ;  ; 7 ; Алекс2007 ; 217 
 5165 ; 500 рублей ; 1920 ;  ;  ;  ; 42 ; Маманна ; 203 
 5166 ; 250 рублей ; 1920 ;  ;  ;  ; 33 ; Алекс2007 ; 516 
 5167 ; Лот почтовых знаков (2 штуки) ; 1921 ;  ;  ;  ; 44 ; dvn2010 ; 306 
 5168 ; 10000 рублей ; 1921 ; Азербайджан ;  ; AU ; 30 ; тюря ; 1111 
 5169 ; 25000 рублей ; 1921 ; Азербайджан ;  ; AU ; 18 ; abakan ; 1134 
 5170 ; 5000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 14 ; abakan ; 1780 
 5171 ; 10000 рублей ; 1921 ; Азербайджан ;  ;  ; 28 ; abakan ; 781 
 5172 ; 10000 рублей.  Холдер PCGS ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 17 ; froloff ; 5222 
 5173 ; 5000 рублей.  Холдер PCGS ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 8 ; froloff ; 4885 
 5174 ; 10000 рублей ; 1921 ; Армения ;  ;  ; 7 ; Алекс2007 ; 235 
 5175 ; 100000 рублей.  Холдер PCGS ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 42 ; froloff ; 3524 
 5076 ; 25 рублей ; 1918 ;  ;  ;  ; 35 ; to-to ; 450 
 5077 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ; AU ; 18 ; iustas ; 943 
 5078 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 48 ; lsp25 ; 1332 
 5079 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 47 ; Holder31 ; 356 
 5080 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 17 ; uhfvv7 ; 179 
 5081 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 37 ; ЧП ; 1055 
 5082 ; 250 рублей ; 1918 ; Закавказье ;  ;  ; 37 ; Вега ; 772 
 5083 ; 25 рублей ; 1918 ;  ;  ;  ; 31 ; kop ; 556 
 5084 ; 25 рублей ; 1918 ; Гос.кредитный билет Прибайкальской временной земской власти ;  ;  ; 38 ; ЧП ; 906 
 5085 ; 10 рублей. Разменный билет Елисаветградского отделения Государственного банка ; 1918 ;  ;  ;  ; 59 ; torus72 ; 1689 
 5086 ; 500 рублей.  Холдер PCGS ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 20 ; froloff ; 1293 
 5087 ; 25 рублей ; 1918 ; Гос.кредитный билет Прибайкальской временной земской власти ;  ;  ; 38 ; ястреб ; 556 
 5088 ; 500 гривень ; 1918 ; Украина.Державный Кредитовий бiлет. ;  ;  ; 42 ; Утомил уже ! ; 1555 
 5089 ; 1 рубль. Китай. Ханьдаохедзы (полоса отчуждения КВЖД). Холдер ZG ; 1918 ;  ;  ;  ; 33 ; froloff ; 7285 
 5090 ; 50 рублей. Совет Бакинского Городского Хозяйства ; 1918 ;  ;  ;  ; 22 ; Алекс2007 ; 310 
 5091 ; 25 рублей. Совет Бакинского Городского Хозяйства ; 1918 ;  ;  ;  ; 9 ; Алекс2007 ; 309 
 5092 ; 5 рублей ; 1918 ;  ;  ;  ; 18 ; Serjd ; 357 
 5093 ; 10 рублей ; 1918 ; Закавказье ;  ;  ; 41 ; torus72 ; 922 
 5094 ; 25 рублей ; 1918 ;  ;  ;  ; 29 ; Serjd ; 600 
 5095 ; 50 рублей ; 1918 ; Заемные билеты.Общество Владикавказской ж/д ;  ;  ; 44 ; kop ; 2011 
 5096 ; 1 рубль. Разменный знак Совета народных комиссаров Терской республики ; 1918 ;  ;  ;  ; 66 ; taa ; 1878 
 5097 ; 100 рублей ; 1918 ; Краткоср.обязательства КОМУЧ ;  ;  ; 57 ; Виктор Михайлович ; 3059 
 5098 ; 100 рублей ; 1918 ; 5% краткосрочное обязательство ;  ;  ; 36 ; Нумик2016 ; 933 
 5099 ; 50 рублей. Бон Екатериноградского Отделения Государственного банка. Кубанская республика ; 1918 ;  ;  ;  ; 49 ; Sinbad69 ; 2244 
 5100 ; 1000 карбованцев ; 1918 ; Украина.Знак Державноi скарбицi ;  ;  ; 18 ; Serjd ; 279 
 5101 ; 300 рублей ; 1918 ;  ;  ;  ; 53 ; ВС ; 794 
 5102 ; 3 рубля ; 1919 ;  ;  ;  ; 23 ; Вега ; 423 
 5103 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 61 ; ASM79 ; 816 
 5104 ; 1 рубль ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 51 ; Вега ; 918 
 5105 ; 10 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 21 ; огонь71 ; 373 
 5106 ; 5 рублей ; 1918 ; Казначейский знак Сибирского временного правительства ;  ;  ; 21 ; Вега ; 357 
 5107 ; 10000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 48 ; красносёл ; 1416 
 5108 ; 250 рублей ; 1918 ;  ;  ;  ; 25 ; ястреб ; 204 
 5109 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ;  ; 10 ; Алекс2007 ; 616 
 5110 ; 1000 карбованцев ; 1918 ; Украина.5% временное свидетельство ;  ;  ; 15 ; Алекс2007 ; 867 
 5111 ; 50 копеек Екатеринодар ;  ;  ;  ;  ; 12 ; to-to ; 217 
 5112 ; 5 рублей  "Организация казенныхъ с.-х. складовъ" ;  ;  ;  ;  ; 73 ; кве ; 3777 
 5113 ; 50 копеек ;  ;  ;  ;  ; 8 ; Алекс2007 ; 235 
 5114 ; 20 копеек. Лодзинское купеческое общество ;  ;  ;  ;  ; 26 ; NNN ; 633 
 5115 ; 5 рублей. Пятигорск ;  ;  ;  ;  ; 23 ; to-to ; 561 
 5116 ; 3 рубля КЦРК ;  ;  ;  ;  ; 42 ; lupus47 ; 3052 
 5117 ; Лот бон России. (2 шт.) ;  ;  ;  ;  ; 10 ; Abaas ; 357 
 5118 ; Лот бон России. (3 шт.) ;  ;  ;  ;  ; 19 ; Abaas ; 429 
 5119 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 19 ; dvn2010 ; 108 
 5120 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 11 ; SH****k ; 104 
 5121 ; 1000 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; Serjd ; 215 
 5122 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 22 ; Serjd ; 207 
 5123 ; 250 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 30 ; Ivanov ; 174 
 5124 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 37 ; lsp25 ; 179 
 5125 ; 30 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 38 ; dvn2010 ; 217 
 5026 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Dell013 ; 97 
 5027 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; Vutshi ; 95 
 5028 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; pianist91 ; 70 
 5029 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Serjd ; 105 
 5030 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Dell013 ; 151 
 5031 ; Лот бон России: 10 рублей (3шт). Управляющий Коншин ; 1909 ;  ;  ;  ; 17 ; огонь71 ; 161 
 5032 ; Лот бон России: 10 рублей (7шт). Управляющий Коншин. Ветхие ; 1909 ;  ;  ;  ; 3 ; Нумик2016 ; 100 
 5033 ; Лот государственных кредитных билетов (3 штуки) ; 1898-1909 ;  ;  ;  ; 23 ; уютный ; 781 
 5034 ; 25 рублей.  Холдер PCGS ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 23 ; il468 ; 1588 
 5035 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Dell013 ; 347 
 5036 ; Лот Государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 23 ; огонь71 ; 290 
 5037 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; Sky2 ; 1740 
 5038 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 42 ; abakan ; 743 
 5039 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 34 ; Serjd ; 615 
