 5537 ; Почтовая карточка Германия ; 1900 ;  ;  ;  ; 14 ; Жигурда ; 55 
 3663 ; 10 евро. Германия ; 2009A ;  ; Ag ; XF+ ; 18 ; Mike! ; 799 
 3664 ; 2 гривны. Украина. Морской конек ; 2003 ;  ; Cu-Ni ; XF ; 38 ; Ratmen ; 711 
 3665 ; 2 гривны. Украина. 20 лет независимости ; 2011 ;  ; Cu-Ni ; AU ; 26 ; Mike! ; 242 
 3666 ; 5 франков. Французские Комосркие острова. Упаковка ; 1984 ;  ; Al ; AU ; 18 ; Mike! ; 327 
 3667 ; 2 гривны. Украина. Николай Рерих ; 2014 ;  ; Cu-Ni ; AU ; 18 ; Mike! ; 306 
 3668 ; 5 гривен. Украина. Вишгород ; 2016 ;  ; Cu-Ni ; AU ; 29 ; ЧЕРВОНЕЦ76 ; 389 
 3669 ; 5 гривен. Украина. ; 2005 ;  ; Cu-Ni ; XF ; 21 ; ЧЕРВОНЕЦ76 ; 350 
 3570 ; 1 фартинг. Великобритания ; 1822 ;  ; Br ; VF- ; 39 ; 1023oxana ; 612 
 3571 ; 1 фартинг. Великобритания ; 1826 ;  ; Br ; F ; 58 ; fadeev.dima ; 420 
 3572 ; 1 фартинг. Великобритания ; 1831 ;  ; Br ; F ; 51 ; 1023oxana ; 554 
 3573 ; 1 фартинг. Великобритания ; 1840 ;  ; Br ; VF- ; 40 ; Jeff ; 617 
 3574 ; 1 фартинг. Великобритания ; 1848 ;  ; Br ; VF- ; 33 ; lupus47 ; 615 
 3575 ; 1 фартинг. Великобритания ; 1862 ;  ; Br ; VF- ; 51 ; igor26 ; 513 
 3576 ; 1 фартинг. Великобритания ; 1864 ;  ; Br ; VF ; 33 ; lupus47 ; 370 
 3577 ; 1 фартинг. Великобритания ; 1866 ;  ; Br ; VF+ ; 30 ; lupus47 ; 370 
 3578 ; 1 фартинг. Великобритания ; 1867 ;  ; Br ; VF+ ; 62 ; lupus47 ; 362 
 3579 ; 1 фартинг. Великобритания ; 1872 ;  ; Br ; VF+ ; 38 ; lupus47 ; 744 
 3580 ; 1 фартинг. Великобритания ; 1873 ;  ; Br ; VF+ ; 21 ; sax ; 906 
 3581 ; 1 фартинг. Великобритания ; 1875 ;  ; Br ; VF- ; 26 ; igor26 ; 174 
 3582 ; 1 фартинг. Великобритания ; 1879 ;  ; Br ; VF ; 29 ; S5S1 ; 249 
 3583 ; 1 фартинг. Великобритания ; 1884 ;  ; Br ; VF ; 30 ; я не робот ; 266 
 3584 ; 1 фартинг. Великобритания ; 1885 ;  ; Br ; VF+ ; 28 ; sax ; 388 
 3585 ; 1 фартинг. Великобритания ; 1886 ;  ; Br ; VF+ ; 31 ; lupus47 ; 411 
 3586 ; 1 фартинг. Великобритания ; 1887 ;  ; Br ; VF+ ; 35 ; nikolaev ; 105 
 3587 ; 1 фартинг. Великобритания ; 1888 ;  ; Br ; VF+ ; 58 ; igor26 ; 238 
 3588 ; 1 фартинг. Великобритания ; 1890 ;  ; Br ; VF+ ; 43 ; lupus47 ; 417 
 3589 ; 1 фартинг. Великобритания ; 1892 ;  ; Br ; VF+ ; 31 ; lupus47 ; 417 
 3590 ; 1 фартинг. Великобритания ; 1893 ;  ; Br ; VF+ ; 45 ; sax ; 411 
 3591 ; 1 фартинг. Великобритания ; 1894 ;  ; Br ; VF+ ; 31 ; igor26 ; 266 
 3592 ; 1 фартинг. Великобритания ; 1895 ;  ; Br ; VF+ ; 41 ; Masik ; 245 
 3593 ; 1 фартинг. Великобритания ; 1896 ;  ; Br ; VF+ ; 63 ; igor26 ; 306 
 3594 ; 1 фартинг. Великобритания ; 1897 ;  ; Br ; VF+ ; 45 ; igor26 ; 357 
 3595 ; 1 фартинг. Великобритания ; 1898 ;  ; Br ; VF+ ; 24 ; mask ; 306 
 3596 ; 1 фартинг. Великобритания ; 1899 ;  ; Br ; VF+ ; 14 ; igor26 ; 239 
 3597 ; 1 фартинг. Великобритания ; 1900 ;  ; Br ; VF+ ; 19 ; Rober ; 192 
 3598 ; 1 фартинг. Великобритания ; 1901 ;  ; Br ; VF+ ; 17 ; Masik ; 327 
 3599 ; 1 фартинг. Великобритания ; 1902 ;  ; Br ; VF+ ; 29 ; 1023oxana ; 194 
 3600 ; 1 фартинг. Великобритания ; 1904 ;  ; Br ; VF+ ; 26 ; sax ; 318 
 3601 ; 1 фартинг. Великобритания ; 1905 ;  ; Br ; VF+ ; 29 ; kornum ; 255 
 3602 ; 1 фартинг. Великобритания ; 1906 ;  ; Br ; VF+ ; 18 ; я не робот ; 174 
 3603 ; 1 фартинг. Великобритания ; 1908 ;  ; Br ; VF+ ; 22 ; sax ; 170 
 3604 ; 1 фартинг. Великобритания ; 1918 ;  ; Br ; VF+ ; 32 ; Masik ; 150 
 3605 ; 1 фартинг. Великобритания ; 1919 ;  ; Br ; VF+ ; 56 ; я не робот ; 235 
 3606 ; 1 фартинг. Великобритания ; 1916 ;  ; Br ; XF- ; 19 ; я не робот ; 200 
 3607 ; 1 фартинг. Великобритания ; 1917 ;  ; Br ; VF+ ; 21 ; Masik ; 220 
 3608 ; 1 фартинг. Великобритания ; 1915 ;  ; Br ; VF+ ; 29 ; igor26 ; 204 
 3609 ; 1 фартинг. Великобритания ; 1914 ;  ; Br ; VF+ ; 21 ; nikolaev ; 105 
 3610 ; 1 фартинг. Великобритания ; 1912 ;  ; Br ; VF+ ; 48 ; igor26 ; 211 
 3611 ; 1 фартинг. Великобритания ; 1913 ;  ; Br ; VF+ ; 13 ; igor26 ; 143 
 3612 ; 1 фартинг. Великобритания ; 1909 ;  ; Br ; VF+ ; 17 ; mask ; 125 
 3613 ; 1 фартинг. Великобритания ; 1911 ;  ; Br ; VF+ ; 48 ; sax ; 507 
 3614 ; 2 лева. Болгария ; 2015 ;  ; Би/м ; AU ; 22 ; salim ; 123 
 3615 ; 2 евро. Латвия ; 2016 ;  ; Би/м ; AU ; 19 ; u10257 ; 184 
 3616 ; 20 крон. Норвегия ; 2002 ;  ; Cu-Ni ; VF ; 42 ; vasilyi66 ; 163 
 3617 ; 2 марки. ФРГ ; 1968D ;  ; Cu-Ni ; VF+ ; 46 ; uhfvv7 ; 204 
 3618 ; 2 марки. ФРГ ; 1972F ;  ; Cu-Ni ; XF ; 7 ; Georgg1 ; 72 
 3619 ; 10 шиллингов. Австрия ; 1988 ;  ; Cu-Ni ; XF ; 17 ; Hellsten ; 35 
 3520 ; 1/2 пенни. Великобритания ; 1919 ;  ; Br ; VF ; 20 ; nikolaev ; 34 
 3521 ; 1/2 пенни. Великобритания ; 1920 ;  ; Br ; VF- ; 14 ; S5S1 ; 82 
 3522 ; 1/2 пенни. Великобритания ; 1921 ;  ; Br ; F-VF ; 11 ; nikolaev ; 34 
 3523 ; 1/2 пенни. Великобритания ; 1923 ;  ; Br ; F-VF ; 8 ; S5S1 ; 45 
 3524 ; 1/2 пенни. Великобритания ; 1925 ;  ; Br ; F+ ; 13 ; nikolaev ; 60 
 3525 ; 1/2 пенни. Великобритания ; 1927 ;  ; Br ; VF+ ; 59 ; dvl ; 183 
 3526 ; 1/2 пенни. Великобритания ; 1928 ;  ; Br ; F+ ; 7 ; Nubist85 ; 31 
 3527 ; 1/2 пенни. Великобритания ; 1929 ;  ; Br ; VF+ ; 40 ; val211 ; 114 
 3528 ; 1/2 пенни. Великобритания ; 1930 ;  ; Br ; F-VF ; 10 ; S5S1 ; 51 
 3529 ; 1/2 пенни. Великобритания ; 1931 ;  ; Br ; F-VF ; 14 ; nikolaev ; 29 
 3530 ; 1/2 пенни. Великобритания ; 1932 ;  ; Br ; VF- ; 7 ; S5S1 ; 46 
 3531 ; 1/2 пенни. Великобритания ; 1935 ;  ; Br ; VF ; 11 ; S5S1 ; 27 
 3532 ; 1/2 пенни. Великобритания ; 1936 ;  ; Br ; VF ; 25 ; S5S1 ; 107 
 3533 ; 1/2 пенни. Великобритания ; 1937 ;  ; Br ; VF- ; 32 ; gama ; 44 
 3534 ; 1/2 пенни. Великобритания ; 1938 ;  ; Br ; VF ; 38 ; gama ; 89 
 3535 ; 1/2 пенни. Великобритания ; 1939 ;  ; Br ; VF ; 13 ; bezop144 ; 31 
 3536 ; 1/2 пенни. Великобритания ; 1940 ;  ; Br ; VF+ ; 18 ; gama ; 45 
 3537 ; 1/2 пенни. Великобритания ; 1941 ;  ; Br ; XF- ; 23 ; gama ; 87 
 3538 ; 1/2 пенни. Великобритания ; 1942 ;  ; Br ; VF ; 30 ; gama ; 47 
 3539 ; 1/2 пенни. Великобритания ; 1943 ;  ; Br ; VF+ ; 32 ; Lena6975 ; 71 
 3540 ; 1/2 пенни. Великобритания ; 1944 ;  ; Br ; VF ; 26 ; gama ; 45 
 3541 ; 1/2 пенни. Великобритания ; 1945 ;  ; Br ; VF+ ; 15 ; Lena6975 ; 22 
 3542 ; 1/2 пенни. Великобритания ; 1946 ;  ; Br ; VF+ ; 19 ; gama ; 46 
 3543 ; 1/2 пенни. Великобритания ; 1947 ;  ; Br ; VF+ ; 11 ; gama ; 38 
 3544 ; 1/2 пенни. Великобритания ; 1948 ;  ; Br ; VF ; 9 ; gama ; 32 
 3545 ; 1/2 пенни. Великобритания ; 1950 ;  ; Br ; VF+ ; 18 ; gama ; 70 
 3546 ; 1/2 пенни. Великобритания ; 1951 ;  ; Br ; VF+ ; 23 ; nikolaev ; 66 
 3547 ; 1/2 пенни. Великобритания ; 1952 ;  ; Br ; VF+ ; 28 ; nikolaev ; 64 
 3548 ; 1/2 пенни. Великобритания ; 1953 ;  ; Br ; VF+ ; 81 ; yourius ; 260 
 3549 ; 1/2 пенни. Великобритания ; 1954 ;  ; Br ; VF+ ; 11 ; gama ; 42 
 3550 ; 1/2 пенни. Великобритания ; 1955 ;  ; Br ; VF-XF ; 14 ; gama ; 59 
 3551 ; 1/2 пенни. Великобритания ; 1956 ;  ; Br ; VF-XF ; 36 ; nikolaev ; 73 
 3552 ; 1/2 пенни. Великобритания ; 1957 ;  ; Br ; VF-XF ; 9 ; gama ; 41 
 3553 ; 1/2 пенни. Великобритания ; 1958 ;  ; Br ; VF-XF ; 23 ; fadeev.dima ; 92 
 3554 ; 1/2 пенни. Великобритания ; 1959 ;  ; Br ; XF ; 32 ; nikolaev ; 73 
 3555 ; 1/2 пенни. Великобритания ; 1962 ;  ; Br ; XF ; 18 ; nikolaev ; 55 
 3556 ; 1/2 пенни. Великобритания ; 1963 ;  ; Br ; XF ; 14 ; gama ; 45 
 3557 ; 1/2 пенни. Великобритания ; 1964 ;  ; Br ; XF ; 21 ; nikolaev ; 56 
 3558 ; 1/2 пенни. Великобритания ; 1965 ;  ; Br ; XF ; 17 ; nikolaev ; 43 
 3559 ; 1/2 пенни. Великобритания ; 1966 ;  ; Br ; XF ; 10 ; nikolaev ; 59 
 3560 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 16 ; Lena6975 ; 62 
 3561 ; 1/2 нового пенни. Великобритания ; 1971 ;  ; Br ; XF ; 7 ; Masik ; 13 
 3562 ; 1/2 нового пенни. Великобритания ; 1973 ;  ; Br ; XF ; 7 ; Masik ; 16 
 3563 ; 1/2 нового пенни. Великобритания ; 1974 ;  ; Br ; XF ; 7 ; DBA123 ; 11 
 3564 ; 1/2 нового пенни. Великобритания ; 1975 ;  ; Br ; XF ; 6 ; Masik ; 23 
 3565 ; 1/2 нового пенни. Великобритания ; 1976 ;  ; Br ; XF ; 9 ; Masik ; 28 
 3566 ; 1/2 нового пенни. Великобритания ; 1977 ;  ; Br ; XF ; 10 ; Lena6975 ; 31 
 3567 ; 1/2 нового пенни. Великобритания ; 1979 ;  ; Br ; XF ; 9 ; Lena6975 ; 31 
 3568 ; 1/2 нового пенни. Великобритания ; 1980 ;  ; Br ; XF ; 7 ; Masik ; 11 
 3569 ; 1 фартинг. Великобритания ; 1806 ;  ; Br ; F-VF ; 66 ; lupus47 ; 1275 
 3470 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 14 ; banks ; 101 
 3471 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 24 ; banks ; 105 
 3472 ; 1 пфенниг. Германия. Нотгельд. Отверстие ;  ;  ; Zn ; F ; 14 ; banks ; 209 
 3473 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F+ ; 13 ; taa ; 100 
 3474 ; 5 пфеннигов. Германия. Нотгельд. Отверстие ;  ;  ; Zn ; F ; 31 ; ulysse ; 326 
 3475 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF- ; 36 ; taa ; 240 
 3476 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 28 ; taa ; 319 
 3477 ; 10 пфеннигов. Германия ; 1940А ;  ; Fe ; F+ ; 15 ; graff36alex ; 24 
 3478 ; 1 пфенниг. Германия ; 1917 ;  ; Al ; F+ ; 12 ; buben ; 23 
 3479 ; 2 пфеннига. Германия ; 1877 ;  ; Br ; VF- ; 25 ; Vilich ; 110 
 3480 ; 1 пфенниг. Германия ; 1875А ;  ; Br ; VF- ; 29 ; Holder31 ; 179 
 3481 ; 2 пфеннига. Германия ; 1912 ;  ; Br ; VF- ; 19 ; бортик ; 128 
 3482 ; 5 пфеннигов. Германия ; 1942 ;  ; Zn ; VF- ; 25 ; fadeev.dima ; 216 
 3483 ; 10 пфеннигов. Германия ; 1917 ;  ; Fe ; F+ ; 16 ; aleksander2015 ; 21 
 3484 ; 1 пфенниг. Германия ; 1914 ;  ; Br ; XF ; 27 ; Vilich ; 73 
 3485 ; 1 пфенниг. Германия ; 1942 ;  ; Zn ; F ; 8 ; Vilich ; 36 
 3486 ; 1/2 доллара. США ; 1969 ;  ; Cu-Ni ; XF ; 17 ; nikolaev ; 211 
 3487 ; 1/2 доллара. США ; 1968 ;  ; Cu-Ni ; XF ; 21 ; nikolaev ; 250 
 3488 ; 1/2 доллара. США ; 1967 ;  ; Cu-Ni ; XF ; 25 ; nikolaev ; 250 
 3489 ; 1 марка. Финляндия ; 1933 ;  ; Cu-Ni ; XF ; 10 ; vatom22 ; 26 
 3490 ; 1 марка. Финляндия ; 1930 ;  ; Cu-Ni ; VF ; 14 ; graff36alex ; 21 
 3491 ; 1 марка. Финляндия ; 1932 ;  ; Cu-Ni ; VF-XF ; 7 ; UstasU ; 16 
 3492 ; 1/4 анны. Индия. Гвалиор ; 1929 ;  ; Cu ; F+ ; 6 ; Lena6975 ; 59 
 3493 ; 2 пай. Индия. Хайдерабад ;  ;  ; Cu ; VF ; 11 ; valerdon ; 50 
 3494 ; 1 анна. Индия. Хайдерабад ;  ;  ; Cu-Ni ; VF ; 44 ; OBITUARY ; 294 
 3495 ; Пайса. Индия. Штат Орчха. Шах Алам II ; 1776-1817 ;  ; Cu ; F+ ; 13 ; lestes ; 136 
 3496 ; Кэш. Индия. Траванкор ; 1901-1910 ;  ; Cu ; VF- ; 49 ; Ибранец ; 133 
 3497 ; Кэш. Индия. Пудуккоттай ; 1886-1947 ;  ; Cu ; VF ; 23 ; Ибранец ; 222 
 3498 ; 4 мон. Япония ; 19-20 век ;  ; Cu ; F- ; 19 ; 6x6 ; 77 
 3499 ; 1 мон. Япония ; 19-20 век ;  ; Cu ; F ; 19 ; Ибранец ; 88 
 3500 ; Пайса. Индия. Штат Датия ; 1806-1837 ;  ; Cu ; F ; 13 ; Jon Snow ; 130 
 3501 ; 2 касу. Индия. Шиваганга ; 1736-1801 ;  ; Cu ; F- ; 20 ; vladmarkin ; 101 
 3502 ; 10 пфеннигов. Германия. Нотгельд ; 1921 ;  ; Al ; VF ; 54 ; ulysse ; 379 
 3503 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 23 ; gama ; 147 
 3504 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF- ; 24 ; etwar55 ; 326 
 3505 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Zn ; F- ; 54 ; avg1974 ; 282 
 3506 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Fe ; VF ; 14 ; aleksander2015 ; 102 
 3507 ; 2 евро. Эстония ; 2011 ;  ; би/м ; XF ; 14 ; buben ; 151 
 3508 ; 2 евро. Испания. Архитектурный ансамбль Эскориал ; 2013 ;  ; би/м ; AU ; 16 ; макс555 ; 214 
 3509 ; 2 евро. Австрия. 50 лет договору о нейтралитете ; 2005 ;  ; би/м ; AU ; 26 ; макс555 ; 322 
 3510 ; 1 доллара. Канада ; 2012 ;  ; би/м ; AU ; 30 ; aleksander2015 ; 124 
 3511 ; 2 евро. Италия. Мировая пищевая программа ; 2004 ;  ; би/м ; AU ; 44 ; макс555 ; 224 
 3512 ; 1 пайса. Индия ;  ;  ; Cu ; F ; 7 ; aleksander2015 ; 62 
 3513 ; 1 крейцер. Баден ; 1856 ;  ; Cu ; F ; 44 ; corsar ; 169 
 3514 ; 1/2 пенни. Великобритания ; 1909 ;  ; Br ; VF- ; 28 ; dvl ; 236 
 3515 ; 1/2 пенни. Великобритания ; 1912 ;  ; Br ; VF- ; 14 ; САС ; 38 
 3516 ; 1/2 пенни. Великобритания ; 1913 ;  ; Br ; VF- ; 10 ; S5S1 ; 45 
 3517 ; 1/2 пенни. Великобритания ; 1916 ;  ; Br ; VF- ; 15 ; bezop144 ; 54 
 3518 ; 1/2 пенни. Великобритания ; 1917 ;  ; Br ; F-VF ; 12 ; S5S1 ; 45 
 3519 ; 1/2 пенни. Великобритания ; 1918 ;  ; Br ; VF ; 8 ; S5S1 ; 101 
 3420 ; 1/2 цента. Нидерландская Индия ; 1945 ;  ; Br ; XF ; 13 ; бортик ; 69 
 3421 ; 1 сом. Киргизия. Башня Бурана-Великий шелковый путь ; 2008 ;  ; Cu-Ni ; Proof ; 18 ; sibirian ; 420 
 3422 ; 1 франк. Швейцария ; 1987 ;  ; Cu-Ni ; XF- ; 7 ; vah ; 50 
 3423 ; 1 франк. Швейцария ; 1968 ;  ; Cu-Ni ; XF- ; 9 ; vah ; 51 
 3424 ; 1 франк. Швейцария ; 1988 ;  ; Cu-Ni ; XF- ; 5 ; vah ; 53 
 3425 ; 2 евро. Монако. Суверенитет ; 2012 ;  ; Ag ; AU ; 35 ; ersh1 ; 3128 
 3426 ; 2 евро. Финляндия. Туве Янсон ; 2014 ;  ; Би/м ; XF ; 18 ; ВЯЗЪ ; 155 
 3427 ; 2 евро. Финляндия. Эйно Лейма ; 2016 ;  ; Би/м ; XF ; 11 ; salim ; 184 
 3428 ; 2 евро. Финляндия. 200 лет Банку Финляндии ; 2011 ;  ; Би/м ; XF ; 15 ; Матроскин ; 135 
 3429 ; 2 евро. Испания ; 2015 ;  ; Би/м ; XF ; 20 ; t_v_v ; 164 
 3430 ; 2 евро. Германия. Северный Рейн- Вестфалия ; 2011 ;  ; Би/м ; XF ; 9 ; nikolaev ; 184 
 3431 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF ; 13 ; Матроскин ; 130 
 3432 ; 2 евро. Финляндия. 50 лет Римскому договору ; 2007 ;  ; Би/м ; XF ; 22 ; ВЯЗЪ ; 184 
 3433 ; 2 евро. Финляндия. Георг Генри Райт ; 2016 ;  ; Би/м ; XF ; 11 ; salim ; 204 
 3434 ; 2 евро. Финляндия. 200 лет ; 2009 ;  ; Би/м ; XF ; 28 ; ВЯЗЪ ; 191 
 3435 ; 2 евро. Финляндия. Силланпаа ; 2013 ;  ; Би/м ; XF ; 22 ; t_v_v ; 169 
 3436 ; 1 фунт. Великобритания ; 2000 ;  ; Латунь ; VF+ ; 15 ; karl ; 113 
 3437 ; 1 фунт. Великобритания ; 2005 ;  ; Латунь ; VF+ ; 25 ; nikolaev ; 115 
 3438 ; 2 фунта. Великобритания ; 2000 ;  ; Би/м ; XF ; 20 ; t_v_v ; 163 
 3439 ; 50 пенсов. Великобритания ; 2005 ;  ; Cu-Ni ; XF ; 21 ; aleksander2015 ; 71 
 3440 ; 1 фунт. Гибралтар ; 2002 ;  ; Латунь ; VF+ ; 21 ; 2104 ; 117 
 3441 ; 2 злотых. Польша ; 2012 ;  ; Al/Br ; AU ; 23 ; kornum ; 153 
 3442 ; 1 рубль. Беларусь. Пустельга ; 2010 ;  ; Cu-Ni ; Proof ; 64 ; SV-67 ; 1113 
 3443 ; 1 доллар. США. Сакагавеа ; 2011 ;  ; Cu-Zn-Ni ; XF ; 24 ; Матроскин ; 211 
 3444 ; 1/2 гульдена. Бавария ; 1865 ;  ; Ag ; XF+ ; 65 ; ЛБС ; 4565 
 3445 ; 50 сен. Япония ; 1910 ;  ; Ag ; VF+ ; 30 ; ДОБАВЬ! ; 567 
 3446 ; 1/10 гульдена. Нидерландская Индия ; 1942 ;  ; Ag ; AU ; 27 ; Энтерпрайз ; 204 
 3447 ; 3 крейцера. Гогенцоллерн-Гехинген ; 1846 ;  ; Ag ; F ; 66 ; стрелка ; 830 
 3448 ; 1 раппен. Швейцария ; 1927 ;  ; Br ; XF- ; 21 ; дед морос ; 59 
 3449 ; 10 милс. Палестина ; 1927 ;  ; Cu-Ni ; VF ; 34 ; OBITUARY ; 274 
 3450 ; 5 центов. Британская Малайя ; 1950 ;  ; Cu-Ni ; XF ; 52 ; val211 ; 91 
 3451 ; Экспо доллар. Токен. Канада ; 1977 ;  ; Cu-Ni ; AU ; 17 ; boca ; 108 
 3452 ; 20 раппен. Швейцария ; 1908 ;  ; Cu-Ni ; VF ; 6 ; Nubist85 ; 21 
 3453 ; 1 франк. Бельгийское Конго ; 1946 ;  ; Al/Br ; VF+ ; 39 ; aralsk ; 241 
 3454 ; 20 франков. Монако ; 1950 ;  ; Al/Br ; XF ; 55 ; kornum ; 183 
 3455 ; 5 фен. Маньчжурия ; 1943 ;  ; Al ; VF ; 74 ; mkm1968 ; 501 
 3456 ; 1 доллар. США ; 1921 ;  ; Ag ; XF ; 26 ; Elephant ; 1826 
 3457 ; 25 пенни. Финляндия ; 1935 ;  ; Cu-Ni ; VF ; 15 ; UstasU ; 51 
 3458 ; 25 пенни. Финляндия ; 1938 ;  ; Cu-Ni ; VF ; 7 ; UstasU ; 23 
 3459 ; 50 пенни. Финляндия ; 1935 ;  ; Cu-Ni ; VF- ; 9 ; SKeeper ; 11 
 3460 ; 50 пенни. Финляндия ; 1936 ;  ; Cu-Ni ; VF- ; 9 ; aleksander2015 ; 33 
 3461 ; 1 марка. Финляндия ; 1938 ;  ; Cu-Ni ; VF+ ; 3 ; UstasU ; 12 
 3462 ; 1 марка. Финляндия ; 1949 ;  ; Cu-Ni ; VF- ; 11 ; SKeeper ; 18 
 3463 ; 10 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; VF+ ; 34 ; banks ; 90 
 3464 ; 50 пфеннигов. Веймар ; 1921A ;  ; Al ; VF+ ; 10 ; SER 888 ; 11 
 3465 ; 10 пфеннигов. Веймар ; 1935A ;  ; Al/Br ; XF- ; 17 ; kehha ; 28 
 3466 ; 10 пфеннигов. Веймар ; 1924G ;  ; Al/Br ; VF ; 27 ; Vilich ; 153 
 3467 ; 5 пфеннигов. Веймар ; 1924A ;  ; Al/Br ; VF+ ; 16 ; Vilich ; 55 
 3468 ; 5 пфеннигов. Германия ; 1913A ;  ; Cu-Ni ; XF- ; 35 ; kehha ; 587 
 3469 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF- ; 20 ; Maks87 ; 139 
 3370 ; 2 гроша. Польша ; 1939 ;  ; Br ; XF ; 20 ; Orekhov ; 155 
 3371 ; 1 юань. Китай ; 2009 ;  ; Ni ; VF+ ; 11 ; nikolaev ; 20 
 3372 ; 2 доллара. Гон-Конг ; 1988 ;  ; Cu-Ni ; XF- ; 19 ; val211 ; 101 
 3373 ; 1 доллар. Гон-Конг ; 1979 ;  ; Cu-Ni ; VF+ ; 22 ; StasStas ; 45 
 3374 ; 200 лир. Италия ; 1997 ;  ; Al/Br ; XF ; 23 ; Shundr ; 91 
 3375 ; 10 крон. Швеция ; 2008 ;  ; Ж/м ; XF+ ; 17 ; бортик ; 93 
 3376 ; 10 крон. Швеция ; 2000 ;  ; Ж/м ; XF+ ; 20 ; Shundr ; 115 
 3377 ; 1 пенго. Венгрия ; 1941 ;  ; Al ; VF+ ; 11 ; vah ; 33 
 3378 ; 10 геллеров. Австрия ; 1895 ;  ; Ni ; VF ; 11 ; vah ; 18 
 3379 ; 1 ранд. Южная Африка ; 2004 ;  ; Cu-Ni ; XF ; 16 ; kornum ; 80 
 3380 ; 10 пфенниг. Веймар ; 1925A ;  ; Al/Br ; VF ; 15 ; Siwec ; 21 
 3381 ; 5 пфенниг. Германия ; 1941A ;  ; Zn ; F-VF ; 25 ; uhfvv7 ; 43 
 3382 ; 5 пфенниг. Германия ; 1940B ;  ; Zn ; VF- ; 20 ; uhfvv7 ; 26 
 3383 ; 1 лат. Латвия ; 2007 ;  ; Cu-Ni ; XF ; 9 ; vah ; 75 
 3384 ; 1 бат. Таиланд. 50-летие правления короля Рамы IX ; 1996 ;  ; Cu-Ni ; XF- ; 19 ; DBA123 ; 31 
 3385 ; 100 шекелей. Израиль ;  ;  ; Cu-Ni ; XF ; 8 ; aleksander2015 ; 32 
 3386 ; 5 новых шекелей. Израиль. Вейцман Хаим первый президент Израиля ; 1993 ;  ; Cu-Ni ; XF ; 25 ; A-A-A ; 114 
 3387 ; 50 прут. Израиль ; 1949–1954 ;  ; Cu-Ni ; VF+ ; 24 ; cboker ; 126 
 3388 ; 5 сулис. Гвинея ; 1971 ;  ; Al ; XF ; 52 ; kornum ; 151 
 3389 ; 100 лей. Румыния ; 1943 ;  ; Fe/Ni ; VF ; 37 ; Lena6975 ; 83 
 3390 ; 2 монго. Монголия ; 1959 ;  ; Al ; VF+ ; 19 ; salim ; 101 
 3391 ; 20 монго. Монголия ; 1959 ;  ; Al ; XF ; 16 ; sparrow ; 80 
 3392 ; 25 пайс. Пакистан ; 1989 ;  ; Cu-Ni ; VF ; 3 ; Серж PirGS ; 77 
 3393 ; 25 пайс. Пакистан ; 1985 ;  ; Cu-Ni ; VF+ ; 4 ; 6x6 ; 79 
 3394 ; 5 пиастров. Сирия ; 1962-1965 ;  ; Al/Br ; XF ; 12 ; karl ; 59 
 3395 ; 25 пиастров. Сирия ;  ;  ; Cu-Ni ; XF ; 21 ; 6x6 ; 115 
 3396 ; 1 фунт. Сирия ; 1968,1971 ;  ; Cu-Ni ; XF ; 5 ; banks ; 37 
 3397 ; 20 тенге. Казахстан ; 1993 ;  ; Cu-Ni ; XF ; 41 ; Матроскин ; 78 
 3398 ; Монета. Восток ; 1979 ;  ; Cu-Ni ; XF ; 21 ; banks ; 101 
 3399 ; 20 крон. Дания ; 1990 ;  ; Al/Br ; VF+ ; 27 ; aleksander2015 ; 142 
 3400 ; 10 крон. Дания. 200 лет со дня рождения Ханса Кристиана Андерсена ; 2005 ;  ; Al/Br ; XF ; 17 ; sibirian ; 164 
 3401 ; 10 песо. Мексика ; 2008 ;  ; Би/м ; XF- ; 13 ; страус ; 28 
 3402 ; 10 песо. Мексика ; 2010 ;  ; Би/м ; XF ; 7 ; aleksander2015 ; 31 
 3403 ; 1 новая лира. Турция ; 2009 ;  ; Би/м ; XF ; 7 ; vah ; 13 
 3404 ; 2 лита. Литва ; 1999 ;  ; Би/м ; XF ; 11 ; aleksander2015 ; 69 
 3405 ; 2 лари. Грузия ; 2006 ;  ; Би/м ; VF-XF ; 11 ; alex241 ; 81 
 3406 ; 1 фунт. Египет ;  ;  ; Би/м ; XF ; 18 ; DBA123 ; 22 
 3407 ; 2 злотых. Польша ; 1995 ;  ; Би/м ; XF ; 6 ; S.A.I. ; 27 
