 5972 ; Бона иностранная Югославия ;  ;  ;  ; AU ; 15 ; sneg ; 39 
 3581 ; 2 гривны. Украина. Юношеский чемпионат по легкой атлетике ; 2013 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3582 ; 2 гривны. Украина. Всеволод Голубович ; 2005 ;  ; Cu/Ni ; AU ; 13 ; KHODOVNV77 ; 501 
 3583 ; 2 гривны. Украина Дмитрий Яворницкий ; 2005 ;  ; Cu/Ni ; AU ; 12 ; KHODOVNV77 ; 501 
 3584 ; 2 гривны. Украина. 14 паралимпийские игры ; 2012 ;  ; Cu/Ni ; AU ; 7 ; mart_si ; 147 
 3585 ; 2 гривны. Украина. Василий Стус ; 2008 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3586 ; 2 гривны. Украина. 70 лет провозглашения карпатской Украины ; 2009 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3587 ; 2 гривны. Украина. Владимир Чеховской ; 2006 ;  ; Cu/Ni ; AU ; 5 ; heavy_fly ; 114 
 3588 ; 50 тенге. Казахстан. Шокан. Упаковка ; 2014 ;  ; Cu-Ni ; AU ; 5 ; k1reeff ; 104 
 3589 ; 50 тенге. Казахстан. Шокан ; 2014 ;  ; Cu-Ni ; AU ; 19 ; aziya11 ; 94 
 3590 ; 50 тенге. Казахстан. Шурале ; 2014 ;  ; Cu-Ni ; AU ; 7 ; v_bond ; 77 
 3591 ; 50 тенге. Казахстан. Алдар-Косе ; 2013 ;  ; Cu-Ni ; AU ; 14 ; очень мало денег ; 74 
 3592 ; 50 тенге. Казахстан. Сирко ; 2013 ;  ; Cu-Ni ; AU ; 19 ; Опятор ; 306 
 3593 ; 50 тенге. Казахстан. МКС ; 2014 ;  ; Cu-Ni ; AU ; 21 ; heavy_fly ; 191 
 3594 ; 50 тенге. Казахстан. 20 лет тенге ; 2013 ;  ; Cu-Ni ; AU ; 12 ; Rober ; 75 
 3495 ; 200000 карбованцев. Украина. Город-герой Севастополь ; 1995 ;  ; Cu/Ni ; Proof ; 11 ; A-dam ; 792 
 3496 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu/Ni ; AU ; 13 ; KHODOVNV77 ; 501 
 3497 ; 200000 карбованцев. Украина. 50 лет ООН ; 1995 ;  ; Cu/Ni ; XF+ ; 15 ; KHODOVNV77 ; 627 
 3498 ; 200000 карбованцев. Украина.  Победа ВОВ ; 1995 ;  ; Cu/Ni ; Proof ; 9 ; KHODOVNV77 ; 501 
 3499 ; 200000 карбованцев. Украина.  Богдан Хмельницкий. Упаковка ; 1995 ;  ; Cu/Ni ; Proof ; 14 ; KHODOVNV77 ; 601 
 3500 ; 200000 карбованцев. Украина.  100 лет участия в олимпийских играх ; 1996 ;  ; Cu/Ni ; Proof ; 13 ; KHODOVNV77 ; 601 
 3501 ; 5 гривен. Украина. Никитский Ботанический сад ; 2012 ;  ; Cu/Ni ; AU ; 7 ; KHODOVNV77 ; 501 
 3502 ; 5 гривен. Украина. Казацкий човен ; 2010 ;  ; Cu/Ni ; AU ; 18 ; heavy_fly ; 305 
 3503 ; 5 гривен. Украина. Кушнир ; 2012 ;  ; Cu/Ni ; AU ; 7 ; KHODOVNV77 ; 501 
 3504 ; 5 гривен. Украина. Гопак ; 2011 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 601 
 3505 ; 5 гривен. Украина. Стельмах ; 2009 ;  ; Cu/Ni ; AU ; 6 ; mart_si ; 153 
 3506 ; 5 гривен. Украина. Бокораш ; 2009 ;  ; Cu/Ni ; AU ; 7 ; KHODOVNV77 ; 501 
 3507 ; 5 гривен. Украина. 15 лет независимости ; 2006 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3508 ; 5 гривен. Украина. Николаев ; 2009 ;  ; Cu/Ni ; AU ; 23 ; ВМШ ; 346 
 3509 ; 5 гривен. Украина. 20 лет независимости ; 2011 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 601 
 3510 ; 5 гривен. Украина. ЕС ; 2009 ;  ; Би/м ; AU ; 11 ; KHODOVNV77 ; 601 
 3511 ; 5 гривен. Украина. ОБСЕ ; 2007 ;  ; Би/м ; AU ; 19 ; KHODOVNV77 ; 709 
 3512 ; 5 гривен. Украина. Бугай ; 2007 ;  ; Би/м ; AU ; 9 ; KHODOVNV77 ; 501 
 3513 ; 5 гривен. Украина. Чистая вода ; 2007 ;  ; Би/м ; AU ; 9 ; KHODOVNV77 ; 501 
 3514 ; 5 гривен. Украина. Всеукраинское товарищество им. Т. Шевченко ; 2008 ;  ; Би/м ; AU ; 19 ; heavy_fly ; 204 
 3515 ; 5 гривен. Украина. Международный год лесов ; 2011 ;  ; Би/м ; AU ; 14 ; heavy_fly ; 340 
 3516 ; 5 гривен. Украина. Цимбали ; 2006 ;  ; Би/м ; AU ; 9 ; KHODOVNV77 ; 501 
 3517 ; 2 гривны. Украина. Сергей Остапенко ; 2006 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 501 
 3518 ; 2 гривны. Украина. Государственная филармония Украины ; 2013 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 501 
 3519 ; 2 гривны. Украина. 165 лет Государственному университету "Львовский политехник" ; 2010 ;  ; Cu/Ni ; AU ; 14 ; heavy_fly ; 229 
 3520 ; 2 гривны. Украина. Донецкая область ; 2007 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 501 
 3521 ; 2 гривны. Украина. Государственный суверенитет Украины ; 2010 ;  ; Cu/Ni ; AU ; 11 ; heavy_fly ; 255 
 3522 ; 2 гривны. Украина. Стерлядь ; 2012 ;  ; Cu/Ni ; AU ; 12 ; jj ; 269 
 3523 ; 2 гривны. Украина. Дмитрий Луценко ; 2006 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3524 ; 2 гривны. Украина. Борис Мартос ; 2009 ;  ; Cu/Ni ; AU ; 3 ; heavy_fly ; 114 
 3525 ; 2 гривны. Украина. Александр Ляпунов ; 2007 ;  ; Cu/Ni ; AU ; 10 ; KHODOVNV77 ; 501 
 3526 ; 2 гривны. Украина. Академик М.Д. Стражеско ; 2006 ;  ; Cu/Ni ; AU ; 5 ; ПортОс ; 255 
 3527 ; 2 гривны. Украина. Владимир Винниченко ; 2005 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 501 
 3528 ; 2 гривны. Украина. Михаил Кравчук ; 2012 ;  ; Cu/Ni ; AU ; 20 ; buynyi76 ; 430 
 3529 ; 2 гривны. Украина. Иван Кожедуб ; 2010 ;  ; Cu/Ni ; AU ; 15 ; KHODOVNV77 ; 601 
 3530 ; 2 гривны. Украина. Василий Симоненко ; 2008 ;  ; Cu/Ni ; AU ; 3 ; onedima ; 111 
 3531 ; 2 гривны. Украина. Николай Василенко ; 2006 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 501 
 3532 ; 2 гривны. Украина. Иогрь Сикорский ; 2009 ;  ; Cu/Ni ; AU ; 4 ; sibirian ; 141 
 3533 ; 2 гривны. Украина. Евгений Петрушевич ; 2008 ;  ; Cu/Ni ; AU ; 23 ; heavy_fly ; 203 
 3534 ; 2 гривны. Украина. Георгий Вороний ; 2008 ;  ; Cu/Ni ; AU ; 6 ; heavy_fly ; 124 
 3535 ; 2 гривны. Украина. Евгений Березняк ; 2014 ;  ; Cu/Ni ; AU ; 25 ; heavy_fly ; 204 
 3536 ; 2 гривны. Украина. Андрей Левицкий ; 2009 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3537 ; 2 гривны. Украина. Джон Джеймс Юз ; 2014 ;  ; Cu/Ni ; AU ; 22 ; heavy_fly ; 279 
 3538 ; 2 гривны. Украина. Нацинальная музыкальная академия Украины им. П.И. Чайковского ; 2013 ;  ; Cu/Ni ; AU ; 9 ; KHODOVNV77 ; 501 
 3539 ; 2 гривны. Украина. Илля Мечников ; 2005 ;  ; Cu/Ni ; AU ; 23 ; KHODOVNV77 ; 695 
 3540 ; 2 гривны. Украина. Михаил Грушевский ; 2006 ;  ; Cu/Ni ; AU ; 11 ; KHODOVNV77 ; 501 
 3541 ; 2 гривны. Украина. Георгий Нарбут ; 2006 ;  ; Cu/Ni ; AU ; 10 ; KHODOVNV77 ; 501 
 3542 ; 2 гривны. Украина. Львовский национальный университет им. И. Франко ; 2011 ;  ; Cu/Ni ; AU ; 4 ; mart_si ; 114 
 3543 ; 2 гривны. Украина. Запорожская обл ; 2009 ;  ; Cu/Ni ; AU ; 28 ; heavy_fly ; 226 
 3544 ; 2 гривны. Украина. Николай Боголюбов ; 2009 ;  ; Cu/Ni ; AU ; 3 ; onedima ; 111 
 3445 ; 1/2 кроны. Южная Родезия ; 1949 ;  ; Cu/Ni ; VF ; 41 ; СТРЕКОЗА ; 368 
 3446 ; 1 шиллинг. Южная Родезия ; 1952 ;  ; Cu/Ni ; VF ; 48 ; kornum ; 334 
 3447 ; 6 пенсов. Южная Родезия ; 1951 ;  ; Cu/Ni ; VF ; 29 ; irino4ka ; 254 
 3448 ; 1 пенни. Южная Родезия ; 1939 ;  ; Cu/Ni ; VF+ ; 49 ; kornum ; 206 
 3449 ; 1/2 пенни. Южная Родезия ; 1934 ;  ; Cu/Ni ; XF ; 15 ; SKeeper ; 413 
 3450 ; 1 пенни. Южная Родезия ; 1951 ;  ; Br ; VF+ ; 28 ; niger ; 126 
 3451 ; 20 эскудо. Португальский Мозамбик ; 1971 ;  ; Cu/Ni ; XF ; 47 ; СТРЕКОЗА ; 371 
 3452 ; 50 сентаво. Португальский Мозамбик ; 1950 ;  ; Cu/Ni ; XF ; 27 ; doiu33 ; 202 
 3453 ; 1 эскудо. Португальский Мозамбик ; 1945 ;  ; Br ; VF ; 44 ; нионила ; 561 
 3454 ; 2 1/2 эскудо. Португальская Ангола ; 1953 ;  ; Cu/Ni ; VF ; 15 ; irino4ka ; 120 
 3455 ; 50 сентаво. Португальский Мозамбик ; 1957 ;  ; Br ; XF ; 26 ; gorbi ; 68 
 3456 ; 1 рупия. Сейшелы ; 1971 ;  ; Cu/Ni ; VF ; 57 ; niger ; 393 
 3457 ; 1/2 рупии. Сейшелы ; 1969 ;  ; Cu/Ni ; VF ; 53 ; niger ; 323 
 3458 ; 5 франков. Французский Мадагаскар ; 1953 ;  ; Al ; VF ; 40 ; vb96 ; 241 
 3459 ; 5 центов.Маврикий ; 1944 ;  ; Br ; VF+ ; 17 ; Масясик ; 408 
 3460 ; 1 рупия. Маврикий ; 1950 ;  ; Cu/Ni ; VF-XF ; 39 ; Rosomaha ; 192 
 3461 ; 10 центов. Маврикий ; 1947 ;  ; Cu/Ni ; VF ; 49 ; сама71 ; 357 
 3462 ; 1/2 рупии. Маврикий ; 1951 ;  ; Cu/Ni ; VF+ ; 39 ; СТРЕКОЗА ; 214 
 3463 ; 1 цент. Южная Африка ; 1963 ;  ; Al/Br ; VF+ ; 37 ; сама71 ; 92 
 3464 ; 1 цент. Южная Африка ; 1963 ;  ; Al/Br ; VF+ ; 23 ; 1023oxana ; 86 
 3465 ; 1/2 цента. Южная Африка ; 1961 ;  ; Al/Br ; XF ; 42 ; kornum ; 93 
 3466 ; 25 центов. Британская Родезия ; 1964 ;  ; Cu/Ni ; XF- ; 47 ; Волк33 ; 227 
 3467 ; 20 центов. Британская Родезия ; 1964 ;  ; Cu/Ni ; VF-XF ; 92 ; dow jones ; 339 
 3468 ; 10 центов. Британская Родезия ; 1964 ;  ; Cu/Ni ; XF ; 15 ; СТРЕКОЗА ; 92 
 3469 ; 5 центов. Британская Родезия ; 1964 ;  ; Cu/Ni ; XF ; 41 ; niger ; 175 
 3470 ; 1 цент. Британская Родезия ; 1970 ;  ; Cu ; VF ; 30 ; 1023oxana ; 202 
 3471 ; 1 хеллер. Немецкая Ост Африка ; 1907 ;  ; Cu ; VF ; 44 ; Moryak ; 455 
 3472 ; 1 шиллинг. Британская Родезия и Ньясаленд ; 1956 ;  ; Cu/Ni ; F-VF ; 40 ; WikiLeaks ; 538 
 3473 ; 3 пенса. Британская Родезия и Ньясаленд ; 1964 ;  ; Cu/Ni ; VF- ; 23 ; vb96 ; 92 
 3474 ; 1 пенни. Британская Родезия и Ньясаленд ; 1956 ;  ; Br ; VF ; 17 ; niger ; 138 
 3475 ; 1/2 пенни. Британская Родезия и Ньясаленд ; 1958 ;  ; Br ; VF ; 28 ; niger ; 107 
 3476 ; 2 1/2 цента. Кюрасао ; 1944 ;  ; Br ; VF ; 85 ; Каенн ; 153 
 3477 ; 1 шиллинг. Восточная Африка ; 1948 ;  ; Cu/Ni ; VF+ ; 5 ; Rosomaha ; 120 
 3478 ; 50 центов. Восточная Африка ; 1948 ;  ; Cu/Ni ; VF+ ; 12 ; val211 ; 102 
 3479 ; 10 центов. Восточная Африка ; 1924 ;  ; Br ; VF ; 35 ; val211 ; 157 
 3480 ; 5 центов. Восточная Африка ; 1934 ;  ; Br ; VF- ; 18 ; niger ; 55 
 3481 ; 1 цент. Восточная Африка ; 1924 ;  ; Br ; XF ; 12 ; niger ; 115 
 3482 ; 1 цент. Восточная Африка и Уганда протекторат ; 1909 ;  ; Cu/Ni ; VF- ; 38 ; niger ; 363 
 3483 ; 1 доллар. США. Джордж Вашингтон ; 2007D ;  ; Лат ; XF+ ; 18 ; oleghh7 ; 98 
 3484 ; 2 песо. Аргентина ; 2007 ;  ; Cu/Ni ; VF+ ; 15 ; Bronco ; 90 
 3485 ; 1 лиланген. Свазиленд. F.A.O. ; 1981 ;  ; Cu/Ni ; VF+ ; 15 ; SKeeper ; 111 
 3486 ; 200 шиллингов. Занзибар ; 1998 ;  ; Лат ; XF ; 35 ; ZOLTAN333 ; 206 
 3487 ; 100 шиллингов. Танзания ; 1994 ;  ; Лат ; XF+ ; 18 ; obr73 ; 51 
 3488 ; 50 шиллингов. Танзания ; 1996 ;  ; Лат ; XF ; 30 ; Каенн ; 72 
 3489 ; 1000 метикас. Мозамбик ; 1994 ;  ; Cu/Ni ; VF+ ; 28 ; t_v_v ; 84 
 3490 ; 5000 метикас. Мозамбик ; 1998 ;  ; Cu/Ni ; VF-XF ; 28 ; нионила ; 333 
 3491 ; 100 метикас. Мозамбик ; 1994 ;  ; Cu/Ni ; VF-XF ; 45 ; аристон ; 228 
 3492 ; 100 франков. Габон ; 1972 ;  ; Cu/Ni ; VF ; 18 ; mkm1968 ; 173 
 3493 ; 100 франков. Габон ; 1975 ;  ; Cu/Ni ; VF ; 41 ; gorbi ; 184 
 3494 ; 10 франков. Центральная Африка ; 1974 ;  ; Лат ; VF ; 16 ; Bacek ; 35 
 3395 ; 20 марок. ГДР. Вильгельм Пик ; 1972 ;  ; Cu-Ni ; XF ; 15 ; sever55 ; 87 
 3396 ; 20 марок. ГДР. Фридрих Шиллер ; 1972 ;  ; Cu-Ni ; XF+ ; 13 ; edgar ; 88 
 3397 ; 100 франков. Конго. Герцогиня Сецилия ; 1993 ;  ; Cu-Ni ; AU ; 23 ; Щука ; 708 
 3398 ; 2 гривны. Украина. Олимпиада ; 2013 ;  ; Cu-Ni ; AU ; 34 ; heavy_fly ; 308 
 3399 ; 1/4 доллара. США. Достопримечательности США ;  ;  ; Cu-Ni ; AU ; 17 ; oleghh7 ; 75 
 3400 ; 1/4 доллара. США. Достопримечательности США ;  ;  ; Cu-Ni ; AU ; 18 ; oleghh7 ; 76 
 3401 ; 1/4 доллара. США. Достопримечательности США ;  ;  ; Cu-Ni ; AU ; 18 ; oleghh7 ; 76 
 3402 ; 1/4 доллара. США. Достопримечательности США ;  ;  ; Cu-Ni ; AU ; 40 ; oleghh7 ; 76 
 3403 ; Фартинг. Великобритания ; 1900 ;  ; Br ; VF ; 19 ; moreman ; 204 
 3404 ; 6 пенсов. Великобритания ; 1940 ;  ; Ag ; VF ; 13 ; DaMon15 ; 93 
 3405 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu-Ni ; XF ; 21 ; aziya11 ; 72 
 3406 ; 50 тенге. Казахстан. Алдар Косе ; 2013 ;  ; Cu-Ni ; XF ; 17 ; AB ; 68 
 3407 ; 50 тенге. Казахстан. Богомол ; 2012 ;  ; Cu-Ni ; XF ; 13 ; kolbur ; 97 
 3408 ; 10 пфеннигов. Германия ; 1952 ;  ; Al ; VF ; 9 ; AB ; 60 
 3409 ; 20 центов. Британское Борнео ; 1961 ;  ; Cu/Ni ; VF ; 49 ; kornum ; 117 
 3410 ; 1 флорин. Аруба ; 1986 ;  ; Cu/Ni ; VF ; 9 ; AB ; 90 
 3411 ; 2 пула. Ботсвана ; 2004 ;  ; Лат ; XF- ; 28 ; Andrak ; 92 
 3412 ; 50 сентаво. Восточный Тимор ; 2004 ;  ; Лат ; AU ; 31 ; ZOLTAN333 ; 108 
 3413 ; 25 новых пенсов. Великобритания. На серебряную свадьбу ; 1972 ;  ; Cu-Ni ; XF ; 31 ; wwn ; 150 
 3414 ; 25 новых пенсов. Великобритания. Коронация ; 1977 ;  ; Cu-Ni ; AU ; 25 ; wwn ; 150 
 3415 ; 25 новых пенсов. Великобритания. Принц Чарльз и леди Диана ; 1981 ;  ; Cu-Ni ; AU ; 13 ; wwn ; 150 
 3416 ; 50 центов. Австралия ; 2001 ;  ; Cu-Ni ; VF ; 24 ; t_v_v ; 70 
 3417 ; 50 центов. Австралия ; 2005 ;  ; Cu-Ni ; VF-XF ; 25 ; dow jones ; 100 
 3418 ; 1 шиллинг. Восточная Африка ; 1948 ;  ; Cu-Ni ; VF ; 25 ; t_v_v ; 70 
 3419 ; 50 центов. Австралия ; 2005 ;  ; Cu-Ni ; VF-XF ; 23 ; sibirian ; 77 
 3420 ; 5 крон. Норвегия ; 1997 ;  ; Cu-Ni ; XF ; 17 ; kornum ; 155 
 3421 ; 5 долларов. Гон-Конг ; 1984 ;  ; Cu-Ni ; XF ; 24 ; Andy M ; 88 
 3422 ; 25 сантимов. Люксембург ; 1927 ;  ; Cu-Ni ; VF ; 9 ; Legio ; 43 
 3423 ; 5 франков. Люксембург ; 1962 ;  ; Cu-Ni ; XF ; 13 ; d-master ; 46 
 3424 ; 50 сантимов. Бельгийское Конго ; 1923 ;  ; Cu-Ni ; F ; 23 ; val211 ; 79 
 3425 ; 5 крон. Норвегия ; 1986 ;  ; Cu-Ni ; XF+ ; 29 ; kornum ; 137 
 3426 ; 1 доллар. Восточные Карибские Штаты ; 2002 ;  ; Cu-Ni ; VFV-XF ; 27 ; t_v_v ; 60 
 3427 ; 1 пенни. Родезия и Ньясаленд ; 1957 ;  ; Br ; VF+ ; 15 ; aziya11 ; 43 
 3428 ; 8 доблей. Гернси ; 1956 ;  ; Br ; VF+ ; 21 ; alexvy ; 136 
 3429 ; 10 центов. Восточная Африка ; 1942 ;  ; Br ; VF ; 9 ; niger ; 40 
 3430 ; 5 марок. Финляндия ; 1993 ;  ; Al/Br ; VF+ ; 16 ; ag58 ; 22 
 3431 ; 50 франков. Марокко ; 1371 ;  ; Al/Br ; VF+ ; 23 ; Bacek ; 50 
 3432 ; 5 марок. Финляндия ; 1973 ;  ; Al/Br ; XF ; 23 ; sibirian ; 50 
 3433 ; 500 лир. Сан-Марино ; 1995 ;  ; Би/м ; AU ; 26 ; t_v_v ; 91 
 3434 ; 500 лир. Сан-Марино ; 1992 ;  ; Би/м ; VF-XF ; 7 ; boroda ; 55 
 3435 ; 1 пенни. Южная Африка ; 1934 ;  ; Br ; VF ; 24 ; niger ; 239 
 3436 ; 1 пенни. Южная Африка ; 1959 ;  ; Br ; VF+ ; 19 ; niger ; 83 
 3437 ; 1 пенни. Южная Африка ; 1942 ;  ; Br ; XF ; 15 ; kornum ; 104 
 3438 ; 1/2 пенни. Южная Африка ; 1941 ;  ; Br ; VF+ ; 32 ; niger ; 231 
 3439 ; 1/2 пенни. Южная Африка ; 1958 ;  ; Br ; VF+ ; 33 ; kornum ; 261 
 3440 ; 1/4 пенни. Южная Африка ; 1958 ;  ; Br ; VF+ ; 19 ; niger ; 117 
 3441 ; 1 крона. Великобритания. Черчилль ; 1965 ;  ; Cu/Ni ; XF- ; 15 ; KNK ; 93 
 3442 ; 1 крона. Великобритания. Серебряная Свадьба ; 1972 ;  ; Cu/Ni ; XF+ ; 27 ; 1023oxana ; 102 
 3443 ; 2 марки. ФРГ.  Франц Йозеф Штраус ; 1990F ;  ; Cu/Ni ; XF- ; 17 ; Александр007 ; 101 
 3444 ; 2 марки. ФРГ. Курт Шумахер ; 1991D ;  ; Cu/Ni ; XF- ; 16 ; WhiteMouse ; 90 
 3345 ; 20 лева. Болгария. 110 лет освобождения от Османского ига ; 1988 ;  ; Ag ; Proof ; 17 ; S1952 ; 502 
 3346 ; 100 рейс. Бразилия ; 1870 ;  ; Cu-Ni ; VF ; 3 ; Виталий 64 ; 228 
 3347 ; 1000 рейс. Бразилия ; 1927 ;  ; Al/Br ; VF- ; 13 ; Emv ; 32 
 3348 ; 10 соль. Перу ; 1969 ;  ; Cu-Ni ; VF+ ; 20 ; igor26 ; 150 
 3349 ; 100 рупий. Пакистан. 100-летний юбилей со дня рождения ; 1977 ;  ; Ag ; VF-XF ; 33 ; SKeeper ; 1734 
 3350 ; 1 песо. Аргентина ; 1960 ;  ; Cu-Ni ; VF+ ; 37 ; Bacek ; 57 
 3351 ; 5 сентаво. Мексика ; 1955 ;  ; Br ; VF ; 11 ; 312 ; 21 
 3352 ; 50 песев. Гана ; 1965 ;  ; Cu-Ni ; VF- ; 19 ; трутень ; 291 
 3353 ; 1 колон. Коста-Рика ; 1972 ;  ; Cu-Ni ; VF+ ; 37 ; Konstantin-72 ; 236 
 3354 ; 25 франков. Французский Камерун ; 1962 ;  ; Al/Br ; XF- ; 56 ; трутень ; 269 
 3355 ; 50 евроцентов. Ватикан ; 2011 ;  ; Лат ; AU ; 24 ; WhiteMouse ; 90 
 3356 ; 1 доллар. Канада. ; 2005 ;  ; Cu-Zn ; AU ; 41 ; kornum ; 164 
 3357 ; 1 доллар. Канада. Олимпиада ; 2006 ;  ; Cu-Zn ; AU ; 22 ; генерал777 ; 167 
 3358 ; 200 лир. Италия ; 1994 ;  ; Лат ; XF+ ; 9 ; 312 ; 27 
 3359 ; 200 лир. Италия ; 1996 ;  ; Лат ; XF+ ; 22 ; Rober ; 32 
 3360 ; 200 лир. Италия ; 1981 ;  ; Лат ; XF+ ; 18 ; off ; 83 
 3361 ; 200 лир. Италия ; 1992 ;  ; Лат ; XF ; 12 ; 312 ; 28 
 3362 ; 200 лир. Италия ; 1993 ;  ; Лат ; XF ; 7 ; vesta78 ; 21 
 3363 ; 1 цент. Бельгия1894 ; 1894 ;  ; Cu ; VF+ ; 11 ; andy2012 ; 101 
 3364 ; 5 крон. Словакия ; 1939 ;  ; Ni ; VF+ ; 12 ; SKeeper ; 82 
 3365 ; 1 цент. Малайя ; 1945 ;  ; Cu ; VF ; 13 ; niger ; 46 
 3366 ; 4 гани. Индия, Дели ;  ;  ; Ag ; F-VF ; 38 ; kaa65 ; 438 
 3367 ; 2 гани. Индия, Дели ;  ;  ; Ag ; F-VF ; 54 ; Dahan ; 895 
 3368 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF ; 11 ; SKeeper ; 56 
 3369 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF ; 7 ; SKeeper ; 56 
 3370 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF+ ; 8 ; Legio ; 62 
 3371 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF+ ; 10 ; SKeeper ; 62 
 3372 ; 50 злотых. Польша. Болеслав III ; 1982 ;  ; Cu/Ni ; XF ; 10 ; SKeeper ; 55 
 3373 ; 20 злотых. Польша. Год женщины ; 1975 ;  ; Cu/Ni ; XF ; 6 ; SKeeper ; 46 
 3374 ; 20 злотых. Польша. Год женщины ; 1975 ;  ; Cu/Ni ; XF ; 9 ; SKeeper ; 53 
 3375 ; 20 злотых. Польша. Год женщины ; 1975 ;  ; Cu/Ni ; XF ; 9 ; SKeeper ; 53 
 3376 ; 20 злотых. Польша. Год женщины ; 1975 ;  ; Cu/Ni ; XF ; 10 ; SKeeper ; 55 
 3377 ; 20 злотых. Польша. Год женщины ; 1975 ;  ; Cu/Ni ; XF ; 13 ; 312 ; 51 
 3378 ; 5 центов. США ; 1937 ;  ; Cu-Ni ; VF- ; 24 ; electra ; 57 
 3379 ; 2 евро. Германия. Гамбург ; 2008 ;  ; Би/м ; XF ; 31 ; mishakl ; 257 
 3380 ; 2 евро. Нидерланды ; 2011 ;  ; Би/м ; XF+ ; 30 ; Sava05 ; 600 
 3381 ; 1 евро. Сан-Марино ; 2010 ;  ; Би/м ; AU ; 36 ; кс ; 172 
 3382 ; 1 евро. Монако ; 2002 ;  ; Би/м ; AU ; 23 ; jj ; 148 
 3383 ; 25 сантимов. Франция ; 1932 ;  ; Cu-Ni ; VF+ ; 4 ; yunonik ; 11 
 3384 ; 10 марок. ГДР. Национальная народная армия ; 1981 ;  ; Cu-Ni ; XF+ ; 30 ; Каенн ; 397 
 3385 ; 10 марок. ГДР. Бухенвальд ; 1972 ;  ; Cu-Ni ; XF+ ; 15 ; sever55 ; 79 
 3386 ; 10 марок. ГДР. 25 лет ГДР ; 1974 ;  ; Cu-Ni ; XF ; 19 ; edgar ; 77 
 3387 ; 10 марок. ГДР. Варшавский договор ; 1975 ;  ; Cu-Ni ; XF ; 39 ; Пурки Драго ; 150 
 3388 ; 10 марок. ГДР. 20 лет нац армии ; 1976 ;  ; Cu-Ni ; XF ; 30 ; magpie ; 238 
 3389 ; 10 марок. ГДР. Фестиваль ; 1973 ;  ; Cu-Ni ; XF ; 15 ; sever55 ; 79 
 3390 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Cu-Ni ; XF- ; 3 ; FonPaul ; 25 
 3391 ; 5 марок. ГДР. Бранденбургские ворота ; 1971 ;  ; Cu-Ni ; XF- ; 15 ; FonPaul ; 113 
 3392 ; 5 марок. ГДР. Мейсен ; 1972 ;  ; Cu-Ni ; XF ; 19 ; sever55 ; 94 
 3393 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu-Ni ; XF ; 24 ; sever55 ; 114 
 3394 ; 20 марок. ГДР. Отто Гротеволь ; 1973 ;  ; Cu-Ni ; XF ; 18 ; Каенн ; 204 
 3295 ; 20 рублей. Беларусь. Волковыск ; 2005 ;  ; Ag ; Proof ; 21 ; buynyi76 ; 2122 
 3296 ; 20 рублей. Беларусь. Метание ядра ; 2003 ;  ; Ag ; Proof ; 9 ; KHODOVNV77 ; 1731 
 3297 ; 20 рублей. Беларусь. Бурый медведь. Сертификат ; 2002 ;  ; Ag ; Proof ; 34 ; KHODOVNV77 ; 3063 
 3298 ; 10 рублей. Беларусь. Михаил Лынько ; 1999 ;  ; Ag ; Proof ; 11 ; buynyi76 ; 2042 
 3299 ; 10 рублей. Беларусь. ; 1999 ;  ; Ag ; Proof ; 21 ; buynyi76 ; 2091 
 3300 ; 10 рублей. Беларусь. Мицкевич. Сертификат ; 1998 ;  ; Ag ; Proof ; 21 ; buynyi76 ; 2091 
 3301 ; 20 рублей. Беларусь. Лыжные гонки. Сертификат ; 2012 ;  ; Ag ; Proof ; 20 ; pol75 ; 1817 
 3302 ; 20 рублей. Беларусь. Год Змеи. Сертификат ; 2012 ;  ; Ag ; Proof ; 30 ; KHODOVNV77 ; 2448 
 3303 ; 5 гривен Украина. Стельмах ; 2009 ;  ; Cu-Ni ; AU ; 6 ; кс ; 153 
