 5920 ; Бона иностранная. Пакистан ;  ;  ;  ;  ; 39 ; кварта ; 215 
 3837 ; 1 боливано. Боливия ; 1995 ;  ; St ; VF+ ; 17 ; t_v_v ; 47 
 3838 ; 50 шиллингов. Танзания ; 1996 ;  ; Al/Br ; VF ; 14 ; t_v_v ; 60 
 3839 ; 5 центов. Новая Зеландия, Елизавета II. Ящерица ; 1979 ;  ; Cu-Ni ; AU ; 11 ; ngwee ; 57 
 3840 ; 2 цента. Соломоновы о-ва, Елизавета II ; 2005 ;  ; Cu/Fe ; AU ; 19 ; ag58 ; 27 
 3841 ; 20 чентезимо. Италия ; 1921 ;  ; Cu-Ni ; VF+ ; 13 ; Александр974 ; 29 
 3842 ; 2 доллара. Канада ; 2012 ;  ; Би/м ; XF ; 21 ; kornum ; 155 
 3843 ; 2 песо. Мексика ; 2007 ;  ; Би/м ; VF+ ; 33 ; simonsimon ; 101 
 3844 ; 1 лат. Латвия. Сердце ; 2011 ;  ; Cu-Ni ; AU ; 38 ; Опятор ; 225 
 3845 ; 10 рупий. Шри Ланка ; 2013 ;  ; St ; AU ; 18 ; Zermatt ; 60 
 3846 ; 10 бат. Тайланд. 80-летие принцессы Ратчасуды ; 2005 ;  ; Би/м ; XF+ ; 17 ; Серж PirGS ; 155 
 3847 ; 2 евро. Финляндия. Силланпаа ; 2013 ;  ; Би/м ; XF+ ; 14 ; musik ; 144 
 3848 ; 2 евро. Финляндия. Хелен Шерфбек ; 2012 ;  ; Би/м ; XF- ; 18 ; ger_ostrat ; 142 
 3849 ; 2 евро. Финляндия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; VF-XF ; 8 ; Туборг ; 150 
 3850 ; 5 марок. ГДР. Потсдам. Нью Палас ; 1986A ;  ; Cu-Ni ; AU ; 23 ; 06031983 ; 294 
 3851 ; 10 марок. ГДР. 20 лет национальной народной армии ; 1976A ;  ; Cu-Ni ; XF ; 27 ; Gyron ; 173 
 3852 ; 20 марок. ГДР. Фридрих Шиллер ; 1972A ;  ; Cu-Ni ; XF- ; 5 ; WhiteMouse ; 67 
 3853 ; 10 бат. Тайланд ;  ;  ; Cu-Ni ; AU ; 28 ; kornum ; 150 
 3854 ; 10 бат. Тайланд ; 1992 ;  ; Cu-Ni ; AU ; 20 ; kornum ; 120 
 3855 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF ; 15 ; kornum ; 79 
 3856 ; 10 пфеннигов. ФРГ ; 1950J ;  ; Al/Br ; F+ ; 11 ; Александр974 ; 14 
 3857 ; 10 пфеннигов. Веймар ; 1925A ;  ; Al/Br ; VF ; 12 ; DaMon15 ; 72 
 3858 ; 1 пфенниг. Германия ; 1936А ;  ; Br ; VF+ ; 39 ; musik ; 1180 
 3859 ; 1 марка. Германия ; 1937Е ;  ; Ni ; XF- ; 44 ; Jauho ; 1019 
 3860 ; 200 марок. Веймар ; 1923А ;  ; Al ; VF ; 7 ; DaMon15 ; 72 
 3861 ; 20 злотых. Польша ; 1976 ;  ; Cu-Ni ; VF+ ; 11 ; ValZay ; 24 
 3862 ; 200 рейс. Бразилия ; 1887 ;  ; Cu-Ni ; F-VF ; 9 ; нионила ; 79 
 3863 ; 5 крон. Чехословакия ; 1925 ;  ; Cu-Ni ; F-VF ; 11 ; Sterh ; 31 
 3864 ; 5 крон. Чехословакия ; 1939 ;  ; Cu-Ni ; VF- ; 11 ; simonsimon ; 42 
 3865 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; XF- ; 15 ; Polites ; 31 
 3866 ; 1 марка. Германия ; 1935А ;  ; Ni ; VF+ ; 15 ; banks ; 279 
 3867 ; 2 злотых. Польша. ; 2011 ;  ; Латунь ; AU ; 10 ; kvs ; 57 
 3868 ; 2 злотых. Польша. ; 2008 ;  ; Латунь ; AU ; 23 ; artmaks ; 100 
 3869 ; 10 злотых. Польша ; 1969 ;  ; Cu-Ni ; XF ; 23 ; ValZay ; 101 
 3870 ; 3 кроны. Чехословакия ; 1968 ;  ; Cu-Ni ; VF+ ; 25 ; kvs ; 83 
 3871 ; 1/4 анны. Британская Индия ; 1907 ;  ; Br ; VF- ; 17 ; DVZ ; 70 
 3872 ; 1 доллар. Фидлжи ; 1995 ;  ; Al/Br ; XF ; 18 ; val211 ; 91 
 3873 ; 1 цент. Фиджи ; 1977 ;  ; Br ; XF ; 20 ; t_v_v ; 57 
 3874 ; 1 пенни. Фиджи ; 1936 ;  ; Cu-Ni ; F ; 30 ; val211 ; 79 
 3875 ; 3 пенса. Фиджи ; 1967 ;  ; Al/Br ; VF-XF ; 37 ; igor26 ; 170 
 3876 ; 1/12 анны. Британская Индия ; 1910 ;  ; Br ; VF ; 27 ; lestes ; 170 
 3877 ; 1 пенни. Фиджи ; 1943 ;  ; Al/Br ; VF ; 31 ; Недорого ; 79 
 3878 ; 1 цент. Фиджи ; 1986 ;  ; Br ; XF ; 15 ; ag58 ; 23 
 3879 ; 1 анна. Британская Индия ; 1945 ;  ; Al/Br ; VF ; 9 ; An12 ; 46 
 3880 ; 1 шиллинг. Южная Родезия ; 1950 ;  ; Cu-Ni ; VF ; 16 ; SKeeper ; 151 
 3881 ; 1/2 кроны. Южная Родезия ; 1954 ;  ; Cu-Ni ; VF+ ; 54 ; сама71 ; 408 
 3782 ; 2 доллара. Канада ; 2012 ;  ; Би/м ; AU ; 16 ; IEV ; 195 
 3783 ; 2 евро. Италия. Карабинер ; 2014 ;  ; Би/м ; AU ; 36 ; Syntez ; 250 
 3784 ; 500 лир. Италия ; 1987 ;  ; Би/м ; XF ; 13 ; simonsimon ; 116 
 3785 ; 500 лир. Сан-Марино ; 1992 ;  ; Би/м ; AU ; 15 ; simonsimon ; 128 
 3786 ; 20 драхм. Греция ; 1973 ;  ; Cu-Ni ; XF ; 25 ; vizitor ; 100 
 3787 ; 50 сантимов. Латвия ; 1922 ;  ; Cu-Ni ; VF+ ; 20 ; matehev ; 159 
 3788 ; 50 пфеннигов. ФРГ ; 1950J ;  ; Cu-Ni ; VF ; 10 ; Sk1pBaSe ; 14 
 3789 ; 2 лева. Болгария. 1300 лет Болгарии ; 1981 ;  ; Cu-Ni ; AU ; 15 ; Rusik ; 135 
 3790 ; 5 эре. Швеция ; 1944 ;  ; Fe ; VF ; 10 ; филипок ; 26 
 3791 ; 1 доллар. США ; 2013P ;  ; Cu-Ni-Zn ; AU ; 30 ; Семен ; 153 
 3792 ; 1 доллар. США ; 2012D ;  ; Cu-Ni-Zn ; AU ; 31 ; Семен ; 221 
 3793 ; 1 доллар. США ; 2014P ;  ; Cu-Ni-Zn ; AU ; 38 ; petpet ; 148 
 3794 ; 1 крона. Остров Мэн. Черчилль ; 1974 ;  ; Cu-Ni ; AU ; 13 ; chebeer ; 347 
 3795 ; 1 крона. Великобритания. Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 7 ; simonsimon ; 108 
 3796 ; 1 крона. Остров Мэн. Международный год инвалидов ; 1981 ;  ; Cu-Ni ; AU ; 21 ; chebeer ; 522 
 3797 ; 1 доллар. США. Абама ; 2008P ;  ; Cu-Ni-Zn,краска ; AU ; 35 ; aziya11 ; 184 
 3798 ; 1 пенни. Великобритания ; 1797 ;  ; Cu ; F ; 40 ; Jeff ; 590 
 3799 ; 1 крона. Фолклендские острова. Нельсон ; 2006 ;  ; Cu-Ni ; XF+ ; 9 ; SKeeper ; 246 
 3800 ; 2 фунта. Южная Джорджия и Южные Сандвичевы острова. Кук ; 2007 ;  ; Cu-Ni ; XF+ ; 20 ; sibirian ; 333 
 3801 ; 1 доллар. Либерия. Колумб ; 1999 ;  ; Cu-Ni ; XF+ ; 18 ; SKeeper ; 208 
 3802 ; 1 доллар. Сьерра-Леоне. Дарвин ; 1999 ;  ; Cu-Ni ; XF+ ; 26 ; matehev ; 269 
 3803 ; 2 экю. Нидерланды. Амстердам ; 1995 ;  ; Cu-Ni ; AU ; 18 ; ВМШ ; 208 
 3804 ; 5 флоринов. Нидерланды. Амстердам ; 2000 ;  ; Cu-Ni ; AU ; 11 ; kornum ; 156 
 3805 ; 200000 карбованцев. Украина. Чернобыль ; 1996 ;  ; Cu-Ni ; AU ; 21 ; FEDOTOV1920 ; 163 
 3806 ; 200000 карбованцев. Украина. Леся Украинка ; 1996 ;  ; Cu-Ni ; AU ; 23 ; doc2 ; 261 
 3807 ; 200000 карбованцев. Украина. Победа в ВОВ ; 1995 ;  ; Cu-Ni ; Proof ; 17 ; sgd ; 159 
 3808 ; 2 гривны. Украина. 20 лет СНГ ; 2011 ;  ; Cu-Ni ; AU ; 18 ; CromSVD ; 173 
 3809 ; 2 евро. Италия. Кавур ; 2010 ;  ; Би/м ; AU ; 17 ; andrei71 ; 171 
 3810 ; 20 марок. ГДР. Эрнст Тельман ; 1971 ;  ; Сu-Ni ; XF+ ; 11 ; WhiteMouse ; 88 
 3811 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Сu-Ni-Zn ; VF+ ; 11 ; solder13 ; 102 
 3812 ; 5 шиллингов. Великобритания. Коронация ; 1953 ;  ; Cu-Ni ; XF/AU ; 15 ; Zermatt ; 254 
 3813 ; 25 новых пенсов. Великобритания 25 лет правления ; 1977 ;  ; Cu-Ni ; AU ; 11 ; An12 ; 82 
 3814 ; 1/2 пенни. Британская Канада. Токен ; 1852 ;  ; Cu ; VF-XF ; 49 ; 1023oxana ; 1683 
 3815 ; 1/2 скиллинга. Норвегия ; 1867 ;  ; Cu ; VF ; 13 ; DVZ ; 255 
 3816 ; 1 цент. Нидерландская Индия ; 1942 ;  ; Br ; AU ; 10 ; Olimpia ; 102 
 3817 ; 1 франк. Франция. 200 лет научному институту Франции ; 1995 ;  ; Cu-Ni ; XF+ ; 41 ; artur2000 ; 297 
 3818 ; 1 франк. Франция. 100 лет Жаку Рюэффу ; 1996 ;  ; Cu-Ni ; XF ; 23 ; artur2000 ; 297 
 3819 ; 5 сантимов. Франция ; 1914 ;  ; Br ; VF+ ; 19 ; DaMon15 ; 74 
 3820 ; 2 пфеннига. Германия ; 1910A ;  ; Br ; VF ; 27 ; Jauho ; 102 
 3821 ; 2 пфеннига. Германия ; 1875C ;  ; Br ; VF ; 9 ; smapd ; 38 
 3822 ; 1 пфенниг. Германия ; 1908F ;  ; Br ; VF+ ; 11 ; DaMon15 ; 140 
 3823 ; 1 пфенниг. Германия ; 1915G ;  ; Br ; VF+ ; 16 ; русман ; 153 
 3824 ; 5 песо. Доминикана ; 2008 ;  ; Би/м ; AU ; 17 ; simonsimon ; 115 
 3825 ; 100 франков. Центральная Африка ; 2006 ;  ; Би/м ; AU ; 2 ; simonsimon ; 123 
 3826 ; 100 франков. Африканский монетный союз ; 2005 ;  ; Би/м ; VF ; 11 ; simonsimon ; 102 
 3827 ; 1 песо. Аргентина ; 2008 ;  ; Би/м ; XF+ ; 11 ; simonsimon ; 101 
 3828 ; 1 сентим. Андорра ; 1999 ;  ; Al ; AU ; 9 ; kornum ; 78 
 3829 ; 1 сентесимо. Панама ; 2000 ;  ; Al ; XF ; 14 ; matehev ; 57 
 3830 ; 50 крон. Исландия ; 1970 ;  ; Cu-Ni ; XF ; 14 ; kornum ; 105 
 3831 ; 20 песев. Гана ; 1967 ;  ; Cu-Ni ; VF ; 11 ; t_v_v ; 55 
 3732 ; 1 бу. Япония. Эдо. М-8,64г ;  ;  ; Ag ; VF+ ; 39 ; нионила ; 2244 
 3733 ; 50 сен. Япония ; 1923 ;  ; Ag ; VF+ ; 23 ; vesta78 ; 192 
 3734 ; 50 сен. Япония ; 1929 ;  ; Ag ; VF+ ; 16 ; vesta78 ; 193 
 3735 ; 1 доллар. США. Упаковка ; 1976S ;  ; Ag ; Unc ; 17 ; WikiLeaks ; 567 
 3736 ; 1 франк. Швейцария ; 1914 ;  ; Ag ; VF- ; 17 ; DaMon15 ; 123 
 3737 ; 1 доллар. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; AU ; 14 ; snandart ; 906 
 3738 ; 50 сен. Япония ; 1932 ;  ; Ag ; VF-XF ; 18 ; An12 ; 250 
 3739 ; 1 дайм. США ; 1954D ;  ; Ag ; VF ; 10 ; if-pechat ; 50 
 3740 ; 1000 вон. Южная Корея. Олимпиада ; 1986 ;  ; Cu-Ni ; Proof ; 25 ; musik ; 224 
 3741 ; Торговый доллар. Великобритания. Возвращение Гон-Конга Китаю ; 1997 ;  ; Cu-Ni ; AU ; 34 ; Reverse ; 408 
 3742 ; 1 доллар. США ; 1976 ;  ; Cu-Ni ; XF ; 17 ; arsenich-s ; 125 
 3743 ; 1 доллар. США ; 1972D ;  ; Cu-Ni ; XF ; 9 ; arsenich-s ; 125 
 3744 ; 25 пенсов. Остров Святой Елены. 300 лет ; 1973 ;  ; Cu-Ni ; XF ; 36 ; SKeeper ; 255 
 3745 ; 1 песо. Мексика ; 1981 ;  ; Cu-Ni ; XF ; 28 ; филипок ; 36 
 3746 ; 500 йен. Япония. 50 летие Антарктической экспедиции ; 2007 ;  ; Cu-Ni ; XF+ ; 16 ; кент ; 439 
 3747 ; 100 мон. Япония ; ND ;  ; Cu-Ni ; VF ; 40 ; HARDCOROV ; 441 
 3748 ; 10 кэш. Китай ; 1912 ;  ; Br ; F+ ; 9 ; Monata ; 153 
 3749 ; 20 кэш. Китай ; 1919 ;  ; Br ; F+ ; 8 ; штурман ; 79 
 3750 ; 1 цент. Китай ; 1937 ;  ; Br ; VF+ ; 41 ; kornum ; 301 
 3751 ; 1 мон. Япония ;  ;  ; Br ; F+ ; 12 ; kont ; 138 
 3752 ; 2 скиллинга. Швеция ; 1847 ;  ; Cu ; VF- ; 28 ; dsp ; 720 
 3753 ; 2 эре Швеция ; 1760 ;  ; Cu ; F-VF ; 20 ; kont ; 386 
 3754 ; 2 эре Швеция ; 1749 ;  ; Cu ; F ; 13 ; dsp ; 349 
 3755 ; 1 эре. Швеция ; 1732 ;  ; Cu ; VF- ; 21 ; hf426 ; 510 
 3756 ; 1/2 скиллинга. Швеция ; 1815 ;  ; Cu ; VF- ; 15 ; DVZ ; 589 
 3757 ; 1 эре. Швеция ; 1758 ;  ; Cu ; F+ ; 19 ; hf426 ; 408 
 3758 ; 2/3 скиллинга. Швеция ; 1839 ;  ; Cu ; VF-XF ; 36 ; tss ; 929 
 3759 ; 1/4 скиллинга. Швеция ; 1806 ;  ; Cu ; F+ ; 13 ; doc2 ; 300 
 3760 ; 1 эре. Швеция ; 1748 ;  ; Cu ; F ; 15 ; hf426 ; 542 
 3761 ; 1 эре. Швеция ; 1867 ;  ; Cu ; VF+ ; 31 ; $$$ ; 255 
 3762 ; 1 эре. Швеция ; 1858 ;  ; Cu ; XF- ; 19 ; $$$ ; 204 
 3763 ; 1/6 скиллинга. Швеция ; 1830 ;  ; Cu ; VF ; 21 ; DVZ ; 214 
 3764 ; 1/6 скиллинга. Швеция ; 1832 ;  ; Cu ; XF ; 22 ; сама71 ; 527 
 3765 ; 1/12 скиллинга. Швеция ; 1812 ;  ; Cu ; VF+ ; 49 ; kornum ; 545 
 3766 ; 1/6 скиллинга. Швеция ; 1854 ;  ; Cu ; XF- ; 34 ; DVZ ; 204 
 3767 ; 1/2 пенни. Великобритания ; 1807 ;  ; Cu ; F-VF ; 28 ; a-dam ; 828 
 3768 ; 25 пенсов. Остров Мэн. Кошка ; 1975 ;  ; Cu-Ni ; AU ; 24 ; CromSVD ; 305 
 3769 ; 10 пенсов. Великобритания ; 1997 ;  ; Cu-Ni ; Proof ; 13 ; Maksss163 ; 40 
 3770 ; 5 пенсов. Великобритания ; 1997 ;  ; Cu-Ni ; Proof ; 7 ; An12 ; 63 
 3771 ; 1 пенни. Великобритания ; 1997 ;  ; Br ; Proof ; 7 ; Maksss163 ; 34 
 3772 ; 3 пенса. Великобритания ; 1935 ;  ; Ag ; XF- ; 10 ; An12 ; 153 
 3773 ; 3 пенса. Великобритания ; 1940 ;  ; Ag ; XF ; 5 ; жора ; 80 
 3774 ; 3 пенса. Великобритания ; 1920 ;  ; Ag ; VF ; 9 ; Gyron ; 92 
 3775 ; 1/2 кроны. Новая Зеландия ; 1933 ;  ; Ag ; VF/VF+ ; 23 ; ASTRAL ; 1122 
 3776 ; 1 флорин. Австралия. 50 лет Австралийскому союзу ; 1951 ;  ; Ag ; XF+ ; 37 ; remetalk ; 738 
 3777 ; 1 флорин - 2 шиллинга. Великобритания ; 1904 ;  ; Ag ; VF ; 34 ; Andy M ; 1360 
 3778 ; 2 пенго. Венгрия ; 1938 ;  ; Ag ; XF+ ; 33 ; NL.minkki ; 741 
 3779 ; 1 флорин. Австралия. Королевский визит ; 1954 ;  ; Ag ; XF ; 27 ; Andy M ; 523 
 3780 ; 1/2 кроны. Великобритания ; 1821 ;  ; Ag ; VF+ ; 38 ; 1023oxana ; 4361 
 3781 ; 1/10 пенни. Британская Западная Африка. Нигерия ; 1908 ;  ; Cu-Ni ; AU ; 27 ; сама71 ; 230 
 3682 ; 1 дайм. США ; 1949D ;  ; Ag ; VF+ ; 14 ; фрегат ; 50 
 3683 ; 1 дайм. США ; 1950S ;  ; Ag ; VF+ ; 21 ; Метро62 ; 150 
 3684 ; 1 дайм. США ; 1951S ;  ; Ag ; VF+ ; 16 ; simonsimon ; 61 
 3685 ; 1 дайм. США ; 1946 ;  ; Ag ; VF+ ; 16 ; фрегат ; 50 
 3686 ; 1 дайм. США ; 1946S ;  ; Ag ; VF+ ; 15 ; simonsimon ; 59 
 3687 ; 1 дайм. США ; 1946D ;  ; Ag ; VF+ ; 16 ; фрегат ; 49 
 3688 ; 1 дайм. США ; 1947 ;  ; Ag ; VF+ ; 14 ; фрегат ; 49 
 3689 ; 1 дайм. США ; 1952D ;  ; Ag ; VF+ ; 18 ; фрегат ; 55 
 3690 ; 1 дайм. США ; 1953S ;  ; Ag ; VF+ ; 19 ; фрегат ; 49 
 3691 ; 1 дайм. США ; 1953D ;  ; Ag ; VF+ ; 18 ; фрегат ; 49 
 3692 ; 1 дайм. США ; 1954S ;  ; Ag ; VF+ ; 15 ; фрегат ; 49 
 3693 ; 1 дайм. США ; 1954 ;  ; Ag ; VF+ ; 16 ; фрегат ; 49 
 3694 ; 1 дайм. США ; 1954D ;  ; Ag ; VF+ ; 14 ; Sterh ; 43 
 3695 ; 1 дайм. США ; 1955S ;  ; Ag ; VF-XF ; 21 ; Метро62 ; 150 
 3696 ; 1 дайм. США ; 1956 ;  ; Ag ; VF-XF ; 12 ; Sterh ; 43 
 3697 ; 1 дайм. США ; 1951 ;  ; Ag ; XF+ ; 30 ; mrchegevara ; 95 
 3698 ; 1 дайм. США ; 1951D ;  ; Ag ; VF ; 16 ; фрегат ; 49 
 3699 ; 1 дайм. США ; 1952S ;  ; Ag ; VF-XF ; 16 ; WikiLeaks ; 49 
 3700 ; 1 дайм. США ; 1952 ;  ; Ag ; VF ; 13 ; simonsimon ; 49 
 3701 ; 1 дайм. США ; 1959D ;  ; Ag ; VF-XF ; 13 ; simonsimon ; 49 
 3702 ; 1 дайм. США ; 1960D ;  ; Ag ; VF-XF ; 17 ; фрегат ; 56 
 3703 ; 1 дайм. США ; 1961D ;  ; Ag ; VF-XF ; 18 ; фрегат ; 55 
 3704 ; 1 дайм. США ; 1961 ;  ; Ag ; VF-XF ; 16 ; simonsimon ; 61 
 3705 ; 1 дайм. США ; 1962D ;  ; Ag ; XF ; 21 ; dim66 ; 64 
 3706 ; 1 дайм. США ; 1962 ;  ; Ag ; XF ; 19 ; dim66 ; 60 
 3707 ; 1 дайм. США ; 1963D ;  ; Ag ; AU ; 13 ; mrchegevara ; 69 
 3708 ; 1 дайм. США ; 1964D ;  ; Ag ; AU ; 11 ; mrchegevara ; 69 
 3709 ; 1 дайм. США ; 1956D ;  ; Ag ; VF-XF ; 16 ; фрегат ; 53 
 3710 ; 1 дайм. США ; 1957 ;  ; Ag ; AU ; 8 ; R.V.R ; 73 
 3711 ; 1 дайм. США ; 1957D ;  ; Ag ; VF-XF ; 18 ; фрегат ; 50 
 3712 ; 1 дайм. США ; 1958D ;  ; Ag ; VF-XF ; 15 ; Sterh ; 43 
 3713 ; 1 дайм. США ; 1964 ;  ; Ag ; AU ; 13 ; manson ; 66 
 3714 ; 1 дайм. США ; 1965 ;  ; Cu/Ni ; XF ; 7 ; Davidyan ; 32 
 3715 ; 1 дайм. США ; 1966 ;  ; Cu/Ni ; XF ; 9 ; cucher ; 32 
 3716 ; 6 пенсов. Великобритания ; серебр. ;  ; Ag ; VF- ; 19 ; razum0610 ; 585 
 3717 ; Фартинг. Великобритания ; 1720 ;  ; Cu ; F-VF ; 17 ; Хаа ; 370 
 3718 ; 1/2 пенни. Великобритания ; 1724 ;  ; Cu ; F-VF ; 35 ; Jeff ; 829 
 3719 ; 2 евро. Мальта ; 2008 ;  ; Би/м ; AU ; 18 ; simonsimon ; 181 
 3720 ; 2 евро. Сан-Марино ; 2011 ;  ; Би/м ; AU ; 22 ; Опятор ; 193 
 3721 ; 2 евро. Испания. Архитектурный ансамбль Эскориал ; 2013 ;  ; Би/м ; AU ; 10 ; Syntez ; 184 
 3722 ; 2 евро. Италия. 200 лет со дня рождения Джузеппе Верди ; 2013 ;  ; Би/м ; AU ; 10 ; Syntez ; 174 
 3723 ; 2 евро. Мальта. Первые избранные в 1849 представители Мальты ; 2011 ;  ; Би/м ; AU ; 30 ; Wolod`ka ; 246 
 3724 ; 2 евро. Бельгия. 100 лет Международному женскому дню ; 2011 ;  ; Би/м ; AU ; 13 ; josska ; 184 
 3725 ; 2 евро. Греция. 10 лет наличному обращению евро ; 2012 ;  ; Би/м ; AU ; 8 ; simonsimon ; 150 
 3726 ; 2 евро. Люксембург ; 2012 ;  ; Би/м ; AU ; 13 ; Опятор ; 202 
 3727 ; 2 евро. Словакия. 10 лет введения евро ; 2009 ;  ; Би/м ; AU ; 8 ; Syntez ; 185 
 3728 ; 2-1/2 гульдена. Нидерланды ; 1962 ;  ; Ag ; XF+ ; 33 ; Elephant ; 364 
 3729 ; 25 песо. Мексика. Олимпиада ; 1968 ;  ; Ag ; XF ; 13 ; Reverse ; 568 
 3730 ; 1000 йен. Япония. Олимпиада токио ; 1964 ;  ; Ag ; AU ; 25 ; musik ; 1194 
 3731 ; 1/2 доллара. США ; 1964 ;  ; Ag ; AU ; 25 ; Elephant ; 310 
 3632 ; 1/4 доллара. США ; 1952 ;  ; Ag ; VF+ ; 12 ; фрегат ; 120 
 3633 ; 1/4 доллара. США ; 1954D ;  ; Ag ; VF-XF ; 31 ; kuder ; 155 
 3634 ; 1/4 доллара. США ; 1954 ;  ; Ag ; VF+ ; 15 ; фрегат ; 117 
 3635 ; 1/4 доллара. США ; 1954S ;  ; Ag ; VF-XF ; 5 ; kuder ; 157 
 3636 ; 1/4 доллара. США ; 1956 ;  ; Ag ; VF-XF ; 13 ; фрегат ; 137 
 3637 ; 1/4 доллара. США ; 1957D ;  ; Ag ; VF-XF ; 26 ; kuder ; 161 
 3638 ; 1/4 доллара. США ; 1958D ;  ; Ag ; VF-XF ; 15 ; фрегат ; 139 
 3639 ; 1/4 доллара. США ; 1959D ;  ; Ag ; XF- ; 5 ; фрегат ; 142 
 3640 ; 1/4 доллара. США ; 1960D ;  ; Ag ; XF- ; 26 ; фрегат ; 114 
 3641 ; 1/4 доллара. США ; 1960D ;  ; Ag ; XF- ; 5 ; фрегат ; 145 
 3642 ; 1/4 доллара. США ; 1961D ;  ; Ag ; XF- ; 27 ; фрегат ; 114 
 3643 ; 1/4 доллара. США ; 1962D ;  ; Ag ; XF+ ; 18 ; фрегат ; 145 
 3644 ; 1/4 доллара. США ; 1962 ;  ; Ag ; XF+ ; 13 ; kuder ; 157 
 3645 ; 1/4 доллара. США ; 1963D ;  ; Ag ; AU ; 4 ; фрегат ; 123 
 3646 ; 1/4 доллара. США ; 1963 ;  ; Ag ; AU ; 29 ; mrchegevara ; 153 
 3647 ; 1/4 доллара. США ; 1964D ;  ; Ag ; AU ; 33 ; фрегат ; 138 
 3648 ; 1/4 доллара. США ; 1964 ;  ; Ag ; AU ; 22 ; фрегат ; 117 
 3649 ; 1 дайм. США ; 1918 ;  ; Ag ; F ; 13 ; Lotta ; 41 
 3650 ; 1 дайм. США ; 1920 ;  ; Ag ; F ; 8 ; Davidyan ; 77 
 3651 ; 1 дайм. США ; 1923 ;  ; Ag ; F-VF ; 14 ; 8888 ; 88 
 3652 ; 1 дайм. США ; 1925 ;  ; Ag ; VF- ; 14 ; жора ; 132 
 3653 ; 1 дайм. США ; 1925S ;  ; Ag ; VF- ; 9 ; сама71 ; 72 
 3654 ; 1 дайм. США ; 1926 ;  ; Ag ; F-VF ; 15 ; жора ; 56 
 3655 ; 1 дайм. США ; 1929S ;  ; Ag ; VF ; 35 ; Метро62 ; 153 
 3656 ; 1 дайм. США ; 1935 ;  ; Ag ; F-VF ; 16 ; simonsimon ; 58 
 3657 ; 1 дайм. США ; 1936D ;  ; Ag ; VF+ ; 17 ; Polites ; 67 
 3658 ; 1 дайм. США ; 1936 ;  ; Ag ; VF ; 18 ; фрегат ; 59 
 3659 ; 1 дайм. США ; 1937 ;  ; Ag ; VF+ ; 18 ; Polites ; 61 
 3660 ; 1 дайм. США ; 1938D ;  ; Ag ; VF+ ; 21 ; Метро62 ; 153 
 3661 ; 1 дайм. США ; 1938 ;  ; Ag ; XF ; 44 ; Метро62 ; 175 
 3662 ; 1 дайм. США ; 1939D ;  ; Ag ; XF ; 10 ; mrchegevara ; 102 
 3663 ; 1 дайм. США ; 1940S ;  ; Ag ; XF- ; 3 ; manson ; 67 
 3664 ; 1 дайм. США ; 1940D ;  ; Ag ; XF- ; 25 ; Polites ; 71 
 3665 ; 1 дайм. США ; 1941S ;  ; Ag ; XF ; 13 ; mrchegevara ; 166 
 3666 ; 1 дайм. США ; 1941 ;  ; Ag ; XF ; 5 ; mrchegevara ; 69 
 3667 ; 1 дайм. США ; 1941D ;  ; Ag ; XF ; 11 ; Метро62 ; 153 
 3668 ; 1 дайм. США ; 1942S ;  ; Ag ; XF ; 5 ; mrchegevara ; 69 
 3669 ; 1 дайм. США ; 1942 ;  ; Ag ; XF ; 5 ; manson ; 67 
 3670 ; 1 дайм. США ; 1943S ;  ; Ag ; XF ; 5 ; mrchegevara ; 69 
 3671 ; 1 дайм. США ; 1943 ;  ; Ag ; XF ; 5 ; manson ; 67 
 3672 ; 1 дайм. США ; 1944S ;  ; Ag ; XF ; 5 ; папашаГарпагон ; 69 
 3673 ; 1 дайм. США ; 1944 ;  ; Ag ; VF ; 18 ; фрегат ; 58 
 3674 ; 1 дайм. США ; 1945 ;  ; Ag ; VF ; 25 ; cucher ; 59 
 3675 ; 1 дайм. США ; 1945S ;  ; Ag ; XF ; 9 ; musik ; 123 
 3676 ; 1 дайм. США ; 1945D ;  ; Ag ; XF ; 7 ; musik ; 184 
 3677 ; 1 дайм. США ; 1947S ;  ; Ag ; VF+ ; 20 ; фрегат ; 59 
 3678 ; 1 дайм. США ; 1947D ;  ; Ag ; VF ; 11 ; фрегат ; 49 
 3679 ; 1 дайм. США ; 1948S ;  ; Ag ; VF ; 24 ; FEDOTOV1920 ; 88 
 3680 ; 1 дайм. США ; 1948 ;  ; Ag ; VF ; 15 ; cucher ; 59 
 3681 ; 1 дайм. США ; 1948D ;  ; Ag ; VF+ ; 32 ; Метро62 ; 150 
 3582 ; 1/2 доллара. США. Шагающая Свобода ; 1918 ;  ; Ag ; F ; 25 ; archy ; 261 
 3583 ; 1/2 доллара. США. Шагающая Свобода ; 1920 ;  ; Ag ; F ; 17 ; archy ; 271 
 3584 ; 1/2 доллара. США. Шагающая Свобода ; 1935D ;  ; Ag ; F ; 51 ; Searcher ; 340 
