 5940 ; Лот бон 2 шт. Болгария ; 1951 ;  ;  ;  ; 14 ; cr2952 ; 111 
 3496 ; 2 гривны. Украина. Григорий КвиткаОсновяненко ; 2008 ;  ; Cu-Ni ; AU ; 2 ; heavy_fly ; 159 
 3497 ; 2 гривны. Украина. Евгений Березняк ; 2014 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 227 
 3498 ; 2 гривны. Украина. Сидр Ковпак ; 2012 ;  ; Cu-Ni ; AU ; 25 ; Mahfey ; 1396 
 3499 ; 2 гривны. Украина. Стерлядь ; 2012 ;  ; Cu-Ni ; AU ; 6 ; sneg ; 312 
 3500 ; 2 гривны. Украина. Гриф ; 2008 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 310 
 3501 ; 2 гривны. Украина. Джон Джеймс Юз ; 2014 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 270 
 3402 ; 500 драхм. Греция ; 2004 ;  ; Cu-Ni ; XF ; 14 ; Mike! ; 186 
 3403 ; 100 йен. Япония ;  ;  ; Cu-Ni ; XF ; 26 ; Dmitry21 ; 297 
 3404 ; 10 марок. ГДР. 1 мая ; 1990 ;  ; Cu-Ni ; XF ; 21 ; Mike! ; 247 
 3405 ; 2 марки. ФРГ ; 1994 ;  ; Cu-Ni ; VF ; 17 ; maleevsw ; 306 
 3406 ; 20 франков. Французская Полинезия ; 1979 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 100 
 3407 ; 1 бат. Тайлнад ; 1966 ;  ; Cu-Ni ; XF ; 13 ; Mike! ; 222 
 3408 ; 2 пфеннига. ФРГ. Брак монетного двора (сдвиг штемпеля) ; 1969 ;  ; Br ; VF+ ; 29 ; kott ; 1040 
 3409 ; 1/2 кроны. Великобритания ; 1947 ;  ; Cu-Ni ; VF ; 11 ; Mike! ; 163 
 3410 ; 20 центов. Сьерра-Леоне ; 1964 ;  ; Cu-Ni ; VF+ ; 71 ; alex1974 ; 354 
 3411 ; 5 франков. Франция ; 1933 ;  ; Cu-Ni ; VF+ ; 14 ; Mike! ; 120 
 3412 ; 5 гривен. Украина. Одесса ; 2014 ;  ; Cu-Ni ; AU ; 11 ; sneg ; 340 
 3413 ; 5 гривен. Украина. Кролевец ; 2001 ;  ; Cu-Ni ; AU ; 47 ; lbah1 ; 2508 
 3414 ; 5 гривен. Украина. Битва под Оршею ; 2014 ;  ; Cu-Ni ; AU ; 43 ; Mahfey ; 407 
 3415 ; 5 гривен. Украина. 850 лет Сумы ; 2005 ;  ; Cu-Ni ; AU ; 17 ; lbah1 ; 426 
 3416 ; 5 гривен. Украина. Украинская лирическая песня ; 2012 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 250 
 3417 ; 5 гривен. Украина. Авиация ; 2012 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 347 
 3418 ; 5 гривен. Украина. Украинское вышивание ; 2013 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 1049 
 3419 ; 5 гривен. Украина. Битва за Днепр ; 2013 ;  ; Cu-Ni ; AU ; 8 ; страус ; 305 
 3420 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 255 
 3421 ; 5 гривен. Украина. Голодомор ; 2007 ;  ; Cu-Ni ; AU ; 13 ; Bambr ; 305 
 3422 ; 5 гривен. Украина. Перяслав-Хмельницкий ; 2007 ;  ; Cu-Ni ; AU ; 9 ; lbah1 ; 237 
 3423 ; 5 гривен. Украина. Андреевская церковь ; 2011 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 262 
 3424 ; 5 гривен. Украина. Судоходство ; 2012 ;  ; Cu-Ni ; AU ; 6 ; shais1 ; 333 
 3425 ; 5 гривен. Украина. Корсунь-Шевченковская битва ; 2014 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 240 
 3426 ; 5 гривен. Украина. Николаев ; 2009 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 456 
 3427 ; 5 гривен. Украина. 10 лет Национальному банку украины ; 2001 ;  ; Cu-Ni ; AU ; 12 ; lbah1 ; 722 
 3428 ; 5 гривен. Украина. 70 лет освобождения Никополя ; 2014 ;  ; Cu-Ni ; AU ; 11 ; prius ; 536 
 3429 ; 5 гривен. Украина. Винница ; 2013 ;  ; Cu-Ni ; AU ; 9 ; Mike! ; 250 
 3430 ; 5 гривен. Украина. Чигирин ; 2012 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 220 
 3431 ; 5 гривен. Украина. Освобожденияе Донбаса ; 2013 ;  ; Cu-Ni ; AU ; 8 ; sneg ; 312 
 3432 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 8 ; heavy_fly ; 212 
 3433 ; 5 гривен. Украина. Синагога ; 2012 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 200 
 3434 ; 5 гривен. Украина. Троица ; 2004 ;  ; Cu-Ni ; AU ; 13 ; Mahfey ; 507 
 3435 ; 5 гривен. Украина. Покрос ; 2005 ;  ; Cu-Ni ; AU ; 29 ; акто_то ; 793 
 3436 ; 5 гривен. Украина. Ивано-Франковск ; 2012 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 228 
 3437 ; 5 гривен. Украина. Спутник ; 2004 ;  ; Cu-Ni ; AU ; 19 ; lbah1 ; 554 
 3438 ; 5 гривен. Украина. Капитан "Белоусов ; 2004 ;  ; Cu-Ni ; XF ; 13 ; Mike! ; 611 
 3439 ; 5 гривен. Украина. Будинок Химерами ; 2013 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 222 
 3440 ; 5 гривен. Украина. Грошовая система Украины ; 2006 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 313 
 3441 ; 5 гривен. Украина. Самолеты Украины ; 2004 ;  ; Cu-Ni ; AU ; 27 ; SergeyOsipov ; 450 
 3442 ; 5 гривен. Украина. Луцк ; 2010 ;  ; Cu-Ni ; AU ; 19 ; heavy_fly ; 223 
 3443 ; 5 гривен. Украина. 10 лет независимости Украины ; 2001 ;  ; Cu-Ni ; XF ; 13 ; Mike! ; 328 
 3444 ; 5 гривен. Украина. Евпатория ; 2003 ;  ; Cu-Ni ; AU ; 29 ; Mike! ; 2185 
 3445 ; 5 гривен. Украина. Балаклава ; 2004 ;  ; Cu-Ni ; AU ; 20 ; Mike! ; 1192 
 3446 ; 5 гривен. Украина. Ужгород ; 2013 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 204 
 3447 ; 5 гривен. Украина. Петля Нестерова ; 2013 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 212 
 3448 ; 5 гривен. Украина. Казацкая лодка ; 2010 ;  ; Cu-Ni ; AU ; 8 ; shais1 ; 333 
 3449 ; 5 гривен. Украина. Мотор-сич ; 2007 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 220 
 3450 ; 5 гривен. Украина. Судинок М.Волошина ; 2013 ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 280 
 3451 ; 5 гривен. Украина. "Слава Катерины ; 2013 ;  ; Cu-Ni ; AU ; 15 ; shais1 ; 555 
 3352 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 17 ; Bronco ; 447 
 3353 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 11 ; sibirian ; 425 
 3354 ; 1 крона. Остров Мэн. Кошка ; 1988 ;  ; Cu-Ni ; AU ; 15 ; Mike! ; 323 
 3355 ; 5 долларов. Маршалловы острова. Элвис Пресли ; 1993 ;  ; Cu-Ni ; AU ; 22 ; Reverse ; 588 
 3356 ; 1 доллар. Новая Зеландия ; 1986 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 463 
 3357 ; 5 долларов. Маршалловы острова. Немецкий союз ; 1990 ;  ; Cu-Ni ; AU ; 21 ; Reverse ; 560 
 3358 ; 1 писо. Филиппины. Папа Павел VI ; 1970 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 362 
 3359 ; 10 писо. Филиппины. Революция ; 1988 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 155 
 3360 ; 200 эскудо. Португалия. 500 лет открытия Америки ; 1992 ;  ; Cu-Ni ; XF+ ; 14 ; shais1 ; 286 
 3361 ; 200 эскудо. Португалия. Жоао III ; 1995 ;  ; Cu-Ni ; AU ; 13 ; dim66 ; 211 
 3362 ; 200 эскудо. Португалия. Калифорния ; 1992 ;  ; Cu-Ni ; XF+ ; 8 ; shais1 ; 222 
 3363 ; 200 эскудо. Португалия. Олимпиада ; 1992 ;  ; Cu-Ni ; XF+ ; 11 ; Mike! ; 183 
 3364 ; 200 эскудо. Португалия. Танегасима ; 1993 ;  ; Cu-Ni ; XF+ ; 6 ; shais1 ; 222 
 3365 ; 200 эскудо. Португалия. Макао ; 1996 ;  ; Cu-Ni ; AU ; 26 ; Reverse ; 232 
 3366 ; 200 эскудо. Португалия. Президентство в ЕС ; 1992 ;  ; Cu-Ni ; XF+ ; 6 ; Mike! ; 171 
 3367 ; 200 эскудо. Португалия. Небесная навигация ; 1991 ;  ; Cu-Ni ; XF+ ; 15 ; shais1 ; 222 
 3368 ; 200 эскудо. Португалия. Колумб ; 1991 ;  ; Cu-Ni ; XF+ ; 9 ; shais1 ; 222 
 3369 ; 200 эскудо. Португалия. Эспингарда ; 1993 ;  ; Cu-Ni ; AU ; 5 ; Mike! ; 163 
 3370 ; 200 эскудо. Португалия. ; 1994 ;  ; Cu-Ni ; AU ; 18 ; Reverse ; 238 
 3371 ; 200 эскудо. Португалия. Луис Фройс ; 1997 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 203 
 3372 ; 100 эскудо. Португалия. Диего Као ; 1987 ;  ; Cu-Ni ; XF ; 8 ; shais1 ; 222 
 3373 ; 100 эскудо. Португалия. Антеро де Кенталь ; 1991 ;  ; Cu-Ni ; AU ; 23 ; Reverse ; 340 
 3374 ; 100 эскудо. Португалия. Якоб Родригез ; 1981 ;  ; Cu-Ni ; AU ; 8 ; shais1 ; 222 
 3375 ; 100 эскудо. Португалия. Камило Кастело Бранко ; 1990 ;  ; Cu-Ni ; XF+ ; 17 ; shais1 ; 333 
 3376 ; 100 эскудо. Португалия. Нуно Альварес Перейра ; 1985 ;  ; Cu-Ni ; XF ; 12 ; VAM ; 242 
 3377 ; 100 эскудо. Португалия. Азорские острова ; 1989 ;  ; Cu-Ni ; XF+ ; 7 ; shais1 ; 222 
 3378 ; 100 эскудо. Португалия. Навигация ; 1990 ;  ; Cu-Ni ; XF+ ; 14 ; shais1 ; 333 
 3379 ; 100 эскудо. Португалия. Амадео де Соса ; 1987 ;  ; Cu-Ni ; AU ; 3 ; Mike! ; 181 
 3380 ; 100 эскудо. Португалия. Канарские острова ; 1989 ;  ; Cu-Ni ; AU ; 10 ; shais1 ; 306 
 3381 ; 100 эскудо. Португалия. Нуно Триштао ; 1987 ;  ; Cu-Ni ; AU ; 13 ; shais1 ; 305 
 3382 ; 100 эскудо. Португалия. Независимость ; 1990 ;  ; Cu-Ni ; XF ; 6 ; Reverse ; 199 
 3383 ; 100 эскудо. Португалия. Афонсо Энрикес ; 1985 ;  ; Cu-Ni ; XF+ ; 15 ; dim66 ; 280 
 3384 ; 100 эскудо. Португалия. Бартоломео Диас ; 1988 ;  ; Cu-Ni ; XF+ ; 8 ; Reverse ; 262 
 3385 ; 25 эскудо. Португалия ; 1982 ;  ; Cu-Ni ; AU ; 21 ; VAM ; 222 
 3386 ; 25 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 22 ; VAM ; 222 
 3387 ; 5 эскудо. Португалия ; 1982 ;  ; Cu-Ni ; AU ; 17 ; VAM ; 222 
 3388 ; 5 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 18 ; kornum ; 174 
 3389 ; 2,5 эскудо. Португалия. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 22 ; teso ; 150 
 3390 ; 2,5 эскудо. Португалия ; 1982 ;  ; Cu-Ni ; AU ; 12 ; VAM ; 222 
 3391 ; 1000 лир. Италия ; 1997 ;  ; Би/м ; XF ; 25 ; shais1 ; 222 
 3392 ; 200 эскудо. Португалия. Экспо 98 ; 1997 ;  ; Би/м ; XF+ ; 12 ; makcpeyn100 ; 227 
 3393 ; 3 евро. Словения. Любляна - столица книги ; 2010 ;  ; Би/м ; AU ; 5 ; Mike! ; 300 
 3394 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu-Ni ; XF ; 2 ; Mike! ; 141 
 3395 ; 50 тенге. Казахстан. Богомол ; 2012 ;  ; Cu-Ni ; XF+ ; 16 ; flutter ; 136 
 3396 ; 1 гульден. Нидерландские Антиллы ; 1971 ;  ; Cu-Ni ; VF ; 7 ; Mike! ; 65 
 3397 ; 2 марки. ФРГ ; 1990J ;  ; Cu-Ni ; VF ; 4 ; Mike! ; 101 
 3398 ; 200 песет. Испания ; 1990 ;  ; Cu-Ni ; VF+ ; 12 ; Mike! ; 123 
 3399 ; 5 песо. Мексика ; 1981 ;  ; Cu-Ni ; VF-XF ; 35 ; sahakala ; 137 
 3400 ; 1 рубль. Приднестровская Молдавская республика ; 2014 ;  ; Cu-Ni ; AU ; 51 ; кронин ; 642 
 3401 ; 1 гульден. Нидерланды ; 1980 ;  ; Cu-Ni ; VF+ ; 5 ; unix ; 78 
 3302 ; 1 крона. Остров Мен. Жизнь и времена королевы ; 1999 ;  ; Cu-Ni ; AU ; 16 ; Reverse ; 453 
 3303 ; 1 крона. Остров Мен. Ренессанс ; 1998 ;  ; Cu-Ni ; AU ; 24 ; alex1974 ; 716 
 3304 ; 1 крона. Остров Мен. 100 лет трамваю на лошадях ; 1976 ;  ; Cu-Ni ; AU ; 33 ; Reverse ; 416 
 3305 ; 1 крона. Остров мен. Жизнь королевы ; 2012 ;  ; Cu-Ni ; AU ; 18 ; Reverse ; 509 
 3306 ; 10 экю. Нидерланды. Гротиус ; 1995 ;  ; Cu-Ni ; AU ; 16 ; Ясер ; 227 
 3307 ; 10 экю. Нидерланды ; 1990 ;  ; Cu-Ni ; AU ; 17 ; SKeeper ; 192 
 3308 ; 2 1/2 экю. Нидерланды ; 1991 ;  ; Cu-Ni ; AU ; 18 ; antonekb08 ; 191 
 3309 ; 5 гривен. Украина. 50 лет Украины в ЮНЕСКО ; 2004 ;  ; Би/м ; AU ; 13 ; lbah1 ; 333 
 3310 ; 5 гривен. Украина. Киевский меридиан ; 2010 ;  ; Cu-Ni ; AU ; 22 ; dinkini ; 204 
 3311 ; 5 гривен. Украина. Т. Шевченко ; 2011 ;  ; Cu-Ni ; AU ; 31 ; sneg ; 231 
 3312 ; 5 гривен. Украина. Кушнир ; 2012 ;  ; Cu-Ni ; AU ; 20 ; Александр974 ; 177 
 3313 ; 5 гривен. Украина. Гопак ; 2011 ;  ; Cu-Ni ; AU ; 27 ; Совок ; 240 
 3314 ; 5 гривен. Украина. Т. Шевченко ; 2011 ;  ; Cu-Ni ; AU ; 18 ; heavy_fly ; 208 
 3315 ; 5 гривен. Украина. Елецкий Свято-Успенский монастырь ; 2012 ;  ; Cu-Ni ; AU ; 21 ; акто_то ; 255 
 3316 ; 200000 карбованцев. Город-герой Керч. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 33 ; sibirian ; 1596 
 3317 ; 200000 карбованцев. Город-геройСевастополь. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 20 ; Bronco ; 948 
 3318 ; 200000 карбованцев. Город-герой Киев. Упаковка ; 1995 ;  ; Cu-Ni ; Proof ; 28 ; evRoman7 ; 419 
 3319 ; Монетовидный жетон. 50 крон ; 1990 ;  ; Cu-Ni ; XF ; 14 ; kott ; 579 
 3320 ; Монетовидный жетон. 25 крон ; 1990 ;  ; Cu-Ni ; XF ; 12 ; kott ; 579 
 3321 ; Монетовидный жетон. 100 крон ; 1990 ;  ; Cu-Ni ; XF ; 23 ; kott ; 621 
 3322 ; 5 долларов. Маршалловы острова. Элвис Пресли ; 1995 ;  ; Cu-Ni ; XF+ ; 66 ; Reverse ; 508 
 3323 ; 5 долларов. Маршалловы острова. Элвис Пресли ; 1996 ;  ; Cu-Ni ; AU ; 23 ; Reverse ; 516 
 3324 ; 5 марок. ФРГ. Фогельвейде ; 1980 ;  ; Cu-Ni ; XF ; 18 ; sever55 ; 267 
 3325 ; 20 тенге. Казахстан. Жамбыл ; 1996 ;  ; Cu-Ni ; XF ; 12 ; Александр974 ; 82 
 3326 ; 50 тенге. Казахстан. Толебаев ; 2013 ;  ; Cu-Ni ; XF ; 8 ; unix ; 62 
 3327 ; 20 драхм. Греция ; 1992 ;  ; Латунь ; AU ; 19 ; Александр974 ; 31 
 3328 ; 25 новых пенсов. Гибралтар. На серебряную свадьбу ; 1972 ;  ; Cu-Ni ; AU ; 37 ; chudoviche ; 501 
 3329 ; 25 новых пенсов. Великобритания. 25 лет свадьбе ; 1972 ;  ; Cu-Ni ; AU ; 14 ; chudoviche ; 301 
 3330 ; 50 метикас. Мозамбик. ФАО ; 1983 ;  ; Cu-Ni ; AU ; 44 ; Mike! ; 888 
 3331 ; 100 шиллингов. Танзания ; 1986 ;  ; Cu-Ni ; AU ; 24 ; kornum ; 640 
 3332 ; 100 песет. Испания ; 1980 ;  ; Cu-Ni ; AU ; 4 ; Mike! ; 171 
 3333 ; 50 песо. Мексика ; 1982 ;  ; Cu-Ni ; XF ; 24 ; kornum ; 159 
 3334 ; 1 ринггит. Малайзия ; 1985 ;  ; Cu-Ni ; AU ; 25 ; бывалый ; 350 
 3335 ; 10 евро. Германия. Чемпионат по футболу ; 2011 ;  ; Cu-Ni ; AU ; 25 ; Mike! ; 911 
 3336 ; 5 песо. Мексика ; 1976 ;  ; Cu-Ni ; AU ; 34 ; kornum ; 169 
 3337 ; 1/2 кроны. Новая Зеландия ; 1963 ;  ; Cu-Ni ; AU ; 42 ; CASABLANCA ; 534 
 3338 ; 5 крон. Дания ; 1975 ;  ; Cu-Ni ; XF ; 18 ; yourius ; 110 
 3339 ; 5 крон. Дания ; 1960 ;  ; Cu-Ni ; XF- ; 19 ; yourius ; 116 
 3340 ; 500 милс. Кипр. Права человека ; 1978 ;  ; Cu-Ni ; AU ; 40 ; igor26 ; 603 
 3341 ; 1 ринггит. Малайзия ; 1982 ;  ; Cu-Ni ; AU ; 17 ; Mike! ; 283 
 3342 ; 1 доллар. Сингапур ; 1969 ;  ; Cu-Ni ; XF+ ; 31 ; Mike! ; 466 
 3343 ; 5 франков. Швейцария. Готтфрид Келлер ; 1990 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 389 
 3344 ; 10 драхм. Греция ; 1959 ;  ; Cu-Ni ; XF ; 8 ; visitor ; 73 
 3345 ; 500 драхм. Греция. Олимпиада ; 2004 ;  ; Cu-Ni ; XF+ ; 14 ; Mike! ; 302 
 3346 ; 1 фунт. Ирландия ; 1990 ;  ; Cu-Ni ; XF ; 15 ; Mike! ; 117 
 3347 ; 2-1/2 гульдена. Нидерланды ; 1980 ;  ; Cu-Ni ; XF ; 14 ; Mike! ; 128 
 3348 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 13 ; sibirian ; 429 
 3349 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 15 ; sileng ; 443 
 3350 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 9 ; Mike! ; 420 
 3351 ; 25 шиллингов. Сомали. История мирового судоходства ; 1998 ;  ; Cu-Ni ; XF/AU ; 8 ; Mike! ; 438 
 3252 ; 20 марок. ГДР. Эрнст Тельманн ; 1971 ;  ; Cu/Ni ; XF+ ; 14 ; DIMA 57 ; 101 
 3253 ; 20 марок. ГДР. Фридрих Шиллер ; 1972 ;  ; Cu/Ni ; XF ; 22 ; TiBuL ; 90 
 3254 ; 10 марок. ГДР, 30 лет ГДР ; 1974 ;  ; Cu/Ni ; XF ; 12 ; sever55 ; 100 
 3255 ; 10 марок. ГДР. Бухенвальд ; 1972 ;  ; Cu/Ni ; XF+ ; 15 ; wwn ; 92 
 3256 ; 5 марок. ГДР. Мейссен ; 1972 ;  ; Cu/Ni ; XF ; 22 ; TiBuL ; 99 
 3257 ; 5 гиивен. Украина. 70 лет освобождения Мелитополя от фашистских захватчиков ; 2013 ;  ; Cu/Ni ; AU ; 16 ; страус ; 222 
 3258 ; 2 гривны. Украина. Митрополит Василий Липковский ; 2014 ;  ; Cu/Ni ; AU ; 20 ; Mahfey ; 362 
 3259 ; 2 гривны. Украина. Николай Рерих ; 2014 ;  ; Cu/Ni ; AU ; 36 ; SergeyOsipov ; 327 
 3260 ; 1 эскудо. Португалия ; 1966 ;  ; Cu/Ni ; XF ; 28 ; av ; 93 
 3261 ; 1 бат. Тайланд ; 1974 ;  ; Cu/Ni ; XF+ ; 18 ; An12 ; 72 
 3262 ; 5 пфеннигов. Германия, Нотгельд ; 1917 ;  ; Zn ; VF- ; 11 ; banks ; 159 
 3263 ; 5 пфеннигов. Германия, Нотгельд ; 1919 ;  ; St ; VF-XF ; 20 ; ЛБС ; 192 
 3264 ; 1 грош. Аахен, Нотгельд ; 1920 ;  ; Fe ; VF ; 11 ; virtualman ; 249 
 3265 ; 10 марок. Германия, Нотгельд ; 1917 ;  ; Zn ; F-VF ; 15 ; virtualman ; 210 
 3266 ; 50 пфеннигов. Нотгельд ; 1918 ;  ; Лат ; VF ; 37 ; ЛБС ; 395 
 3267 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; XF ; 21 ; В1951 ; 49 
 3268 ; 5 марок. Финляндия ; 1992 ;  ; Al/Br ; AU ; 22 ; Bronco ; 58 
 3269 ; 50 стотинок. Болгария. Универсиада в Софии ; 1977 ;  ; Cu/Ni ; XF+ ; 15 ; dinkini ; 87 
 3270 ; 500 лир. Ватикан ; 1992 ;  ; Би/м ; AU ; 34 ; kornum ; 227 
 3271 ; 20 сантимов. Латвия ; 1922 ;  ; Cu/Ni ; VF+ ; 5 ; папашаГарпагон ; 102 
 3272 ; 20 пара. Черногория ; 1914 ;  ; Cu/Ni ; VF ; 57 ; kornum ; 461 
 3273 ; 500 злотых. Польша. Владислав II ; 1989 ;  ; Cu/Ni ; XF+ ; 32 ; stark-2006 ; 84 
 3274 ; 100 злотых. Польша. 70 лет великопольского восстания ; 1988 ;  ; Cu/Ni ; XF+ ; 30 ; randystorm ; 131 
 3275 ; 100 злотых. Польша. Вицентий Витос ; 1984 ;  ; Cu/Ni ; XF ; 23 ; TiBuL ; 102 
 3276 ; 100 злотых. Польша. Вицентий Витос ; 1984 ;  ; Cu/Ni ; XF+ ; 29 ; dim66 ; 101 
 3277 ; 50 злотых. Польша. Ян III Собеский ; 1983 ;  ; Cu/Ni ; XF ; 18 ; stark-2006 ; 90 
 3278 ; 50 злотых. Польша. Мешко I ; 1979 ;  ; Cu/Ni ; XF ; 22 ; TiBuL ; 81 
 3279 ; 50 злотых. Польша. Болеслав II ; 1981 ;  ; Cu/Ni ; XF+ ; 32 ; gusar ; 104 
 3280 ; 20 злотых. Польша. Игры XXII олимпиады ; 1980 ;  ; Cu/Ni ; AU ; 32 ; CromSVD ; 132 
 3281 ; 20 злотых. Польша. Первый поляк в космосе ; 1978 ;  ; Cu/Ni ; XF+ ; 28 ; dim66 ; 303 
 3282 ; 25 сантимов. Куба. 100 лет Марти ; 1953 ;  ; Ag ; XF- ; 15 ; sneg ; 255 
 3283 ; Монета иностранная. Восток ;  ;  ; Cu ; F- ; 10 ; sneg ; 61 
 3284 ; 1 фартинг. Великобритания ; 1909 ;  ; Br ; XF- ; 9 ; sneg ; 55 
 3285 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; XF+ ; 29 ; chudoviche ; 200 
 3286 ; 1 крона. Остров Мен. Рождение Христа ; 1997 ;  ; Cu/Ni ; XF/AU ; 9 ; chebeer ; 441 
 3287 ; 1 крона. Остров Мен. Морское наследие-парусник Виктори ; 1982 ;  ; Cu/Ni ; AU ; 13 ; shais1 ; 590 
 3288 ; 1 крона. Остров Мен. История воздухоплавания-воздушный шар Мантгомери ; 1983 ;  ; Cu/Ni ; AU ; 17 ; chebeer ; 499 
 3289 ; 1 крона. Остов Мен. Чемпионат миар по футболу в Мексике ; 1986 ;  ; Cu/Ni ; AU ; 41 ; torbey ; 1165 
 3290 ; Монетовидный жетон. 5 экю. Великобритания. Европа ; 1992 ;  ; Cu/Ni ; AU ; 34 ; ВМШ ; 659 
 3291 ; 1/2 кроны. Великобритания ; 1937 ;  ; Ag ; VF-XF ; 19 ; zoyia55 ; 545 
 3292 ; 2 гривны. Украина. Зимние олимпийские игры ; 2014 ;  ; Cu/Ni, краска ; AU ; 58 ; lbah1 ; 4455 
 3293 ; 1 крона. Тристан да Кунья. Киты ; 2008 ;  ; Cu-Ni ; AU ; 42 ; SKeeper ; 233 
 3294 ; 1 песо. Куба. 50 лет революции ; 2009 ;  ; Cu-Ni ; AU ; 15 ; Oleht ; 407 
 3295 ; 1 крона. Фолклендские о-ва. 25 лет освобождения ; 2007 ;  ; Cu-Ni ; AU ; 21 ; Reverse ; 400 
 3296 ; 1 крона. Фолклендские о-ва. Горатио Нельсон ; 2006 ;  ; Cu-Ni ; AU ; 27 ; Reverse ; 408 
 3297 ; 1 крона. Остров мен. Кошка ; 1995 ;  ; Cu-Ni ; AU ; 25 ; chebeer ; 422 
 3298 ; 1 крона. Остров мен. Кошка ; 1993 ;  ; Cu-Ni ; AU ; 18 ; chebeer ; 416 
 3299 ; 1 крона. Остров Мен. Мировая война ; 1999 ;  ; Cu-Ni ; AU ; 22 ; Reverse ; 453 
 3300 ; 1 крона. Остров Мен. Революция в России ; 1999 ;  ; Cu-Ni ; AU ; 29 ; страус ; 818 
 3301 ; 1 крона. Остров Мен. Легенда Короля Артура ; 1996 ;  ; Cu-Ni ; AU ; 20 ; Reverse ; 403 
 3202 ; 5 гривен. Украина. Судинок поэта М.Волошина ; 2013 ;  ; Cu-Ni ; AU ; 12 ; dinkini ; 201 
 3203 ; 5 гривен. Украина. Казацкая лодка ; 2010 ;  ; Cu-Ni ; AU ; 15 ; shais1 ; 226 
 3204 ; 5 гривен. Украина. Андреевская церковь ; 2011 ;  ; Cu-Ni ; AU ; 16 ; нумизманутый ; 204 
 3205 ; 5 гривен. Украина. Джерело Життя ; 2007 ;  ; Би/м ; AU ; 21 ; dinkini ; 255 
 3206 ; 5 гривен. Украина. Антарктическая станция ; 2006 ;  ; Cu-Ni ; XF ; 10 ; dinkini ; 192 
 3207 ; 5 гривен. Украина. Просвита ; 2008 ;  ; Би/м ; AU ; 16 ; dinkini ; 255 
 3208 ; 2 евро. Германия. Мекленбург ; 2007 ;  ; Би/м ; VF+ ; 31 ; didisister ; 248 
 3209 ; 2 лева. Болгария ; 1969 ;  ; Cu-Ni ; VF ; 25 ; val211 ; 101 
 3210 ; 1 соль. Перу ; 1947 ;  ; Al/Br ; VF ; 13 ; andy2012 ; 77 
 3211 ; 2 гривны. Украина. Владимир Ивасюк ; 2009 ;  ; Cu/Ni ; AU ; 26 ; лопе де вега ; 150 
 3212 ; 2 гривны. Украина. Василий Симоненко ; 2008 ;  ; Cu/Ni ; AU ; 13 ; Bronco ; 123 
 3213 ; 2 гривны. Украина. Богдан-Игорь Антонич ; 2009 ;  ; Cu/Ni ; AU ; 23 ; majkl ; 150 
 3214 ; 2 гривны. Украина. Григорий Квитка-Основяненко ; 2008 ;  ; Cu/Ni ; AU ; 8 ; Mahfey ; 102 
