 3190 ; Бона иностранная ;  ;  ;  ;  ; 18 ; 223355 ; 156 
 2299 ; 1 дайм. США. Рузвельт ; 1948 ;  ; Ag ; VF-XF ; 19 ; iceman ; 51 
 2300 ; 1 дайм. США. Рузвельт ; 1951 ;  ; Ag ; VF-XF ; 13 ; геркулес ; 34 
 2301 ; 1 дайм. США. Рузвельт ; 1952 ;  ; Ag ; VF-XF ; 30 ; obob999 ; 51 
 2302 ; 1 дайм. США. Рузвельт ; 1956 ;  ; Ag ; XF+ ; 7 ; геркулес ; 43 
 2303 ; 1 дайм. США. Рузвельт ; 1957D ;  ; Ag ; XF+ ; 15 ; геркулес ; 45 
 2304 ; 1 дайм. США. Рузвельт ; 1958D ;  ; Ag ; XF+ ; 12 ; ksv1 ; 61 
 2305 ; 1 дайм. США. Рузвельт ; 1960D ;  ; Ag ; AU ; 15 ; ksv1 ; 73 
 2306 ; 1 дайм. США. Рузвельт ; 1963D ;  ; Ag ; AU ; 32 ; ОВМ ; 55 
 2307 ; 1 цент. США. Индеец ; 1887 ;  ; Br ; VF- ; 30 ; LUNTIC ; 226 
 2308 ; 1 доллар. Канада. 150 лет Торонто ; 1984 ;  ; Ag ; Proof ; 5 ; sg1945 ; 493 
 2309 ; 1 доллар. Канада. Ванкувер ; 1986 ;  ; Ag ; Proof ; 10 ; Алек ; 554 
 2310 ; 1 цент. Канада. Георг V ; 1916 ;  ; Br ; VF+ ; 26 ; udaw ; 206 
 2311 ; 8 дублей. Гернсей ; 1834 ;  ; Cu ; VF- ; 71 ; hjk1974 ; 501 
 2312 ; 10 кэш. Острова Рюньон и Маврикий (Ост-Индийская компания) ; 1808 ;  ; Br ; VF+ ; 88 ; hjk1974 ; 1000 
 2313 ; 5 кэш. Острова Рюньон и Маврикий (Ост-Индийская компания) ; 1803 ;  ; Br ; VF ; 73 ; hjk1974 ; 1007 
 2314 ; 5 шиллингов. ЮАР. 300 лет Кейптауну ; 1952 ;  ; Ag ; AU ; 26 ; Алек ; 669 
 2315 ; 1 доллар. Австралия. Австралийская кукабурра ; 2004 ;  ; Ag ; Proof ; 43 ; obob999 ; 630 
 2316 ; 50 центов. Австралия. Год обезьяны ; 2004 ;  ; Ag ; Proof ; 14 ; Алек ; 327 
 2317 ; 1 гульден. Нидерланды. Джулиана ; 1956 ;  ; Ag ; AU ; 45 ; udaw ; 147 
 2318 ; 5 центов. Нидерланды. Джулиана ; 1980 ;  ; Br ; XF ; 7 ; геркулес ; 26 
 2319 ; 1 цент. Нидерланды ; 1914 ;  ; Br ; VF+ ; 20 ; Xe72 ; 59 
 2320 ; 1 цент. Нидерланды ; 1919 ;  ; Br ; VF+ ; 11 ; tt ; 61 
 2321 ; 1 цент. Нидерланды. Джулиана ; 1965 ;  ; Br ; XF- ; 3 ; геркулес ; 24 
 2322 ; 100 колонов. Коста-Рика. Охрана живой природы. Морской слон ; 1974 ;  ; Ag ; Proof ; 6 ; 100924 ; 612 
 2323 ; 5 песет. Испания. Франциско Франко Каудильо ; 1957 ;  ; Cu/Ni ; VF+ ; 3 ; геркулес ; 14 
 2324 ; 5 песет. Испания. Мировой кубок по футболу 1982 года. Хуан Карлос I ; 1980 ;  ; Cu/Ni ; VF-XF ; 5 ; vanamo ; 26 
 2325 ; 2 песеты. Испания. Альфонсо XII ; 1882 ;  ; Ag ; VF ; 73 ; Xe72 ; 603 
 2326 ; 5 сентимо. Испания. Альфонсо XII ; 1879 ;  ; Br ; VF- ; 67 ; SadKo ; 204 
 2227 ; 3 марки. Веймар. 400 лет Университету Филипс в Марбурге ; 1927А ;  ; Ag ; AU ; 45 ; bier ; 5286 
 2228 ; 3 марки. Веймар. 100 лет со дня смерти Гете ; 1932А ;  ; Ag ; AU ; 33 ; bier ; 5102 
 2229 ; 2 марки. Баден. На золотую свадьбу ; 1906 ;  ; Ag ; AU ; 69 ; vatom22 ; 2039 
 2230 ; 2 марки. Бавария ; 1907D ;  ; Ag ; VF+ ; 42 ; vvp500 ; 674 
 2231 ; 2 марки. Саксония. 500 лет университету в Лейпциге ; 1909 ;  ; Ag ; AU ; 27 ; aleksraud ; 3734 
 2232 ; 2 марки. Бавария. На смерть Фридриха I ; 1911D ;  ; Ag ; AU ; 34 ; vatom22 ; 1446 
 2233 ; 2 марки. Германия. 450 лет со дня рождения Мартина Лютера ; 1933D ;  ; Ag ; XF+ ; 26 ; vvp500 ; 1019 
 2234 ; 1/2 гульдена. Баден ; 1844 ;  ; Ag ; XF- ; 29 ; tt ; 1360 
 2235 ; 10 пфеннигов. Германия ; 1876 ;  ; Cu/Ni ; F-VF ; 6 ; Xe72 ; 87 
 2236 ; 2 пфеннига. Саксония ; 1869В ;  ; Cu ; XF+ ; 18 ; tt ; 406 
 2237 ; 2 пфеннига. Германия ; 1938F ;  ; Br ; VF+ ; 42 ; Xe72 ; 77 
 2238 ; 3 геллера. Гессен-Кассель ; 1843 ;  ; Cu ; XF- ; 28 ; hjk1974 ; 720 
 2239 ; 50 миллионов марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Ж/м ; XF+ ; 37 ; petrserebr ; 1040 
 2240 ; 200 тысяч марок. Германия. Гамбург. Нотгельд ; 1923J ;  ; Al ; XF ; 22 ; Copirchik ; 374 
 2241 ; 10 тысяч марок. Германия. Вестфалия. Нотгельд ; 1923 ;  ; Ж/м ; AU ; 23 ; Mike! ; 681 
 2242 ; 50 грошей. Центральное правительство. Немецкая оккупация Польши 1939-1945 ; 1938 ;  ; Б/м ; VF-XF ; 21 ; ICEK ; 210 
 2243 ; 20 грошей. Центральное правительство. Немецкая оккупация Польши 1939-1945 ; 1923 ;  ; Zn ; VF- ; 15 ; ICEK ; 68 
 2244 ; 10 грошей. Центральное правительство. Немецкая оккупация Польши 1939-1945 ; 1923 ;  ; Zn ; VF- ; 20 ; ICEK ; 99 
 2245 ; 5 грошей. Центральное правительство. Немецкая оккупация Польши 1939-1945 ; 1939 ;  ; Zn ; VF- ; 28 ; ICEK ; 308 
 2246 ; 1 грош. Центральное правительство. Немецкая оккупация Польши 1939-1945 ; 1939 ;  ; Zn ; VF- ; 30 ; ВМШ ; 407 
 2247 ; 10 фенигов. Королевство Польское. Немецкая оккупация Польши ; 1917F ;  ; Fe ; VF+ ; 24 ; ICEK ; 365 
 2248 ; 10 фенигов. Королевство Польское. Немецкая оккупация Польши ; 1917F ;  ; Fe ; F-VF ; 13 ; LUNTIC ; 203 
 2249 ; 10 фенигов. Королевство Польское. Немецкая оккупация Польши ; 1917F ;  ; Fe ; VF- ; 33 ; LUNTIC ; 365 
 2250 ; 10 фенигов. Королевство Польское. Немецкая оккупация Польши ; 1917F ;  ; Fe ; F-VF ; 21 ; ICEK ; 365 
 2251 ; 5 фенигов. Королевство Польское. Немецкая оккупация Польши ; 1917F ;  ; Fe ; VF ; 32 ; ICEK ; 630 
 2252 ; 1 фениг. Королевство Польское. Немецкая оккупация Польши ; 1918F ;  ; Fe ; VF ; 66 ; ICEK ; 429 
 2253 ; 1 коруна. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1941 ;  ; Zn ; VF- ; 33 ; sinisha ; 111 
 2254 ; 1 коруна. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1942 ;  ; Zn ; VF+ ; 13 ; sinisha ; 55 
 2255 ; 1 коруна. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1943 ;  ; Zn ; VF- ; 28 ; Михалыч ; 69 
 2256 ; 1 коруна. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1944 ;  ; Zn ; VF+ ; 9 ; Copirchik ; 101 
 2257 ; 50 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1940 ;  ; Zn ; VF- ; 8 ; джокер ; 51 
 2258 ; 50 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1941 ;  ; Zn ; VF- ; 9 ; vvp500 ; 53 
 2259 ; 50 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1942 ;  ; Zn ; VF ; 9 ; ВМШ ; 204 
 2260 ; 50 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1943 ;  ; Zn ; VF- ; 10 ; ЮМК ; 46 
 2261 ; 20 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1940 ;  ; Zn ; VF- ; 15 ; Copirchik ; 87 
 2262 ; 20 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1941 ;  ; Zn ; F-VF ; 25 ; kay2 ; 77 
 2263 ; 20 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1942 ;  ; Zn ; VF- ; 20 ; ганс72 ; 100 
 2264 ; 10 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1941 ;  ; Zn ; F-VF ; 10 ; kay2 ; 53 
 2265 ; 10 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1942 ;  ; Zn ; F-VF ; 17 ; vvp500 ; 69 
 2266 ; 10 хеллеров. Протекторат Богемия и Моравия. Немецкая оккупация Чехословакии ; 1943 ;  ; Zn ; VF- ; 24 ; Copirchik ; 102 
 2267 ; 50 пфеннигов. ФРГ ; 1983F ;  ; Cu/Ni ; VF+ ; 5 ; vanamo ; 14 
 2268 ; 20 пфеннигов. ГДР ; 1969 ;  ; Латунь ; VF-XF ; 5 ; vanamo ; 14 
 2269 ; 1 пфенниг. ФРГ ; 1988G ;  ; Cu/St ; AU ; 8 ; vanamo ; 17 
 2270 ; 100 франков. Франция. Пантеон ; 1983 ;  ; Ag ; AU ; 28 ; Бамс ; 547 
 2271 ; 100 франков. Франция. Кюри ; 1984 ;  ; Ag ; AU ; 22 ; Бамс ; 519 
 2272 ; 100 франков. Франция. Золя ; 1985 ;  ; Ag ; XF+ ; 22 ; Бамс ; 519 
 2273 ; 5 сантимов. Франция. Наполеон III ; 1853 ;  ; Br ; VF ; 30 ; tt ; 164 
 2274 ; 1/2 кроны. Великобритания. Георг V ; 1928 ;  ; Ag ; VF+ ; 25 ; ВЯЗ ; 567 
 2275 ; 1 флорин. Великобритания. Георг V ; 1936 ;  ; Ag ; VF-XF ; 15 ; udaw ; 461 
 2276 ; 1 шиллинг. Великобритания. Георг III ; 1787 ;  ; Ag ; XF ; 39 ; Gop ; 3059 
 1567 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1977ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 24 ; konst ; 858 
 1568 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1978ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 34 ; konst ; 698 
 1569 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1979ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 81 ; vvp500 ; 672 
 1570 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1980ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 67 ; DevilD ; 1046 
 1571 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1987ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 70 ; vladimir232 ; 606 
 1572 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1991ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 49 ; hjk1974 ; 918 
 1573 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 1 жетона- 10шт. Упаковка ; 1989ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 81 ; hjk1974 ; 365 
 1574 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 1 жетона- 10шт. Упаковка ; 1989ММД ;  ; Cu/Ni,Cu/Z ; UNC ; 45 ; IrinaM ; 663 
 1575 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 1 жетона- 10шт. Упаковка ; 1988ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 32 ; Dimm ; 411 
 1576 ; "Годовой набор монет ""50 лет Советской власти"": 1 рубль, 50,20,15,10 коп.+ 1 жетона- 6шт. Упаковка" ; 1967ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 36 ; Sky2 ; 744 
 1577 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 1 жетона- 10шт. Упаковка ; 1967ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 42 ; alex22 ; 1020 
 1578 ; Лот монет СССР и России: 10,50 коп.,1,5,10,20,50 рублей (132шт) ; 1991-1993 ;  ; Cu/Ni,Cu/Z ; VF+/AU ; 27 ; Qersej ; 95 
 1579 ; Лот монет СССР: 1,2,3,10,15,20 коп (110шт) ; 1961-1991 ;  ; Cu/Ni,Cu/Z ; VF/AU ; 92 ; tavitrof ; 261 
 1580 ; Лот монет СССР: 5 коп (13шт) ; 1974-1991 ;  ; Cu/Zn ; VF+/AU ; 4 ; Hant  ; 27 
 2191 ; Луидор. Франция. Людовик XV. Ранний портрет ; 1731А ;  ; Au ; XF- ; 83 ; joker ; 17816 
 2192 ; Луидор. Франция. Людовик XVI ; 1786А ;  ; Au ; VF+ ; 29 ; luda ; 8420 
 2193 ; Луидор. Франция. Людовик XVI. Портрет с высоким рельефом ; 1786I ;  ; Au ; VF+ ; 71 ; *** ; 14609 
 2194 ; 40 лир. Италия ; 1812M ;  ; Au ; XF- ; 30 ; Георг ; 12899 
 2195 ; 20 марок. Вюртемберг. Вильгельм II ; 1900F ;  ; Au ; AU ; 29 ; hugo ; 10200 
 2196 ; 1/2 соверена. Великобритания. Георг IV ; 1824 ;  ; Au ; VF-XF ; 43 ; Gop ; 12066 
 2197 ; 5 песо. Мексика ; 1955 ;  ; Au ; AU ; 17 ; hugo ; 5770 
 2198 ; 2-1/2 песо. Мексика ; 1945 ;  ; Au ; AU ; 45 ; Михалыч ; 2360 
 2199 ; 2 песо. Мексика ; 1945 ;  ; Au ; AU ; 67 ; mifod ; 2083 
 2200 ; 1 эскудо. Испания ; 1789 ;  ; Au ; VF+ ; 9 ; sinisha ; 4182 
 2201 ; Талер. Шварцбург-Рудольштадт. Свадьба принца Людвига Гюнтера IV ; 1780 ;  ; Ag ; XF ; 62 ; region23 ; 9849 
 2202 ; Талер. Пфальц-Сальбах ; 1784AS ;  ; Ag ; XF+ ; 42 ; azef ; 8493 
 2203 ; Талер. Бавария. Коронационный ; 1817 ;  ; Ag ; XF- ; 85 ; tt ; 5207 
 2204 ; Талер. Анхальт-Бернбург ; 1846А ;  ; Ag ; XF- ; 28 ; QSL ; 3177 
 2205 ; Талер. Ганновер ; 1855B ;  ; Ag ; VF+/VF-XF ; 13 ; azef ; 3978 
 2206 ; Талер. Франкфурт на Майне. 100-летний юбилей ; 1859 ;  ; Ag ; AU ; 42 ; Sky2 ; 3874 
 2207 ; Талер. Франкфурт на Майне. Памятный ; 1859 ;  ; Ag ; XF/VF-XF ; 55 ; kollega ; 2328 
 2208 ; Талер. Франкфурт на Майне. Немецкий охотничий фестиваль ; 1862 ;  ; Ag ; XF+ ; 34 ; QSL ; 3213 
 2209 ; Талер. Франкфурт на Майне. Ассамблея ; 1863 ;  ; Ag ; XF+ ; 33 ; akela ; 5000 
 2210 ; Талер. Бремен. 2-е стрелковые состязания ; 1865В ;  ; Ag ; VF-XF ; 44 ; ICEK ; 4006 
 2211 ; Мадонненталер. Бавария. Людвиг II ; 1866 ;  ; Ag ; XF+ ; 31 ; ICEK ; 3400 
 2212 ; Талер. Бавария. Людвиг II ; 1870 ;  ; Ag ; VF-XF ; 31 ; azef ; 3956 
 2213 ; Талер. Бавария. Победа Германии в Франко-Прусской войне ; 1871 ;  ; Ag ; XF- ; 12 ; sg1945 ; 4511 
 2214 ; Талер. Пруссия. В честь победы над Францией ; 1871А ;  ; Ag ; XF+ ; 22 ; tt ; 1593 
 2215 ; Талер. Саксония. В честь победы над Францией ; 1871В ;  ; Ag ; XF+ ; 77 ; bier ; 4253 
 2216 ; Талер. Мария Терезия. Австрия. Новодел ; 1780 ;  ; Ag ; AU ; 50 ; bitdvd ; 850 
 2217 ; 32 шиллинга. Мекленбург-Шверин ; 1797 ;  ; Ag ; VF+ ; 108 ; kollega ; 2550 
 2218 ; 2/3 талера. Саксония ; 1781 ;  ; Ag ; VF/VF+ ; 27 ; azef ; 3264 
 2219 ; 20 крейцеров. Зальцбург ; 1793М ;  ; Ag ; VF+/XF- ; 18 ; azef ; 710 
 2220 ; 5 марок. Бавария. Людвиг II ; 1874D ;  ; Ag ; VF-XF ; 75 ; ВЯЗ ; 1613 
 2221 ; 5 марок. Бавария ; 1903D ;  ; Ag ; VF+/VF-XF ; 41 ; obob999 ; 1122 
 2222 ; 5 марок. Баден. Фридрих I ; 1907G ;  ; Ag ; VF-XF ; 13 ; bier ; 1145 
 2223 ; 5 марок. Германия. 450 лет со дня рождения Мартина Лютера ; 1933F ;  ; Ag ; VF+ ; 28 ; nat89 ; 3303 
 2224 ; 3 марки. Бавария ; 1910D ;  ; Ag ; AU ; 37 ; igor_r65 ; 1020 
 2225 ; 3 марки. Пруссия. 100 лет разгрома Наполеона ; 1913 ;  ; Ag ; XF+ ; 46 ; misha154137 ; 1581 
 2226 ; 3 марки. Пруссия. 100 лет битвы под Лейпцигом ; 1913Е ;  ; Ag ; AU ; 37 ; lsp25 ; 1529 
 1517 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 38 ; tirex ; 401 
 1518 ; 50 копеек ; 1961 ;  ; Cu-Ni ; AU ; 42 ; IrinaM ; 680 
 1519 ; 50 копеек. Упаковка ; 1973 ;  ; Cu-Ni ; UNC ; 85 ; vladimir232 ; 1408 
 1520 ; 50 копеек ; 1991 ; ЛМД  ; Cu-Ni ; XF ; 1 ; shknikolay ; 50 
 1521 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 16 ; iceman ; 50 
 1522 ; 20 копеек ; 1940 ; л/с звезда плоская  ; Ni ; XF ; 25 ; mag ; 175 
 1523 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 3 ; solder13 ; 51 
 1524 ; 15 копеек ; 1932 ;  ; Ni ; XF ; 24 ; vladimir232 ; 157 
 1525 ; 15 копеек ; 1941 ;  ; Ni ; VF+ ; 8 ; evgen72 ; 33 
 1526 ; 15 копеек ; 1942 ;  ; Ni ; XF ; 41 ; rizovtpl ; 12016 
 1527 ; 15 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; UNC ; 39 ; weter41 ; 407 
 1528 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 70 ; mag ; 1567 
 1529 ; 15 копеек ; 1978 ;  ; Cu-Ni ; AU ; 4 ; tss ; 45 
 1530 ; 10 копеек ; 1948 ;  ; Ni ; VF- ; 24 ; lelik35 ; 32 
 1531 ; 5 копеек ; 1962 ;  ; Cu-Zn ; AU ; 27 ; bergamot ; 265 
 1532 ; 5 копеек ; 1975 ;  ; Cu-Zn ; AU ; 9 ; мармон ; 169 
 1533 ; 5 копеек ; 1978 ;  ; Cu-Zn ; AU ; 33 ; weter41 ; 403 
 1534 ; 3 копейки ; 1928 ;  ; Br ; F-VF ; 16 ; tss ; 36 
 1535 ; 3 копейки ; 1970 ;  ; Cu-Zn ; AU ; 4 ; Алек ; 34 
 1536 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 26 ; weter41 ; 70 
 1537 ; 3 копейки ; 1983 ;  ; Cu-Zn ; AU ; 11 ; Алек ; 31 
 1538 ; 2 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; UNC ; 26 ; мармон ; 116 
 1539 ; 2 копейки ; 1973 ;  ; Cu-Zn ; AU ; 15 ; vladimir232 ; 101 
 1540 ; 1 копейка ; 1936 ;  ; Br ; VF-XF ; 6 ; o.k. ; 67 
 1541 ; 1 копейка ; 1939 ;  ; Br ; XF ; 38 ; sk57 ; 102 
 1542 ; 1 копейка ; 1946 ;  ; Br ; AU ; 23 ; AnKI ; 104 
 1543 ; 1 копейка ; 1972 ;  ; Cu-Zn ; AU ; 16 ; Алек ; 36 
 1544 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 15 ; IrinaM ; 23 
 1545 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.То ; Cu-Ni ; Proof ; 24 ; BrEd ; 153 
 1546 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции  ; Cu-Ni ; Proof ; 36 ; vladimir232 ; 142 
 1547 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипе ; Cu-Ni ; Proof ; 22 ; sergant83 ; 1134 
 1548 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга  ; Cu-Ni ; Proof ; 18 ; tdp ; 663 
 1549 ; 1 рубль ; 1985 ; 40 лет Победы над Германией  ; Cu-Ni ; Proof ; 47 ; DevilD ; 1206 
 1550 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Ше ; Cu-Ni ; AU ; 33 ; Hant  ; 53 
 1551 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Марк ; Cu-Ni ; Proof ; 14 ; simeon ; 500 
 1552 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ло ; Cu-Ni ; Proof ; 23 ; fontanka ; 350 
 1553 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР  ; Cu-Ni ; Proof ; 51 ; DevilD ; 932 
 1554 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави  ; Cu-Ni ; AU ; 44 ; tdp ; 346 
 1555 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скор ; Cu-Ni ; AU ; 30 ; Hant  ; 47 
 1556 ; 1 рубль ; 1965 ; 20 лет победы над Германией  ; Cu-Ni ; XF ; 7 ; Danilas_ ; 14 
 1557 ; 10 рублей ; 2002 ; СПМД Кострома  ; биметалл ; AU ; 33 ; Vanusha ; 110 
 1558 ; 10 рублей ; 2005 ; Ленинградская область  ; биметалл ; AU ; 17 ; klm ; 27 
 1559 ; 10 рублей ; 2006 ; Торжок  ; биметалл ; AU ; 75 ; Vanusha ; 100 
 1560 ; 10 рублей ; 2005 ; СПМД 60 лет Победы в ВОВ  ; биметалл ; AU ; 2 ; alexT ; 15 
 1561 ; 10 рублей ; 2006 ; Каргополь  ; биметалл ; AU ; 95 ; Vanusha ; 157 
 1562 ; 10 рублей ; 2006 ; Читинская область  ; биметалл ; AU ; 49 ; Vanusha ; 49 
 1563 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райн ; Cu-Ni ; Proof ; 4 ; Danilas_ ; 55 
 1564 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Му ; Cu-Ni ; Proof ; 7 ; Danilas_ ; 41 
 1565 ; 5 рублей ; 1991 ; Архангельский собор в Москве  ; Cu-Ni ; Proof ; 3 ; simeon ; 200 
 1566 ; Годовой набор монет: 1 рубль, 50,20,15,10,5,3,2,1 коп.+ 2 жетона- 11шт. Пластиковая упаковка ; 1975ЛМД ;  ; Cu/Ni,Cu/Z ; UNC ; 28 ; alex22 ; 2651 
 1467 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 14 ; IrinaM ; 51 
 1468 ; 20 копеек ; 1977 ;  ; Cu-Ni ; AU ; 7 ; nisni ; 204 
 1469 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 13 ; Алек ; 26 
 1470 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 2 ; sg1945 ; 30 
 1471 ; 50 рублей ; 1992 ; ЛМД биметалл  ; Cu-Zn ; AU ; 3 ; Hant  ; 26 
 1472 ; 20 копеек. Упаковка ; 1971 ;  ; Cu-Ni ; UNC ; 72 ; Алек ; 3162 
 1473 ; 20 копеек ; 1982 ;  ; Cu-Ni ; AU ; 10 ; IrinaM ; 11 
 1474 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 5 ; Алек ; 72 
 1475 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 37 ; azef ; 204 
 1476 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 30 ; tss ; 102 
 1477 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 28 ; azef ; 332 
 1478 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 9 ; Alex821 ; 120 
 1479 ; 15 копеек. Деформация ; 1967 ;  ; Cu-Ni ; VF- ; 38 ; weter41 ; 206 
 1480 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 3 ; IrinaM ; 153 
 1481 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 15 ; solder13 ; 26 
 1482 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 4 ; хруст ; 62 
 1483 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 39 ; azef ; 65 
 1484 ; 10 копеек ; 1944 ;  ; Ni ; VF+ ; 51 ; Фандорин ; 3931 
 1485 ; 10 копеек ; 1962 ;  ; Cu-Ni ; AU ; 36 ; Алек ; 84 
 1486 ; 10 копеек ; 1970 ;  ; Cu-Ni ; AU ; 5 ; solder13 ; 11 
 1487 ; 5 копеек ; 1929 ;  ; Br ; VF-XF ; 29 ; neo3000 ; 1109 
 1488 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 1 ; хруст ; 39 
 1489 ; 5 копеек ; 1961 ;  ; Cu-Zn ; AU ; 19 ; Qersej ; 85 
 1490 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF-XF ; 22 ; мармон ; 227 
 1491 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF+ ; 14 ; weter41 ; 227 
 1492 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF ; 5 ; rad22 ; 33 
 1493 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 30 ; tisa66 ; 122 
 1494 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF+ ; 20 ; tss ; 93 
 1495 ; 2 копейки ; 1966 ;  ; Cu-Zn ; VF+ ; 11 ; tdp ; 133 
 1496 ; 2 копейки ; 1968 ;  ; Cu-Zn ; AU ; 38 ; мармон ; 49 
 1497 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 8 ; weter41 ; 101 
 1498 ; 2 копейки ; 1984 ;  ; Cu-Zn ; AU ; 11 ; vladimir232 ; 487 
 1499 ; 2 копейки ; 1989 ;  ; Cu-Zn ; AU ; 7 ; Алек ; 26 
 1500 ; 1 копейка ; 1946 ;  ; Br ; VF+ ; 11 ; alex995 ; 20 
 1501 ; 1 копейка ; 1948 ;  ; Br ; VF ; 2 ; Saneck ; 41 
 1502 ; 1 копейка ; 1954 ;  ; Br ; XF- ; 3 ; tss ; 31 
 1503 ; 1 копейка ; 1964 ;  ; Cu-Zn ; VF ; 14 ; тир ; 90 
 1504 ; 1 копейка ; 1986 ;  ; Cu-Zn ; AU ; 3 ; solder13 ; 11 
 1505 ; 1 копейка ; 1989 ;  ; Cu-Zn ; AU ; 3 ; solder13 ; 11 
 1506 ; 5 копеек ; 1924 ; Гурт гладкий  ; Cu ; VF ; 26 ; alex22 ; 509 
 1507 ; 3 копейки ; 1924 ; Гурт гладкий  ; Cu ; VF- ; 18 ; Basilio ; 226 
