 201 ; 5 копеек. В капсуле NGC ; 1892 ; СПБ АГ ; Ag ;  ; 58 ; Braslav ; 5750 
 3478 ; 200 эскудо. Португалия. Калифорния ; 1992 ;  ; Cu-Ni ; AU ; 46 ; Gyron ; 111 
 3479 ; 200 эскудо. Португалия. Португальское президентство в ЕС ; 1992 ;  ; Cu-Ni ; AU ; 42 ; Gyron ; 112 
 3480 ; 200 эскудо. Португалия. Первое японское посольство ; 1993 ;  ; Cu-Ni ; AU ; 31 ; Gyron ; 114 
 3481 ; 200 эскудо. Португалия. Искусство Намбан ; 1993 ;  ; Cu-Ni ; AU ; 23 ; andreizemlia ; 117 
 3482 ; 200 эскудо. Португалия. Танегасима ; 1993 ;  ; Cu-Ni ; AU ; 75 ; POSHEXON ; 116 
 3483 ; 200 эскудо. Португалия. Эспингарда ; 1993 ;  ; Cu-Ni ; AU ; 55 ; ML ; 117 
 3484 ; 200 эскудо. Португалия. Генрих I Мореплаватель ; 1994 ;  ; Cu-Ni ; AU ; 55 ; Graphic ; 167 
 3485 ; 200 эскудо. Португалия. Разделение мира ; 1994 ;  ; Cu-Ni ; AU ; 50 ; Graphic ; 121 
 3486 ; 200 эскудо. Португалия. Тордесильясский договор ; 1994 ;  ; Cu-Ni ; AU ; 30 ; Graphic ; 161 
 3487 ; 200 эскудо. Португалия. Молуккские острова ; 1995 ;  ; Cu-Ni ; AU ; 73 ; ask ; 174 
 3488 ; 200 эскудо. Португалия. Австралия ; 1995 ;  ; Cu-Ni ; AU ; 33 ; ask ; 179 
 3489 ; 200 эскудо. Португалия. Острова Солор и Тимор ; 1995 ;  ; Cu-Ni ; AU ; 36 ; Graphic ; 133 
 3490 ; 200 эскудо. Португалия. Жоао II ; 1995 ;  ; Cu-Ni ; XF+ ; 37 ; Graphic ; 126 
 3491 ; 200 эскудо. Португалия. Аффонсу де Альбукерки ; 1995 ;  ; Cu-Ni ; AU ; 38 ; Graphic ; 122 
 3492 ; 1 тугрик. Монголия. 60 лет Революции ; 1981 ;  ; Al/Br ; XF ; 13 ; ВМШ ; 170 
 3493 ; 1 рубль. Беларусь. Легенда про Зазулю ; 2008 ;  ; Cu-Ni ; Proof-like ; 31 ; vladzory ; 234 
 3494 ; 1 рубль. Беларусь. Птица года. Белая цапля ; 2008 ;  ; Cu-Ni ; Proof-like ; 40 ; ML ; 365 
 3495 ; 1 рубль. Беларусь. Зимородок ; 2008 ;  ; Cu-Ni ; Proof-like ; 68 ; ML ; 365 
 3496 ; 1 рубль. Беларусь. Финансовая система Беларуси ; 2008 ;  ; Cu-Ni ; Proof-like ; 31 ; vladzory ; 308 
 3497 ; 1 рубль. Беларусь. Серия "Корабли мира". Корабль "Седов" ; 2008 ;  ; Cu-Ni ; Proof-like ; 34 ; ges ; 361 
 3498 ; 10000 злотых. Польша. 10 лет Солидарности ; 1990 ;  ; Cu-Ni ; AU ; 41 ; allur65 ; 94 
 3499 ; 10000 злотых. Польша. 10 лет Солидарности ; 1990 ;  ; Cu-Ni ; VF+ ; 47 ; alskr ; 98 
 3500 ; 500 злотых. Польша. Владислав II Ягелло ; 1989 ;  ; Cu-Ni ; AU ; 29 ; BarnabyRadj ; 108 
 3501 ; 500 злотых. Польша. Владислав II Ягелло ; 1989 ;  ; Cu-Ni ; XF ; 21 ; SSS200 ; 92 
 3502 ; 500 злотых. Польша. 50 лет начала 2МВ ; 1989 ;  ; Cu-Ni ; AU ; 73 ; карпер ; 108 
 3503 ; 500 злотых. Польша. 50 лет начала 2МВ ; 1989 ;  ; Cu-Ni ; XF ; 50 ; Gyron ; 95 
 3504 ; 100 злотых. Польша. 40 лет ПНР ; 1984 ;  ; Cu-Ni ; AU ; 25 ; Gyron ; 93 
 3505 ; 100 злотых. Польша. Витос Винценты ; 1984 ;  ; Cu-Ni ; AU ; 45 ; t_v_v ; 81 
 3506 ; 100 злотых. Польша. Витос Винценты ; 1984 ;  ; Cu-Ni ; XF ; 44 ; SSS200 ; 67 
 3507 ; 100 злотых. Польша. Пшемысл II ; 1985 ;  ; Cu-Ni ; AU ; 37 ; SSS200 ; 92 
 3508 ; 100 злотых. Польша. Памятник польским женщинам ; 1985 ;  ; Cu-Ni ; AU ; 45 ; t_v_v ; 75 
 3509 ; 100 злотых. Польша. Памятник польским женщинам ; 1985 ;  ; Cu-Ni ; XF ; 52 ; SSS200 ; 63 
 3510 ; 100 злотых. Польша. Владислав Локетек ; 1986 ;  ; Cu-Ni ; XF+ ; 43 ; Gyron ; 96 
 3511 ; 100 злотых. Польша. 70 лет Великопольского восстания ; 1988 ;  ; Cu-Ni ; AU ; 35 ; t_v_v ; 82 
 3512 ; 100 злотых. Польша. 70 лет Великопольского восстания ; 1988 ;  ; Cu-Ni ; VF-XF ; 45 ; SSS200 ; 86 
 3513 ; 50 злотых. Польша. Мешко I ; 1979 ;  ; Cu-Ni ; AU ; 32 ; t_v_v ; 69 
 3514 ; 50 злотых. Польша. Казимир I Восстановитель ; 1980 ;  ; Cu-Ni ; AU ; 17 ; andreizemlia ; 92 
 3515 ; 50 злотых. Польша. Болеслав II Смелый ; 1981 ;  ; Cu-Ni ; AU ; 50 ; andreizemlia ; 92 
 3516 ; 50 злотых. Польша. Болеслав II Смелый ; 1981 ;  ; Cu-Ni ; XF ; 13 ; Gyron ; 94 
 3517 ; 50 злотых. Польша. Всемирный день еды ; 1981 ;  ; Cu-Ni ; XF ; 52 ; Tartan ; 92 
 3518 ; 50 злотых. Польша. Всемирный день еды ; 1981 ;  ; Cu-Ni ; XF- ; 21 ; t_v_v ; 84 
 3519 ; 50 злотых. Польша. Сикорский ; 1981 ;  ; Cu-Ni ; AU ; 28 ; t_v_v ; 61 
 3520 ; 50 злотых. Польша. Сикорский ; 1981 ;  ; Cu-Ni ; AU/XF ; 37 ; SSS200 ; 77 
 3521 ; 50 злотых. Польша. Сикорский ; 1981 ;  ; Cu-Ni ; XF ; 22 ; BarnabyRadj ; 78 
 3422 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; VF-XF ; 34 ; sever1967 ; 34 
 3423 ; 1/2 пенни. Великобритания ; 1941 ;  ; Br ; VF- ; 65 ; yurrgen ; 108 
 3424 ; 1 цент. Родезия ; 1977 ;  ; Br ; VF ; 26 ; Northman ; 42 
 3425 ; 1 сен. Япония ; 1916-1938 ;  ; Br ; VF ; 29 ; POSHEXON ; 200 
 3426 ; 1 цент. Бельгия ; 1912 ;  ; Cu ; VF ; 51 ; pvg ; 365 
 3427 ; 1/2 пиастра. Кипр ; 1942 ;  ; Cu ; VF ; 90 ; pvg ; 156 
 3428 ; 2 мантима. Латвия ; 1939 ;  ; Br ; VF ; 10 ; pvg ; 121 
 3429 ; 1/12 анны. Британская Индия ; 1932 ;  ; Cu ; VF ; 10 ; andreizemlia ; 48 
 3430 ; 1/2 цента. Нидерландская Индия ; 1945 ;  ; Cu ; XF ; 17 ; pvg ; 149 
 3431 ; 1 пайса. Бахавалпур ; 1342-1343 ;  ; Cu ; VF- ; 25 ; andreizemlia ; 142 
 3432 ; 1/24 шиллинга. Джерси ; 1946 ;  ; Br ; VF+ ; 34 ; andreyM ; 102 
 3433 ; 1 рубль. Белоруссия ; 2009 ;  ; Cu/Ni ; Proof ; 23 ; vladzory ; 203 
 3434 ; 1 рубль. Белоруссия ; 2010 ;  ; Cu/Ni ; Proof ; 23 ; vladzory ; 203 
 3435 ; 1 рубль. Белоруссия. Крещение ; 2009 ;  ; Cu/Ni ; Proof ; 39 ; vladzory ; 203 
 3436 ; 1 рубль. Белоруссия. Иудаизм ; 2010 ;  ; Cu/Ni ; Proof ; 19 ; jj ; 171 
 3437 ; 1 рубль. Белоруссия. Рыбы ; 2009 ;  ; Cu/Ni ; Proof ; 26 ; military ; 206 
 3438 ; 1 рубль. Белоруссия. Легенда про жаворонка ; 2009 ;  ; Cu/Ni ; Proof ; 13 ; klimvita ; 167 
 3439 ; 1 рубль. Белоруссия. Легенда ; 2007 ;  ; Cu/Ni ; Proof ; 18 ; vladzory ; 181 
 3440 ; 1 рубль. Белоруссия. Соломоплетение ; 2009 ;  ; Cu/Ni ; Proof ; 21 ; jj ; 163 
 3441 ; 1 рубль. Белоруссия. Овен ; 2009 ;  ; Cu/Ni ; Proof ; 28 ; military ; 153 
 3442 ; 1 рубль. Белоруссия. Телец ; 2009 ;  ; Cu/Ni ; Proof ; 20 ; vladzory ; 255 
 3443 ; 5 центов. США ; 1908 ;  ; Cu/Ni ; F-VF ; 60 ; pvg ; 219 
 3444 ; 1 шо. Тибет ; XXв ;  ; Cu ; F-VF ; 30 ; Dahan ; 223 
 3445 ; 2 пиастра. Ливия ; 1952 ;  ; Cu/Ni ; VF- ; 16 ; andreizemlia ; 57 
 3446 ; 3 пенса. Великобритания ; 1959 ;  ; Al/Br ; VF- ; 29 ; AGM62 ; 138 
 3447 ; 1 цент. Южная Африка ; 1942 ;  ; Cu ; F-VF ; 34 ; vc57 ; 107 
 3448 ; 10 франков. Франция ; 1949 ;  ; Cu/Ni ; VF+ ; 11 ; andreizemlia ; 77 
 3449 ; 5 пенни. Финляндия ; 1978 ;  ; Al ; AU ; 28 ; kozerog ; 28 
 3450 ; 1 цент. Марикий ; 1978 ;  ; Al ; AU ; 49 ; AGM62 ; 49 
 3451 ; 1 крона. Исландия ; 1978 ;  ; Br ; AU ; 46 ; pvg ; 102 
 3452 ; 10 аурар. Исландия ; 1981 ;  ; Br ; AU ; 55 ; 1456 ; 91 
 3453 ; 5 центов. США ; 2005D ;  ; Cu-Ni ; AU ; 33 ; bethowen ; 57 
 3454 ; 5 центов. США ; 2005D ;  ; Cu-Ni ; AU ; 30 ; bethowen ; 51 
 3455 ; 1/12 шиллинга. Джерси. 900 лет Нормандского завоевания ; 1966 ;  ; Br ; XF ; 30 ; AGM62 ; 148 
 3456 ; 5 сантимов "немецкая оккупация". Бельгия ; 1942 ;  ; Zn ; VF ; 113 ; shest ; 306 
 3457 ; 10 сантимов "немецкая оккупация". Бельгия ; 1942 ;  ; Zn ; VF ; 65 ; shest ; 206 
 3458 ; 25 сантимов "немецкая оккупация". Бельгия ; 1944 ;  ; Zn ; F-VF ; 54 ; shest ; 408 
 3459 ; 1 франк "немецкая оккупация". Бельгия ; 1943 ;  ; Zn ; F-VF ; 50 ; кве ; 69 
 3460 ; 5 франков "немецкая оккупация". Бельгия ; 1943 ;  ; Zn ; VF- ; 46 ; pvg ; 215 
 3461 ; 1 фартинг. Великобритания ; 1943 ;  ; Br ; VF+ ; 60 ; olga42 ; 174 
 3462 ; 1/2 пенни. Великобритания ; 1959 ;  ; Br ; XF ; 32 ; Pushan ; 102 
 3463 ; 1 пенни. Великобритания ; 1967 ;  ; Br ; XF ; 28 ; 1456 ; 49 
 3464 ; 3 пенса. Великобритания ; 1967 ;  ; Ni-лат ; VF+ ; 36 ; 1dima_s ; 67 
 3465 ; 6 пенсов. Великобритания ; 1967 ;  ; Cu-Ni ; XF+ ; 56 ; 1456 ; 79 
 3466 ; 1 шиллинг. Великобритания. Шотландский герб ; 1960 ;  ; Cu-Ni ; VF+ ; 54 ; Pushan ; 100 
 3467 ; 1 шиллинг. Великобритания. Английский герб ; 1963 ;  ; Cu-Ni ; VF ; 58 ; andreizemlia ; 69 
 3468 ; 2 шиллинга. Великобритания ; 1965 ;  ; Cu-Ni ; VF ; 24 ; Leon17 ; 55 
 3469 ; 1/2 кроны. Великобритания ; 1967 ;  ; Cu-Ni ; XF ; 62 ; 1456 ; 259 
 3470 ; 1 крона. Великобритания. Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; AU ; 37 ; Leon17 ; 113 
 3471 ; 1 доллар. США. Эйзенхауэр ; 1971 ;  ; Cu-Ni ; XF ; 26 ; andreizemlia ; 114 
 3372 ; 1 гульден. Нидерланды ; 1956 ;  ; Ag ; VF ; 39 ; andreizemlia ; 160 
 3373 ; 1 крона. Австрия ; 1916 ;  ; Ag ; VF+ ; 15 ; Юбер ; 158 
 3374 ; 10 центов. Стрейтс-Сетлментс ; 1927 ;  ; Ag ; VF ; 21 ; andreizemlia ; 148 
 3375 ; 1/4 доллара. США. Вашингтон ; 1932 ;  ; Ag ; F ; 33 ; andreizemlia ; 204 
 3376 ; 1/4 доллара. США ; 1898 ;  ; Ag ; F+ ; 35 ; andreizemlia ; 180 
 3377 ; 1 дайм. США. Меркури ; 1941 ;  ; Ag ; VF+ ; 44 ; КостяVa ; 175 
 3378 ; 1 дайм. США. Рузвельт ; 1957D ;  ; Ag ; VF+ ; 31 ; нэри ; 192 
 3379 ; 20 сентаво. Филиппины ; 1944D ;  ; Ag ; VF- ; 28 ; andreizemlia ; 255 
 3380 ; 25 центов. Канада ; 1958 ;  ; Ag ; F-VF ; 29 ; andreizemlia ; 126 
 3381 ; 2 реала. Гватемала ; 1895 ;  ; Ag ; VF- ; 42 ; pvg ; 520 
 3382 ; 200 лей. Румыния ; 1942 ;  ; Ag ; VF ; 42 ; bu ; 263 
 3383 ; 20 франков. Бельгия ; 1934 ;  ; Ag ; VF ; 79 ; pvg ; 547 
 3384 ; 1/4 боливара. Венесуэла ; 1946 ;  ; Ag ; VF- ; 13 ; pvg ; 114 
 3385 ; 1 франк. Франция ; 1922 ;  ; Al/Br ; VF+ ; 15 ; pvg ; 144 
 3386 ; 10 пфеннигов. Германия. Нотгельд. Кобленц ; 1918 ;  ; Fe ; VF- ; 28 ; derbnik ; 120 
 3387 ; 50 сантимов. Франция ; 1865K ;  ; Ag ; F ; 40 ; andreizemlia ; 140 
 3388 ; 2000 рейс. Бразилия ; 1935 ;  ; Ag ; XF- ; 48 ; pvg ; 816 
 3389 ; 500 рейс. Бразилия ; 1889 ;  ; Ag ; VF-XF ; 72 ; pvg ; 1020 
 3390 ; 2000 рейс. Бразилия ; 1934 ;  ; Ag ; VF-XF ; 72 ; Ley ; 407 
 3391 ; 2000 рейс. Бразилия. 400 лет колонизации ; 1932 ;  ; Ag ; XF+ ; 64 ; Graphic ; 1041 
 3392 ; 2000 рейс. Бразилия. 100 лет независимости ; 1922 ;  ; Ag ; XF ; 62 ; Ley ; 996 
 3393 ; 500 рейс. Бразилия ; 1860 ;  ; Ag ; VF- ; 46 ; S1952 ; 295 
 3394 ; 5000 рейс. Бразилия ; 1936 ;  ; Ag ; XF- ; 52 ; pvg ; 408 
 3395 ; 10 центов. Французский Индо-Китай ; 1937 ;  ; Ag ; F-VF ; 28 ; Юбер ; 195 
 3396 ; 5 франков. Франция ; 1963 ;  ; Ag ; VF- ; 95 ; Searcher ; 311 
 3397 ; 1 корона. Венгрия ; 1896 ;  ; Ag ; VF ; 81 ; pvg ; 735 
 3398 ; 2 динара. Сербия ; 1897 ;  ; Ag ; XF ; 50 ; pvg ; 645 
 3399 ; 100 рейс. Португалия ; 1910 ;  ; Ag ; VF+ ; 60 ; pvg ; 816 
 3400 ; 1 фран ар. Албания ; 1937 ;  ; Ag ; XF ; 69 ; dsp ; 453 
 3401 ; 1/2 франка. Швейцария ; 1959 ;  ; Ag ; XF ; 11 ; покупатель ; 104 
 3402 ; Монета иностранная. Восток ; 1808 ;  ; Ag ; VF ; 42 ; kont ; 667 
 3403 ; 20 злотых. Польша ; 1980 ;  ; Cu/Ni ; AU ; 42 ; BarnabyRadj ; 120 
 3404 ; 10 динар. Югославия. FAO ; 1976 ;  ; Cu/Ni/Zn ; AU ; 50 ; 1456 ; 185 
 3405 ; 2 лиры. Италия ; 1940 ;  ; St ; XF- ; 69 ; 1456 ; 150 
 3406 ; 2 колона. Коста-Рика ; 1954 ;  ; St ; VF+ ; 24 ; pvg ; 138 
 3407 ; 1 лек. Албания ; 1939 ;  ; St ; XF- ; 43 ; 1456 ; 255 
 3408 ; 20 сантимов. Франция ; 1943 ;  ; Zn ; VF ; 18 ; pvg ; 255 
 3409 ; 10 сантимов. Франция ; 1943 ;  ; Zn ; VF ; 43 ; shest ; 510 
 3410 ; 10 пфеннигов. Нотгельд ; 1918 ;  ; Fe ; F ; 45 ; yurrgen ; 105 
 3411 ; 25 центов. Британские Каррибские территории ; 1961 ;  ; Cu/Ni ; F-VF ; 38 ; andreyM ; 70 
 3412 ; 5 пфеннигов. Германия ; 1939D ;  ; Al/Br ; VF ; 19 ; pvg ; 177 
 3413 ; 1/2 лек. Албания ; 1926 ;  ; St ; VF+ ; 24 ; 1456 ; 600 
 3414 ; 25 сантимов. Испания ; 1937 ;  ; Cu/Ni ; VF ; 38 ; Юбер ; 100 
 3415 ; 2 шиллинга. Уганда ; 1966 ;  ; Cu/Ni ; VF+ ; 46 ; pvg ; 197 
 3416 ; 400 рейс. Бразилия ; 1919 ;  ; Cu/Ni ; VF ; 73 ; pvg ; 241 
 3417 ; 200 рейс. Бразилия ; 1901 ;  ; Cu/Ni ; F-VF ; 50 ; pvg ; 243 
 3418 ; 5 крон. Швеция ; 1972 ;  ; Cu/Ni ; VF-XF ; 36 ; В1951 ; 112 
 3419 ; 100 франков. Центрально-Африканская Республика ; 1972 ;  ; Cu/Ni ; XF- ; 48 ; pvg ; 233 
 3420 ; 1/10 пенни. Британская Западная Африка ; 1908 ;  ; Cu/Ni ; VF ; 46 ; AGM62 ; 363 
 3421 ; 1000 рейс. Бразилия ; 1927 ;  ; Al/Br ; F-VF ; 53 ; Юбер ; 61 
 3322 ; 2 крейцера. Австро-Венгерская Империя, Франц Иосиф I ; 1893 KB ;  ; Br ; VF+ ; 18 ; pvg ; 279 
 3323 ; 5 шиллингов. Австрия ; 1962 ;  ; Ag ; XF- ; 17 ; bu ; 135 
 3324 ; 2 1/2 гульдена. Нидерланды, Вильгельмина ; 1937 ;  ; Ag ; VF+ ; 34 ; Ley ; 1122 
 3325 ; 5 сантимов. Франция, 3-я республика ; 1922 ;  ; Ni ; XF ; 9 ; 1456 ; 183 
 3326 ; 25 сантимов. Франция, Нотгельд округа Эврё ; 1921 ;  ; Al ; AU ; 59 ; derbnik ; 195 
 3327 ; 10 сантимов. Франция, Нотгельд округа Эврё ; 1921 ;  ; Al ; AU ; 45 ; derbnik ; 196 
 3328 ; 20 сантимов. Франция, Нотгельд округа Париж ; 1923 ;  ; Al ; F+ ; 16 ; Man 11 ; 285 
 3329 ; 1 пенни. Великобритания, Виктория ; 1876 ;  ; Br ; VF- ; 49 ; Павлов75 ; 497 
 3330 ; 6 пенсов. Британская Австралия, Георг V ; 1936 ;  ; Ag ; VF ; 74 ; pvg ; 250 
 3331 ; 1 песа. Занзибар, Султан Саид ; 1882 (1299л.х.) ;  ; Br ; VF ; 29 ; fajyz ; 543 
 3332 ; 1 пай. Индия, Хайдерабад ; 1909 (1327 л.х.) ;  ; Cu ; VF ; 19 ; ML ; 166 
 3333 ; 1/2 франка. Швейцария ; 1904 ;  ; Ag ; F-VF ; 9 ; andreizemlia ; 111 
 3334 ; 1 цент. США ; 1904 ;  ; Br ; F-VF ; 46 ; купидон ; 510 
 3335 ; 1 доллар. Тринидад и Тобаго ; 1975 ;  ; Ni ; Proof ; 39 ; pvg ; 213 
 3336 ; 1 доллар. США. Вильям Генри Гаррисон ; 2009P ;  ; Cu-Ni-Zn,краска ; AU ; 32 ; dbnfvby ; 171 
 3337 ; 1/4 доллара. США. Аляска ; 2008D ;  ; Cu-Ni,краска ; AU ; 35 ; andreizemlia ; 101 
 3338 ; 1 цент. США ; 2009 ;  ; Cu-Zn,краска ; AU ; 34 ; andreizemlia ; 108 
 3339 ; 1 цент. США ; 2009 ;  ; Cu-Zn,краска ; AU ; 31 ; veter 9 ; 125 
 3340 ; 5 корон. Австрия ; 1900 ;  ; Ag ; F-VF ; 93 ; Serg78 ; 1597 
 3341 ; 1 крона. Швеция ; 1950 ;  ; Ag ; VF ; 10 ; Searcher ; 114 
 3342 ; 1 крона. Швеция ; 1945 ;  ; Ag ; VF ; 26 ; Searcher ; 114 
 3343 ; 1 крона. Швеция ; 1947 ;  ; Ag ; VF- ; 55 ; Searcher ; 113 
 3344 ; 25 эре. Швеция ; 1953 ;  ; Ag ; XF- ; 25 ; andreizemlia ; 51 
 3345 ; 10 эре. Швеция ; 1945 ;  ; Ag ; XF ; 37 ; andreizemlia ; 51 
 3346 ; 10 эре. Швеция ; 1935 ;  ; Ag ; VF+ ; 27 ; bu ; 90 
 3347 ; 10 эре. Швеция ; 1954 ;  ; Ag ; AU ; 42 ; барсик ; 47 
 3348 ; 10 эре. Швеция ; 1946 ;  ; Ni-Br ; VF ; 40 ; pvg ; 40 
 3349 ; 50 эре. Швеция ; 1946 ;  ; Ni-Br ; VF ; 40 ; pvg ; 51 
 3350 ; 5 сантимов. Бельгия ; 1906 ;  ; Cu-Ni ; XF- ; 28 ; pvg ; 285 
 3351 ; 2 евро. Люксембург. Генри и Адольф ; 2005 ;  ; Би/м ; AU ; 35 ; Attilla ; 197 
 3352 ; 2 эре. Швеция ; 1883 ;  ; Cu ; VF- ; 16 ; pvg ; 224 
 3353 ; 1 пенни. Финляндия ; 1924 ;  ; Cu ; XF+ ; 32 ; pvg ; 204 
 3354 ; 50 эскудо. Португалия ; 1986 ;  ; Cu/Ni ; XF ; 41 ; КостяVa ; 73 
 3355 ; 25 эскудо. Португалия ; 1980 ;  ; Cu/Ni ; VF+ ; 41 ; КостяVa ; 91 
 3356 ; 5 марок. Эстония ; 1924 ;  ; Al/Br ; VF- ; 84 ; basmach ; 939 
 3357 ; 4 скиллинга. Дания ; 1856 ;  ; Cu ; F+ ; 58 ; pvg ; 301 
 3358 ; 2 злотых. Польша. 100 лет образовая TOPR ; 2009 ;  ; Лат ; AU ; 33 ; military ; 92 
 3359 ; 2 злотых. Польша. 65 лет восстания в Варшавском гетто ; 2008 ;  ; Лат ; AU ; 10 ; military ; 94 
 3360 ; 2 злотых. Польша. Чеслав Юлиуш Немен, рок-музыкант ; 2009 ;  ; Лат ; AU ; 24 ; military ; 92 
 3361 ; 2 злотых. Польша. 95 годовщина Яна Твардовского ; 2010 ;  ; Лат ; AU ; 16 ; military ; 92 
 3362 ; 2 злотых. Польша. 300 лет поломничеству на Ясной горе ; 2011 ;  ; Лат ; AU ; 12 ; military ; 92 
 3363 ; 2 злотых. Польша. Исследователи ; 2007 ;  ; Лат ; AU ; 25 ; military ; 92 
 3364 ; 2 злотых. Польша 65 лет освобождения пленных Аушвиц-Биркенау ; 2010 ;  ; Лат ; AU ; 22 ; карпер ; 105 
 3365 ; 2 злотых. Польша. Гдыня ; 2011 ;  ; Лат ; AU ; 63 ; sikachai ; 105 
 3366 ; 2 евро. Франция. Президентство Франции в ЕС ; 2008 ;  ; Би/м ; XF ; 38 ; nikitin782 ; 183 
 3367 ; 10 монго. Монголия ; 1925 ;  ; Ag ; VF ; 18 ; нэри ; 266 
 3368 ; 20 сентаво. Мексика ; 1943 ;  ; Ag ; VF+ ; 43 ; ВМШ ; 340 
 3369 ; 6 пенсов. Новая Зеландия ; 1946 ;  ; Ag ; VF ; 27 ; bu ; 157 
 3370 ; 1 лат. Латвия ; 1924 ;  ; Ag ; VF ; 39 ; uuu ; 121 
 3371 ; 2 злотых. Польша ; 1933 ;  ; Ag ; F-VF ; 35 ; andreizemlia ; 107 
 3272 ; Фартинг. Великобритания. Эдвард VII ; 1903 ;  ; Br ; VF-XF ; 74 ; ANNT4 ; 138 
 3273 ; 1/2 пенни. Великобритания. Виктория ; 1876Н ;  ; Br ; VF+ ; 44 ; SNN ; 497 
 3274 ; 10 сентимес. Франция ; 1906 ;  ; Br ; XF ; 37 ; ask ; 185 
 3275 ; 1 сент. Нидерланды ; 1937 ;  ; Br ; XF ; 30 ; andreizemlia ; 115 
 3276 ; 1 крейцер. Австрия ; 1881 ;  ; Cu ; VF+ ; 21 ; pvg ; 247 
 3277 ; 1 пенни. Великобритания ; 1797 ;  ; Cu ; F ; 83 ; alko25 ; 263 
 3278 ; 2 динара. Югославия ; 1938 ;  ; Латунь ; VF-XF ; 31 ; Northman ; 128 
 3279 ; 1 скиллингригсмон. Дания ; 1860 ;  ; Br ; VF ; 41 ; 1456 ; 714 
 3280 ; 1 эре. Швеция. Карл XV ; 1872L.A ;  ; Br ; VF- ; 44 ; pvg ; 223 
 3281 ; 1 байокко. Ватикан. Пий IX ; 1851R ;  ; Cu ; VF ; 37 ; yurrgen ; 177 
 3282 ; 50 стотинок. Болгария ; 1937 ;  ; Латунь ; AU ; 74 ; bondars ; 146 
 3283 ; 20 сент. Франция ; 1932 ;  ; Cu-Ni ; AU ; 55 ; yurrgen ; 157 
 3284 ; 1/4 доллара. США. Штат Невада ; 2006D ;  ; Cu-Ni ; AU ; 34 ; durilka ; 55 
 3285 ; 1/4 доллара. США. Штат Южная Дакота ; 2006D ;  ; Cu-Ni ; AU ; 18 ; durilka ; 51 
 3286 ; 1/4 доллара. США. Штат Джорджия ; 1999D ;  ; Cu-Ni ; AU ; 16 ; andreizemlia ; 58 
 3287 ; 1/4 доллара. США. Штат Миссури ; 2003D ;  ; Cu-Ni ; AU ; 19 ; vladzory ; 42 
 3288 ; 1/4 доллара. США. Штат Аризона ; 2008D ;  ; Cu-Ni ; AU ; 12 ; kozerog ; 34 
 3289 ; 1/4 доллара. США. Штат Калифорния ; 2005D ;  ; Cu-Ni ; AU ; 38 ; durilka ; 57 
 3290 ; 1/4 доллара. США. Штат Висконсин ; 2004D ;  ; Cu-Ni ; AU ; 26 ; Антон Семенович ; 46 
 3291 ; 1/4 доллара. США. Штат Айова ; 2004D ;  ; Cu-Ni ; AU ; 12 ; kozerog ; 35 
 3292 ; 1/4 доллара. США. Штат Вермонт ; 2001D ;  ; Cu-Ni ; AU ; 24 ; durilka ; 47 
 3293 ; 1/4 доллара. США. Штат Индиана ; 2002D ;  ; Cu-Ni ; AU ; 22 ; kozerog ; 39 
 3294 ; 1/4 доллара. США. Штат Колорадо ; 2006D ;  ; Cu-Ni ; AU ; 45 ; durilka ; 69 
 3295 ; 1/4 доллара. США. Штат Северная Дакота ; 2006D ;  ; Cu-Ni ; AU ; 27 ; Антон Семенович ; 45 
 3296 ; 1/4 доллара. США. Штат Теннесси ; 2002D ;  ; Cu-Ni ; AU ; 23 ; durilka ; 46 
 3297 ; 1 фунт. Египет ; 20 век ;  ; Би/м ; XF ; 37 ; tars7777 ; 65 
 3298 ; 1 фунт. Египет ; 20 век ;  ; Би/м ; AU ; 37 ; Graphic ; 82 
 3299 ; 1 фунт. Египет ; 20 век ;  ; Би/м ; XF ; 18 ; uharius ; 37 
 3300 ; 1 йена. Тайвань ; 1960-1980 ;  ; Cu-Ni-Zn ; VF ; 13 ; andreizemlia ; 62 
 3301 ; 1/2 доллара. США. Кеннеди ; 1968D ;  ; Ag ; XF+ ; 47 ; 206811 ; 483 
 3302 ; 1/2 песо. Доминикана ; 1973 ;  ; Cu-Ni ; F-VF ; 17 ; vc57 ; 138 
 3303 ; Монета. Бухара. Отверстие ; 1337ЛХ ;  ; лат ; F ; 40 ; Dahan ; 202 
 3304 ; 1/40 риала. Йемен ; 1368-1377 ;  ; Br ; VF ; 48 ; campan ; 238 
 3305 ; Монета. Азия ;  ;  ; Br ; F ; 45 ; avg1974 ; 320 
 3306 ; Монета. Азия ;  ;  ; Br ; F ; 45 ; mkm1968 ; 116 
 3307 ; Монета. Азия ;  ;  ; Br ; F ; 65 ; avg1974 ; 147 
 3308 ; 100 йен. Япония. Олимпиада Токио ; 1964 ;  ; Ag ; XF ; 88 ; letchik91 ; 816 
 3309 ; 20 франков. Люксембурга ; 1980 ;  ; Лат ; VF ; 80 ; pvg ; 206 
 3310 ; 2 фунта. Великобритании. 300 лет Биллю о Правах ; 1989 ;  ; Лат ; VF+ ; 68 ; Dahan ; 130 
 3311 ; 10 крон. Швеция ; 1992 ;  ; Лат ; AU ; 64 ; КостяVa ; 75 
