 6626 ; Бинокль театральный, складной. СССР ;  ;  ; Б/м ;  ; 23 ; Yamilov ; 2550 
 3674 ; Лот монет Филиппин: 4 шт. ;  ;  ; St/Лат,St/Cu ; AU ; 18 ; митяй ; 49 
 3675 ; Лот монет Филиппин: 1 писо (3 шт.) ;  ;  ; St/Ni ; VF/XF ; 10 ; Копеечка ; 21 
 3676 ; Лот монет Чехословакии: 3 шт. ;  ;  ; Al ; VF ; 27 ; Andre_Vladi ; 83 
 3677 ; Лот иностранных монет: 2 шт. ;  ;  ; Br,Al/Br ; XF ; 4 ; sergvetr78 ; 6 
 3678 ; Лот монет Киргизии: 3 шт. ;  ;  ; St/Ni ; VF/XF ; 9 ; Fa1Con ; 21 
 3679 ; Лот монет Европы: 5 евроцентов (2 шт.) ;  ;  ; St/Cu ; XF/AU ; 6 ; sergvetr78 ; 9 
 3680 ; Лот иностранных монет: 2 шт. ;  ;  ; St/Ni ; AU ; 30 ; Fa1Con ; 39 
 3681 ; Лот иностранных монет: 3 шт. ;  ;  ; Cu-Ni ; F/VF ; 17 ; aaaaa1971 ; 46 
 3682 ; Лот монет Франции: 2 шт. ;  ;  ; Al/Br ; VF/VF+ ; 25 ; marconi605 ; 82 
 3683 ; Лот монет Казахстана: 6 шт. ;  ;  ; Cu-Ni,Ж/м ; VF/XF ; 40 ; SupERGood ; 237 
 3684 ; Лот монет Польши: 5 шт. ;  ;  ; Al,Cu-Ni ; VF/VF+ ; 15 ; double ; 57 
 3685 ; Лот иностранных монет: 3 шт. ;  ;  ; Cu-Ni ; VF+ ; 24 ; cfif24 ; 41 
 3686 ; Лот монет Тайланда: 4шт ;  ;  ; Би/м Cu-Ni ; VF/XF ; 17 ; seabear69 ; 31 
 3687 ; Лот монет Узбекистана: 3 шт. ;  ;  ; St/Ni ; XF- ; 5 ; agentvovan ; 21 
 3688 ; Лот монет Казахстана: 3 шт. ;  ;  ; Би/м,Ж/м ; XF ; 9 ; bobbar ; 38 
 3689 ; Лот монет Литвы: 1 лит (2 шт.) ;  ;  ; Cu-Ni ; VF+/XF ; 21 ; SupERGood ; 101 
 3690 ; Лот монет Таиланда: 4 шт. ;  ;  ; Ж/м ; AU ; 22 ; Oleg72 ; 41 
 3691 ; Лот монет ГДР: 2 шт. ;  ;  ; Al ; VF+ ; 3 ; птичка16 ; 5 
 3692 ; Лот монет Финляндии: 25 пенни (4 шт.) ; 1940-1943 ;  ; Cu ; XF ; 18 ; SpAi ; 255 
 3693 ; Лот монет Приднестровья: 4 шт. ;  ;  ; Пластик ; AU ; 38 ; Sky2 ; 312 
 3594 ; 50 пенсов остров Святой Елены и Вознесения ; 1994 ;  ; Cu-Ni ; AU/XF ; 17 ; silver925 ; 348 
 3595 ; 1 крона Остров Мэн ; 1981 ;  ; Cu-Ni ; XF ; 14 ; SKeeper ; 304 
 3596 ; 50 пенсов Фолклендские острова ; 1977 ;  ; Cu-Ni ; XF+ ; 17 ; doc2 ; 448 
 3597 ; 6 пенсов Южная Родезия ; 1948 ;  ; Cu-Ni ; VF- ; 12 ; lestes ; 263 
 3598 ; 3 пенса Родезия и Ньясаленд ; 1955 ;  ; Cu-Ni ; VF ; 12 ; lestes ; 122 
 3599 ; 1/2 эре Швеция ; 1858 ;  ; Cu ; F-VF ; 5 ; Снежный Барс ; 74 
 3600 ; 10 пфеннигов Германия Нотгельд ; 1920 ;  ; Fe ; AU ; 35 ; физмат ; 283 
 3601 ; 50 пфеннигов Германия Нотгельд ; 1920 ;  ; Fe ; AU ; 22 ; физмат ; 323 
 3602 ; 1 пфенниг. Германия, Рейсс ; 1868А ;  ; Cu ; VF+ ; 52 ; Zoltan 333 ; 871 
 3603 ; 1 пфенниг. Германия, Анхальт ; 1862А ;  ; Cu ; VF ; 50 ; Zoltan 333 ; 804 
 3604 ; 1 шварен. Германия, Ольденбург ; 1866 ;  ; Cu ; F ; 37 ; Sky2 ; 408 
 3605 ; 1 доллар США ; 1972 ;  ; Cu-Ni ; VF-XF ; 13 ; Копеечка ; 122 
 3606 ; 1 доллар США ; 1974D ;  ; Cu-Ni ; XF ; 10 ; LVG81 ; 202 
 3607 ; 1 доллар США ; 2000D ;  ; Cu-Ni-Zn ; XF+ ; 8 ; Челябинск 174 ; 122 
 3608 ; 1 доллар США ; 2008D ;  ; Cu-Ni-Zn ; XF+ ; 9 ; maximus8404 ; 122 
 3609 ; 1 доллар США ; 2007P ;  ; Cu-Ni-Zn ; AU ; 12 ; eugene67 ; 120 
 3610 ; 1 доллар США ; 1971D ;  ; Cu-Ni ; XF- ; 16 ; Копеечка ; 125 
 3611 ; Монета. М-0,68гр ;  ;  ;  ; VG ; 35 ; vladmarkin ; 107 
 3612 ; 1/12 шиллинга. Джерси ; 1945 ;  ; Br ; XF ; 14 ; doc2 ; 431 
 3613 ; 1/12 шиллинга. Джерси ; 1946 ;  ; Br ; XF ; 11 ; lestes ; 190 
 3614 ; 5 центов. Восточная Африка ; 1942 ;  ; Br ; XF ; 24 ; double ; 208 
 3615 ; 1 дуит. Нидерландская Индия ; 1751 ;  ; Cu ; F ; 41 ; nays ; 517 
 3616 ; 1/2 пенни. Австралия ; 1938 ;  ; Br ; VF+ ; 49 ; Plus ; 317 
 3617 ; 1/2 пенни. Австралия ; 1912 ;  ; Br ; VF+ ; 23 ; Northman ; 184 
 3618 ; 1 фартинг. Великобритания ; 1927 ;  ; Br ; AU ; 25 ; Reks ; 113 
 3619 ; 1/2 цента. 	Новая Шотландия ; 1861 ;  ; Cu ; F-VF ; 36 ; double ; 714 
 3620 ; 1 цент. Восточная Африка ; 1922 ;  ; Br ; VF+ ; 33 ; svetikbsk ; 224 
 3621 ; 5 шиллингов. Великобритания. Коронация Королевы Елизаветы II ; 1953 ;  ; Cu-Ni ; XF ; 44 ; MikeWinger ; 305 
 3622 ; 2 марки. ГДР ; 1957 ;  ; Al ; VF+ ; 20 ; ag58 ; 54 
 3623 ; 50 чентезимо. Италия ; 1941 ;  ; St ; VF-XF ; 22 ; scaar ; 65 
 3624 ; 5 марок. ГДР. 20 лет ГДР ; 1969 ;  ; Ni/Br ; XF ; 6 ; hobby19 ; 31 
 3625 ; 5 афгани. Афганистан ;  ;  ; Cu-Ni ; XF ; 13 ; O.Krit ; 102 
 3626 ; 2 евро. Сан-Марино. Международный год развития туризма. Буклет ; 2017 ;  ; Би/м ; AU ; 46 ; lva08 ; 2346 
 3627 ; 2 евро Ватикан Бенедикт XVI Буклет ; 2007 ;  ; Би/м ; AU ; 78 ; salim ; 9330 
 3628 ; 100 тенге. Казахстан. Кокбери. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 25 ; KuravA ; 420 
 3629 ; 100 тенге. Казахстан. Кыз узату. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 32 ; aziya11 ; 329 
 3630 ; Набор монет Украины (8шт)+жетон. Пластиковая упаковка ; 2015 ;  ; St,Al/Br,б/м ; Unc ; 37 ; zx123 ; 2685 
 3631 ; Набор монет Украины (7шт)+жетон. Пластиковая упаковка ; 2014 ;  ; St,Al/Br,б/м ; Unc ; 40 ; Коллекционер СНГ ; 2652 
 3632 ; Набор монет Украины (7шт)+жетон. Пластиковая упаковка ; 2008 ;  ; St,Al/Br,б/м ; Unc ; 60 ; zx123 ; 7143 
 3633 ; Набор монет Украины (8шт). Пластиковая упаковка ; 2016 ;  ; St,Al/Br ; Unc ; 33 ; MARSHALL ; 2553 
 3634 ; Набор монет Украины: 10,5,2,1 гривны, 50,10 коп (8шт) Буклет ; 2019 ;  ; Ni/St Лат/St ; AU ; 36 ; nds80 ; 1730 
 3635 ; Набор монет Канады (Собаки): 50 центов (4шт) Коробка, сертификат ;  ;  ; Ag ; Proof ; 56 ; Ertyui ; 3180 
 3636 ; Набор монет Канады (Морские гиганты): 50 центов (4шт) Коробка, сертификат ; 1998 ;  ; Ag ; Proof ; 40 ; Ertyui ; 3255 
 3637 ; Лот монет Казахстана: 50 тенге (16шт). Буклет ; 2011-2016 ;  ; Cu-Ni ; AU ; 70 ; KRASLAVA ; 1127 
 3638 ; Набор монет Великобритании: 2,1 фунт, 50,20,10,5,2,1 пенни (9 шт.) "Свадебный". Буклет, сертификат ; 2001 ;  ; Би/м,Cu-Ni,Br ; Unc ; 31 ; D-503 ; 1361 
 3639 ; Набор монет Франции: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) Буклет ; 2017 ;  ; Би/м Cu/St Лат ; AU ; 42 ; nik110850 ; 1847 
 3640 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцентов (9шт) Пластиковая упаковка ; 2013 ;  ; Би/м Cu/St Лат ; Proof ; 58 ; nik110850 ; 1247 
 3641 ; Набор монет Португалии: 2,1 евро, 50,20,10,5,2,1 евроцентов (8шт) Буклет ; 2016 ;  ; Би/м Cu/St Лат ; AU ; 35 ; Timakros ; 1347 
 3642 ; Лот монет Венесуэлы (10шт) ;  ;  ; Cu-Ni,Ni,St/Cu, ; AU ; 32 ; SupERGood ; 363 
 3643 ; Лот монет Венгрии (13шт) ;  ;  ; Al,Cu-Ni,би/м ; XF/AU ; 27 ; ЛОПАТИНиКО ; 522 
 3544 ; 10 чентезимо. Сан-Марино ; 1936 ;  ; Br ; VF ; 21 ; dimcoin ; 251 
 3545 ; 10 чентезимо. Сан-Марино ; 1937 ;  ; Br ; VF-XF ; 12 ; d-master ; 261 
 3546 ; 5 чентезимо. Сан-Марино ; 1935 ;  ; Br ; VF-XF ; 28 ; silver925 ; 241 
 3547 ; 1/2 доллара. США. 200 лет независимости ; 1976 ;  ; Cu-Ni ; XF+ ; 23 ; TimurNN ; 105 
 3548 ; 3 теньге. Бухарское ханство. Алим-Хан ;  ;  ; Cu ; VF ; 30 ; vak ; 322 
 3549 ; 200 эскудо. Португалия ; 1997 ;  ; Cu-Ni ; XF ; 13 ; focus ; 201 
 3550 ; 200 эскудо. Португалия ; 1993 ;  ; Cu-Ni ; AU ; 16 ; StanislavAK ; 261 
 3551 ; 50 бани. Румыния. Владислав I Влайку ; 2014 ;  ; Ni/Лат ; AU ; 26 ; Vol4en0k ; 255 
 3552 ; 50 бани. Румыния. 575 лет с начала правления Яноша Хуньяди ; 2016 ;  ; Ni/Лат ; AU ; 24 ; Vol4en0k ; 255 
 3553 ; 50 бани. Румыния. 10 лет деноминации валюты ; 2015 ;  ; Ni/Лат ; AU ; 19 ; Vol4en0k ; 255 
 3554 ; 50 бани. Румыния. 625 лет началу правления Короля Мирчи Старого ; 2011 ;  ; Ni/Лат ; AU ; 36 ; Vol4en0k ; 319 
 3555 ; 50 бани. Румыния. 100 лет первому полету Аурела Влайка ; 2010 ;  ; Ni/Лат ; AU ; 39 ; Vol4en0k ; 397 
 3556 ; 50 бани. Румыния. 10 лет вступления Румынии в Евросоюз ; 2017 ;  ; Ni/Лат ; AU ; 19 ; Vol4en0k ; 255 
 3557 ; 50 бани. Румыния. 500 лет с начала правления Нягоя I Басараба ; 2012 ;  ; Ni/Лат ; AU ; 37 ; Vol4en0k ; 305 
 3558 ; 1/2 нового шекеля. Израиль ; 1999 ;  ; Al/Br ; VF+ ; 9 ; Sam ; 16 
 3559 ; 50 йен. Япония ; 1974 ;  ; Cu-Ni ; XF ; 18 ; ialaiola ; 38 
 3560 ; 500 йен. Япония ; 1994 ;  ; Cu-Ni ; XF ; 73 ; ialaiola ; 959 
 3561 ; 1 сентаво. Гватемала ; 1982 ;  ; Лат ; AU ; 13 ; kornum ; 57 
 3562 ; 10 песет. Испания ; 1984 ;  ; Cu-Ni ; AU ; 12 ; Fa1Con ; 21 
 3563 ; 5 песет. Испания ; 1990 ;  ; Ni/Br ; VF ; 2 ; sergvetr78 ; 3 
 3564 ; 25 песет. Испания. Канарские острова ; 1994 ;  ; Ni/Br ; XF ; 12 ; кбч5 ; 23 
 3565 ; 25 песет. Испания. Кастилия Ла-Манча ; 1996 ;  ; Ni/Br ; XF ; 9 ; Atlantida ; 22 
 3566 ; 25 песет. Испания. Хуан Карлос I. Олимпиада в Барселоне ; 1991 ;  ; Ni/Br ; XF+ ; 19 ; sveta6369 ; 49 
 3567 ; 25 песет. Испания. Чемпионат по футболу ; 1980 ;  ; Cu-Ni ; VF ; 12 ; Yustas69 ; 28 
 3568 ; 50 сентаво. Гватемала ; 2012 ;  ; St/Лат ; XF ; 13 ; bobbar ; 21 
 3569 ; 1/2 динара. Тунис ; 1997 ;  ; Cu-Ni ; VF+ ; 20 ; doc2 ; 160 
 3570 ; 25 эре. Дания ; 1965 ;  ; Cu-Ni ; XF ; 36 ; Fa1Con ; 44 
 3571 ; 20 геллеров. Австро-Венгрия ; 1911 ;  ; Cu-Ni ; VF- ; 11 ; scaar ; 30 
 3572 ; 5 злотых. Польша ; 1994 ;  ; Би/м ; XF ; 15 ; DNK981 ; 137 
 3573 ; 1 цент. Фиджи ; 2006 ;  ; Br ; XF+ ; 27 ; Oleg72 ; 41 
 3574 ; 2 цента. Фиджи ; 2001 ;  ; Br ; XF+ ; 14 ; kornum ; 44 
 3575 ; 1 рупия. Индия ; 1999 ;  ; St ; VF+ ; 1 ; Maksss163 ; 2 
 3576 ; 1 цент. Южная Африка ; 1977 ;  ; Br ; VF-XF ; 25 ; Копеечка ; 37 
 3577 ; 10 франков. Франция ; 1946 ;  ; Cu-Ni ; XF ; 53 ; lestes ; 129 
 3578 ; 5 писо. Филиппины ; 2005 ;  ; Al/Br ; VF ; 4 ; sergvetr78 ; 14 
 3579 ; 1 марка. ФРГ ; 1972 ;  ; Cu-Ni ; VF ; 6 ; всыня ; 31 
 3580 ; 1 доллар. Канада ; 1987 ;  ; Ni/Br ; VF ; 5 ; silver925 ; 51 
 3581 ; 1 доллар. Канада ; 1979 ;  ; Ni ; XF+ ; 9 ; lestes ; 189 
 3582 ; 1/4 динара. Иордания ;  ;  ; Ni/Лат ; XF+/AU ; 13 ; калинов мост ; 46 
 3583 ; 1 кина. Папуа - Новая Гвинея ; 2004 ;  ; Cu-Ni ; XF+ ; 15 ; ghjghj26 ; 79 
 3584 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF ; 22 ; alov ; 310 
 3585 ; 1 доллар. США ; 1977D ;  ; Cu-Ni ; XF ; 28 ; Ok13 ; 140 
 3586 ; 1 доллар США ; 2009P ;  ; Cu-Ni-Zn ; XF ; 15 ; maximus8404 ; 126 
 3587 ; 1 доллар США ; 2009P ;  ; Cu-Ni-Zn ; XF ; 11 ; Копеечка ; 122 
 3588 ; 5 патака Макао ; 1992 ;  ; Cu-Ni ; XF- ; 21 ; вэл ; 90 
 3589 ; 5 долларов Гон-Конг ; 1978 ;  ; Cu-Ni ; XF- ; 9 ; Slava O ; 87 
 3590 ; 50 франков Французская Полинезия ; 1999 ;  ; Cu-Ni ; VF-XF ; 17 ; aaaaa1971 ; 111 
 3591 ; 1 доллар Сьерра-Леоне. Золотая свадьба ; 1997 ;  ; Cu-Ni ; AU ; 43 ; kornum ; 563 
 3592 ; 1 крона Гибралтар Нельсон ; 1980 ;  ; Cu-Ni ; XF ; 33 ; Oleg72 ; 413 
 3593 ; 1 крона Остров Мэн 200 лет инаугурации Джорджа Вашингтона ; 1989 ;  ; Cu-Ni ; AU/XF ; 15 ; silver925 ; 383 
 3494 ; 20 метикал. Мозамбик ; 1980 ;  ; Cu-Ni ; VF- ; 16 ; бортик ; 159 
 3495 ; 5 центов. Острова Кука. ФАО ; 2000 ;  ; St/Ni ; AU ; 18 ; solo5 ; 88 
 3496 ; 1 пенни. Великобритания ; 1896 ;  ; Br ; VF-XF ; 33 ; SLOV ; 291 
 3497 ; 10 чентезимо. Италия ; 1867 ;  ; Cu ; F-VF ; 3 ; Недорого ; 79 
 3498 ; 1 цент. Канада ; 1918 ;  ; Br ; VF ; 10 ; Недорого ; 78 
 3499 ; 5 эре. Норвегия ; 1940 ;  ; Br ; F ; 27 ; Снежный Барс ; 35 
 3500 ; 5 сантимов. Франция ; 1854 ;  ; Br ; F-VF ; 7 ; гравицапа ; 99 
 3501 ; 1/2 скиллинга. Швеция ; 1799 ;  ; Cu ; VG ; 13 ; Недорого ; 101 
 3502 ; 2 1/2 цента. Нидерланды ; 1877 ;  ; Br ; VF- ; 20 ; double ; 101 
 3503 ; 5 эре. Норвегия ; 1916 ;  ; Br ; VF ; 9 ; orex ; 452 
 3504 ; 10 динар. Алжир ; 1981 ;  ; Cu-Al-Ni ; VF ; 11 ; Недорого ; 97 
 3505 ; 1/2 пенни. Родезия и Ньясаленд ; 1964 ;  ; Br ; VF ; 12 ; lestes ; 124 
 3506 ; 1/2 пенни. Канада. Токен ; 1852 ;  ; Cu ; F+ ; 35 ; double ; 393 
 3507 ; 10 пайс. Непал. Развитие сельского хозяйства ; 1976 ;  ; Латунь ; XF ; 11 ; Sony ; 62 
 3508 ; 10 франков. Франция. Свобода, Равенство, Братство ; 1986 ;  ; Ni ; XF ; 15 ; Oleg72 ; 72 
 3509 ; 50 сентаво. Аргентина. 180 лет со дня смерти Мартина Мигеля-де-Гуэмеса ; 2000 ;  ; Al/Br ; XF+ ; 37 ; kornum ; 263 
 3510 ; 2 1/2 цента. Нидерланды ; 1959 ;  ; Br ; AU ; 11 ; kornum ; 123 
 3511 ; 3 крейцера Австрия ; 1812 ;  ; Cu ; F ; 9 ; бортик ; 98 
 3512 ; 10 чентезимо Италия ; 1866 ;  ; Cu ; F-VF ; 5 ; Чуча ; 70 
 3513 ; 10 чентезимо Италия ; 1863 ;  ; Cu ; F+ ; 9 ; Чуча ; 76 
 3514 ; 1 крейцер Австрия ; 1851 ;  ; Cu ; F ; 7 ; Чуча ; 90 
 3515 ; 3 пфеннига Пруссия ; 1851 ;  ; Cu ; F+ ; 10 ; бортик ; 139 
 3516 ; 5 бани Румыния ; 1884 ;  ; Cu ; VF ; 43 ; rusmlm ; 384 
 3517 ; 5 лепта Греция ; 1882 ;  ; Cu ; VF- ; 19 ; Снежный Барс ; 129 
 3518 ; 1 крейцер Австрия ; 1881 ;  ; Cu ; VF ; 12 ; Снежный Барс ; 100 
 3519 ; 1 крейцер Австрия ; 1885 ;  ; Cu ; VF ; 9 ; Снежный Барс ; 76 
 3520 ; 1/2 крейцера Австрия ; 1851 ;  ; Cu ; VF ; 28 ; silver925 ; 172 
 3521 ; 1 крейцер Австрия ; 1800 ;  ; Cu ; VF ; 41 ; SLOV ; 275 
 3522 ; 1 крейцер Австрия ; 1914 ;  ; Cu ; VF+ ; 18 ; silver925 ; 69 
 3523 ; 1 цент США ; 1902 ;  ; Cu ; VF ; 23 ; Снежный Барс ; 102 
 3524 ; 1 крейцер Австрия ; 1812 ;  ; Cu ; F+ ; 20 ; бортик ; 199 
 3525 ; 1 крейцер Австрия ; 1851 ;  ; Cu ; F-VF ; 14 ; Mike!! ; 105 
 3526 ; 1/2 крейцера Австрия ; 1816 ;  ; Cu ; F-VF ; 26 ; бортик ; 264 
 3527 ; 1 песо Куба. Фауна Карибов ; 1981 ;  ; Cu-Ni ; AU ; 9 ; SKeeper ; 204 
 3528 ; Фулус Сейджуны ;  ;  ; Cu ;  ; 75 ; Victor_161_ ; 1581 
 3529 ; 10 пиастров. Иордания ; 1997 ;  ; St/Ni ; XF ; 13 ; 1gold ; 23 
 3530 ; 1 лат. Латвия ; 2007 ;  ; Cu-Ni ; AU ; 36 ; js0000 ; 201 
 3531 ; 1 лат. Латвия ; 2009 ;  ; Cu-Ni ; AU ; 29 ; ТАТ72 ; 183 
 3532 ; 1 лат. Латвия ; 2009 ;  ; Cu-Ni ; AU ; 29 ; ТАТ72 ; 189 
 3533 ; 1 лит. Литва. Дворец правителей Великого княжества Литовского ; 2005 ;  ; Cu-Ni ; AU ; 24 ; ТАТ72 ; 170 
 3534 ; 50 тенге. Казахстан. Смена тысячелетия - 2000 год ; 1999 ;  ; Cu-Ni ; XF ; 102 ; rusin ; 1999 
 3535 ; 50 тенге. Казахстан. 1500-летие города Туркестан ; 2000 ;  ; Cu-Ni ; AU ; 43 ; niko1968 ; 2951 
 3536 ; 50 тенге. Казахстан. 10 лет независимости Казахстана ; 2001 ;  ; Cu-Ni ; XF ; 64 ; SNL ; 1022 
 3537 ; 50 тенге. Казахстан. Знак ордена Алтын Кыран ; 2006 ;  ; Cu-Ni ; XF ; 20 ; Beshen ; 201 
 3538 ; 50 тенге. Казахстан. Знак ордена Алтын Кыран ; 2006 ;  ; Cu-Ni ; XF ; 20 ; ТАТ72 ; 250 
 3539 ; 50 тенге. Казахстан. Колпица ; 2007 ;  ; Cu-Ni ; AU ; 39 ; StanislavAK ; 500 
 3540 ; 50 тенге. Казахстан. Первый спутник ; 2007 ;  ; Cu-Ni ; XF+ ; 13 ; ВЯЗЪ ; 475 
 3541 ; 10 шиллингов. Биафра. Африканский слон ; 2017 ;  ; Лат ; XF+/AU ; 42 ; kornum ; 255 
 3542 ; 10 чентезимо. Сан-Марино ; 1935 ;  ; Br ; VF ; 41 ; karl ; 261 
 3543 ; 10 чентезимо. Сан-Марино ; 1938 ;  ; Br ; VF-XF ; 24 ; Northman ; 261 
 3444 ; 50 пфеннигов Германия Нотгельд ; 1917 ;  ; Zn ; F-VF ; 5 ; птичка16 ; 152 
 3445 ; 50 пфеннигов Германия Нотгельд ; 1917 ;  ; Zn ; VF-XF ; 30 ; 220W ; 423 
 3446 ; 10 пфеннигов Германия Нотгельд ; 1917 ;  ; Zn ; F ; 15 ; Meshok ; 146 
 3447 ; 50 пфеннигов Германия Нотгельд ; 1919 ;  ; Fe ; VF-XF ; 23 ; Mr. X ; 461 
 3448 ; 50 пфеннигов Германия Нотгельд ; 1918 ;  ; Fe ; VF-XF ; 24 ; физмат ; 363 
 3449 ; 10 пфеннигов Германия Нотгельд ; 1918 ;  ; Fe ; VF-XF ; 5 ; птичка16 ; 152 
 3450 ; 10 пфеннигов Германия Нотгельд ; 1918 ;  ; Fe ; VF ; 13 ; taa ; 232 
 3451 ; 10 пфеннигов Германия Нотгельд ; 1918 ;  ; Fe ; F-VF ; 11 ; 220W ; 306 
 3452 ; 10 пфеннигов Германия Нотгельд ;  ;  ; Fe ; VF-XF ; 7 ; птичка16 ; 138 
 3453 ; 1 цент США ; 1829 ;  ; Cu ; F-VF ; 48 ; zx123 ; 1634 
 3454 ; 1 цент США ; 1845 ;  ; Cu ; F-VF ; 52 ; Ok13 ; 1507 
 3455 ; 1 цент США ; 1847 ;  ; Cu ; F ; 81 ; Ok13 ; 1148 
 3456 ; 2 марки. ФРГ ; 1994A ;  ; Cu-Ni ; AU ; 23 ; guronidze ; 355 
 3457 ; 2 марки. ФРГ ; 1975J ;  ; Cu-Ni ; VF ; 17 ; SKeeper ; 76 
 3458 ; 2 марки. ФРГ ; 1988J ;  ; Cu-Ni ; VF-XF ; 17 ; кбч5 ; 79 
 3459 ; 2 марки. ФРГ ; 1976F ;  ; Cu-Ni ; VF-XF ; 13 ; uhfvv7 ; 89 
 3460 ; 2 марки. ФРГ ; 1990F ;  ; Cu-Ni ; VF-XF ; 11 ; smel ; 77 
 3461 ; 50 тенге Казахстан. Орден Парасат ; 2009 ;  ; Cu-Ni ; XF ; 12 ; StanislavAK ; 126 
 3462 ; 2000 риалов Иран ; 1339 ;  ; Cu-Ni ; VF-XF ; 18 ; d-master ; 77 
 3463 ; 1 лей Молдавия ; 1992 ;  ; Cu-Ni ; XF- ; 21 ; бортик ; 116 
 3464 ; 100 риалов Иран ; 1380 ;  ; Cu-Ni ; XF ; 11 ; Копеечка ; 42 
 3465 ; 100 риалов Иран ; 1382 ;  ; Cu-Ni ; AU ; 23 ; Fa1Con ; 50 
 3466 ; 1 франк. Швейцария ; 1995 ;  ; Cu-Ni ; XF ; 14 ; babble13 ; 75 
 3467 ; 1 динар Иран ; 1350 ;  ; Cu-Ni ; VF- ; 17 ; Лоцман ; 27 
 3468 ; 1000 риалов Иран ; 1389 ;  ; Лат ; AU ; 34 ; d-master ; 95 
 3469 ; 500 риалов Иран ; 1390 ;  ; Лат ; AU ; 36 ; d-master ; 95 
 3470 ; 10 пфеннигов Германия ; 1943 ;  ; Zn ; F ; 12 ; Sky2 ; 65 
 3471 ; 50 тенге. Казахстан ; 2008 ;  ; Cu-Ni ; AU ; 37 ; Rober ; 123 
 3472 ; 50 тенге. Казахстан ; 2008 ;  ; Cu-Ni ; AU ; 23 ; svetin ; 275 
 3473 ; 2 пфеннига Пруссия ; 1863A ;  ; Cu ; VF+ ; 11 ; MikeWinger ; 318 
 3474 ; 1 пфенниг Пруссия ; 1867A ;  ; Cu ; VF-XF ; 23 ; бортик ; 234 
 3475 ; 2 пфеннига. Саксония ; 1862B ;  ; Cu ; VF- ; 26 ; lestes ; 302 
 3476 ; 3 пфеннига. Пруссия ; 1862A ;  ; Cu ; VF ; 21 ; repka4pdr ; 193 
 3477 ; 3 пфеннига Мюнстер ; 1753 ;  ; Cu ; F+ ; 31 ; mkm1968 ; 513 
 3478 ; 1 пфенниг Мекленбург-Шверин ; 1872B ;  ; Cu ; XF ; 37 ; taa ; 434 
 3479 ; 1/4 крейцера Нассау ; 1819 ;  ; Cu ; F ; 18 ; jj ; 294 
 3480 ; 1 пфенниг Германия ; 1934J ;  ; Cu-Ni ; VF ; 43 ; lestes ; 969 
 3481 ; 50 пфеннигов Германия ; 1928D ;  ; Cu-Ni ; VF+ ; 34 ; lestes ; 784 
 3482 ; 100 франков Саарленд ; 1955 ;  ; Cu-Ni ; VF-XF ; 9 ; SupERGood ; 245 
 3483 ; 100 песет. Испания. Национальный музей Прадо ; 1994 ;  ; Al/Br ; VF ; 9 ; кбч5 ; 79 
 3484 ; 100 песет. Испания. ФАО ; 1995 ;  ; Al/Br ; VF+ ; 11 ; TimurNN ; 100 
 3485 ; 100 песет. Испания. Национальная библиотека ; 1996 ;  ; Al/Br ; VF+ ; 9 ; кбч5 ; 79 
 3486 ; 100 песет. Испания. Королевский театр ; 1997 ;  ; Al/Br ; VF+ ; 11 ; SpAi ; 102 
 3487 ; 5 драхм. Греция ; 1930 ;  ; Ni ; VF ; 24 ; Northman ; 119 
 3488 ; 50 пенсов. Великобритания. Героический акт ; 2006 ;  ; Cu-Ni ; VF-XF ; 19 ; Копеечка ; 156 
 3489 ; 1 даласи. Гамбия ; 2011 ;  ; St/Ni ; XF+ ; 42 ; Zoltan 333 ; 99 
 3490 ; 1 фунт. Остров Мэн ; 2017 ;  ; Ni/Лат ; XF ; 18 ; eotan ; 579 
 3491 ; 5 центов. Канада ; 1942 ;  ; Cu-Zn ; VF ; 31 ; double ; 305 
 3492 ; 5 кванза. Ангола ; 2012 ;  ; Би/м ; AU ; 27 ; vak ; 141 
 3493 ; 2 франка. Тунис ; 1924 ;  ; Al/Br ; VF- ; 17 ; Недорого ; 116 
 3394 ; 5 центов. Китай ;  ;  ; Ni ; XF- ; 44 ; double ; 295 
 3395 ; 1 крона. Остров Мэн. Георгиевский крест ; 2005 ;  ; Cu-Ni ; AU ; 19 ; silver925 ; 412 
 3396 ; 1 крона. Остров Мэн. Серебряная звезда ; 2005 ;  ; Cu-Ni ; AU ; 23 ; silver925 ; 412 
 3397 ; 50 тенге. Казахстан ; 2013 ;  ; Cu-Ni ; AU ; 21 ; karl ; 115 
 3398 ; 1 крона. Остров Мэн.Космос ; 1999 ;  ; Cu-Ni ; XF+ ; 15 ; silver925 ; 434 
 3399 ; 1 крона. Остров Мэн.Космос ; 2009 ;  ; Cu-Ni ; XF+ ; 15 ; silver925 ; 408 
 3400 ; 5 бат Тайланд ; 1972 ;  ; Cu-Ni ; VF ; 5 ; 69МАВ ; 33 
 3401 ; 2 пенса Гибралтар ; 2013 ;  ; Br ; VF-XF ; 11 ; Oleg72 ; 77 
 3402 ; 50 пфеннигов. Германия ; 1921G ;  ; Al ; XF ; 24 ; lestes ; 94 
