 6670 ; Пуговица J-B.M D-30мм ;  ;  ; Ж/м ;  ; 21 ; спарта ; 258 
 3610 ; Лот монет Малайзии, Сингапура, Австралии (5шт) ;  ;  ; Cu-Ni,Br ; VF/XF ; 36 ; heavy_fly ; 101 
 3611 ; Лот монет Австралии и Новой Зеландии: 50 центов (2 шт.) ; 2017-2018 ;  ; Cu-Ni ; XF/AU ; 22 ; vk1 ; 199 
 3612 ; Лот монет Финляндии (4шт): 20,10 марок ; 1952,1953,1954,1956 ;  ; Al/Br ; VF+ ; 54 ; nik110850 ; 135 
 3613 ; Лот монет Японии (12шт) ;  ;  ; Cu,Al ; VF/XF ; 17 ; Бигль ; 57 
 3614 ; Лот монет США: 1 цент (25 шт.) ;  ;  ; Br ; VF-/XF+ ; 9 ; Goga ; 32 
 3615 ; Лот иностранных монет (30шт) ;  ;  ; Cu-Ni,Al/Br,Al ; VF/AU ; 6 ; heavy_fly ; 104 
 3616 ; Лот монет Казахстана: 5 тенге (38 шт.) ;  ;  ; Лат ; VF/XF ; 29 ; js0000 ; 142 
 3617 ; Лот монет Финляндии: 2шт ;  ;  ; Би/м Cu-Ni ; VF/XF ; 5 ; Wvratar ; 13 
 3618 ; Лот монет Чехии: 6шт ; 2002-2017 ;  ; Cu-Ni Br лат ; VF/XF ; 15 ; eu57ro ; 275 
 3619 ; Лот монет Канады: 25 центов (3 шт.) ; 1973-2017 ;  ; Ni ; AU ; 36 ; vk1 ; 124 
 3620 ; Лот монет Джерси: 5шт ;  ;  ; Cu-Ni Br ; XF/AU ; 34 ; irino4ka ; 509 
 3621 ; Лот монет Украины: 1,2 гривна (2шт) ; 2004,2019 ;  ; Al/Br Cu-Ni ; AU/VF-XF ; 31 ; Бигль ; 31 
 3622 ; Лот монет США: 1/4 доллара (2шт) ; 2020 ;  ; Cu-Ni ; AU ; 34 ; Semavai ; 125 
 3623 ; Лот монет Финляндии (7шт): 5 марок ; 1931-1951 ;  ; Al/Br ; VF/VF+ ; 22 ; SpAi ; 351 
 3624 ; Лот монет Португалии, Великобритании и Швеции ; 1891,1897,1871 ;  ; Br ; VF ; 37 ; Снежный Барс ; 174 
 3625 ; Лот монет Швеции, Дании и Нидерландов: 6шт ;  ;  ; Ag Cu-Ni ; VF ; 16 ; bobbar ; 190 
 3626 ; Лот монет Польши (8шт): 1 злотый, 50,20,10,5,2 гроша ; 1949-1961 ;  ; Cu/Ni,Al ; VF/XF ; 51 ; ТАТ72 ; 334 
 3527 ; Лот монет Словакии: 1,2,5,10,20,50 евроцентов (6шт) ; 2009-2018 ;  ; Лат Cu/St ; VF+/XF ; 17 ; Александр007 ; 129 
 3528 ; Лот монет мира + жетон: 12шт ;  ;  ; Ni/St Al/Br Al ; VFAU ; 6 ; bobbar ; 61 
 3529 ; Лот монет Египта: 7шт ;  ;  ; Al/Br Cu-Ni Би/ ; VF/XF ; 13 ; garrymoore ; 47 
 3530 ; Лот монет Канады: 7 шт. ;  ;  ; Ni ; VF+/AU ; 18 ; heavy_fly ; 65 
 3531 ; Лот монет Люксембурга: 5шт ; 2014 ;  ; Cu/St ; AU ; 21 ; d-master ; 128 
 3532 ; Лот монет США: 1 цент (22шт) ;  ;  ; Br ; VF/XF ; 13 ; Goga ; 31 
 3533 ; Лот монет Кубы: 10шт ;  ;  ; Cu-Ni Br ; VF-XF/AU ; 11 ; Cross ; 57 
 3534 ; Лот монет Норвегии: 3 шт. ;  ;  ; Cu-Ni,Br,Ж/м ; VF/VF+ ; 7 ; bobbar ; 83 
 3535 ; Лот монет Вьетнама: 5 шт. ;  ;  ; St/Ni,Ж/м ; AU ; 22 ; Недорого ; 159 
 3536 ; Лот монет США: 1/4 доллара (4 шт.) ;  ;  ; Cu-Ni ; VF+ ; 5 ; von_Schwarz ; 68 
 3537 ; Лот монет Канады: 2,1 доллар (2 шт.) ; 2017 ;  ; Би/м,Ni/Лат ; AU ; 51 ; alex62 ; 289 
 3538 ; Лот монет Фиджи: 7шт ; 1962--1969 ;  ; Br Cu-Ni ; VF/XF ; 31 ; 301020 ; 202 
 3539 ; Лот монет Северной Кореи: 1 вон, 50,10,5,1 чон (5 шт) ; 1959-1987 ;  ; Al ; AU ; 31 ; uharius ; 216 
 3540 ; Лот монет Бельгии (15шт): 5,1 франк, 50,20 сантимов ; 1949-1961 ;  ; Cu/Ni,Cu ; VF/VF+ ; 7 ; Аргонавт ; 41 
 3541 ; Лот монет Никарагуа: 12шт ;  ;  ; Br Лат St ; VF-XF/AU ; 31 ; SupERGood ; 729 
 3542 ; Лот монет Индонезии: 2шт ;  ;  ; Al Cu-Ni ; F-VF/AU ; 4 ; Wvratar ; 5 
 3543 ; Лот монет Чехословакии: 9 шт. ;  ;  ; Al,Cu-Ni,Ж/м ; VF/XF ; 9 ; js0000 ; 26 
 3544 ; Лот монет Таджикистан: 7 шт. ;  ;  ; Cu-Ni,Ж/м ; VF+/XF ; 37 ; bobbar ; 573 
 3545 ; Лот евроцентов: 5 евроцентов 11шт ;  ;  ; Cu/St ; XF-/AU ; 11 ; WhiteMouse ; 86 
 3546 ; Лот монет Казахстана: 50 тенге (5 шт.) ; 2011-2015 ;  ; Cu-Ni ; XF+/AU ; 32 ; SpAi ; 373 
 3547 ; Лот монет Украины: 1 гривна (3шт) ; 2006-2011 ;  ; Al/Br ; XF ; 13 ; js0000 ; 14 
 3548 ; Лот монет Швейцарии: 5 раппен (10шт) ;  ;  ; Al/Br ; XF/AU ; 10 ; uz ; 40 
 3549 ; Лот монет Китая: 5шт ; 1982-2012 ;  ; Al ; F-VF/AU ; 5 ; nominal ; 16 
 3550 ; Лот монет Швеции: 13шт ;  ;  ; Cu ; F ; 44 ; rem. ; 478 
 3551 ; Лот монет США: 5 центов (13 шт.) ;  ;  ; Cu-Ni ; F/VF+ ; 12 ; kovav ; 47 
 3552 ; Лот монет Польши: 1 грош (21 шт.) ;  ;  ; Лат ; VF/XF ; 5 ; cucaracha ; 12 
 3553 ; Лот монет Хорватии: ; 2003-2017 ;  ; Cu-Ni Лат ; VF/XF ; 6 ; eotan ; 82 
 3554 ; Лот монет Великобритании: 1 пенни  (4шт) ;  ;  ; Br ; VF/XF ; 12 ; nominal ; 20 
 3555 ; Лот монет ФРГ (13шт) ;  ;  ; Cu-Ni,St/ЛатSt/ ; VF/XF ; 12 ; всыня ; 176 
 3556 ; Лот монет Финляндии (10шт) ;  ;  ; Cu-Ni,Al/Br,Cu ; VF+/XF ; 17 ; heavy_fly ; 38 
 3557 ; Лот монет Великбритании (9шт) ;  ;  ; Cu-Ni,Br ; VF/XF ; 28 ; garrymoore ; 99 
 3558 ; Лот монет Мексики и Гондураса: 7 шт. ;  ;  ; Би/м,Ж/м,St/Ni ; XF/AU ; 23 ; SupERGood ; 160 
 3559 ; Лот монет Турции (2шт): 1000 лир и 10 курушей ; 1991,2005 ;  ; Al/Br ; VF/XF ; 5 ; Аргонавт ; 15 
 3560 ; Лот монет Португалии, Швеции и Французской Западной Африки (3шт) ; 1867,1892,1956 ;  ; Br,Al/Br ; VF ; 26 ; Бигль ; 185 
 3561 ; Лот монет Венгрии (18шт): 2,1 форинт, 20,10 филлеров ; 1950-1993 ;  ; Cu/Ni,Al ; F/XF ; 23 ; nik110850 ; 148 
 3562 ; Лот монет США: 1/4 доллара (4 шт.) Национальные парки ; 2019-2020S ;  ; Cu-Ni ; AU ; 42 ; alex241 ; 172 
 3563 ; Лот монет Югославия (10шт) ;  ;  ; Cu-Ni,ж/м ; VF/XF ; 28 ; 301020 ; 115 
 3564 ; Лот монет Банка России (Барбоскины) 25 руб (2шт) ; 2020 ;  ; Cu-Ni ; AU ; 23 ; DjonS ; 182 
 3565 ; Лот монет Словакии: 10,50 геллеров (2шт) ; 1998,2000 ;  ; Al,St/Br ; XF/AU ; 15 ; js0000 ; 26 
 3566 ; Лот монет Ямайки (2шт): 1 пенни ; 1870,1871 ;  ; Cu/Ni ; F ; 19 ; 8888888АЛЕКС888888 ; 100 
 3567 ; Лот монет Замбии: 1 квача, 50,10,5 нгвее (4 шт) ; 2012 ;  ; St/Лат,St ; AU ; 15 ; Eymund ; 255 
 3568 ; Лот монет Польши (14шт) ;  ;  ; Cu-Ni,Al,ж/м ; VF/XF ; 29 ; js0000 ; 135 
 3569 ; Лот монет США: 1/4 доллара (9 шт.) Национальные парки ; 2015-2020 ;  ; Cu-Ni ; AU ; 36 ; uharius ; 521 
 3570 ; Лот монет Египта: 7 шт. ;  ;  ; Al/Br,Cu-Ni ; F/VF-XF ; 26 ; Rober ; 57 
 3571 ; Лот монет Эстонии: 2шт ;  ;  ; Al/Br Br ; VF ; 33 ; Foks ; 367 
 3572 ; Лот монет Австрии: 4шт ;  ;  ; Br Cu-Ni ; VF/F ; 5 ; гром ; 150 
 3573 ; Лот монет Африки: 10шт ;  ;  ; Al/Br Br Cu-Ni ; VF/XF ; 32 ; ЛОПАТИНиКО ; 527 
 3574 ; Лот монет Белиза: 7 шт. ; 1976-2009 ;  ; Al ; AU ; 18 ; visconti ; 90 
 3575 ; Лот монет США: 1/4 доллара (9 шт.) Национальные парки ; 2010-2012 ;  ; Cu-Ni ; XF/AU ; 29 ; uharius ; 396 
 3576 ; Лот монет Латвии: 7 шт. ;  ;  ; Cu-Ni,St/Cu,Ж/м ; VF/VF+ ; 18 ; всыня ; 202 
 3477 ; 10 кэш Китай ;  ;  ; Cu ; F-VF ; 13 ; штурман ; 132 
 3478 ; 10 кэш Китай ;  ;  ; Cu ; VF+ ; 26 ; Вадим Скифский ; 269 
 3479 ; Монета. Марокко ;  ;  ; Cu ; F- ; 12 ; Серж PirGS ; 92 
 3480 ; 1/6 скиллинга Швеция ; 1854 ;  ; Cu ; VF- ; 7 ; Снежный Барс ; 93 
 3481 ; Монета. Марокко ;  ;  ; Cu ; F- ; 13 ; vladmarkin ; 70 
 3482 ; 5 евроцентов Андорра Буклет ; 2014 ;  ; Cu/St ; AU ; 21 ; Kosmas ; 84 
 3483 ; Набор монет Беларуси: 1 рубль (5 шт.) Птицы. Коробка ; 2007-2014 ;  ; Cu-Ni ; Proof ; 23 ; Teoretik ; 3400 
 3484 ; 5 евро. Нидерланды. 300 лет Утрехтскому мирному договору. Буклет ; 2013 ;  ; Cu,посеребр ; AU ; 37 ; babble13 ; 549 
 3485 ; Набор монет США: 5шт Пластиковая упаковка ; 1994S ;  ; Br Cu-Ni ; Proof ; 52 ; kompman ; 1135 
 3486 ; Лот монет Сан-Марино: 5 шт. Рамка ; 2004-2009 ;  ; Би/м,Лат,St/Cu ; AU ; 29 ; cotangens ; 311 
 3487 ; Лот монет Австралии: 20 центов (2 шт.) В буклетах ; 2017 ;  ; Cu-Ni ; AU ; 39 ; ratiandr ; 497 
 3488 ; Набор монет США: 5шт Пластиковая упаковка ; 1983S ;  ; Br Cu-Ni ; Proof ; 24 ; kompman ; 723 
 3489 ; Набор монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) Буклет ; 2003 ;  ; Би/м Лат Cu/St ; Unc ; 24 ; lenohota ; 889 
 3490 ; Набор монет Канады (100 лет открытия Южного полюса): 25 центов (10шт) Коробка ; 2007-2009 ;  ; Cu-Ni, наклейка ; AU ; 46 ; az717 ; 1391 
 3491 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) Пластиковая упаковка ; 2006D ;  ; Би/м Лат Cu/St ; Proof ; 31 ; Ok203 ; 1178 
 3492 ; Набор монет Португалии: 2,1 евро, 50,20,10,5,2,1 евроцент (8 шт.) Буклет ; 2002 ;  ; Би/м,Лат,St/Cu ; AU ; 38 ; Руслан1981 ; 726 
 3493 ; Набор монет Нидерландов: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) Буклет ; 2002 ;  ; Би/м Лат Cu/St ; Unc ; 36 ; nik110850 ; 726 
 3494 ; Годовой набор монет Канады: 1,2 доллара, 1,5,10,25,50 центов (7шт) Пластиковая упаковка, сертификат ; 2002 ;  ; Cu-Ni Лат Би/м ; AU ; 55 ; Ertyui ; 1022 
 3495 ; Ролл монет США: 1 цент (50шт) ; 2019 ;  ; Cu/St ; AU ; 13 ; Ertyui ; 125 
 3496 ; Набор монет Германии: 2,1 евро, 50,20,10,5,2,1 евроцент (9шт) Буклет ; 2006D ;  ; Би/м Лат Cu/St ; Unc ; 23 ; nik110850 ; 937 
 3497 ; Лот монет США: 1/4 доллара, 1 дайм, 5 центов (5 шт.) Пластиковая упаковка вскрыта ; 1976-2000 ;  ; Cu-Ni ; XF/Proof ; 47 ; alex2016 ; 322 
 3498 ; Лот монет мира: 12шт ;  ;  ; Лат Cu-Ni St ; VF/AU ; 21 ; прохожий ; 143 
 3499 ; Лот монет США (200 лет эжкспедиции Льюиса и Кларка - освоение Запада) 5шт ; 2004-2006 ;  ; Cu-Ni ; AU ; 19 ; uharius ; 198 
 3500 ; Лот монет Хорватии: 5,20 липа, 1,5 куна (4шт) ;  ;  ; Cu-Ni Лат ; XF/AU ; 10 ; eotan ; 66 
 3501 ; Лот монет США: 1 цент (40 шт.) ;  ;  ; Br ; VF-/AU ; 12 ; lesnik1 ; 85 
 3502 ; Лот монет США: 1/4 доллара, 1 дайм, 5 центов (15 шт.) ;  ;  ; Cu-Ni ; VF-/XF ; 25 ; babble13 ; 156 
 3503 ; Набо монет Канады: 6шт Упаковка ; 1981 ;  ; Cu-Ni Br ; AU ; 41 ; kompman ; 259 
 3504 ; Набор монет Португалии: 2,1 евро, 50,20,10,5,2,1 евроцент 8шт Упаковка ; 2004 ;  ; Би/м Лат Cu/St ; AU ; 42 ; nik110850 ; 512 
 3505 ; Набо монет Канады: 6шт Упаковка ; 1986 ;  ; Cu-Ni Br ; AU ; 51 ; kompman ; 592 
 3506 ; Лот монет Канады: 10,1 цент (42 шт.) ;  ;  ; Ni,Br ; VF+/AU ; 35 ; heavy_fly ; 207 
 3507 ; Набо монет Канады: 6шт Упаковка ; 1985 ;  ; Cu-Ni Br ; AU ; 53 ; kompman ; 577 
 3508 ; Лот монет Польши: 10,2,1 грош (3 шт.) Буклет ; 2003-2009 ;  ; Лат,St/Ni ; AU ; 17 ; guzubala ; 28 
 3509 ; Набо монет Канады: 6шт Упаковка ; 1983 ;  ; Cu-Ni Br ; AU ; 50 ; kompman ; 466 
 3510 ; Набор монет Словении: 9шт Упаковка ; 1992-2004 ;  ; Al Al/Br Cu-Ni ; AU ; 40 ; Teoretik ; 454 
 3511 ; Набор монет Испании: 2,1 евро, 50,20,10,5,2,1 евроцент 8шт Упаковка ; 2002 ;  ; Би/м Лат Cu/St ; AU ; 35 ; nik110850 ; 579 
 3512 ; Набо монет Канады: 6шт Упаковка ; 1982 ;  ; Cu-Ni Br ; AU ; 30 ; heavy_fly ; 386 
 3513 ; Лот монет Узбекистана: 4шт ; 2018 ;  ; Cu-Ni ; AU ; 40 ; tpls ; 306 
 3514 ; Набор монет Канады: 1,2 доллара, 1,5,10,25,50 центов (7шт) ;  ;  ; Cu-Ni Br Би/м ; AU ; 64 ; Kastelani ; 503 
 3515 ; Лот монет Египта: 3шт ;  ;  ; Би/м Al/Br ; VF-XF/XF ; 19 ; nominal ; 35 
 3516 ; Лот монет Польши: 6шт ;  ;  ; Al ; XF/AU ; 16 ; Andre_Vladi ; 60 
 3517 ; Лот монет США: 4шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 12 ; uharius ; 79 
 3518 ; Лот монет Сербии: 5 динаров (3шт) ;  ;  ; Al/Br ; VF/XF ; 15 ; 8888888АЛЕКС888888 ; 29 
 3519 ; Лот монет США: 1/4 доллара (5 шт.) Национальные парки ; 2019S ;  ; Cu-Ni ; AU ; 44 ; uharius ; 315 
 3520 ; Лот монет Багамских островов: 50,25,10,5,1 цент (5 шт) ; 2005-2016 ;  ; Cu-Ni,St,Br,St ; AU ; 23 ; металлург9 ; 200 
 3521 ; Лот монет Маврикия: 3шт ; 1950-1969 ;  ; Br Cu-Ni ; VF/VF+ ; 42 ; orex ; 226 
 3522 ; Лот монет Нагорного Карабаха: 7шт ;  ;  ; Al Лат ; AU ; 31 ; crocus ; 561 
 3523 ; Лот монет Монголии: 5шт ;  ;  ; Al Cu-Ni ; VF ; 26 ; SupERGood ; 225 
 3524 ; Лот монет Австрии: 10 геллеров,2 шиллинга (2шт) ; 1946,1895 ;  ; Al Cu-Ni ; F/VF ; 9 ; nominal ; 42 
 3525 ; Лот монет Швейцарии: 20 раппен (3 шт.) ;  ;  ; Cu-Ni ; VF/VF+ ; 13 ; SKeeper ; 73 
 3526 ; Лот монет Туниса: 3шт ; 1960-2011 ;  ; Al/Br ; F-VF/VF ; 7 ; nominal ; 20 
 3427 ; 50 тенге. Казахстан ; 2002 ;  ; Cu-Ni ; VF+ ; 39 ; ТАТ72 ; 285 
 3428 ; 50 тенге. Казахстан ; 2009 ;  ; Cu-Ni ; AU ; 30 ; ТАТ72 ; 273 
 3429 ; 50 тенге. Казахстан ; 2009 ;  ; Cu-Ni ; XF+ ; 12 ; ashep ; 113 
 3430 ; 50 тенге. Казахстан ; 2009 ;  ; Cu-Ni ; AU ; 22 ; Rober ; 147 
 3431 ; 20 тенге. Казахстан ; 1998 ;  ; Cu-Ni ; XF- ; 38 ; ТАТ72 ; 340 
 3432 ; 20 тенге. Казахстан ; 1996 ;  ; Cu-Ni ; VF-XF ; 21 ; ashep ; 110 
 3433 ; 1 доллар Британские Виргинские острова ; 1992 ;  ; Cu-Ni ; Proof ; 51 ; kompman ; 531 
 3434 ; Жетон Великая победа 9 мая 1945г D-22мм ;  ;  ; Ag ; Proof ; 36 ; Александр007 ; 508 
 3435 ; 200 лир Сан-Марино ; 1989 ;  ; Al/Br ; AU ; 26 ; SKeeper ; 95 
 3436 ; 1 фунт Великобритания ; 1994 ;  ; латунь ; VF ; 15 ; aaaaa1971 ; 98 
 3437 ; 2 гривны ; 2013 ; Дрофа ; Cu-Ni-Zn ; AU ; 25 ; Teoretik ; 496 
 3438 ; 2 гривны ; 2000 ; Пресноводный краб ; Cu-Ni-Zn ; AU ; 42 ; л842 ; 635 
 3439 ; 10 юаней Китай ; 1999 ;  ; Би/м ; AU ; 21 ; kornum ; 305 
 3440 ; 100 песет Испания ; 2001 ;  ; латунь ; XF/AU ; 17 ; aaaaa1971 ; 101 
 3441 ; 2 лата Латвия ; 2009 ;  ; Би/м ; VF-XF ; 29 ; etwar55 ; 204 
 3442 ; 2 лита Литва ; 2012 ;  ; Би/м ; AU ; 27 ; Sedoi22 ; 164 
 3443 ; 1000 лир Ватикан ; 1948 ;  ; Би/м ; AU ; 63 ; Rodan Lewarx ; 875 
 3444 ; 1 фунт Ирландия ; 1994 ;  ; Cu-Ni ; VF ; 20 ; heavy_fly ; 102 
 3445 ; 1 крона Дания ; 1962 ;  ; Cu-Ni ; AU ; 15 ; bobbar ; 31 
 3446 ; 1 куруш Турция ; 2015 ;  ; Cu-Ni ; AU ; 19 ; lestes ; 67 
 3447 ; 5 бат Тайланд ;  ;  ; Cu-Ni ; F-VF ; 5 ; uz ; 10 
 3448 ; 10 гривен Украина ; 2018 ;  ; Cu-Ni ; AU ; 12 ; Psyho ; 57 
 3449 ; 500 драхм Греция Олимпиада ; 2000 ;  ; Cu-Ni ; AU ; 31 ; marconi605 ; 355 
 3450 ; 1 доллар Гон-Конг ; 1990 ;  ; Cu-Ni ; VF ; 29 ; irino4ka ; 181 
 3451 ; 2 злотых Польша ; 2010 ;  ; Al/Br ; XF/AU ; 5 ; dimam_kz ; 53 
 3452 ; 1 доллар Канада ; 2013 ;  ; Cu-Zn ; VF-XF ; 8 ; птичка16 ; 48 
 3453 ; 1 доллар США ; 2013D ;  ; Cu-Ni-Zn ; AU ; 10 ; GAlexander ; 141 
 3454 ; 1 дирхам ОАЭ ;  ;  ; Cu-Ni ; VF-XF ; 17 ; SpAi ; 216 
 3455 ; 2 франка Франция ; 1923 ;  ; Al/Br ; VF- ; 15 ; visconti ; 39 
 3456 ; 10 сентаво Сан-Томе и Принсипи ; 1971 ;  ; Al ; AU ; 30 ; irino4ka ; 191 
 3457 ; 50 центов Свазиленд ; 2015 ;  ; St ; AU/XF ; 12 ; 301020 ; 55 
 3458 ; 5 сенти танзания ; 1976 ;  ; Br ; AU ; 19 ; visconti ; 55 
 3459 ; 15 центов Багамы ; 2005 ;  ; Cu-Ni ; AU ; 7 ; Sterh ; 31 
 3460 ; 1 крузейро Бразилия ; 1956 ;  ; Al/Br ; VF-XF ; 17 ; Недорого ; 133 
 3461 ; 50 сентаво (1/2 боливиано) Боливия ; 1942 ;  ; Br ; XF ; 40 ; Moryak ; 164 
 3462 ; 6 пенсов Новая Зеландия ; 1964 ;  ; Cu-Ni ; AU ; 32 ; serg.g ; 104 
 3463 ; 50 сентесимо Уругвай ; 1965 ;  ; Al ; AU ; 13 ; Moryak ; 50 
 3464 ; 4 пфенниг. Пруссия ; 1822 ;  ; Br ; XF ; 55 ; Goshka ; 2607 
 3465 ; 10 марок. Финляндия ; 1929 ;  ; Al/Br ; F+ ; 11 ; cucaracha ; 101 
 3466 ; 1 цент. Цейлон ; 1912 ;  ; Br ; VF- ; 47 ; irino4ka ; 111 
 3467 ; 1/2 цента. Цейлон ; 1940 ;  ; Br ; VF+ ; 50 ; dmivanych ; 262 
 3468 ; 5 центов. Цейлон ; 1945 ;  ; Al/Br ; VF ; 21 ; double ; 62 
 3469 ; 10 центов. Цейлон ; 1951 ;  ; Al/Br ; F-VF ; 13 ; SupERGood ; 31 
 3470 ; Дуит. Голландская Вест-Индия ; 1751 ;  ; Cu ; F-VF ; 13 ; Temudgin ; 464 
 3471 ; 5 центов. Цейлон ; 1971 ;  ; Ni/Лат ; F-VF ; 7 ; Wvratar ; 19 
 3472 ; Дуит. Голландская Вест-Индия. Аверс/Реверс 45 градусов ; 1744 ;  ; Cu ; F ; 55 ; Mr.Numizmat ; 408 
 3473 ; 10 рупий. Шри Ланка ; 2013 ;  ; St ; XF+ ; 3 ; Wvratar ; 10 
 3474 ; 1 доллар. США. Сакагавея ; 2000P ;  ; Cu-Zn-Al ; XF+ ; 15 ; Тренер ; 91 
 3475 ; 50 денар. Иран ; 1913 ;  ; Cu/Ni ; F ; 15 ; t_v_v ; 82 
 3476 ; 1 лира Турция ; 2014 ;  ; Би/м ; VF-XF ; 11 ; Серж PirGS ; 55 
 3377 ; 1 цент Нидерландская Индия ; 1938 ;  ; Cu ; VF ; 39 ; double ; 101 
 3378 ; 1 эре Норвегия ; 1953 ;  ; Br ; VF ; 5 ; 3457896 ; 11 
 3379 ; 5 грошей Польша ; 1938 ;  ; Br ; F+ ; 27 ; eu57ro ; 81 
 3380 ; 1 цент США ; 1895 ;  ; Cu ; F-VF ; 16 ; Ok13 ; 119 
 3381 ; 2 пфеннига Пруссия ;  ;  ; Cu ; VF- ; 33 ; Goshka ; 208 
 3382 ; 1 пенни Великобритания ;  ;  ; Cu ; F-VF ; 10 ; 3457896 ; 90 
 3383 ; 1 крона Чехия и Моравия ;  ;  ; Zn ; F-VF ; 20 ; 3457896 ; 101 
 3384 ; 1 эре Норвегия ;  ;  ; Fe ; F-VF ; 9 ; 3457896 ; 34 
 3385 ; 1 цент Цейлон ; 1912 ;  ; Br ; VF ; 11 ; гром ; 110 
 3386 ; 1 пенни Нигерия ; 1959 ;  ; Br ; VF ; 10 ; прохожий ; 113 
 3387 ; 1 крейцер Австрия ; 1816 ;  ; Br ; F ; 12 ; Бигль ; 123 
 3388 ; 1/2 пиастра Кипр ; 1943 ;  ; Br ; VF ; 44 ; SpAi ; 280 
 3389 ; 3 теньга Бухарское Ханство Алим Хан ; 1337/1918 ;  ; Br ; VF-XF ; 59 ; Александр007 ; 917 
 3390 ; 3 теньга Бухарское Ханство Алим Хан ; 1336/1917 ;  ; Br ; VF+ ; 51 ; klok ; 703 
 3391 ; 2 доллара Канада ; 2020 ;  ; Би/м ; AU ; 28 ; nominal ; 257 
 3392 ; 1/2 доллар США Олимпиада Коробка, сертификат ; 1996S ;  ; Cu-Ni ; Proof ; 53 ; heavy_fly ; 852 
 3393 ; 1 рубль. Беларусь. Слуцкие пояса. Ткачество. Коробка ; 2013 ;  ; Cu-Ni ; Proof ; 21 ; Sky2 ; 502 
 3394 ; 5 долларов Австралия Олимпиада Буклет ; 2000 ;  ; Al/Br ; Unc ; 48 ; SKeeper ; 364 
 3395 ; 50 центов. Канада. 100 лет Монреаль Канадиенс. Буклет ; 2009 ;  ; Ni ; AU ; 38 ; heavy_fly ; 507 
 3396 ; 5 франков Африка Конверт, марка ; 1972 ;  ; Al/Br ; AU ; 7 ; dimam_kz ; 122 
 3397 ; 1 флорин Арубы Конверт, марка ; 1988 ;  ; Cu-Ni ; AU ; 19 ; Ok203 ; 216 
 3398 ; 1 лей Румыния  Конверт, марка ; 1966 ;  ; Cu-Ni ; AU ; 5 ; dimam_kz ; 121 
 3399 ; 1/2 мил Кипр Конверт, марка ; 1983 ;  ; Al ; AU ; 21 ; Ok203 ; 167 
 3400 ; 5 франков Джибути Конверт, марка ; 1977 ;  ; Al ; AU ; 19 ; Ok203 ; 170 
 3401 ; 25 центов Канада Конверт, марка ; 1972 ;  ; Cu-Ni ; VF-XF ; 13 ; Ok203 ; 159 
 3402 ; 1 франк Центральная Африка Конверт, марка ; 1974 ;  ; Al ; AU ; 34 ; Ok203 ; 262 
 3403 ; 2 пенса Остров Вознесения Конверт, марка ; 1984 ;  ; Br ; AU ; 31 ; Недорого ; 207 
 3404 ; 1 крона Швеция Конверт, марка ; 1984 ;  ; Cu-Ni ; AU ; 7 ; dimam_kz ; 128 
 3405 ; 1 кобо Нигерия Конверт, марка ; 1974 ;  ; Br ; AU ; 6 ; dimam_kz ; 131 
 3406 ; 5 лисенте Лесото Конверт, марка ; 1979 ;  ; Al/Br ; AU ; 26 ; Ok203 ; 324 
 3407 ; 1 доллар Сингапур Конверт, марка ; 1988 ;  ; Al/Br ; AU ; 5 ; dimam_kz ; 122 
 3408 ; 50 филсов Йемен Конверт, марка ; 1985 ;  ; Cu-Ni ; AU ; 7 ; dimam_kz ; 153 
 3409 ; 10 четрум Бутан Конверт, марка ; 1975 ;  ; Al ; AU ; 25 ; Ok203 ; 262 
 3410 ; 25 сантимов Андорра Конверт, марка ; 1986 ;  ; Br ; AU ; 58 ; Ok203 ; 567 
 3411 ; 1 шиллинг Уганда Конверт, марка ; 1987 ;  ; Br ; AU ; 13 ; Ok203 ; 175 
 3412 ; 1 лей Румыния Конверт, марка ; 1966 ;  ; Cu-Ni ; AU ; 5 ; dimam_kz ; 121 
 3413 ; 1 ливр Ливан Конверт, марка ; 1981 ;  ; Cu-Ni ; AU ; 21 ; Ok203 ; 194 
 3414 ; 1 боливар Венесуэла Конверт, марка ; 1977 ;  ; Cu-Ni ; AU ; 3 ; dimam_kz ; 114 
 3415 ; 1 колон. Сальвадор Конверт, марка ; 1984 ;  ; Cu-Ni ; AU ; 11 ; aaaaa1971 ; 166 
 3416 ; 50 центов Австралия Серебряный юбилей ; 1977 ;  ; Cu-Ni ; AU/XF ; 19 ; 301020 ; 110 
 3417 ; 25 новых пенсов Великобритания ; 1977 ;  ; Cu-Ni ; XF ; 12 ; 301020 ; 84 
 3418 ; 50 центов Австралия ; 2005 ;  ; Cu-Ni ; VF ; 15 ; garrymoore ; 75 
 3419 ; 25 новых пенсов Великобритания На свадьбу принца Чарльза и леди Дианы ; 1981 ;  ; Cu-Ni ; XF- ; 15 ; garrymoore ; 122 
 3420 ; 1 крона Великобритания Уинстон Черчилль ; 1965 ;  ; Cu-Ni ; XF ; 18 ; STANDART ; 114 
 3421 ; 50 тенге. Казахстан ; 2000 ;  ; Cu-Ni ; AU ; 39 ; Купчино ; 3745 
