 5974 ; КПД. Италия "Олимпийские игры" ; 1960 ;  ;  ;  ; 74 ; doc2 ; 1247 
 5318 ; Лот чеков ( 4шт.) ;  ;  ;  ;  ; 21 ; Ivan-Ivan ; 333 
 5319 ; Лот бон, посвящённых 70-летию Победы в ВОВ (4 штуки) ; 2015 ;  ;  ;  ; 21 ; Димон777 ; 401 
 5320 ; Лот Билетов МММ (6 штук) ;  ;  ;  ;  ; 25 ; Thanks ; 296 
 5321 ; Лот билетов МММ (100 штук по 1000 билетов) ;  ;  ;  ; AU ; 26 ; Wulf ; 1020 
 5322 ; Лот билетов МММ (100 штук по 1000 билетов) ;  ;  ;  ; AU ; 25 ; Wulf ; 1020 
 5323 ; Лот билетов МММ (100 штук по 50 билетов) ;  ;  ;  ; AU ; 27 ; abakan ; 900 
 5324 ; Лот билетов МММ (100 штук по 1 билету) ;  ;  ;  ; AU ; 23 ; abakan ; 884 
 5325 ; Лот билетов денежно-вещевой лотереи (50 штук) ; 1971 ;  ;  ;  ; 29 ; СССР1990 ; 108 
 5326 ; Лот бон ( 4шт.) ;  ;  ;  ;  ; 23 ; MRR ; 159 
 5327 ; Сертификат акций. Объединение "МММ" ; 1994 ;  ;  ;  ; 18 ; kvs ; 184 
 5328 ; Ордеръ (Артель "Поставщикъ продуктовъ") ;  ;  ;  ;  ; 11 ; жених ; 375 
 5329 ; Сувенирная банкнота  1000000 Евро с двумя сертификатами и рекламной листовкой в оригинальном конверте ; 2000 ;  ;  ; AU ; 15 ; Димон777 ; 314 
 5330 ; Лот банковских иностранных чеков (2 штуки) ;  ;  ;  ;  ; 15 ; MRR ; 114 
 5331 ; Лот банковских иностранных чеков (3 штуки) ;  ;  ;  ;  ; 9 ; MRR ; 227 
 5332 ; Лот банковских иностранных чеков (3 штуки) ;  ;  ;  ;  ; 10 ; MRR ; 227 
 5233 ; 100 рублей ; 1961 ;  ;  ;  ; 27 ; Новик ; 453 
 5234 ; Лот билетов Государственного банка СССР  (7 штуки) ; 1961 ;  ;  ;  ; 17 ; arsenich-s ; 206 
 5235 ; 1 рубль. В буклете ; 1991 ; билет ;  ; AU ; 14 ; BF109i ; 77 
 5236 ; Лот Билетов государственного банка СССР (100 штук по 100 рублей) ; 1991 ;  ;  ;  ; 22 ; BF109i ; 1814 
 5237 ; 1 рубль ; 1991 ; билет ;  ; AU ; 47 ; Vutshi ; 101 
 5238 ; 100 рублей ; 1991 ; билет ;  ;  ; 17 ; lenohota ; 222 
 5239 ; 50 рублей ; 1991 ; билет ;  ;  ; 12 ; Vutshi ; 201 
 5240 ; 1000 рублей ; 1991 ; билет ;  ;  ; 21 ; ZOLTAN 333 ; 171 
 5241 ; 500 рублей ; 1991 ; билет ;  ;  ; 21 ; Holder31 ; 159 
 5242 ; 200 рублей ; 1991 ; билет ;  ;  ; 7 ; Luidor ; 251 
 5243 ; 200 рублей ; 1991 ; билет ;  ;  ; 35 ; kvs ; 189 
 5244 ; 500 рублей ; 1991 ; билет ;  ;  ; 29 ; BF109i ; 100 
 5245 ; Лот Билетов Государственного банка СССР (3 штуки по 100 рублей) ; 1991 ;  ;  ;  ; 22 ; lenohota ; 270 
 5246 ; Лот билетов Государственного банка СССР  (3 штуки) ; 1991 ;  ;  ;  ; 26 ; Матроскин ; 257 
 5247 ; Лот бон (7 штук) ; 1991, 1992 ;  ;  ;  ; 17 ; arsenich-s ; 218 
 5248 ; Лот бон (5 штук) ; 1961,1991, 1992,1995 ;  ;  ;  ; 22 ; ястреб ; 461 
 5249 ; 1000 рублей ; 1992 ; билет ;  ; AU ; 30 ; Сhatsky ; 181 
 5250 ; 200 рублей ; 1992 ; билет ;  ;  ; 93 ; fadeev.dima ; 175 
 5251 ; 10000 рублей ; 1992 ; банкнота ;  ;  ; 37 ; Luidor ; 429 
 5252 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 27 ; fadeev.dima ; 444 
 5253 ; 50 рублей ; 1992 ; билет ;  ;  ; 21 ; Luidor ; 183 
 5254 ; Лот билетов Банка России (5 штук) ; 1992 ;  ;  ;  ; 28 ; ястреб ; 420 
 5255 ; 100 рублей ; 1993 ; банкнота ;  ;  ; 13 ; УкроБ ; 51 
 5256 ; 5000 рублей ; 1993 ; банкнота ;  ;  ; 28 ; gos ; 717 
 5257 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 29 ; Фома ; 603 
 5258 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 32 ; Luidor ; 2033 
 5259 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 18 ; Wulf ; 251 
 5260 ; 50000 рублей ; 1993 ; банкнота ;  ;  ; 21 ; 312 ; 736 
 5261 ; Лот билетов Банка России (2 штуки) ; 1993 ;  ;  ;  ; 32 ; BF109i ; 128 
 5262 ; Лот билетов Банка России (5 штук) ; 1993 ;  ;  ;  ; 33 ; Димон777 ; 1414 
 5263 ; Лот билетов Банка России (10 штук по 100 рублей) ; 1993 ;  ;  ;  ; 23 ; МММ ; 333 
 5264 ; Лот бон  России. (4 шт.) ;  ;  ;  ;  ; 14 ; nvv ; 164 
 5265 ; 50000 рублей ; 1994 ; банкнота ;  ;  ; 29 ; Luidor ; 1361 
 5266 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 24 ; ААФ ; 744 
 5267 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 36 ; gos ; 1109 
 5268 ; Лот Билетов государственного банка СССР (100 штук по 5 рублей) ; 1994 ;  ;  ;  ; 14 ; BF109i ; 453 
 5269 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 27 ; Юрий Гагарин ; 516 
 5270 ; 10000 рублей ; 1995 ; банкнота ;  ;  ; 24 ; Фома ; 541 
 5271 ; 50000 рублей ; 1995 ; банкнота ;  ;  ; 12 ; Фома ; 510 
 5272 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 24 ; lenohota ; 700 
 5273 ; Лот билетов Банка России (5 штук) ; 1995 ;  ;  ;  ; 49 ; Сhatsky ; 1018 
 5274 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 42 ; УкроБ ; 204 
 5275 ; 50 рублей ; 1997 ; банкнота ;  ;  ; 65 ; Юрий Гагарин ; 302 
 5276 ; 10 рублей ; 1997 ; банкнота ;  ;  ; 11 ; kvs ; 36 
 5277 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 39 ; heavy_fly ; 487 
 5278 ; 10 рублей ; 1997 ; банкнота ;  ; AU ; 25 ; Юрий Гагарин ; 114 
 5279 ; 100 рублей ; 1997 ; банкнота ;  ; AU ; 20 ; Юрий Гагарин ; 185 
 5280 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 10 ; SH****k ; 153 
 5281 ; 500 рублей ; 1997 ; банкнота ;  ; AU ; 12 ; kost ; 940 
 5282 ; 100 рублей ; 1997 ; банкнота ;  ;  ; 17 ; 89226266825й ; 200 
 5183 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 26 ; эксперт ; 680 
 5184 ; 10 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 15 ; iustas ; 589 
 5185 ; 100 рублей ; 1920 ;  ;  ;  ; 19 ; maks169 ; 580 
 5186 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 13 ; iustas ; 668 
 5187 ; 25 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ; AU ; 25 ; Mollo ; 2267 
 5188 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ;  ; 20 ; эксперт ; 589 
 5189 ; 500 рублей, разменный билет(Николаевск на Амуре) Р.Ф.С.Р ; 1920 ;  ;  ;  ; 34 ; Цхамо ; 3438 
 5190 ; 500 рублей ; 1920 ;  ;  ;  ; 32 ; Sky2 ; 1134 
 5191 ; 5 рублей (лист из 20 штук по 5 рублей) В холдере ZG ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 44 ; froloff ; 9943 
 5192 ; 500 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 28 ; student1977 ; 206 
 5193 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 31 ; Матроскин ; 159 
 5194 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 78 ; student1977 ; 350 
 5195 ; 1000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 29 ; ilya-mister ; 385 
 5196 ; 100000 рублей. Грузия ; 1921 ;  ;  ;  ; 35 ; 1357 ; 516 
 5197 ; 100000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 35 ; Serjd ; 489 
 5198 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 48 ; maxxim ; 3063 
 5199 ; 50000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 30 ; Serjd ; 650 
 5200 ; Лот бон (3шт) ; 1921 ;  ;  ;  ; 26 ; carre ; 509 
 5201 ; 1 рубль ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 46 ; VAZ-2107 ; 475 
 5202 ; 100 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 45 ; 2128508 ; 159 
 5203 ; 1000 рублей ; 1922 ; Гос.денежные знаки образца 1922 г. ;  ;  ; 13 ; uz ; 160 
 5204 ; 5 рублей РСФСР ; 1922 ;  ;  ;  ; 53 ; МММ ; 567 
 5205 ; 50 копеек ; 1923 ; Денежные знаки (с рисунком монеты) ;  ;  ; 31 ; cfif ; 567 
 5206 ; Расчетная марка 10 копеек. Военно Кооперативное управление дальнего Востока ; 1923 ;  ;  ;  ; 55 ; кве ; 6120 
 5207 ; 250000 рублей ; 1923 ; Закавказье ;  ;  ; 35 ; огонь71 ; 327 
 5208 ; 10000 рублей ; 1922 ; Грузия ;  ;  ; 28 ; flutter ; 542 
 5209 ; 1 рубль ; 1934 ; Гос.казначейские билеты ;  ; AU ; 53 ; Drill ; 6154 
 5210 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 40 ; жених ; 779 
 5211 ; 1 червонец ; 1937 ; Билет ;  ; AU ; 38 ; Sky2 ; 3400 
 5212 ; 3 червонца ; 1937 ; Билет ;  ; AU ; 39 ; Drill ; 3825 
 5213 ; 5 червонцев ; 1937 ; Билет ;  ;  ; 21 ; бриз33 ; 638 
 5214 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 14 ; 89226266825й ; 1000 
 5215 ; 10 червонцев ; 1937 ; Билет ;  ;  ; 48 ; .$$$. ; 343 
 5216 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ;  ; 44 ; 89226266825й ; 498 
 5217 ; 1 рубль ; 1938 ; Гос.казначейские билеты СССР ;  ; AU ; 28 ; Sky2 ; 1020 
 5218 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ;  ; 45 ; carre ; 1372 
 5219 ; 3 рубля ; 1947 ; Гос.казначейский билет ;  ; AU ; 48 ; Sky2 ; 4626 
 5220 ; 5 рублей ; 1947 ; Гос.казначейский билет ;  ; AU ; 59 ; krass ; 6123 
 5221 ; 10 рублей ; 1947 ; билет ;  ;  ; 24 ; ААФ ; 1532 
 5222 ; 100 рублей ; 1947 ; билет ;  ; AU ; 77 ; Sky2 ; 8172 
 5223 ; 100 рублей ; 1947 ; билет ;  ;  ; 26 ; lenohota ; 1428 
 5224 ; 1 рубль ; 1947 ; Гос.казначейский билет ;  ;  ; 16 ; Vutshi ; 521 
 5225 ; 50 рублей ; 1961 ; билет ;  ;  ; 24 ; Цхамо ; 207 
 5226 ; 50 рублей ; 1961 ; билет ;  ;  ; 19 ; ААФ ; 186 
 5227 ; 25 рублей ; 1961 ; билет ;  ;  ; 13 ; BF109i ; 79 
 5228 ; 10 рублей ; 1961 ; билет ;  ; AU ; 34 ; УкроБ ; 134 
 5229 ; 10 рублей ; 1991 ; билет ;  ; AU ; 23 ; arsenich-s ; 100 
 5230 ; 10 рублей ; 1961 ; билет ;  ; AU ; 19 ; greedy ; 346 
 5231 ; 10 рублей ; 1961 ; билет ;  ; AU ; 12 ; fadeev.dima ; 423 
 5232 ; 10 рублей ; 1961 ; билет ;  ; AU ; 10 ; greedy ; 346 
 5133 ; 10 рублей ; 1918 ; Туркестан ;  ;  ; 62 ; sovmin ; 1587 
 5134 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; student1977 ; 206 
 5135 ; 1 рубль ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; carre ; 500 
 5136 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 49 ; carre ; 350 
 5137 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 41 ; lsp25 ; 354 
 5138 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; BF109i ; 136 
 5139 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; habibbulin ; 159 
 5140 ; 50 рублей ; 1918 ; Сибирский кредитный билет.Правительство Центросибири ;  ;  ; 69 ; gdrg2 ; 2050 
 5141 ; 10 копеек ; 1918 ; Разменные знаки и кредитные билеты Времен.правит.Дальнего Востока ;  ;  ; 19 ; sovmin ; 793 
 5142 ; 5 рублей ; 1918 ; Разменные билеты.Амурский областной исполком ;  ;  ; 19 ; etwar55 ; 399 
 5143 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 21 ; Sky2 ; 1485 
 5144 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ; AU ; 21 ; Northman ; 1275 
 5145 ; 100 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 49 ; Вега ; 2369 
 5146 ; 25 рублей ; 1918 ; 2 подписи Гос.кредитные билеты(не выпущены) ;  ; AU ; 27 ; целина57 ; 1632 
 5147 ; 50 рублей ; 1918 ; Закавказье ;  ;  ; 10 ; Сhatsky ; 51 
 5148 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 19 ; alex62 ; 125 
 5149 ; 25 рублей ; 1918 ;  ;  ;  ; 6 ; Сhatsky ; 510 
 5150 ; Лот бон (4шт) ; 1918 ;  ;  ;  ; 15 ; Mr. 001 ; 277 
 5151 ; Лот бон России. (3 шт.) ;  ;  ;  ;  ; 17 ; alex62 ; 287 
 5152 ; Лот бон (2шт). Ветхие ;  ;  ;  ;  ; 13 ; Краснодар ; 222 
 5153 ; 50 копеек ;  ;  ;  ;  ; 20 ; ястреб ; 160 
 5154 ; 10 рублей. Кредитный билет Дальне-Восточной республики ;  ;  ;  ;  ; 13 ; эксперт ; 403 
 5155 ; Гербовая марка 5 копеек. Читинское отделение ;  ;  ;  ;  ; 54 ; lesnik1 ; 2044 
 5156 ; 100 рублей. Организация Казенных С.-Х. складовъ ;  ;  ;  ;  ; 34 ; МММ ; 793 
 5157 ; 1 рубль ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 8 ; WhiteMouse ; 114 
 5158 ; 2 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 15 ; varelgi ; 120 
 5159 ; 3 рубля ; 1919 ; Расчетные знаки РСФСР ;  ;  ; 11 ; DIMA 57 ; 133 
 5160 ; 100 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 9 ; 333985 ; 115 
 5161 ; 500 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 15 ; эксперт ; 233 
 5162 ; 60 рублей ; 1919 ; Расчетные знаки РСФСР образца 1919 г. ;  ;  ; 35 ; WhiteMouse ; 451 
 5163 ; 3 рубля ; 1919 ;  ;  ;  ; 17 ; val_diver ; 163 
 5164 ; 3 рубля. Амурский кооператор. Авансовая карточка ; 1919 ;  ;  ;  ; 37 ; lesnik1 ; 456 
 5165 ; 25 рублей ; 1919 ;  ;  ;  ; 15 ; bonist-3A ; 207 
 5166 ; 1 рубль. Авансовая карточка "Амурский областной кредитный союзъ" ; 1919 ;  ;  ;  ; 36 ; кве ; 544 
 5167 ; 3 рубля. Авансовая карточка "Амурский областной кредитный союзъ" ; 1919 ;  ;  ;  ; 57 ; кве ; 949 
 5168 ; 5 рублей. Авансовая карточка "Амурский областной кредитный союзъ" ; 1919 ;  ;  ;  ; 29 ; кве ; 539 
 5169 ; 10 рублей. Авансовая карточка "Амурский областной кредитный союзъ" ; 1919 ;  ;  ;  ; 11 ; 2128508 ; 70 
 5170 ; 50 рублей ; 1919 ;  ;  ;  ; 25 ; Serjd ; 466 
 5171 ; 3 рубля ; 1919 ;  ;  ;  ; 11 ; огонь71 ; 207 
 5172 ; Временная квитанция. 10 рублей ; 1919 ;  ;  ;  ; 28 ; Sinbad69 ; 1717 
 5173 ; 250 рублей ; 1919 ; Армения ;  ;  ; 3 ; пара ; 58 
 5174 ; 500 рублей ; 1919 ;  ;  ;  ; 47 ; Sinbad69 ; 509 
 5175 ; 500 рублей ; 1919 ;  ;  ;  ; 12 ; эксперт ; 164 
 5176 ; 250 рублей ; 1919 ;  ;  ;  ; 10 ; carre ; 204 
 5177 ; Лот расчётных знаков (2 штуки по 1000 рублей) ; 1919 ;  ;  ;  ; 25 ; WhiteMouse ; 184 
 5178 ; 5 рублей ; 1920 ; Расчетные знаки РСФСР образца 1920 г. ;  ;  ; 7 ; 333985 ; 217 
 5179 ; 5 рублей ; 1920 ; Денежный знак Дальне-Восточной республикиДенежный знак Дальне-Восточной республики ;  ; AU ; 24 ; iustas ; 905 
 5180 ; 250 рублей ; 1920 ; Кредитные знаки Камчатского обл.совета нар.хозяйства ;  ;  ; 77 ; Mollo ; 10050 
 5181 ; 250 рублей ; 1920 ; Разменные билеты.Исполком Николаевского-на -Амуре округа ;  ;  ; 32 ; эксперт ; 1524 
 5182 ; 25 рублей ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 19 ; эксперт ; 589 
 5083 ; Лот бон (3 штуки) ; 1915-1917 ;  ;  ; AU ; 27 ; Drill ; 1224 
 5084 ; 1 марка. Финляндия ; 1916 ;  ;  ;  ; 31 ; Dimitr1 ; 421 
 5085 ; 1 марка золотом.  Финляндия ; 1916 ;  ;  ;  ; 26 ; жених ; 520 
 5086 ; 3 рубля ; 1917 ;  ;  ;  ; 24 ; ЂÀмЂҰ ; 567 
 5087 ; 25 рублей ; 1917 ;  ;  ;  ; 24 ; gdrg2 ; 520 
 5088 ; 3 рубля. Разменный билетъ Одессы ; 1917 ;  ;  ;  ; 64 ; carre ; 612 
 5089 ; 5 рублей. Разменный билетъ Одессы ; 1917 ;  ;  ;  ; 23 ; carre ; 427 
 5090 ; 25 рублей. Разменный билетъ Одессы ; 1917 ;  ;  ;  ; 39 ; iustas ; 918 
 5091 ; 10 рублей. Разменный билетъ Одессы ; 1917 ;  ;  ;  ; 27 ; carre ; 510 
 5092 ; 100 рублей ; 1917 ;  ;  ;  ; 20 ; etwar55 ; 405 
 5093 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 31 ; plotnik ; 258 
 5094 ; 250 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; BF109i ; 144 
 5095 ; Лот Государственных кредитных билетов (2 штуки по 250 рублей) ; 1917 ;  ;  ;  ; 17 ; пинокио ; 204 
 5096 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 24 ; habibbulin ; 404 
 5097 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 19 ; Maxim914 ; 334 
 5098 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 17 ; plotnik ; 355 
 5099 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 25 ; serg98 ; 338 
 5100 ; 1000 рублей ; 1917 ; Денежные знаки ;  ;  ; 20 ; жених ; 416 
 5101 ; 3рубля. Одесса ; 1917 ;  ;  ;  ; 21 ; bonist-3A ; 305 
 5102 ; Лот бон ( 50шт.) ;  ;  ;  ;  ; 23 ; пинокио ; 567 
 5103 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; 312 ; 133 
 5104 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; 312 ; 177 
 5105 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; гудзон ; 214 
 5106 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; эксперт ; 202 
 5107 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 13 ; гудзон ; 153 
 5108 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; Holder31 ; 282 
 5109 ; 25 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; гудзон ; 114 
 5110 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 5 ; val_diver ; 120 
 5111 ; 50 карбованцев ; 1918 ; Украина. Знак Державноi скарбницi ;  ;  ; 29 ; varelgi ; 210 
 5112 ; 3 рубля ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 25 ; greka131 ; 106 
 5113 ; 50 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; greka131 ; 72 
 5114 ; 100 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 28 ; BF109i ; 181 
 5115 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; Serjd ; 159 
 5116 ; 250 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; 2128508 ; 101 
 5117 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 7 ; varelgi ; 123 
 5118 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 11 ; 2128508 ; 101 
 5119 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 10 ; arsenich-s ; 123 
 5120 ; 1000 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 31 ; habibbulin ; 350 
 5121 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 9 ; 2128508 ; 101 
 5122 ; 10 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 14 ; 2128508 ; 101 
 5123 ; 100 рублей ; 1918 ;  ;  ;  ; 13 ; val_diver ; 104 
 5124 ; 3 рубля ; 1918 ;  ;  ;  ; 18 ; gdrg2 ; 532 
 5125 ; 25 рублей ; 1918 ;  ;  ;  ; 28 ; эксперт ; 320 
 5126 ; 5 рублей ; 1918 ;  ;  ;  ; 18 ; Сhatsky ; 159 
 5127 ; 10 рублей ; 1918 ;  ;  ;  ; 17 ; огонь71 ; 308 
 5128 ; 100 рублей ; 1918 ;  ;  ;  ; 17 ; lenohota ; 371 
 5129 ; 25 рублей ; 1918 ; Чек (без штампов регистрации) ;  ;  ; 5 ; ВЯЗЪ ; 227 
 5130 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 45 ; ястреб ; 612 
 5131 ; 100 рублей ; 1918 ; Туркестан ;  ;  ; 47 ; Aleksey 76 ; 1486 
 5132 ; 3 рубля ; 1918 ; Туркестан ;  ;  ; 19 ; Ustin ; 423 
 5033 ; Лот государственных кредитных билетов (2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 26 ; эксперт ; 159 
 5034 ; Лот государственных кредитных билетов (2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 18 ; огонь71 ; 153 
 5035 ; Лот государственных кредитных билетов (2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 12 ; огонь71 ; 156 
 5036 ; Лот государственных кредитных билетов (2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 33 ; огонь71 ; 159 
 5037 ; Лот государственных кредитных билетов (2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 23 ; Serjd ; 114 
 5038 ; Лот государственных кредитных билетов (2 штуки по 10 рублей) ; 1909 ;  ;  ;  ; 20 ; Serjd ; 185 
 5039 ; Лот бон России: 10 рублей (2шт). Управляющий Коншин ; 1909 ;  ;  ;  ; 11 ; эксперт ; 101 
 5040 ; Лот бон России: 10 рублей (2шт). Управляющий Коншин ; 1909 ;  ;  ;  ; 21 ; СССР1990 ; 155 
 5041 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 21 ; Vutshi ; 521 
 5042 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; .$$$. ; 302 
 5043 ; Лот государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 13 ; berkot ; 357 
 5044 ; Лот государственных кредитных билетов (3 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 26 ; огонь71 ; 377 
 5045 ; Лот государственных кредитных билетов (3 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 28 ; CheGeVar ; 429 
 5046 ; Лот государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 20 ; Домиридор ; 534 
 5047 ; Лот государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 17 ; Домиридор ; 244 
 5048 ; Лот государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 13 ; Домиридор ; 163 
 5049 ; Лот государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 21 ; СССР1990 ; 147 
 5050 ; Лот государственных кредитных билетов (2 штуки по 25 рублей) ; 1909 ;  ;  ;  ; 17 ; Блюхер ; 144 
 5051 ; Лот бон ( 7шт.) ;  ;  ;  ;  ; 15 ; эксперт ; 305 
 5052 ; Лот бон ( 7шт.) ;  ;  ;  ;  ; 12 ; BF109i ; 261 
 5053 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; lsp25 ; 459 
 5054 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; Serjd ; 324 
 5055 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; огонь71 ; 310 
 5056 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 33 ; berkot ; 588 
 5057 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ; AU ; 29 ; plotnik ; 1530 
 5058 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 37 ; berkot ; 793 
 5059 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; lenohota ; 310 
 5060 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; огонь71 ; 313 
 5061 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 24 ; огонь71 ; 228 
 5062 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 43 ; Serjd ; 521 
