 6617 ; Ложка чайная, серебро 84. ;  ;  ; Ag84 ;  ; 27 ; Соколов ; 1164 
 5168 ; Лот талонов (2 штуки) ;  ;  ;  ;  ; 7 ; master_mt5 ; 60 
 5169 ; Лот талонов (2 штуки) ;  ;  ;  ;  ; 7 ; master_mt5 ; 60 
 5170 ; Листовка ; 1941 ;  ;  ;  ; 18 ; denis.davydov ; 167 
 5171 ; Листовка ; 1941 ;  ;  ;  ; 16 ; gandy ; 257 
 5172 ; Листовка ; 1941 ;  ;  ;  ; 10 ; denis.davydov ; 153 
 5173 ; Листовка ; 1941 ;  ;  ;  ; 15 ; Aleks_Smith ; 179 
 5174 ; Листовка ; 1941 ;  ;  ;  ; 11 ; varelgi ; 235 
 5175 ; Листовка ; 1941 ;  ;  ;  ; 39 ; gandy ; 257 
 5076 ; Бона. 1 рубль. Лот ( 9шт.) ; 1991 ;  ;  ;  ; 4 ; сортам70 ; 101 
 5077 ; 50 рублей ; 1991 ; билет ;  ;  ; 14 ; bobbar ; 120 
 5078 ; 100 рублей ; 1991 ; билет ;  ;  ; 3 ; TR ; 31 
 5079 ; 100 рублей ; 1991 ; билет ;  ;  ; 12 ; Pavel99 ; 45 
 5080 ; 200 рублей ; 1991 ; билет ;  ;  ; 19 ; bobbar ; 255 
 5081 ; 500 рублей ; 1991 ; билет ;  ;  ; 17 ; Pavel99 ; 72 
 5082 ; 1000 рублей ; 1991 ; билет ;  ;  ; 21 ; Pavel99 ; 50 
 5083 ; Лот бон (8 штук) ; 1991 ;  ;  ;  ; 46 ; Whosaid ; 261 
 5084 ; 500 рублей ; 1992 ; билет ;  ; AU ; 18 ; Фома ; 407 
 5085 ; 50 рублей ; 1992 ; билет ;  ;  ; 50 ; Pavel99 ; 102 
 5086 ; 200 рублей ; 1992 ; билет ;  ;  ; 13 ; an17s ; 204 
 5087 ; 1000 рублей ; 1992 ; билет ;  ;  ; 5 ; bobbar ; 50 
 5088 ; 5000 рублей ; 1992 ; банкнота ;  ;  ; 18 ; asn126 ; 135 
 5089 ; 10000 рублей ; 1993 ; банкнота ;  ;  ; 11 ; GAlexander ; 285 
 5090 ; 1000 рублей ; 1993 ; банкнота ;  ;  ; 5 ; serg.g ; 64 
 5091 ; 10000 рублей ; 1994 ; банкнота ;  ;  ; 12 ; an17s ; 340 
 5092 ; 5000 рублей ; 1994 ; банкнота ;  ;  ; 17 ; Волчек ; 378 
 5093 ; 5000 рублей ; 1995 ; банкнота ;  ;  ; 32 ; GAlexander ; 412 
 5094 ; 1000 рублей ; 1995 ; банкнота ;  ;  ; 10 ; es72. ; 58 
 5095 ; 100000 рублей ; 1995 ; банкнота ;  ;  ; 15 ; GAlexander ; 918 
 5096 ; 500000 рублей ; 1995 ; банкнота ;  ;  ; 71 ; Виктор Михайлович ; 27123 
 5097 ; 10 рублей. Водяной знак перевернут, металлизированная полоса с другой стороны ; 1997 ; банкнота ;  ;  ; 61 ; Ив@ныч ; 3672 
 5098 ; 5 рублей ; 1997 ; банкнота ;  ;  ; 40 ; Whosaid ; 346 
 5099 ; Лот бон России: 10 рублей (3шт). "Красивые " номер. Модификация 2001, 2004г ;  ;  ;  ;  ; 32 ; металлург ; 357 
 5100 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 5101 ; Лот бон: 10 рублей (20шт) ;  ;  ;  ; AU ; 13 ; EEPC ; 453 
 5102 ; Бона. 100 рублей. Сочи ; 2018 ;  ;  ;  ; 19 ; giwi ; 203 
 5103 ; 500 драм в буклете "Ноев ковчег" Армения ; 2017 ;  ;  ; AU ; 14 ; SwaggaRakka ; 327 
 5104 ; Бона иностранная. 500 драм . Армения. ( Нев. Кавчег в буклете) ; 2017 ;  ;  ; AU ; 33 ; DormiDont ; 334 
 5105 ; 100 гривен в информационном буклете. Украина ; 2018 ;  ;  ;  ; 24 ; DormiDont ; 254 
 5106 ; Бона иностранная. 100 карбованцев ( Украина) в буклете 100 лет Ревалюции ; 2017 ;  ;  ; AU ; 42 ; DormiDont ; 338 
 5107 ; Чек Внешпосылторг 50 рублей ; 1976 ;  ;  ; AU ; 45 ; serg07_67 ; 1036 
 5108 ; Чек Внешпосылторг 20 рублей ; 1976 ;  ;  ; AU ; 29 ; serg07_67 ; 790 
 5109 ; Чек на получение товаров на сумму 100 рублей. "Внешпосылторг" ; 1976 ;  ;  ;  ; 44 ; Alexdav ; 3065 
 5110 ; 1000 билетов МММ ;  ;  ;  ;  ; 29 ; Kudma ; 227 
 5111 ; 500 билетов МММ ;  ;  ;  ;  ; 26 ; Ok13 ; 131 
 5112 ; Гарантированный чек ГБ Екатеринодарское отделение ;  ;  ;  ;  ; 13 ; bonist-3A ; 1224 
 5113 ; 10 рублей. Талон "Арктикуголь" ;  ;  ;  ;  ; 7 ; Hellsten ; 126 
 5114 ; 5 рублей. Талон "Арктикуголь" ;  ;  ;  ;  ; 13 ; Краснодар ; 152 
 5115 ; 3 копейки. Талон "Арктикуголь" ;  ;  ;  ;  ; 5 ; Hellsten ; 51 
 5116 ; Чек на 25 рублей. Кисловодское отд. ГБ ;  ;  ;  ;  ; 21 ; кве ; 1320 
 5117 ; Лот отрезных чеков (2 штуки) ;  ;  ;  ;  ; 31 ; Luck ; 446 
 5118 ; Лот разменных чеков "Внешпосылторг" (4 штуки) ;  ;  ;  ;  ; 19 ; у44 ; 155 
 5119 ; Лот талонов Арктикуголь ( 7шт.) ;  ;  ;  ;  ; 34 ; serg2018 ; 614 
 5120 ; Лот билетов МММ (10 штук) ;  ;  ;  ; AU ; 18 ; Степан_81 ; 255 
 5121 ; Сберегательный сертификат на 1 млн. рублей (с корешком) ;  ;  ;  ;  ; 14 ; Степан_81 ; 151 
 5122 ; Свидетельство с фото и сургучной печатью ;  ;  ;  ;  ; 38 ; SeregaHot ; 340 
 5123 ; Свидетельство с фото и сургучной печатью ;  ;  ;  ;  ; 29 ; MRR ; 306 
 5124 ; Свидетельство с сургучной печатью. Грузия ;  ;  ;  ;  ; 32 ; von_Schwarz ; 385 
 5125 ; Свидетельство с фото и сургучной печатью ;  ;  ;  ;  ; 10 ; doc2 ; 773 
 5026 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 10 ; Dmtriyy ; 70 
 5027 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 25 ; Sky2 ; 91 
 5028 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; DNK981 ; 69 
 5029 ; 10 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; baik25 ; 61 
 5030 ; Лот государственных кредитных билетов (2 штуки) ; 1909 ;  ;  ;  ; 16 ; GAlexander ; 84 
 5031 ; Лот Государственных Кредитных Билетов (5 штук) ; 1909 ;  ;  ;  ; 20 ; es72. ; 203 
 5032 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 36 ; Pavel99 ; 357 
 5033 ; 25 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 13 ; Орли € ; 306 
 5034 ; 25 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 29 ; Sky2 ; 816 
 5035 ; Лот Государственных Кредитных Билетов (2 штуки) ; 1898, 1909 ;  ;  ;  ; 13 ; GAlexander ; 204 
 5036 ; 100 рублей ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 45 ; Sky2 ; 1019 
 5037 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; GAlexander ; 357 
 5038 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; Виктор Михайлович ; 510 
 5039 ; 100 рублей (Советское прав- во) ; 1910 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 20 ; first ; 331 
 5040 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Виктор Михайлович ; 867 
 5041 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 31 ; first ; 408 
 5042 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; varelgi ; 250 
 5043 ; 100 рублей ; 1910 ; Коншин. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; GAlexander ; 235 
 5044 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 27 ; Sky2 ; 2703 
 5045 ; 500 рублей ; 1912 ; Шипов. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; fadeev.dima ; 765 
 5046 ; 1 марка. Финляндия ; 1916 ;  ;  ;  ; 18 ; makci ; 249 
 5047 ; 250 рублей ; 1918 ;  ;  ;  ; 6 ; 2128508 ; 260 
 5048 ; 40 шагив ; 1918 ; Украина.Тип почтовых марок ;  ;  ; 13 ; Hellsten ; 227 
 5049 ; 5 рублей ; 1918 ; Гос.кредитн.билет образца 1918 г. ;  ;  ; 15 ; benc ; 426 
 5050 ; 50 рублей ; 1918 ; Туркестан ;  ;  ; 16 ; stabah ; 367 
 5051 ; 50 рублей ; 1918 ; Сибирский кредитный билет.Правительство Центросибири ;  ;  ; 64 ; svokich ; 4127 
 5052 ; 3 рубля ; 1919 ;  ;  ; AU ; 34 ; gdrg2 ; 1434 
 5053 ; 5 рублей ; 1919 ; Армения ;  ;  ; 16 ; gdrg2 ; 633 
 5054 ; 5000 теньге ; 1919 ; Бухарский Эмират ;  ;  ; 28 ; NNN ; 1463 
 5055 ; Лот бон (2 штуки) ;  ;  ;  ;  ; 37 ; у44 ; 257 
 5056 ; 500 теньге ; 1919/20 ; Бухарский Эмират ;  ;  ; 18 ; bonist-3A ; 1530 
 5057 ; 200 теньге ; 1920 ; Бухарская Республика ;  ;  ; 41 ; ЛАВ-13 ; 2550 
 5058 ; 100 рублей ; 1920 ; Бухарская Республика ;  ;  ; 33 ; ЛАВ-13 ; 2346 
 5059 ; 3 рубля ; 1920 ; Денежный знак Дальне-Восточной республики ;  ;  ; 36 ; gdrg2 ; 1530 
 5060 ; 10000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 26 ; gdrg2 ; 1385 
 5061 ; 20000 рублей ; 1921 ; Бухарская Республика ;  ;  ; 34 ; SS2008 ; 1122 
 5062 ; 10000 рублей ; 1921 ; Армения ;  ;  ; 17 ; znakomvam ; 765 
 5063 ; 10000 рублей ; 1921 ; Расчетные знаки РСФСР образца 1921 г. ;  ;  ; 40 ; bobbar ; 937 
 5064 ; 1 червонец ; 1926 ; Пятаков. Билет ;  ;  ; 47 ; bobbar ; 5103 
 5065 ; 2 червонца ; 1928 ; Калманович, Горбунов. Билет ;  ;  ; 51 ; bobbar ; 5107 
 5066 ; Сувенирная бона (КОПИЯ: 5 червонцев 1928года, с В/з) ;  ;  ;  ;  ; 9 ; bobbar ; 200 
 5067 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 48 ; Alex1 ; 1836 
 5068 ; 5 рублей ; 1934 ; Гос.казначейские билеты ;  ;  ; 61 ; ЛАВ-13 ; 793 
 5069 ; 3 червонца ; 1937 ; Билет ;  ;  ; 14 ; wiqi ; 714 
 5070 ; 10 рублей ; 1947 ; билет ;  ;  ; 33 ; birmane ; 1996 
 5071 ; 50 рублей ; 1961 ; билет ;  ;  ; 6 ; DIMA 57 ; 101 
 5072 ; Лот бон (8 штук) ; 1961 ;  ;  ;  ; 13 ; taa ; 172 
 5073 ; Бона. 25 рублей. Лот ( 20шт.) ; 1961 ;  ;  ; XF ; 29 ; Pavel99 ; 133 
 5074 ; Бона. 25 рублей. Лот ( 40шт.) ; 1961 ;  ;  ; UF ; 6 ; сортам70 ; 127 
 5075 ; Бона. 1 рубль. Лот ( 10шт.) ; 1991 ;  ;  ; AU ; 11 ; сортам70 ; 155 
 3928 ; Лот монет евроцентов: 2 евроцента 24шт ;  ;  ; Cu/St ; VF/XF ; 19 ; птичка16 ; 50 
 3929 ; Лот монет Мексики: 12шт ;  ;  ; Би/м St ; VF-XF/AU ; 15 ; krai ; 124 
 3930 ; Лот монет Индии: 13шт ;  ;  ; Cu-Ni St ; XF/AU ; 32 ; спарта ; 1024 
 3931 ; Лот монет Германии: 10 пфеннигов (22 шт.) ; 1949-1995 ;  ; St/Лат ; VF/XF ; 24 ; eu57ro ; 121 
 3932 ; Лот монет Украины: 10 коп (50шт) ;  ;  ; Al/Br ; VF/XF ; 19 ; Besar ; 44 
 3933 ; Лот монет ФРГ: 2 пфеннига (27 шт.) ; 1962-1994 ;  ; St/Cu ; VF/XF ; 21 ; eu57ro ; 116 
 3934 ; Лот монет мира: 39 шт. ;  ;  ; Cu-Ni,Al,Cu-Zn, ; VF/XF ; 23 ; aaaaa1971 ; 153 
 3935 ; Лот монет США: 1 цент (52 шт.) ;  ;  ; Br ; VF/XF ; 24 ; Ok13 ; 113 
 3936 ; Лот монет Бельгии: 25 шт. ;  ;  ; Al/Br,Cu-Ni,Br ; VF/XF ; 27 ; cr5400 ; 116 
 3937 ; Лот монет Франции: 18шт ;  ;  ; Cu-Ni Al ; VF/AU ; 22 ; Whosaid ; 1000 
 3938 ; Лот монет США: 1 цент (46 шт.) Без повторов ; 1957-2017 ;  ; Br ; VF/XF+ ; 64 ; eu57ro ; 149 
 3939 ; Лот монет Швеции: 15шт ;  ;  ; Cu ; F ; 23 ; Варвар ; 668 
 3940 ; Лот монет Испании: 31 шт. ; 1975-1997 ;  ; Ni/Лат,Cu-Ni,Al ; VF+/XF ; 19 ; krai ; 167 
 3941 ; Лот монет Швеции: 15шт ;  ;  ; Cu ; F ; 20 ; сортам70 ; 720 
 3942 ; Лот монет Швеции: 15шт ;  ;  ; Cu ; F ; 19 ; Варвар ; 663 
 3943 ; Лот монет Дании: 18шт ;  ;  ; Cu-Ni Al/Br ; VF/AU ; 36 ; Vox ; 1223 
 3944 ; Лот монет США: 5 центов (29шт) ;  ;  ; Cu-Ni ; VF-XF/AU ; 60 ; eu57ro ; 217 
 3945 ; Лот монет Шри-Ланки: 7шт ;  ;  ; Cu-Ni,Al ; AU ; 18 ; Копеечка ; 153 
 3946 ; Лот евроцентов 100шт ;  ;  ; Cu/St ; VF/AU ; 21 ; CMSpb ; 159 
 3947 ; Лот иностранных монет: 41 шт. ;  ;  ; Ag,Zn,Cu-Ni,Al/ ; VF/XF ; 7 ; krai ; 238 
 3948 ; Лот монет мира: 100шт ;  ;  ; Cu-Ni Br Al ; VF/AU ; 24 ; eu57ro ; 357 
 3949 ; Набор жетонов. 6 Sex Euros. (8 шт.) Выпуск 4 ;  ;  ;  ;  ; 36 ; Снежный Барс ; 547 
 3950 ; Набор жетонов. 6 Sex Euros. (8 шт.) Выпуск 3 ;  ;  ;  ;  ; 23 ; Снежный Барс ; 408 
 3951 ; Набор жетонов. 6 Sex Euros. (7 шт.) Выпуск 2 ;  ;  ;  ;  ; 18 ; Снежный Барс ; 357 
 3952 ; Набор жетонов. 6 Sex Euros. (4 шт.) Выпуск 1 ;  ;  ;  ;  ; 27 ; Rober ; 294 
 5001 ; 100 рублей ; 1898 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 54 ; Рас ; 6211 
 5002 ; 50 рублей ; 1899 ; Коншин 1910 г. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 51 ; klok ; 7322 
 5003 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 29 ; PROFAN2020 ; 219 
 5004 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 15 ; GAlexander ; 100 
 5005 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 9 ; baik25 ; 75 
 5006 ; 1 рубль ; 1898 ; Плеске. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 49 ; Sky2 ; 1518 
 5007 ; 1 рубль ; 1898 ; Шипов. Гос.кредитные билеты 1898-1899 гг. ;  ;  ; 10 ; Бигль ; 71 
 5008 ; Лот Государственных Кредитных Билетов (2 штуки) ; 1898 ;  ;  ;  ; 16 ; GAlexander ; 108 
 5009 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 18 ; Dmtriyy ; 94 
 5010 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 9 ; uhfvv7 ; 102 
 5011 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; GAlexander ; 114 
 5012 ; 3 рубля ; 1905 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 19 ; Sky2 ; 203 
 5013 ; 3 рубля ; 1905 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 60 ; Таврида ; 374 
 5014 ; 5 рублей ; 1909 ; Денежные знаки ;  ;  ; 14 ; GAlexander ; 73 
 5015 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 8 ; baik25 ; 51 
 5016 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 16 ; baik25 ; 51 
 5017 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; DVD67 ; 84 
 5018 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; огонь71 ; 102 
 5019 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 11 ; DNK981 ; 206 
 5020 ; 5 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 26 ; baik25 ; 72 
 5021 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 32 ; Sky2 ; 714 
 5022 ; 5 рублей ; 1909 ; Коншин 1910 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 72 ; Таврида ; 566 
 5023 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 17 ; Pavel99 ; 61 
 5024 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 12 ; baik25 ; 55 
 5025 ; 10 рублей ; 1909 ; Шипов 1912 г. Гос.кредитные билеты 1905-1912 гг. ;  ;  ; 6 ; Dmtriyy ; 45 
 3878 ; Лот монет Японии: 2шт ;  ;  ; Cu-Ni ; Proof ; 45 ; GAlexander ; 634 
 3879 ; Лот монет Дании: 11шт ;  ;  ; Br Zn ; F/VF-XF ; 21 ; Мозг ; 43 
 3880 ; Лот монет Австралии (2шт) ; 1983,1994 ;  ; Cu-Ni ; XF ; 19 ; aaaaa1971 ; 77 
 3881 ; Лот монет США: 1 цент (4шт) ; 1929-1947 ;  ; Br ; F+/VF ; 29 ; игорь19 ; 89 
 3882 ; Лот монет Колумбии: 6шт ;  ;  ; Cu-Ni ; XF-/AU ; 10 ; ЛОПАТИНиКО ; 102 
 3883 ; Лот монет Португалии: 11 шт. ;  ;  ; Би/м,Cu-Ni,Br, ; VF/XF ; 10 ; cr5400 ; 57 
 3884 ; Лот монет Колумбии: 7шт ;  ;  ; Би/м ; XF/AU ; 13 ; ЛОПАТИНиКО ; 306 
 3885 ; Лот монет Ю.Кореи: 5шт ;  ;  ; Cu-Ni ; XF/AU ; 12 ; Besar ; 26 
 3886 ; Лот монет Кореи: 7шт ;  ;  ; Al ; AU ; 27 ; NtYdS ; 352 
 3887 ; Лот монет Польши: 2 злотых (6 шт.) Юбилейные ; 2010-2014 ;  ; Лат ; AU ; 26 ; Копеечка ; 271 
 3888 ; Лот монет Японии: 4шт ;  ;  ; Cu-Ni Br Al Лат ; Proof ; 35 ; GAlexander ; 363 
 3889 ; Лот монет Польши: 2 злотых (6 шт.) Юбилейные ; 2005-2014 ;  ; Лат ; AU ; 18 ; krai ; 668 
 3890 ; Лот монет Южной Америки: 10шт ;  ;  ; Лат St ; VF/AU ; 19 ; Копеечка ; 221 
 3891 ; Лот монет Турции: 10шт ;  ;  ; Cu-Ni Al/Br ; VF/XF ; 13 ; teso ; 78 
 3892 ; Лот монет Мира (19шт) ;  ;  ; Cu,Br,Al,Al/Br ; F/XF ; 26 ; Лоцман ; 133 
 3893 ; Лот монет Италии: 11 шт. ;  ;  ; Би/м,Al/Br,St, ; F/XF+ ; 5 ; cr5400 ; 57 
 3894 ; Лот монет Югославии: 6 шт. ;  ;  ; Cu-Ni,Cu-Zn ; VF/XF ; 19 ; ТАТ72 ; 63 
 3895 ; Лот монет Великобритании: 3 шт. ;  ;  ; Cu-Ni ; VF+/XF ; 8 ; Plus ; 41 
 3896 ; Лот иностранных монет: 16 шт. ;  ;  ; Cu-Ni,Al,Br,Zn ; VF/XF ; 15 ; I3 ; 238 
 3897 ; Лот монет мира: 22шт ;  ;  ; Al Cu-Ni Al/Br ; VF/AU ; 5 ; спарта ; 113 
 3898 ; Лот монет Канады: 1 цент (42шт) ;  ;  ; Br ; VF-XF/XF ; 33 ; eu57ro ; 41 
 3899 ; Лот монет Польши: 5 злотых (6шт) ;  ;  ; Al/Br ; VF/VF-XF ; 13 ; Besar ; 31 
 3900 ; Лот монет Греции: 18 шт. ;  ;  ; Al,Cu-Ni,Al/Br, ; VF/XF ; 23 ; aaaaa1971 ; 159 
 3901 ; Лот монет Польши: 2 злотых (10 шт.) ;  ;  ; Лат ; VF/XF ; 11 ; Meshok ; 16 
 3902 ; Лот монет ГДР: 4шт ;  ;  ; Al Al/Br ; VF/XF ; 21 ; Doss ; 57 
 3903 ; Лот монет Кувейта: 5 шт. ;  ;  ; St/Ni,St/Лат ; AU ; 10 ; krai ; 255 
 3904 ; Лот монет Армении: 100 драм (2шт) ;  ;  ; Cu-Ni ; AU ; 16 ; ЛОПАТИНиКО ; 102 
 3905 ; Лот монет Венгрии: 50 форинтов (4шт) ;  ;  ; Cu-Ni ; AU ; 29 ; nemand ; 227 
 3906 ; Лот монет Изариля: 100,50,10 шекелей (3 шт.) ;  ;  ; Cu-Ni,Al/Br ; AU ; 32 ; Lafeto55 ; 301 
 3907 ; Лот монет Азии: 17шт ;  ;  ; Al/Br Cu-Ni Al ; F-VF/AU ; 21 ; krai ; 87 
 3908 ; Лот монет Исландии: 17шт ;  ;  ; Br Al Cu-Ni ; F/XF ; 11 ; krai ; 111 
 3909 ; Лот монет Польши: 2 злотых (7 шт.) Юбилейные ; 2004-2013 ;  ; Лат ; AU ; 11 ; ochernishev ; 612 
 3910 ; Лот монет Польши: 5 злотых (2 шт.) ; 2014-2015 ;  ; Би/м ; AU ; 18 ; salim ; 202 
 3911 ; Лот монет Румынии: 4 шт. ; 2012-2013 ;  ; St/Ni,St/Cu, ; AU ; 11 ; Mikola_1 ; 51 
 3912 ; Лот монет Бразилии: 6шт ;  ;  ; St ; AU ; 10 ; Mikaczuki ; 197 
 3913 ; Лот монет Бразилии: 3 шт. ; 1992-1993 ;  ; St ; XF ; 15 ; Moryak ; 82 
 3914 ; Лот монет Германии: 5шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 5 ; ЛОПАТИНиКО ; 78 
 3915 ; Лот монет Болгарии: 3 шт. ;  ;  ; Ni/Лат ; XF ; 10 ; Meshok ; 62 
 3916 ; Лот монет Швеции:  1эре 11шт ;  ;  ; Br ; VF/XF ; 11 ; chipil8 ; 51 
 3917 ; Лот монет Германии: 1 пфенниг (33 шт.) ; 1949-1996 ;  ; St/Cu ; VF-/XF ; 24 ; chipil8 ; 151 
 3918 ; Лот монет Польши: 4шт ;  ;  ; Cu-Ni ; VF-XF/vf ; 19 ; krugerrand ; 28 
 3919 ; Лот монет ФРГ: 5 шт. ;  ;  ; St/Лат,St/Cu ; XF ; 5 ; Мозг ; 33 
 3920 ; Лот монет Канады: 1 цент (10 шт.) ;  ;  ; Br ; XF-/AU ; 10 ; Meshok ; 16 
 3921 ; Лот монет США: 1/4 доллара (2шт) ;  ;  ; Ag ; F ; 18 ; roza77 ; 263 
 3922 ; Лот монет Украины: 1 гривна (2 шт.) ;  ;  ; Al/Br ; XF ; 9 ; guzubala ; 9 
 3923 ; Лот монет Южного Судана: 3 шт. ; 2015 ;  ; St/Ni,St/Cu, ; AU ; 48 ; SpAi ; 356 
 3924 ; Лот монет Бразилии: 7шт ;  ;  ; St ; AU ; 19 ; спарта ; 375 
 3925 ; Лот монет Узбекистана (5шт) ;  ;  ; St/Ni,St ; VF/XF ; 13 ; bobbar ; 63 
 3926 ; Лот монет Испании: 8шт ;  ;  ; Латунь ; XF/AU ; 13 ; спарта ; 255 
 3927 ; Лот иностранных монет: 24 шт. ;  ;  ; Al/Br,Br,Cu-Ni, ; F/XF ; 17 ; Лоцман ; 129 
 3828 ; Лот монет Ю.Кореи: 4шт ;  ;  ; Cu-Ni ; VF-XF/AU ; 14 ; Копеечка ; 102 
 3829 ; Лот монет Перу: 1 соль (4 шт.) Юбилейные ; 2011-2019 ;  ; Cu-Zn-Al ; AU ; 38 ; ag58 ; 239 
 3830 ; Лот монет США: 10шт ;  ;  ; Cu-Ni ; XF/AU ; 43 ; eu57ro ; 201 
 3831 ; Лот монет Узбекистана: 3шт ;  ;  ; Cu-Ni ; VF/VF-XF ; 23 ; Meshok ; 51 
 3832 ; Лотмонет Эритреи: 6шт ;  ;  ; Cu-Ni ; AU ; 39 ; Копеечка ; 368 
 3833 ; Лот монет Лаоса: 4шт ;  ;  ; Al ; XF/AU ; 19 ; Копеечка ; 239 
 3834 ; Лот монет Ю.Кореи: 7шт ;  ;  ; Cu-Ni ; XF/AU ; 12 ; Besar ; 79 
 3835 ; Лот монет Маврикия: 4шт ;  ;  ; Cu-Ni Br ; XF/AU ; 9 ; Копеечка ; 51 
 3836 ; Лот монет Занзибара и Танзании: 4шт ;  ;  ; Al/Br Cu-Ni ; AU ; 33 ; Slava O ; 263 
 3837 ; Лот монет Колумбии: 6шт ;  ;  ; Би/м ; AU ; 19 ; ЛОПАТИНиКО ; 208 
 3838 ; Лот монет Франции: 7шт ;  ;  ; Cu-Ni Al/Br ; VF/XF ; 14 ; GAlexander ; 37 
 3839 ; Лот монет Венгрии: 50 форинтов (4шт) ;  ;  ; Cu-Ni ; AU ; 32 ; jj ; 312 
 3840 ; Лот монет Польши: 2шт ;  ;  ; Al/Br ; XF/AU ; 14 ; ochernishev ; 99 
 3841 ; Лот монет евро 7шт ;  ;  ; Би/м Лат cu/St ; VF/XF ; 38 ; von_Schwarz ; 303 
 3842 ; Лот монет Украины (юбилейные): 10 гривен (4шт) ; 2018-2019 ;  ; Cu-Ni ; AU ; 5 ; Vova1950 ; 204 
 3843 ; Лот монет США: 4шт ;  ;  ; Cu-Ni ; VF-XF ; 26 ; kovav ; 73 
 3844 ; Лот монет Армении: 200 драм (6шт) Деревья ; 2014 ;  ; Латунь ; AU ; 27 ; eu57ro ; 603 
 3845 ; Лот монет Индии: 9 шт. ;  ;  ; Би/м,St/Ni,Ж/м ; XF/AU ; 35 ; Степан_81 ; 384 
