 6635 ; Часы наручные ORIENT UTAD-CO, кварц. Япония. ;  ;  ; Б/м ;  ; 33 ; Yamilov ; 1700 
 3696 ; Лот монет Германии: 54шт ;  ;  ; Cu-Ni Br Al ; F/AU ; 22 ; double ; 551 
 3697 ; Лот монет Финляндии: 8шт ;  ;  ; Al/Br Cu-Ni Cu ; VF/VF-XF ; 25 ; Rober ; 237 
 3698 ; Лот монет Канады: 8 шт. ;  ;  ; Би/м,Ni,Br, ; XF/AU ; 38 ; bobbar ; 184 
 3699 ; Лот монет Бразилии: 6 шт. ; 1986-2018 ;  ; Би/м,St,St/Cu ; XF/AU ; 9 ; andrej.fedorov.1971 ; 113 
 3700 ; Лот монет мира: 25шт ;  ;  ; Cu-Ni Al/Br Br ; F+/XF ; 35 ; marconi605 ; 305 
 3701 ; Лот монет Мексики: 8 шт. ; 1951-2013 ;  ; Br,Al/Br,St/Ni ; VF-/AU ; 44 ; teso ; 407 
 3702 ; Лот монет мира: 13 шт. + жетон ;  ;  ; Al,Al/Br,Br,Cu- ; F/XF ; 13 ; MARSHALL ; 45 
 3703 ; Лот монет Финляндии: 7шт ;  ;  ; Al/Br Cu-Ni Cu ; VF/XF+ ; 38 ; Oleg73 ; 361 
 3704 ; Лот монет Германии: 5 пфеннигов (14 шт.) ; 1950-1995 ;  ; St/Лат ; F+/VF+ ; 10 ; KaraBall ; 143 
 3705 ; Лот монет США: 1/4 доллара (12 шт.) Национальные парки ;  ;  ; Cu-Ni ; AU ; 14 ; arusakov02 ; 444 
 3706 ; Лот монет Италии: 9 шт. ;  ;  ; Би/м,Al/Br,St, ; XF/AU ; 17 ; Misha ; 77 
 3707 ; Лот монет Франции: 6шт ;  ;  ; Cu-Ni Al/Br Би/ ; VF/AU ; 11 ; MikeWinger ; 210 
 3708 ; Лот монет США (штаты): 1/4 доллара (4шт) ;  ;  ; Cu-Ni ; XF/AU ; 11 ; Kant ; 132 
 3709 ; Лот монет Португалии и Колоний: 21шт ;  ;  ; Cu-Ni Al/Br Br ; F/XF ; 56 ; nemand ; 793 
 3710 ; Лот монет Джерси, ЮАР, Австралии: 4шт ;  ;  ; Br ; VF/VF-XF ; 12 ; Markgraf ; 257 
 3611 ; Лот монет Финляндии: 25 пенни (10 шт.) ; 1921-1944 ;  ; Cu-Ni,Cu,Fe ; VF+/XF ; 27 ; aaaaa1971 ; 188 
 3612 ; Лот монет Китая: 6 шт. ;  ;  ; Al,St/Ni,St/Лат ; AU ; 19 ; Копеечка ; 55 
 3613 ; Лот монет Финляндии: 1 пенни (3 шт.) ; 1919-1921 ;  ; Cu ; XF ; 20 ; Oleg73 ; 114 
 3614 ; Лот монет Швеции: 5 эре (3 шт.) ; 1875-1897 ;  ; Br ; F/VF ; 29 ; heavy_fly ; 330 
 3615 ; Лот монет Украины: 7шт ;  ;  ; Al/Br St ; VF/AU ; 3 ; GAlexander ; 4 
 3616 ; Лот монет иностранных (Болгария, Чехия и Израиль) 3шт ;  ;  ; Cu-Ni,Лат ; VG/VF ; 5 ; Masada ; 34 
 3617 ; Лот монет Ганы: 5 шт. ; 1991-2016 ;  ; St/Ni,Al/Br, ; VF/XF ; 15 ; svetikbsk ; 71 
 3618 ; Лот монет Кореи: 6 шт. ; 1980-2009 ;  ; Cu-Ni,Br, ; VF/XF ; 31 ; Копеечка ; 146 
 3619 ; Лот монет США: 1,1/2,1/4 доллара (3 шт.) ; 1976 ;  ; Cu-Ni ; XF/AU ; 36 ; Копеечка ; 357 
 3620 ; Лот монет Нигерии: 2 шт. ; 1991,2006 ;  ; Би/м,St/Ni ; VF/XF ; 20 ; alldeep ; 90 
 3621 ; Лот монет Сингапура: 5 шт. ;  ;  ; Al/Br,Cu-Ni,Br ; XF ; 10 ; Батя13 ; 59 
 3622 ; Лот монет Чехословакии и Чехии: 4 шт. ; 1962-2002 ;  ; Al,St/Ni,Ж/м ; VF-/XF ; 9 ; SKeeper ; 13 
 3623 ; Лот монет Макао: 3 шт. ; 1998,2010 ;  ; Cu-Ni,Ж/м ; VF+/XF+ ; 13 ; andrej.fedorov.1971 ; 82 
 3624 ; Лот монет Финляндии: 5 пенни (14 шт.) Все разные ; 1919-1940 ;  ; Cu ; VF/XF ; 30 ; Oleg73 ; 207 
 3625 ; Лот монет Швеции: 6 шт. ; 1956-2002 ;  ; Br ; VF/XF ; 25 ; heavy_fly ; 90 
 3626 ; Лот монет Коста-Рики: 6 шт. ; 2006-2016 ;  ; Al,St/Лат ; VF/XF ; 44 ; heavy_fly ; 407 
 3627 ; Лот монет Финляндии: 10,5 пенни (4 шт.) ; 1941-1942 ;  ; Cu ; XF ; 18 ; double ; 111 
 3628 ; Лот монет Казахстана: 100 тенге (2 шт.) Юбилейные ; 2020 ;  ; Би/м ; AU ; 64 ; Vol4en0k ; 650 
 3629 ; Лот монет Польши: 13шт ;  ;  ; Al Al/Br Cu-Ni ; VF/AU ; 37 ; electra ; 397 
 3630 ; Лот монет Бельгии: 50,20,5,1 франк, 50,25 сантимов (16 шт.) Все разные ; 1961-1994 ;  ; Cu-Ni,Br,Ni,Al/ ; VF/XF ; 7 ; ТАТ72 ; 34 
 3631 ; Лот монет Азербайджана: 6 шт. ;  ;  ; Би/м,St/Cu,St/Л ; AU ; 23 ; Meshok ; 153 
 3632 ; Лот монет Турции: 7 шт. ; 2000-2017 ;  ; Би/м,Cu-Ni,Ж/м ; VF/XF ; 7 ; alldeep ; 28 
 3633 ; Лот монет Германии: 11 шт. ;  ;  ; Al,Cu-Ni,St/Лат ; VF/XF ; 14 ; repka4pdr ; 155 
 3634 ; Лот монет Шпи-Ланки: 5,1 рупия,1 цент (3 шт.) ; 1989,2004 ;  ; Al,St/Ni,Al/Br ; XF+/AU ; 17 ; alekstos ; 38 
 3635 ; Лот монет Сингапура: 7 шт. ; 1980-2014 ;  ; St/Ni,St/Cu,St/ ; XF/AU ; 9 ; salim ; 89 
 3636 ; Лот иностранных монет: 4 шт. ; 2014-2016 ;  ; St/Ni,St/Cu,St/ ; XF/AU ; 22 ; alekstos ; 79 
 3637 ; Лот монет Сейшел: 4 шт. ; 1994-2016 ;  ; St/Ni,Ж/м ; VF/XF+ ; 42 ; Вованыч ; 153 
 3638 ; Лот монет Марокко: 5 шт. ;  ;  ; Cu-Ni,St/Ni,Ж/м ; VF/XF ; 18 ; Мозг ; 33 
 3639 ; Лот монет Японии: 6 шт. ;  ;  ; Al,Al/Br,Cu-Ni, ; AU ; 31 ; ialaiola ; 225 
 3640 ; Лот монет Европы: 10 шт. ;  ;  ; Лат,St/Cu ; XF/AU ; 5 ; bobbar ; 65 
 3641 ; Лот монет Португалии: 11 шт. ;  ;  ; Би/м,Cu-Ni,Br, ; VF/XF ; 31 ; bobbar ; 240 
 3642 ; Лот монет Чили: 6 шт. ;  ;  ; Би/м,Ж/м ; VF/VF+ ; 15 ; andrej.fedorov.1971 ; 155 
 3643 ; Лот монет Украины: 7 шт. ;  ;  ; Al/Br,St/Ni ; AU ; 7 ; СТРЕКОЗА ; 18 
 3644 ; Лот монет Финляндии: 7шт ;  ;  ; Al/Br Cu-Ni ; VF/AU ; 55 ; aaaaa1971 ; 254 
 3645 ; Лот монет Нидерландов: 5шт ;  ;  ; Cu-Ni ; VF-XF/XF ; 16 ; SupERGood ; 108 
 3646 ; Лот монет Испании: 15 шт. ;  ;  ; Ni/Лат,Al ; VF/XF+ ; 24 ; sibirian ; 170 
 3647 ; Лот монет Индии: 10 шт. ;  ;  ; Cu-Ni,St/Ni ; VF/XF ; 18 ; Sterh ; 45 
 3648 ; Лот монет США: 1/4 доллара (9 шт.) Национальные парки ;  ;  ; Cu-Ni ; XF+/AU ; 18 ; svetikbsk ; 360 
 3649 ; Лот монет Германии: 9шт ;  ;  ; Cu-Ni ; VF/VF-XF ; 47 ; птичка16 ; 509 
 3650 ; Лот монет Финляндии: 5,1 марка (16 шт.) ; 1952-1962 ;  ; Cu-Ni,Fe ; VF-/XF ; 41 ; Бигль ; 164 
 3651 ; Лот монет Финляндии: 20,10 марок (4 шт.) ; 1953-1961 ;  ; Al/Br ; VF+ ; 37 ; zx123 ; 122 
 3652 ; Лот монет Приднестровья: 4 шт. ;  ;  ; Пластик ; AU ; 25 ; Снежный Барс ; 202 
 3653 ; Лот монет Танзании: 6шт ;  ;  ; Cu-Ni ; VF ; 41 ; svetikbsk ; 105 
 3654 ; Лот монет Португалии: 10 шт. ;  ;  ; C-Ni,Al/Br,Br, ; VF/XF ; 24 ; Волк33 ; 227 
 3655 ; Лот монет мира: 20шт ;  ;  ; Cu-Ni лат Br ; F+/XF ; 18 ; bobbar ; 189 
 3656 ; Лот монет Великобритании и Австралии: 4шт ;  ;  ; Cu ; F/VF ; 17 ; Снежный Барс ; 85 
 3657 ; Лот монет Канады:1 доллар, 1,5,10,25,50 центов (6шт) ; 1968 ;  ; Cu-Ni Br ; VF-XF/AU ; 31 ; an78gg ; 219 
 3658 ; Лот монет Шри-Ланки: 5 шт. ; 1982-2016 ;  ; St/Ni,Al/Br ; VF/XF+ ; 19 ; Батя13 ; 160 
 3659 ; Лот монет Канады: 10,1 цент (5 шт.) ; 1973-2008 ;  ; Br,Ni ; XF/AU ; 13 ; SKeeper ; 16 
 3660 ; Лот монет Нидерландов: 14 шт. ;  ;  ; Ni,Br,Ni/Br ; VF/AU ; 9 ; SupERGood ; 63 
 3561 ; Набор монет Сан-Марино: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) Буклет ; 2015 ;  ; Би/м Cu/St Лат ; AU ; 19 ; Gast ; 1611 
 3562 ; Набор монет Южной Африки: 9 шт. Буклет ; 2002 ;  ; St/Cu,Ж/м,Cu-Ni ; Unc ; 21 ; teso ; 464 
 3563 ; Лот монет Сингапура: 1 доллар, 50,20,10,5,1 цент (6 шт.) Буклет ; 1977 ;  ; Cu-Ni,Br ; AU ; 20 ; Oleg73 ; 568 
 3564 ; Набор монет США: 1/2,1/4 доллара, 1 дайм, 5,1 цент (5 шт.) Пластиковая упаковка ; 1985 ;  ; Cu-Ni,Br ; Proof ; 40 ; Nezd ; 747 
 3565 ; Набор монет Китая: 1 юань (2 шт.) XI Азиатские игры. Буклет ; 1990 ;  ; St ; AU ; 49 ; Flagman ; 498 
 3566 ; Набор монет США: 1 доллар (4 шт.) Президенты США. Пластиковая упаковка, сертификат ; 2007 ;  ; Cu-Zn-Al ; Proof ; 42 ; Nezd ; 739 
 3567 ; Набор монет Швеции: 4шт Пластиковая упаковка ; 1982 ;  ; Cu-Ni,Br ; AU ; 37 ; heavy_fly ; 235 
 3568 ; Набор монет Малайзии: 6 шт. Буклет ; 1990 ;  ; Cu-Ni,St/Cu,Ж/м ; Unc ; 34 ; heavy_fly ; 528 
 3569 ; Набор монет Сан-Марино: 9 шт. Упаковка, буклет ; 1982 ;  ; Би/м,Al/Br,St ; AU ; 46 ; SpAi ; 1002 
 3570 ; Набор монет Отровов Кука (Открытия и путешествия Дж. Кука): 2-1/2 доллара. 7-1/2 доллара  (2шт) Пластиковая упаковка ; 1974 ;  ; Ag ; Proof ; 49 ; asm1048576 ; 4080 
 3571 ; Лот монет Ватикана: 50 евроцентов (2 шт.) Буклет ; 2013,2014 ;  ; Лат ; AU ; 31 ; Фома ; 327 
 3572 ; Лот монет Португалии: 4 шт. Чемпионат мира по хоккею ; 1982 ;  ; Cu-Ni,Лат ; AU ; 37 ; dimam_kz ; 330 
 3573 ; Ролл монет США: 1 цент (50шт) ; 2019 ;  ; Br ; AU ; 20 ; Nezd ; 203 
 3574 ; Лот монет Швейцарии: 1 раппен (50 шт.) ;  ;  ; Br ; AU ; 34 ; папашаГарпагон ; 213 
 3575 ; Лот монет Таиланда: 5 шт. ;  ;  ; Cu-Ni,St/Cu,St/ ; VF-/XF ; 29 ; Батя13 ; 76 
 3576 ; Лот монет Саудовской Аравии: 4 шт. ;  ;  ; Би/м,Cu-Ni,Ж/м ; XF/AU ; 19 ; bobbar ; 204 
 3577 ; Лот монет Казахстана: 50 тенге (6 шт.) ; 2014,2015 ;  ; Cu-Ni ; AU ; 21 ; canario ; 352 
 3578 ; Лот монет Филиппин: 6 шт. ; 1993-2015 ;  ; Би/м,St/Ni,St/Л ; VF+/AU ; 7 ; alldeep ; 108 
 3579 ; Лот монет Чили: 5 шт. ; 2011-2019 ;  ; Би/м,Al,Ж/м ; VF+/XF+ ; 9 ; alldeep ; 92 
 3580 ; Лот монет Тринидада и Тобаго: 5 шт. ; 2012-2017 ;  ; St/Ni,St/Cu ; XF/AU ; 31 ; teso ; 193 
 3581 ; Лот монет Замбии: 4 шт. ; 2012 ;  ; St/Ni,St/Лат ; AU ; 21 ; solo5 ; 143 
 3582 ; Лот монет США: 6 шт. ; 2001-2015 ;  ; Cu-Ni,Br ; VF+/XF ; 7 ; svetikbsk ; 45 
 3583 ; Лот монет мира 6шт ;  ;  ; Cu-Ni Al/Br Br ; VF/XF ; 14 ; bobbar ; 17 
 3584 ; Лот монет Германии: 8шт ;  ;  ; Al Ak/Br Br ; VF/XF ; 9 ; Мозг ; 33 
 3585 ; Лот монет мира 6шт ;  ;  ; Cu-Ni Al/Br ; VF/AU ; 13 ; alldeep ; 23 
 3586 ; Лот монет Болгарии: 7шт ;  ;  ; Cu-Ni Br ; VF/AU ; 5 ; bobbar ; 59 
 3587 ; Лот монет Острова Мэн: 4 шт. ; 1978-2016 ;  ; Br ; VF/AU ; 32 ; Eymund ; 142 
 3588 ; Лот монет Украины: 6шт ;  ;  ; Al/Br St ; VF/AU ; 3 ; GAlexander ; 4 
 3589 ; Лот монет Беларуси: 8 шт. ;  ;  ; Би/м,St/Ni,St/C ; AU ; 17 ; Ydflpcs ; 102 
 3590 ; Лот монет Казахстана: 100,50 тенге (10 шт.) ;  ;  ; Cu-Ni,Би/м ; XF/AU ; 19 ; alldeep ; 153 
 3591 ; Лот монет Франции: 8 шт. ;  ;  ; Би/м,Al/Br,Ni ; VF/XF ; 5 ; alldeep ; 24 
 3592 ; Лот монет Мадагаскара: 6 шт. ;  ;  ; Cu-Ni,St/Ni ; F/XF+ ; 35 ; sibirian ; 420 
 3593 ; Лот монет Финляндии: 10 шт. ;  ;  ; Би/м,Al/Br,Cu ; VF+/XF+ ; 9 ; alldeep ; 108 
 3594 ; Лот монет мира: 20шт ;  ;  ; St Al/Br Br ; VF/AU ; 17 ; garrymoore ; 249 
 3595 ; Лот монет Узбекистана: 100 сом (2 шт.) ; 2009 ;  ; St/Ni ; AU ; 15 ; Jon Snow ; 61 
 3596 ; Лот монет Тонга: 5 шт. ;  ;  ; St/Ni,Лат ; XF/AU ; 83 ; Vol4en0k ; 729 
 3597 ; Лот монет Великобритании: 1 фунт (4 шт.) ; 1983-1994 ;  ; Ni/Лат ; VF/XF ; 26 ; Сильвестр ; 373 
 3598 ; Лот монет Польши: 6шт ;  ;  ; Al/Br Cu-Ni Би/ ; VF/XF ; 14 ; alldeep ; 84 
 3599 ; Лот монет Уганды: 3 шт. ;  ;  ; Cu-Ni,Al/Br ; VF/VF+ ; 11 ; makcpeyn100 ; 57 
 3600 ; Лот монет Великобритании: 14 шт. ;  ;  ; Cu-Ni,Br ; VF/XF ; 33 ; svetikbsk ; 175 
 3601 ; Лот монет Бермудских островов: 4 шт. ; 1994-2017 ;  ; St/Cu,Cu-Ni,St/ ; XF/XF+ ; 7 ; alekstos ; 63 
 3602 ; Лот монет Швеции: 6 шт. ; 1948-1988 ;  ; Cu-Ni,Fe ; VF/XF ; 7 ; KaraBall ; 57 
 3603 ; Лот монет Перу: 6 шт. ; 2005-2016 ;  ; Би/м,Cu-Zn-Al, ; VF/XF ; 17 ; heavy_fly ; 143 
 3604 ; Лот монет Танзании и Кении: 4 шт. ;  ;  ; Би/м,Al/Br ; VF/AU ; 19 ; andrej.fedorov.1971 ; 143 
 3605 ; Лот монет Эквадора: 3 шт. ; 2000 ;  ; Ni ; VF+ ; 9 ; Батя13 ; 57 
 3606 ; Лот монет Фиджи: 4 шт. ; 1992-2013 ;  ; Br,St/Ni ; F/XF+ ; 16 ; heavy_fly ; 102 
 3607 ; Лот монет Мальты: 5 шт. ; 1991-1998 ;  ; Cu-Ni,Ж/м ; VF-/XF ; 13 ; Батя13 ; 57 
 3608 ; Лот монет Пакистана: 3 шт. ; 2003-2010 ;  ; Br,Al,Cu-Ni ; VF/XF- ; 15 ; QSL ; 47 
 3609 ; Лот монет Дании: 6 шт. ; 1963-1999 ;  ; Cu-Ni,Br ; VF/VF+ ; 17 ; andrej.fedorov.1971 ; 101 
 3610 ; Лот монет Мексики: 50,1 доллар, 20,10 центов (6 шт.) ; 1978-2009 ;  ; Би/м,Cu-Ni,St ; VF/AU ; 15 ; Kant ; 92 
 3511 ; 200 лир. Ватикан ; 1991 ;  ; Al/Br ; AU ; 31 ; serg.g ; 148 
 3512 ; 200 лир. Ватикан ; 1990 ;  ; Al/Br ; AU ; 32 ; serg.g ; 155 
 3513 ; 200 лир. Ватикан ; 1989 ;  ; Al/Br ; AU ; 43 ; КрасноеСело ; 163 
 3514 ; 200 лир. Ватикан ; 1992 ;  ; Al/Br ; AU ; 31 ; КрасноеСело ; 155 
 3515 ; 20 лир. Ватикан ; 1991 ;  ; Al/Br ; AU ; 30 ; serg.g ; 189 
 3516 ; 20 лир. Ватикан ; 1990 ;  ; Al/Br ; AU ; 18 ; kornum ; 264 
 3517 ; 20 лир. Ватикан ; 1992 ;  ; Al/Br ; AU ; 27 ; serg.g ; 185 
 3518 ; 20 лир. Ватикан ; 1989 ;  ; Al/Br ; AU ; 29 ; kornum ; 272 
 3519 ; 10 лир. Ватикан ; 1989 ;  ; Al ; AU ; 21 ; kornum ; 227 
 3520 ; 10 лир. Ватикан ; 1992 ;  ; Al ; AU ; 17 ; alex62 ; 203 
 3521 ; 10 лир. Ватикан ; 1991 ;  ; Al ; XF ; 23 ; alex62 ; 203 
 3522 ; 10 лир. Ватикан ; 1990 ;  ; Al ; AU ; 25 ; kwacha_dm ; 430 
 3523 ; 100 лир. Ватикан ; 1989 ;  ; St ; AU ; 11 ; kostya12.04.1994 ; 171 
 3524 ; 100 лир. Ватикан ; 1990 ;  ; St ; AU ; 19 ; КрасноеСело ; 114 
 3525 ; 100 лир. Ватикан ; 1992 ;  ; St ; AU ; 15 ; kornum ; 158 
 3526 ; 100 лир. Ватикан ; 1991 ;  ; St ; AU ; 7 ; kornum ; 113 
 3527 ; 50 лир. Ватикан ; 1989 ;  ; St ; AU ; 21 ; jj ; 153 
 3528 ; 50 лир. Ватикан ; 1990 ;  ; St ; AU ; 26 ; t_v_v ; 98 
 3529 ; 50 лир. Ватикан ; 1992 ;  ; St ; AU ; 28 ; karl ; 101 
 3530 ; 50 лир. Ватикан ; 1991 ;  ; St ; AU ; 13 ; VVE ; 152 
 3531 ; 1 лат. Латвия ; 2008 ;  ; Cu-Ni ; AU ; 23 ; ТАТ72 ; 133 
 3532 ; 25 сантимов. Франция. D Epernay. Нотгельд ; 1922 ;  ; Al ; VF ; 28 ; nays ; 389 
 3533 ; 10 кэш. Китай. Провинция Аньхой ; 1906 ;  ; Cu ; VF+ ; 58 ; rusmlm ; 510 
 3534 ; 10 кэш. Китай. Провинция Чжецзян ; 1906 ;  ; Cu ; VF+ ; 45 ; rusmlm ; 425 
 3535 ; 20 сантимов. Франция. Нотгельд ; 1920-е ;  ; Ni ; VF- ; 20 ; nemand ; 520 
 3536 ; 20 кэш. Китай. Провинция Хунань ; 1919 ;  ; Cu ; VF- ; 48 ; баргузин ; 451 
 3537 ; Wert-marke. 30 пфеннигов. Германия. Нотгельд. D-24мм ;  ;  ; Лат ; VF ; 13 ; Бигль ; 130 
 3538 ; Automaten-marke. Германия. Г. Ремшайд. Нотгельд. D-21мм ; 1920-е ;  ; Zn ; VF ; 46 ; etwar55 ; 656 
 3539 ; 10 пфеннигов. Германия. Г. Хеддернхайм. Нотгельд. D-20мм ;  ;  ; Zn ; VF- ; 16 ; von_Schwarz ; 300 
 3540 ; 1/2 марки. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 43 ; etwar55 ; 527 
 3541 ; 25 пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu-Ni ; XF+ ; 23 ; 3457896 ; 288 
 3542 ; 20 сом. Киргизия. Ч. Айтматов - 90 лет. Коробка, сертификат ; 2018 ;  ; Cu-Ni ; Proof ; 69 ; unicorn ; 1096 
 3543 ; 200 тенге. Казахстан. Небесный волк (Кекбери) Коробка ; 2018 ;  ; Cu-Ni ; Proof ; 77 ; Vol4en0k ; 2336 
 3544 ; 100 тенге. Казахстан. Кыз узату. Буклет ; 2019 ;  ; Cu-Ni ; AU ; 20 ; guronidze ; 351 
 3545 ; 100 тенге. Казахстан. 25 лет тенге. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 36 ; canario ; 306 
 3546 ; 100 тенге. Казахстан. Суйинши. Буклет ; 2018 ;  ; Cu-Ni ; AU ; 39 ; canario ; 306 
 3547 ; 25 рублей. Приднестровье. 25 лет ПРБ. Буклет ; 2017 ;  ; St/Ni ; AU ; 37 ; Vol4en0k ; 840 
 3548 ; Фартинг. Великобритания. В капсуле NNC ;  ;  ; Br ;  ; 51 ; CoinM ; 554 
 3549 ; 5 долларов. Австралия. Дональд Брэдмен. Буклет ; 1996 ;  ; Би/м ; AU ; 32 ; SKeeper ; 416 
 3550 ; 5 долларов. Австралия. 100 лет избирательному праву женщин. Буклет ; 1994 ;  ; Би/м ; AU ; 15 ; alldeep ; 407 
 3551 ; 5 гривен. Буклет ; 2016 ; 100 лет первому исполнению "Щедрик" Н. Леонтовича ; Cu-Ni-Zn ; AU ; 43 ; Nezd ; 261 
 3552 ; 2 евро Ватикан Иоанн Павел II Буклет ; 2004 ;  ; Би/м ; AU ; 168 ; саны4 ; 8672 
 3553 ; Бамбуковые деньги. Китай. Токен ;  ;  ; Дерево ;  ; 20 ; Slava O ; 793 
 3554 ; Бамбуковые деньги. Китай. Токен ;  ;  ; Дерево ;  ; 19 ; Батя13 ; 900 
 3555 ; Бамбуковые деньги. Китай. Токен ;  ;  ; Дерево ;  ; 21 ; Slava O ; 793 
 3556 ; Набор монет Канады: 20 долларов (10 шт.) Авиация. Коробка ; 1994 ;  ; Ag ; Proof ; 56 ; Ok13 ; 23819 
 3557 ; Набор монет Канады (Олимпиада в Калгари) 20 долларов (10шт) + жетон Коробка, сертификат ; 1985,1986,1987 ;  ; Ag ; Proof ; 46 ; Ok13 ; 18697 
 3558 ; Лот монет ОАЭ: 12 шт. Рамка ;  ;  ; Cu-Ni,Br ; VF+/XF ; 31 ; Rober ; 301 
 3559 ; Набор монет Великобритании: 7 шт. + жетон. Пластиковая упаковка ; 1982 ;  ; Cu-Ni,Br,Ж/м ; Proof ; 38 ; D-503 ; 805 
 3560 ; Набор монет Австрии: 2,1 евро, 50,20,10,5,2,1 евроцент (8шт) Буклет ; 2014 ;  ; Би/м Cu/St Лат ; AU ; 32 ; von_Schwarz ; 934 
 3461 ; 1 доллар США ; 1978 ;  ; Cu-Ni ; VF-XF ; 16 ; Ok13 ; 151 
 3462 ; 1 доллар США ; 1972D ;  ; Cu-Ni ; VF-XF ; 8 ; valerdon ; 138 
 3463 ; 1 доллар США ; 1976 ;  ; Cu-Ni ; VF-XF ; 23 ; прохожий ; 207 
 3464 ; 1/2 доллара США ; 1979 ;  ; Cu-Ni ; XF- ; 12 ; Ok13 ; 71 
 3465 ; 1/2 доллара США ; 1972 ;  ; Cu-Ni ; XF+ ; 9 ; Meshok ; 75 
 3466 ; 1/2 доллара США ; 1978D ;  ; Cu-Ni ; VF-XF ; 17 ; electra ; 74 
 3467 ; 1/2 миллиона марок Германия Гамбург ; 1923J ;  ; Al ; AU ; 30 ; skirill ; 433 
 3468 ; 3 пфеннига Пруссия ; 1867B ;  ; Cu ; VF ; 23 ; папашаГарпагон ; 241 
 3469 ; 2 пфеннига Пруссия ; 1868B ;  ; Cu ; VF ; 22 ; lestes ; 291 
 3470 ; 12 хеллеров Германия Аахен ; 1760 ;  ; Cu ; VG ; 26 ; Бигль ; 206 
 3471 ; 1 крейцер Баден ; 1871 ;  ; Cu ; F+ ; 10 ; rusmlm ; 306 
 3472 ; 1 пфенниг Германия ; 175? ;  ; Cu ; VG ; 3 ; Cross ; 66 
 3473 ; 1 крейцер Баден ; 1856 ;  ; Cu ; F+ ; 54 ; electra ; 323 
 3474 ; 1 песева Немецкая ост-Африка ; 1892 ;  ; Cu ; F ; 13 ; double ; 167 
 3475 ; 1 пфенниг Данциг ; 1929 ;  ; Br ; VF ; 43 ; птичка16 ; 505 
 3476 ; 2 пфеннига Данциг ; 1937 ;  ; Br ; VF-XF ; 29 ; lesnik1 ; 480 
 3477 ; 4 пфеннига Веймар ; 1932F ;  ; Br ; VF ; 21 ; ratiandr ; 310 
 3478 ; 50 пенсов Великобритания Многонациональная Британия ; 2020 ;  ; Cu-Ni ; AU ; 23 ; jj ; 192 
 3479 ; 50 пенсов Великобритания Многонациональная Британия ; 2020 ;  ; Cu-Ni ; AU ; 17 ; alex62 ; 173 
 3480 ; 75 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Zn ; VF+ ; 43 ; nays ; 628 
 3481 ; 50 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Zn ; VF+ ; 27 ; Ulysse ; 700 
 3482 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF+ ; 13 ; птичка16 ; 202 
 3483 ; 50 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 15 ; птичка16 ; 202 
 3484 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; XF ; 25 ; unicorn ; 359 
 3485 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Ж/м ; VF-XF ; 30 ; nays ; 409 
 3486 ; 50 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; VF ; 34 ; 220W ; 728 
 3487 ; 50 пфеннигов. Германия. Нотгельд ; 1920 ;  ; Fe ; XF- ; 19 ; murew ; 398 
 3488 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF ; 15 ; etwar55 ; 386 
 3489 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF+ ; 10 ; etwar55 ; 283 
 3490 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Zn ; VF+ ; 11 ; nays ; 253 
 3491 ; 10 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; VF ; 35 ; taa ; 204 
 3492 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Fe ; VF+ ; 30 ; etwar55 ; 555 
 3493 ; 10 пфеннигов. Германия. Нотгельд ;  ;  ; Zn ; VF+ ; 11 ; 220W ; 340 
 3494 ; 5 пфеннигов. Германия. Нотгельд ; 1919 ;  ; Fe ; VF ; 56 ; 220W ; 767 
 3495 ; 5 пфеннигов. Германия. Нотгельд ; 1917 ;  ; Zn ; F ; 12 ; Alex22D ; 217 
 3496 ; 2 пфеннига. Германия. Нотгельд ; 1918 ;  ; Zn ; VF ; 14 ; 220W ; 237 
 3497 ; 2 пфеннига. Германия. Нотгельд ;  ;  ; Zn ; VF- ; 32 ; 220W ; 388 
 3498 ; 1 шо Тибет ;  ;  ; Cu ; F-VF ; 11 ; bobbar ; 227 
 3499 ; 1/4 анны Индия Индор ;  ;  ; Cu ; F+ ; 34 ; Markgraf ; 197 
 3500 ; 1 пайса Индия Барода ;  ;  ; Cu ; F+ ; 39 ; ВЕПРЬ ; 405 
 3501 ; Монета иностранная ;  ;  ; Cu ; F-VF ; 50 ; Markgraf ; 308 
 3502 ; 5 центов. Канада ; 1939 ;  ; Ni ; VF- ; 25 ; doc2 ; 221 
