 6632 ; Запонки, серебро. ;  ;  ; Ag875 ;  ; 36 ; Vanomah ; 455 
 6034 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 15 ; Olimpia ; 227 
 6035 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 15 ; Вяч ; 250 
 6036 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 25 ; Olimpia ; 421 
 6037 ; Комплект марок. 9 шт ;  ;  ;  ;  ; 14 ; Вяч ; 402 
 6038 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 28 ; Olimpia ; 185 
 6039 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 13 ; Olimpia ; 159 
 6040 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 227 
 6041 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 282 
 6042 ; Комплект марок. 8 шт ;  ;  ;  ;  ; 9 ; Olimpia ; 567 
 6043 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 15 ; Приор ; 439 
 6044 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 15 ; Holder31 ; 272 
 6045 ; Комплект марок. 7 шт ;  ;  ;  ;  ; 17 ; Вяч ; 252 
 6046 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 23 ; Olimpia ; 252 
 6047 ; Комплект марок. 7 шт ;  ;  ;  ;  ; 23 ; Olimpia ; 340 
 6048 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 17 ; Приор ; 449 
 6049 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 23 ; Приор ; 918 
 6050 ; Комплект марок. 6 шт ;  ;  ;  ;  ; 39 ; student1977 ; 450 
 6051 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 26 ; Вяч ; 411 
 6052 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 16 ; Приор ; 283 
 6053 ; Комплект марок. 8 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 192 
 6054 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 15 ; Dimius ; 102 
 6055 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 8 ; Приор ; 250 
 6056 ; Марка ;  ;  ;  ;  ; 10 ; птичкин ; 61 
 6057 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 13 ; Holder31 ; 315 
 6058 ; Комплект марок. 6 шт ;  ;  ;  ;  ; 25 ; гоша334 ; 301 
 6059 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 17 ; Приор ; 561 
 6060 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 18 ; Olimpia ; 227 
 6061 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 14 ; Dimius ; 153 
 6062 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 10 ; Dimius ; 153 
 6063 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 11 ; Olimpia ; 385 
 6064 ; Комплект марок. 6 шт ;  ;  ;  ;  ; 13 ; tanyasha ; 500 
 6065 ; Комплект марок. 6 шт ;  ;  ;  ;  ; 9 ; tanyasha ; 510 
 6066 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 18 ; Olimpia ; 545 
 6067 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 9 ; tanyasha ; 250 
 6068 ; Комплект марок. 10 шт ;  ;  ;  ;  ; 27 ; Dimius ; 374 
 6069 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 13 ; Olimpia ; 239 
 6070 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 9 ; Olimpia ; 114 
 6071 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 14 ; Dimius ; 102 
 6072 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 14 ; Olimpia ; 322 
 6073 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 7 ; Olimpia ; 79 
 6074 ; Комплект марок. 7 шт ;  ;  ;  ;  ; 34 ; венера ; 638 
 6075 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 25 ; Dimius ; 151 
 6076 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 13 ; Dimius ; 160 
 6077 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 13 ; Dimius ; 252 
 6078 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 15 ; Dimius ; 222 
 6079 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 17 ; tanyasha ; 500 
 6080 ; Комплект марок. 13 шт ;  ;  ;  ;  ; 7 ; 2128508 ; 92 
 6081 ; 4 блока марок ;  ;  ;  ;  ; 12 ; eugene67 ; 90 
 6082 ; 4 блока марок ;  ;  ;  ;  ; 22 ; Olimpia ; 153 
 5586 ; Лот иностранных бон (6 штук) Грузия ;  ;  ;  ; AU ; 58 ; седой123 ; 396 
 5587 ; Лот иностранных бон (6 штук) ;  ;  ;  ; AU ; 23 ; гудзон ; 182 
 5588 ; Лот бон (5 штук) ;  ;  ;  ;  ; 22 ; Ok13 ; 81 
 5589 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 30 ; седой123 ; 77 
 5590 ; Лот иностранных бон (5 штук) Узбекистан ;  ;  ;  ; AU ; 33 ; guzubala ; 147 
 5591 ; Лот иностранных бон (5 штук) Узбекистан ;  ;  ;  ; AU ; 33 ; guzubala ; 179 
 5592 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 31 ; ivlian ; 85 
 5593 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 31 ; дилитант ; 174 
 5594 ; Лот иностранных бон (6 штук, разные номиналы) Монголия ; 1955 ;  ;  ; AU ; 29 ; СТРЕКОЗА ; 1446 
 5595 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 49 ; С улыбкой по жизни ; 202 
 5596 ; Лот иностранных бон (5 штук) Япония ;  ;  ;  ;  ; 51 ; eu57ro ; 357 
 5597 ; Лот иностранных бон (4 штуки) Югославия ;  ;  ;  ;  ; 19 ; cr5400 ; 188 
 5598 ; Лот иностранных бон  (5 штук) Азия ;  ;  ;  ;  ; 28 ; ZIMOGOR ; 71 
 5599 ; Лот иностранных бон (6 штук) ;  ;  ;  ;  ; 24 ; SNL ; 105 
 5600 ; Лот иностранных бон (9 штук) ;  ;  ;  ;  ; 14 ; Ok13 ; 36 
 5601 ; Лот иностранных бон (10 штук) Беларусь ;  ;  ;  ; AU ; 23 ; седой123 ; 204 
 5602 ; Лот иностранных бон (38 штук) ;  ;  ;  ;  ; 39 ; guzubala ; 520 
 5603 ; Лот нотгельдов Германия ( 100шт.) ;  ;  ;  ;  ; 24 ; Ok203 ; 3106 
 6001 ; Комплект марок ;  ;  ;  ;  ; 9 ; СТРЕКОЗА ; 182 
 6002 ; 3 листа марок ;  ;  ;  ;  ; 14 ; gelo ; 203 
 6003 ; 3 листа марок ;  ;  ;  ;  ; 16 ; gelo ; 227 
 6004 ; 4 листа марок ;  ;  ;  ;  ; 20 ; Батя13 ; 27 
 6005 ; 2 листа марок ;  ;  ;  ;  ; 6 ; gelo ; 128 
 6006 ; 2 листа марок ;  ;  ;  ;  ; 8 ; karld ; 51 
 6007 ; Комплект марок ;  ;  ;  ;  ; 2 ; karld ; 3 
 6008 ; Комплект марок ;  ;  ;  ;  ; 4 ; СТРЕКОЗА ; 45 
 6009 ; Комплект марок ;  ;  ;  ;  ; 17 ; Ильич ; 112 
 6010 ; Комплект марок ;  ;  ;  ;  ; 13 ; гоша334 ; 365 
 6011 ; Комплект марок ;  ;  ;  ;  ; 27 ; Dimius ; 405 
 6012 ; Комплект марок. Швеция - 130 шт, Швейцария - 115 шт ;  ;  ;  ;  ; 18 ; 2128508 ; 173 
 6013 ; Комплект марок. Испанские колонии. 76 шт ;  ;  ;  ;  ; 25 ; karld ; 793 
 6014 ; Комплект марок. Куба. 1907-1960-е ;  ;  ;  ;  ; 25 ; 2128508 ; 95 
 6015 ; Комплект марок. Южная Америка, Бразилия, Чили, Колумбия. 220 шт ;  ;  ;  ;  ; 13 ; Russel ; 230 
 6016 ; Комплект марок. СССР. 1945-1952. 123 шт ;  ;  ;  ;  ; 35 ; никсер ; 541 
 6017 ; Комплект марок. Чехословакия. 1919-1960. 242 шт ;  ;  ;  ;  ; 31 ; dimam_kz ; 204 
 6018 ; Комплект марок. Испания. 125 шт ;  ;  ;  ;  ; 11 ; karld ; 233 
 6019 ; Комплект марок. Сальвадор. 102 шт ;  ;  ;  ;  ; 44 ; Sterh ; 89 
 6020 ; Комплект марок. СССР. До 1960-х. 185 шт ;  ;  ;  ;  ; 22 ; бездельник22 ; 906 
 6021 ; Комплект марок. 10 шт ;  ;  ;  ;  ; 57 ; гоша334 ; 227 
 6022 ; Марка  Марка ;  ;  ;  ;  ; 11 ; karld ; 126 
 6023 ; Комплект марок. 3 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 378 
 6024 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 177 
 6025 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 15 ; Ratmen ; 521 
 6026 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 29 ; Olimpia ; 291 
 6027 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 23 ; Olimpia ; 322 
 6028 ; Комплект марок. 5 шт ;  ;  ;  ;  ; 17 ; Olimpia ; 413 
 6029 ; Комплект марок. 4 шт ;  ;  ;  ;  ; 13 ; гоша334 ; 251 
 6030 ; Комплект марок. 2 шт ;  ;  ;  ;  ; 19 ; Olimpia ; 217 
 6031 ; Комплект марок. 6 шт ;  ;  ;  ;  ; 39 ; птичка16 ; 762 
 6032 ; Комплект марок. 6 шт ;  ;  ;  ;  ; 17 ; Olimpia ; 642 
 5536 ; 50 крон. Швеция ;  ;  ;  ;  ; 13 ; Ыукут ; 374 
 5537 ; 20 крон. Чехия ; 1994 ;  ;  ;  ; 23 ; Slavarik ; 245 
 5538 ; 100 крон ; 1922 ;  ;  ; AU ; 14 ; Alks75 ; 138 
 5539 ; 2 кроны ; 1917 ;  ;  ; AU ; 18 ; Alks75 ; 89 
 5540 ; 50 песо. Уругвай ;  ;  ;  ; AU ; 6 ; doc2 ; 62 
 5541 ; 1 гривна. Украина ; 1995 ;  ;  ; AU ; 21 ; DNK981 ; 293 
 5542 ; 10 гривен. Украина ;  ;  ;  ; AU ; 15 ; седой123 ; 33 
 5543 ; 100 крон. Эстония ; 1935 ;  ;  ;  ; 44 ; Ok203 ; 4533 
 5544 ; 10 лит. Литва ; 2007 ;  ;  ;  ; 28 ; Хемуль ; 333 
 5545 ; 100 шекелей. Израиль ;  ;  ;  ;  ; 12 ; lenohota ; 220 
 5546 ; 50000 марок ; 1922 ;  ;  ;  ; 11 ; lenohota ; 68 
 5547 ; 10 злотых. Польша ;  ;  ;  ; AU ; 68 ; седой123 ; 239 
 5548 ; 50 манат. Азербайджан ;  ;  ;  ; AU ; 37 ; Фест ; 179 
 5549 ; 10 риалов. Бразилия ;  ;  ;  ; AU ; 39 ; SS2008 ; 164 
 5550 ; 1000 крон ; 1940 ;  ;  ;  ; 35 ; Ильич ; 799 
 5551 ; Лот иностранных бон (2 штуки) Турция ;  ;  ;  ;  ; 15 ; Краснодар ; 84 
 5552 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 8 ; Allegro33 ; 341 
 5553 ; 5000 кардоба. Никарагуа ;  ;  ;  ; AU ; 18 ; Сашок 1959 ; 152 
 5554 ; 10 лат. Латвия ;  ;  ;  ;  ; 26 ; Ok203 ; 687 
 5555 ; 50 крон. Эстония ; 1994 ;  ;  ; AU ; 22 ; Kudma ; 461 
 5556 ; 10 песо. Куба ;  ;  ;  ; AU ; 11 ; EEPC ; 112 
 5557 ; 500 франков. Руанда ;  ;  ;  ; AU ; 17 ; EEPC ; 140 
 5558 ; 500 рупий. Индия ;  ;  ;  ; AU ; 64 ; teso ; 835 
 5559 ; 100000 марок. Германия ; 1923 ;  ;  ;  ; 20 ; Ok203 ; 78 
 5560 ; 100 марок. Финляндия ;  ;  ;  ;  ; 19 ; vasek ; 1249 
 5561 ; 100 манат. Туркменистан ;  ;  ;  ; AU ; 65 ; Maрина ; 1355 
 5562 ; 20 гривен. Украина ; 2016 ;  ;  ; AU ; 37 ; guzubala ; 102 
 5563 ; 10 крон. Чехословакия ;  ;  ;  ; AU ; 38 ; Волчек ; 227 
 5564 ; 20 злотых. Польша ; 1982 ;  ;  ; AU ; 26 ; Ильич ; 120 
 5565 ; 10 тугриков. Монголия ; 1966 ;  ;  ; AU ; 23 ; DNK981 ; 418 
 5566 ; 50 кардоба. Никарагуа ; 1985 ;  ;  ; AU ; 16 ; EEPC ; 93 
 5567 ; 5 долларов. Фиджи ;  ;  ;  ; AU ; 27 ; 1gold ; 200 
 5568 ; 10000 боливиано. Боливия ;  ;  ;  ; AU ; 16 ; 1gold ; 136 
 5569 ; 2 тугрика. Монголия ; 1925 ;  ;  ;  ; 38 ; 1972 ; 5162 
 5570 ; 10 йен ;  ;  ;  ;  ; 17 ; Dmitry82 ; 107 
 5571 ; 1 млн. заиров. Заир ; 1992 ;  ;  ; AU ; 21 ; Fum1979 ; 114 
 5572 ; Лот иностранных бон (3 штуки) ;  ;  ;  ; AU ; 17 ; 3457896 ; 101 
 5573 ; Лот иностранных бон  (4 штуки)  Латвия ;  ;  ;  ; AU ; 87 ; седой123 ; 1135 
 5574 ; Лот иностранных бон  (3 штуки) ;  ;  ;  ; AU ; 24 ; barbos ; 170 
 5575 ; Лот иностранных бон  (3 штуки) Вьетнам ;  ;  ;  ; AU ; 17 ; Снежный Барс ; 79 
 5576 ; Лот иностранных бон (3 штуки)  Беларусь ;  ;  ;  ; AU ; 22 ; Фома ; 113 
 5577 ; Лот иностранных бон (3 штуки)  Бразилия ;  ;  ;  ; AU ; 19 ; Снежный Барс ; 134 
 5578 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 5579 ; Лот иностранных бон (2 штуки) Камбоджа ;  ;  ;  ;  ; 10 ; 3457896 ; 79 
 5580 ; Лот иностранных бон (3 штуки) Камбоджа ;  ;  ;  ;  ; 19 ; barbos ; 114 
 5581 ; Лот иностранных бон (3 штуки) Германия ;  ;  ;  ;  ; 13 ; Ok13 ; 90 
 5582 ; Лот иностранных бон  (4 штуки) Индонезия ;  ;  ;  ; AU ; 10 ; EEPC ; 108 
 5583 ; Лот иностранных бон (5 штук) ;  ;  ;  ; AU ; 19 ; pref ; 90 
 5584 ; Лот иностранных бон (5 штук) Грузия ;  ;  ;  ; AU ; 44 ; Kudma ; 407 
 5585 ; Лот иностранных бон (5 штук) Грузия ; 1994/1993 ;  ;  ; AU ; 35 ; седой123 ; 283 
 5486 ; Бона иностранная. Шотландия ; 1975 ;  ;  ;  ; 14 ; Mikе! ; 611 
 5487 ; Бона иностранная. 25 франков Западная Африка ; 1936 ;  ;  ;  ; 20 ; Сына поможет ; 680 
 5488 ; Бона иностранная. 5 франков Западная Африка ; 1939 ;  ;  ;  ; 9 ; lenohota ; 383 
 5489 ; 100 юаней. Китай ;  ;  ;  ; AU ; 35 ; 3457896 ; 330 
 5490 ; 10 юаней. Китай ;  ;  ;  ; AU ; 22 ; 3457896 ; 129 
 5491 ; 2 рейхсмарок ;  ;  ;  ; AU ; 45 ; Serjd ; 340 
 5492 ; 1 рейхсмарка ;  ;  ;  ; AU ; 29 ; lenohota ; 252 
 5493 ; 500 крон. Чехословакия (перфорация SPECIMEN) ;  ;  ;  ; AU ; 25 ; lupus47 ; 1411 
 5494 ; 500 крон. (перфорация SPECIMEN) ; 1942 ;  ;  ; AU ; 26 ; 1gold ; 847 
 5495 ; 100 франков. Франция ;  ;  ;  ;  ; 37 ; msgmit ; 2946 
 5496 ; 100 злотых. Краков ; 1941 ;  ;  ; AU ; 33 ; lupus47 ; 465 
 5497 ; 100 динар. Сербия ; 1941 ;  ;  ;  ; 15 ; SNL ; 227 
 5498 ; 10 марок ; 1920 ;  ;  ; AU ; 14 ; 3457896 ; 114 
 5499 ; Лот иностранных бон (2 штуки) Камбоджа ;  ;  ;  ; AU ; 10 ; Aurum ; 130 
 5500 ; Лот иностранных бон (2 штуки)  Бразилия ;  ;  ;  ; AU ; 6 ; EEPC ; 100 
 5501 ; 10 крон. Чехословакия ; 1960 ;  ;  ; AU ; 25 ; Волчек ; 250 
 5502 ; Лот иностранных бон (2 штуки) ;  ;  ;  ;  ; 41 ; ♂ ; 395 
 5503 ; Лот иностранных бон (2 штуки) ;  ;  ;  ; AU ; 11 ; 3457896 ; 147 
 5504 ; Бона иностранная ;  ;  ;  ;  ; 15 ; lenohota ; 193 
 5505 ; 500  рупий. Индонезия ;  ;  ;  ; AU ; 15 ; 3457896 ; 78 
 5506 ; 100  рупий. Индонезия ; 1992 ;  ;  ; AU ; 13 ; 3457896 ; 78 
 5507 ; 100 франков.Франция ; 1970 ;  ;  ;  ; 29 ; 3457896 ; 407 
 5508 ; 5 крон ;  ;  ;  ;  ; 4 ; 3457896 ; 104 
 5509 ; 1000 крон. Исландия ; 2001 ;  ;  ;  ; 7 ; lenohota ; 423 
 5510 ; 500 франков ;  ;  ;  ; AU ; 24 ; Mikе! ; 941 
 5511 ; 50 марок ; 1919 ;  ;  ; AU ; 19 ; Alekss_27 ; 304 
 5512 ; 500 динар. Югославия ; 1955 ;  ;  ; AU ; 38 ; DNK981 ; 540 
 5513 ; 1000 динар. Югославия ; 1955 ;  ;  ; AU ; 26 ; gdrg2 ; 529 
 5514 ; 50 юаней (полимер) ;  ;  ;  ; AU ; 43 ; cfif24 ; 304 
 5515 ; 1 песо (С перфорацией: AMORTIZADO) ;  ;  ;  ; AU ; 17 ; 1972 ; 546 
 5516 ; 500 марок ; 1985 ;  ;  ; AU ; 27 ; DNK981 ; 835 
 5517 ; 200 франков. Франция ; 1996 ;  ;  ;  ; 24 ; 1gold ; 406 
 5518 ; 100 франков. Франция ; 1941 ;  ;  ;  ; 22 ; lenohota ; 356 
 5519 ; 1 йена ;  ;  ;  ; AU ; 42 ; Майкл ; 671 
 5520 ; 10 сен ;  ;  ;  ; AU ; 13 ; salim ; 414 
 5521 ; 20 злотых. Польша ;  ;  ;  ; AU ; 61 ; Волчек ; 813 
 5522 ; 20 рейхсмарок ; 1929 ;  ;  ; AU ; 43 ; Alekss_27 ; 944 
 5523 ; 20 рейхсмарок ;  ;  ;  ; AU ; 26 ; Mikе! ; 382 
 5524 ; 5 фунтов ;  ;  ;  ; AU ; 36 ; Aurum ; 4177 
 5525 ; 100 юаней ;  ;  ;  ; AU ; 36 ; 3457896 ; 242 
 5526 ; Бона иностранная ; 1978 ;  ;  ; AU ; 13 ; EEPC ; 91 
 5527 ; 100 гривен. Украина ; 2018 ;  ;  ;  ; 22 ; Whosaid ; 159 
 5528 ; 100 гривен. Украина ; 2018 ;  ;  ;  ; 13 ; giznedav ; 159 
 5529 ; 100 юаней. Китай ; 1941 ;  ;  ;  ; 7 ; 2128508 ; 110 
 5530 ; 1 Иена. Япония ;  ;  ;  ;  ; 19 ; бездельник22 ; 459 
 5531 ; 100 юаней. Китай ; 1941 ;  ;  ;  ; 7 ; Сергей11 ; 239 
 5532 ; 10 центов. Китай ;  ;  ;  ;  ; 7 ; Сергей11 ; 126 
 5533 ; 10 долларов. Гонконг ; 1986 ;  ;  ;  ; 11 ; Марик ; 90 
 5534 ; 100 бат. Тайланд ;  ;  ;  ; AU ; 16 ; SS2008 ; 254 
 5535 ; 25 лева. Болгария ;  ;  ;  ;  ; 14 ; Ыукут ; 61 
 5436 ; 5 крон. Швеция ; 1963 ;  ;  ; AU ; 24 ; Волчек ; 155 
 5437 ; 5 крон. Швеция ; 1956 ;  ;  ; AU ; 19 ; Волчек ; 239 
 5438 ; 5 крон. Швеция  (серия замещения (*) ; 1963 ;  ;  ;  ; 43 ; alesjane ; 252 
 5439 ; 100 франков. Бельгия ;  ;  ;  ; AU ; 23 ; С улыбкой по жизни ; 485 
 5440 ; 10 крон. Швеция ; 1958 ;  ;  ;  ; 29 ; alesjane ; 1109 
 5441 ; 5 крон. Швеция ; 1951 ;  ;  ;  ; 20 ; lenohota ; 114 
 5442 ; 5 крон. Швеция ; 1955 ;  ;  ;  ; 22 ; 1gold ; 79 
 5443 ; 5 крон. Швеция ; 1961 ;  ;  ;  ; 14 ; 1gold ; 101 
 5444 ; 5 крон. Швеция ; 1963 ;  ;  ;  ; 10 ; Ok13 ; 34 
 5445 ; 5 крон. Швеция ; 1969 ;  ;  ;  ; 12 ; 1gold ; 40 
 5446 ; 5 крон. Швеция ; 1977 ;  ;  ;  ; 10 ; 1gold ; 38 
 5447 ; 10 крон. Швеция ; 1989 ;  ;  ;  ; 11 ; 1gold ; 42 
 5448 ; 10 крон. Швеция ; 1984 ;  ;  ;  ; 11 ; 1gold ; 55 
 5449 ; 10 крон. Швеция ; 1968 ;  ;  ;  ; 14 ; lenohota ; 68 
 5450 ; 10 крон. Швеция ; 1959 ;  ;  ;  ; 16 ; dimcoin ; 136 
 5451 ; 10 крон. Швеция ; 1957 ;  ;  ;  ; 23 ; tss ; 177 
 5452 ; 10 крон. Швеция ; 1952 ;  ;  ;  ; 8 ; tss ; 155 
 5453 ; 10 крон. Швеция ; 1954 ;  ;  ;  ; 18 ; Ok13 ; 101 
 5454 ; 10 крон. Швеция ; 1953 ;  ;  ;  ; 22 ; tss ; 164 
 5455 ; 5 крон. Швеция ; 1952 ;  ;  ;  ; 15 ; 1gold ; 72 
 5456 ; 10 крон. Швеция ; 1968 ;  ;  ;  ; 27 ; С улыбкой по жизни ; 144 
 5457 ; 20 крон. Швеция ;  ;  ;  ;  ; 12 ; 1gold ; 72 
 5458 ; 10 крон. Норвегия ; 1982 ;  ;  ;  ; 35 ; SNL ; 204 
 5459 ; 10 крон. Норвегия ; 1983 ;  ;  ;  ; 24 ; lenohota ; 188 
 5460 ; 10 франков. Франция ; 1946 ;  ;  ;  ; 21 ; Dmitry82 ; 340 
 5461 ; 10 крон. Дания ;  ;  ;  ;  ; 9 ; lenohota ; 162 
 5462 ; 10 крон. Норвегия ; 1984 ;  ;  ;  ; 18 ; lenohota ; 188 
 5463 ; 500 крон. Швеция ;  ;  ;  ;  ; 31 ; Бигль ; 1647 
 5464 ; 200 франков. Франция ; 1996 ;  ;  ;  ; 34 ; Бигль ; 370 
 5465 ; 20 франков. Франция ; 1949 ;  ;  ;  ; 40 ; eu57ro ; 206 
 5466 ; 100 франков. Франция ; 1953 ;  ;  ;  ; 13 ; lenohota ; 355 
 5467 ; 100 франков. Франция ; 1938 ;  ;  ;  ; 11 ; Сергей11 ; 177 
 5468 ; 100 франков. Франция ; 1941 ;  ;  ;  ; 8 ; Краснодар ; 136 
 5469 ; 100 франков. Франция ; 1993 ;  ;  ;  ; 10 ; lenohota ; 133 
 5470 ; 100 франков. Франция ; 1991 ;  ;  ;  ; 13 ; lenohota ; 143 
 5471 ; 200 франков. Франция ; 1987 ;  ;  ;  ; 18 ; lenohota ; 255 
 5472 ; 200 франков. Франция ; 1988 ;  ;  ;  ; 23 ; Бигль ; 268 
 5473 ; 200 франков. Франция ; 1989 ;  ;  ;  ; 14 ; air ; 295 
 5474 ; 100 крон. Швеция ; 1948 ;  ;  ;  ; 15 ; tss ; 567 
 5475 ; 100 крон. Швеция ; 1953 ;  ;  ;  ; 14 ; lenohota ; 724 
 5476 ; Бона иностранная. 20 крон Эстония ; 1932 ;  ;  ; AU ; 43 ; Gari 77 ; 900 
 5477 ; Бона иностранная. 10 центов Малавия ; 1941 ;  ;  ;  ; 31 ; to-to ; 327 
 5478 ; Бона иностранная. 20 марок Германия ; 1918 ;  ;  ;  ; 20 ; Виктор Михайлович ; 238 
 5479 ; Бона иностранная. 20 марок Германия ; 1918 ;  ;  ;  ; 37 ; Ok203 ; 384 
 5480 ; Бона иностранная. 20 марок Германия ; 1918 ;  ;  ;  ; 19 ; vlad77 ; 220 
 5481 ; Бона иностранная. 20 марок Германия ; 1918 ;  ;  ;  ; 35 ; Ok203 ; 309 
 5482 ; Бона иностранная. 50 марок Германия ; 1918 ;  ;  ;  ; 41 ; Ok203 ; 360 
 5483 ; Бона иностранная. 5 милл. Марок германия ; 1923 ;  ;  ;  ; 16 ; Ok203 ; 204 
 5484 ; Бона иностранная. 20 милл. Марок Германия ; 1923 ;  ;  ;  ; 29 ; Ok203 ; 233 
 5485 ; Бона иностранная. 1 фунт Шотландия ; 1967 ;  ;  ;  ; 23 ; Сергей11 ; 466 
 5386 ; 25000 драхм. Греция ; 1943 ;  ;  ;  ; 18 ; air ; 181 
 5387 ; 5000 драхм. Греция ; 1943 ;  ;  ;  ; 13 ; Leshy77 ; 114 
 5388 ; 500 талонов. Литва ; 1993 ;  ;  ; AU ; 11 ; giznedav ; 53 
 5389 ; 500 талонов. Литва ; 1992 ;  ;  ; AU ; 15 ; EEPC ; 127 
 5390 ; 10 манат. Азербайджан ;  ;  ;  ; AU ; 12 ; СТРЕКОЗА ; 115 
 5391 ; 5 лари. Грузия ;  ;  ;  ; AU ; 44 ; Фома ; 269 
 5392 ; 5 лари. Грузия ;  ;  ;  ; AU ; 28 ; Фома ; 288 
 5393 ; 20000 купонов. Грузия ; 1993 ;  ;  ; AU ; 33 ; vlad77 ; 123 
 5394 ; 100000 купонов. Грузия ;  ;  ;  ; AU ; 11 ; седой123 ; 214 
 5395 ; 10000 купонов. Грузия ; 1993 ;  ;  ; AU ; 29 ; СТРЕКОЗА ; 261 
 5396 ; 50000 купонов. Грузия ; 1993 ;  ;  ; AU ; 15 ; vlad77 ; 301 
 5397 ; 10 купонов. Грузия ;  ;  ;  ; AU ; 45 ; седой123 ; 144 
 5398 ; 5000 купонов. Грузия ;  ;  ;  ; AU ; 23 ; седой123 ; 185 
 5399 ; 500 купонов. Грузия ;  ;  ;  ; AU ; 45 ; lenohota ; 383 
 5400 ; 50 купонов. Грузия ;  ;  ;  ; AU ; 21 ; седой123 ; 217 
 5401 ; 10 рейхспфеннигов ;  ;  ;  ; AU ; 28 ; ZIMOGOR ; 283 
 5402 ; 1 рейхспфенниг ;  ;  ;  ;  ; 17 ; ♂ ; 278 
 5403 ; 5 рейхспфеннигов ;  ;  ;  ;  ; 9 ; salim ; 227 
 5404 ; 1 рейхсмарка ;  ;  ;  ;  ; 37 ; ZIMOGOR ; 1215 
 5405 ; 20 крон. Эстония ; 1932 ;  ;  ; AU ; 58 ; Alks75 ; 1022 
 5406 ; Лот иностранных бон (2 штуки) Хорватия ;  ;  ;  ; AU ; 22 ; Снежный Барс ; 118 
 5407 ; Лот иностранных бон (2 штуки) ;  ;  ;  ; AU ; 15 ; Снежный Барс ; 129 
 5408 ; 100 долларов. Японская оккупация ;  ;  ;  ;  ; 12 ; Снежный Барс ; 242 
 5409 ; 1000 динар. Сербия ; 1941 ;  ;  ;  ; 38 ; gdrg2 ; 567 
 5410 ; 1000 крон ; 1902 ;  ;  ;  ; 15 ; 1gold ; 101 
 5411 ; 1 фунт. Англия ;  ;  ;  ;  ; 45 ; eu57ro ; 216 
 5412 ; 20000 марок. Германия ; 1923 ;  ;  ; AU ; 14 ; Хемуль ; 107 
 5413 ; 1000 франков. Конго ;  ;  ;  ;  ; 13 ; lenohota ; 111 
 5414 ; 20 лир. Турция ;  ;  ;  ;  ; 4 ; cr5400 ; 45 
 5415 ; 5 крон. Исландия ;  ;  ;  ;  ; 30 ; Leshy77 ; 165 
 5416 ; 100 лир. Италия ;  ;  ;  ;  ; 40 ; бездельник22 ; 465 
 5417 ; 100 крон. Чехия ;  ;  ;  ;  ; 15 ; cr5400 ; 283 
 5418 ; 10 долларов. Гон-Конг ; 1992 ;  ;  ; AU ; 32 ; vlad77 ; 147 
 5419 ; 20 эскудо ; 1967 ;  ;  ;  ; 20 ; Leshy77 ; 150 
