 4671 ; Бона иностранная ;  ;  ;  ;  ; 8 ; 11000 ; 29 
 3533 ; 10 сентаво. Никарагуа ; 1954 ;  ; Cu-Ni ; VF ; 11 ; николаевич8 ; 34 
 3534 ; 5 центов. Канада ; 1928 ;  ; Cu-Ni ; VF ; 15 ; Drill ; 107 
 3535 ; 1/4 рупии. Британская Индия ; 1947 ;  ; Cu-Ni ; VF ; 7 ; Drill ; 76 
 3536 ; 50 сентаво. Колумбия ; 1947 ;  ; Ag ; VF- ; 51 ; zx123 ; 193 
 3537 ; 5 центов. Британская Малайя ; 1948 ;  ; Cu-Ni ; VF+ ; 10 ; koga ; 28 
 3538 ; 1 гульден. Данциг ; 1932 ;  ; Cu-Ni ; VF ; 22 ; дед морос ; 1020 
 3539 ; 1 песо. Чили ; 1933 ;  ; Cu-Ni ; VF- ; 8 ; lielais ; 84 
 3540 ; 2 анны. Британская Индия ; 1946 ;  ; Cu-Ni ; F-VF ; 5 ; Aleks72 ; 58 
 3541 ; 3 пенса. Ирландия ; 1950 ;  ; Cu-Ni ; F-VF ; 17 ; ML ; 80 
 3542 ; 100 рейс. Бразилия ; 1889 ;  ; Cu-Ni ; F-VF ; 55 ; sonegr ; 76 
 3543 ; 5 марок. Эстония ; 1924 ;  ; Ni-Br ; F-VF ; 20 ; ИЮМов1 ; 104 
 3544 ; 1 рупия. Британская Индия ; 1941 ;  ; Ag ; F+ ; 17 ; Searcher ; 351 
 3545 ; 1 франк. Марокко ; 1960 ;  ; Ag ; VF ; 13 ; alexnn ; 165 
 3546 ; 6 пенсов. Южная Африка ; 1941 ;  ; Ag ; VF ; 54 ; Sterh ; 92 
 3547 ; 6 пенсов. Великобритания ; 1937 ;  ; Ag ; VF- ; 52 ; Pushan ; 79 
 3548 ; 25 эре. Швеция ; 1918 ;  ; Ag ; VF- ; 11 ; zelya ; 74 
 3549 ; 1 франк. Швеция ; 1957 ;  ; Ag ; VF+ ; 49 ; KNK ; 120 
 3550 ; 1 шиллинг. Великобритания ; 1939 ;  ; Ag ; VF- ; 18 ; Aleks72 ; 209 
 3551 ; 100 йен. Япония ; 1960 ;  ; Ag ; VF ; 24 ; опричник ; 201 
 3552 ; 40 сентаво. Куба ; 1948 ;  ; Ag ; VF- ; 27 ; Harlock ; 384 
 3553 ; 50 сантимов. Франция ; 1900 ;  ; Ag ; F+ ; 10 ; fox666lk ; 73 
 3554 ; 50 эре. Швеция ; 1953 ;  ; Ag ; VF+ ; 21 ; страус ; 65 
 3555 ; 1 крона. Дания ; 1892 ;  ; Ag ; VF ; 22 ; ML ; 756 
 3556 ; 5 пиастров. Египет ; 1939 ;  ; Ag ; VF- ; 37 ; ML ; 271 
 3557 ; 10 эре. Швеция ; 1950 ;  ; Ag ; VF+ ; 23 ; maremark ; 28 
 3558 ; 25 эре. Дания ; 1891 ;  ; Ag ; F+ ; 37 ; zelya ; 213 
 3559 ; 5 эскудо. Португалия ; 1933 ;  ; Ag ; F-VF ; 20 ; опричник ; 168 
 3560 ; 1 шиллинг. Австралия ; 1953 ;  ; Ag ; VF- ; 36 ; Searcher ; 115 
 3561 ; 50 эре. Швеция ; 1883 ;  ; Ag ; VF- ; 55 ; Poiuyt ; 327 
 3562 ; 1/10 гульденов. Нидерландское Кюрасао ; 1948 ;  ; Ag ; VF+ ; 19 ; Инвестор ; 75 
 3563 ; 25 сентаво. Куба. 100 лет Хосе Марти ; 1953 ;  ; Ag ; VF ; 56 ; ML ; 324 
 3564 ; 6 пенсов. Великобритания ; 1934 ;  ; Ag ; VF- ; 42 ; ML ; 94 
 3565 ; 1 крона. Дания ; 1916 ;  ; Ag ; VF-XF ; 44 ; av ; 801 
 3566 ; 1 крона. Швеция ; 1965 ;  ; Ag ; VF+ ; 40 ; KNK ; 89 
 3567 ; 10 эре. Швеция ; 1929 ;  ; Ag ; VF+ ; 29 ; страус ; 37 
 3568 ; 10 эре. Швеция ; 1907 ;  ; Ag ; VF ; 34 ; митька ; 155 
 3569 ; 50 сантимов. Франция ; 1864А ;  ; Ag ; VF ; 34 ; В1951 ; 369 
 3570 ; 10 эре. Швеция ; 1857 ;  ; Ag ; F+ ; 20 ; дед морос ; 211 
 3571 ; 1 дайм. США. Меркури ; 1943 ;  ; Ag ; VF- ; 13 ; Harlock ; 78 
 3572 ; 10 центов. Канада ; 1955 ;  ; Ag ; VF+ ; 4 ; Harlock ; 60 
 3573 ; 10 эре. Швеция ; 1952 ;  ; Ag ; XF ; 27 ; страус ; 37 
 3574 ; 25 центов. Канада ; 1929 ;  ; Ag ; F-VF ; 52 ; Searcher ; 97 
 3575 ; 10 сентаво. Филиппины ; 1945D ;  ; Ag ; VF- ; 6 ; Sterh ; 59 
 3576 ; Герш. Эфиопия ; 1891 ;  ; Ag ; F-VF ; 43 ; ML ; 552 
 3577 ; 1 франк. Швейцария ; 1788 ;  ; Ag ; VF ; 46 ; zx123 ; 225 
 3578 ; 25 сентимо. Венесуэла ; 1954 ;  ; Ag ; VF ; 44 ; WikiLeaks ; 47 
 3479 ; 1 евро. Проба. Российская Федерация ; 2004 ;  ; Би/м ; AU ; 103 ; ДРОВЯНОЙ - 2 ; 1587 
 3480 ; 50 евроцентов. Проба. Российская Федерация ; 2004 ;  ; Латунь ; AU ; 63 ; ДРОВЯНОЙ - 2 ; 310 
 3481 ; 20 евроцентов. Проба. Российская Федерация ; 2004 ;  ; Латунь ; AU ; 62 ; ДРОВЯНОЙ - 2 ; 311 
 3482 ; 10 евроцентов. Проба. Российская Федерация ; 2004 ;  ; Латунь ; AU ; 46 ; ДРОВЯНОЙ - 2 ; 469 
 3483 ; 5 евроцентов. Проба. Российская Федерация ; 2004 ;  ; Cu/St ; AU ; 51 ; ДРОВЯНОЙ - 2 ; 309 
 3484 ; 2 евроцента. Проба. Российская Федерация ; 2004 ;  ; Cu/St ; AU ; 40 ; ДРОВЯНОЙ - 2 ; 311 
 3485 ; 1 евроцент. Проба. Российская Федерация ; 2004 ;  ; Cu/St ; AU ; 33 ; злой ; 254 
 3486 ; 1 доллар. США. Эйзенхауэр ; 1971 ;  ; Cu-Ni ; VF+ ; 34 ; кузнецов ; 100 
 3487 ; 1 доллар. США. Эйзенхауэр. 200 лет юбилею ; 1976 ;  ; Cu-Ni ; VF-XF ; 28 ; dgekson ; 101 
 3488 ; 1 цент. Французский Индо-Китай ; 1938 ;  ; Br ; VF ; 26 ; ML ; 153 
 3489 ; 5 центов. Французский Индо-Китай ; 1939 ;  ; Cu-Ni ; VF+ ; 13 ; Рыжая_Кыся ; 151 
 3490 ; 10 цент. Французский Индо-Китай ; 1940 ;  ; Cu-Ni ; XF ; 31 ; Aleks72 ; 148 
 3491 ; 25 сентаво. Испания. ; 1937 ;  ; Cu-Ni ; VF+ ; 12 ; cammal ; 153 
 3492 ; 10 центов. Бельгийское Конго ; 1911 ;  ; Cu-Ni ; VF ; 17 ; ead ; 159 
 3493 ; 2 пфеннига. Саксония ; 1869B ;  ; Cu ; VF ; 78 ; Drill ; 408 
 3494 ; 20 центов. Китай. Провинция Квантун ; 1920 ;  ; Ag ; XF ; 16 ; Leon17 ; 255 
 3495 ; 1 цент. Нидерланды ; 1827 ;  ; Cu ; VF- ; 86 ; ML ; 284 
 3496 ; 1 пенни. Юждная Африка ; 1942 ;  ; Br ; VF- ; 19 ; ML ; 57 
 3497 ; 1 пенни. Австралия ; 1952 ;  ; Br ; VF- ; 22 ; Leon17 ; 53 
 3498 ; 1/12 шиллинга. Джерси. Освобождение ; 1945 ;  ; Br ; VF-XF ; 12 ; ИЮМов1 ; 216 
 3499 ; 1/12 шиллинга. Джерси ; 1957 ;  ; Br ; XF- ; 31 ; ML ; 57 
 3500 ; 1/12 шиллинга. Джерси. Норманское завоевание ; 1966 ;  ; Br ; VF+ ; 16 ; ML ; 57 
 3501 ; 1 пенни. Новая Зеландия ; 1956 ;  ; Br ; XF- ; 10 ; 100924 ; 102 
 3502 ; 1 крейцер. Богемия. Прага ; 1768P ;  ; Br ; F ; 15 ; 206811 ; 201 
 3503 ; Фартинг. Токен. Великобритания. На визит в Ганновер ; ND ;  ; Br ; VF- ; 42 ; alko25 ; 319 
 3504 ; 50 тенге. Казахстан. Орден Парасат ; 2009 ;  ; Cu-Ni ; AU ; 27 ; ML ; 74 
 3505 ; 50 тенге. Казахстан. Знак Ордена ; 2010 ;  ; Cu-Ni ; AU ; 10 ; alex995 ; 33 
 3506 ; 50 тенге. Казахстан. Беташар ; 2009 ;  ; Cu-Ni ; AU ; 9 ; ВМШ ; 41 
 3507 ; 50 тенге. Казахстан. Знак Ордена ; 2010 ;  ; Cu-Ni ; AU ; 12 ; ВМШ ; 38 
 3508 ; 50 тенге. Казахстан. Отау Котеру ; 2010 ;  ; Cu-Ni ; AU ; 22 ; ВМШ ; 79 
 3509 ; 50 тенге. Казахстан. Луноход-1 ; 2010 ;  ; Cu-Ni ; AU ; 18 ; ВМШ ; 49 
 3510 ; 50 тенге. Казахстан. Звезда ордена ; 2009 ;  ; Cu-Ni ; AU ; 31 ; ВМШ ; 39 
 3511 ; 50 тенге. Казахстан. Толеу Басенов ; 2009 ;  ; Cu-Ni ; AU ; 5 ; ВМШ ; 39 
 3512 ; 10000 злотых. Польша. 10 лет Солидарности ; 1990 ;  ; Cu-Ni ; XF ; 21 ; BarnabyRadj ; 64 
 3513 ; 50 злотых. Польша. Ян III Собеский ; 1983 ;  ; Cu-Ni ; XF ; 52 ; olga42 ; 92 
 3514 ; 50 злотых. Польша. Владислав I Герман ; 1981 ;  ; Cu-Ni ; AU ; 41 ; BarnabyRadj ; 67 
 3515 ; 20 злотых. Польша. Международный год ребенка ; 1979 ;  ; Cu-Ni ; VF-XF ; 22 ; BarnabyRadj ; 46 
 3516 ; 20 песев. Гана ; 1967 ;  ; Cu-Ni ; VF- ; 9 ; pissimist ; 31 
 3517 ; 1 доллар. Гон-Конг. Елизавета II ; 1960 ;  ; Cu-Ni ; VF- ; 27 ; red ; 43 
 3518 ; 50 центов. Гон-Конг. Георг VI ; 1951 ;  ; Cu-Ni ; VF ; 18 ; WikiLeaks ; 39 
 3519 ; 5 крон. Швеция ; 1972 ;  ; Cu-Ni ; XF ; 30 ; krugerrand ; 94 
 3520 ; 1 шиллинг. Британская Восточная Африка ; 1948 ;  ; Cu-Ni ; F-VF ; 21 ; Sterh ; 83 
 3521 ; 1/2 кроны. Великобритания ; 1949 ;  ; Cu-Ni ; VF- ; 8 ; В1951 ; 66 
 3522 ; 1/2 кроны. Великобритания ; 1966 ;  ; Cu-Ni ; VF-XF ; 14 ; Pushan ; 65 
 3523 ; 5 франков. Бельгия ; 1934 ;  ; Cu-Ni ; VF- ; 51 ; zx123 ; 206 
 3524 ; 5 крон. Дания ; 1972 ;  ; Cu-Ni ; AU ; 17 ; митька ; 78 
 3525 ; 50 пфеннигов. Веймар ; 1937 ;  ; Ni ; XF ; 30 ; ZOLTAN333 ; 388 
 3526 ; 1 франк. Бельгия ; 1922 ;  ; Cu-Ni ; VF ; 22 ; t_v_v ; 24 
 3527 ; 25 центов. Британские Карибские территории ; 1962 ;  ; Cu-Ni ; VF ; 34 ; WikiLeaks ; 55 
 3528 ; 50 лепт. Греция ; 1954 ;  ; Cu-Ni ; VF ; 7 ; lielais ; 30 
 3429 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг. Адам Крафт ; ND ;  ; Al ; AU ; 46 ; smel ; 177 
 3430 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг. Neutorzwinger ; ND ;  ; Al ; AU ; 34 ; jj ; 138 
 3431 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 48 ; smel ; 176 
 3432 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 37 ; jj ; 130 
 3433 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 39 ; jj ; 125 
 3434 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 47 ; jj ; 125 
 3435 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 12 ; smel ; 177 
 3436 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 22 ; smel ; 180 
 3437 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 20 ; smel ; 177 
 3438 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 47 ; jj ; 144 
 3439 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; XF ; 38 ; jj ; 131 
 3440 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 27 ; 100924 ; 152 
 3441 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 10 ; smel ; 180 
 3442 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 10 ; smel ; 180 
 3443 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 10 ; smel ; 177 
 3444 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 41 ; jj ; 131 
 3445 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 29 ; 100924 ; 152 
 3446 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 10 ; smel ; 177 
 3447 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 30 ; jj ; 138 
 3448 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; VF-XF ; 44 ; jj ; 100 
 3449 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 47 ; jj ; 125 
 3450 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 25 ; 439 ; 120 
 3451 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 51 ; jj ; 130 
 3452 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 25 ; smel ; 177 
 3453 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; XF ; 14 ; smel ; 180 
 3454 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; XF- ; 46 ; jj ; 125 
 3455 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 43 ; 100924 ; 152 
 3456 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; XF ; 29 ; jj ; 110 
 3457 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; XF+ ; 26 ; jj ; 122 
 3458 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 22 ; 100924 ; 290 
 3459 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 35 ; jj ; 110 
 3460 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; XF ; 38 ; jj ; 128 
 3461 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 26 ; jj ; 114 
 3462 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 14 ; smel ; 177 
 3463 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 31 ; jj ; 110 
 3464 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 23 ; jj ; 110 
 3465 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 41 ; jj ; 110 
 3466 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 30 ; jj ; 119 
 3467 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 29 ; jj ; 116 
 3468 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 40 ; 100924 ; 152 
 3469 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 9 ; smel ; 177 
 3470 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 29 ; jj ; 128 
 3471 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 34 ; zoom30 ; 152 
 3472 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг ; ND ;  ; Al ; AU ; 12 ; smel ; 177 
 3473 ; 3 пенса. Австралия ; 1941 ;  ; Ag ; VF+ ; 63 ; KNK ; 81 
 3474 ; 3 пенса. Великобритания ; 1911 ;  ; Ag ; VF ; 30 ; sibtec ; 102 
 3475 ; 1 флорин. Великобритания ; 1929 ;  ; Ag ; VF ; 18 ; Gyron ; 252 
 3476 ; 30 драхм. Греция. На бракосочетание ; 1964 ;  ; Ag ; VF-XF ; 62 ; Ясер ; 1134 
 3477 ; 10 марок. Финляндия. 60 лет независимости ; 1977 ;  ; Ag ; AU ; 40 ; 206811 ; 918 
 3478 ; 2 евро. Проба. Российская Федерация ; 2004 ;  ; Би/м ; AU ; 96 ; ДРОВЯНОЙ - 2 ; 1619 
 3379 ; 50 злотых. Польша.  Генерал Сикорский ; 1981 ;  ; Cu-Ni ; AU ; 23 ; ML ; 83 
 3380 ; 3 пенса. Австралия. Елизавета II ; 1963 ;  ; Ag ; VF+ ; 5 ; don-juras ; 58 
 3381 ; 6 пенсов. Австралия. Георг VI ; 1938 ;  ; Ag ; VF+ ; 23 ; Sterh ; 81 
 3382 ; 1 шиллинг. Австралия. Георг VI ; 1943 ;  ; Ag ; VF-XF ; 28 ; ML ; 312 
 3383 ; 1 цент. Малайзия. Султанат Тренггану ; 1325 ;  ; Zn ; VF ; 45 ; чуток накину ; 1023 
 3384 ; 1 цент. Малайзия. Саравак. Чарльз Брук ; 1896 ;  ; Cu ; VF ; 31 ; ML ; 612 
 3385 ; 10 эскудо. Португальский Тимор ; 1970 ;  ; Ag ; AU ; 34 ; ADD ; 239 
 3386 ; 1 атт. Тайланд ; 1244(1882) ;  ; Cu ; VF ; 33 ; ML ; 279 
 3387 ; 1 трамбио. Индия. Кач ; 1920 ;  ; Cu ; VF ; 79 ; ML ; 306 
 3388 ; 1 пайса. Индия. Бахавалпур ; 1940 ;  ; Cu ; VF ; 24 ; aziya11 ; 90 
 3389 ; 1 рупия. Восточно-Индийская Компания. Виктория ; 1840 ;  ; Ag ; VF/VF- ; 26 ; ML ; 1046 
 3390 ; 2 анны. Британская Индия. Эдуард VII ; 1908 ;  ; Ag ; F-VF ; 32 ; ML ; 263 
 3391 ; 25 центов. Цейлон (Британский). Виктория ; 1892 ;  ; Ag ; VF- ; 21 ; ML ; 305 
 3392 ; 50 центов. Цейлон (Британский). Георг V ; 1924 ;  ; Ag ; VF- ; 33 ; vc57 ; 340 
 3393 ; 5 мильемов. Египет. Фарух ; 1943 ;  ; Br ; VF ; 21 ; ИЮМов1 ; 72 
 3394 ; 4 пара. Египет (Османская Империя). Абдул Азиз ; 4/1277 ;  ; Br ; VF ; 12 ; himik-58 ; 180 
 3395 ; 5 пара. Египет (Османская Империя). Мухаммад V ; 6/1327 ;  ; Ni ; VF+ ; 28 ; ИЮМов1 ; 114 
 3396 ; 1 риал. Марокко ; 1329 ;  ; Ag ; VF-XF ; 52 ; ML ; 1805 
 3397 ; 100 франков. Марокко ; 1953 ;  ; Ag ; VF+ ; 26 ; ML ; 665 
 3398 ; 10 центов. Маврикий. Елизавета II ; 1957 ;  ; Cu-Ni ; VF ; 6 ; WikiLeaks ; 99 
 3399 ; 50 центов. Эфиопия ; 1969(1977) ;  ; Cu-Ni ; VF-XF ; 30 ; Aleks72 ; 100 
 3400 ; 500 шиллингов. Уганда ; 1998 ;  ; Ni-лат ; AU ; 40 ; hobot ; 197 
 3401 ; 10 франков. Гвинея ; 1962 ;  ; Cu-Ni ; VF ; 17 ; николаевич8 ; 100 
 3402 ; 5 песо. Гвинея-Биссау. ФАО ; 1977 ;  ; Cu-Ni ; XF ; 17 ; AnvlaSar6216 ; 50 
 3403 ; 1 седи. Гана ; 1979 ;  ; Br ; XF ; 57 ; ИЮМов1 ; 129 
 3404 ; 100 франков. Западная Африка (Союз государств) ; 1967 ;  ; Ni ; VF ; 10 ; colo ; 24 
 3405 ; 25 франков. Западная Африка (Союз государств). ФАО ; 1997 ;  ; Al/Br ; XF+ ; 16 ; ML ; 32 
 3406 ; 50 филсов. Южная Аравия (Йемен) ; 1964 ;  ; Cu-Ni ; VF+ ; 65 ; николаевич8 ; 81 
 3407 ; 5 мильемов. Ливия. Идрис I ; 1952 ;  ; Br ; AU ; 79 ; vc57 ; 174 
 3408 ; 1 доллар. США ; 1979D ;  ; Cu-Ni ; VF-XF ; 30 ; Павлов75 ; 153 
 3409 ; 25 сентаво. Мексика ; 1950 ;  ; Ag ; XF- ; 41 ; rem16 ; 147 
 3410 ; 15 центов. Багамские острова ; 1969 ;  ; Cu-Ni ; XF+ ; 17 ; Aleks72 ; 102 
 3411 ; 5 долларов. Багамские остррова ; 1969 ;  ; Ag ; XF+ ; 59 ; Germanfox ; 2042 
 3412 ; 1 доллар. Бермудские острова ; 1988 ;  ; Ni-лат ; XF- ; 30 ; ML ; 206 
 3413 ; 1 доллар. Канада ; 1970 ;  ; Ni ; XF ; 45 ; vc57 ; 102 
 3414 ; 1 доллар. Канада ; 1971 ;  ; Ni ; XF ; 20 ; a54 ; 79 
 3415 ; 1 доллар. Ямайка ; 1992 ;  ; Ni-лат ; XF ; 2 ; ML ; 192 
 3416 ; 50 пфеннигов. Германия. Нотгельд. Бонн ; 1920 ;  ; Fe ; XF ; 34 ; ML ; 257 
 3417 ; 10 пфеннигов. Германия. Нотгельд. Котбус ; 1921 ;  ; Fe ; VF+ ; 40 ; Опятор ; 166 
 3418 ; 10 пфеннигов. Германия. Нотгельд. Цвизель ; 1920 ;  ; Fe ; VF- ; 16 ; Опятор ; 161 
 3419 ; 10 пфеннигов. Германия. Нотгельд. Цейц ; 1920 ;  ; Fe ; VF ; 26 ; Опятор ; 160 
 3420 ; 10 пфеннигов. Германия. Нотгельд ; 1918 ;  ; Fe ; VF+ ; 21 ; 439 ; 132 
 3421 ; 10 пфеннигов. Германия. Нотгельд. Бинген на Рейне ; 1919 ;  ; Fe ; VF+ ; 16 ; zoom30 ; 166 
 3422 ; 10 пфеннигов. Германия. Нотгельд. Витлих ; 1919 ;  ; Fe ; VF ; 17 ; Опятор ; 160 
 3423 ; 10 пфеннигов. Германия. Нотгельд. Арцберг ; 1917 ;  ; Fe ; F-VF ; 15 ; 206811 ; 167 
 3424 ; 10 пфеннигов. Германия. Нотгельд. Рот ; 1918 ;  ; Fe ; VF-XF ; 12 ; 206811 ; 174 
 3425 ; 10 пфеннигов. Германия. Нотгельд. Галле ; 1920 ;  ; Fe ; VF+ ; 16 ; mitr6507 ; 174 
 3426 ; 10 пфеннигов. Германия. Нотгельд. Триер ; ND ;  ; Fe ; VF ; 34 ; aziya11 ; 160 
 3427 ; 5 пфеннигов. Германия. Нотгельд. Дюрен ; 1918 ;  ; Fe ; VF-XF ; 16 ; mitr6507 ; 114 
 3428 ; 20 пфеннигов. Германия. Нотгельд. Нюрнберг. Замок ; ND ;  ; Al ; AU ; 69 ; 100924 ; 172 
 3329 ; 5 пенни. Токен. Великобритания. Компания братьев Уильямс ; ХХ век ;  ; Br ; VF+ ; 10 ; Pushan ; 28 
 3330 ; 20 пенни. Токен. Великобритания ; ХХ век ;  ; Br ; VF ; 50 ; Pushan ; 49 
 3331 ; 8 дублей. Британский о-в Гернси, Георг VI ; 1949 ;  ; Br ; XF ; 7 ; Drill ; 95 
 3332 ; 4 дубля. Британский о-в Гернси, Георг VI ; 1945 ;  ; Br ; VF+ ; 25 ; Drill ; 65 
 3333 ; 1/12 анны. Британская Индия, Георг V ; 1928 ;  ; Br ; XF ; 5 ; rahmn ; 62 
 3334 ; 1 цент. Британский Цейлон, Георг VI ; 1943 ;  ; Br ; VF+ ; 5 ; Drill ; 70 
 3335 ; 2 сантима. Франция, 3-я республика ; 1911 ;  ; Br ; VF+ ; 10 ; av ; 108 
 3336 ; 1 сантим. Франция, 3-я республика ; 1911 ;  ; Br ; VF+ ; 21 ; av ; 170 
 3337 ; 50 франков. Французская Полинезия ; 2001 ;  ; Ni ; VF+ ; 13 ; Ybrjkfif ; 49 
 3338 ; 1 франк. Французская Полинезия ; 1983 ;  ; Al ; VF ; 17 ; Ybrjkfif ; 41 
 3339 ; 10 стотинок. Болгария ; 1811 ;  ; Br ; VF- ; 31 ; ML ; 185 
 3340 ; 5 стотинок. Болгария ; 1881 ;  ; Br ; VF- ; 11 ; smel ; 107 
 3341 ; 2 кырша. Турецкий Египет, Абдул Хамид II (1876-1909) ; 1904 (1293/30 л.х.) ;  ; Ag ; VF- ; 49 ; himik-58 ; 365 
 3342 ; 1000 динаров. Иран, Ахмед-Шах (1909-1925) ; 1910 (1328 л.х.) ;  ; Ag ; F-VF ; 21 ; vc57 ; 340 
 3343 ; 1 шахи сефид. Иран, Мозаффра Эд-Дин-Шах (1896-1907) ; ND (1901) ;  ; Ag ; F-VF ; 29 ; vc57 ; 354 
 3344 ; 1 сен. Япония. 12-й год Мэйдзи ; 1879 ;  ; Br ; F-VF ; 40 ; gandy ; 357 
 3345 ; 50 сен. Япония ; 1902 ;  ; Ag ; VF- ; 56 ; lielais ; 2127 
 3346 ; 50 центов. Китай, провинция Кирин ; 1901-1905 ;  ; Ag ; VF-XF ; 41 ; ss_chinese_coins ; 3827 
 3347 ; 2 пенса. Гернси ; 1971 ;  ; Cu ; VF+ ; 9 ; vc57 ; 28 
 3348 ; 2 милс. Палестина ; 1941 ;  ; Cu ; VF ; 47 ; pissimist ; 113 
 3349 ; 50 сент. Эстония ; 1992 ;  ; Al/Br ; XF+ ; 2 ; buver ; 3 
 3350 ; 100 эскудо. Португалия. Открытие Канарских островов ; 1989 ;  ; Cu-Ni ; AU ; 2 ; olga42 ; 145 
 3351 ; 100 эскудо. Португалия. Открытие Азорских островов ; 1989 ;  ; Cu-Ni ; AU ; 5 ; olga42 ; 143 
 3352 ; 5 крон. Швеция ; 1955 ;  ; Ag ; XF+ ; 28 ; Ясер ; 521 
 3353 ; 1 крона. Швеция ; 1942 ;  ; Ag ; VF+ ; 29 ; buver ; 150 
 3354 ; 1 крона. Швеция ; 1945 ;  ; Ag ; VF ; 31 ; ML ; 206 
 3355 ; 1 крона. Швеция ; 1947 ;  ; Ag ; VF ; 38 ; опричник ; 114 
 3356 ; 1 крона. Швеция ; 1948 ;  ; Ag ; VF-XF ; 25 ; опричник ; 102 
 3357 ; 1 крона. Швеция ; 1954 ;  ; Ag ; VF+ ; 28 ; митяй ; 116 
 3358 ; 25 эре. Швеция ; 1944 ;  ; Ag ; AU ; 22 ; maremark ; 148 
 3359 ; 25 эре. Швеция ; 1953 ;  ; Ag ; AU ; 15 ; DATR ; 54 
 3360 ; 10 эре. Швеция ; 1950 ;  ; Ag ; AU ; 14 ; maremark ; 114 
 3361 ; 10 эре. Швеция ; 1956 ;  ; Ag ; AU ; 19 ; DATR ; 51 
 3362 ; 100 крон. Исландия ; 1995 ;  ; Cu-Ni ; XF ; 51 ; olga42 ; 93 
