 5858 ; Акция Дания ;  ;  ;  ;  ; 15 ; Dino Zavr ; 102 
 3895 ; 50 центов. Фиджи ; 1979 ;  ; Cu-Ni ; AU ; 48 ; Алек ; 231 
 3896 ; 1/2 пенни. Великобритания ; 1806 ;  ; Cu ; VF ; 13 ; CCAA91 ; 340 
 3897 ; 1 дуит. Зеландия ; 1768 ;  ; Cu ; F ; 8 ; Mike! ; 153 
 3898 ; 50 чентезимо. Италия ; 1940 ;  ; St ; XF ; 9 ; igordim ; 41 
 3899 ; 20 чентезимо. Италия ; 1921 ;  ; Ni ; VF ; 1 ; Mike! ; 34 
 3900 ; 5 франков (essai). Французские Коморские острова. Упаковка ; 1984 ;  ; Al ; Unc ; 13 ; Mike! ; 357 
 3901 ; 50 франков (essai). Мали. Упаковка ; 1975 ;  ; Al/Br ; Unc ; 5 ; Mike! ; 333 
 3902 ; 1 евро. Сан-Марино. Буклет ; 2012 ;  ; Би/м ; Unc ; 19 ; Mike! ; 184 
 3903 ; 1 дайм. США. В капсуле ; 1957 ;  ; Ag ; MS 67 ; 21 ; 439 ; 250 
 3904 ; 50 пара. Югославия ; 1938 ;  ; Латунь ; VF+ ; 1 ; Mike! ; 64 
 3905 ; Монетовидный жетон. 6 секс евро ;  ;  ; Би/м ; AU ; 14 ; эдуард ; 340 
 3906 ; 2 марки. Швеция ; 1747 ;  ; Cu ; F+ ; 14 ; лайк ; 72 
 3907 ; 1 эре. Швеция ; 1763 ;  ; Cu ; F ; 17 ; Emv ; 51 
 3908 ; 1 скиллинг. Швеция ; 1819 ;  ; Cu ; F-VF ; 9 ; hf426 ; 261 
 3909 ; 10 сантимов. Люксембург ; 1860 ;  ; Br ; VF- ; 25 ; семафор ; 170 
 3910 ; 2 франка. Французская Полинезия ; 1975 ;  ; Al ; VF-XF ; 13 ; buben ; 34 
 3911 ; 2 франка. Новая Каледония ; 1949 ;  ; Al ; VF+ ; 10 ; vengriya ; 59 
 3912 ; 100 франков. Центральная Африка ; 1967 ;  ; Cu/Ni ; XF- ; 18 ; лом45 ; 71 
 3913 ; 5 песет. Экваториальная Гвинея ; 1969 ;  ; Cu/Ni ; XF- ; 26 ; Emv ; 123 
 3914 ; 10 сентаво. Бразилия ; 1970 ;  ; Cu/Ni ; XF- ; 7 ; Ганс ; 24 
 3915 ; 2 франка. Малагаси ; 1965 ;  ; Ni/St ; XF ; 17 ; kostas ; 124 
 3916 ; 25 центов. Нидерландская Антиллы ; 1975 ;  ; Ni/St ; XF ; 8 ; Ганс ; 26 
 3917 ; 1 сентаво. Доминиканская Республика ; 1963 ;  ; Cu ; VF- ; 9 ; banks ; 34 
 3918 ; 5 сенти. Танзания ; 1975 ;  ; Br ; VF-XF ; 8 ; Ганс ; 27 
 3919 ; 1 сентаво. Сальвадор ; 1972 ;  ; Br ; VF-XF ; 16 ; STANDART ; 43 
 3920 ; 2 кроны. Дания ; 1957 ;  ; Al/Br ; VF ; 10 ; vesta78 ; 37 
 3921 ; 5 сенти. Тонго ; 1975 ;  ; Cu/Ni ; XF ; 14 ; sibirian ; 69 
 3922 ; 1 сентаво. Доминиканская Республика ; 1969 ;  ; Cu ; VF-XF ; 13 ; banks ; 34 
 3923 ; 5 центов. Нидерландские Антиллы ; 1975 ;  ; Cu/Ni ; XF ; 4 ; bingo71 ; 24 
 3924 ; 1 пайса. Индия. Бахавалпур ; 1342-1343 ;  ; Cu ; VF ; 32 ; Monata ; 144 
 3925 ; 1 пайса. Индия. Бахавалпур ; 1342-1343 ;  ; Cu ; VF ; 28 ; Волк33 ; 219 
 3926 ; Монета. Восток. М-1,36гр ;  ;  ; Cu ; F ; 35 ; himak ; 459 
 3927 ; 5 бат. Тайланд ;  ;  ; Cu-Ni ; XF ; 31 ; Алек ; 164 
 3928 ; 50 кобо. Нигерия ; 1991 ;  ; Cu-Ni ; XF ; 12 ; Ганс ; 36 
 3929 ; 1/2 цента. Либерия ; 1941 ;  ; Cu-Ni ; XF+ ; 35 ; Mukoved ; 214 
 3930 ; 1 пенни. Ямайка ; 1920 ;  ; Cu-Ni ; VF+ ; 11 ; Виталий 64 ; 276 
 3931 ; 10 стотинок. Болгария ; 1912 ;  ; Cu-Ni ; XF- ; 15 ; allur65 ; 37 
 3932 ; 5 пфеннигов. Германия ; 1907A ;  ; Cu-Ni ; VF+ ; 6 ; rufat ; 26 
 3833 ; Фен. Китай. Маньчжурия ; 1943-1944 ;  ; Al ; VF+ ; 33 ; remetalk ; 420 
 3834 ; 10 сен. Япония ; 1927-1932 ;  ; Cu-Ni ; VF-XF ; 11 ; vc57 ; 91 
 3835 ; 1/2 пенни. Великобритания ; 1932 ;  ; Br ; VF ; 16 ; Gera_K ; 57 
 3836 ; 100 лир. Италия. 100 летие морской академии в Ливорно ; 1981 ;  ; St ; F-VF ; 15 ; matehev ; 51 
 3837 ; 1 пенни. Ирландия ; 1941 ;  ; Br ; AU ; 12 ; STANDART ; 28 
 3838 ; 5 сентавос. Гондурас ; 1989 ;  ; Латунь ; XF ; 22 ; bingo71 ; 57 
 3839 ; 10 колонос. Коста Рика ; 1985 ;  ; St ; XF- ; 7 ; Jiamer57rus ; 25 
 3840 ; 5 сентавос. Куба ; 1946 ;  ; Cu-Ni ; XF+ ; 13 ; igordim ; 33 
 3841 ; 20 сентавос. Гондурас ; 1991 ;  ; St ; VF- ; 9 ; DaVinci ; 26 
 3842 ; 5 раппен. Швейцария ; 1919 ;  ; Cu-Ni ; VF ; 12 ; bingo71 ; 45 
 3843 ; 10 пайс. Индия ; 1963 ;  ; Cu-Ni ; VF ; 29 ; bingo71 ; 44 
 3844 ; 10 курушей. Турция ; 1972 ;  ; Br ; VF ; 13 ; Monata ; 51 
 3845 ; 6 пенсов. Великобритания ; 1959 ;  ; Cu-Ni ; VF ; 17 ; Gera_K ; 34 
 3846 ; 5 крон. Исландия ; 1975 ;  ; Cu-Ni ; XF ; 15 ; STANDART ; 28 
 3847 ; 50 эре. Норвегия ; 1969 ;  ; Cu-Ni ; XF ; 10 ; ua0fki ; 24 
 3848 ; 5 халери. Чехословакия ; 1953 ;  ; Al ; VF-XF ; 7 ; Jiamer57rus ; 25 
 3849 ; 5 халери. Чехословакия ; 1954 ;  ; Al ; XF- ; 13 ; bingo71 ; 25 
 3850 ; 1 халери. Чехословакия ; 1955 ;  ; Al ; XF- ; 8 ; bingo71 ; 25 
 3851 ; 25 бани. Румыния ; 1966 ;  ; Cu-Ni ; XF- ; 8 ; vb96 ; 26 
 3852 ; 2 грошен. Австрия ; 1951 ;  ; Al ; VF ; 5 ; Jiamer57rus ; 25 
 3853 ; 20 лепт. Греция ; 1969 ;  ; Al ; VF+ ; 8 ; buben ; 26 
 3854 ; 2 эре. Швеция ; 1942 ;  ; Fe ; VF+ ; 11 ; Zhukich21 ; 49 
 3855 ; 2 эре. Швеция ; 1943 ;  ; Fe ; VF+ ; 11 ; Magger ; 51 
 3856 ; 2 эре. Швеция ; 1944 ;  ; Fe ; VF+ ; 9 ; Zhukich21 ; 49 
 3857 ; 2 эре. Швеция ; 1945 ;  ; Fe ; VF-XF ; 15 ; Zhukich21 ; 49 
 3858 ; 2 эре. Швеция ; 1946 ;  ; Fe ; VF+ ; 7 ; Zhukich21 ; 49 
 3859 ; 2 эре. Швеция ; 1947 ;  ; Fe ; XF- ; 9 ; Zhukich21 ; 50 
 3860 ; 2 эре. Швеция ; 1948 ;  ; Fe ; VF-XF ; 7 ; Zhukich21 ; 50 
 3861 ; 2 эре. Швеция ; 1949 ;  ; Fe ; XF- ; 12 ; Zhukich21 ; 50 
 3862 ; 2 эре. Швеция ; 1950 ;  ; Fe ; XF ; 9 ; gusar ; 72 
 3863 ; 1 эре. Швеция ; 1942 ;  ; Fe ; VF-XF ; 7 ; Zhukich21 ; 50 
 3864 ; 1 эре. Швеция ; 1943 ;  ; Fe ; VF-XF ; 8 ; Magger ; 51 
 3865 ; 1 эре. Швеция ; 1944 ;  ; Fe ; VF ; 21 ; Zhukich21 ; 50 
 3866 ; 1 эре. Швеция ; 1945 ;  ; Fe ; VF+ ; 7 ; Zhukich21 ; 50 
 3867 ; 1 эре. Швеция ; 1946 ;  ; Fe ; XF- ; 11 ; gusar ; 72 
 3868 ; 1 эре. Швеция ; 1947 ;  ; Fe ; XF- ; 17 ; Zhukich21 ; 50 
 3869 ; 1 эре. Швеция ; 1948 ;  ; Fe ; VF-XF ; 14 ; Zhukich21 ; 50 
 3870 ; 1 эре. Швеция ; 1949 ;  ; Fe ; VF+ ; 14 ; Zhukich21 ; 50 
 3871 ; 1 эре. Швеция ; 1950 ;  ; Fe ; VF+ ; 10 ; Zhukich21 ; 50 
 3872 ; 200 марок. Веймар ; 1923A ;  ; Al ; XF+ ; 16 ; Schwer ; 101 
 3873 ; 50 пфеннингов. Веймар ; 1920A ;  ; Al ; XF+ ; 11 ; redzero ; 82 
 3874 ; 50 пфеннингов. Веймар ; 1921A ;  ; Al ; XF ; 12 ; redzero ; 45 
 3875 ; 50 пфеннингов. Веймар ; 1921G ;  ; Al ; VF ; 5 ; redzero ; 23 
 3876 ; 50 пфеннингов. Веймар ; 1921F ;  ; Al ; XF ; 4 ; redzero ; 24 
 3877 ; 50 пфеннингов. Веймар ; 1922A ;  ; Al ; XF+ ; 12 ; redzero ; 92 
 3878 ; 50 пфеннингов. Веймар ; 1922F ;  ; Al ; VF- ; 9 ; Jiamer57rus ; 25 
 3879 ; 10 пфеннингов. Германия ; 1912A ;  ; Cu-Ni ; VF+ ; 15 ; redzero ; 62 
 3880 ; 10 пфеннингов. Германия ; 1913A ;  ; Cu-Ni ; XF ; 18 ; redzero ; 82 
 3881 ; 10 пфеннингов. Германия ; 1914G ;  ; Cu-Ni ; VF-XF ; 8 ; redzero ; 27 
 3882 ; 5 франков. Франция ; 1994 ;  ; Cu-Ni ; XF ; 14 ; Gera_K ; 114 
 3783 ; 2 форинта. Венгрия ; 1950 ;  ; Cu-Ni ; XF- ; 13 ; t_v_v ; 31 
 3784 ; 10 сентавос. Куба. Интур ; 1981 ;  ; Cu-Ni ; XF+ ; 23 ; Tche ; 55 
 3785 ; 1 марка. ФРГ ; 1978D ;  ; Cu-Ni ; XF- ; 31 ; solder13 ; 62 
 3786 ; 1 марка. ФРГ ; 1990A ;  ; Cu-Ni ; XF- ; 21 ; hanim ; 57 
 3787 ; 5 пайс. Индия ; 1978 ;  ; Al ; XF+ ; 24 ; Monata ; 172 
 3788 ; 2 пенго. Венгрия ; 1943 ;  ; Al ; VF+ ; 12 ; khumo ; 35 
 3789 ; 100 лей. Румыния ; 1944 ;  ; Cu-Ni ; XF ; 20 ; Lena6975 ; 114 
 3790 ; 20 лей. Румыния ; 1942 ;  ; Zn ; VF ; 9 ; khumo ; 30 
 3791 ; 2 лей. Румыния ; 1941 ;  ; Zn ; VF ; 10 ; Magger ; 26 
 3792 ; 10 пфеннингов. Германия ; 1900F ;  ; Cu-Ni ; VF+ ; 7 ; redzero ; 31 
 3793 ; 5 марок. Финляндия ; 1983 ;  ; Al/Br ; XF ; 20 ; jugla ; 92 
 3794 ; 1 марка. Финляндия ; 1942 ;  ; Cu ; VF-XF ; 12 ; rufat ; 27 
 3795 ; 5 пенни. Финляндия ; 1938 ;  ; Cu ; VF-XF ; 16 ; sova159 ; 31 
 3796 ; 5 центов. США ; 1941 ;  ; Cu-Ni ; VF+ ; 18 ; Searcher ; 53 
 3797 ; 5 центов. США ; 1941 ;  ; Cu-Ni ; VF ; 25 ; alik434 ; 87 
 3798 ; 1 сентесимо. Панама ; 1986 ;  ; Br ; VF ; 14 ; Taras58 ; 26 
 3799 ; 1 цент. Канада. Георг VI ; 1944 ;  ; Br ; VF-XF ; 13 ; bilfox ; 89 
 3800 ; 50 сентими. Латвия ; 1922 ;  ; Ni ; F-VF ; 5 ; L1 ; 102 
 3801 ; 10 сентавос. Гондурас ; 1993 ;  ; Латунь ; VF-XF ; 13 ; luchsva ; 41 
 3802 ; 5 эскудо. Португалия ; 1964 ;  ; Cu-Ni ; XF ; 13 ; Ганс ; 26 
 3803 ; 5 пенни. Ирландия ; 1976 ;  ; Cu-Ni ; XF ; 24 ; Ганс ; 47 
 3804 ; 20 лей. Румыния. Стефан Мар ; 1991 ;  ; St/Латунь ; XF- ; 18 ; Ганс ; 41 
 3805 ; 1 цент. Мальта ; 1977 ;  ; Br ; XF ; 7 ; Jiamer57rus ; 25 
 3806 ; 10 франков. Франция. Леон Гамбетта ; 1982 ;  ; Al/Br ; XF+ ; 21 ; gusar ; 116 
 3807 ; 1 пенни. Южная Африка ; 1941 ;  ; Br ; VF-XF ; 15 ; banks ; 45 
 3808 ; 5 сентесимо. Панама ; 1982 ;  ; Cu-Ni ; VF+ ; 10 ; Ганс ; 26 
 3809 ; 5 пфеннингов. Веймар ; 1925D ;  ; Al/Br ; VF+ ; 23 ; redzero ; 51 
 3810 ; 5 пфеннингов. Веймар ; 1925E ;  ; Al/Br ; VF-XF ; 26 ; SadKo ; 64 
 3811 ; 100 форинтов. Венгрия ; 1993 ;  ; Латунь ; XF- ; 10 ; Ганс ; 26 
 3812 ; 100 песет. Испания ; 1984 ;  ; Al/Br ; VF ; 7 ; Jiamer57rus ; 24 
 3813 ; 20 форинтов. Венгрия ; 1985 ;  ; Cu-Ni ; XF- ; 10 ; L1 ; 26 
 3814 ; 5 сентавос. Мексика ; 1958 ;  ; Латунь ; XF ; 11 ; vet ; 30 
 3815 ; 1/2 пенни. Ирландия ; 1935 ;  ; Br ; XF ; 21 ; vesta78 ; 53 
 3816 ; 1 сентаво. Гондурас ; 1992 ;  ; St/Cu ; XF ; 25 ; falcom.v ; 51 
 3817 ; 10 сентимес. Бельгия ; 1922 ;  ; Cu-Ni ; VF+ ; 12 ; bingo71 ; 25 
 3818 ; 10 сентавос. Сальвадор ; 1977 ;  ; Cu-Ni ; VF- ; 14 ; Ганс ; 31 
 3819 ; 10 сентавос. Гондурас ; 1991 ;  ; St ; XF- ; 14 ; STANDART ; 32 
 3820 ; 2 боливара. Венесуэла ; 1989 ;  ; St/Ni ; XF+ ; 11 ; bingo71 ; 26 
 3821 ; 1 колонос. Коста Рика ; 1993 ;  ; St ; XF+ ; 15 ; falcom.v ; 41 
 3822 ; 1 боливар. Венесуэла ; 1989 ;  ; Cu-Ni ; XF+ ; 10 ; banks ; 27 
 3823 ; 1 боливар. Венесуэла ; 1977 ;  ; Cu-Ni ; XF ; 20 ; banks ; 36 
 3824 ; 25 сентимос. Венесуэла ; 1989 ;  ; St/Ni ; XF ; 5 ; Jiamer57rus ; 24 
 3825 ; 10 песо. Колумбия. Кордоба ; 1989 ;  ; Cu-Ni ; VF+ ; 29 ; 195267 ; 104 
 3826 ; 5 эре. Швеция ; 1874 ;  ; Br ; F-VF ; 11 ; Monata ; 72 
 3827 ; 1 сентаво. Сальвадор ; 1986 ;  ; St/Cu ; XF ; 13 ; STANDART ; 33 
 3828 ; 1 сентаво. Сальвадор ; 1989 ;  ; St/Br ; XF ; 7 ; Taras58 ; 28 
 3829 ; 10 сен. Япония ; 1940-1943 ;  ; Al ; VF+ ; 7 ; Jiamer57rus ; 25 
 3830 ; 5 сен. Япония ; 1941-1943 ;  ; Al ; VF+ ; 17 ; bingo71 ; 48 
 3831 ; 10 фен (чиао). Китай. Маньчжурия ; 1940-1943 ;  ; Al ; VF-XF ; 36 ; remetalk ; 165 
 3832 ; 5 фен. Китай. Маньчжурия ; 1943-1944 ;  ; Al ; VF+ ; 26 ; remetalk ; 213 
 3733 ; 1/12 анны. Британская Индия ; 1920 ;  ; Br ; XF- ; 25 ; bingo71 ; 139 
 3734 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; XF ; 8 ; gri.59 ; 204 
 3735 ; 1 эре. Ирландия ; 1949 ;  ; Br ; VF ; 12 ; vesta78 ; 26 
 3736 ; 2 шиллинга. Великобритания ; 1956 ;  ; Cu/Ni ; VF ; 7 ; Gera_K ; 45 
 3737 ; 50 грошей. Польша ; 1923 ;  ; Cu/Ni ; VF-XF ; 13 ; тп127 ; 38 
 3738 ; 1 доллар. Британский Гон-Конг ; 1960 ;  ; Cu/Ni ; XF- ; 6 ; Виталий 64 ; 308 
 3739 ; 5 крон. Исландия ; 1970 ;  ; Cu/Ni ; VF-XF ; 12 ; fedor880v ; 27 
 3740 ; 5 шиллингов. Кения ; 1985 ;  ; Cu/Ni ; VF+ ; 7 ; bingo71 ; 26 
 3741 ; 1 доллар. Соломоновы о-ва ; 2012 ;  ; Лат ; XF ; 13 ; alik434 ; 48 
 3742 ; 50 песо. Чили ; 2010 ;  ; Al/Br ; XF- ; 5 ; Jiamer57rus ; 24 
 3743 ; 25 центов. Барбадос ; 2008 ;  ; Ni/Fe ; XF ; 8 ; Taras58 ; 26 
 3744 ; 5 центов. Эритрея ; 1991 ;  ; Ni/Fe ; AU ; 9 ; sibirian ; 26 
 3745 ; 5 ранд. Южная Африка. Буйвол ; 1995 ;  ; Ni/Fe ; VF ; 11 ; 195267 ; 35 
 3746 ; 20 центов. Соломоновы о-ва ; 2012 ;  ; Ni/Fe ; XF ; 10 ; Taras58 ; 32 
 3747 ; 1 эскудо. Кабо Верде ; 1994 ;  ; Лат ; XF ; 13 ; gusar ; 63 
 3748 ; 1 пенни. Остров Мен ; 2008 ;  ; Cu/Fe ; XF ; 8 ; sibirian ; 27 
 3749 ; 2 пенни. Остров Мен. Башня Альберта ; 2008 ;  ; Cu/Fe ; XF ; 10 ; t_v_v ; 32 
 3750 ; 5 долларов. Либерия. Миллениум ; 2000 ;  ; Cu-Ni ; AU ; 10 ; Mike! ; 257 
 3751 ; 20 франков. Бельгия ; 1932 ;  ; Cu-Ni ; VF- ; 23 ; Mike! ; 527 
 3752 ; 5 франков. Швейцария. Штанс ; 1981 ;  ; Cu-Ni ; AU ; 16 ; Mike! ; 254 
 3753 ; 5 марок. ФРГ. Лессинг ; 1981J ;  ; Cu-Ni ; AU ; 1 ; Mike! ; 180 
 3754 ; 30 вон. Северная Корея. Год Кролика ; 2011 ;  ; Al ; Proof ; 17 ; Mike! ; 278 
 3755 ; 2 лита. Литва ; 2012 ;  ; Би/м ; AU ; 11 ; banks ; 90 
 3756 ; 2 лита. Литва ; 2012 ;  ; Би/м ; AU ; 15 ; banks ; 94 
 3757 ; 5 долларов. Либерия. Миллениум ; 2000 ;  ; Cu-Ni ; AU ; 21 ; Mike! ; 278 
 3758 ; 1 цент. Канада ; 1936 ;  ; Br ; VF ; 2 ; Searcher ; 41 
 3759 ; 2 лита. Литва ; 202 ;  ; Би/м ; AU ; 13 ; banks ; 90 
 3760 ; 10 марок. Финляндия. ЕС ; 1995 ;  ; Би/м ; AU ; 11 ; Mike! ; 226 
 3761 ; 5 марок. ФРГ. Гете ; 1982D ;  ; Cu-Ni ; AU ; 2 ; Mike! ; 180 
 3762 ; 20 марок. Финляндия ; 1937 ;  ; Al/Br ; VF+ ; 6 ; mishael07 ; 200 
 3763 ; 5 долларов. Либерия. Миллениум ; 2000 ;  ; Cu-Ni ; AU ; 13 ; Mike! ; 277 
 3764 ; 1 пенни. Великобритания. Георг V ; 1920 ;  ; Br ; VF+ ; 26 ; gri.59 ; 114 
 3765 ; 1 пенни. Великобритания ; 1939 ;  ; Br ; XF ; 36 ; gri.59 ; 77 
 3766 ; 20 сентимес. Гаити ; 1975 ;  ; Cu-Ni ; VF- ; 12 ; kv1v ; 69 
 3767 ; 20 сентимес. Гаити ; 1991 ;  ; Cu-Ni ; XF- ; 24 ; kv1v ; 69 
 3768 ; 1/2 пенни. Ирландия ; 1942 ;  ; Br ; VF ; 13 ; khumo ; 48 
 3769 ; 3 пенса. Ирландия ; 1946 ;  ; Cu-Ni ; VF+ ; 16 ; SadKo ; 73 
 3770 ; 10 центов. Мальта ; 1972 ;  ; Cu-Ni ; XF ; 26 ; Gera_K ; 31 
 3771 ; 10 пенсов. Джерси ; 1975 ;  ; Cu-Ni ; XF ; 13 ; t_v_v ; 31 
 3772 ; 1 пфенниг. Германия ; 1938E ;  ; Br ; XF- ; 13 ; Jauho ; 62 
 3773 ; 1 пфенниг. Германия ; 1939B ;  ; Br ; XF- ; 20 ; Kirill1806 ; 61 
 3774 ; 5 колонос. Коста Рика ; 1985 ;  ; St ; XF ; 7 ; Jiamer57rus ; 24 
 3775 ; 2 колонос. Коста Рика ; 1984 ;  ; St ; XF ; 6 ; Jiamer57rus ; 24 
 3776 ; 1 колонос. Коста Рика ; 1983 ;  ; St ; XF+ ; 8 ; banks ; 26 
 3777 ; 50 сентимос. Коста Рика ; 1982 ;  ; St ; XF+ ; 7 ; Jiamer57rus ; 24 
 3778 ; 1 доллар. Гон-Конг ; 1979 ;  ; Cu-Ni ; XF ; 6 ; bva150979 ; 104 
 3779 ; 1 крона. Норвегия ; 1977 ;  ; Cu-Ni ; XF- ; 15 ; khumo ; 30 
 3780 ; 10 динар. Югославия ; 1938 ;  ; Cu-Ni ; XF+ ; 21 ; SEVEN ; 77 
 3781 ; 5 сентавос. Сальвадор ; 1986 ;  ; Ni/St ; VF+ ; 14 ; vc57 ; 34 
 3782 ; 5 форинтов. Венгрия ; 1967 ;  ; Cu-Ni ; XF ; 15 ; лом45 ; 105 
 3683 ; 5 боливано. Боливия ; 1951 ;  ; Br ; XF ; 6 ; krugerrand ; 53 
 3684 ; 2 цента. США ; 1865 ;  ; Br ; VF ; 20 ; RusScat ; 1134 
 3685 ; 10 сентаво. Мексика ; 1959 ;  ; Br ; AU ; 13 ; v_bond ; 47 
 3686 ; 1 цент. США ; 1896 ;  ; Br ; VF+ ; 13 ; quarter ; 306 
 3687 ; 20 сентаво. Мексика ; 1956 ;  ; Br ; AU ; 12 ; v_bond ; 47 
 3688 ; 5 сентаво. Мексика ; 1960 ;  ; Br ; AU ; 15 ; v_bond ; 58 
 3689 ; 2 сентаво. Колумбия ; 1965 ;  ; Br ; AU ; 22 ; kostas ; 102 
 3690 ; 1 сентаво. Мексика ; 1952 ;  ; Br ; AU ; 9 ; семафор ; 32 
 3691 ; 3 цента. США ; 1867 ;  ; Cu-Ni ; VF ; 15 ; Yamilov ; 1020 
 3692 ; 10 сентаво. Боливия ; 1942 ;  ; Zn ; F-VF ; 14 ; vc57 ; 102 
 3693 ; 5 центов. Канада ; 1945 ;  ; Zn ; VF-XF ; 14 ; Emv ; 46 
 3694 ; 1 песо. Уругвай ; 1965 ;  ; Al/Br ; XF ; 7 ; banks ; 26 
 3695 ; 1 крона. Эстония ; 1934 ;  ; Al/Br ; VF ; 14 ; SadKo ; 139 
 3696 ; 1/4 гульдена. Нидерландские Антиллы ; 1965 ;  ; Ag ; VF-XF ; 23 ; kostas ; 1020 
 3697 ; 1 дайм. США ; 1941 ;  ; Ag ; VF-XF ; 27 ; quarter ; 150 
 3698 ; 1/4 доллара. США ; 1932 ;  ; Ag ; VF ; 15 ; Моряк-собиратель ; 261 
 3699 ; 1/2 доллара. США ; 1942 ;  ; Ag ; VF+ ; 15 ; buhar1956 ; 567 
 3700 ; 50 пфеннигов. Германия ; 1941A ;  ; Al ; VF- ; 17 ; redzero ; 153 
 3701 ; 1 дайм. США ; 1973 ;  ; Cu/Ni ; XF ; 7 ; Jiamer57rus ; 24 
 3702 ; 25 сантимов. Испания ; 1937 ;  ; Cu/Ni ; XF ; 11 ; vesta78 ; 41 
 3703 ; 1 цент. Канада ; 1909 ;  ; Cu ; VF ; 21 ; banks ; 48 
 3704 ; 1/2 доллара. США ; 1964 ;  ; Ag ; XF ; 12 ; STANDART ; 308 
 3705 ; 1 крейцер. Австрия ; 1762 ;  ; Cu ; F+ ; 5 ; sanchousgoblin ; 100 
 3706 ; 25 эре. Швеция ; 1947 ;  ; Ag ; VF ; 26 ; YG2013 ; 102 
 3707 ; 2 кроны. Дания ; 1948 ;  ; Латунь ; VF ; 16 ; vesta78 ; 55 
 3708 ; 5 центов. Нидерланды ; 1862 ;  ; Ag ; VF+ ; 15 ; Алек ; 187 
 3709 ; 1 франк. Франция ; 1938 ;  ; Al/Br ; VF- ; 9 ; Searcher ; 29 
 3710 ; 1/4 доллара. США ; 1969 ;  ; Cu-Ni ; XF ; 16 ; khumo ; 24 
 3711 ; 1/2 доллара. США ; 1972 ;  ; Cu-Ni ; AU ; 15 ; khumo ; 45 
 3712 ; 10 марок. Финляндия. 10-й чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 53 ; ААФ ; 414 
 3713 ; 1 грош. Германия. Аахен ; 1920 ;  ; Fe ; VF- ; 36 ; mesv ; 160 
 3714 ; 2 1/2 гроша. Пруссия ; 1852А ;  ; Ag ; F-VF ; 13 ; fedor880v ; 227 
 3715 ; 5 сентимес. Франция ; 1912 ;  ; Br ; F-VF ; 9 ; bingo71 ; 38 
 3716 ; 10 пфеннигов. Данциг ; 1932 ;  ; Al/Br ; XF ; 32 ; Алек ; 311 
 3717 ; 1 цент. Нидерланды ; 1902 ;  ; Br ; VF- ; 10 ; Magger ; 28 
 3718 ; 2 эре. Швеция ; 1902 ;  ; Cu ; VF ; 17 ; Magger ; 72 
 3719 ; 50 пфеннигов. Веймар ; 1920А ;  ; Al ; XF ; 11 ; redzero ; 21 
 3720 ; 1 цент. Нидерланды ; 1877 ;  ; Br ; VF+ ; 15 ; vesta78 ; 158 
 3721 ; 1/10 гульдена. Нидерландские Антиллы ; 1966 ;  ; Ag ; AU ; 10 ; YG2013 ; 228 
 3722 ; 25 новых пенсов. Великобритания. На бракосочетание принца Чарльза и леди Дианы Спенсер ; 1981 ;  ; Cu-Ni ; AU ; 21 ; arsenich-s ; 126 
 3723 ; 25 новых пенсов. Великобритания. 25 лет правления. Пластиковая капсула ; 1977 ;  ; Cu-Ni ; AU ; 17 ; arsenich-s ; 100 
 3724 ; 1 шиллинг. Великобритания ; 1826 ;  ; Ag ; F-VF ; 44 ; Olegas ; 495 
 3725 ; 6 пенсов. Великобритания ; 1816 ;  ; Ag ; F-VF ; 21 ; Lena6975 ; 937 
 3726 ; 6 пенсов. Великобритания ; 1916 ;  ; Ag ; F-VF ; 42 ; YG2013 ; 147 
 3727 ; 4 пенса. Великобритания ; 1840 ;  ; Ag ; F ; 37 ; brigadir ; 236 
 3728 ; 25 центов. Канада ; 1917 ;  ; Ag ; VF ; 26 ; ingar ; 483 
 3729 ; 1 крона. Великобритания ; 1889 ;  ; Ag ; VF+ ; 66 ; Dave ; 2505 
 3730 ; 3 пенса. Великобритания. В капсуле NGC ; 1887 ;  ; Ag ; MS 62 ; 85 ; 439 ; 1326 
 3731 ; 1 песо. Мексика ; 1959 ;  ; Ag ; VF- ; 21 ; YG2013 ; 133 
 3732 ; 2 доллара. Соломоновы о-ва ; 2012 ;  ; Лат ; XF+ ; 18 ; gavrosh ; 124 
 3633 ; 20 марок. Финляндия ; 1937 ;  ; Al/Br ; VF+ ; 6 ; mishael07 ; 200 
 3634 ; 5 крон. Швеция ; 1972 ;  ; Cu-Ni ; XF+ ; 24 ; Zhukich21 ; 150 
 3635 ; 4 доллара. Барбадос. ФАО ; 1970 ;  ; Cu-Ni ; AU ; 32 ; Mike! ; 567 
 3636 ; 2 фунта. Южная Георгия и Южные Сандвичевы острова. Альбатрос ; 2006 ;  ; Cu-Ni ; AU ; 7 ; Mike! ; 236 
 3637 ; 1 крона. Тристан-да-Кунья ; 2011 ;  ; Cu-Ni ; AU ; 11 ; Mike! ; 222 
 3638 ; 1 лира. Турция. Олень ; 2012 ;  ; Би/м ; AU ; 23 ; SEVEN ; 203 
 3639 ; 25 новых пенсов. Великобритания. Серебряный юбилей свадьбы Елизаветы II и принца Филиппа ; 1972 ;  ; Cu/Ni ; XF+ ; 10 ; brat52 ; 104 
