 5975 ; Лот бон иностранных 3 шт. Вьетнам ;  ;  ;  ; AU ; 17 ; USS ; 93 
 3802 ; Набор монет США: 1/4 доллара (5шт). Пластиковая упаковка ; 2004 ;  ; Cu-Ni ; Proof ; 39 ; Sky2 ; 517 
 3803 ; Набор монет США: 1/2, 1/4 доллара, дайм, 5,1 цент (5шт)+ жетон. В конверте, с сертификатом ; 1984 ;  ; Cu-Ni,Br ; AU ; 11 ; heavy_fly ; 230 
 3804 ; Набор монет США: 1/2, 1/4 доллара, дайм, 5,1 цент (5шт)+ жетон. Упаковка ; 1989 ;  ; Cu-Ni,Br ; AU ; 5 ; Zarik ; 207 
 3805 ; Набор монет США: 1, 1/2, 1/4 доллара, дайм, 5,1 цент (6шт). Упаковка ; 1979 ;  ; Cu-Ni,Br ; AU ; 23 ; heavy_fly ; 226 
 3806 ; Набор монет Канады: 1 доллар, 50,25,10,5,1 цент (7шт). Коробка ; 1982 ;  ; cu-Ni,Br,Ag ; Proof ; 29 ; sax ; 1614 
 3807 ; Лот евро монет Австрии: 1,2 евро, 50,20,10,5,2,1 цент (8шт) ; 2002-2003 ;  ; Cu/St,Лат,Би/м ; XF+/AU ; 23 ; who125 ; 428 
 3808 ; Набор монет Финляндии: 1 марка, 50,20,10,5,1 пенни (12шт) ;  ;  ; Ag,Al/Br,Br ; AU ; 27 ; LEXAI ; 257 
 3809 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт) + жетон. Упаковка ; 1989 ;  ; Би/м,cu-Ni,лат ; AU ; 25 ; banks ; 680 
 3810 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт) + жетон. Упаковка ; 1988 ;  ; Би/м,cu-Ni,лат ; AU ; 26 ; sbsb777 ; 344 
 3811 ; Набор монет Финляндии (7шт). Пластиковая упаковка ; 1974 ;  ; Cu-Ni,Br/Al,Al ; AU ; 13 ; cotangens ; 278 
 3812 ; Набор монет Словении (12шт). Буклет ; 1993-2000 ;  ; Cu-Zn-N ; AU ; 62 ; dencon ; 1207 
 3813 ; Набор монет Македонии (4шт). Буклет ; 1993 ;  ; Ж/м ; AU ; 19 ; banks ; 187 
 3814 ; Лот монет Югославии (6шт) ; 1990 ;  ; Ж/м,Б/м ; XF/AU ; 5 ; иг64 ; 623 
 3815 ; Набор монет Македонии (3шт). Буклет ; 1995 ;  ; Ж/м ; AU ; 28 ; krugerrand ; 144 
 3816 ; Набор монет Финляндии: 5,1 марка, 50,10 пенни (4шт)+ жетон. Буклет ; 1993 ;  ; Ag,cu-Ni,лат ; AU ; 76 ; D-503 ; 1632 
 3817 ; Набор монет Финляндии: 5,1 марка, 50,10 пенни (4шт). Буклет ; 1991 ;  ; Би/м,cu-Ni,лат ; AU ; 13 ; krugerrand ; 157 
 3818 ; Набор монет Финляндии: 5,1 марка, 50,10 пенни (4шт). Буклет ; 1990 ;  ; Би/м,cu-Ni,лат ; AU ; 29 ; Ok203 ; 439 
 3819 ; 2 евро. Сан Марино. 500 лет со смерти художника Пинтуриккьо. Буклет ; 2013 ;  ; Би/м ; AU ; 44 ; uyAHWLcn5486ZMN ; 1809 
 3820 ; 2 евро. Сан Марино. 25 лет воссоединения Германии. Буклет ; 2015 ;  ; Би/м ; AU ; 52 ; melkore ; 2400 
 3821 ; Набор монет Финляндии: 10,5,1 марка, 50,10 пенни (5шт) + жетон. Буклет ; 1994 ;  ; Би/м,cu-Ni,лат ; AU ; 29 ; sbsb777 ; 385 
 3822 ; Набор монет Финляндии: 10,5,1 марка, 50,10 пенни (5шт) + жетон. Буклет ; 1995 ;  ; Би/м,cu-Ni,лат ; AU ; 24 ; zx123 ; 386 
 3823 ; Набор монет Финляндии: 10,5,1 марка, 50,10 пенни (5шт) + жетон. Буклет ; 1994 ;  ; Би/м,cu-Ni,лат ; AU ; 35 ; zx123 ; 388 
 3824 ; Набор монет Финляндии: 10,5,1 марка, 50,10 пенни (5шт) + жетон. Буклет ; 1995 ;  ; Би/м,cu-Ni,лат ; AU ; 20 ; Zarik ; 385 
 3825 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Упаковка ; 1984 ;  ; Би/м,cu-Ni,лат ; AU ; 14 ; Walther ; 261 
 3826 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Упаковка ; 1987 ;  ; Би/м,cu-Ni,лат ; AU ; 37 ; D-503 ; 1377 
 3827 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Упаковка ; 1983 ;  ; Би/м,cu-Ni,лат ; AU ; 61 ; D-503 ; 726 
 3828 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт) + жетон. Упаковка ; 1990 ;  ; Би/м,cu-Ni,лат ; AU ; 30 ; Ok203 ; 375 
 3829 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт) + жетон. Упаковка ; 1987 ;  ; Би/м,cu-Ni,лат ; AU ; 26 ; dsp ; 378 
 3830 ; Набор монет Финляндии: 5,1 марка, 50,20,10,5 пенни (6шт). Упаковка ; 1986 ;  ; Al/Br,Al,Cu-Ni ; AU ; 34 ; D-503 ; 1134 
 3831 ; Набор монет Иордании (5шт). Упаковка, сертификат ;  ;  ; б/м,ж/м,би/м ; AU ; 31 ; ravs ; 347 
 3832 ; Набор монет Малави (9шт). Упаковка, сертификат ; 1995-2006 ;  ; б/м,ж/м,би/м ; AU ; 31 ; ravs ; 523 
 3833 ; Набор монет Самоа (5шт). Упаковка, сертификат ; 2002 ;  ; б/м,ж/м ; AU ; 15 ; ravs ; 327 
 3834 ; Набор монет Восточного Тимора (5шт). Упаковка, сертификат ;  ;  ; ж/м,б/м ; AU ; 20 ; ravs ; 428 
 3835 ; Набор монет Нигерии (5шт). Упаковка, сертификат ; 1991 ;  ; би/м,ж/м,б/м ; AU ; 13 ; sibirian ; 301 
 3836 ; Набор монет Брунея (5шт). Упаковка, сертификат ; 2005 ;  ; б/м,ж/м ; AU ; 14 ; ravs ; 320 
 3837 ; Набор монет Сейшелл (6шт). Упаковка, сертификат ; 2007 ;  ; ж/м,б/м ; AU ; 12 ; sibirian ; 201 
 3838 ; Набор монет Украина (7шт). Упаковка, сертификат ; 2009 ;  ; ж/м,б/м ; AU ; 27 ; Ratmen ; 255 
 3839 ; Набор монет ОАЭ (5шт). Упаковка, сертификат ;  ;  ; б/м,жм ; AU ; 12 ; mixey ; 174 
 3840 ; Набор монет Маврикия (7шт). Упаковка, сертификат ; 2009 ;  ; б/м,жм,би/м ; AU ; 27 ; ravs ; 456 
 3841 ; Набор монет Казахстана (7шт). Упаковка, сертификат ; 2000 ;  ; ж/м,би/м ; AU ; 17 ; heavy_fly ; 139 
 3842 ; Набор монет Малайзии (5шт). Упаковка, сертификат ; 2008 ;  ; б/м,ж/м ; AU ; 19 ; mixey ; 164 
 3843 ; Набор монет Тайланда (6шт). Упаковка, сертификат ;  ;  ; б/м,ж/м,би/м ; AU ; 10 ; mixey ; 102 
 3844 ; Набор монет Камбоджи (4шт). Упаковка, сертификат ;  ;  ; б/м,би/м ; AU ; 9 ; banks ; 204 
 3745 ; 50 тенге. Казахстан. 20 лет тенге ; 2013 ;  ; Cu-Ni ; XF+ ; 23 ; Sky2 ; 112 
 3746 ; 50 тенге. Казахстан. Наурыз ; 2012 ;  ; Cu-Ni ; XF+ ; 17 ; kornum ; 94 
 3747 ; 50 тенге. Казахстан. Кокпар ; 2014 ;  ; Cu-Ni ; XF+ ; 18 ; Vol4en0k ; 153 
 3748 ; 50 тенге. Казахстан. Тараз ; 2013 ;  ; Cu-Ni ; XF+ ; 20 ; Vol4en0k ; 126 
 3749 ; 50 тенге. Казахстан. Караганда ; 2011 ;  ; Cu-Ni ; XF+ ; 22 ; Vol4en0k ; 120 
 3750 ; 50 тенге. Казахстан. Костанай ; 2013 ;  ; Cu-Ni ; XF+ ; 22 ; Vol4en0k ; 126 
 3751 ; 50 тенге. Казахстан. Усть-Каменогорск ; 2011 ;  ; Cu-Ni ; XF+ ; 12 ; aziya11 ; 77 
 3752 ; 2 злотых. Польша. Конь ; 2014 ;  ; Al/Br ; AU ; 36 ; alapabula ; 127 
 3753 ; 2 злотых. Польша. Зубры ; 2013 ;  ; Al/Br ; AU ; 33 ; alapabula ; 126 
 3754 ; 2 злотых. Польша. Барсук ; 2011 ;  ; Al/Br ; AU ; 21 ; Masik ; 126 
 3755 ; 2 злотых. Польша. Филин ; 2005 ;  ; Al/Br ; AU ; 21 ; Скарапея77 ; 174 
 3756 ; 2 злотых. Польша. Летучая мышь ; 2010 ;  ; Al/Br ; AU ; 21 ; кот баюн ; 107 
 3757 ; 2 злотых. Польша. Ящерица ; 2009 ;  ; Al/Br ; AU ; 20 ; кот баюн ; 107 
 3758 ; 2 злотых. Польша. Сокол ; 2008 ;  ; Al/Br ; AU ; 15 ; кот баюн ; 121 
 3759 ; 2 злотых. Польша. Тюлень ; 2007 ;  ; Al/Br ; AU ; 13 ; WhiteMouse ; 133 
 3760 ; 2 злотых. Польша. Сурок ; 2006 ;  ; Al/Br ; AU ; 9 ; ooooo1961 ; 89 
 3761 ; 1 лира. Турция. Собака ; 2010 ;  ; Би/м ; AU ; 22 ; alapabula ; 698 
 3762 ; 1 лира. Турция. Черепаха ; 2009 ;  ; Би/м ; AU ; 15 ; Sky2 ; 411 
 3763 ; 1 лира. Турция. Леопард ; 2012 ;  ; Би/м ; AU ; 38 ; alapabula ; 507 
 3764 ; 1 лира. Турция. Олень ; 2012 ;  ; Би/м ; AU ; 49 ; alapabula ; 497 
 3765 ; 2 евро. Финляндия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 7 ; bliznetz ; 308 
 3766 ; 2 евро. Италия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 6 ; ♂ ; 244 
 3767 ; 2 евро. Португалия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 32 ; dsp ; 524 
 3768 ; 2 евро. Германия. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 13 ; ♂ ; 245 
 3769 ; 2 евро. Мальта. 10 лет ЕВРО ; 2012 ;  ; Би/м ; AU ; 20 ; mishakl ; 340 
 3770 ; 2 евро. Италияч. Экспо в Милане ; 2015 ;  ; би/м ; AU ; 11 ; fuzzyfly ; 264 
 3771 ; 2 евро. Мальта. Правительство ; 2013 ;  ; би/м ; AU ; 23 ; ersh1 ; 345 
 3772 ; 2 евро. Литва. Алфавит ; 2015 ;  ; би/м ; AU ; 13 ; fuzzyfly ; 264 
 3773 ; 2 евро. Италия. Данте Алигьери ; 2015 ;  ; би/м ; AU ; 11 ; fuzzyfly ; 264 
 3774 ; 1 эре. Швеция ; 1720 ;  ; Br ; F ; 23 ; valerdon ; 227 
 3775 ; 1 сантим. Латвия ; 1932 ;  ; Br ; F-VF ; 27 ; avilych ; 242 
 3776 ; 1 далер. Швеция ; 1718 ;  ; Br ; F-VF ; 27 ; сама71 ; 739 
 3777 ; 1 цент. США ; 1908 ;  ; Br ; VF ; 16 ; heavy_fly ; 227 
 3778 ; 5 шиллингов. Великобритания ; 1953 ;  ; Cu-Ni ; AU ; 29 ; Andrey19 ; 206 
 3779 ; 2 динара. Югославия ; 1925 ;  ; Cu-Ni ; VF ; 25 ; кот баюн ; 155 
 3780 ; 5 центов. США ; 1912 ;  ; Cu-Ni ; VF ; 35 ; heavy_fly ; 249 
 3781 ; 25 сантимов. Франция ; 1904 ;  ; Cu-Ni ; VF ; 16 ; Jeff ; 83 
 3782 ; 1 фунт. Ирландия ; 1990 ;  ; Cu-Ni ; VF ; 26 ; DaMon15 ; 134 
 3783 ; 50 эре. Швеция ; 1940 ;  ; Cu-Ni ; F ; 28 ; orex ; 67 
 3784 ; 20 раппен. Швейцария ; 1938 ;  ; Cu-Ni ; XF ; 16 ; Flagman ; 114 
 3785 ; 10 раппен. Швейцария ; 1933 ;  ; Cu-Ni ; XF ; 15 ; Flagman ; 114 
 3786 ; 1 доллар. США. В капсуле NGC ; 1886 ;  ; Ag ; MS62 ; 25 ; boryas1 ; 4572 
 3787 ; 1 доллар. США. В коробке ; 1994 ;  ; Ag ; AU ; 34 ; heavy_fly ; 2091 
 3788 ; Набор монет Финляндии: 10,5,1 марка, 50,10 пенни (5шт) + жетон. Коробка ; 1994 ;  ; AgБи/м,u-Ni,лат ; Proof ; 42 ; kotok ; 2042 
 3789 ; Набор монет Финляндии: 10,5,1 марка, 50,10 пенни (5шт) + жетон. Коробка ; 1995 ;  ; AgБи/м,u-Ni,лат ; Proof ; 30 ; dsp ; 2448 
 3790 ; Набор монет Финляндии: 25,10,5,1 марка, 50,10 пенни (6шт). Коробка, сертификат ; 1997 ;  ; Би/м,cu-Ni,лат ; Proof/Proof-like ; 49 ; kotok ; 2768 
 3791 ; 500 лир. Ватикан. Буклет ; 1978 ;  ; Ag ; AU ; 32 ; aleksss ; 645 
 3792 ; 1 рубль.  Приднестровская Республика. 70 лет Победы. Буклет ; 2015 ;  ; Б/м ; AU ; 24 ; WhiteMouse ; 204 
 3793 ; 1 рубль.  Приднестровская Республика. 70 лет Победы. Буклет ; 2015 ;  ; Б/м ; AU ; 11 ; WhiteMouse ; 204 
 3794 ; Набор монет Приднестровской Республики (4шт). Буклет ; 2014 ;  ; Пластик ; AU ; 27 ; Sporti84 ; 370 
 3695 ; 10 центов. Нидерланды ; 1939 ;  ; Ag ; XF ; 8 ; калинов мост ; 62 
 3696 ; 1 крона. Швеция ; 1898 ;  ; Ag ; F-VF ; 29 ; CASH ; 201 
 3697 ; 100 йен. Япония ;  ;  ; Ag ; VF ; 25 ; canario ; 225 
 3698 ; 25 эре. Дания ; 1916 ;  ; Ag ; VF ; 35 ; vihufa ; 550 
 3699 ; 10 эре. Швеция ; 1876 ;  ; Ag ; F ; 19 ; жора ; 150 
 3700 ; 10 эре. Швеция ; 1958 ;  ; Ag ; VF ; 19 ; DIMASTIK ; 55 
 3701 ; 10 марок. Финляндия ; 1993 ;  ; Би/м ; VF ; 14 ; SKeeper ; 50 
 3702 ; 250 риалов. Ирак ; 1378 ;  ; Би/м ; AU ; 16 ; Grinch ; 31 
 3703 ; 5 пфеннигов. Веймар ; 1924 ;  ; Al/Br ; VF ; 22 ; 2507 ; 79 
 3704 ; 10 пфеннигов. Германия ; 1939 ;  ; Al/Br ; VF-XF ; 13 ; kaper ; 136 
 3705 ; 20 франков. Марокко ; 1371 ;  ; Al/Br ; VF ; 16 ; rodric ; 59 
 3706 ; 2 динара. Югославия ; 1938 ;  ; Al/Br ; VF ; 12 ; Arlekino82 ; 72 
 3707 ; 5 марок. Финляндия ; 1977 ;  ; Al/Br ; VF ; 17 ; Масясик ; 104 
 3708 ; 1 крона. Эстония ; 2008 ;  ; Al/Br ; AU ; 14 ; NSerN ; 51 
 3709 ; 50 сенти. Литва ; 1925 ;  ; Al/Br ; F-VF ; 31 ; avilych ; 370 
 3710 ; 1 крона. Дания ; 1945 ;  ; Al/Br ; VF ; 10 ; SKeeper ; 57 
 3711 ; 10 пфеннигов. Веймар ; 1925 ;  ; Al/Br ; VF ; 5 ; valerdon ; 50 
 3712 ; 20 миллим. Тунис ; 1960 ;  ; Al/Br ; XF ; 7 ; ЮрийVRN ; 25 
 3713 ; 10 центов. Сейшеллы ; 1953 ;  ; Al/Br ; XF ; 16 ; SKeeper ; 104 
 3714 ; 1 доллар. Австралия ; 1984 ;  ; Al/Br ; XF ; 17 ; SKeeper ; 91 
 3715 ; 5 пфеннигов. Германия ; 1938 ;  ; Al/Br ; XF ; 14 ; kaper ; 174 
 3716 ; 5 мазунас. Марокко ; 1340 ;  ; Br ; VF ; 25 ; whatis.ru ; 283 
 3717 ; 10 сантимов. Франция ; 1915 ;  ; Br ; VF- ; 8 ; SKeeper ; 49 
 3718 ; 1/2 анны. Восточная Индийская Компания ; 1835 ;  ; Br ; F ; 19 ; Monata ; 139 
 3719 ; 5 эре. Дания ; 1902 ;  ; Br ; F-VF ; 19 ; krugerrand ; 161 
 3720 ; 2 эре. Дания ; 1897 ;  ; Br ; F-VF ; 13 ; banks ; 90 
 3721 ; 8 доблей. Гернси ; 1945 ;  ; Br ; XF ; 12 ; ravs ; 169 
 3722 ; 1 цент. США ; 1955 ;  ; Br ; VF ; 5 ; Heawen ; 82 
 3723 ; 1 пенни. Австралия ; 1927 ;  ; Br ; VF ; 9 ; SKeeper ; 63 
 3724 ; 1 пенни. Австралия ; 1950 ;  ; Br ; VF ; 16 ; Temudgin ; 72 
 3725 ; 1 пенни. Великобритания ; 1853 ;  ; Br ; VF ; 35 ; sax ; 464 
 3726 ; 1/2 пенни. Ирландия ; 1823 ;  ; Br ; F ; 21 ; banks ; 138 
 3727 ; 1 пенни. Гернси ; 1977 ;  ; Br ; AU ; 12 ; alex774 ; 98 
 3728 ; 50 тенге. Казахстан. Габауллин ; 2015 ;  ; Cu-Ni ; XF+ ; 16 ; иржик86 ; 138 
 3729 ; 50 тенге. Казахстан. Шурале ; 2013 ;  ; Cu-Ni ; XF+ ; 7 ; canario ; 92 
 3730 ; 50 тенге. Казахстан. Манул ; 2014 ;  ; Cu-Ni ; XF+ ; 16 ; aziya11 ; 131 
 3731 ; 50 тенге. Казахстан. Сова ; 2011 ;  ; Cu-Ni ; XF+ ; 17 ; Скарапея77 ; 257 
 3732 ; 50 тенге. Казахстан. Луноход ; 2010 ;  ; Cu-Ni ; XF+ ; 36 ; Balagur ; 432 
 3733 ; 50 тенге. Казахстан. Богомол ; 2012 ;  ; Cu-Ni ; XF+ ; 16 ; Vol4en0k ; 227 
 3734 ; 50 тенге. Казахстан. Маргулан ; 2004 ;  ; Cu-Ni ; XF+ ; 42 ; Vol4en0k ; 242 
 3735 ; 50 тенге. Казахстан. Жалбагай ; 2007 ;  ; Cu-Ni ; XF+ ; 51 ; Vol4en0k ; 476 
 3736 ; 50 тенге. Казахстан. Алдар-Косе ; 2013 ;  ; Cu-Ni ; XF+ ; 13 ; Sky2 ; 114 
 3737 ; 50 тенге. Казахстан. Суйиндир ; 2013 ;  ; Cu-Ni ; XF+ ; 27 ; Sky2 ; 112 
 3738 ; 50 тенге. Казахстан. Бата ; 2015 ;  ; Cu-Ni ; XF+ ; 23 ; Vol4en0k ; 177 
 3739 ; 50 тенге. Казахстан. Дикобраз ; 2009 ;  ; Cu-Ni ; XF+ ; 19 ; kost ; 215 
 3740 ; 50 тенге. Казахстан. Абай ; 2015 ;  ; Cu-Ni ; XF+ ; 18 ; jj ; 167 
 3741 ; 50 тенге. Казахстан. МКС ; 2013 ;  ; Cu-Ni ; XF+ ; 33 ; Balagur ; 408 
 3742 ; 50 тенге. Казахстан. Космическая станция ; 2012 ;  ; Cu-Ni ; XF+ ; 10 ; gama ; 169 
 3743 ; 50 тенге. Казахстан. Устюртский муфлон ; 2015 ;  ; Cu-Ni ; XF+ ; 22 ; Vol4en0k ; 224 
 3744 ; 50 тенге. Казахстан. Колобок ; 2013 ;  ; Cu-Ni ; XF+ ; 9 ; pol75 ; 114 
 3645 ; 3 пенса. Великобритания ; 1943 ;  ; Al/Br ; VF ; 19 ; alapabula ; 81 
 3646 ; 20 филлер. Венгрия ; 1938 ;  ; Cu-Ni ; VF+ ; 15 ; vasek ; 128 
 3647 ; 1/2 пенни. Великобритания ; 1967 ;  ; Br ; AU ; 24 ; sergey2015 ; 101 
 3648 ; 5 долларов. Острова Кука ; ND ;  ; Ag ; Proof ; 48 ; gama ; 2372 
 3649 ; 5 квача. Малави. 60 лет победы ; 2005 ;  ; Латунь ; Proof ; 26 ; SKeeper ; 459 
 3650 ; 2 экю. Нидерланды ; 1995 ;  ; Cu-Ni ; AU ; 39 ; alexsk ; 520 
 3651 ; 5 флоринов. Амстердам ; 2000 ;  ; Cu-Ni ; AU ; 35 ; alexsk ; 426 
 3652 ; 5 флоринов. Амстердам ; 2000 ;  ; Cu-Ni ; AU ; 20 ; gama ; 226 
 3653 ; 5 крон. Норвегия ; 1996 ;  ; Cu-Ni ; AU ; 25 ; yourius ; 261 
 3654 ; 50 эскудо. Кабо-Верде ; 1994 ;  ; Cu-Ni ; VF-XF ; 57 ; gama ; 510 
 3655 ; 1 писо. Филиппины ; 1989 ;  ; Cu-Ni ; AU ; 21 ; gama ; 240 
 3656 ; 2 франка. Французские Каморские острова ; 1964 ;  ; Al ; XF+ ; 20 ; vovaT25 ; 174 
 3657 ; 1 доллар. Эритея ; 1994 ;  ; Cu-Ni ; XF+ ; 72 ; alapabula ; 1187 
 3658 ; 3 пенса. Великобритания ; 1952 ;  ; Br ; VF ; 19 ; alapabula ; 82 
 3659 ; 1/2 пенни. Великобритания ; 1955 ;  ; Br ; AU ; 36 ; alapabula ; 125 
 3660 ; 1 шиллинг. Великобритания. Новый герб. 5й портрет Елизаветы II ; 2015 ;  ; Cu-Ni ; XF+ ; 46 ; alapabula ; 1032 
 3661 ; 25 новых пенсов. Великобритания. 80 лет королеве-матери ; 1980 ;  ; Cu-Ni ; AU ; 31 ; Andrey19 ; 188 
 3662 ; 1/10 пенни. Британская Западная Африка ; 1936 ;  ; Cu-Ni ; AU ; 29 ; DATR ; 208 
 3663 ; 1/10 пенни. Британская Западная Африка ; 1908 ;  ; Cu-Ni ; AU ; 25 ; DATR ; 271 
 3664 ; 25 сентесимо. Панама ; 1904 ;  ; Ag ; VF ; 57 ; heavy_fly ; 906 
 3665 ; 20 центов. Китай ;  ;  ; Ag ; VF ; 25 ; Grey 13 ; 444 
 3666 ; 4 пфенниг. Германия ; 1932Е ;  ; Br ; VF ; 40 ; ССаныч ; 408 
 3667 ; 3 пфеннига. Саксен-Мейнинген ; 1840A ;  ; cu ; F ; 15 ; Leon17 ; 396 
 3668 ; 1 крона. Австрия ; 1915 ;  ; Ag ; XF ; 25 ; Leon17 ; 320 
 3669 ; 1 цент. Саравак. Раджа C.Brooke ; 1886 ;  ; Br ; F+ ; 61 ; сама71 ; 787 
 3670 ; 50 евроцентов. Литва. Проба ; 2003 ;  ; Латунь ; XF+ ; 21 ; архыз ; 328 
 3671 ; 1/2 доллара. США ; 1951 ;  ; Ag ; F-VF ; 8 ; Мотя ; 556 
 3672 ; 1/2 кроны. Великобритания ; 1920 ;  ; Ag ; F-VF ; 29 ; Mikl2015 ; 272 
 3673 ; 5 форинтов. Венгрия ; 1947 ;  ; Ag ; F-VF ; 19 ; franklin ; 305 
 3674 ; 100 марок. Финляндия. 75 лет независимости ; 1992 ;  ; Ag ; XF ; 21 ; cfif24 ; 915 
 3675 ; 200 злотых. Польша. 30 лет ПНР ; 1974 ;  ; Ag ; XF ; 19 ; Gyron ; 432 
 3676 ; 1 доллар. Канада. Шарлоттаун ; 1964 ;  ; Ag ; VF ; 21 ; rekaSvir ; 564 
 3677 ; 10 эре. Швеция ; 1956 ;  ; Ag ; VF ; 10 ; DIMASTIK ; 41 
 3678 ; 1/2 шиллинга. Австрия ; 1926 ;  ; Ag ; VF ; 22 ; deloz ; 208 
 3679 ; 10 крейцеров. Венгрия ; 1869 ;  ; Ag ; F ; 19 ; wv ; 134 
 3680 ; 3 пенса. Новая Зеландия ; 1945 ;  ; Ag ; VF ; 9 ; Ok203 ; 116 
 3681 ; 1/2 франка Швейцария ; 1965 ;  ; Ag ; AU ; 18 ; Al777 ; 269 
 3682 ; 5 пиастров. Египет ; 1957 ;  ; Ag ; VF ; 16 ; RUN ; 206 
 3683 ; 1 пенго. Венгрия ; 1926 ;  ; Ag ; F-VF ; 13 ; кот баюн ; 107 
 3684 ; 25 ре. Швеция ; 1959 ;  ; Ag ; VF ; 13 ; DIMASTIK ; 62 
 3685 ; 25 ре. Швеция ; 1961 ;  ; Ag ; VF ; 16 ; orex ; 56 
 3686 ; 25 ре. Швеция ; 1947 ;  ; Ag ; VF ; 21 ; Lelik00 ; 101 
 3687 ; 10 центов. Канада ; 1964 ;  ; Ag ; VF ; 34 ; Anastasiyan ; 101 
 3688 ; 3 скиллинга. Дания ; 19 век ;  ; Ag ; F+ ; 24 ; jj ; 272 
 3689 ; 10 эре. Дания ; 1899 ;  ; Ag ; F-VF ; 23 ; Shera ; 141 
 3690 ; 1 франк. Швейцария ; 1921 ;  ; Ag ; VF ; 3 ; kostya12.04.1994 ; 284 
 3691 ; 2 фунта. Джерси. Королевская свадьба ; 1981 ;  ; Ag ; VF ; 22 ; cochu ; 308 
 3692 ; 1 шиллинг. Австрия ; 1926 ;  ; Ag ; VF ; 18 ; кот баюн ; 186 
 3693 ; 20 сентаво. Филиппины ; 1944 ;  ; Ag ; VF- ; 16 ; franklin ; 157 
 3694 ; 1 марка. Финляндия ; 1967 ;  ; Ag ; VF-XF ; 9 ; Марик ; 99 
 3595 ; 5 центов. США ; 1934 ;  ; Cu-Ni ; F-VF ; 31 ; heavy_fly ; 159 
 3596 ; 6 пенсов. Великобритания ; 1966 ;  ; Cu-Ni ; XF- ; 11 ; 2507 ; 57 
 3597 ; 1 флорин. Аруба ; 1997 ;  ; Cu-Ni ; XF ; 10 ; whatis.ru ; 50 
 3598 ; 1 рупия. Маврикия ; 1978 ;  ; Cu-Ni ; XF ; 21 ; d-master ; 90 
 3599 ; Монета. Восток ;  ;  ; Cu-Ni ; VF- ; 17 ; Серж PirGS ; 117 
 3600 ; 2 пфенниг. ФРГ ; 1967F ;  ; Br ; AU ; 15 ; teso ; 38 
 3601 ; 5 филс. Бахрейн ; 1965 ;  ; Br ; XF ; 16 ; kolbur ; 53 
 3602 ; 20 сентаво. Перу ; 1935 ;  ; Br ; XF ; 44 ; heavy_fly ; 428 
 3603 ; 1/2 пени. Южная Родезия ; 1952 ;  ; Br ; VF- ; 7 ; SKeeper ; 102 
 3604 ; 2 доллара. Новая Зеландия ; 1990 ;  ; Al/Br ; XF+ ; 12 ; teso ; 144 
 3605 ; 1 доллар. Австралия ; 1996 ;  ; Al/Br ; VF ; 9 ; SKeeper ; 78 
 3606 ; 1 доллар. Австралия ; 1986 ;  ; Al/Br ; VF ; 9 ; SKeeper ; 93 
 3607 ; 5 гривен. Украина. 260 лет Киевскому военному госпиталю ; 2015 ;  ; Cu-Ni ; AU ; 31 ; Vol4en0k ; 405 
 3608 ; 5 гривен. Украина. 70 лет освобождения Мелитополя ; 2013 ;  ; Cu-Ni ; AU ; 19 ; WhiteMouse ; 233 
 3609 ; 5 гривен. Украина. Тарас Шевченко ; 2014 ;  ; Cu-Ni ; AU ; 17 ; cotangens ; 153 
 3610 ; 5 гривен. Украина. 70 лет Корсунь-Шевченской битвы ; 2014 ;  ; Cu-Ni ; AU ; 19 ; WhiteMouse ; 215 
 3611 ; 5 гривен. Украина. 500 лет битвой под Оршей ; 2014 ;  ; Cu-Ni ; AU ; 13 ; advokatx ; 200 
 3612 ; 5 гривен. Украина. Одесса ; 2014 ;  ; Cu-Ni ; AU ; 11 ; иржик86 ; 251 
 3613 ; 5 гривен. Украина. Подгорецкий замок ; 2015 ;  ; Cu-Ni ; AU ; 15 ; FEDOTOV1920 ; 255 
 3614 ; 5 гривен. Украина. Чернивецкая область ; 2015 ;  ; Би/м ; AU ; 32 ; иржик86 ; 273 
 3615 ; 2 гривны. Украина. Яков Гниздовский ; 2015 ;  ; Cu-Ni ; AU ; 24 ; aziya11 ; 148 
 3616 ; 2 гривны. Украина. 400 лет Киево-Могилевской академии ; 2015 ;  ; Cu-Ni ; AU ; 6 ; aziya11 ; 153 
 3617 ; 2 гривны. Украина. Джеймс Юз ; 2014 ;  ; Cu-Ni ; AU ; 13 ; canario ; 188 
 3618 ; 2 гривны. Украина. Олешковские пески ; 2015 ;  ; Cu-Ni ; AU ; 18 ; v_bond ; 253 
 3619 ; 2 гривны. Украина. Михаил Вербицкий ; 2015 ;  ; Cu-Ni ; AU ; 38 ; иржик86 ; 167 
